MetaCyc Rxn	Euclidean distance to query
5.1.1.15-RXN_r	0.0
RXN-18196_f	0.0
RXN-18196_r	0.0
BISPHOSPHOGLYCERATE-MUTASE-RXN	0.0
UDP-N-ACETYLGLUCOSAMINE-4-EPIMERASE-RXN_f	0.0
UDP-N-ACETYLGLUCOSAMINE-4-EPIMERASE-RXN_r	0.0
RXN-14636_f	0.0
RXN-14636_r	0.0
N-ACYLGLUCOSAMINE-2-EPIMERASE-RXN_f	0.0
N-ACYLGLUCOSAMINE-2-EPIMERASE-RXN_r	0.0
RXN-13641_f	0.0
RXN-13641_r	0.0
NANE-RXN_f	0.0
NANE-RXN_r	0.0
RXN-19840_f	0.0
RXN-19840_r	0.0
FCLEPIM-RXN	0.0
RXN-14707	0.0
STEROID-DELTA-ISOMERASE-RXN_f	0.0
STEROID-DELTA-ISOMERASE-RXN_r	0.0
LACTATE-RACEMASE-RXN_f	0.0
LACTATE-RACEMASE-RXN_r	0.0
RXN-14783	0.0
ASPARTATE-RACEMASE-RXN	0.0
RXN-14759	0.0
RXN66-320_f	0.0
RXN66-320_r	0.0
RXN-11876	0.0
RXN-18188_f	0.0
RXN-18188_r	0.0
RXN-9983_f	0.0
RXN-9983_r	0.0
RXNQT-4167	0.0
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN_f	0.0
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN_r	0.0
MALEATE-ISOMERASE-RXN_f	0.0
MALEATE-ISOMERASE-RXN_r	0.0
5.1.1.18-RXN_f	0.0
5.1.1.18-RXN_r	0.0
RXN-8650	0.0
NOCARDICIN-A-EPIMERASE-RXN_f	0.0
NOCARDICIN-A-EPIMERASE-RXN_r	0.0
RXN-9160	0.0
RXN-17392	0.0
ALDOSE-1-EPIMERASE-RXN_f	0.0
ALDOSE-1-EPIMERASE-RXN_r	0.0
RXN-21378_f	0.0
RXN-21378_r	0.0
RXN-15709_f	0.0
RXN-15709_r	0.0
RXN-19878_f	0.0
RXN-19878_r	0.0
RXN-18934	0.0
RXN-14362	0.0
RXN-12345	0.0
PROSTAGLANDIN-E-SYNTHASE-RXN	0.0
RXN66-513	0.0
RXN-18191_f	0.0
RXN-18191_r	0.0
RXN-16712_f	0.0
RXN-16712_r	0.0
RXN-20094	0.0
D-LYSINE-56-AMINOMUTASE-RXN	0.0
RXNQT-4170	0.0
RXN-18186_f	0.0
RXN-18186_r	0.0
MALEYLPYRUVATE-ISOMERASE-RXN	0.0
5.1.3.20-RXN	0.0
MANDELATE-RACEMASE-RXN	0.0
RXN-20063	0.0
RXN-13142	0.0
RXN-16300	0.0
RXN-17771_f	0.0
RXN-17771_r	0.0
UDPGLCNACEPIM-RXN_f	0.0
UDPGLCNACEPIM-RXN_r	0.0
METHYLMALONYL-COA-EPIM-RXN_f	0.0
METHYLMALONYL-COA-EPIM-RXN_r	0.0
3.5.1.81-RXN	0.0
CELLOBIOSE-EPIMERASE-RXN_f	0.0
CELLOBIOSE-EPIMERASE-RXN_r	0.0
RXN-15941_f	0.0
RXN-15941_r	0.0
RIBULPEPIM-RXN_f	0.0
RIBULPEPIM-RXN_r	0.0
4-HYDROXYPROLINE-EPIMERASE-RXN_f	0.0
4-HYDROXYPROLINE-EPIMERASE-RXN_r	0.0
RXN-9387_f	0.0
RXN-9387_r	0.0
RXN-12336_f	0.0
RXN-12336_r	0.0
2.6.1.14-RXN_f	0.0
2.6.1.14-RXN_r	0.0
RXN-8950	0.0
RXN-10856_f	0.0
RXN-10856_r	0.0
RXN-15598	0.0
RXN-14365_f	0.0
RXN-14365_r	0.0
AMINOACYLASE-RXN	0.0
PROLINE-RACEMASE-RXN_f	0.0
PROLINE-RACEMASE-RXN_r	0.0
PROSTAGLANDIN-I-SYNTHASE-RXN	0.0
RXN-11884_f	0.0
RXN-11884_r	0.0
RXN-18194_f	0.0
RXN-18194_r	0.0
RXN-16161_f	0.0
RXN-16161_r	0.0
LEUKOTRIENE-A4-HYDROLASE-RXN	0.0
RXN-20579	0.0
RXN-11402_f	0.0
RXN-11402_r	0.0
RXN-14360	0.0
RXN-14463	0.0
RXN-14815_f	0.0
RXN-14815_r	0.0
RXNQT-4173	0.0
GLUCUROISOM-RXN_f	0.0
GLUCUROISOM-RXN_r	0.0
RXN-18189_f	0.0
RXN-18189_r	0.0
5.1.3.9-RXN_f	0.0
5.1.3.9-RXN_r	0.0
UDP-ARABINOSE-4-EPIMERASE-RXN_f	0.0
UDP-ARABINOSE-4-EPIMERASE-RXN_r	0.0
RXN-14150_f	0.0
RXN-14150_r	0.0
H2NTPEPIM-RXN_f	0.0
H2NTPEPIM-RXN_r	0.0
RXN-7772	0.0
ALARACECAT-RXN_f	0.0
ALARACECAT-RXN_r	0.0
RXN-13776_f	0.0
RXN-13776_r	0.0
RXN-12928	0.0
GALACTURIDYLYLTRANS-RXN_f	0.0
GALACTURIDYLYLTRANS-RXN_r	0.0
RXN-10956_f	0.0
RXN-10956_r	0.0
RXN-15710_f	0.0
RXN-15710_r	0.0
LXULRU5P-RXN	0.0
RXN-18192_f	0.0
RXN-18192_r	0.0
RXN-19208_f	0.0
RXN-19208_r	0.0
RXN-14572	0.0
3.2.1.143-RXN	0.0
RXN-13683	0.0
RXN0-5329_f	0.0
RXN0-5329_r	0.0
H2SOXIREDPYRO-RXN	0.0
OHBUTYRYL-COA-EPIM-RXN_f	0.0
OHBUTYRYL-COA-EPIM-RXN_r	0.0
RXN-15948_f	0.0
RXN-15948_r	0.0
RXN-13659	0.0
RXN0-5298_f	0.0
RXN0-5298_r	0.0
RXN-5066	0.0
RXN-2463_f	0.0
RXN-2463_r	0.0
RXN-18477_f	0.0
RXN-18477_r	0.0
2-METHYLCITRATE-DEHYDRATASE-RXN_f	0.0
2-METHYLCITRATE-DEHYDRATASE-RXN_r	0.0
RXN-18184	0.0
5.1.2.3-RXN_f	0.0
5.1.2.3-RXN_r	0.0
RXN-18144	0.0
RXN-8651	0.0
RXN-18195_f	0.0
RXN-18195_r	0.0
RXN-16391	0.0
5.3.3.13-RXN_f	0.0
5.3.3.13-RXN_r	0.0
RXN-16264	0.0
RXN-17393	0.0
RXN-15344_f	0.0
RXN-15344_r	0.0
RXN-9640	0.0
RXN0-5285_f	0.0
RXN0-5285_r	0.0
RXN-9781_f	0.0
RXN-9781_r	0.0
XYLONATE-DEHYDRATASE-RXN	0.0
RXN4FS-12	0.0
RXN0-5306	0.0
RXN-12752	0.0
AMINO-ACID-RACEMASE-RXN_f	0.0
AMINO-ACID-RACEMASE-RXN_r	0.0
RXN-18502	0.0
RXN-14764	0.0
RXN-13873_f	0.0
RXN-13873_r	0.0
RXN-11400	0.0
FORMIMINOGLUTAMATE-DEIMINASE-RXN	0.0
RXN-18187_f	0.0
RXN-18187_r	0.0
5.1.3.21-RXN_f	0.0
5.1.3.21-RXN_r	0.0
R00418	0.0
R10282	0.0
R11103	0.0
R12425	0.0
R12554	0.0
R02087	0.0
R07672	0.0
R10279	0.0
R10280	0.0
R09704	0.0
R00655	0.0
R03925	0.0
R00401	0.0
R01473	0.0
R00001	0.0
R11623	0.0
R00420	0.0
R05318	0.0
R04538	0.0
R12553	0.0
R11073	0.0
RXN0-6359	0.0314441272793766
R05502	0.03517938370477073
R00057	0.041214944309998995
DHLAXANAU-RXN	0.04270506091176482
R04721	0.04347484663668393
DICHLOROMETHANE-DEHALOGENASE-RXN	0.043785881656440345
R00603	0.043785881656440345
R02804	0.044693891342853155
RXN-1022	0.0451398554865221
R11329	0.04545422831134616
CYANIDE-HYDRATASE-RXN	0.045583592820424235
TRIMETHYLAMINE-OXIDE-ALDOLASE-RXN	0.045951488449222075
R02512	0.045951488449222075
R05368	0.04661328761558797
R09808	0.046885653125035176
ALKYLMERCURY-LYASE-RXN_f	0.04792492735140629
ALKYLMERCURY-LYASE-RXN_r	0.04792492735140629
4.99.1.5-RXN	0.048303024639846474
RXN-12536	0.04839364786166286
RXN-17617	0.04920886797075837
RXN-1761	0.049347745567144
RXN-15684	0.049851530635914555
RXN-12643	0.050479204729604626
R00294	0.050479204729604626
RXN-17615	0.05133169320801738
THIOSULFATE-SULFURTRANSFERASE-RXN	0.05183700338147122
GDPKIN-RXN	0.05212664724754829
RXN-5081	0.053593757007122426
ALPHA-AMINO-ACID-ESTERASE-RXN	0.05379823356338178
RXN-15776	0.05379823356338178
1.20.98.1-RXN	0.054050273374809193
R07229	0.0547614121559032
RXN-21020	0.054794540969022226
RXN-11819	0.05521930244767304
RXN-2189	0.055908284081295
R10534	0.055908284081295
R141-RXN	0.05626686044511187
NN-DIMETHYLFORMAMIDASE-RXN_f	0.05692968440605409
NN-DIMETHYLFORMAMIDASE-RXN_r	0.05692968440605409
DIISOPROPYL-FLUOROPHOSPHATASE-RXN	0.05736506853629458
RXN-10852	0.05793004632320329
RXN-17589	0.05887149394073053
RXN-11761	0.058947384021519764
DHLBXANAU-RXN	0.05895542602166657
FORMAMIDASE-RXN	0.059236527727135564
RXN-17125	0.06150009844778935
R08579	0.06203116086416531
R02811	0.062034510074175285
R01409	0.06226364357308718
1.13.11.49-RXN_f	0.063420192192478
1.13.11.49-RXN_r	0.063420192192478
R465-RXN	0.06450190504799949
R09505	0.06483554573145735
3.8.1.8-RXN	0.0649145050348591
R04722	0.06492984808471147
RXN-21079	0.065050890589835
RXN-21174	0.06604999399637201
R00310	0.0660832063705032
RXN-1901	0.06650339515038205
RXN-11731_f	0.0673416598126449
RXN-11731_r	0.0673416598126449
RXN-19740	0.06740462958563109
CHLORIDE-PEROXIDASE-RXN	0.06744397959681778
RXN-11453	0.0676585995894138
R463-RXN_f	0.06813844964442435
R463-RXN_r	0.06813844964442435
CREATININE-DEAMINASE-RXN	0.06815323376482382
RXN-11645	0.06849407353961894
RXN-18154	0.06849407353961894
ARALKYLAMINE-DEHYDROGENASE-RXN	0.06877763853388734
RXN-1025	0.06877985917884058
RXN-13946	0.06919447866153967
R10285	0.06919447866153967
R02621	0.06925434042413886
2.8.1.5-RXN_f	0.0695974818869949
2.8.1.5-RXN_r	0.0695974818869949
RXN-11329	0.06972853711351629
RXN-15293	0.07071287419432858
LINB1-RXN	0.07092710937853798
RXN-8016	0.07166498267056047
RXN-11732_f	0.07177427655539521
RXN-11732_r	0.07177427655539521
RXN-9641	0.07240980696692487
R11639	0.07240980696692487
R12741	0.0724927649759829
RXN-14189	0.07252118505888573
RXN-8911	0.07275481323476425
RXN-11818	0.0727650388162771
R09564	0.0727650388162771
R12797	0.07280973655528017
R01106	0.07327208971719808
R07386	0.07398552445624451
RXN-8015	0.07419070107856453
RXN-12316_f	0.07448825763030695
RXN-12316_r	0.07448825763030695
R09751	0.07448825763030695
R07794	0.07455860395191315
SULFITE-OXIDASE-RXN	0.0746032605428163
R01686	0.0746493389983713
RXN66-1	0.07510981963287443
R03983	0.0754050241842629
R12506	0.07574888138940071
CYANAMIDE-HYDRATASE-RXN_f	0.07627209812953327
CYANAMIDE-HYDRATASE-RXN_r	0.07627209812953327
LINB2-RXN	0.07636255528401441
RXN-11045	0.07766147240092934
LINA1-RXN	0.07774684667937429
RXN-13229_f	0.07776734057509543
RXN-13229_r	0.07776734057509543
1.13.11.55-RXN	0.07797303772685911
MTAMBARKMULTI-RXN_f	0.07799651007645549
MTAMBARKMULTI-RXN_r	0.07799651007645549
RXN-15294	0.07818546294240433
R13250	0.07818546294240433
ACETONE-CYANHYDRIN-LYASE-RXN	0.07827551619613429
3.5.1.76-RXN_f	0.07854801340971929
3.5.1.76-RXN_r	0.07854801340971929
R13248	0.07856742796557703
R07823	0.07874414524559216
RXN-18155	0.07883601737553547
RXN-14638_f	0.07883832832975314
RXN-14638_r	0.07883832832975314
R123-RXN	0.07893735753277088
RXN-19038_f	0.07902694672343454
RXN-19038_r	0.07902694672343454
RXN66-534	0.07907697288644025
RXN-13286_f	0.07913692340930516
RXN-13286_r	0.07913692340930516
RXN-20165	0.07917429110357557
R05568	0.07940046545958948
LINA2-RXN	0.07960448475575727
R11971	0.079616896360784
R312-RXN	0.07976789027383627
RXN1G-874	0.07980186693283807
RXN-11337	0.07984972932385309
IODIDE-PEROXIDASE-RXN	0.07984972932385309
R02810	0.07984972932385309
R310-RXN	0.08068145620031687
RXN0-5122	0.08069597778699356
R13379	0.08071553503399839
R05565	0.08080366191760892
RXN-11814	0.0812152449677624
R02200	0.08127904951159554
XANTHINE-OXIDASE-RXN	0.08141853264688782
D-ARGINASE-RXN_f	0.08183730629498259
D-ARGINASE-RXN_r	0.08183730629498259
ARGININE-DEIMINASE-RXN_f	0.08257413520216841
ARGININE-DEIMINASE-RXN_r	0.08257413520216841
R01989	0.08258782773072261
RXN-17572	0.08285409889838696
RXN-12613	0.08299581257959418
4-CHLOROBENZOATE-DEHALOGENASE-RXN	0.08362055038162608
METHANETHIOL-OXIDASE-RXN	0.08363317953499667
RXN-20062	0.08374873878322213
RXN-15127	0.08402881242372652
RXN-11335	0.08449018949378907
PROPANEDIOL-DEHYDRATASE-RXN	0.08449018949378907
NITROETHANE-OXIDASE-RXN	0.08449504490759323
CHOLINE-OXIDASE-RXN	0.08450069646989185
RXN-14725	0.08466888883452209
R08341	0.08472256901066978
R00608	0.08506172089444258
R01261	0.0851847129615122
R01344	0.0851847129615122
RXN-8503	0.08549909643053823
R06967	0.0858776399324026
RXN0-6708	0.08607875038400768
RXN0-5121	0.08611868617131693
RXN-15141	0.08664137003275348
R03796	0.08674166988764835
R122-RXN	0.0868443289475609
RXN-16869	0.08703495277699012
RXN-17608	0.08708177593637086
4.2.1.103-RXN	0.08710872440083003
VALINE-PYRUVATE-AMINOTRANSFER-RXN_f	0.08742090396778926
VALINE-PYRUVATE-AMINOTRANSFER-RXN_r	0.08742090396778926
ETHAMLY-RXN	0.0875782850583456
RXN0-5061	0.08787100369132157
RXN-8136	0.08795244848738036
RXN-8137	0.08795244848738036
R11100	0.08831394169355086
RXN-14174	0.08848368212904487
R05573	0.08868764487703824
RXN-15292	0.08877604358036954
RXN-8017	0.08937818319663542
RXN-5471	0.08960898060108446
SARCOX-RXN	0.08989967000508743
RXN-16006_f	0.09046263787303845
RXN-16006_r	0.09046263787303845
R381-RXN_f	0.09046263787303845
R381-RXN_r	0.09046263787303845
ADDALT-RXN	0.0905218318582568
R02467	0.09079271727531774
RXN-13558	0.09091276223797103
RXN-12515	0.09107203597993559
R06971	0.09112700236226431
NITRILE-HYDRATASE-RXN	0.09172181462158681
R10389	0.09200781365844024
ALKAPHOSPHA-RXN	0.09234632793835969
ACID-PHOSPHATASE-RXN	0.09234632793835969
RXN-13067	0.09235785839938834
RXN-10908	0.0928681380282932
R10001	0.09313851722137621
METHANOL-OXIDASE-RXN	0.09314526217944046
R12164	0.09322890105776924
R08293	0.09345401396915472
PYRNUTRANSHYDROGEN-RXN_f	0.09347430814022505
PYRNUTRANSHYDROGEN-RXN_r	0.09347430814022505
R10015	0.09396910129137859
RXN-15261	0.09398080332170558
RXN-17577	0.0942346278593714
RXN-12612	0.0942920300022856
R11313	0.0942920300022856
ALADEHYDCHLORO-RXN	0.0943479264719505
AMINEOXID-RXN	0.094486242046663
R08678	0.09452900288565769
FHLMULTI-RXN	0.09465724026668626
1.8.3.5-RXN	0.0947310914517831
R311-RXN	0.09485971348965926
R05551	0.09485971348965926
R04384	0.09487212551909038
RXN-19352	0.09499620068708518
2.5.1.44-RXN	0.09507158869973399
R05424	0.0951819785153073
R12515	0.0952101933514758
R06940	0.09553077785251823
RXN-20065	0.09574417181138235
RXN-14728	0.09629717428939195
R12257	0.09663159952748729
RXN-18913	0.096690730785485
RXN-12213	0.09675762086723048
RXN-9597	0.09698447960200372
R07295	0.09718775898584339
DIMETHYLARGININASE-RXN	0.09734823625925355
R07072	0.09760315282167502
CYTDEAM-RXN	0.09769727534457412
4.99.1.7-RXN	0.0981702647290405
RXN-8930	0.0982474218973932
R00637	0.09904894941222366
RXN-11455_f	0.09919634701868152
RXN-11455_r	0.09919634701868152
RXN-13973	0.09937787149391586
N-METHYL-L-AMINO-ACID-OXIDASE-RXN	0.09970265866560807
R08287	0.10012358490527573
3.5.1.91-RXN	0.10054522830343261
RXN-8747	0.10061779887277504
R08512	0.10075826692969737
RXN-17609	0.10094212280164178
R01676	0.10100672020484118
R02974	0.10111249012011965
INORGPYROPHOSPHAT-RXN	0.10141038792308918
R07627	0.10142338121924041
R12787	0.10143702097263224
RXN-20068	0.10146069066424104
GLYCEROL-DEHYDRATASE-RXN	0.10154300855726954
RXN-14727	0.10189837057984165
RXN-6423_f	0.10191402913630958
RXN-6423_r	0.10191402913630958
RXN-19659_f	0.10204814960838794
RXN-19659_r	0.10204814960838794
RXN-11302	0.10222646298832933
UREASE-RXN_f	0.10229484694108591
UREASE-RXN_r	0.10229484694108591
R00131	0.10229484694108591
AMIDASE-RXN	0.10247580671573105
RXN-15138	0.10252260434217864
RXN-12615	0.10252309158219274
RXN-12588	0.10274675967174876
R07872	0.10290805833560726
RXN-19074	0.10299927771380113
3.5.1.87-RXN	0.10299927771380113
3.5.1.77-RXN_f	0.10299927771380113
3.5.1.77-RXN_r	0.10299927771380113
RXN-11210	0.10299927771380113
RXN66-221	0.10299927771380113
RXN-8841	0.10299927771380113
RXN-20409	0.10299927771380113
R309-RXN	0.10301508808031275
DDT-DEHYDROCHLORINASE-RXN_f	0.10311113157075995
DDT-DEHYDROCHLORINASE-RXN_r	0.10311113157075995
R04522	0.10311113157075995
CYSTEAMINE-DIOXYGENASE-RXN	0.10312533905603977
RXN-5470	0.10321255632847375
RXN-14129	0.10343925597067426
RXN-14385	0.1039115497667882
RXN-19609	0.10393385638988929
RXN-3521	0.10400594740241717
RXN-15288	0.10400594740241717
PEROXID-RXN	0.10400594740241717
RXN-6701	0.10400594740241717
MANGANESE-PEROXIDASE-RXN	0.10400594740241717
RXN-17136	0.10400594740241717
RXN-15302	0.10400594740241717
RXN-11820	0.10400594740241717
R05385	0.10403007821392679
RXNN-404	0.10406217321728169
3.8.1.7-RXN	0.10471217937974107
RXN-14197	0.10479205090719215
RXN-19631	0.10486294680737761
RXN-17582	0.10503949658890512
R13185	0.10505516641090054
RXN-18933	0.10513900325849215
RXN-18225	0.10525261113247959
R11528	0.10539177021411092
RXN-16312	0.1054125804997194
RXN-19327	0.10569248754408588
R02285	0.10588709784371335
R12930	0.10592618488915771
R00119	0.1059605927373325
R11560	0.1064680454876474
RXN-19838	0.10682949827897052
RXN-19841	0.10682949827897052
RXN-18936	0.10684740525797638
AGMATIN-RXN	0.10685210733003733
R01884	0.10687240009266553
GUANIDINOBUTANAMIDE-NH3-RXN	0.1069272361607899
RXN-10758	0.10715792120868288
CHOLINE-SULFATASE-RXN	0.10727888138192382
R01028	0.10727888138192382
BIOTINIDASE-RXN	0.10754201353305451
R02485	0.10790975374181308
RXN-8748	0.10805425425851668
R524-RXN	0.10820704069883465
R03546	0.10820704069883465
RXN-10056	0.10823726385934161
R11343	0.1083583029817277
RXN-19156	0.108535824692253
R08276	0.10853854444480619
R04355	0.10871568134515067
RXN-9926	0.10895329485898061
ALCOHOL-OXIDASE-RXN	0.10895329485898061
1.1.3.40-RXN	0.10895329485898061
ARYL-ALCOHOL-OXIDASE-RXN	0.10895329485898061
RXN-20734	0.10910463849015967
R04101	0.10933212102786208
2.1.1.90-RXN	0.1093369042641655
RXN-10759	0.10937467411601744
RXN-20741	0.1094387763151137
RXN-20702	0.1094750401464217
URUR-RXN	0.10965166985996919
CHOLINE-OXIDASEII-RXN	0.10980354517176581
RXN-14173	0.10982274593560809
RXN-10760	0.10993369324351535
RXN-10785	0.10999545996641302
RXN-20735	0.11011764185242008
PHOSPHONOACETALDEHYDE-HYDROLASE-RXN_f	0.11019872674607506
PHOSPHONOACETALDEHYDE-HYDROLASE-RXN_r	0.11019872674607506
RXN-13178	0.11025224687965798
DIMETHYLGLYCINE-OXIDASE-RXN	0.1104449053177378
RXN-12091	0.11127122518452312
R05552	0.11139503430236138
RXN-12730	0.11178325674721433
RXN-10890	0.11178325674721433
RXN-19328	0.1117892306501432
RXN-10757	0.11196628464593987
RXN-19810	0.11217224929213972
RXN-9011	0.11242593511705924
RXN-6421	0.11259711458171352
R13384	0.11299664492839478
R04093	0.11302541726157647
RXN-11099	0.11306440738253458
RXN-18221	0.1131973902136424
RXN-10058	0.11323156459414561
PYRAZIN-RXN	0.1132406219621151
CYSTEINE-DIOXYGENASE-RXN	0.1132409903860645
R12689	0.1135300434259402
GUANIDINOBUTYRASE-RXN	0.11353259025037506
RXN-10711	0.1136867848038631
2.5.1.45-RXN	0.11383478584793934
R10208	0.11405127023326667
RXN-14514	0.11424535579381871
CYSTEINE-LYASE-RXN	0.11427993969380208
RXN-5468	0.11450416575008152
CHOLINESTERASE-RXN	0.11462075314242826
R01029	0.11462075314242826
R05658	0.11467289640370412
RXN-18223	0.11479616459327058
POLYAMINE-OXIDASE-RXN	0.11491156165928079
RXN-10824	0.11507739866572736
R10466	0.11518371691326694
RXN-11318	0.11546523842663561
ACYLPHOSPHATASE-RXN	0.11579799002156436
RXN-20507	0.11597987616077166
RXN-20508	0.11597987616077166
RXN-21175	0.11609206511689885
RXN-17583	0.1161730603906358
R11899	0.1161730603906358
ETHANOLAMINE-OXIDASE-RXN	0.11633056024473633
RIBOFLAVINSYNDEAM-RXN	0.1166910144913664
R02687	0.11681176140355568
GUANIDINOPROPIONASE-RXN_f	0.11701817640769836
GUANIDINOPROPIONASE-RXN_r	0.11701817640769836
R313-RXN	0.11704353837921735
RXN-16910	0.11713701963830715
CREATININASE-RXN_f	0.11734267030147838
CREATININASE-RXN_r	0.11734267030147838
SUCCARGDIHYDRO-RXN	0.1174311673050695
R02622	0.11762808305749284
RXN-18721	0.11769391347478735
RXN-17607_f	0.118018058846019
RXN-17607_r	0.118018058846019
RXN-20725	0.11815282616963149
R08324	0.1184698427170501
RXN-20067	0.11853692885822797
5-AMINOPENTANAMIDASE-RXN	0.11853812301565263
R01376	0.11865005487841913
CREATINASE-RXN	0.11905517776999708
ACETYLCHOLINESTERASE-RXN	0.11907089543531375
RXN0-6452	0.11932915441551063
RXN-12614	0.11940762187308866
R09168	0.11941864826746286
3.5.1.86-RXN_f	0.11953909936175323
3.5.1.86-RXN_r	0.11953909936175323
R05783	0.11953909936175323
DHDOGALDOL-RXN_f	0.11956975482529396
DHDOGALDOL-RXN_r	0.11956975482529396
RXN-8615	0.11956975482529396
RXN-12735_f	0.11956975482529396
RXN-12735_r	0.11956975482529396
3.5.3.22-RXN	0.11957032176837763
NICOTINAMID-RXN	0.11966526455442998
R01268	0.11966526455442998
ARYLFORMAMIDASE-RXN	0.11975394446706626
GLYCPDIESTER-RXN	0.11980431590392208
RXN-14073	0.11980431590392208
MHPELY-RXN_f	0.11982099201177693
MHPELY-RXN_r	0.11982099201177693
3.5.1.79-RXN	0.11996537850981917
RXN-16870	0.12022570197396017
RXN-6381	0.12030320907725015
R03139	0.12030320907725015
RXNQT-4366	0.12053599295600176
RXN-20731	0.12071637488093614
RXN-16303	0.12100514492812992
RXN3O-470	0.12101754546635977
R07688	0.12117852481265805
DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN	0.12123615750466102
RXN-15568	0.1213746500687305
RXN-14726	0.12140074308416804
R12744	0.12150857932979792
RXN-12087	0.1215627614313869
RXN-18848	0.12189703457999046
RXN-646	0.12192513299074823
R03540	0.12192513299074823
L-PIPECOLATE-OXIDASE-RXN	0.12195754967746691
RXN-10907	0.12200289017330826
RXN-12778	0.12200289017330826
CATAL-RXN	0.12200289017330826
RXN-13174	0.12200289017330826
RXN-4465	0.12200289017330826
RXN-5647	0.12204538779064754
R05218	0.12206554299454044
RXN-12074_f	0.12210140202561276
RXN-12074_r	0.12210140202561276
4.1.3.17-RXN_f	0.12210140202561276
4.1.3.17-RXN_r	0.12210140202561276
RXN-8092	0.1222067323745016
2.1.1.21-RXN_f	0.12230225218775355
2.1.1.21-RXN_r	0.12230225218775355
R01586	0.12230225218775355
CYTIDEAM-RXN	0.12233281074793698
RXN-12893	0.12274188758044495
R11209	0.12275732404714026
ACETYLPUTRESCINE-DEACETYLASE-RXN	0.12281314373478687
2.1.4.2-RXN	0.12289224458684654
RXN-18932_f	0.12294297918445125
RXN-18932_r	0.12294297918445125
RXN-15364	0.12297428112544573
RXN-12090	0.1231691301459137
RXN-9940	0.1231691301459137
RXN-11031	0.12337039790021136
R10124	0.12339848543035249
R09102	0.1238067959645462
RXN-8743	0.12398065194249114
R12204	0.12403838467794341
PREPHENATE-TRANSAMINE-RXN_f	0.12404074881546318
PREPHENATE-TRANSAMINE-RXN_r	0.12404074881546318
R02326	0.12428686062781694
R02338	0.12429024683035911
RXN-8244	0.12444627167471706
R08314	0.12463376907976141
SERINE--PYRUVATE-AMINOTRANSFERASE-RXN_f	0.12471854810763087
SERINE--PYRUVATE-AMINOTRANSFERASE-RXN_r	0.12471854810763087
3.11.1.2-RXN	0.12483295780228973
R11162	0.12489198114685034
4.2.99.19-RXN	0.12556552264491452
RXN-8805	0.12556552264491452
RXN-17584	0.12556552264491452
R10203	0.12560459082045114
RXN-21242	0.125679334883602
RXN-9015	0.1260542213647616
R00181	0.1260756276485611
RXN-7567	0.12607871525675868
RXN-21206	0.1261862897390037
