Reaction ID,BridgIT
R03384,2.7.1.65;2.7.7.96;2.7.2.11;2.7.11.7;2.7.3.3;2.7.14.1;6.3.5.5;2.7.4.2;2.7.10.1;2.7.12.1;2.7.6.5;2.7.8.19;2.7.99.1
R03776,1.7.1.7;1.7.99.1;1.7.3.3
R03478,2.7.1.140;2.7.7.74;2.7.4.21;2.7.2.3;2.7.11.7;6.3.5.5;2.7.3.8;2.7.14.1;2.7.10.1;2.7.12.1;2.7.8.34;2.7.6.1;2.7.99.1
R08235,1.17.3.2;1.17.1.8;1.17.7.1;1.17.4.1
R12665,1.13.12.4;1.13.11.54;1.13.99.1;1.14.13.239
R05234,
R11284,1.1.1.355;1.1.3.45;1.1.99.18;5.3.3.1;1.2.1.3;5.4.99.3;2.3.1.85;1.1.5.4;4.1.1.56;1.3.1.20;1.4.3.5;1.17.1.4;4.2.1.155
R00700,
R02585,3.1.3.48;3.6.1.7;3.1.7.5;3.1.1.35;4.2.3.1;3.1.6.1;3.1.4.13;3.7.1.8;3.11.1.3;3.1.5.1;4.6.1.13;3.2.1.184;5.1.3.14;2.4.1.17;3.1.2.28;2.3.1.85;4.2.1.155
R00346,4.1.1.32;1.1.1.38;4.1.3.16;4.1.2.18;4.2.1.155;2.1.2.11;4.1.99.12;1.3.8.6;4.2.99.21;3.1.1.82
R04221,1.1.3.17;1.1.1.276;1.1.5.4;4.2.1.155;4.1.1.4;1.4.3.5;1.1.99.9;5.4.99.3;1.2.1.88;2.3.1.85;1.3.1.20;1.17.1.4;5.3.3.1
R10932,2.6.1.81;2.7.8.29;2.6.99.2
R13309,
R11888,2.8.2.38;2.8.3.10;2.3.1.187
R01504,
R04322,2.4.1.47;2.4.2.40;2.4.99.18
R06417,1.1.1.223;1.2.1.49;2.3.1.85;1.3.1.20;1.17.1.4;5.3.3.1;4.1.1.56;1.1.99.9;5.4.99.3;1.1.3.39;1.4.3.5;1.1.5.4;4.2.1.155
R05317,1.4.3.2;1.4.9.2;1.1.3.46;1.4.1.20;1.5.3.5;1.5.1.22;1.1.5.4;1.5.99.6;1.4.4.2;1.1.99.9
R12938,
R02189,
R01066,4.1.2.4;4.1.3.16;4.1.1.81;1.1.1.262;2.1.2.11;4.1.99.12;4.2.1.155;4.2.99.21;1.3.8.6;3.1.1.82
R09718,4.1.3.41;4.1.2.48;4.1.1.47;4.2.1.155;1.1.1.276;2.1.2.11;1.3.8.6;4.1.99.2;4.2.99.21;3.1.1.82
R11918,
R10694,1.14.13.239;1.13.11.25;1.13.99.1;1.13.12.23
R10542,
R03746,2.1.1.26;2.8.4.4;2.1.2.13;2.1.3.2;2.3.1.32
R03180,3.5.1.4;3.5.3.17;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.5.5.4;2.3.2.2;3.5.2.2;4.2.1.48;3.4.11.1;3.4.13.22;3.4.14.13;3.5.4.1;3.4.19.13;3.4.17.21;3.1.1.1;3.13.1.6;1.2.7.12;3.8.1.8;3.5.99.6;2.1.2.3;4.3.2.4
R01495,2.7.1.138;2.7.11.29;2.7.2.7;6.3.5.5;2.7.3.8;2.7.7.57;2.7.4.8;2.7.14.1;2.7.10.1;2.7.12.1;2.7.8.3;2.7.6.1;2.7.99.1
R13220,1.1.1.391;5.3.3.1;1.2.1.3;2.3.1.85;1.3.1.20;1.17.1.4;1.1.3.16;4.1.1.56;5.4.99.3;1.1.99.9;1.4.3.5;1.1.5.4;4.2.1.155
R12237,
R10113,
R02628,
R08446,2.1.1.6;2.8.4.4;2.1.2.13;2.1.3.9;2.3.1.101
R12950,
R02094,2.7.4.14;2.7.7.96;2.7.1.86;2.7.3.3;2.7.14.1;2.7.2.6;6.3.5.5;2.7.11.7;2.7.6.5;2.7.10.1;2.7.12.1;2.7.8.28;2.7.99.1
R04354,2.4.1.17;2.4.2.40;2.4.99.18
R05134,3.2.1.86;3.1.1.93;3.2.2.24;4.3.3.5
R06865,
R02769,
R00328,3.6.1.42;3.1.3.81;3.6.3.55;3.6.4.1;3.6.5.1
R03856,1.7.1.7;1.7.99.1;1.7.3.3
R10770,6.2.1.7;3.1.2.27;4.2.1.155;2.3.1.85
R00145,
R00483,6.3.4.4;6.3.2.6;6.3.1.1;6.3.5.4;6.2.1.39;6.3.3.3;3.5.4.41;3.5.1.10;3.5.5.4;3.4.13.20;3.4.14.13;2.3.2.2;3.4.17.21;1.4.1.13;1.4.7.1;4.3.3.6;3.13.1.6;3.4.19.13;3.1.1.1;3.4.11.1;3.5.99.5;3.5.3.21
R03612,3.1.1.70;3.7.1.8;3.2.1.175;3.1.6.2;3.6.1.7;3.1.3.76;3.1.7.3;3.1.2.27;3.1.4.50;2.3.1.85;4.6.1.13;2.4.1.17;4.2.3.1;5.1.3.14;3.11.1.3;4.2.1.155;3.1.5.1
R10640,2.8.3.22;2.3.1.187;2.8.2.11
R05735,
R11237,2.7.7.2;2.7.1.53;2.7.4.8;2.7.2.14;2.7.6.1;6.3.5.5;2.7.3.8;2.7.11.2;2.7.10.1;2.7.12.1;2.7.14.1;2.7.8.19;2.7.99.1
R11448,1.14.13.230;1.14.15.3;1.14.14.1;1.14.12.12;1.14.18.1;1.2.3.9;1.14.21.11;1.14.99.2;1.14.11.40;1.14.16.4;1.10.3.4;1.14.19.17
R07639,4.1.2.35;4.1.1.56;4.1.3.43;2.1.2.11;1.1.1.85;4.1.99.11;4.2.1.155;1.3.8.6;4.2.99.21;3.1.1.82
R03270,1.2.4.1;1.8.1.4;2.3.1.61;1.2.1.25;1.1.1.2;1.17.1.10;1.3.1.20;1.1.3.23;1.2.3.13;1.2.5.1
R02135,3.1.3.1;3.6.1.7;4.2.3.1;3.1.4.13;3.1.7.6;3.1.5.1;4.6.1.13;3.11.1.3;3.2.1.42;5.1.3.14;2.4.1.17;3.1.1.27;3.1.2.23;4.2.1.155;3.7.1.8;3.1.6.1;2.3.1.85
R12561,2.3.1.157;6.2.1.1;2.3.2.19;2.1.2.13;2.3.3.14;1.2.1.95;2.1.3.12;6.1.2.2;6.3.4.10;6.3.1.20
R05081,2.3.1.134;2.1.3.12;6.1.2.2;6.2.1.51;1.2.1.95;6.3.1.20;6.3.4.10;2.3.3.9;2.3.2.14;2.1.2.13
R05086,4.2.3.1;3.1.3.21;3.6.1.7;3.1.4.46;3.11.1.2;3.1.7.6;3.1.5.1;3.1.1.79;3.2.1.42;4.6.1.13;2.4.1.17;5.1.3.14;3.1.2.30;3.1.6.17;2.3.1.85;4.2.1.155;3.7.1.8
R02203,
R00328,3.6.1.42;3.1.3.81;3.6.3.55;3.6.4.1;3.6.5.1
R12449,
R01181,2.1.1.72;2.1.2.3;2.3.1.101;2.8.4.4;2.1.3.2
R01457,
R02341,3.2.2.1;3.2.1.22;3.1.1.93;4.3.3.5
R12362,
R09704,3.5.1.81;3.5.2.13;3.4.13.22;3.4.11.1;3.5.3.9;4.2.1.48;3.5.4.16;1.2.7.12;3.4.19.13;3.13.1.6;2.3.2.2;3.4.17.8;3.5.5.4;3.4.14.13;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.1.1.1;3.8.1.8;2.1.2.3;3.5.99.8;4.3.2.4
R02673,
R08693,1.13.99.1;1.13.12.2;1.13.11.54;1.14.13.239
R11694,3.1.1.20;3.7.1.8;3.2.1.175;3.1.3.48;3.1.2.28;3.1.6.1;3.6.1.20;3.1.4.16;4.6.1.13;5.1.3.14;3.1.7.3;2.4.1.17;3.1.5.1;4.2.3.1;2.3.1.85;3.11.1.3;4.2.1.155
R10799,
R04649,1.13.99.1;1.14.13.179;1.13.11.25;1.13.12.2
R12761,3.1.1.17;3.11.1.2;3.1.2.16;3.1.6.16;3.1.3.75;4.2.1.155;3.6.1.7;3.7.1.8;2.3.1.85;3.1.4.2;4.2.3.1;3.2.1.175;3.1.7.5;3.1.5.1;4.6.1.13;2.4.1.17;5.1.3.14
R12744,
R13388,
R05593,1.11.1.8
R10143,
R10695,3.5.4.40;2.1.2.3;4.3.2.4;3.5.99.6;3.5.2.3;3.5.1.40;3.5.5.1;3.5.3.22;3.4.14.13;3.4.17.21;4.2.1.48;2.3.2.2;3.4.13.22;3.8.1.8;3.4.19.13;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.1.1.1;3.4.11.1;3.13.1.6;1.2.7.12
R09148,1.14.13.25;1.14.14.1;1.14.15.3;1.14.12.12;1.14.18.1;1.2.3.9;1.14.21.11;1.14.99.2;1.14.16.4;1.14.11.40;1.10.3.4;1.14.19.18
R08574,2.7.1.26;2.7.7.2;2.7.2.7;6.3.5.5;2.7.11.31;2.7.3.8;2.7.4.2;2.7.14.1;2.7.10.1;2.7.12.1;2.7.6.1;2.7.8.46;2.7.99.1
R12952,1.4.1.12;1.5.1.9;1.5.3.6;1.4.4.2;1.4.3.12;1.1.3.39;1.1.99.9;1.5.99.6;1.4.9.2;1.1.5.4
R05380,4.2.1.66;4.1.1.106;3.5.1.110;1.1.1.276;4.3.1.17;1.3.8.6;3.5.5.4;2.3.1.85;4.2.3.3;4.2.99.12;1.2.1.31;1.4.1.18;5.5.1.1;1.1.3.47;2.7.8.23;2.5.1.119;3.7.1.21;1.14.13.109;1.17.98.2;3.2.1.22;3.1.7.9;3.3.1.1;4.3.3.3
R09823,2.1.1.307;2.8.4.4;2.1.2.13;2.1.3.2;2.3.1.101
R12506,
R12165,
R04242,3.5.4.9;3.4.14.13;3.4.17.21;3.5.1.10;2.3.2.2;3.1.1.1;3.4.19.13;2.1.2.3;4.2.1.48;3.5.2.6;3.4.13.18;3.13.1.6;3.5.3.13;3.5.99.8;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;4.3.2.4;3.4.11.1;3.5.5.1;1.2.7.12;3.8.1.8
R11279,
R12747,
R01353,2.7.2.1;2.7.1.29;6.3.5.5;2.7.3.8;2.7.11.4;2.7.7.14;2.7.4.8;2.7.14.1;2.7.10.1;2.7.12.1;2.7.8.4;2.7.6.1;2.7.99.1
R12454,1.11.1.8
R04880,
R04378,2.4.2.7;2.4.1.118;2.4.99.18
R05377,4.1.1.45;4.1.2.45;2.1.2.11;1.1.1.38;4.1.3.39;1.3.8.6;4.2.1.155;4.1.99.2;4.2.99.21;3.1.1.82
R01965,2.7.7.96;2.7.1.1;2.7.2.7;2.7.3.3;2.7.14.1;6.3.5.5;2.7.11.2;2.7.4.26;2.7.10.1;2.7.12.1;2.7.6.5;2.7.8.28;2.7.99.1
R12851,4.3.2.2;4.3.3.6;4.3.1.29;3.5.99.5;4.2.1.87
R01204,2.3.1.3;2.3.2.30;2.3.3.14;2.1.2.13;2.1.3.12;6.2.1.1;6.1.2.2;6.3.4.10;6.3.1.20;1.2.1.95
R08836,1.4.3.2;1.4.9.2;1.1.3.46;1.1.5.4;1.1.99.9;1.5.3.21;1.5.99.6;1.4.4.2;1.4.1.20;1.5.1.22
R09719,
R08952,
R07664,
R01300,6.2.1.27;3.1.2.23;4.2.1.155;2.3.1.85
R05267,3.8.1.5;3.5.4.43
R01358,2.3.1.47;2.3.3.10;6.2.1.11;2.1.2.3;2.3.2.14;2.1.3.7;1.2.1.95;6.3.4.10;6.3.1.20;6.1.2.2
R07256,
R03910,2.3.1.87;2.3.3.9;6.2.1.1;2.1.3.5;2.3.2.30;6.3.4.10;6.3.1.20;1.2.1.95;2.1.2.2;6.1.2.2
R13164,2.4.1.309;2.4.99.9;2.4.2.35
R10186,3.6.1.63;3.1.3.81;3.6.5.1;3.6.3.1;3.6.4.1
R06878,
R05746,
R06690,1.14.13.239;1.13.11.24;1.13.12.23;1.13.99.1
R08867,2.7.7.93;2.7.2.2;6.3.5.5;2.7.1.82;2.7.3.8;2.7.14.1;2.7.11.2;2.7.4.26;2.7.10.1;2.7.12.1;2.7.6.5;2.7.99.1;2.7.8.28
R12666,2.1.1.72;2.8.4.4;2.1.2.3;2.3.1.101;2.1.3.2
R00056,1.14.18.5;1.10.3.3;1.14.11.56;1.14.15.16;1.14.13.154;1.14.14.1;1.14.19.29;1.14.12.10;1.14.99.2;1.14.21.11;1.2.3.9;1.14.16.1
R02107,1.17.3.2;1.17.1.8;1.17.4.1;1.17.7.1
R04354,2.4.1.17;2.4.2.40;2.4.99.18
R03944,2.4.2.7;2.4.1.118;2.4.99.18
R09461,1.14.13.206;1.14.15.3;1.14.14.1;1.14.12.12;1.14.18.1;1.2.3.9;1.14.21.11;1.14.99.2;1.14.11.11;1.14.19.29;1.10.3.3;1.14.16.7
R02896,
R10111,
R05602,1.11.1.8
R06142,
R01886,3.2.2.24;3.2.1.170;3.1.1.93;4.3.3.5
R04425,3.1.1.17;3.11.1.2;3.6.1.7;3.1.2.16;3.1.3.18;3.7.1.8;3.1.4.2;3.1.6.17;2.3.1.85;4.2.1.155;4.2.3.1;3.2.1.175;3.1.7.6;3.1.5.1;4.6.1.13;2.4.1.17;5.1.3.14
R02083,3.1.2.5;4.2.1.155;2.3.1.85;3.1.1.17;3.1.3.11;3.1.6.3;3.6.1.7;4.2.3.1;3.1.4.13;3.11.1.3;3.2.1.175;3.1.5.1;4.6.1.13;2.4.1.17;5.1.3.14;3.1.7.3;3.7.1.8
R08121,3.1.1.22;3.7.1.8;3.2.1.175;3.1.2.16;3.1.4.13;3.1.3.3;4.2.1.155;3.11.1.2;3.6.1.7;3.1.6.17;2.3.1.85;4.2.3.1;3.1.7.11;4.6.1.13;3.1.5.1;2.4.1.17;5.1.3.14
R00644,1.11.1.8
R03251,
R06863,
R04106,
R00999,
R10937,
R09617,3.1.7.6;3.1.5.1;3.1.3.74;3.6.1.7;3.2.1.42;2.4.1.17;4.2.3.1;5.1.3.14;3.1.4.46;3.11.1.1;3.1.1.59;4.6.1.13;3.1.2.28;3.7.1.8;3.1.6.1;2.3.1.85;4.2.1.155
R01293,1.2.1.7;1.1.1.312;1.17.1.10;2.3.1.85;1.2.4.1;1.8.1.4;1.3.1.20;1.2.5.1;1.2.3.1;1.1.3.39
R00491,1.13.12.4;1.13.11.54;1.13.99.1;1.14.13.239
R03504,4.1.2.25;4.1.1.97;4.1.3.16;1.1.1.262;2.1.2.11;4.1.99.1;4.2.1.20;4.2.99.21;1.3.8.6;3.1.1.82
R00772,5.3.1.8;3.5.4.16;5.3.2.3;4.2.1.159;5.3.99.4;1.1.3.8;5.99.1.4;5.3.3.18;3.1.3.77;1.1.1.153;5.5.1.9
R09952,3.3.2.4;1.14.14.1;3.1.2.31;3.1.1.55;4.2.1.22;2.3.1.85;3.2.1.86;3.3.1.1;3.7.1.8;3.2.2.1;2.5.1.18;2.1.1.246
R02562,1.14.13.27;1.14.12.12;1.14.15.3;1.14.14.1;1.2.3.9;1.14.18.1;1.14.21.11;1.14.99.2;1.14.11.28;1.14.16.4;1.10.3.4;1.14.19.17
R10004,2.5.1.41;1.3.1.96;2.4.1.178;2.4.2.34;2.1.3.12;4.4.1.20
R10001,
R09534,3.2.1.168;3.1.1.93;3.2.2.11;4.3.3.5
R08400,2.5.1.68;1.3.1.96;2.4.1.178;2.1.3.12;4.4.1.20;2.4.2.34
R10056,
R12530,2.7.1.156;2.7.11.7;2.7.2.13;2.7.7.62;6.3.5.5;2.7.3.8;2.7.4.26;2.7.14.1;2.7.10.1;2.7.12.1;2.7.8.28;2.7.6.1;2.7.99.1
R02664,2.7.3.8;2.7.2.6;2.7.1.82;6.3.5.5;2.7.11.4;2.7.14.1;2.7.7.14;2.7.4.26;2.7.10.1;2.7.12.1;2.7.8.4;2.7.6.1;2.7.99.1
R12881,2.5.1.39;1.3.1.96;2.4.1.178;2.1.3.12;2.4.2.34;4.4.1.20
R06568,
R13260,3.1.2.16;4.2.1.22;2.3.1.85;2.1.1.246;3.3.2.10;3.1.1.2;1.14.14.1;3.7.1.8;3.3.1.1;2.5.1.18;3.2.1.86;3.2.2.1
R11265,
R08108,1.14.12.10;1.14.13.227;1.14.15.3;1.14.14.1;1.14.18.1;1.2.3.9;1.14.99.2;1.14.21.11;1.14.16.4;1.14.11.40;1.10.3.4;1.14.19.17
R02231,1.14.13.230;1.14.15.3;1.14.14.1;1.14.12.12;1.14.18.1;1.2.3.9;1.14.21.11;1.14.99.2;1.14.11.28;1.14.19.17;1.14.16.7;1.10.3.4
R04965,3.1.2.14;2.3.1.85;3.3.2.10;1.14.14.1;4.2.1.22;3.1.1.35;3.3.1.1;2.5.1.18;3.2.1.86;2.1.1.246;3.7.1.8;3.2.2.3
R04444,
R09427,2.4.1.35;2.4.2.40;2.4.99.18
R02411,2.4.1.82;2.4.99.1;2.4.2.34
R02426,3.1.4.52;3.1.3.94;3.6.1.20;3.2.1.42;2.4.1.17;3.1.1.31;3.1.7.2;5.1.3.14;4.6.1.13;3.1.6.9;3.1.5.1;4.2.3.1;3.11.1.3;3.1.2.31;2.3.1.85;3.7.1.8;4.2.1.155
R01582,2.6.1.21;2.6.99.2;2.7.8.29
R09558,2.5.1.41;1.3.1.96;2.4.1.178;2.4.2.34;2.1.3.12;4.4.1.20
R11246,2.7.7.2;2.7.1.71;2.7.4.8;2.7.2.7;2.7.6.1;2.7.10.1;2.7.12.1;6.3.5.5;2.7.3.8;2.7.11.31;2.7.8.19;2.7.14.1;2.7.99.1
R06578,2.1.1.169;2.8.4.4;2.1.2.3;2.3.1.101;2.1.3.2
R04534,1.1.1.100;2.3.1.85;1.2.1.49;1.3.1.20;1.17.1.4;5.3.3.1;4.1.1.56;5.4.99.3;1.1.3.39;1.1.99.9;1.1.5.4;1.4.3.5;4.2.1.155
R13124,2.4.1.67;2.4.2.49;2.4.99.1;3.3.2.8;3.2.1.86;1.14.14.1;4.2.1.139;3.2.2.1;3.3.1.1;3.1.1.35;3.7.1.8;3.1.2.31;2.5.1.18;2.3.1.85;2.1.1.246
R01051,2.7.1.15;2.7.7.96;2.7.2.7;6.3.5.5;2.7.3.8;2.7.11.2;2.7.4.2;2.7.14.1;2.7.10.1;2.7.12.1;2.7.6.1;2.7.8.38;2.7.99.1
R03364,2.3.1.158;6.2.1.51;1.2.1.95;6.3.1.20;2.3.3.17;6.3.4.10;2.1.3.12;6.1.2.2;2.3.2.19;2.1.2.13
R02544,
R02040,3.5.1.68;3.5.3.13;3.4.13.4;4.2.1.48;3.4.17.21;2.3.2.2;3.4.11.1;3.4.14.13;3.5.2.11;3.13.1.6;3.4.19.13;3.1.1.1;1.2.7.12;3.5.5.4;3.5.4.16;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.8.1.8;3.5.99.6;4.3.2.4;2.1.2.3
R00127,2.7.4.8;2.7.1.86;2.7.7.45;2.7.2.6;2.7.3.8;6.3.5.5;2.7.11.15;2.7.14.1;2.7.10.1;2.7.12.1;2.7.6.1;2.7.8.38;2.7.99.1
R09522,
R11190,3.4.14.13;2.3.2.2;3.5.1.18;3.4.17.21;3.4.19.13;3.4.13.4;4.2.1.48;3.5.2.11;3.4.11.1;3.13.1.6;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.5.3.13;3.5.5.4;3.1.1.1;1.2.7.12;3.5.4.16;3.5.99.6;4.3.2.4;2.1.2.3;3.8.1.8
R00075,
R03254,2.5.1.55;2.4.1.321;2.1.3.12;2.4.2.34;4.4.1.20;1.3.1.96
R02013,2.5.1.41;1.3.1.96;2.4.1.269;2.4.2.34;2.1.3.12;4.4.1.20
R03369,1.14.13.4;1.14.14.9;1.14.18.1;1.14.12.9;1.14.15.3;1.2.3.9;1.14.21.11;1.14.99.2;1.14.16.1;1.14.11.40;1.10.3.4;1.14.19.29
R09384,2.7.7.1;2.7.1.24;2.7.6.5;2.7.8.19;2.7.4.14;2.7.11.7;2.7.2.3;6.3.5.5;2.7.3.3;2.7.14.1;2.7.10.1;2.7.12.1;2.7.99.1
R01142,
R03246,1.13.11.35;1.13.12.4;1.13.99.1;1.14.13.239
R07176,1.8.4.10;1.8.1.9
R13301,2.3.1.69;6.2.1.1;2.3.2.30;2.3.3.9;2.1.3.6;6.3.4.10;6.3.1.20;1.2.1.95;2.1.2.2;6.1.2.2
R09371,
R05700,
