,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
13,NaN,A7ZMA0,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111,4.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,43.6,13.4,22.3,28.7,25573.21,9.5982,50.000,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
14,NaN,B5Z472,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Escherichia coli O157:H7 (strain EC4115 / EHEC) OX=444450,4.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,42.6,13.4,23.3,28.7,25561.15,9.5982,50.459,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
15,NaN,A4W9V9,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Enterobacter sp. (strain 638) OX=399742,7.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,42.1,16.8,21.8,27.2,25530.14,9.5855,50.000,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
16,NaN,Q3Z1Z4,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Shigella sonnei (strain Ss046) OX=300269,7.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,45.0,13.4,21.3,28.2,25559.18,9.5982,50.000,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
17,NaN,A8AH19,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696) OX=290338,7.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,35.6,17.8,25.7,28.7,25559.12,9.6255,49.541,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
18,NaN,P80695,Primary amine oxidase,Klebsiella oxytoca (strain ATCC 8724 / DSM 4798 / JCM 20051 / NBRC 3318 / NRRL B-199 / KCTC 1686 / BUCSAV 143 / CCM 1901) OX=1006551,8.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,1.0,0.0,0.70711,NaN,-1,0.707107,30.6,27.0,19.6,25.0,83623.73,5.5937,45.346,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
19,NaN,Q57PI9,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Salmonella choleraesuis (strain SC-B67) OX=321314,9.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,31.2,22.8,26.2,27.7,25499.13,9.9761,49.083,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
20,NaN,B4THC5,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Salmonella heidelberg (strain SL476) OX=454169,9.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,31.2,22.8,26.2,27.7,25499.13,9.9761,49.083,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
21,NaN,B5BKC1,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Salmonella paratyphi A (strain AKU_12601) OX=554290,9.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,31.2,22.8,26.2,27.7,25499.13,9.9761,49.083,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
22,NaN,Q2NT03,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Sodalis glossinidius (strain morsitans) OX=343509,9.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,44.5,16.0,21.5,26.0,25029.63,10.0667,46.296,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
23,NaN,Q8ZPM9,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287,9.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,31.2,22.8,26.2,27.7,25499.13,9.9761,49.083,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
24,NaN,A8GDX9,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Serratia proteamaculans (strain 568) OX=399741,9.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,34.3,21.4,25.4,26.9,25239.64,8.6861,48.387,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
25,NaN,C0Q5T4,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Salmonella paratyphi C (strain RKS4594) OX=476213,9.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,31.2,22.8,26.2,27.7,25499.13,9.9761,49.083,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
26,NaN,B5QV11,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Salmonella enteritidis PT4 (strain P125109) OX=550537,9.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,31.2,22.8,26.2,27.7,25499.13,9.9761,49.083,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
27,NaN,B4TV07,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Salmonella schwarzengrund (strain CVM19633) OX=439843,9.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,31.2,22.8,26.2,27.7,25499.13,9.9761,49.083,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
28,NaN,B2VEN4,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Erwinia tasmaniensis (strain DSM 17950 / CFBP 7177 / CIP 109463 / NCPPB 4357 / Et1/99) OX=465817,9.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,34.7,17.3,25.2,30.7,25524.24,10.1401,48.165,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
29,NaN,B5F6J9,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Salmonella agona (strain SL483) OX=454166,9.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,31.2,22.8,26.2,27.7,25499.13,9.9761,49.083,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
30,NaN,Q1LU04,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Baumannia cicadellinicola subsp. Homalodisca coagulata OX=374463,10.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,31.5,27.0,22.5,27.0,25278.01,10.8520,48.611,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
31,NaN,Q1C790,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Yersinia pestis bv. Antiqua (strain Antiqua) OX=360102,10.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,37.3,16.9,23.4,30.3,25382.85,8.2316,48.848,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
32,NaN,A1JNV9,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081) OX=393305,10.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,23.9,22.9,28.4,32.8,25305.72,8.6738,49.309,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
33,NaN,A5WEW5,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Psychrobacter sp. (strain PRwf-1) OX=349106,11.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,43.2,18.6,20.6,25.6,24809.93,4.9954,47.907,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
34,NaN,B5EVT2,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Aliivibrio fischeri (strain MJ11) OX=388396,11.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,40.0,13.3,26.7,28.2,24523.99,9.5703,50.237,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
35,NaN,A1S710,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Shewanella amazonensis (strain ATCC BAA-1098 / SB2B) OX=326297,11.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,45.9,18.4,13.3,30.6,24229.78,7.7201,45.283,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
36,NaN,Q7VP83,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Haemophilus ducreyi (strain 35000HP / ATCC 700724) OX=233412,11.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,43.5,21.8,25.4,17.6,24164.77,9.0574,44.976,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
37,NaN,Q5DYB5,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Aliivibrio fischeri (strain ATCC 700601 / ES114) OX=312309,11.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,40.0,13.3,26.7,28.2,24523.99,9.5703,50.237,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
38,NaN,A5IH19,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Legionella pneumophila (strain Corby) OX=400673,11.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,28.6,25.1,31.2,23.1,25263.41,6.6930,51.163,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
39,NaN,Q487G8,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Colwellia psychrerythraea (strain 34H / ATCC BAA-681) OX=167879,11.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,42.3,13.9,27.9,23.9,25231.32,6.5135,52.535,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
40,NaN,A0KVP0,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Shewanella sp. (strain ANA-3) OX=94122,11.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,32.1,18.9,22.4,34.7,24421.87,8.9911,47.642,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
41,NaN,Q0HW76,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Shewanella sp. (strain MR-7) OX=60481,11.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,33.7,17.9,23.0,33.7,24381.81,8.9911,47.642,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
42,NaN,Q4FS02,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Psychrobacter arcticus (strain DSM 17307 / VKM B-2377 / 273-4) OX=259536,11.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,39.5,18.5,25.5,24.5,24641.56,4.6699,49.537,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
43,NaN,A6VKX9,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Actinobacillus succinogenes (strain ATCC 55618 / DSM 22257 / CCUG 43843 / 130Z) OX=339671,11.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,51.5,14.9,17.5,24.2,24123.56,9.5616,46.667,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
44,NaN,A8FWJ0,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Shewanella sediminis (strain HAW-EB3) OX=425104,11.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,36.0,17.8,20.3,34.0,24229.65,9.3362,49.296,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
45,NaN,Q1QWA6,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Chromohalobacter salexigens (strain ATCC BAA-138 / DSM 3043 / CIP 106854 / NCIMB 13768 / 1H11) OX=290398,11.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,32.2,22.6,23.1,30.2,25049.97,5.9590,48.837,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
46,NaN,A4Y5Z1,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Shewanella putrefaciens (strain CN-32 / ATCC BAA-453) OX=319224,11.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,34.7,22.4,24.0,27.0,24310.82,9.4403,46.698,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
47,NaN,Q8D510,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Vibrio vulnificus (strain CMCP6) OX=216895,11.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,39.0,12.3,23.6,33.3,24424.87,10.0049,50.237,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
48,NaN,A1RKK6,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Shewanella sp. (strain W3-18-1) OX=351745,11.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,34.7,22.4,24.5,26.5,24353.85,9.7211,47.170,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
49,NaN,Q31IR4,Pyridoxine/pyridoxamine 5'-phosphate oxidase 1,Hydrogenovibrio crunogenus (strain DSM 25203 / XCL-2) OX=317025,11.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.70711,NaN,-1,0.707107,32.0,23.5,31.0,21.5,25160.06,7.6979,53.241,[NH3+]CCc1c[nH]c2ccccc12>>[H]O[H],O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
