,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
11,49.920029,B7M650,Xaa-Pro dipeptidase,Escherichia coli O8 (strain IAI1) OX=585034,3.0,MNXR131515,MNXR130375_0.5728929180270029_0.47466841018139827|MNXR115443_0.5099359981627324_nan|MNXR131516_0.3843898484033567_0.6002169915231111|MNXR130374_0.46081222724947235_0.5156805875441491|MNXR131514_0.4748881212507983_0.4556171793829363|MNXR130376_0.4646105061633948_0.4581278568506518,3.4.13.9,3.0,0.0,0.54872,0.515681,1,0.532199,42.9,23.9,19.0,18.0,50183.16,5.7678,42.664,CC(C)C[C@H]([NH3+])C(=O)[O-].O=C([O-])[C@@H]1CCC[NH2+]1>>CC(C)CC(N)C(=O)N1CCCC1C(=O)O.[H]O[H],NC(CO)C(=O)N1CCCC1C(=O)O>>O=C([O-])[C@@H]1CCC[NH2+]1.[NH3+][C@@H](CO)C(=O)[O-]
12,49.920029,A1AI34,Xaa-Pro dipeptidase,Escherichia coli O1:K1 / APEC OX=405955,3.0,MNXR131515,MNXR130375_0.5728929180270029_0.47466841018139827|MNXR115443_0.5099359981627324_nan|MNXR131516_0.3843898484033567_0.6002169915231111|MNXR130374_0.46081222724947235_0.5156805875441491|MNXR131514_0.4748881212507983_0.4556171793829363|MNXR130376_0.4646105061633948_0.4581278568506518,3.4.13.9,3.0,0.0,0.54872,0.515681,1,0.532199,42.6,23.7,19.2,18.3,50189.17,5.8883,42.889,CC(C)C[C@H]([NH3+])C(=O)[O-].O=C([O-])[C@@H]1CCC[NH2+]1>>CC(C)CC(N)C(=O)N1CCCC1C(=O)O.[H]O[H],NC(CO)C(=O)N1CCCC1C(=O)O>>O=C([O-])[C@@H]1CCC[NH2+]1.[NH3+][C@@H](CO)C(=O)[O-]
13,49.920029,Q8FBI1,Xaa-Pro dipeptidase,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310,3.0,MNXR131515,MNXR130375_0.5728929180270029_0.47466841018139827|MNXR115443_0.5099359981627324_nan|MNXR131516_0.3843898484033567_0.6002169915231111|MNXR130374_0.46081222724947235_0.5156805875441491|MNXR131514_0.4748881212507983_0.4556171793829363|MNXR130376_0.4646105061633948_0.4581278568506518,3.4.13.9,3.0,0.0,0.54872,0.515681,1,0.532199,42.6,23.7,19.2,18.3,50189.17,5.8883,42.889,CC(C)C[C@H]([NH3+])C(=O)[O-].O=C([O-])[C@@H]1CCC[NH2+]1>>CC(C)CC(N)C(=O)N1CCCC1C(=O)O.[H]O[H],NC(CO)C(=O)N1CCCC1C(=O)O>>O=C([O-])[C@@H]1CCC[NH2+]1.[NH3+][C@@H](CO)C(=O)[O-]
14,49.920029,B7L9A5,Xaa-Pro dipeptidase,Escherichia coli (strain 55989 / EAEC) OX=585055,3.0,MNXR131515,MNXR130375_0.5728929180270029_0.47466841018139827|MNXR115443_0.5099359981627324_nan|MNXR131516_0.3843898484033567_0.6002169915231111|MNXR130374_0.46081222724947235_0.5156805875441491|MNXR131514_0.4748881212507983_0.4556171793829363|MNXR130376_0.4646105061633948_0.4581278568506518,3.4.13.9,3.0,0.0,0.54872,0.515681,1,0.532199,42.9,23.7,19.2,18.0,50176.17,5.8883,42.889,CC(C)C[C@H]([NH3+])C(=O)[O-].O=C([O-])[C@@H]1CCC[NH2+]1>>CC(C)CC(N)C(=O)N1CCCC1C(=O)O.[H]O[H],NC(CO)C(=O)N1CCCC1C(=O)O>>O=C([O-])[C@@H]1CCC[NH2+]1.[NH3+][C@@H](CO)C(=O)[O-]
15,49.920029,A8A6V2,Xaa-Pro dipeptidase,Escherichia coli O9:H4 (strain HS) OX=331112,3.0,MNXR131515,MNXR130375_0.5728929180270029_0.47466841018139827|MNXR115443_0.5099359981627324_nan|MNXR131516_0.3843898484033567_0.6002169915231111|MNXR130374_0.46081222724947235_0.5156805875441491|MNXR131514_0.4748881212507983_0.4556171793829363|MNXR130376_0.4646105061633948_0.4581278568506518,3.4.13.9,3.0,0.0,0.54872,0.515681,1,0.532199,42.9,23.7,19.2,18.0,50176.17,5.8883,42.889,CC(C)C[C@H]([NH3+])C(=O)[O-].O=C([O-])[C@@H]1CCC[NH2+]1>>CC(C)CC(N)C(=O)N1CCCC1C(=O)O.[H]O[H],NC(CO)C(=O)N1CCCC1C(=O)O>>O=C([O-])[C@@H]1CCC[NH2+]1.[NH3+][C@@H](CO)C(=O)[O-]
16,49.920029,Q8X8I1,Xaa-Pro dipeptidase,Escherichia coli O157:H7 OX=83334,3.0,MNXR131515,MNXR130375_0.5728929180270029_0.47466841018139827|MNXR115443_0.5099359981627324_nan|MNXR131516_0.3843898484033567_0.6002169915231111|MNXR130374_0.46081222724947235_0.5156805875441491|MNXR131514_0.4748881212507983_0.4556171793829363|MNXR130376_0.4646105061633948_0.4581278568506518,3.4.13.9,3.0,0.0,0.54872,0.515681,1,0.532199,43.6,23.7,19.4,17.1,50196.16,5.8883,43.341,CC(C)C[C@H]([NH3+])C(=O)[O-].O=C([O-])[C@@H]1CCC[NH2+]1>>CC(C)CC(N)C(=O)N1CCCC1C(=O)O.[H]O[H],NC(CO)C(=O)N1CCCC1C(=O)O>>O=C([O-])[C@@H]1CCC[NH2+]1.[NH3+][C@@H](CO)C(=O)[O-]
17,49.920029,Q0TAK9,Xaa-Pro dipeptidase,Escherichia coli O6:K15:H31 (strain 536 / UPEC) OX=362663,3.0,MNXR131515,MNXR130375_0.5728929180270029_0.47466841018139827|MNXR115443_0.5099359981627324_nan|MNXR131516_0.3843898484033567_0.6002169915231111|MNXR130374_0.46081222724947235_0.5156805875441491|MNXR131514_0.4748881212507983_0.4556171793829363|MNXR130376_0.4646105061633948_0.4581278568506518,3.4.13.9,3.0,0.0,0.54872,0.515681,1,0.532199,42.6,23.7,19.2,18.3,50189.17,5.8883,42.889,CC(C)C[C@H]([NH3+])C(=O)[O-].O=C([O-])[C@@H]1CCC[NH2+]1>>CC(C)CC(N)C(=O)N1CCCC1C(=O)O.[H]O[H],NC(CO)C(=O)N1CCCC1C(=O)O>>O=C([O-])[C@@H]1CCC[NH2+]1.[NH3+][C@@H](CO)C(=O)[O-]
18,49.920029,B1LM33,Xaa-Pro dipeptidase,Escherichia coli (strain SMS-3-5 / SECEC) OX=439855,3.0,MNXR131515,MNXR130375_0.5728929180270029_0.47466841018139827|MNXR115443_0.5099359981627324_nan|MNXR131516_0.3843898484033567_0.6002169915231111|MNXR130374_0.46081222724947235_0.5156805875441491|MNXR131514_0.4748881212507983_0.4556171793829363|MNXR130376_0.4646105061633948_0.4581278568506518,3.4.13.9,3.0,0.0,0.54872,0.515681,1,0.532199,42.6,23.7,19.2,18.3,50189.17,5.8883,42.889,CC(C)C[C@H]([NH3+])C(=O)[O-].O=C([O-])[C@@H]1CCC[NH2+]1>>CC(C)CC(N)C(=O)N1CCCC1C(=O)O.[H]O[H],NC(CO)C(=O)N1CCCC1C(=O)O>>O=C([O-])[C@@H]1CCC[NH2+]1.[NH3+][C@@H](CO)C(=O)[O-]
19,48.920029,B7UNH5,Xaa-Pro dipeptidase,Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521,4.0,MNXR131515,MNXR130375_0.5728929180270029_0.47466841018139827|MNXR115443_0.5099359981627324_nan|MNXR131516_0.3843898484033567_0.6002169915231111|MNXR130374_0.46081222724947235_0.5156805875441491|MNXR131514_0.4748881212507983_0.4556171793829363|MNXR130376_0.4646105061633948_0.4581278568506518,3.4.13.9,3.0,0.0,0.54872,0.515681,1,0.532199,42.6,23.7,19.2,18.3,50189.17,5.8883,42.889,CC(C)C[C@H]([NH3+])C(=O)[O-].O=C([O-])[C@@H]1CCC[NH2+]1>>CC(C)CC(N)C(=O)N1CCCC1C(=O)O.[H]O[H],NC(CO)C(=O)N1CCCC1C(=O)O>>O=C([O-])[C@@H]1CCC[NH2+]1.[NH3+][C@@H](CO)C(=O)[O-]
20,48.920029,B5YY94,Xaa-Pro dipeptidase,Escherichia coli O157:H7 (strain EC4115 / EHEC) OX=444450,4.0,MNXR131515,MNXR130375_0.5728929180270029_0.47466841018139827|MNXR115443_0.5099359981627324_nan|MNXR131516_0.3843898484033567_0.6002169915231111|MNXR130374_0.46081222724947235_0.5156805875441491|MNXR131514_0.4748881212507983_0.4556171793829363|MNXR130376_0.4646105061633948_0.4581278568506518,3.4.13.9,3.0,0.0,0.54872,0.515681,1,0.532199,43.6,23.7,19.4,17.1,50196.16,5.8883,43.341,CC(C)C[C@H]([NH3+])C(=O)[O-].O=C([O-])[C@@H]1CCC[NH2+]1>>CC(C)CC(N)C(=O)N1CCCC1C(=O)O.[H]O[H],NC(CO)C(=O)N1CCCC1C(=O)O>>O=C([O-])[C@@H]1CCC[NH2+]1.[NH3+][C@@H](CO)C(=O)[O-]
21,48.920029,A7ZU52,Xaa-Pro dipeptidase,Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111,4.0,MNXR131515,MNXR130375_0.5728929180270029_0.47466841018139827|MNXR115443_0.5099359981627324_nan|MNXR131516_0.3843898484033567_0.6002169915231111|MNXR130374_0.46081222724947235_0.5156805875441491|MNXR131514_0.4748881212507983_0.4556171793829363|MNXR130376_0.4646105061633948_0.4581278568506518,3.4.13.9,3.0,0.0,0.54872,0.515681,1,0.532199,42.9,23.7,19.2,18.0,50176.17,5.8883,42.889,CC(C)C[C@H]([NH3+])C(=O)[O-].O=C([O-])[C@@H]1CCC[NH2+]1>>CC(C)CC(N)C(=O)N1CCCC1C(=O)O.[H]O[H],NC(CO)C(=O)N1CCCC1C(=O)O>>O=C([O-])[C@@H]1CCC[NH2+]1.[NH3+][C@@H](CO)C(=O)[O-]
22,47.920029,B7LTY8,Xaa-Pro dipeptidase,Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CCUG 18766 / IAM 14443 / JCM 21226 / LMG 7866 / NBRC 102419 / NCTC 12128 / CDC 0568-73) OX=585054,5.0,MNXR131515,MNXR130375_0.5728929180270029_0.47466841018139827|MNXR115443_0.5099359981627324_nan|MNXR131516_0.3843898484033567_0.6002169915231111|MNXR130374_0.46081222724947235_0.5156805875441491|MNXR131514_0.4748881212507983_0.4556171793829363|MNXR130376_0.4646105061633948_0.4581278568506518,3.4.13.9,3.0,0.0,0.54872,0.515681,1,0.532199,43.3,23.4,19.2,17.8,50145.21,6.1021,42.664,CC(C)C[C@H]([NH3+])C(=O)[O-].O=C([O-])[C@@H]1CCC[NH2+]1>>CC(C)CC(N)C(=O)N1CCCC1C(=O)O.[H]O[H],NC(CO)C(=O)N1CCCC1C(=O)O>>O=C([O-])[C@@H]1CCC[NH2+]1.[NH3+][C@@H](CO)C(=O)[O-]
23,46.920029,Q83PG0,Xaa-Pro dipeptidase,Shigella flexneri OX=623,6.0,MNXR131515,MNXR130375_0.5728929180270029_0.47466841018139827|MNXR115443_0.5099359981627324_nan|MNXR131516_0.3843898484033567_0.6002169915231111|MNXR130374_0.46081222724947235_0.5156805875441491|MNXR131514_0.4748881212507983_0.4556171793829363|MNXR130376_0.4646105061633948_0.4581278568506518,3.4.13.9,3.0,0.0,0.54872,0.515681,1,0.532199,42.9,24.1,18.5,18.3,50236.21,5.8886,42.889,CC(C)C[C@H]([NH3+])C(=O)[O-].O=C([O-])[C@@H]1CCC[NH2+]1>>CC(C)CC(N)C(=O)N1CCCC1C(=O)O.[H]O[H],NC(CO)C(=O)N1CCCC1C(=O)O>>O=C([O-])[C@@H]1CCC[NH2+]1.[NH3+][C@@H](CO)C(=O)[O-]
24,45.920029,A8ACZ6,Xaa-Pro dipeptidase,Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696) OX=290338,7.0,MNXR131515,MNXR130375_0.5728929180270029_0.47466841018139827|MNXR115443_0.5099359981627324_nan|MNXR131516_0.3843898484033567_0.6002169915231111|MNXR130374_0.46081222724947235_0.5156805875441491|MNXR131514_0.4748881212507983_0.4556171793829363|MNXR130376_0.4646105061633948_0.4581278568506518,3.4.13.9,3.0,0.0,0.54872,0.515681,1,0.532199,40.0,24.8,18.5,20.4,50195.15,6.1985,43.341,CC(C)C[C@H]([NH3+])C(=O)[O-].O=C([O-])[C@@H]1CCC[NH2+]1>>CC(C)CC(N)C(=O)N1CCCC1C(=O)O.[H]O[H],NC(CO)C(=O)N1CCCC1C(=O)O>>O=C([O-])[C@@H]1CCC[NH2+]1.[NH3+][C@@H](CO)C(=O)[O-]
25,45.920029,Q31UE2,Xaa-Pro dipeptidase,Shigella boydii serotype 4 (strain Sb227) OX=300268,7.0,MNXR131515,MNXR130375_0.5728929180270029_0.47466841018139827|MNXR115443_0.5099359981627324_nan|MNXR131516_0.3843898484033567_0.6002169915231111|MNXR130374_0.46081222724947235_0.5156805875441491|MNXR131514_0.4748881212507983_0.4556171793829363|MNXR130376_0.4646105061633948_0.4581278568506518,3.4.13.9,3.0,0.0,0.54872,0.515681,1,0.532199,43.1,23.7,19.0,18.0,50222.20,5.8883,43.341,CC(C)C[C@H]([NH3+])C(=O)[O-].O=C([O-])[C@@H]1CCC[NH2+]1>>CC(C)CC(N)C(=O)N1CCCC1C(=O)O.[H]O[H],NC(CO)C(=O)N1CCCC1C(=O)O>>O=C([O-])[C@@H]1CCC[NH2+]1.[NH3+][C@@H](CO)C(=O)[O-]
26,45.920029,Q32A22,Xaa-Pro dipeptidase,Shigella dysenteriae serotype 1 (strain Sd197) OX=300267,7.0,MNXR131515,MNXR130375_0.5728929180270029_0.47466841018139827|MNXR115443_0.5099359981627324_nan|MNXR131516_0.3843898484033567_0.6002169915231111|MNXR130374_0.46081222724947235_0.5156805875441491|MNXR131514_0.4748881212507983_0.4556171793829363|MNXR130376_0.4646105061633948_0.4581278568506518,3.4.13.9,3.0,0.0,0.54872,0.515681,1,0.532199,42.6,23.7,19.4,18.0,50191.23,5.8883,42.889,CC(C)C[C@H]([NH3+])C(=O)[O-].O=C([O-])[C@@H]1CCC[NH2+]1>>CC(C)CC(N)C(=O)N1CCCC1C(=O)O.[H]O[H],NC(CO)C(=O)N1CCCC1C(=O)O>>O=C([O-])[C@@H]1CCC[NH2+]1.[NH3+][C@@H](CO)C(=O)[O-]
27,45.920029,A7MQN9,Xaa-Pro dipeptidase,Cronobacter sakazakii (strain ATCC BAA-894) OX=290339,7.0,MNXR131515,MNXR130375_0.5728929180270029_0.47466841018139827|MNXR115443_0.5099359981627324_nan|MNXR131516_0.3843898484033567_0.6002169915231111|MNXR130374_0.46081222724947235_0.5156805875441491|MNXR131514_0.4748881212507983_0.4556171793829363|MNXR130376_0.4646105061633948_0.4581278568506518,3.4.13.9,3.0,0.0,0.54872,0.515681,1,0.532199,41.9,22.5,20.6,18.7,50175.25,6.0491,41.986,CC(C)C[C@H]([NH3+])C(=O)[O-].O=C([O-])[C@@H]1CCC[NH2+]1>>CC(C)CC(N)C(=O)N1CCCC1C(=O)O.[H]O[H],NC(CO)C(=O)N1CCCC1C(=O)O>>O=C([O-])[C@@H]1CCC[NH2+]1.[NH3+][C@@H](CO)C(=O)[O-]
28,45.920029,A4WFX3,Xaa-Pro dipeptidase,Enterobacter sp. (strain 638) OX=399742,7.0,MNXR131515,MNXR130375_0.5728929180270029_0.47466841018139827|MNXR115443_0.5099359981627324_nan|MNXR131516_0.3843898484033567_0.6002169915231111|MNXR130374_0.46081222724947235_0.5156805875441491|MNXR131514_0.4748881212507983_0.4556171793829363|MNXR130376_0.4646105061633948_0.4581278568506518,3.4.13.9,3.0,0.0,0.54872,0.515681,1,0.532199,41.7,23.4,19.9,18.7,50204.03,6.0476,44.244,CC(C)C[C@H]([NH3+])C(=O)[O-].O=C([O-])[C@@H]1CCC[NH2+]1>>CC(C)CC(N)C(=O)N1CCCC1C(=O)O.[H]O[H],NC(CO)C(=O)N1CCCC1C(=O)O>>O=C([O-])[C@@H]1CCC[NH2+]1.[NH3+][C@@H](CO)C(=O)[O-]
29,45.920029,Q3YVC0,Xaa-Pro dipeptidase,Shigella sonnei (strain Ss046) OX=300269,7.0,MNXR131515,MNXR130375_0.5728929180270029_0.47466841018139827|MNXR115443_0.5099359981627324_nan|MNXR131516_0.3843898484033567_0.6002169915231111|MNXR130374_0.46081222724947235_0.5156805875441491|MNXR131514_0.4748881212507983_0.4556171793829363|MNXR130376_0.4646105061633948_0.4581278568506518,3.4.13.9,3.0,0.0,0.54872,0.515681,1,0.532199,42.4,23.9,19.4,18.0,50192.17,5.8883,43.115,CC(C)C[C@H]([NH3+])C(=O)[O-].O=C([O-])[C@@H]1CCC[NH2+]1>>CC(C)CC(N)C(=O)N1CCCC1C(=O)O.[H]O[H],NC(CO)C(=O)N1CCCC1C(=O)O>>O=C([O-])[C@@H]1CCC[NH2+]1.[NH3+][C@@H](CO)C(=O)[O-]
30,45.920029,B2TVJ6,Xaa-Pro dipeptidase,Shigella boydii serotype 18 (strain CDC 3083-94 / BS512) OX=344609,7.0,MNXR131515,MNXR130375_0.5728929180270029_0.47466841018139827|MNXR115443_0.5099359981627324_nan|MNXR131516_0.3843898484033567_0.6002169915231111|MNXR130374_0.46081222724947235_0.5156805875441491|MNXR131514_0.4748881212507983_0.4556171793829363|MNXR130376_0.4646105061633948_0.4581278568506518,3.4.13.9,3.0,0.0,0.54872,0.515681,1,0.532199,43.1,23.7,19.0,18.0,50222.20,5.8883,43.341,CC(C)C[C@H]([NH3+])C(=O)[O-].O=C([O-])[C@@H]1CCC[NH2+]1>>CC(C)CC(N)C(=O)N1CCCC1C(=O)O.[H]O[H],NC(CO)C(=O)N1CCCC1C(=O)O>>O=C([O-])[C@@H]1CCC[NH2+]1.[NH3+][C@@H](CO)C(=O)[O-]
31,44.920029,B5XYG9,Xaa-Pro dipeptidase,Klebsiella pneumoniae (strain 342) OX=507522,8.0,MNXR131515,MNXR130375_0.5728929180270029_0.47466841018139827|MNXR115443_0.5099359981627324_nan|MNXR131516_0.3843898484033567_0.6002169915231111|MNXR130374_0.46081222724947235_0.5156805875441491|MNXR131514_0.4748881212507983_0.4556171793829363|MNXR130376_0.4646105061633948_0.4581278568506518,3.4.13.9,3.0,0.0,0.54872,0.515681,1,0.532199,42.2,22.5,20.6,18.5,50182.17,6.2270,42.664,CC(C)C[C@H]([NH3+])C(=O)[O-].O=C([O-])[C@@H]1CCC[NH2+]1>>CC(C)CC(N)C(=O)N1CCCC1C(=O)O.[H]O[H],NC(CO)C(=O)N1CCCC1C(=O)O>>O=C([O-])[C@@H]1CCC[NH2+]1.[NH3+][C@@H](CO)C(=O)[O-]
