,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
32,24.955775,Q9R0H0,Peroxisomal acyl-coenzyme A oxidase 1,Mus musculus OX=10090,39.0,MNXR152835,MNXR152834_0.7038298106085339_0.5682579138147099|MNXR152839_0.688532561956594_0.5768155065253574|MNXR152841_0.6740771717043051_0.5768155065253574|MNXR189504_0.6607819374510294_0.5768155065253574|MNXR151473_0.6867993267621652_0.5427414810539289|MNXR181034_0.6485141734628199_0.5768155065253574|MNXR167786_0.637160610068964_0.5768155065253574|MNXR190406_0.6266239683392673_0.5768155065253574|MNXR132782_0.6395750167922424_0.5319650053004681|MNXR151215_0.6705889674542536_0.49139791548720807|MNXR116657_0.6546939945419392_0.5|MNXR175885_0.6546939945419392_0.5|MNXR167556_0.6470672217171686_0.5|MNXR117603_0.6374139097532612_0.5|MNXR132773_0.6002624683719167_0.5319650053004681|MNXR175252_0.6267284136040823_0.5|MNXR116480_0.5985217403323992_0.4723332206568855|MNXR127546_0.6552964549645818_0.40656657352141085|MNXR116470_0.5122395161507001_0.5319650053004681|MNXR187182_0.6481649965916374_0.3875338792035124|MNXR118909_0.6264405874928586_0.40656657352141085|MNXR118923_0.6264405874928586_0.40656657352141085,1.3.3.6,1.0,0.0,0.70430,0.576816,-1,0.640560,35.7,26.8,13.0,27.0,74648.73,8.6787,46.142,*CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=O>>*/C=C/CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H]O[H],O=O.CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>CCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].OO
33,24.955775,Q9EPL9,Peroxisomal acyl-coenzyme A oxidase 3,Mus musculus OX=10090,39.0,MNXR152835,MNXR152834_0.7038298106085339_0.5682579138147099|MNXR152839_0.688532561956594_0.5768155065253574|MNXR152841_0.6740771717043051_0.5768155065253574|MNXR189504_0.6607819374510294_0.5768155065253574|MNXR151473_0.6867993267621652_0.5427414810539289|MNXR181034_0.6485141734628199_0.5768155065253574|MNXR167786_0.637160610068964_0.5768155065253574|MNXR190406_0.6266239683392673_0.5768155065253574|MNXR132782_0.6395750167922424_0.5319650053004681|MNXR151215_0.6705889674542536_0.49139791548720807|MNXR116657_0.6546939945419392_0.5|MNXR175885_0.6546939945419392_0.5|MNXR167556_0.6470672217171686_0.5|MNXR117603_0.6374139097532612_0.5|MNXR132773_0.6002624683719167_0.5319650053004681|MNXR175252_0.6267284136040823_0.5|MNXR116480_0.5985217403323992_0.4723332206568855|MNXR127546_0.6552964549645818_0.40656657352141085|MNXR116470_0.5122395161507001_0.5319650053004681|MNXR187182_0.6481649965916374_0.3875338792035124|MNXR118909_0.6264405874928586_0.40656657352141085|MNXR118923_0.6264405874928586_0.40656657352141085,1.3.3.6,1.0,0.0,0.70430,0.576816,-1,0.640560,36.3,24.6,20.6,20.9,78403.73,7.1332,44.143,*CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=O>>*/C=C/CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H]O[H],O=O.CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>CCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].OO
34,24.955775,O15254,Peroxisomal acyl-coenzyme A oxidase 3,Homo sapiens OX=9606,39.0,MNXR152835,MNXR152834_0.7038298106085339_0.5682579138147099|MNXR152839_0.688532561956594_0.5768155065253574|MNXR152841_0.6740771717043051_0.5768155065253574|MNXR189504_0.6607819374510294_0.5768155065253574|MNXR151473_0.6867993267621652_0.5427414810539289|MNXR181034_0.6485141734628199_0.5768155065253574|MNXR167786_0.637160610068964_0.5768155065253574|MNXR190406_0.6266239683392673_0.5768155065253574|MNXR132782_0.6395750167922424_0.5319650053004681|MNXR151215_0.6705889674542536_0.49139791548720807|MNXR116657_0.6546939945419392_0.5|MNXR175885_0.6546939945419392_0.5|MNXR167556_0.6470672217171686_0.5|MNXR117603_0.6374139097532612_0.5|MNXR132773_0.6002624683719167_0.5319650053004681|MNXR175252_0.6267284136040823_0.5|MNXR116480_0.5985217403323992_0.4723332206568855|MNXR127546_0.6552964549645818_0.40656657352141085|MNXR116470_0.5122395161507001_0.5319650053004681|MNXR187182_0.6481649965916374_0.3875338792035124|MNXR118909_0.6264405874928586_0.40656657352141085|MNXR118923_0.6264405874928586_0.40656657352141085,1.3.3.6,1.0,0.0,0.70430,0.576816,-1,0.640560,40.1,21.5,19.4,21.3,77629.08,7.2685,42.143,*CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=O>>*/C=C/CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H]O[H],O=O.CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>CCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].OO
35,24.955775,Q15067,Peroxisomal acyl-coenzyme A oxidase 1,Homo sapiens OX=9606,39.0,MNXR152835,MNXR152834_0.7038298106085339_0.5682579138147099|MNXR152839_0.688532561956594_0.5768155065253574|MNXR152841_0.6740771717043051_0.5768155065253574|MNXR189504_0.6607819374510294_0.5768155065253574|MNXR151473_0.6867993267621652_0.5427414810539289|MNXR181034_0.6485141734628199_0.5768155065253574|MNXR167786_0.637160610068964_0.5768155065253574|MNXR190406_0.6266239683392673_0.5768155065253574|MNXR132782_0.6395750167922424_0.5319650053004681|MNXR151215_0.6705889674542536_0.49139791548720807|MNXR116657_0.6546939945419392_0.5|MNXR175885_0.6546939945419392_0.5|MNXR167556_0.6470672217171686_0.5|MNXR117603_0.6374139097532612_0.5|MNXR132773_0.6002624683719167_0.5319650053004681|MNXR175252_0.6267284136040823_0.5|MNXR116480_0.5985217403323992_0.4723332206568855|MNXR127546_0.6552964549645818_0.40656657352141085|MNXR116470_0.5122395161507001_0.5319650053004681|MNXR187182_0.6481649965916374_0.3875338792035124|MNXR118909_0.6264405874928586_0.40656657352141085|MNXR118923_0.6264405874928586_0.40656657352141085,1.3.3.6,1.0,0.0,0.70430,0.576816,-1,0.640560,40.4,21.4,15.1,25.6,74423.58,8.2945,46.212,*CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=O>>*/C=C/CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H]O[H],O=O.CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>CCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].OO
36,24.855775,Q5RC19,Peroxisomal acyl-coenzyme A oxidase 1,Pongo abelii OX=9601,39.0,MNXR152835,MNXR152834_0.7038298106085339_0.5682579138147099|MNXR152839_0.688532561956594_0.5768155065253574|MNXR152841_0.6740771717043051_0.5768155065253574|MNXR189504_0.6607819374510294_0.5768155065253574|MNXR151473_0.6867993267621652_0.5427414810539289|MNXR181034_0.6485141734628199_0.5768155065253574|MNXR167786_0.637160610068964_0.5768155065253574|MNXR190406_0.6266239683392673_0.5768155065253574|MNXR132782_0.6395750167922424_0.5319650053004681|MNXR151215_0.6705889674542536_0.49139791548720807|MNXR116657_0.6546939945419392_0.5|MNXR175885_0.6546939945419392_0.5|MNXR167556_0.6470672217171686_0.5|MNXR117603_0.6374139097532612_0.5|MNXR132773_0.6002624683719167_0.5319650053004681|MNXR175252_0.6267284136040823_0.5|MNXR116480_0.5985217403323992_0.4723332206568855|MNXR127546_0.6552964549645818_0.40656657352141085|MNXR116470_0.5122395161507001_0.5319650053004681|MNXR187182_0.6481649965916374_0.3875338792035124|MNXR118909_0.6264405874928586_0.40656657352141085|MNXR118923_0.6264405874928586_0.40656657352141085,1.3.3.6,2.0,0.0,0.70430,0.576816,-1,0.640560,39.8,21.7,15.1,25.9,74453.59,8.3476,46.061,*CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=O>>*/C=C/CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H]O[H],O=O.CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>CCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].OO
37,24.855775,Q5RAU0,Peroxisomal acyl-coenzyme A oxidase 3,Pongo abelii OX=9601,39.0,MNXR152835,MNXR152834_0.7038298106085339_0.5682579138147099|MNXR152839_0.688532561956594_0.5768155065253574|MNXR152841_0.6740771717043051_0.5768155065253574|MNXR189504_0.6607819374510294_0.5768155065253574|MNXR151473_0.6867993267621652_0.5427414810539289|MNXR181034_0.6485141734628199_0.5768155065253574|MNXR167786_0.637160610068964_0.5768155065253574|MNXR190406_0.6266239683392673_0.5768155065253574|MNXR132782_0.6395750167922424_0.5319650053004681|MNXR151215_0.6705889674542536_0.49139791548720807|MNXR116657_0.6546939945419392_0.5|MNXR175885_0.6546939945419392_0.5|MNXR167556_0.6470672217171686_0.5|MNXR117603_0.6374139097532612_0.5|MNXR132773_0.6002624683719167_0.5319650053004681|MNXR175252_0.6267284136040823_0.5|MNXR116480_0.5985217403323992_0.4723332206568855|MNXR127546_0.6552964549645818_0.40656657352141085|MNXR116470_0.5122395161507001_0.5319650053004681|MNXR187182_0.6481649965916374_0.3875338792035124|MNXR118909_0.6264405874928586_0.40656657352141085|MNXR118923_0.6264405874928586_0.40656657352141085,1.3.3.6,2.0,0.0,0.70430,0.576816,-1,0.640560,39.2,22.7,19.2,21.3,77865.27,6.8174,42.429,*CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=O>>*/C=C/CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H]O[H],O=O.CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>CCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].OO
38,21.955775,Q7KML2,Probable peroxisomal acyl-coenzyme A oxidase 1,Drosophila melanogaster OX=7227,42.0,MNXR152835,MNXR152834_0.7038298106085339_0.5682579138147099|MNXR152839_0.688532561956594_0.5768155065253574|MNXR152841_0.6740771717043051_0.5768155065253574|MNXR189504_0.6607819374510294_0.5768155065253574|MNXR151473_0.6867993267621652_0.5427414810539289|MNXR181034_0.6485141734628199_0.5768155065253574|MNXR167786_0.637160610068964_0.5768155065253574|MNXR190406_0.6266239683392673_0.5768155065253574|MNXR132782_0.6395750167922424_0.5319650053004681|MNXR151215_0.6705889674542536_0.49139791548720807|MNXR116657_0.6546939945419392_0.5|MNXR175885_0.6546939945419392_0.5|MNXR167556_0.6470672217171686_0.5|MNXR117603_0.6374139097532612_0.5|MNXR132773_0.6002624683719167_0.5319650053004681|MNXR175252_0.6267284136040823_0.5|MNXR116480_0.5985217403323992_0.4723332206568855|MNXR127546_0.6552964549645818_0.40656657352141085|MNXR116470_0.5122395161507001_0.5319650053004681|MNXR187182_0.6481649965916374_0.3875338792035124|MNXR118909_0.6264405874928586_0.40656657352141085|MNXR118923_0.6264405874928586_0.40656657352141085,1.3.3.6,1.0,0.0,0.70430,0.576816,-1,0.640560,39.1,27.7,16.8,18.8,74287.19,6.9011,43.946,*CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=O>>*/C=C/CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H]O[H],O=O.CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>CCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].OO
39,19.503287,O04353,Acyl-lipid (9-3)-desaturase,Borago officinalis OX=13363 PE=1 SV=1,31.0,MNXR163683,-,1.14.19.3,1.0,0.0,0.66092,0.351146,1,0.506033,31.2,23.8,28.7,19.9,51634.86,8.7846,41.518,*CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=O>>*/C=C/CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H]O[H],CCCCCCCC/C=C\C/C=C\CCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>CCCCCCCC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=O
40,12.503287,Q9Z122,Acyl-CoA 6-desaturase,Rattus norvegicus OX=10116,38.0,MNXR163683,-,1.14.19.3,1.0,0.0,0.66092,0.351146,1,0.506033,39.7,19.4,21.5,23.1,52380.44,9.1672,43.243,*CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=O>>*/C=C/CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H]O[H],CCCCCCCC/C=C\C/C=C\CCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>CCCCCCCC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=O
41,11.503287,B2KKL4,Acyl-CoA Delta-6 desaturase,Siganus canaliculatus OX=75042,39.0,MNXR163683,-,1.14.19.3,1.0,0.0,0.66092,0.351146,1,0.506033,34.4,21.5,23.2,24.6,51871.80,8.0424,42.212,*CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=O>>*/C=C/CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H]O[H],CCCCCCCC/C=C\C/C=C\CCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>CCCCCCCC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=O
42,11.403287,Q4R749,Acyl-CoA 6-desaturase,Macaca fascicularis OX=9541,39.0,MNXR163683,-,1.14.19.3,2.0,0.0,0.66092,0.351146,1,0.506033,42.1,19.2,20.3,22.2,52300.53,9.4260,42.342,*CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=O>>*/C=C/CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H]O[H],CCCCCCCC/C=C\C/C=C\CCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>CCCCCCCC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=O
43,NaN,Q6RT18,NaN,Thalassiosira pseudonana,20.0,MNXR166431,MNXR114939_0.6842764942662042_nan|MNXR173939_0.6842764942662042_nan|MNXR109481_0.738740670688828_0.38585182437057386|MNXR110905_0.738740670688828_0.38585182437057386|MNXR114945_0.738740670688828_0.38585182437057386|MNXR173943_0.738740670688828_0.38585182437057386|MNXR183614_0.738740670688828_0.38585182437057386|MNXR119148_0.7203808315982635_0.31388819417213326,1.14.19.5,NaN,0.0,0.79057,NaN,1,0.790569,-,-,-,-,-,-,-,*CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=O>>*/C=C/CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H]O[H],CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCC/C=C\[*]>>O=O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCC[*]
44,NaN,O44390,Acyl-CoA Delta(11) desaturase,Trichoplusia ni OX=7111,38.0,MNXR166431,MNXR114939_0.6842764942662042_nan|MNXR173939_0.6842764942662042_nan|MNXR109481_0.738740670688828_0.38585182437057386|MNXR110905_0.738740670688828_0.38585182437057386|MNXR114945_0.738740670688828_0.38585182437057386|MNXR173943_0.738740670688828_0.38585182437057386|MNXR183614_0.738740670688828_0.38585182437057386|MNXR119148_0.7203808315982635_0.31388819417213326,1.14.19.5,1.0,0.0,0.79057,NaN,1,0.790569,38.1,24.6,23.1,18.9,40243.32,9.2360,42.693,*CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=O>>*/C=C/CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H]O[H],CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCC/C=C\[*]>>O=O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCC[*]
45,NaN,Q75PL7,(11Z)-hexadec-11-enoyl-CoA conjugase,Bombyx mori OX=7091,38.0,MNXR166431,MNXR114939_0.6842764942662042_nan|MNXR173939_0.6842764942662042_nan|MNXR114945_0.738740670688828_0.38585182437057386|MNXR183614_0.738740670688828_0.38585182437057386|MNXR168878_0.6892400937664155_0.3482291016921354|MNXR119148_0.7203808315982635_0.31388819417213326,1.14.19.5,1.0,0.0,0.79057,NaN,1,0.790569,29.6,26.8,24.5,24.2,38076.98,9.6701,41.212,*CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=O>>*/C=C/CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H]O[H],CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCC/C=C\[*]>>O=O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCC[*]
