,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
11,75.4285,P0DJA7,Sucrose-6-phosphate hydrolase,Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4) OX=264203,14.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,1.0,0.0,0.79057,1.0,1,0.895285,29.0,23.6,29.2,21.4,58574.56,6.6279,46.094,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
12,75.4285,F8DT27,Extracellular sucrase,Zymomonas mobilis subsp. mobilis (strain ATCC 10988 / DSM 424 / LMG 404 / NCIMB 8938 / NRRL B-806 / ZM1) OX=555217,14.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,1.0,0.0,0.79057,1.0,1,0.895285,18.6,22.7,27.5,35.3,46100.38,4.4769,43.341,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
13,75.2285,P0DJA4,Extracellular sucrase,Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4) OX=264203,14.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,3.0,0.0,0.79057,1.0,1,0.895285,18.6,22.7,27.5,35.3,46100.38,4.4769,43.341,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
14,75.2285,F8DVG5,Sucrose-6-phosphate hydrolase,Zymomonas mobilis subsp. mobilis (strain ATCC 10988 / DSM 424 / LMG 404 / NCIMB 8938 / NRRL B-806 / ZM1) OX=555217,14.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,3.0,0.0,0.79057,1.0,1,0.895285,27.8,23.8,31.5,20.2,58585.59,6.7482,46.094,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
15,74.4285,O33833,Beta-fructosidase,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8) OX=243274,15.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,1.0,0.0,0.79057,1.0,1,0.895285,44.0,16.3,18.5,25.0,49841.37,5.0974,48.611,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
16,74.2285,Q05936,Sucrose-6-phosphate hydrolase,Staphylococcus xylosus OX=1288,15.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,3.0,0.0,0.79057,1.0,1,0.895285,22.4,24.5,32.8,23.6,57371.02,4.9962,51.417,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
17,74.2285,P43471,Sucrose-6-phosphate hydrolase,Pediococcus pentosaceus OX=1255,15.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,3.0,0.0,0.79057,1.0,1,0.895285,22.5,27.2,27.8,25.8,56689.65,5.7743,46.906,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
18,73.4285,Q04937,Sucrose-6-phosphate hydrolase,Lactococcus lactis subsp. lactis OX=1360,16.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,1.0,0.0,0.79057,1.0,1,0.895285,28.4,26.3,29.5,19.3,54785.19,6.4346,50.106,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
19,73.2285,P13522,Sucrose-6-phosphate hydrolase,Streptococcus mutans serotype c (strain ATCC 700610 / UA159) OX=210007,16.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,3.0,0.0,0.79057,1.0,1,0.895285,26.3,24.4,27.2,25.5,54672.28,5.2309,48.643,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
20,71.2285,P07819,Sucrose-6-phosphate hydrolase,Bacillus subtilis (strain 168) OX=224308,18.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,3.0,0.0,0.79057,1.0,1,0.895285,29.6,20.5,26.8,26.6,54814.44,5.6437,48.017,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
21,68.4285,O59852,Invertase,Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812,21.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,1.0,0.0,0.79057,1.0,1,0.895285,13.5,39.1,24.6,25.7,64407.30,4.7414,42.857,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
22,68.4285,P10594,Invertase 1,Saccharomyces cerevisiae OX=4932,21.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,1.0,0.0,0.79057,1.0,1,0.895285,22.1,27.9,25.2,27.9,60570.34,4.5317,47.556,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
23,68.4285,P28999,Inulinase,Kluyveromyces marxianus OX=4911,21.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,1.0,0.0,0.79057,1.0,1,0.895285,10.8,36.7,26.0,29.5,62213.51,4.6975,48.288,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
24,68.2285,P40912,Invertase,Wickerhamomyces anomalus OX=4927,21.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,3.0,0.0,0.79057,1.0,1,0.895285,19.5,32.8,22.8,27.9,63188.37,4.4521,51.818,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
25,68.2285,P10596,Invertase 4,Saccharomyces cerevisiae OX=4932,21.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,3.0,0.0,0.79057,1.0,1,0.895285,21.7,29.1,24.8,27.5,60575.28,4.4955,47.932,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
26,68.2285,P10597,Invertase 5 (Fragment),Saccharomyces cerevisiae OX=4932,21.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,3.0,0.0,0.79057,1.0,1,0.895285,48.3,19.0,36.2,24.1,8649.95,6.5085,36.486,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
