,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
41,50.707034,P0DTE4,UDP-glucuronosyltransferase 2A1,Homo sapiens OX=9606,39.0,MNXR164290,MNXR154864_0.8173833720597601_0.9782406764848413|MNXR132597_0.7905694150420948_nan|MNXR118198_0.589592345179761_0.849315381150837|MNXR116407_0.5540369123362123_0.6726601337583239|MNXR116408_0.5527867583610254_0.6726601337583239|MNXR116417_0.5598835015109592_0.6628081227894506|MNXR116418_0.5586207363376654_0.6628081227894506|MNXR172964_0.5423501923580512_0.6432403054525653|MNXR134077_0.553012483881718_0.6228683380023086|MNXR134070_0.5446651981278698_0.6228683380023086|MNXR134125_0.5437229163564816_0.6228683380023086|MNXR116416_0.5584218037260622_0.6064129021163245|MNXR116419_0.5570284150318628_0.6064129021163245,2.4.1.17,1.0,0.0,0.81790,0.978241,-1,0.898070,35.4,27.4,24.3,16.0,59963.29,9.3243,40.797,C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)[O-])c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@H]3[C@H](O)[C@@H](C(=O)[O-])O[C@@H](O)[C@@H]3O)c(CCC(=O)[O-])c2C)NC1=O
42,50.707034,P54855,UDP-glucuronosyltransferase 2B15,Homo sapiens OX=9606,39.0,MNXR164290,MNXR154864_0.8173833720597601_0.9782406764848413|MNXR132597_0.7905694150420948_nan|MNXR118198_0.589592345179761_0.849315381150837|MNXR116407_0.5540369123362123_0.6726601337583239|MNXR116408_0.5527867583610254_0.6726601337583239|MNXR116417_0.5598835015109592_0.6628081227894506|MNXR116418_0.5586207363376654_0.6628081227894506|MNXR172964_0.5423501923580512_0.6432403054525653|MNXR134077_0.553012483881718_0.6228683380023086|MNXR134070_0.5446651981278698_0.6228683380023086|MNXR134125_0.5437229163564816_0.6228683380023086|MNXR116416_0.5584218037260622_0.6064129021163245|MNXR116419_0.5570284150318628_0.6064129021163245,2.4.1.17,1.0,0.0,0.81790,0.978241,-1,0.898070,42.8,21.8,21.0,17.5,61036.32,9.1311,43.019,C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)[O-])c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@H]3[C@H](O)[C@@H](C(=O)[O-])O[C@@H](O)[C@@H]3O)c(CCC(=O)[O-])c2C)NC1=O
43,50.707034,P17717,UDP-glucuronosyltransferase 2B17,Mus musculus OX=10090,39.0,MNXR164290,MNXR154864_0.8173833720597601_0.9782406764848413|MNXR132597_0.7905694150420948_nan|MNXR118198_0.589592345179761_0.849315381150837|MNXR116407_0.5540369123362123_0.6726601337583239|MNXR116408_0.5527867583610254_0.6726601337583239|MNXR116417_0.5598835015109592_0.6628081227894506|MNXR116418_0.5586207363376654_0.6628081227894506|MNXR172964_0.5423501923580512_0.6432403054525653|MNXR134077_0.553012483881718_0.6228683380023086|MNXR134070_0.5446651981278698_0.6228683380023086|MNXR134125_0.5437229163564816_0.6228683380023086|MNXR116416_0.5584218037260622_0.6064129021163245|MNXR116419_0.5570284150318628_0.6064129021163245,2.4.1.17,1.0,0.0,0.81790,0.978241,-1,0.898070,38.7,26.3,17.7,20.4,60856.05,7.9530,41.698,C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)[O-])c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@H]3[C@H](O)[C@@H](C(=O)[O-])O[C@@H](O)[C@@H]3O)c(CCC(=O)[O-])c2C)NC1=O
44,50.707034,Q3UP75,UDP-glucuronosyltransferase 3A1,Mus musculus OX=10090,39.0,MNXR164290,MNXR154864_0.8173833720597601_0.9782406764848413|MNXR132597_0.7905694150420948_nan|MNXR118198_0.589592345179761_0.849315381150837|MNXR116407_0.5540369123362123_0.6726601337583239|MNXR116408_0.5527867583610254_0.6726601337583239|MNXR116417_0.5598835015109592_0.6628081227894506|MNXR116418_0.5586207363376654_0.6628081227894506|MNXR172964_0.5423501923580512_0.6432403054525653|MNXR134077_0.553012483881718_0.6228683380023086|MNXR134070_0.5446651981278698_0.6228683380023086|MNXR134125_0.5437229163564816_0.6228683380023086|MNXR116416_0.5584218037260622_0.6064129021163245|MNXR116419_0.5570284150318628_0.6064129021163245,2.4.1.17,1.0,0.0,0.81790,0.978241,-1,0.898070,35.1,28.0,18.9,21.1,59698.41,7.3656,42.065,C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)[O-])c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@H]3[C@H](O)[C@@H](C(=O)[O-])O[C@@H](O)[C@@H]3O)c(CCC(=O)[O-])c2C)NC1=O
45,50.707034,P0DTE5,UDP-glucuronosyltransferase 2A2,Homo sapiens OX=9606,39.0,MNXR164290,MNXR154864_0.8173833720597601_0.9782406764848413|MNXR132597_0.7905694150420948_nan|MNXR118198_0.589592345179761_0.849315381150837|MNXR116407_0.5540369123362123_0.6726601337583239|MNXR116408_0.5527867583610254_0.6726601337583239|MNXR116417_0.5598835015109592_0.6628081227894506|MNXR116418_0.5586207363376654_0.6628081227894506|MNXR172964_0.5423501923580512_0.6432403054525653|MNXR134077_0.553012483881718_0.6228683380023086|MNXR134070_0.5446651981278698_0.6228683380023086|MNXR134125_0.5437229163564816_0.6228683380023086|MNXR116416_0.5584218037260622_0.6064129021163245|MNXR116419_0.5570284150318628_0.6064129021163245,2.4.1.17,1.0,0.0,0.81790,0.978241,-1,0.898070,38.3,27.5,19.8,17.5,60772.07,9.0840,41.978,C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)[O-])c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@H]3[C@H](O)[C@@H](C(=O)[O-])O[C@@H](O)[C@@H]3O)c(CCC(=O)[O-])c2C)NC1=O
46,50.707034,O60656,UDP-glucuronosyltransferase 1A9,Homo sapiens OX=9606,39.0,MNXR164290,MNXR154864_0.8173833720597601_0.9782406764848413|MNXR132597_0.7905694150420948_nan|MNXR118198_0.589592345179761_0.849315381150837|MNXR116407_0.5540369123362123_0.6726601337583239|MNXR116408_0.5527867583610254_0.6726601337583239|MNXR116417_0.5598835015109592_0.6628081227894506|MNXR116418_0.5586207363376654_0.6628081227894506|MNXR172964_0.5423501923580512_0.6432403054525653|MNXR134077_0.553012483881718_0.6228683380023086|MNXR134070_0.5446651981278698_0.6228683380023086|MNXR134125_0.5437229163564816_0.6228683380023086|MNXR116416_0.5584218037260622_0.6064129021163245|MNXR116419_0.5570284150318628_0.6064129021163245,2.4.1.17,1.0,0.0,0.81790,0.978241,-1,0.898070,42.4,25.5,18.1,17.1,59941.00,7.9576,40.943,C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)[O-])c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@H]3[C@H](O)[C@@H](C(=O)[O-])O[C@@H](O)[C@@H]3O)c(CCC(=O)[O-])c2C)NC1=O
47,50.707034,Q8WN97,UDP-glucuronosyltransferase 2B30,Macaca fascicularis OX=9541,39.0,MNXR164290,MNXR154864_0.8173833720597601_0.9782406764848413|MNXR132597_0.7905694150420948_nan|MNXR118198_0.589592345179761_0.849315381150837|MNXR116407_0.5540369123362123_0.6726601337583239|MNXR116408_0.5527867583610254_0.6726601337583239|MNXR116417_0.5598835015109592_0.6628081227894506|MNXR116418_0.5586207363376654_0.6628081227894506|MNXR172964_0.5423501923580512_0.6432403054525653|MNXR134077_0.553012483881718_0.6228683380023086|MNXR134070_0.5446651981278698_0.6228683380023086|MNXR134125_0.5437229163564816_0.6228683380023086|MNXR116416_0.5584218037260622_0.6064129021163245|MNXR116419_0.5570284150318628_0.6064129021163245,2.4.1.17,1.0,0.0,0.81790,0.978241,-1,0.898070,44.3,23.2,17.0,18.6,60366.42,8.3113,41.667,C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)[O-])c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@H]3[C@H](O)[C@@H](C(=O)[O-])O[C@@H](O)[C@@H]3O)c(CCC(=O)[O-])c2C)NC1=O
48,50.707034,Q63886,UDP-glucuronosyltransferase 1A1,Mus musculus OX=10090,39.0,MNXR164290,MNXR154864_0.8173833720597601_0.9782406764848413|MNXR132597_0.7905694150420948_nan|MNXR118198_0.589592345179761_0.849315381150837|MNXR116407_0.5540369123362123_0.6726601337583239|MNXR116408_0.5527867583610254_0.6726601337583239|MNXR116417_0.5598835015109592_0.6628081227894506|MNXR116418_0.5586207363376654_0.6628081227894506|MNXR172964_0.5423501923580512_0.6432403054525653|MNXR134077_0.553012483881718_0.6228683380023086|MNXR134070_0.5446651981278698_0.6228683380023086|MNXR134125_0.5437229163564816_0.6228683380023086|MNXR116416_0.5584218037260622_0.6064129021163245|MNXR116419_0.5570284150318628_0.6064129021163245,2.4.1.17,1.0,0.0,0.81790,0.978241,-1,0.898070,36.6,26.6,19.5,20.4,60047.35,8.7682,41.308,C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)[O-])c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@H]3[C@H](O)[C@@H](C(=O)[O-])O[C@@H](O)[C@@H]3O)c(CCC(=O)[O-])c2C)NC1=O
49,50.707034,P19224,UDP-glucuronosyltransferase 1-6,Homo sapiens OX=9606,39.0,MNXR164290,MNXR154864_0.8173833720597601_0.9782406764848413|MNXR132597_0.7905694150420948_nan|MNXR118198_0.589592345179761_0.849315381150837|MNXR116407_0.5540369123362123_0.6726601337583239|MNXR116408_0.5527867583610254_0.6726601337583239|MNXR116417_0.5598835015109592_0.6628081227894506|MNXR116418_0.5586207363376654_0.6628081227894506|MNXR172964_0.5423501923580512_0.6432403054525653|MNXR134077_0.553012483881718_0.6228683380023086|MNXR134070_0.5446651981278698_0.6228683380023086|MNXR134125_0.5437229163564816_0.6228683380023086|MNXR116416_0.5584218037260622_0.6064129021163245|MNXR116419_0.5570284150318628_0.6064129021163245,2.4.1.17,1.0,0.0,0.81790,0.978241,-1,0.898070,37.2,25.6,20.7,19.6,60750.71,8.5475,41.729,C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)[O-])c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@H]3[C@H](O)[C@@H](C(=O)[O-])O[C@@H](O)[C@@H]3O)c(CCC(=O)[O-])c2C)NC1=O
50,50.707034,Q9TSL6,UDP-glucuronosyltransferase 2B23,Macaca fascicularis OX=9541,39.0,MNXR164290,MNXR154864_0.8173833720597601_0.9782406764848413|MNXR132597_0.7905694150420948_nan|MNXR118198_0.589592345179761_0.849315381150837|MNXR116407_0.5540369123362123_0.6726601337583239|MNXR116408_0.5527867583610254_0.6726601337583239|MNXR116417_0.5598835015109592_0.6628081227894506|MNXR116418_0.5586207363376654_0.6628081227894506|MNXR172964_0.5423501923580512_0.6432403054525653|MNXR134077_0.553012483881718_0.6228683380023086|MNXR134070_0.5446651981278698_0.6228683380023086|MNXR134125_0.5437229163564816_0.6228683380023086|MNXR116416_0.5584218037260622_0.6064129021163245|MNXR116419_0.5570284150318628_0.6064129021163245,2.4.1.17,1.0,0.0,0.81790,0.978241,-1,0.898070,42.9,24.0,20.1,16.2,60957.26,8.3864,41.588,C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)[O-])c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@H]3[C@H](O)[C@@H](C(=O)[O-])O[C@@H](O)[C@@H]3O)c(CCC(=O)[O-])c2C)NC1=O
