,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
38,82.900000,P9WHH9,Dihydrolipoyl dehydrogenase,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332,17.0,MNXR182431,MNXR176990_0.900907514138089_0.9999999999999998|MNXR176991_0.900907514138089_0.9999999999999998|MNXR182427_0.900907514138089_0.9999999999999998|MNXR182429_0.900907514138089_0.9999999999999998|MNXR122011_0.89905334856281_0.9999999999999998|MNXR115001_0.8133918153992246_0.9999999999999998|MNXR122405_0.8133918153992246_0.9999999999999998|MNXR182403_0.7873571442442576_0.9999999999999998|MNXR182430_0.7873571442442576_0.9999999999999998|MNXR173981_0.7781370531099994_0.9999999999999998|MNXR111220_0.6640435945015707_0.9999999999999998|MNXR144966_0.6640435945015707_0.9999999999999998|MNXR144967_0.6640435945015707_0.9999999999999998|MNXR144969_0.6640435945015707_0.9999999999999998|MNXR150329_0.6640435945015707_0.9999999999999998|MNXR150330_0.6640435945015707_0.9999999999999998|MNXR173530_0.6640435945015707_0.9999999999999998|MNXR182504_0.6526721803706103_0.9999999999999998|MNXR144968_0.6272637294443385_0.9999999999999998|MNXR100066_0.6342057748460911_0.9427670709940762|MNXR144009_0.6342057748460911_0.9427670709940762|MNXR172872_0.6342057748460911_0.9427670709940762|MNXR179972_0.6342057748460911_0.9427670709940762|MNXR194765_0.5694951135171303_0.9999999999999998,1.8.1.4,1.0,0.0,1.00000,1.000000,1,1.000000,42.4,28.3,11.8,21.0,49239.14,5.7049,40.302,*CC(=O)C(CCCCNC(=O)CCCC[C@H]1CCSS1)N*.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>*CC(=O)[C@H](CCCCNC(=O)CCCCC(S)CCS)[NH2+]*.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[*]CC(=O)[C@H](CCCCNC(=O)CCCCC(S)CCS)[NH2+][*]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[*]CC(=O)C(CCCCNC(=O)CCCC[C@H]1CCSS1)N[*]
39,82.700000,Q8KCW2,Dihydrolipoyl dehydrogenase,Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) OX=194439,17.0,MNXR182431,MNXR176990_0.900907514138089_0.9999999999999998|MNXR176991_0.900907514138089_0.9999999999999998|MNXR182427_0.900907514138089_0.9999999999999998|MNXR182429_0.900907514138089_0.9999999999999998|MNXR122011_0.89905334856281_0.9999999999999998|MNXR115001_0.8133918153992246_0.9999999999999998|MNXR122405_0.8133918153992246_0.9999999999999998|MNXR182403_0.7873571442442576_0.9999999999999998|MNXR182430_0.7873571442442576_0.9999999999999998|MNXR173981_0.7781370531099994_0.9999999999999998|MNXR111220_0.6640435945015707_0.9999999999999998|MNXR144966_0.6640435945015707_0.9999999999999998|MNXR144967_0.6640435945015707_0.9999999999999998|MNXR144969_0.6640435945015707_0.9999999999999998|MNXR150329_0.6640435945015707_0.9999999999999998|MNXR150330_0.6640435945015707_0.9999999999999998|MNXR173530_0.6640435945015707_0.9999999999999998|MNXR182504_0.6526721803706103_0.9999999999999998|MNXR144968_0.6272637294443385_0.9999999999999998|MNXR100066_0.6342057748460911_0.9427670709940762|MNXR144009_0.6342057748460911_0.9427670709940762|MNXR172872_0.6342057748460911_0.9427670709940762|MNXR179972_0.6342057748460911_0.9427670709940762|MNXR194765_0.5694951135171303_0.9999999999999998,1.8.1.4,3.0,0.0,1.00000,1.000000,1,1.000000,47.2,26.5,11.9,17.9,48007.43,6.1868,35.394,*CC(=O)C(CCCCNC(=O)CCCC[C@H]1CCSS1)N*.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>*CC(=O)[C@H](CCCCNC(=O)CCCCC(S)CCS)[NH2+]*.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[*]CC(=O)[C@H](CCCCNC(=O)CCCCC(S)CCS)[NH2+][*]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[*]CC(=O)C(CCCCNC(=O)CCCC[C@H]1CCSS1)N[*]
40,82.700000,P9WHH8,Dihydrolipoyl dehydrogenase,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) OX=83331,17.0,MNXR182431,MNXR176990_0.900907514138089_0.9999999999999998|MNXR176991_0.900907514138089_0.9999999999999998|MNXR182427_0.900907514138089_0.9999999999999998|MNXR182429_0.900907514138089_0.9999999999999998|MNXR122011_0.89905334856281_0.9999999999999998|MNXR115001_0.8133918153992246_0.9999999999999998|MNXR122405_0.8133918153992246_0.9999999999999998|MNXR182403_0.7873571442442576_0.9999999999999998|MNXR182430_0.7873571442442576_0.9999999999999998|MNXR173981_0.7781370531099994_0.9999999999999998|MNXR111220_0.6640435945015707_0.9999999999999998|MNXR144966_0.6640435945015707_0.9999999999999998|MNXR144967_0.6640435945015707_0.9999999999999998|MNXR144969_0.6640435945015707_0.9999999999999998|MNXR150329_0.6640435945015707_0.9999999999999998|MNXR150330_0.6640435945015707_0.9999999999999998|MNXR173530_0.6640435945015707_0.9999999999999998|MNXR182504_0.6526721803706103_0.9999999999999998|MNXR144968_0.6272637294443385_0.9999999999999998|MNXR100066_0.6342057748460911_0.9427670709940762|MNXR144009_0.6342057748460911_0.9427670709940762|MNXR172872_0.6342057748460911_0.9427670709940762|MNXR179972_0.6342057748460911_0.9427670709940762|MNXR194765_0.5694951135171303_0.9999999999999998,1.8.1.4,3.0,0.0,1.00000,1.000000,1,1.000000,42.4,28.3,11.8,21.0,49239.14,5.7049,40.302,*CC(=O)C(CCCCNC(=O)CCCC[C@H]1CCSS1)N*.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>*CC(=O)[C@H](CCCCNC(=O)CCCCC(S)CCS)[NH2+]*.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[*]CC(=O)[C@H](CCCCNC(=O)CCCCC(S)CCS)[NH2+][*]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[*]CC(=O)C(CCCCNC(=O)CCCC[C@H]1CCSS1)N[*]
41,82.700000,O50311,Dihydrolipoyl dehydrogenase,Chlorobaculum parvum (strain DSM 263 / NCIMB 8327) OX=517417,17.0,MNXR182431,MNXR176990_0.900907514138089_0.9999999999999998|MNXR176991_0.900907514138089_0.9999999999999998|MNXR182427_0.900907514138089_0.9999999999999998|MNXR182429_0.900907514138089_0.9999999999999998|MNXR122011_0.89905334856281_0.9999999999999998|MNXR115001_0.8133918153992246_0.9999999999999998|MNXR122405_0.8133918153992246_0.9999999999999998|MNXR182403_0.7873571442442576_0.9999999999999998|MNXR182430_0.7873571442442576_0.9999999999999998|MNXR173981_0.7781370531099994_0.9999999999999998|MNXR111220_0.6640435945015707_0.9999999999999998|MNXR144966_0.6640435945015707_0.9999999999999998|MNXR144967_0.6640435945015707_0.9999999999999998|MNXR144969_0.6640435945015707_0.9999999999999998|MNXR150329_0.6640435945015707_0.9999999999999998|MNXR150330_0.6640435945015707_0.9999999999999998|MNXR173530_0.6640435945015707_0.9999999999999998|MNXR182504_0.6526721803706103_0.9999999999999998|MNXR144968_0.6272637294443385_0.9999999999999998|MNXR100066_0.6342057748460911_0.9427670709940762|MNXR144009_0.6342057748460911_0.9427670709940762|MNXR172872_0.6342057748460911_0.9427670709940762|MNXR179972_0.6342057748460911_0.9427670709940762|MNXR194765_0.5694951135171303_0.9999999999999998,1.8.1.4,3.0,0.0,1.00000,1.000000,1,1.000000,53.4,23.4,10.2,16.6,48755.19,5.7575,38.166,*CC(=O)C(CCCCNC(=O)CCCC[C@H]1CCSS1)N*.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>*CC(=O)[C@H](CCCCNC(=O)CCCCC(S)CCS)[NH2+]*.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[*]CC(=O)[C@H](CCCCNC(=O)CCCCC(S)CCS)[NH2+][*]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[*]CC(=O)C(CCCCNC(=O)CCCC[C@H]1CCSS1)N[*]
42,82.700000,O84561,Dihydrolipoyl dehydrogenase,Chlamydia trachomatis (strain D/UW-3/Cx) OX=272561,17.0,MNXR182431,MNXR176990_0.900907514138089_0.9999999999999998|MNXR176991_0.900907514138089_0.9999999999999998|MNXR182427_0.900907514138089_0.9999999999999998|MNXR182429_0.900907514138089_0.9999999999999998|MNXR122011_0.89905334856281_0.9999999999999998|MNXR115001_0.8133918153992246_0.9999999999999998|MNXR122405_0.8133918153992246_0.9999999999999998|MNXR182403_0.7873571442442576_0.9999999999999998|MNXR182430_0.7873571442442576_0.9999999999999998|MNXR173981_0.7781370531099994_0.9999999999999998|MNXR111220_0.6640435945015707_0.9999999999999998|MNXR144966_0.6640435945015707_0.9999999999999998|MNXR144967_0.6640435945015707_0.9999999999999998|MNXR144969_0.6640435945015707_0.9999999999999998|MNXR150329_0.6640435945015707_0.9999999999999998|MNXR150330_0.6640435945015707_0.9999999999999998|MNXR173530_0.6640435945015707_0.9999999999999998|MNXR182504_0.6526721803706103_0.9999999999999998|MNXR144968_0.6272637294443385_0.9999999999999998|MNXR100066_0.6342057748460911_0.9427670709940762|MNXR144009_0.6342057748460911_0.9427670709940762|MNXR172872_0.6342057748460911_0.9427670709940762|MNXR179972_0.6342057748460911_0.9427670709940762|MNXR194765_0.5694951135171303_0.9999999999999998,1.8.1.4,3.0,0.0,1.00000,1.000000,1,1.000000,33.4,29.6,15.6,24.9,49490.96,6.7890,41.075,*CC(=O)C(CCCCNC(=O)CCCC[C@H]1CCSS1)N*.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>*CC(=O)[C@H](CCCCNC(=O)CCCCC(S)CCS)[NH2+]*.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[*]CC(=O)[C@H](CCCCNC(=O)CCCCC(S)CCS)[NH2+][*]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[*]CC(=O)C(CCCCNC(=O)CCCC[C@H]1CCSS1)N[*]
43,82.700000,Q9PJI3,Dihydrolipoyl dehydrogenase,Chlamydia muridarum (strain MoPn / Nigg) OX=243161,17.0,MNXR182431,MNXR176990_0.900907514138089_0.9999999999999998|MNXR176991_0.900907514138089_0.9999999999999998|MNXR182427_0.900907514138089_0.9999999999999998|MNXR182429_0.900907514138089_0.9999999999999998|MNXR122011_0.89905334856281_0.9999999999999998|MNXR115001_0.8133918153992246_0.9999999999999998|MNXR122405_0.8133918153992246_0.9999999999999998|MNXR182403_0.7873571442442576_0.9999999999999998|MNXR182430_0.7873571442442576_0.9999999999999998|MNXR173981_0.7781370531099994_0.9999999999999998|MNXR111220_0.6640435945015707_0.9999999999999998|MNXR144966_0.6640435945015707_0.9999999999999998|MNXR144967_0.6640435945015707_0.9999999999999998|MNXR144969_0.6640435945015707_0.9999999999999998|MNXR150329_0.6640435945015707_0.9999999999999998|MNXR150330_0.6640435945015707_0.9999999999999998|MNXR173530_0.6640435945015707_0.9999999999999998|MNXR182504_0.6526721803706103_0.9999999999999998|MNXR144968_0.6272637294443385_0.9999999999999998|MNXR100066_0.6342057748460911_0.9427670709940762|MNXR144009_0.6342057748460911_0.9427670709940762|MNXR172872_0.6342057748460911_0.9427670709940762|MNXR179972_0.6342057748460911_0.9427670709940762|MNXR194765_0.5694951135171303_0.9999999999999998,1.8.1.4,3.0,0.0,1.00000,1.000000,1,1.000000,30.5,29.6,18.9,24.5,49561.94,6.6454,41.720,*CC(=O)C(CCCCNC(=O)CCCC[C@H]1CCSS1)N*.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>*CC(=O)[C@H](CCCCNC(=O)CCCCC(S)CCS)[NH2+]*.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[*]CC(=O)[C@H](CCCCNC(=O)CCCCC(S)CCS)[NH2+][*]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[*]CC(=O)C(CCCCNC(=O)CCCC[C@H]1CCSS1)N[*]
44,81.900000,Q04829,Dihydrolipoyl dehydrogenase,Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) OX=309800,18.0,MNXR182431,MNXR176990_0.900907514138089_0.9999999999999998|MNXR176991_0.900907514138089_0.9999999999999998|MNXR182427_0.900907514138089_0.9999999999999998|MNXR182429_0.900907514138089_0.9999999999999998|MNXR122011_0.89905334856281_0.9999999999999998|MNXR115001_0.8133918153992246_0.9999999999999998|MNXR122405_0.8133918153992246_0.9999999999999998|MNXR182403_0.7873571442442576_0.9999999999999998|MNXR182430_0.7873571442442576_0.9999999999999998|MNXR173981_0.7781370531099994_0.9999999999999998|MNXR111220_0.6640435945015707_0.9999999999999998|MNXR144966_0.6640435945015707_0.9999999999999998|MNXR144967_0.6640435945015707_0.9999999999999998|MNXR144969_0.6640435945015707_0.9999999999999998|MNXR150329_0.6640435945015707_0.9999999999999998|MNXR150330_0.6640435945015707_0.9999999999999998|MNXR173530_0.6640435945015707_0.9999999999999998|MNXR182504_0.6526721803706103_0.9999999999999998|MNXR144968_0.6272637294443385_0.9999999999999998|MNXR100066_0.6342057748460911_0.9427670709940762|MNXR144009_0.6342057748460911_0.9427670709940762|MNXR172872_0.6342057748460911_0.9427670709940762|MNXR179972_0.6342057748460911_0.9427670709940762|MNXR194765_0.5694951135171303_0.9999999999999998,1.8.1.4,1.0,0.0,1.00000,1.000000,1,1.000000,51.0,22.4,9.4,20.7,49973.66,4.0305,41.895,*CC(=O)C(CCCCNC(=O)CCCC[C@H]1CCSS1)N*.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>*CC(=O)[C@H](CCCCNC(=O)CCCCC(S)CCS)[NH2+]*.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[*]CC(=O)[C@H](CCCCNC(=O)CCCCC(S)CCS)[NH2+][*]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[*]CC(=O)C(CCCCNC(=O)CCCC[C@H]1CCSS1)N[*]
45,81.900000,P72740,Dihydrolipoyl dehydrogenase,Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708,18.0,MNXR182431,MNXR176990_0.900907514138089_0.9999999999999998|MNXR176991_0.900907514138089_0.9999999999999998|MNXR182427_0.900907514138089_0.9999999999999998|MNXR182429_0.900907514138089_0.9999999999999998|MNXR122011_0.89905334856281_0.9999999999999998|MNXR115001_0.8133918153992246_0.9999999999999998|MNXR122405_0.8133918153992246_0.9999999999999998|MNXR182403_0.7873571442442576_0.9999999999999998|MNXR182430_0.7873571442442576_0.9999999999999998|MNXR173981_0.7781370531099994_0.9999999999999998|MNXR111220_0.6640435945015707_0.9999999999999998|MNXR144966_0.6640435945015707_0.9999999999999998|MNXR144967_0.6640435945015707_0.9999999999999998|MNXR144969_0.6640435945015707_0.9999999999999998|MNXR150329_0.6640435945015707_0.9999999999999998|MNXR150330_0.6640435945015707_0.9999999999999998|MNXR173530_0.6640435945015707_0.9999999999999998|MNXR182504_0.6526721803706103_0.9999999999999998|MNXR144968_0.6272637294443385_0.9999999999999998|MNXR100066_0.6342057748460911_0.9427670709940762|MNXR144009_0.6342057748460911_0.9427670709940762|MNXR172872_0.6342057748460911_0.9427670709940762|MNXR179972_0.6342057748460911_0.9427670709940762|MNXR194765_0.5694951135171303_0.9999999999999998,1.8.1.4,1.0,0.0,1.00000,1.000000,1,1.000000,52.8,20.7,11.4,18.6,50832.24,5.2442,43.249,*CC(=O)C(CCCCNC(=O)CCCC[C@H]1CCSS1)N*.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>*CC(=O)[C@H](CCCCNC(=O)CCCCC(S)CCS)[NH2+]*.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[*]CC(=O)[C@H](CCCCNC(=O)CCCCC(S)CCS)[NH2+][*]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[*]CC(=O)C(CCCCNC(=O)CCCC[C@H]1CCSS1)N[*]
46,81.700000,Q54EW8,Dihydrolipoyl dehydrogenase; mitochondrial,Dictyostelium discoideum OX=44689,18.0,MNXR182431,MNXR176990_0.900907514138089_0.9999999999999998|MNXR176991_0.900907514138089_0.9999999999999998|MNXR182427_0.900907514138089_0.9999999999999998|MNXR182429_0.900907514138089_0.9999999999999998|MNXR122011_0.89905334856281_0.9999999999999998|MNXR115001_0.8133918153992246_0.9999999999999998|MNXR122405_0.8133918153992246_0.9999999999999998|MNXR182403_0.7873571442442576_0.9999999999999998|MNXR182430_0.7873571442442576_0.9999999999999998|MNXR173981_0.7781370531099994_0.9999999999999998|MNXR111220_0.6640435945015707_0.9999999999999998|MNXR144966_0.6640435945015707_0.9999999999999998|MNXR144967_0.6640435945015707_0.9999999999999998|MNXR144969_0.6640435945015707_0.9999999999999998|MNXR150329_0.6640435945015707_0.9999999999999998|MNXR150330_0.6640435945015707_0.9999999999999998|MNXR173530_0.6640435945015707_0.9999999999999998|MNXR182504_0.6526721803706103_0.9999999999999998|MNXR144968_0.6272637294443385_0.9999999999999998|MNXR100066_0.6342057748460911_0.9427670709940762|MNXR144009_0.6342057748460911_0.9427670709940762|MNXR172872_0.6342057748460911_0.9427670709940762|MNXR179972_0.6342057748460911_0.9427670709940762|MNXR194765_0.5694951135171303_0.9999999999999998,1.8.1.4,3.0,0.0,1.00000,1.000000,1,1.000000,42.4,26.5,11.9,22.7,51794.29,7.3576,44.467,*CC(=O)C(CCCCNC(=O)CCCC[C@H]1CCSS1)N*.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>*CC(=O)[C@H](CCCCNC(=O)CCCCC(S)CCS)[NH2+]*.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[*]CC(=O)[C@H](CCCCNC(=O)CCCCC(S)CCS)[NH2+][*]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[*]CC(=O)C(CCCCNC(=O)CCCC[C@H]1CCSS1)N[*]
47,81.700000,P54533,Dihydrolipoyl dehydrogenase,Bacillus subtilis (strain 168) OX=224308,18.0,MNXR182431,MNXR176990_0.900907514138089_0.9999999999999998|MNXR176991_0.900907514138089_0.9999999999999998|MNXR182427_0.900907514138089_0.9999999999999998|MNXR182429_0.900907514138089_0.9999999999999998|MNXR122011_0.89905334856281_0.9999999999999998|MNXR115001_0.8133918153992246_0.9999999999999998|MNXR122405_0.8133918153992246_0.9999999999999998|MNXR182403_0.7873571442442576_0.9999999999999998|MNXR182430_0.7873571442442576_0.9999999999999998|MNXR173981_0.7781370531099994_0.9999999999999998|MNXR111220_0.6640435945015707_0.9999999999999998|MNXR144966_0.6640435945015707_0.9999999999999998|MNXR144967_0.6640435945015707_0.9999999999999998|MNXR144969_0.6640435945015707_0.9999999999999998|MNXR150329_0.6640435945015707_0.9999999999999998|MNXR150330_0.6640435945015707_0.9999999999999998|MNXR173530_0.6640435945015707_0.9999999999999998|MNXR182504_0.6526721803706103_0.9999999999999998|MNXR144968_0.6272637294443385_0.9999999999999998|MNXR100066_0.6342057748460911_0.9427670709940762|MNXR144009_0.6342057748460911_0.9427670709940762|MNXR172872_0.6342057748460911_0.9427670709940762|MNXR179972_0.6342057748460911_0.9427670709940762|MNXR194765_0.5694951135171303_0.9999999999999998,1.8.1.4,3.0,0.0,1.00000,1.000000,1,1.000000,52.0,24.7,10.3,16.6,50435.79,4.9166,42.405,*CC(=O)C(CCCCNC(=O)CCCC[C@H]1CCSS1)N*.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>*CC(=O)[C@H](CCCCNC(=O)CCCCC(S)CCS)[NH2+]*.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[*]CC(=O)[C@H](CCCCNC(=O)CCCCC(S)CCS)[NH2+][*]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[*]CC(=O)C(CCCCNC(=O)CCCC[C@H]1CCSS1)N[*]
