,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
21,58.95288,Q4QN73,Histidinol-phosphate aminotransferase 1,Haemophilus influenzae (strain 86-028NP) OX=281310,11.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.62162,0.783438,-1,0.70253,39.9,32.4,15.5,17.0,38890.89,6.0504,42.898,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-]>>O=C([O-])C(=O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
22,58.95288,Q1IE97,Histidinol-phosphate aminotransferase,Pseudomonas entomophila (strain L48) OX=384676,11.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.62162,0.783438,-1,0.70253,38.9,26.2,19.9,19.9,38648.92,4.7329,41.092,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-]>>O=C([O-])C(=O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
23,58.95288,Q3JEN8,Histidinol-phosphate aminotransferase 1,Nitrosococcus oceani (strain ATCC 19707 / BCRC 17464 / JCM 30415 / NCIMB 11848 / C-107) OX=323261,11.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.62162,0.783438,-1,0.70253,41.8,28.2,15.5,18.9,40624.44,5.9984,38.649,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-]>>O=C([O-])C(=O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
24,58.95288,P54689,Branched-chain-amino-acid aminotransferase,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421,11.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.62162,0.783438,-1,0.70253,34.9,22.6,22.9,24.5,37900.06,5.8465,42.566,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-]>>O=C([O-])C(=O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
25,58.95288,B5FDA0,Histidinol-phosphate aminotransferase,Aliivibrio fischeri (strain MJ11) OX=388396,11.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.62162,0.783438,-1,0.70253,52.7,24.2,13.9,13.9,38412.26,4.6622,40.173,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-]>>O=C([O-])C(=O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
26,58.95288,A5UA19,Histidinol-phosphate aminotransferase,Haemophilus influenzae (strain PittEE) OX=374930,11.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.62162,0.783438,-1,0.70253,39.0,33.6,16.4,15.8,38903.97,6.6586,42.898,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-]>>O=C([O-])C(=O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
27,58.95288,Q5WX92,Histidinol-phosphate aminotransferase 1,Legionella pneumophila (strain Lens) OX=297245,11.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.62162,0.783438,-1,0.70253,29.3,32.5,22.1,20.7,41282.36,6.5205,45.055,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-]>>O=C([O-])C(=O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
28,58.95288,Q3J7H2,Histidinol-phosphate aminotransferase 2,Nitrosococcus oceani (strain ATCC 19707 / BCRC 17464 / JCM 30415 / NCIMB 11848 / C-107) OX=323261,11.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.62162,0.783438,-1,0.70253,46.5,25.6,11.3,21.2,40217.70,5.8763,39.722,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-]>>O=C([O-])C(=O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
29,58.95288,Q5X5X0,Histidinol-phosphate aminotransferase 1,Legionella pneumophila (strain Paris) OX=297246,11.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.62162,0.783438,-1,0.70253,26.4,36.8,19.3,22.1,41331.35,6.5197,45.330,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-]>>O=C([O-])C(=O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
30,58.95288,Q5E637,Histidinol-phosphate aminotransferase,Aliivibrio fischeri (strain ATCC 700601 / ES114) OX=312309,11.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.62162,0.783438,-1,0.70253,49.1,25.5,15.8,14.5,38435.34,4.7182,40.173,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-]>>O=C([O-])C(=O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
