,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
11,46.725511,B7N8H0,Esterase FrsA,Escherichia coli O17:K52:H18 (strain UMN026 / ExPEC) OX=585056,3.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,29.1,27.9,23.4,23.6,47036.82,6.9492,43.237,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
12,46.725511,B7L3Z1,Esterase FrsA,Escherichia coli (strain 55989 / EAEC) OX=585055,3.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,29.1,27.6,23.4,23.9,47022.79,6.9492,43.237,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
13,46.725511,A7ZWK2,Esterase FrsA,Escherichia coli O9:H4 (strain HS) OX=331112,3.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,28.1,27.9,23.9,24.1,46964.76,7.1328,42.995,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
14,45.725511,B7UJC7,Esterase FrsA,Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521,4.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,29.4,27.6,23.1,23.9,47011.81,6.9492,43.237,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
15,44.725511,B7LNG1,Esterase FrsA,Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CCUG 18766 / IAM 14443 / JCM 21226 / LMG 7866 / NBRC 102419 / NCTC 12128 / CDC 0568-73) OX=585054,5.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,29.9,26.9,23.6,23.6,46935.76,7.8930,43.478,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
16,43.725511,Q83M81,Esterase FrsA,Shigella flexneri OX=623,6.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,27.1,27.9,24.6,24.4,46994.78,7.1328,43.237,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
17,42.725511,Q325P7,Esterase FrsA,Shigella boydii serotype 4 (strain Sb227) OX=300268,7.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,27.4,28.1,24.4,24.1,46992.81,7.1328,42.995,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
18,42.725511,A4W6X1,Esterase FrsA,Enterobacter sp. (strain 638) OX=399742,7.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,31.9,24.6,20.9,26.6,46823.54,6.9070,43.961,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
19,42.725511,Q32J22,Esterase FrsA,Shigella dysenteriae serotype 1 (strain Sd197) OX=300267,7.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,30.2,27.1,23.1,23.6,46989.76,6.8386,42.995,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
20,42.725511,A8AKP9,Esterase FrsA,Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696) OX=290338,7.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,29.6,26.9,21.9,25.6,46945.72,8.2243,44.444,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
21,41.925511,Q52NW7,Pyrethroid hydrolase,Klebsiella sp. OX=576,8.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,42.5,20.8,23.0,16.3,73426.69,8.4699,51.491,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
22,41.725511,A9MNR8,Esterase FrsA,Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980) OX=41514,8.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,33.9,26.4,20.4,23.4,47066.77,7.3727,43.961,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
23,41.725511,B5Y1D9,Esterase FrsA,Klebsiella pneumoniae (strain 342) OX=507522,8.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,32.2,25.9,19.3,26.6,46903.46,6.9673,43.478,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
24,40.725511,A9MY08,Esterase FrsA,Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7) OX=1016998,9.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,31.7,26.6,21.1,24.6,47159.86,7.3406,43.961,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
25,40.725511,Q57ST6,Esterase FrsA,Salmonella choleraesuis (strain SC-B67) OX=321314,9.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,31.7,26.6,21.1,24.6,47159.86,7.3406,43.961,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
26,40.725511,B5R4S2,Esterase FrsA,Salmonella enteritidis PT4 (strain P125109) OX=550537,9.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,31.4,26.9,21.1,24.6,47173.88,7.3406,43.961,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
27,40.725511,A6T533,Esterase FrsA,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) OX=272620,9.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,31.9,25.4,18.8,27.9,46931.51,6.9673,43.478,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
28,40.725511,B5EWK1,Esterase FrsA,Salmonella agona (strain SL483) OX=454166,9.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,31.7,26.6,20.9,24.9,47140.81,7.1416,43.961,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
29,40.725511,B5BDQ1,Esterase FrsA,Salmonella paratyphi A (strain AKU_12601) OX=554290,9.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,31.7,26.6,20.9,24.9,47140.81,7.1416,43.961,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
30,40.725511,B4T7Q1,Esterase FrsA,Salmonella heidelberg (strain SL476) OX=454169,9.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,31.7,26.6,21.1,24.6,47159.86,7.3406,43.961,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
31,40.725511,B4TZ86,Esterase FrsA,Salmonella schwarzengrund (strain CVM19633) OX=439843,9.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,31.7,26.6,20.9,24.9,47140.81,7.1416,43.961,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
32,40.725511,A8GAD1,Esterase FrsA,Serratia proteamaculans (strain 568) OX=399741,9.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,34.3,23.6,22.1,24.1,47130.08,7.0747,44.337,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
33,40.725511,B4SVW0,Esterase FrsA,Salmonella newport (strain SL254) OX=423368,9.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,31.7,26.6,21.1,24.6,47159.86,7.3406,43.961,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
34,40.725511,B5R5R5,Esterase FrsA,Salmonella gallinarum (strain 287/91 / NCTC 13346) OX=550538,9.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,31.7,26.6,20.9,24.9,47140.81,7.1416,43.961,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
35,40.725511,B5FJX0,Esterase FrsA,Salmonella dublin (strain CT_02021853) OX=439851,9.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,31.4,26.9,21.1,24.6,47173.88,7.3406,43.961,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
36,40.725511,P37722,Esterase FrsA,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287,9.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,31.7,26.6,21.1,24.6,47159.86,7.3406,43.961,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
37,39.725511,Q1CLC9,Esterase FrsA,Yersinia pestis bv. Antiqua (strain Nepal516) OX=377628,10.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,30.6,26.3,22.3,24.8,47006.55,6.3927,45.783,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
38,39.725511,A7FLI4,Esterase FrsA,Yersinia pseudotuberculosis serotype O:1b (strain IP 31758) OX=349747,10.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,30.6,26.3,22.3,24.8,47006.55,6.3927,45.783,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
39,39.725511,A9R2X3,Esterase FrsA,Yersinia pestis bv. Antiqua (strain Angola) OX=349746,10.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,30.6,26.3,22.3,24.8,47006.55,6.3927,45.783,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
40,39.725511,B2K659,Esterase FrsA,Yersinia pseudotuberculosis serotype IB (strain PB1/+) OX=502801,10.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,30.6,26.3,22.3,24.8,47006.55,6.3927,45.783,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
41,39.725511,A1JNX9,Esterase FrsA,Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081) OX=393305,10.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,36.3,26.6,18.5,22.6,46920.60,6.5073,44.578,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
42,39.725511,C6DCX9,Esterase FrsA,Pectobacterium carotovorum subsp. carotovorum (strain PC1) OX=561230,10.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,27.8,26.8,25.2,24.2,46920.37,7.0034,44.952,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
43,39.725511,A4TPK3,Esterase FrsA,Yersinia pestis (strain Pestoides F) OX=386656,10.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,30.6,26.3,22.3,24.8,47006.55,6.3927,45.783,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
44,39.725511,Q1C4E4,Esterase FrsA,Yersinia pestis bv. Antiqua (strain Antiqua) OX=360102,10.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,30.6,26.3,22.3,24.8,47006.55,6.3927,45.783,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
45,39.725511,Q7N7B3,Esterase FrsA,Photorhabdus laumondii subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01) OX=243265,10.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,34.8,22.6,23.8,22.8,47771.94,8.9559,45.783,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
46,38.925511,Q8DF91,Esterase FrsA,Vibrio vulnificus (strain CMCP6) OX=216895,11.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,47.1,24.6,15.3,17.0,47012.94,8.5368,47.952,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
47,38.725511,Q7MN61,Esterase FrsA,Vibrio vulnificus (strain YJ016) OX=196600,11.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,47.1,24.6,15.3,17.0,47012.94,8.5368,47.952,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
