,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
1,91.176856,P0AEZ1,5;10-methylenetetrahydrofolate reductase,Escherichia coli (strain K12) OX=83333,1.0,MNXR134078,-,1.1.1;1.1.1.10;1.1.1.153;1.1.1.184;1.1.1.188;1.1.1.213;1.1.1.50;1.5.1.20;1.6.5.12;1.6.5.2;1.8.1.15;1.8.1.9,1.0,0.0,0.8463,0.999237,1,0.922766,46.4,19.3,16.8,23.2,33102.73,6.4052,45.946,CC1=CC(=O)c2ccccc2C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC1=CC(=O)c2ccccc2C1=O.[H+]
51,82.976856,C0Q4M9,Glutathione-regulated potassium-efflux system ancillary protein KefF,Salmonella paratyphi C (strain RKS4594) OX=476213,9.0,MNXR134078,-,1.1.1;1.1.1.10;1.1.1.153;1.1.1.184;1.1.1.188;1.1.1.213;1.1.1.50;1.5.1.20;1.6.5.12;1.6.5.2;1.8.1.15;1.8.1.9,3.0,0.0,0.8463,0.999237,1,0.922766,-,-,-,-,20044.96,7.0420,40.341,CC1=CC(=O)c2ccccc2C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC1=CC(=O)c2ccccc2C1=O.[H+]
52,82.976856,B4TSN0,NAD(P)H dehydrogenase (quinone),Salmonella schwarzengrund (strain CVM19633) OX=439843,9.0,MNXR134078,-,1.1.1;1.1.1.10;1.1.1.153;1.1.1.184;1.1.1.188;1.1.1.213;1.1.1.50;1.5.1.20;1.6.5.12;1.6.5.2;1.8.1.15;1.8.1.9,3.0,0.0,0.8463,0.999237,1,0.922766,-,-,-,-,20851.61,6.1028,39.394,CC1=CC(=O)c2ccccc2C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC1=CC(=O)c2ccccc2C1=O.[H+]
53,82.976856,B5FR47,NAD(P)H dehydrogenase (quinone),Salmonella dublin (strain CT_02021853) OX=439851,9.0,MNXR134078,-,1.1.1;1.1.1.10;1.1.1.153;1.1.1.184;1.1.1.188;1.1.1.213;1.1.1.50;1.5.1.20;1.6.5.12;1.6.5.2;1.8.1.15;1.8.1.9,3.0,0.0,0.8463,0.999237,1,0.922766,-,-,-,-,20851.61,6.1028,39.394,CC1=CC(=O)c2ccccc2C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC1=CC(=O)c2ccccc2C1=O.[H+]
54,82.976856,B4TKN3,Glutathione-regulated potassium-efflux system ancillary protein KefG,Salmonella heidelberg (strain SL476) OX=454169,9.0,MNXR134078,-,1.1.1;1.1.1.10;1.1.1.153;1.1.1.184;1.1.1.188;1.1.1.213;1.1.1.50;1.5.1.20;1.6.5.12;1.6.5.2;1.8.1.15;1.8.1.9,3.0,0.0,0.8463,0.999237,1,0.922766,-,-,-,-,20926.92,8.2048,39.891,CC1=CC(=O)c2ccccc2C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC1=CC(=O)c2ccccc2C1=O.[H+]
55,82.976856,Q57TH5,Glutathione-regulated potassium-efflux system ancillary protein KefF,Salmonella choleraesuis (strain SC-B67) OX=321314,9.0,MNXR134078,-,1.1.1;1.1.1.10;1.1.1.153;1.1.1.184;1.1.1.188;1.1.1.213;1.1.1.50;1.5.1.20;1.6.5.12;1.6.5.2;1.8.1.15;1.8.1.9,3.0,0.0,0.8463,0.999237,1,0.922766,-,-,-,-,20044.96,7.0420,40.341,CC1=CC(=O)c2ccccc2C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC1=CC(=O)c2ccccc2C1=O.[H+]
56,82.976856,B5FJN2,Glutathione-regulated potassium-efflux system ancillary protein KefG,Salmonella dublin (strain CT_02021853) OX=439851,9.0,MNXR134078,-,1.1.1;1.1.1.10;1.1.1.153;1.1.1.184;1.1.1.188;1.1.1.213;1.1.1.50;1.5.1.20;1.6.5.12;1.6.5.2;1.8.1.15;1.8.1.9,3.0,0.0,0.8463,0.999237,1,0.922766,34.7,29.3,22.2,23.4,20926.92,8.2048,39.891,CC1=CC(=O)c2ccccc2C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC1=CC(=O)c2ccccc2C1=O.[H+]
57,82.976856,A9N6R4,NAD(P)H dehydrogenase (quinone),Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7) OX=1016998,9.0,MNXR134078,-,1.1.1;1.1.1.10;1.1.1.153;1.1.1.184;1.1.1.188;1.1.1.213;1.1.1.50;1.5.1.20;1.6.5.12;1.6.5.2;1.8.1.15;1.8.1.9,3.0,0.0,0.8463,0.999237,1,0.922766,33.5,29.1,13.2,33.0,20860.62,6.3515,39.394,CC1=CC(=O)c2ccccc2C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC1=CC(=O)c2ccccc2C1=O.[H+]
58,82.176856,Q66BP3,NAD(P)H dehydrogenase (quinone),Yersinia pseudotuberculosis serotype I (strain IP32953) OX=273123,10.0,MNXR134078,-,1.1.1;1.1.1.10;1.1.1.153;1.1.1.184;1.1.1.188;1.1.1.213;1.1.1.50;1.5.1.20;1.6.5.12;1.6.5.2;1.8.1.15;1.8.1.9,1.0,0.0,0.8463,0.999237,1,0.922766,-,-,-,-,20807.57,8.7889,40.201,CC1=CC(=O)c2ccccc2C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC1=CC(=O)c2ccccc2C1=O.[H+]
59,81.976856,A9R474,Glutathione-regulated potassium-efflux system ancillary protein KefG,Yersinia pestis bv. Antiqua (strain Angola) OX=349746,10.0,MNXR134078,-,1.1.1;1.1.1.10;1.1.1.153;1.1.1.184;1.1.1.188;1.1.1.213;1.1.1.50;1.5.1.20;1.6.5.12;1.6.5.2;1.8.1.15;1.8.1.9,3.0,0.0,0.8463,0.999237,1,0.922766,-,-,-,-,21331.55,7.4697,42.077,CC1=CC(=O)c2ccccc2C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC1=CC(=O)c2ccccc2C1=O.[H+]
60,81.976856,C6DG98,Glutathione-regulated potassium-efflux system ancillary protein KefG,Pectobacterium carotovorum subsp. carotovorum (strain PC1) OX=561230,10.0,MNXR134078,-,1.1.1;1.1.1.10;1.1.1.153;1.1.1.184;1.1.1.188;1.1.1.213;1.1.1.50;1.5.1.20;1.6.5.12;1.6.5.2;1.8.1.15;1.8.1.9,3.0,0.0,0.8463,0.999237,1,0.922766,-,-,-,-,21276.24,6.3387,41.530,CC1=CC(=O)c2ccccc2C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC1=CC(=O)c2ccccc2C1=O.[H+]
61,81.976856,A9R7R8,NAD(P)H dehydrogenase (quinone),Yersinia pestis bv. Antiqua (strain Angola) OX=349746,10.0,MNXR134078,-,1.1.1;1.1.1.10;1.1.1.153;1.1.1.184;1.1.1.188;1.1.1.213;1.1.1.50;1.5.1.20;1.6.5.12;1.6.5.2;1.8.1.15;1.8.1.9,3.0,0.0,0.8463,0.999237,1,0.922766,-,-,-,-,20807.57,8.7889,40.201,CC1=CC(=O)c2ccccc2C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC1=CC(=O)c2ccccc2C1=O.[H+]
62,81.976856,B1JIU3,Glutathione-regulated potassium-efflux system ancillary protein KefG,Yersinia pseudotuberculosis serotype O:3 (strain YPIII) OX=502800,10.0,MNXR134078,-,1.1.1;1.1.1.10;1.1.1.153;1.1.1.184;1.1.1.188;1.1.1.213;1.1.1.50;1.5.1.20;1.6.5.12;1.6.5.2;1.8.1.15;1.8.1.9,3.0,0.0,0.8463,0.999237,1,0.922766,-,-,-,-,21200.35,7.4697,42.308,CC1=CC(=O)c2ccccc2C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC1=CC(=O)c2ccccc2C1=O.[H+]
63,81.976856,Q1C8L9,NAD(P)H dehydrogenase (quinone),Yersinia pestis bv. Antiqua (strain Antiqua) OX=360102,10.0,MNXR134078,-,1.1.1;1.1.1.10;1.1.1.153;1.1.1.184;1.1.1.188;1.1.1.213;1.1.1.50;1.5.1.20;1.6.5.12;1.6.5.2;1.8.1.15;1.8.1.9,3.0,0.0,0.8463,0.999237,1,0.922766,-,-,-,-,20807.57,8.7889,40.201,CC1=CC(=O)c2ccccc2C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC1=CC(=O)c2ccccc2C1=O.[H+]
64,81.976856,B1JNA9,NAD(P)H dehydrogenase (quinone),Yersinia pseudotuberculosis serotype O:3 (strain YPIII) OX=502800,10.0,MNXR134078,-,1.1.1;1.1.1.10;1.1.1.153;1.1.1.184;1.1.1.188;1.1.1.213;1.1.1.50;1.5.1.20;1.6.5.12;1.6.5.2;1.8.1.15;1.8.1.9,3.0,0.0,0.8463,0.999237,1,0.922766,-,-,-,-,20807.57,8.7889,40.201,CC1=CC(=O)c2ccccc2C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC1=CC(=O)c2ccccc2C1=O.[H+]
65,80.976856,P39916,Thioredoxin reductase,Coxiella burnetii (strain RSA 493 / Nine Mile phase I) OX=227377,11.0,MNXR134078,-,1.1.1;1.1.1.10;1.1.1.153;1.1.1.184;1.1.1.188;1.1.1.213;1.1.1.50;1.5.1.20;1.6.5.12;1.6.5.2;1.8.1.15;1.8.1.9,3.0,0.0,0.8463,0.999237,1,0.922766,-,-,-,-,34620.47,6.3728,43.125,CC1=CC(=O)c2ccccc2C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC1=CC(=O)c2ccccc2C1=O.[H+]
66,80.976856,Q31GW8,NAD(P)H dehydrogenase (quinone),Hydrogenovibrio crunogenus (strain DSM 25203 / XCL-2) OX=317025,11.0,MNXR134078,-,1.1.1;1.1.1.10;1.1.1.153;1.1.1.184;1.1.1.188;1.1.1.213;1.1.1.50;1.5.1.20;1.6.5.12;1.6.5.2;1.8.1.15;1.8.1.9,3.0,0.0,0.8463,0.999237,1,0.922766,-,-,-,-,21360.30,7.0408,44.279,CC1=CC(=O)c2ccccc2C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Cc1cc(O)c2ccccc2c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC1=CC(=O)c2ccccc2C1=O.[H+]
