,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
47,NaN,P06133,UDP-glucuronosyltransferase 2B4,Homo sapiens OX=9606,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,1.0,0.0,0.82645,NaN,1,0.826446,46.7,21.3,16.8,18.4,60512.51,8.7526,42.803,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
48,NaN,O60656,UDP-glucuronosyltransferase 1A9,Homo sapiens OX=9606,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,1.0,0.0,0.82645,NaN,1,0.826446,42.4,25.5,18.1,17.1,59941.00,7.9576,40.943,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
49,NaN,Q20CL6,NaN,Papio anubis,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,NaN,0.0,0.82645,NaN,1,0.826446,-,-,-,-,-,-,-,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
50,NaN,Q62452,UDP-glucuronosyltransferase 1A9,Mus musculus OX=10090,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,1.0,0.0,0.82645,NaN,1,0.826446,38.7,25.6,19.9,18.9,60008.01,8.4637,41.856,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
51,NaN,P0DTE5,UDP-glucuronosyltransferase 2A2,Homo sapiens OX=9606,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,1.0,0.0,0.82645,NaN,1,0.826446,38.3,27.5,19.8,17.5,60772.07,9.0840,41.978,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
52,NaN,Q63886,UDP-glucuronosyltransferase 1A1,Mus musculus OX=10090,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,1.0,0.0,0.82645,NaN,1,0.826446,36.6,26.6,19.5,20.4,60047.35,8.7682,41.308,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
53,NaN,A0A4Y1K7J9,NaN,Macaca fascicularis,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,NaN,0.0,0.82645,NaN,1,0.826446,-,-,-,-,-,-,-,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
54,NaN,Q64435,UDP-glucuronosyltransferase 1-6,Mus musculus OX=10090,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,1.0,0.0,0.82645,NaN,1,0.826446,35.0,27.0,21.6,19.6,60438.58,8.7725,41.055,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
55,NaN,P0DTE4,UDP-glucuronosyltransferase 2A1,Homo sapiens OX=9606,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,1.0,0.0,0.82645,NaN,1,0.826446,35.4,27.4,24.3,16.0,59963.29,9.3243,40.797,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
56,NaN,D2SMM0,NaN,Papio anubis,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,NaN,0.0,0.82645,NaN,1,0.826446,-,-,-,-,-,-,-,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
57,NaN,P36537,UDP-glucuronosyltransferase 2B10,Homo sapiens OX=9606,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,1.0,0.0,0.82645,NaN,1,0.826446,41.4,23.4,20.5,17.8,60773.95,9.3970,42.803,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
58,NaN,P16662,UDP-glucuronosyltransferase 2B7,Homo sapiens OX=9606,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,1.0,0.0,0.82645,NaN,1,0.826446,40.0,26.5,17.7,18.9,60720.62,8.4488,42.722,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
59,NaN,D2SMM3,NaN,Papio anubis,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,NaN,0.0,0.82645,NaN,1,0.826446,-,-,-,-,-,-,-,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
60,NaN,Q9GLD9,UDP-glucuronosyltransferase 2B33,Macaca mulatta OX=9544,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,1.0,0.0,0.82645,NaN,1,0.826446,40.9,26.3,18.7,17.2,60858.14,8.6390,42.344,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
61,NaN,Q20CK7,NaN,Papio anubis,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,NaN,0.0,0.82645,NaN,1,0.826446,-,-,-,-,-,-,-,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
62,NaN,O77649,UDP-glucuronosyltransferase 2B20,Macaca fascicularis OX=9541,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,1.0,0.0,0.82645,NaN,1,0.826446,44.0,20.8,21.0,17.3,61225.49,9.1550,44.340,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
63,NaN,P22309,UDP-glucuronosyltransferase 1A1,Homo sapiens OX=9606,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,1.0,0.0,0.82645,NaN,1,0.826446,40.6,24.6,16.4,21.5,59591.39,8.0885,41.463,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
64,NaN,Q20CK9,NaN,Papio anubis,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,NaN,0.0,0.82645,NaN,1,0.826446,-,-,-,-,-,-,-,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
