Reaction ID,SelenzymeRF
R07724,2.1.1.150;2.1.1.212|2.1.1.46;2.1.1.42;2.1.1.4;2.1.1.293;2.1.1.155;2.1.1.155|2.1.1.75;2.1.1.270;2.1.1.94;2.1.1.241;2.1.1.155|2.1.1.231;2.1.1.232;2.1.1.240;2.1.1.339;2.1.1.279;2.1.1.146;2.1.1.302;2.1.1.65;2.1.1.38;2.1.1.6;2.1.1.114;2.1.1.163
R01167,4.1.1.105;4.1.1.28;4.1.1.65
R00998,2.3.3.13|4.1.3.-
R03887,3.5.99.5;5.3.2.-|5.3.2.6;3.5.99.11;3.7.1.9;4.1.1.77;4.4.1.1|4.4.1.11|4.4.1.2;3.7.1.8;4.2.1.132|4.2.1.80;4.1.1.68;5.3.3.17;1.1.5.4
R05449,1.14.14.173;1.14.14.15;1.14.19.56;1.14.19.9;1.14.14.13;1.1.99.31;1.14.14.172;1.14.14.3;1.14.14.46;1.14.14.5;1.14.14.30;1.3.8.1|1.3.8.4|1.3.8.7;1.3.8.2;1.14.14.8;1.1.99.21;1.14.14.133;1.14.14.28;1.14.14.9;1.16.8.1;1.1.99.1
R03072,2.5.1.38;2.3.1.184;2.5.1.108;2.5.1.25;2.5.1.114;2.5.1.43;4.4.1.14
R07288,2.8.2.5;2.8.2.35;2.8.2.17;5.1.3.19;2.8.2.1|2.8.2.3|2.8.2.4;2.3.1.279;3.2.2.5|3.2.2.6
R03519,2.4.1.152;2.4.1|2.4.1.344;2.4.1.69;2.4.1.361;2.4.1.87;2.4.1.142;3.2.1.4
R10531,3.6.1.5;2.7.1.40;1.3.3.16|6.2.2.2
R05689,1.1.1.269;1.1.1.268;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R00394,3.1.2.18|3.1.2.19|3.1.2.20;2.8.3.8;6.2.1.4;2.7.1.40
R04099,1.1.1.-|1.1.1.393;1.6.3.2;1.6.5.4;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R02712,2.3.1.68;2.4.99.6;4.3.1.15;2.6.1.21;3.5.2.2;2.6.1.57;6.3.1.2;2.7.8.24;4.2.1.85;4.1.1.68;2.3.1.42;3.5.1.114;4.1.1.77;1.14.99.46
R12727,6.2.1.22;6.2.1.35;6.2.1.33;6.2.1.20;3.5.2.2;6.2.1.12
R08006,2.4.1.-|2.4.1.286;2.4.1.185;2.4.1.237;2.4.1.126;2.4.1.218;2.4.1.194;2.4.1.35;2.4.1.170;2.4.1.91;2.4.1|2.4.1.-|2.4.1.298;2.4.1.234;2.4.1.81;2.4.1.128;2.4.1.220;2.4.1.238|2.4.1.249;2.4.1.17;2.4.1.357;2.4.1.115;3.2.1.62;2.4.1.85
R13064,3.2.1.40;3.2.1.63;3.2.1.194;3.2.1.74;2.4.1.236;3.2.1.24;3.2.1.51;2.4.1.20;2.4.1.8;2.4.1.320;2.4.1.281;3.2.1.111;2.4.1.247;2.4.1.279;2.4.1.31;2.4.1.-|2.4.1.282;3.2.1.174;2.4.1.25
R03751,3.1.1|3.1.1.-|3.1.1.17|3.1.1.83;3.1.1.25;3.1.1.85;2.3.1.47
R11260,2.4.1.19;3.2.1.33;2.4.1.18
R12026,2.4.2.60;3.2.2.5|3.2.2.6;2.4.2.31
R12452,1.13|1.13.12.19;1.13.12.24;1.14.11.71;1.2.2.4;1.13.12.6;1.13.11.27;1.13.11.46;1.13.11.83;1.14.12.1;1.14.11.49;1.14.11.46;1.2.3.4;1.7.3.3;1.2.3.3;1.14.11.72;1.14.11.74;1.14.11.6;1.13.12.13;1.13.12.5;1.14.11|1.14.11.-|1.14.11.12;1.14.11.52;1.14.11.26;1.14.11.4;1.14.11.75;1.14.11.17;1.14.11.33;1.14.11.20;1.14.11.32;1.14.11.31;1.14.11.36;1.14.11.1
R04099,1.1.1.-|1.1.1.393;1.6.3.2;1.6.5.4;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R11508,2.1.1.332;2.1.1.333;1.16.1.8;2.1.1.100;2.1.1.98;2.1.1.314;2.1.1|2.1.1.163
R13346,1.14.14.103;2.3.1.160;1.13.11.48;1.14.14.50;1.14.13.224;1|1.1.1|1.1.1.10|1.1.1.149|1.1.1.184|1.1.1.2|1.1.1.62|1.1.1.n11;1.1.1|1.1.1.51
R04835,1.1.1.50;1.1.1.209|1.1.1.50;1.1.1.213|1.1.1.50|1.1.1.51;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.149|1.1.1.209|1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.184|1.1.1.209|1.1.1.213|1.1.1.50;1.1.1.233;1.8.1.4;2.5.1.46
R01160,2.3.1.180
R03604,3.2.1.126|3.2.1.21;3.2.1.126
R12589,2.7.1.40;2.7.4.6
R09988,1.1.1.326;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R05219,2.1.1.152;2.1.1.15;2.1.1.133;2.1.1.197;2.1.1.301;2.1.1.333;2.8.4.4
R01566,3.5.3.3;3.5.3.1;3.5.3.17|3.5.3.7;3.5.3.22;6.3.4.6;3.5.3.1|3.5.3.11;3.5.3.-|3.5.3.24;3.5.1.84;4.2.1.104
