Reaction name,SIMMER pred
R09843,2.7.7
R12165,1.14.20;1.14.11
R06934,4.1.2;3.7.1
R01437,4.1.1
R13301,2.3.1
R05296,
R02040,3.4.13;3.5.1
R10381,1.3.1
R11339,1.1.1
R00127,2.7.7
R00999,
R07293,3.1.1
R05353,1.14.12;1.1.1
R11448,1.2.1;1.1.1
R00056,2.4.2
R01966,3.2.1
R00466,1.2.3
R03407,1.3.1;1.1.1
R08905,3.6.1;2.7.1
R11946,3.5.1
R08166,
R12817,
R10975,
R09617,4.2.3
R10867,3.2.1
R12530,2.7.1
R07664,5.4.99
R04216,2.4.1
R05297,5.3.3
R08695,4.2.3
R06392,3.1.1
R06683,1.1.1
R01495,2.7.1
R06175,3.1.8;3.1.1
R01300,6.2.1;2.3.1
R04263,1.3.1;1.1.1
R01978,2.3.3;2.3.1
R11237,2.7.7
R02628,
R12087,
R10435,2.4.1
R01777,2.3.1
R06788,1.13.11
R03354,2.4.1
R05593,
R12449,6.6.1
R13388,
R03718,2.3.1
R01776,2.3.1
R10255,2.7.7
R07436,
R05700,1.14.13;1.14.12;1.1.1
R05602,4.2.1
R00519,1.14.13;1.17.1;1.1.1
R13159,2.4.2;2.4.1
R05711,1.7.1;1.5.1;1.1.1
R01459,
R00243,1.1.1
R11203,2.7.7
R12079,
R04378,2.4.2
R08523,
R07779,1.14.13;1.1.1
R11918,4.1.1
R13164,2.4.1
R12881,2.5.1
R02406,6.2.1;2.3.1
R03478,2.7.1
R08400,2.5.1;4.2.3
R04125,2.1.2
R05701,1.3.1;1.1.1
R07275,2.6.1
R13100,4.2.3
R00610,
R12853,2.7.4
R04856,3.1.1
R05377,4.1.1
R11696,1.1.1
R05222,2.7.7;3.5.1
R08973,2.1.1
R04345,5.5.1
R13127,
R01216,4.2.1
R01204,2.3.1
R09769,5.3.1;4.1.2
R02083,2.3.3;2.3.1
R08188,2.3.1
R01965,2.7.1
R09198,1.14.13;1.1.1
R03944,2.7.1
R09443,3.3.2
R09298,
R02948,4.1.1
R10098,2.4.1
R11917,4.1.1
R10542,1.14.11
R02489,4.1.1
R00697,4.3.1;5.4.3
R01051,2.7.1
R00656,
R09086,3.6.1;3.1.3
R00753,
R03504,4.1.2
R00131,3.5.1
R07939,1.14.13;1.1.1
R13266,3.5.2;3.5.1
R05267,
R03540,3.5.1
R03180,3.5.1
R08654,4.4.1
R03384,2.7.1
R01417,2.7.3;2.7.1
R00145,1.4.1;1.14.13;1.14.12;1.1.1
R09461,1.3.1;1.1.1
R06913,4.1.2
R09704,5.1.3
R10694,1.3.1
R07483,1.1.1
R01066,4.1.2
R11694,3.1.1
R09679,2.1.1
R01109,1.8.4
R01341,
R12568,2.7.7
R11190,3.5.1;3.4.19
R03270,1.11.1
R09214,5.5.1;1.13.11
R06568,2.3.1
R05291,1.14.13;1.1.1
R02284,3.5.2
R01192,2.4.1
R07399,2.3.3;2.3.1
R08575,2.2.1
R01919,5.1.3
R02664,2.7.1
R09089,2.6.1
R12237,1.14.13;1.1.1
R09718,4.2.1
R10006,4.2.3
R12004,5.5.1
R10541,2.7.3;2.7.7;2.7.1
R09265,5.5.1
R02411,2.4.1;3.2.1
R03490,2.4.1
R01504,2.7.7
R10347,3.5.3
R01225,2.1.2
R12198,2.3.1
R00328,3.6.1;3.1.3
R05282,1.14.12;1.1.1
R08446,2.1.1
R01664,3.1.3
R12561,2.3.1
R11084,3.6.1;2.7.1
R12744,2.4.1
R04881,2.1.1
R12164,3.8.1
R10056,1.14.11
R10901,3.5.1
R10113,1.1.1
R13244,3.1.3
R10782,4.2.1
R11615,1.1.1;1.2.1
R08867,2.7.7
R10892,6.3.2;2.7.1
R07894,1.1.1
R06578,2.1.1
R02203,1.5.1;1.3.1;1.1.1
R08339,5.5.1
R07060,1.1.1
R00842,1.2.1;1.1.1
R03364,3.1.3;3.2.1
R11246,2.7.7
R00644,
R03776,1.3.1
R05313,1.3.1;1.1.1
R08240,1.1.1
R13186,1.3.1;1.5.1
R02426,4.2.1;4.1.1
R11045,2.1.1
R01326,2.7.1
R07710,1.14.19;1.1.1
R10441,2.7.7;2.4.1
R09256,2.3.1
R05449,3.5.4
R04322,2.4.1
R04221,1.4.3
R08960,1.1.1
R08999,1.14.19;1.1.1
R10491,2.1.1
R07515,
R05086,3.1.4;3.1.3
R13273,1.5.1;1.3.1;1.1.1
R02136,2.7.1
R02769,2.5.1
R08142,
R04510,5.4.99;5.5.1
R00483,3.6.1;2.7.1
R02349,1.3.1;1.1.1
R02094,2.7.4;2.7.1
R12261,4.2.3
R04930,4.4.1
R02231,1.14.13;1.1.1
R05317,
R00491,5.1.3
R05078,5.3.3;4.2.1
R01899,1.3.1;1.1.1
R11286,5.1.3
R00230,2.3.1
R08896,3.2.1
R03910,2.3.1
R10819,5.1.3
R11150,1.14.12;1.1.1
R13043,
R06385,1.1.1
R11888,2.7.7
R10443,3.6.1
R09036,2.3.1
R08512,
R01344,4.1.2
R05735,3.6.1;2.7.1
R08083,1.3.1;1.1.1
R09376,1.1.1
R00182,3.2.2
R01786,2.7.1
R13228,4.2.3
R04630,2.4.1
R08676,2.4.1
R11095,
R03856,1.3.1
R00008,4.1.3;4.2.1
R07405,5.4.99;3.5.4
R11326,4.2.3
R04455,
R02620,1.2.1
R02832,1.1.1
R04819,1.1.1
R08121,3.1.1
R12950,1.3.1
R02427,3.1.1
R10770,2.3.1
R05746,1.14.13;1.17.1;1.1.1
R01519,3.1.1
R02297,2.4.2
R12018,1.14.13;1.1.1
R03254,2.5.1
R03369,1.14.13;1.1.1
R08190,2.3.1
R09563,1.20.4;1.11.1
R02471,1.2.1;1.1.1
R13124,3.2.1
R11207,6.3.1;6.3.2
R00529,2.7.7
R00278,1.4.3
R02107,3.5.1
R07940,
R11876,1.2.1;1.1.1
R12506,3.5.3
R11530,2.4.1
R08603,
R04906,3.4.13
R04789,1.14.13;1.1.1
R10412,1.1.1
R13346,5.5.1
R09765,2.4.1
