Reaction ID,BridgIT
R11243,1.1.1.301;1.2.1.72;2.3.1.85;1.3.1.20;1.17.1.4;5.3.3.1;4.1.1.104;1.1.3.39;5.4.99.3;1.1.99.18;1.4.3.5;1.1.5.4;4.2.1.155
R10298,
R08112,
R00743,2.8.3.3;2.3.1.187;2.8.2.39
R10466,3.5.3.25;3.5.1.20;2.3.2.2;3.4.13.4;3.5.2.11;3.4.14.13;3.4.19.13;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.4.11.1;3.5.4.1;4.2.1.48;1.2.7.12;3.5.5.4;3.4.17.21;3.8.1.8;3.1.1.1;3.13.1.6;2.1.2.3;4.3.2.4;3.5.99.6
R06157,
R01122,
R04142,
R01850,
R09190,1.14.13.31;1.14.12.12;1.14.14.1;1.14.18.1;1.14.15.3;1.2.3.9;1.14.99.2;1.14.21.8;1.10.3.1;1.14.16.4;1.14.11.20;1.14.19.19
R09242,1.7.1.15;1.7.99.1;1.7.3.3
R02533,2.1.1.28;2.8.4.4;2.1.2.13;2.1.3.3;2.3.1.32
R01169,2.1.1.12;2.8.4.4;2.1.2.13;2.1.3.2;2.3.1.101
R00608,
R03879,
R00119,
R07384,2.7.8.1;2.7.1.180;2.7.6.1;2.7.7.2;2.7.2.1;6.3.5.5;2.7.11.2;2.7.3.8;2.7.4.26;2.7.14.1;2.7.10.1;2.7.12.1;2.7.99.1
R01764,2.2.1.6;1.2.4.1;4.1.1.1
R06816,2.1.1.267;2.8.4.4;2.1.2.13;2.3.1.101;2.1.3.2
R03626,1.3.3.10;1.5.3.7;1.4.3.3;2.6.1.82;1.21.3.3;1.5.1.1;2.5.1.46
R00648,1.4.3.2;1.1.5.4;1.5.3.21;1.1.3.15;1.5.99.6;1.4.9.2;1.4.4.2;1.1.99.9;1.4.1.21;1.5.1.22
R13195,4.3.1.7;4.3.2.3;4.2.1.87;3.5.99.5;4.3.3.7
R09939,2.1.1.243;2.8.4.4;2.1.3.9;2.1.2.5;2.3.1.32
R05801,2.7.1.151;2.7.7.96;2.7.4.21;2.7.2.3;2.7.11.7;2.7.3.3;2.7.14.1;6.3.5.5;2.7.6.5;2.7.10.1;2.7.12.1;2.7.8.34;2.7.99.1
R07973,1.14.13.179;1.13.11.48;1.13.12.1;1.13.99.1
R03193,6.3.2.8;6.3.4.4;6.3.1.13;6.3.5.3;6.2.1.39;6.3.3.3;3.5.4.41;3.5.1.96;3.4.13.4;3.4.14.13;2.3.2.2;3.13.1.6;3.4.17.23;3.5.99.5;3.1.1.1;3.4.19.13;1.4.1.13;1.4.7.1;4.3.3.6;3.5.5.4;3.4.11.1;3.5.3.21
R07896,1.3.3.6;1.3.8.7;1.3.1.68;1.3.99.6;2.3.1.85
R01028,3.1.6.6;3.1.1.7;3.1.3.75;3.1.2.16;3.1.4.2;4.2.1.155;3.6.1.7;2.3.1.85;3.11.1.1;4.2.3.1;3.1.7.6;3.7.1.8;3.2.1.175;5.1.3.14;3.1.5.1;4.6.1.13;2.4.1.17
R11162,
R07376,2.7.8.29;2.6.1.12;2.6.99.2
R12787,3.2.2.1;3.1.1.2;3.1.2.16;3.3.2.15;4.2.1.22;2.3.1.85;3.7.1.8;3.2.1.31;3.3.1.1;1.14.14.1;2.1.1.246;2.5.1.18
R09704,3.5.1.81;3.5.2.13;3.4.13.22;3.4.11.1;3.5.3.9;4.2.1.48;3.5.4.16;1.2.7.12;3.4.19.13;3.13.1.6;2.3.2.2;3.4.17.8;3.5.5.4;3.4.14.13;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.1.1.1;3.8.1.8;2.1.2.3;3.5.99.8;4.3.2.4
R10117,3.1.2.16;4.2.1.22;2.3.1.85;3.3.2.10;3.1.1.55;1.14.14.1;2.1.1.246;3.7.1.8;3.3.1.1;3.2.1.86;2.5.1.18;3.2.2.1
R10037,2.4.1.63;2.4.2.40;2.4.99.18
R02416,2.3.1.133;6.2.1.1;2.3.3.14;2.1.3.12;6.1.2.2;2.3.2.19;1.2.1.95;2.1.2.13;6.3.1.20;6.3.4.10
R08545,2.5.1.41;1.3.1.96;2.4.1.178;2.4.2.34;2.1.3.12;4.4.1.20
R10252,2.1.1.279;2.8.4.4;2.1.2.13;2.1.3.3;2.3.1.32
R01863,2.4.2.1;2.4.1.118;2.4.99.18
R11029,2.4.2.10;2.4.1.71;2.4.99.18
R04463,6.3.5.3;6.3.4.4;6.3.2.6;6.3.1.6;6.2.1.39;6.3.3.3;3.5.4.41;3.5.1.10;3.4.14.13;2.3.2.2;3.13.1.6;3.4.17.21;3.4.13.4;3.4.19.13;1.4.1.13;1.4.7.1;4.3.3.6;3.1.1.1;3.4.11.1;3.5.5.4;3.5.99.5;3.5.3.21
R06323,
R00575,6.3.5.5;6.3.4.4;6.3.2.6;6.3.1.6;6.2.1.39;6.3.3.3;3.5.4.40;3.5.1.10;3.4.14.13;2.3.2.2;3.4.13.20;3.13.1.6;3.4.17.21;3.4.19.13;1.4.1.13;1.4.7.1;4.3.3.6;3.5.5.4;3.5.99.5;3.1.1.1;3.4.11.1;3.5.3.21
R07907,2.3.1.143;2.1.3.12;2.3.2.19;6.1.2.2;2.3.3.14;6.2.1.50;2.1.2.13;1.2.1.95;6.3.1.20;6.3.4.10
R05311,
R02446,4.1.2.38;4.1.1.7;4.2.99.21;4.1.3.40;4.1.99.2;4.2.1.20;3.1.1.82;2.1.2.11;1.1.1.286;1.3.8.6
R08115,1.10.3.1;1.14.18.1
R08966,2.7.7.96;2.7.4.14;2.7.2.6;2.7.3.8;2.7.1.82;6.3.5.5;2.7.11.15;2.7.14.1;2.7.8.38;2.7.10.1;2.7.12.1;2.7.6.1;2.7.99.1
R02971,2.7.7.96;2.7.1.33;2.7.2.8;2.7.3.3;2.7.14.1;2.7.11.31;6.3.5.5;2.7.4.26;2.7.10.1;2.7.12.1;2.7.6.5;2.7.8.28;2.7.99.1
R12265,
R10280,2.4.2.7;2.4.1.118;2.4.99.18
R00615,3.6.1.15;3.1.3.81;3.6.5.1;3.6.3.55;3.6.4.1
R06977,2.6.1.76;2.6.99.2;2.7.8.29
R03245,2.7.7.96;2.7.4.3;2.7.1.23;2.7.6.5;2.7.3.3;2.7.14.1;2.7.2.7;6.3.5.5;2.7.11.7;2.7.10.1;2.7.12.1;2.7.8.28;2.7.99.1
R02320,2.7.1.40;2.7.2.1;2.7.3.8;6.3.5.5;2.7.7.4;2.7.11.29;2.7.14.1;2.7.4.26;2.7.10.1;2.7.12.1;2.7.8.1;2.7.6.1;2.7.99.1
R06589,2.7.1.142;2.7.8.20;2.7.99.1;2.7.2.4;2.7.11.7;2.7.7.40;6.3.5.5;2.7.6.1;2.7.10.1;2.7.12.1;2.7.3.8;2.7.14.1;2.7.4.26
R05507,2.6.1.36;2.7.8.29;2.6.99.2
R07989,2.3.1.218;2.3.3.10;6.2.1.1;2.3.2.14;2.1.3.7;6.1.2.2;1.2.1.95;6.3.1.20;2.1.2.5;6.3.4.10
R10494,2.3.1.18;6.1.2.2;2.1.3.12;2.3.2.14;1.2.1.95;6.2.1.51;2.3.3.14;6.3.1.20;6.3.4.10;2.1.2.13
R02027,3.1.4.3;3.1.3.4;4.6.1.13;3.6.1.20;4.2.3.1;3.1.1.32;3.1.5.1;3.2.1.42;2.4.1.17;3.1.7.11;3.11.1.2;5.1.3.14;3.1.6.3;3.1.2.4;2.3.1.85;3.7.1.8;4.2.1.155
R01860,4.1.1.24;1.3.8.6;4.1.2.38;1.1.1.276;4.2.1.155;4.2.99.21;4.1.3.39;2.1.2.11;4.1.99.2;3.1.1.82
R03488,1.13.99.1;1.14.13.239;1.13.12.2;1.13.11.48
R07060,1.1.1.133;1.2.1.72;2.3.1.85;1.17.1.4;1.3.1.20;5.3.3.1;1.1.3.4;4.1.1.104;1.1.99.18;5.4.99.3;1.4.3.5;1.1.5.4;4.2.1.155
R09710,5.3.3.11;5.3.99.8;5.3.2.1;1.1.3.8;5.99.1.4;4.2.1.159;5.3.1.30;5.5.1.9;3.1.3.77;1.1.1.153;3.5.4.16
R02196,
R07332,
R11770,
R00914,1.13.12.4;1.13.11.54;1.13.99.1;1.14.13.239
R11921,
R10021,
R04455,
R09736,2.1.1.68;2.8.4.4;2.1.2.13;2.1.3.2;2.3.1.101
R09628,3.1.7.6;3.1.5.1;3.1.3.74;3.6.1.7;3.2.1.42;2.4.1.17;4.2.3.1;5.1.3.14;3.1.4.46;3.11.1.1;3.1.1.59;4.6.1.13;3.1.2.28;3.7.1.8;3.1.6.1;2.3.1.85;4.2.1.155
R10822,
R09315,
R13315,6.3.1.11;6.3.2.37;6.2.1.39;6.3.5.4;6.3.4.12;6.3.3.3;3.4.14.13;3.5.1.96;3.4.13.4;2.3.2.2;3.13.1.6;3.4.17.21;1.4.1.13;1.4.7.1;4.3.3.6;3.5.5.4;3.4.19.13;3.5.4.1;3.5.99.5;3.4.11.1;3.1.1.1;3.5.3.21
R08185,3.1.7.2;3.1.3.7;3.1.4.16;3.2.1.42;2.4.1.17;3.6.1.57;5.1.3.14;3.1.5.1;4.6.1.13;3.1.1.31;3.1.2.2;4.2.3.1;4.2.1.155;3.1.6.9;2.3.1.85;3.11.1.3;3.7.1.8
R11329,
R09825,
R00707,
R02248,3.1.3.32;3.1.4.11;4.6.1.13;3.1.7.2;3.6.1.20;3.1.1.31;3.2.1.42;2.4.1.17;5.1.3.14;3.1.5.1;3.1.6.1;4.2.3.1;3.11.1.3;3.1.2.5;3.7.1.8;2.3.1.85;4.2.1.155
R02485,3.5.1.26;3.5.2.3;3.5.99.6;3.5.3.6;3.5.4.19;2.3.2.2;3.4.14.13;3.4.13.4;3.4.17.21;4.3.2.4;3.4.19.13;2.1.2.3;4.2.1.48;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.5.5.1;3.4.11.1;3.1.1.1;3.13.1.6;1.2.7.12;3.8.1.8
R00739,1.13.11.30;1.13.12.9;1.13.99.1;1.14.13.239
R06923,4.1.2.45;4.1.1.45;4.1.3.40;4.1.99.11;1.3.8.6;4.2.99.21;1.1.1.38;4.2.1.155;2.1.2.11;3.1.1.82
R09224,1.1.1.30;1.2.1.3;2.3.1.85;1.3.1.20;1.17.1.4;5.3.3.1;5.4.99.3;4.1.1.3;1.1.3.39;1.1.99.9;1.1.5.4;4.2.1.155;1.4.3.5
R00042,1.2.3.13;1.2.5.1;1.2.1.96;1.1.1.1;1.2.4.4;1.1.3.23;1.3.1.20;1.8.1.4;2.3.1.12;1.17.1.9
R12340,2.4.1.240;2.4.2.22;2.4.99.1
R07618,
R08101,1.14.12.10;1.14.13.227;1.14.15.3;1.14.14.1;1.14.18.1;1.2.3.9;1.14.99.2;1.14.21.11;1.14.16.4;1.14.11.40;1.10.3.4;1.14.19.17
R08081,
R05551,3.5.5.7;3.5.1.4;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.4.11.1;3.5.3.16;3.1.1.1;3.5.2.16;3.4.13.22;2.3.2.2;1.2.7.12;3.13.1.6;3.5.4.1;3.4.19.13;4.2.1.48;3.4.17.8;3.4.14.13;3.8.1.8;3.5.99.8;2.1.2.3;4.3.2.4
R11925,6.2.1.11;1.2.1.95;6.3.1.20;6.3.4.10;2.3.1.19;2.3.3.17;6.1.2.2;2.3.2.30;2.1.3.6;2.1.2.13
R06028,
R10247,3.1.2.4;4.2.1.155;3.3.2.4;3.1.1.2;2.3.1.85;3.7.1.8;1.14.14.1;3.3.1.1;2.1.1.246;3.2.1.86;2.5.1.18;3.2.2.3
R08400,2.5.1.68;1.3.1.96;2.4.1.178;2.1.3.12;4.4.1.20;2.4.2.34
R07229,
R01066,4.1.2.4;4.1.3.16;4.1.1.81;1.1.1.262;2.1.2.11;4.1.99.12;4.2.1.155;4.2.99.21;1.3.8.6;3.1.1.82
R02165,
R02644,3.1.1.82;4.1.1.56;4.1.2.38;4.1.3.35;4.1.99.11;1.1.1.85;4.2.1.20;2.1.2.11;4.2.99.21;1.3.8.6
R09187,3.1.2.27;3.3.2.8;2.3.1.85;1.14.14.1;4.2.1.155;3.1.1.35;3.3.1.1;2.5.1.18;3.2.1.86;3.2.2.3;3.7.1.8;2.1.1.246
R09818,1.14.13.1;1.14.12.12;1.2.3.9;1.14.14.9;1.14.18.1;1.14.15.3;1.14.21.11;1.14.99.2;1.10.3.4;1.14.16.2;1.14.11.28;1.14.19.19
R08932,2.1.1.324;2.8.4.4;2.1.2.13;2.1.3.2;2.3.1.101
R01203,1.1.3.10;1.4.3.11;1.1.5.4;1.5.3.21;1.5.99.6;1.1.99.18;1.4.9.2;1.4.4.2;1.4.1.13;1.5.1.8
R02512,
R07168,
R01299,1.14.13.64;1.14.12.12;1.14.15.3;1.14.14.1;1.2.3.9;1.14.18.1;1.14.21.11;1.14.99.2;1.14.11.28;1.14.16.2;1.10.3.4;1.14.19.17
R09932,
R00216,1.1.1.38;1.2.1.3;2.3.1.85;1.3.1.20;1.17.1.4;5.3.3.1;4.1.1.3;5.4.99.3;1.1.5.4;1.1.3.39;1.1.99.9;4.2.1.155;1.4.3.5
R05237,
R12549,2.3.1.197;2.3.2.19;2.1.2.3;2.1.3.12;6.2.1.11;2.3.3.13;1.2.1.95;6.1.2.2;6.3.4.10;6.3.1.20
R13347,4.3.1.31;4.3.3.1;4.2.1.87;4.3.2.8;3.5.99.5
R08529,3.1.7.3;3.1.3.76;3.1.5.1;3.1.4.44;3.1.1.13;4.6.1.13;3.2.1.42;2.4.1.17;5.1.3.14;3.1.6.2;3.6.1.57;4.2.3.1;3.1.2.27;3.11.1.3;2.3.1.85;4.2.1.155;3.7.1.8
R00514,3.6.1.5;3.1.3.81;3.6.5.1;3.6.3.1;3.6.4.1
R02103,
R07397,2.4.1.223;2.4.2.34;2.4.99.18
R13287,1.11.1.8
R09444,2.8.2.14;2.8.3.17;2.3.1.187
R01083,4.3.2.2;4.3.1.1;4.3.3.7;3.5.99.5;4.2.1.87
R02516,1.14.13.227;1.14.15.3;1.14.14.1;1.14.12.12;1.14.18.1;1.2.3.9;1.14.21.11;1.14.99.2;1.14.11.28;1.14.16.2;1.10.3.4;1.14.19.17
R05409,1.13.11.39;1.13.12.4;1.13.99.1;1.14.13.239
R10655,2.8.2.36;2.8.3.23;2.3.1.187
R01966,
R01856,3.1.5.1;3.1.7.2;3.1.3.5;3.6.1.20;3.1.4.17;3.2.1.42;2.4.1.17;5.1.3.14;4.2.3.1;4.6.1.13;3.1.1.33;3.1.6.3;3.11.1.3;3.1.2.5;3.7.1.8;2.3.1.85;4.2.1.155
R03493,3.1.7.2;3.1.3.7;3.1.4.52;3.6.1.20;4.6.1.13;3.1.5.1;3.2.1.42;2.4.1.17;5.1.3.14;3.1.1.31;3.1.2.5;3.1.6.9;4.2.3.1;4.2.1.155;3.11.1.3;3.7.1.8;2.3.1.85
R00226,2.2.1.6;1.2.4.4;4.1.1.1
R02252,
R05783,3.5.1.86;3.5.5.1;3.5.2.20;3.5.99.8;3.1.1.1;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;4.2.1.48;2.3.2.2;3.4.13.22;3.4.11.1;3.4.19.13;3.4.14.13;3.4.17.21;3.5.4.1;3.13.1.6;3.5.3.21;1.2.7.12;3.8.1.8;2.1.2.3;4.3.2.4
R01600,2.7.1.55;2.7.2.7;2.7.7.96;6.3.5.5;2.7.3.8;2.7.11.15;2.7.4.2;2.7.14.1;2.7.10.1;2.7.12.1;2.7.6.1;2.7.8.19;2.7.99.1
R01573,2.7.1.54;2.7.2.7;6.3.5.5;2.7.7.40;2.7.11.31;2.7.3.8;2.7.4.2;2.7.14.1;2.7.10.1;2.7.12.1;2.7.6.1;2.7.8.9;2.7.99.1
R12467,
R12865,
R05602,1.11.1.8
R07960,1.14.13.128;1.13.11.52;1.13.12.9;1.13.99.1
R06078,
R03251,
R03227,
R08859,2.4.1.210;2.4.2.34;2.4.99.12
R06906,1.11.1.8
R07141,
R00120,
R10554,2.3.1.191;2.1.3.12;6.3.4.10;6.2.1.50;1.2.1.95;2.3.2.19;2.3.3.14;2.1.2.13;6.1.2.2;6.3.1.20
R12615,
R07903,2.4.1.238;2.4.2.34;2.4.99.18
R01029,1.11.1.21
R00911,3.4.13.4;3.5.1.47;2.3.2.2;4.2.1.48;3.4.14.13;3.5.2.11;3.4.11.1;3.4.17.21;3.4.19.13;3.5.5.4;3.5.3.13;3.13.1.6;3.1.1.1;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;1.2.7.12;3.5.4.16;3.5.99.6;4.3.2.4;3.8.1.8;2.1.2.3
R04285,1.7.1.10;1.7.99.1;1.7.3.3
R02338,
R04863,6.2.1.1;1.2.1.95;2.3.1.19;6.3.1.20;6.3.4.10;2.3.2.14;2.3.3.17;6.1.2.2;2.1.3.2;2.1.2.13
R05362,3.7.1.9
R05676,2.1.1.72;2.8.4.4;2.1.2.5;2.3.1.101;2.1.3.2
R10208,3.1.2.16;4.2.1.22;2.3.1.85;2.1.1.246;3.3.2.10;3.1.1.55;3.3.1.1;1.14.14.1;3.7.1.8;2.5.1.18;3.2.2.1;3.2.1.86
R08245,2.4.2.14;2.4.1.118;2.4.99.18
R12881,2.5.1.39;1.3.1.96;2.4.1.178;2.1.3.12;2.4.2.34;4.4.1.20
R11826,2.5.1.41;1.3.1.96;2.4.1.178;2.4.2.34;2.1.3.12;4.4.1.20
R06967,3.5.4.42;3.8.1.8;3.5.3.16;3.5.1.84;3.5.5.1;3.5.2.2;1.2.7.12;3.4.13.22;3.4.11.1;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;4.2.1.48;2.3.2.2;3.13.1.6;3.1.1.1;3.4.19.13;3.4.17.8;3.4.14.13;3.5.99.8;2.1.2.3;4.3.2.4
R02926,3.2.1.22;3.1.1.93;3.2.2.11;4.3.3.5
R07867,3.7.1.14
R13303,
R09272,1.13.11.8;1.13.12.4;1.13.99.1;1.14.13.239
R00268,1.1.1.42;4.1.1.3;5.4.99.3;1.1.5.4;4.2.1.155;1.1.3.27;1.1.99.18;1.4.3.5;1.2.1.88;2.3.1.85;1.3.1.20;5.3.3.1;1.17.1.4
R01869,
R03721,2.1.1.118;2.8.4.4;2.1.2.13;2.3.1.101;2.1.3.2
R10530,3.2.1.128;3.1.1.93;3.2.2.30;4.3.3.5
R03313,
R04513,3.1.3.67;3.1.4.11;4.6.1.13;3.6.1.20;3.1.7.2;3.2.1.42;2.4.1.17;3.1.1.31;5.1.3.14;3.1.5.1;4.2.3.1;3.1.6.1;3.11.1.3;3.1.2.5;2.3.1.85;3.7.1.8;4.2.1.155
R02298,
R10998,2.3.1.168;6.2.1.1;2.3.3.17;2.3.2.30;1.2.1.95;6.3.1.20;6.3.4.10;2.1.3.12;2.1.2.2;6.1.2.2
R01928,2.4.1.23;2.4.2.9;2.4.99.18
R11347,1.14.13.7;1.14.18.1;1.14.14.9;1.14.15.3;1.14.12.12;1.2.3.9;1.14.21.11;1.14.99.2;1.14.16.2;1.14.11.40;1.10.3.4;1.14.19.17
R11203,2.7.7.1;2.7.4.6;2.7.2.6;2.7.3.8;2.7.1.82;6.3.5.5;2.7.11.2;2.7.14.1;2.7.10.1;2.7.12.1;2.7.8.38;2.7.6.1;2.7.99.1
R04927,
R07249,2.3.1.45;6.2.1.1;2.3.3.9;2.1.3.12;6.1.2.2;2.3.2.19;2.1.2.13;1.2.1.95;6.3.4.10;6.3.1.20
R01967,2.7.7.96;2.7.1.76;2.7.2.7;2.7.3.10;6.3.5.5;2.7.14.1;2.7.11.15;2.7.4.26;2.7.10.1;2.7.12.1;2.7.6.5;2.7.8.28;2.7.99.1
R11528,
R13274,6.2.1.46;3.1.2.31;2.3.1.85;4.2.1.155
R09620,2.5.1.41;1.3.1.96;2.4.1.178;2.4.2.34;2.1.3.12;4.4.1.20
R02896,
R06689,1.14.13.239;1.13.11.24;1.13.12.23;1.13.99.1
R02590,2.7.7.15;2.7.3.8;2.7.2.6;2.7.1.82;6.3.5.5;2.7.4.26;2.7.11.31;2.7.14.1;2.7.10.1;2.7.12.1;2.7.8.2;2.7.6.1;2.7.99.1
R10033,
R08957,1.1.1.52;5.3.3.1;1.2.1.3;2.3.1.85;1.3.1.20;1.17.1.4;1.1.3.16;4.1.1.56;5.4.99.3;1.1.99.9;1.4.3.5;1.1.5.4;4.2.1.155
R08215,
R09849,2.7.1.66;2.7.3.8;2.7.2.6;6.3.5.5;2.7.11.4;2.7.7.14;2.7.14.1;2.7.4.26;2.7.10.1;2.7.12.1;2.7.8.10;2.7.6.1;2.7.99.1
R03917,2.5.1.1;2.4.1.269;1.3.1.96;2.4.2.34;2.1.3.12;4.4.1.20
R08386,
R06563,1.1.1.320;1.2.1.85;2.3.1.85;1.3.1.20;1.17.1.4;5.3.3.1;1.1.3.46;5.4.99.3;4.1.1.3;1.1.99.9;1.4.3.5;1.1.5.4;4.2.1.155
R10738,1.13.12.2;1.13.11.52;1.13.99.1;1.14.13.178
R13253,3.2.1.105;3.1.1.93;3.2.2.11;4.3.3.5
R06450,2.4.1.158;2.4.2.40;2.4.99.18
R11100,1.13.12.4;1.13.11.54;1.13.99.1;1.14.13.239
R05878,
R06719,2.1.1.285;2.8.4.4;2.1.2.13;2.1.3.2;2.3.1.101
R05055,3.4.11.1;3.5.1.127;3.4.13.22;4.2.1.48;2.3.2.2;3.5.2.11;3.4.19.14;3.4.17.21;3.4.14.13;3.13.1.6;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.5.5.1;3.1.1.1;3.5.3.9;3.5.99.8;1.2.7.12;3.5.4.16;2.1.2.3;3.8.1.8;4.3.2.4
R04654,2.1.2.13;2.1.1.307;2.1.3.2;2.3.1.32;2.8.4.4
R08807,2.3.1.219;6.2.1.1;2.3.3.13;2.3.2.14;2.1.2.2;2.1.3.7;1.2.1.95;6.3.4.10;6.1.2.2;6.3.1.20
R11505,
R02658,2.7.7.96;2.7.1.178;2.7.2.11;2.7.3.3;2.7.14.1;6.3.5.5;2.7.11.4;2.7.4.26;2.7.10.1;2.7.12.1;2.7.6.5;2.7.8.28;2.7.99.1
R02974,3.5.4.24;2.1.2.3;3.5.1.123;3.5.2.3;4.3.2.4;3.4.13.22;3.1.1.1;3.5.3.13;3.4.19.13;2.3.2.2;4.2.1.48;3.4.17.21;3.4.14.13;3.4.11.1;3.5.5.2;3.8.1.8;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.13.1.6;3.5.99.6;1.2.7.12
R03393,3.1.3.57;3.1.4.44;4.6.1.13;3.6.1.20;4.2.3.1;3.1.7.2;3.1.1.42;3.2.1.42;2.4.1.17;3.1.6.1;3.1.5.1;5.1.3.14;3.11.1.3;3.1.2.31;2.3.1.85;3.7.1.8;4.2.1.155
R09973,3.1.7.5;3.1.5.1;3.1.3.74;3.6.1.7;4.2.3.1;3.2.1.42;3.1.4.46;2.4.1.17;5.1.3.14;3.11.1.1;3.1.1.35;4.6.1.13;3.1.2.28;3.7.1.8;3.1.6.1;4.2.1.155;2.3.1.85
R00578,6.3.5.4;6.3.4.12;6.3.1.6;6.3.2.1;6.2.1.39;6.3.3.3;3.5.1.96;2.3.2.2;3.4.14.13;3.4.13.4;3.13.1.6;3.5.5.4;1.4.1.13;1.4.7.1;4.3.3.6;3.4.19.13;3.4.17.21;3.5.99.5;3.4.11.1;3.5.4.1;3.1.1.1;3.5.3.21
R07831,1.14.18.4;1.14.15.22;1.14.11.56;1.14.19.2;1.10.3.1;1.14.13.1;1.14.12.10;1.14.14.1;1.2.3.9;1.14.21.11;1.14.16.2;1.14.99.2
R05163,2.3.1.215;6.2.1.1;2.1.3.12;6.1.2.2;2.3.3.9;2.3.2.19;2.1.2.13;1.2.1.95;6.3.4.10;6.3.1.20
R10055,
R11543,1.11.1.8
R09946,2.7.1.176;2.7.7.96;2.7.2.3;2.7.11.7;2.7.3.3;2.7.14.1;6.3.5.5;2.7.4.26;2.7.10.1;2.7.12.1;2.7.6.5;2.7.8.17;2.7.99.1
R12618,1.14.99.46;1.14.12.12;1.14.16.4;1.14.13.138;1.14.14.1;1.14.21.2;1.14.18.1;1.2.3.9;1.14.15.3;1.14.11.20;1.10.3.4;1.14.19.19
