reaction_id,Prediction
14270,1.6.5;1.10.5;1.17.5;1.1.5;1.2.5
14282,1.16.3;1.8.2;1.7.2;1.12.2;1.2.2
14306,6.1.1;3.6.1;2.7.4;2.7.7;6.2.1
14358,2.7.1;2.7.6;5.4.2;2.7.4;2.7.11
14394,2.1.1;2.3.1;2.8.4;4.4.1;2.5.1
14470,1.2.1;1.3.1;1.1.1;4.1.99;1.17.1
14506,1.8.1;1.8.5;2.8.1;1.8.4;1.8.98
14530,2.7.7;3.6.1;2.7.4;2.7.1;2.4.1
14650,2.4.1;2.4.2;2.7.7;3.6.1;2.7.8
14714,1.1.99;1.3.99;2.7.8;1.17.99;2.7.4
14738,4.6.1;2.7.7;6.5.1;2.7.4;2.7.8
14762,2.3.1;4.1.1;3.1.2;6.2.1;1.2.1
14874,1.1.1;1.2.1;1.17.1;1.12.1;1.5.1
14926,1.1.1;5.3.1;5.1.3;2.7.1;1.12.1
14970,2.1.1;2.3.1;2.8.4;2.5.1;3.13.2
15014,3.5.99;2.5.1;4.2.1;3.5.1;2.3.1
15026,2.1.1;2.8.4;2.3.1;3.13.2;4.4.1
15062,1.16.1;1.18.1;1.6.2;1.12.1;1.1.1
15062,1.16.1;1.18.1;1.6.2;1.12.1;1.1.1
15154,2.4.1;2.4.2;3.2.1;2.7.8;2.7.7
15198,2.1.1;2.5.1;2.8.4;2.3.1;3.13.2
15238,1.16.1;1.18.1;1.6.2;1.12.1;1.1.1
15250,2.4.1;2.4.2;3.2.1;3.6.1;2.7.7
15254,4.1.1;4.2.1;2.7.8;5.3.3;5.5.1
15302,1.1.1;1.2.1;1.17.1;1.3.1;1.12.1
15326,2.3.1;6.2.1;2.7.8;3.1.2;2.8.3
15386,3.5.1;4.2.1;2.6.1;3.5.5;3.7.1
15414,4.2.1;3.7.1;4.1.3;1.1.99;5.3.2
15430,1.1.98;2.1.1;1.21.98;1.97.1;1.5.8
15458,1.3.1;1.14.12;1.6.5;1.21.1;1.17.1
15558,3.6.1;3.6.5;3.6.4;6.3.5;3.1.3
15562,2.1.1;2.3.1;2.8.4;2.5.1;3.13.2
15586,1.3.99;1.1.99;5.3.3;1.14.19;1.21.99
15590,2.6.1;5.4.3;4.1.1;1.1.99;1.14.11
15670,2.7.1;2.7.6;5.4.2;2.7.4;2.7.11
15714,2.3.1;2.3.3;2.3.2;6.2.1;3.1.2
15774,2.7.1;2.7.4;2.7.8;2.7.7;2.7.11
15814,2.3.1;2.3.3;6.2.1;3.1.2;1.8.98
15862,3.1.3;3.6.1;3.6.5;2.7.7;3.6.4
15922,2.7.8;2.3.1;2.7.4;2.7.1;2.4.1
16074,2.6.1;4.1.1;4.3.1;1.4.1;1.1.1
16118,6.2.1;3.1.2;1.2.1;2.3.1;2.3.3
16182,2.1.1;2.3.1;2.5.1;2.7.8;2.8.4
16230,2.7.7;2.7.4;2.7.1;3.6.1;6.2.1
16242,2.4.1;2.4.2;3.2.1;5.4.99;3.6.1
16254,1.3.1;1.6.5;1.21.1;1.23.1;1.14.12
16302,3.2.2;2.7.1;3.2.1;2.4.2;1.1.1
16302,3.2.2;2.7.1;3.2.1;2.4.2;1.1.1
16318,1.1.1;1.3.1;1.17.1;1.2.1;1.12.1
16422,1.2.7;1.2.99;1.8.7;1.17.98;1.97.1
16430,6.3.2;5.1.1;3.4.17;4.1.1;3.5.2
16446,4.2.1;5.5.1;4.1.2;5.4.1;1.13.11
16530,2.8.2;3.6.1;1.8.99;2.7.7;1.8.4
16546,4.1.2;2.8.3;4.1.1;2.7.8;2.3.1
16610,2.4.2;3.2.2;2.7.7;2.4.99;2.5.1
16662,2.1.1;2.5.1;1.21.98;2.8.4;3.13.2
16670,1.17.1;1.14.13;1.2.1;1.7.1;1.1.1
16710,1.14.16;3.5.4;1.7.3;4.3.99;1.5.1
16758,1.8.1;1.2.1;1.12.1;1.16.1;1.18.1
16766,1.1.1;1.3.1;1.17.1;1.2.1;1.16.1
16774,2.4.1;2.4.2;3.6.1;2.7.7;3.2.1
16882,1.8.2;1.12.98;3.12.1;3.13.1;4.4.1
16902,2.3.1;2.3.3;2.3.2;3.1.2;6.2.1
16954,2.6.1;5.4.3;4.1.1;1.4.1;4.3.1
17022,2.6.1;5.4.3;4.3.1;4.1.3;2.3.1
17074,2.3.1;2.3.3;2.3.2;6.2.1;3.1.2
17150,1.14.14;1.14.19;1.5.1;1.5.8;1.17.7
17294,1.14.13;1.3.1;1.14.19;1.5.1;4.1.99
17346,3.1.2;2.3.1;2.3.3;6.2.1;1.2.1
17362,3.5.2;3.5.1;3.5.3;3.7.1;4.1.1
17370,3.2.1;5.1.3;4.2.1;3.1.3;2.6.1
17390,1.1.1;5.3.1;1.17.1;5.1.3;1.12.1
17398,1.1.1;1.3.1;1.2.1;1.17.1;1.5.1
17442,2.6.1;2.7.8;2.7.4;4.1.1;1.14.11
17574,2.1.1;2.3.1;2.8.4;3.13.2;2.5.1
17578,2.7.8;2.7.1;1.1.1;5.1.3;1.1.99
17582,3.5.1;3.5.2;3.5.3;3.5.5;1.13.12
17626,1.5.1;1.4.1;1.1.1;4.1.99;1.17.1
17662,6.2.1;2.3.1;3.1.2;1.2.1;2.3.3
17666,2.3.1;2.3.2;3.1.2;4.3.2;6.2.1
17682,1.1.1;1.2.1;1.17.1;1.12.1;1.3.1
17714,1.14.19;1.14.14;1.5.1;4.2.1;1.13.11
17782,3.5.1;4.2.1;3.4.13;3.4.17;3.5.3
17974,2.4.2;3.2.2;2.7.7;5.4.99;5.1.3
17990,2.7.11;2.7.1;2.7.6;2.7.4;2.7.8
17990,2.7.11;2.7.1;2.7.6;2.7.4;2.7.8
17990,2.7.11;2.7.1;2.7.6;2.7.4;2.7.8
17990,2.7.11;2.7.1;2.7.6;2.7.4;2.7.8
17990,2.7.11;2.7.1;2.7.6;2.7.4;2.7.8
17990,2.7.11;2.7.1;2.7.6;2.7.4;2.7.8
17990,2.7.11;2.7.1;2.7.6;2.7.4;2.7.8
17990,2.7.11;2.7.1;2.7.6;2.7.4;2.7.8
17990,2.7.11;2.7.1;2.7.6;2.7.4;2.7.8
17990,2.7.11;2.7.1;2.7.6;2.7.4;2.7.8
17990,2.7.11;2.7.1;2.7.6;2.7.4;2.7.8
17990,2.7.11;2.7.1;2.7.6;2.7.4;2.7.8
17990,2.7.11;2.7.1;2.7.6;2.7.4;2.7.8
17990,2.7.11;2.7.1;2.7.6;2.7.4;2.7.8
17990,2.7.11;2.7.1;2.7.6;2.7.4;2.7.8
17990,2.7.11;2.7.1;2.7.6;2.7.4;2.7.8
17990,2.7.11;2.7.1;2.7.6;2.7.4;2.7.8
18030,2.7.2;6.3.1;6.4.1;6.3.4;6.3.5
18102,1.3.1;1.14.12;1.6.5;1.14.13;1.21.1
18210,5.5.1;4.2.3;5.3.3;4.2.1;5.4.99
18246,2.7.1;2.7.4;2.7.11;2.7.7;2.7.8
18322,2.6.1;5.4.3;2.7.4;2.7.8;2.3.1
18322,2.6.1;5.4.3;2.7.4;2.7.8;2.3.1
18402,1.14.14;1.14.19;4.8.1;1.3.8;1.17.7
18422,2.3.1;2.3.3;6.2.1;2.3.2;3.1.2
18446,3.5.4;6.3.4;3.5.1;4.2.1;3.2.2
18458,5.3.1;1.1.1;4.1.2;2.7.1;5.4.2
18538,1.2.1;1.14.13;1.17.1;4.1.99;1.1.1
18570,1.2.3;1.11.1;1.1.3;1.11.2;1.8.3
18674,2.7.11;2.7.1;2.7.6;2.7.4;2.7.8
18738,3.6.1;3.6.5;3.6.4;6.4.1;6.3.5
18782,4.1.1;2.3.1;2.8.3;2.1.3;2.7.8
18874,4.3.1;4.5.1;4.4.1;1.4.1;1.4.3
18886,1.1.1;1.17.1;5.1.3;5.1.2;5.3.99
18914,2.4.3;2.7.8;2.7.1;3.1.4;2.4.99
18986,2.6.1;2.7.4;5.4.99;2.2.1;4.1.3
19070,4.4.1;2.3.1;4.1.2;2.3.3;1.13.11
19110,2.3.1;3.2.1;5.4.99;3.1.1;5.1.3
19122,3.6.1;3.6.5;3.6.4;6.3.5;3.1.3
19206,6.3.4;3.5.4;3.6.1;2.5.1;6.3.1
19290,3.1.3;3.6.1;2.5.1;3.6.5;2.7.4
19310,3.1.3;3.6.1;2.7.7;2.7.4;2.5.1
19446,1.13.11;1.3.3;1.13.12;1.2.3;1.10.3
19554,4.3.1;4.4.1;1.4.1;4.1.2;1.4.99
19566,4.2.3;4.2.1;2.5.1;3.1.7;5.5.1
19570,2.1.1;2.8.4;2.3.1;2.5.1;3.13.2
19586,1.1.1;1.17.1;1.3.1;1.1.99;1.12.1
19630,1.1.1;1.17.1;1.3.1;1.4.1;1.5.1
19730,4.1.1;1.17.98;1.2.2;3.7.1;3.5.2
19738,3.5.1;3.4.13;3.5.2;2.3.2;2.3.1
19774,1.1.1;1.2.1;5.3.1;2.7.1;1.17.1
19914,1.1.1;1.3.1;1.2.1;1.17.1;1.5.1
19970,1.7.3;1.7.2;1.7.99;1.7.7;1.16.3
19974,2.5.1;2.1.1;4.4.1;1.21.98;2.8.4
20022,1.14.11;1.14.20;1.13.11;1.14.15;4.1.1
20042,1.2.1;1.17.1;4.1.99;1.1.1;1.5.1
20070,4.8.1;3.5.5;4.2.1;3.2.1;3.3.2
20082,3.5.1;3.5.2;6.3.4;4.2.1;3.5.5
20106,2.7.1;2.7.6;2.7.8;3.6.1;2.4.99
20122,6.1.1;3.6.1;6.2.1;2.7.4;2.7.7
20130,3.2.2;2.4.2;3.2.1;5.4.99;5.1.3
20134,1.1.1;1.17.1;1.4.1;1.5.1;1.12.1
20154,2.7.1;2.7.4;2.7.6;2.7.7;2.7.8
20190,1.3.1;1.17.1;1.5.1;1.1.1;1.12.1
20218,1.7.2;4.3.99;1.5.3;3.5.5;3.5.1
20250,2.6.1;5.1.1;5.4.3;6.3.2;3.4.17
20254,4.2.1;4.1.3;5.4.99;1.17.99;5.4.4
20258,1.1.1;1.3.1;1.17.1;1.12.1;1.23.1
20282,2.8.2;1.8.99;1.8.4;2.4.99;4.8.1
20482,2.8.2;1.13.12;1.8.99;2.4.99;1.8.4
20490,2.3.2;2.7.8;2.3.1;4.6.1;1.1.1
20498,2.3.1;2.3.2;2.3.3;3.1.2;1.2.1
20538,3.1.4;2.7.11;4.6.1;2.4.3;3.6.1
20570,3.5.3;2.1.4;3.5.2;3.5.1;2.1.3
20686,1.1.1;1.17.1;5.1.3;1.12.1;1.3.1
20690,3.1.1;2.3.1;3.6.1;5.5.1;4.2.1
20769,4.1.1;1.2.3;2.7.1;1.1.1;1.17.98
20845,6.4.1;6.3.1;2.7.1;6.3.2;1.1.1
20857,3.5.1;4.2.1;3.1.1;3.2.1;3.5.2
20929,1.8.5;1.17.4;1.21.4;1.1.5;1.97.1
20985,3.1.4;4.6.1;2.4.3;3.6.1;2.7.8
21133,1.17.3;1.11.1;1.8.3;1.5.3;1.1.3
21157,3.1.3;5.4.2;4.2.3;5.1.1;3.6.5
21221,1.13.11;1.3.3;1.10.3;5.3.2;5.4.4
21333,2.3.1;3.5.1;2.3.2;3.1.2;2.3.3
21341,1.13.11;4.1.2;1.1.3;1.14.99;1.14.11
21525,2.3.3;3.1.2;2.3.1;4.1.3;4.2.1
21565,2.3.1;2.8.3;2.3.3;6.2.1;2.3.2
21605,4.1.2;1.13.11;4.1.1;2.3.1;1.1.99
21621,1.5.1;1.19.1;1.14.14;1.18.1;1.3.8
21621,1.5.1;1.19.1;1.14.14;1.18.1;1.3.8
21633,1.13.11;1.10.3;1.21.3;1.3.3;1.14.15
21673,2.1.1;2.3.1;2.8.4;3.13.2;2.5.1
21713,4.1.2;2.6.1;2.1.2;4.3.1;4.1.3
21729,1.1.1;1.17.1;1.2.1;1.12.1;4.1.99
21837,4.2.1;4.1.2;5.5.1;5.4.1;1.1.1
21845,2.3.1;2.3.2;4.3.2;6.3.2;3.4.17
21853,4.2.1;1.14.18;4.1.2;1.14.19;3.2.1
21993,2.3.1;2.3.2;2.3.3;3.1.2;3.5.1
22013,2.1.1;2.5.1;1.3.98;2.8.4;1.21.98
22025,1.7.1;1.14.13;1.17.1;1.2.1;1.16.1
22033,4.1.3;4.1.2;4.2.1;2.3.3;3.7.1
22093,1.3.7;1.1.7;2.8.1;1.18.1;1.5.7
22109,4.3.1;4.1.2;4.4.1;2.1.2;1.4.1
22169,2.7.8;2.7.4;5.1.3;2.7.1;2.3.1
22201,2.1.1;2.3.1;2.5.1;2.8.4;3.13.2
22205,1.14.13;4.1.99;1.14.12;1.14.19;1.17.1
22473,2.7.1;2.7.4;2.7.6;2.7.11;2.7.8
22501,2.3.1;4.1.1;2.3.2;2.3.3;2.8.3
22565,1.3.1;1.1.1;1.17.1;1.2.1;1.5.1
22565,1.3.1;1.1.1;1.17.1;1.2.1;1.5.1
22565,1.3.1;1.1.1;1.17.1;1.2.1;1.5.1
22573,2.1.1;1.5.99;1.14.99;1.14.19;1.17.99
22605,5.3.1;4.1.2;1.1.99;2.2.1;5.4.99
22609,3.4.13;3.5.1;3.5.2;4.2.1;3.4.19
22617,1.21.3;1.14.13;1.14.19;2.3.1;1.10.3
22629,6.3.2;6.3.4;3.5.2;6.3.1;4.1.1
22637,3.6.1;2.7.7;2.7.4;6.5.1;6.1.1
22637,3.6.1;2.7.7;2.7.4;6.5.1;6.1.1
22637,3.6.1;2.7.7;2.7.4;6.5.1;6.1.1
22645,1.14.14;1.14.19;1.5.1;1.5.8;2.5.1
22681,3.5.4;6.3.4;3.5.1;4.2.1;2.1.1
22693,1.14.13;4.1.99;1.14.19;1.14.12;1.17.1
22709,3.1.2;1.2.1;2.3.1;3.5.1;4.4.1
22733,4.1.1;1.2.3;1.17.98;3.1.1;1.13.11
22761,1.13.12;5.4.99;1.13.11;4.1.2;1.14.11
22773,4.2.1;5.5.1;5.4.1;3.2.1;4.1.2
22781,1.13.11;5.4.4;1.14.19;4.2.1;1.14.18
22785,4.4.1;2.7.1;4.1.1;3.13.1;5.4.2
22865,5.1.1;2.6.1;5.4.3;6.3.2;4.1.1
22881,2.6.1;2.7.4;2.7.8;5.4.99;1.1.99
22945,1.1.1;1.3.1;1.17.1;1.16.1;1.14.13
22989,1.2.1;2.3.1;6.2.1;1.8.1;3.1.2
22997,1.14.17;1.23.5;1.8.5;1.3.2;1.11.1
23013,2.1.1;2.3.1;2.8.4;2.5.1;3.13.2
23033,6.3.4;6.3.5;6.3.1;3.5.4;3.6.5
23041,2.3.3;4.1.3;3.1.2;2.3.1;4.2.1
23085,2.8.3;4.2.1;4.1.3;2.6.1;1.1.99
23113,4.1.1;1.2.3;3.1.1;1.13.11;3.7.1
23145,1.1.1;1.2.1;1.17.1;4.1.99;1.4.1
23149,2.7.2;2.7.1;2.7.4;2.8.3;6.3.1
23221,6.2.1;3.1.2;1.2.1;2.7.4;2.7.7
23257,6.3.5;3.6.1;3.6.5;6.6.1;6.3.4
23261,1.1.1;1.3.1;1.17.1;1.5.1;1.16.1
23321,2.3.1;2.3.2;3.1.2;2.3.3;4.3.2
23369,4.1.1;1.13.11;1.2.3;1.1.3;1.1.1
23433,1.14.14;1.14.19;1.17.7;1.5.1;1.5.8
23461,3.1.1;3.7.1;3.5.1;1.14.18;4.2.1
23481,5.4.99;5.3.3;1.3.1;2.7.4;5.5.1
23513,2.4.1;5.4.99;2.4.2;3.2.1;2.3.1
23521,2.8.3;2.3.1;4.1.3;2.1.3;2.7.8
23561,2.7.8;2.5.1;4.6.1;2.7.7;2.7.4
23645,1.14.14;1.14.19;1.5.1;1.5.8;1.17.7
23661,3.5.3;3.4.13;3.5.2;3.5.1;4.2.1
23757,1.3.3;1.1.3;1.11.1;1.10.3;1.15.1
23765,2.7.1;2.7.7;2.7.4;2.5.1;2.7.8
23805,5.4.2;2.7.1;2.7.8;5.3.1;1.1.1
23813,1.1.1;1.3.1;1.17.1;1.12.1;1.14.13
23965,1.2.1;1.17.1;1.1.1;4.1.99;1.14.13
23997,3.6.1;2.7.1;3.6.5;2.7.4;2.7.7
24013,2.1.1;2.5.1;2.3.1;2.8.4;4.4.1
24037,2.7.1;2.7.4;3.6.1;2.7.8;2.7.7
24097,2.1.1;2.8.4;3.13.2;2.5.1;2.3.1
24161,1.1.3;5.3.1;4.2.99;5.4.2;1.1.99
24193,1.4.1;1.1.1;1.5.1;1.2.1;1.14.13
24201,4.1.1;1.2.3;1.13.12;3.7.1;1.13.11
24289,4.3.1;2.6.1;3.5.3;2.1.2;1.4.1
24361,4.99.1;1.3.1;1.3.5;5.5.1;1.3.98
24505,1.13.11;1.2.3;3.7.1;1.14.18;1.3.3
24679,2.1.2;2.1.1;1.5.3;1.5.7;4.2.1
24707,3.5.1;2.1.2;6.3.4;4.3.1;1.4.1
24769,1.1.1;1.12.1;1.17.1;1.2.1;1.3.1
24830,6.3.4;6.3.1;3.5.2;6.3.5;6.3.2
25095,2.7.4;2.7.1;2.7.8;2.7.7;2.7.11
25095,2.7.4;2.7.1;2.7.8;2.7.7;2.7.11
25178,1.2.1;1.1.1;2.3.1;1.8.1;1.17.1
25186,3.8.1;4.2.1;3.1.1;3.3.2;3.1.3
25238,2.7.4;2.7.8;2.3.1;5.2.1;2.6.1
25242,4.2.1;3.5.3;4.3.2;4.3.1;3.5.1
25254,2.7.1;2.7.6;5.4.2;2.7.4;2.7.11
25270,2.1.1;2.8.4;3.13.2;2.3.1;2.5.1
25287,1.14.14;1.14.19;1.17.7;1.5.8;1.3.8
25392,1.2.1;1.17.1;4.1.99;1.1.1;1.3.1
25396,1.13.11;5.4.4;1.1.3;1.3.3;1.14.18
25521,2.3.1;2.3.2;4.3.2;2.3.3;2.1.1
25585,5.1.3;3.2.1;2.3.1;5.3.1;2.4.1
25626,1.4.3;1.5.3;1.11.1;1.1.3;1.8.3
25793,3.6.1;3.6.5;3.6.4;6.3.5;3.1.3
25805,1.5.3;1.11.1;1.4.3;1.8.3;1.1.3
25805,1.5.3;1.11.1;1.4.3;1.8.3;1.1.3
25805,1.5.3;1.11.1;1.4.3;1.8.3;1.1.3
25925,1.3.99;1.17.99;1.5.99;1.14.99;1.14.19
25933,1.3.99;1.17.99;1.5.99;1.14.99;1.14.19
26082,4.2.3;2.5.1;3.1.7;6.1.1;2.7.7
26098,1.14.13;4.1.99;1.14.19;1.3.1;1.17.1
26153,2.5.1;1.14.14;3.1.3;4.2.3;1.5.1
26161,5.4.99;5.5.1;4.2.1;5.4.4;4.2.3
26181,3.5.1;4.2.1;3.2.1;3.5.2;1.13.12
26238,2.5.1;3.1.7;3.6.1;4.2.3;3.1.3
26487,2.5.1;4.4.1;4.2.3;2.7.7;3.1.3
26511,3.5.1;3.5.2;1.13.12;3.5.5;4.2.1
26519,4.2.1;5.3.3;4.1.2;5.4.1;5.4.99
26535,6.2.1;1.2.1;3.1.2;2.7.4;2.7.7
26543,3.5.1;3.5.2;4.2.1;1.13.12;3.5.5
26555,5.1.1;3.4.17;3.4.15;4.2.1;3.2.1
26563,3.1.2;2.8.3;3.7.1;3.1.1;1.13.11
27322,1.14.14;1.14.19;1.5.1;1.5.8;1.17.7
27326,1.14.14;1.14.19;1.5.1;1.5.8;1.17.7
27338,1.14.15;3.1.4;1.1.7;1.3.7;1.14.19
27703,5.3.1;1.1.1;4.1.2;1.1.99;5.1.3
27735,3.5.1;4.2.1;3.5.4;1.13.12;3.5.2
27875,4.1.3;4.4.1;5.4.99;5.4.4;2.2.1
27983,6.3.1;6.3.4;3.6.1;6.1.1;3.5.5
28031,1.17.4;1.8.4;1.11.1;1.8.98;1.8.1
28087,1.11.2;1.11.1;1.1.3;1.2.3;3.1.1
28107,1.1.1;2.7.1;5.3.1;1.17.1;1.12.1
28243,1.14.19;1.21.3;1.14.14;1.14.13;1.5.1
28315,2.4.1;2.4.2;3.2.1;2.7.8;2.3.1
28323,2.4.1;2.4.2;3.2.1;2.3.1;2.7.8
28367,2.4.1;2.4.2;2.7.8;2.7.7;3.6.1
28515,6.2.1;3.1.2;1.2.1;2.7.4;2.3.3
28523,3.1.3;5.4.2;3.6.5;3.1.7;6.1.2
28539,2.4.99;2.7.1;2.4.2;2.7.7;2.4.1
28644,4.2.3;2.5.1;3.1.7;5.3.3;5.4.99
28652,1.1.3;1.14.15;1.13.11;1.14.18;5.5.1
28680,2.1.1;2.3.1;2.8.4;2.5.1;3.13.2
28932,5.3.2;1.13.11;4.1.3;4.1.1;1.14.11
29484,4.2.3;5.5.1;3.1.7;5.4.99;2.5.1
29484,4.2.3;5.5.1;3.1.7;5.4.99;2.5.1
29504,4.2.3;4.2.1;3.1.7;2.5.1;5.5.1
29592,1.1.1;1.2.1;1.17.1;1.12.1;1.8.1
29596,1.2.1;1.8.1;6.2.1;2.3.1;1.1.1
29780,3.6.1;3.6.5;3.6.4;6.3.5;3.1.3
29844,6.2.1;3.1.2;1.2.1;2.3.3;2.3.1
29872,3.6.1;3.6.5;3.6.4;6.3.5;3.1.3
30112,3.1.1;3.3.2;3.8.1;1.14.18;3.7.1
30284,3.1.1;4.2.1;1.14.18;3.7.1;3.5.1
30308,1.14.13;1.17.1;4.1.99;1.14.19;1.2.1
30312,1.14.13;1.17.1;4.1.99;1.14.19;1.2.1
30380,4.2.3;3.1.7;2.5.1;5.5.1;5.4.99
30428,4.2.3;2.5.1;5.3.3;3.1.7;5.5.1
30456,4.2.1;4.1.99;1.17.99;4.2.3;3.3.2
30700,2.6.1;4.1.1;5.4.3;1.4.1;4.3.1
