reaction_id,EC Number,BEC-Pred,SelenzymeRF,SIMMER,Theia,MajorityVote,MajorityVoteCore4
10421,2.6.1.77,2.6.1,2.6.1.18;2.6.1.77;2.6.1.-|2.6.1.19|2.6.1.96;2.6.1.13;2.6.1.21;2.6.1.-|2.6.1.113|2.6.1.29;2.6.1.40,2.6.1,2.6.1;5.4.3;4.1.3;4.3.1;1.4.1,2.6.1,2.6.1
10441,3.1.1.17,3.1.1,3.1.1.17;3.1.1.17|3.1.1.25;1.1.3.9;3.1.1.15;3.2.1.144;1.1.99.3;3.1.1.99;3.1.1.31;5.5.1.27;1.6.5.4,3.1.1,3.1.1;5.5.1;4.2.1;3.7.1;1.14.18,3.1.1,3.1.1
10509,2.2.1.1,2.2.1,2.2.1.1;2.2.1.2,,2.2.1;5.1.3;2.7.4;2.7.8;4.1.2,2.2.1,2.2.1
10521,2.4.1.241,2.4.1,2.4.1.241;2.4.1.-|2.4.1.330;2.4.1.315;2.4.1.208;2.4.1.159;2.4.1.236;2.4.1.46;2.4.1.239;2.4.1.22;2.4.1|2.4.1.85;2.4.1.38|2.4.1.90;2.4.1.87;2.4.1.203;2.4.1.215;2.4.1.13,2.4.1,2.4.2;2.4.1;3.6.1;2.7.7;2.7.1,2.4.1,2.4.1
10537,3.1.6.10,3.1.6,3.1.6.14;2.7.7.4,3.1.6,3.1.6;2.8.2;5.4.2;3.13.1;3.12.1,3.1.6,3.1.6
10569,2.4.1.189,2.4.1,2.4.1.234;2.4.1.17;2.4.1.81;2.4.1.237;2.4.1.115;2.4.1.294;2.4.1.91;2.4.1.-|2.4.1.286;2.4.1.264;2.4.1.126;2.4.1.212,2.4.1,2.4.1;2.4.2;3.2.1;2.7.1;2.7.8,2.4.1,2.4.1
10585,2.3.1.170,2.3.1,2.3.1.237;2.3.1.236;2.3.1.165;2.3.1.161;2.3.1.289;2.3.1.86;2.3.1.290;2.3.1.85;2.3.1.41;2.3.1.239;2.3.1.295;2.3.1.94;2.3.1.119;2.3.1.170;2.3.1.292;2.3.1.156|2.3.1.74,2.3.1,2.3.1;1.2.1;3.1.2;1.8.1;6.2.1,2.3.1,2.3.1
10689,3.1.3.39,3.1.3,2.7.1.72;2.3.1.15|2.3.1.51|2.4.1.184|2.4.1.46|3.1.3.4,3.1.3,3.1.3;3.6.1;3.6.5;2.7.7;2.5.1,3.1.3,3.1.3
10765,1.14.20.4,1.14.20,1.14.20.4;1.14.11.67;1.14.11.17;1.14.11.23|1.14.20.6;1.14.11.54;1.14.11.53;1.14.11.51;1.14.11.33;1.14.11.22;1.14.11.27|1.14.11.65|1.14.11.67,1.14.20;1.14.11,1.14.11;1.14.20;4.2.1;4.1.1;1.13.11,1.14.20,1.14.20
10781,1.1.1.110,1.1.1,1.1.1.222|1.1.1.237;1.1.1|1.1.1.110|1.1.1.222|1.1.1.237|1.1.1.27|1.1.1.28|1.1.1.96,1.1.1,1.1.1;1.17.1;1.4.1;1.2.1;1.12.1,1.1.1,1.1.1
10781,1.1.1.110,1.1.1,1.1.1.222|1.1.1.237;1.1.1|1.1.1.110|1.1.1.222|1.1.1.237|1.1.1.27|1.1.1.28|1.1.1.96,1.1.1,1.1.1;1.17.1;1.4.1;1.2.1;1.12.1,1.1.1,1.1.1
10821,5.1.2.6,4.2.1,1.1.1.42;4.2.1.3;1.1.1.286|1.1.1.41|1.1.1.42|1.1.1.87,5.1.3;5.1.1,4.2.1;2.7.8;4.1.3;2.7.4;5.3.3,4.2.1,4.2.1
10881,3.2.2.25,3.2.2,2.4.99.20;2.1.1.159|2.1.1.160;2.4.2.21,3.2.2,3.2.2;5.4.99;3.2.1;3.5.4;2.1.1,3.2.2,3.2.2
10953,2.3.1.106,2.3.1,2.3.1.99;2.3.1|2.3.1.133|3.1.2.-;2.3.1.140;2.3.1.188;6.2.1|6.2.1.12;2.3.1.138;2.3.1.110;2.3.1.215;2.3.1.153;2.3.1.300;2.3.1.180,2.3.1,2.3.1;2.3.2;6.2.1;3.1.2;2.3.3,2.3.1,2.3.1
11025,2.7.3.8,2.7.11,6.3.5.-|6.3.5.13;6.3.5.5,2.7.11,2.7.3;2.7.1;2.7.2;6.3.1;2.7.13,2.7.11,2.7.11
11041,4.2.1.19,4.2.1,2.4.2.-|4.2.1.19,5.3.1,4.2.1;4.1.2;5.4.2;3.1.3;1.1.99,4.2.1,4.2.1
11113,3.3.2.1,3.3.2,3.3.2.1;2.2.1.9|2.5.1.64|4.1.1.71|4.1.3.-|4.2.99.20,4.1.3,4.1.3;3.7.1;4.4.1;5.4.99;2.7.9,3.3.2|4.1.3,4.1.3
11189,3.5.5.4,3.5.5,3.5.5.4;3.5.5.1;3.5.1.87;3.5.1.77;4.4.1.13;3.5.5.5;3.5.1.3;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9;1.4.99.1,,4.2.1;2.6.1;3.5.5;3.5.1;3.5.99,3.5.5,3.5.5
11237,2.5.1.44,2.5.1,2.5.1.44;2.5.1.46;1.5.3.13|1.5.3.16|1.5.3.17;1.5.3.14|1.5.99.6;1.4.9.1;3.5.1.-|3.5.1.78;2.5.1.23;2.5.1.16,5.1.3;5.1.1,2.7.4;2.7.8;2.3.1;5.2.1;2.6.1,2.5.1,2.5.1
11237,2.5.1.44,2.5.1,2.5.1.44;2.5.1.46;1.5.3.13|1.5.3.16|1.5.3.17;1.5.3.14|1.5.99.6;1.4.9.1;3.5.1.-|3.5.1.78;2.5.1.23;2.5.1.16,5.1.3;5.1.1,2.7.4;2.7.8;2.3.1;5.2.1;2.6.1,2.5.1,2.5.1
11345,2.7.7.43,2.7.7,2.7.7.43;2.7.7.38,2.7.7;2.4.1,2.7.7;4.6.1;2.7.8;2.5.1;2.7.4,2.7.7,2.7.7
11389,1.1.1.146,1.1.1,1.1.1.146;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.1.1.201;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.270;1.1.1.170;1.14.13.54;1.1.1.62;1.1.1.50|1.1.1.52;1.3.1.72;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86,1.1.1,1.1.1;1.3.1;1.17.1;1.12.1;1.5.1,1.1.1,1.1.1
11409,3.5.99.1,3.5.4,1.16.8.1;1.14.99.46;1.14.14.35;1.14.14.21;1.14.14.22;1.13.12.16;1.1.99.31;1.14.14.34;1.5.1.36|1.5.1.41;1.5.1.30|1.5.1.41;1.14.14.5,,1.14.14;1.14.19;1.17.7;1.17.8;1.3.8,1.14.14,1.14.14
11421,1.14.13.101,1.14.13,1.14.14.1,1.1.1;1.3.1,1.14.13;1.14.19;4.1.99;1.17.1;1.14.12,1.14.13,1.14.13
11441,1.14.13.50,1.14.13,1.14.13.2|1.14.13.33;1.14.13.84;1.14.14.91;1.14.13.240;1.14.14.1,1.6.5;1.14.13,1.14.13;4.1.99;1.17.1;1.14.19;1.2.1,1.14.13,1.14.13
11457,2.4.1.101,2.4.1,2.4.1.101;2.4.1.-|2.4.1.285;2.4.1.-|2.4.1.283;2.4.1.250;2.4.1.306;2.4.1.-|2.4.1.290;2.4.1.143;2.4.1.145;2.4.1.144;2.4.1.155;2.4.1.201;2.4.1.56;3.2.1.183;2.4.1.273;2.4.1.-|2.4.1.292;2.4.1.224;2.4.1.-|2.4.1.291;2.4.1.150;2.4.1.149;2.4.1.239;2.4.1.-|2.4.1.297;2.4.1.175,2.4.1,2.4.1;3.6.1;2.4.2;2.7.7;2.7.1,2.4.1,2.4.1
11501,3.1.3.45,3.1.3,3.1.3.45;4.2.3.152;4.1.99.24;4.1.99.25;3.1.3.29;2.6.99.2,3.1.3,3.1.3;5.4.2;3.6.5;2.7.1;4.2.3,3.1.3,3.1.3
11709,1.1.1.205,1.1.1,1.1.1.205;1.6.5.4;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5,1.5.1;1.14.13,1.17.1;1.14.13;1.7.1;1.2.1;1.12.1,1.1.1,1.1.1
11721,3.5.2.14,6.3.4,2.3.1.193|2.7.1|2.7.1.1|2.7.1.2|2.7.11.24|3.1.3|3.1.3.1|3.1.3.2|3.1.3.29|3.1.4|3.4.21.53|3.4.24|3.6|3.6.1|3.6.1.-|3.6.1.15|3.6.1.3|3.6.1.5|3.6.1.8|3.6.2.1|3.6.3|3.6.3.1|3.6.3.10|3.6.3.11|3.6.3.12|3.6.3.14|3.6.3.15|3.6.3.16|3.6.3.17|3.6.3.18|3.6.3.19|3.6.3.2|3.6.3.20|3.6.3.21|3.6.3.22|3.6.3.23|3.6.3.24|3.6.3.25|3.6.3.26|3.6.3.27|3.6.3.28|3.6.3.29|3.6.3.3|3.6.3.30|3.6.3.31|3.6.3.32|3.6.3.33|3.6.3.34|3.6.3.35|3.6.3.36|3.6.3.37|3.6.3.38|3.6.3.39|3.6.3.4|3.6.3.40|3.6.3.41|3.6.3.42|3.6.3.43|3.6.3.44|3.6.3.46|3.6.3.47|3.6.3.48|3.6.3.49|3.6.3.5|3.6.3.50|3.6.3.51|3.6.3.52|3.6.3.53|3.6.3.54|3.6.3.55|3.6.3.6|3.6.3.7|3.6.3.8|3.6.3.9|3.6.4|3.6.4.1|3.6.4.10|3.6.4.11|3.6.4.12|3.6.4.13|3.6.4.2|3.6.4.3|3.6.4.4|3.6.4.5|3.6.4.6|3.6.4.7|3.6.4.8|3.6.4.9|5.6.1.1|5.6.1.7|5.6.1.8|5.6.1.c|5.6.1.d|5.6.1.f|5.6.1.g|7.1.2.1|7.1.2.2|7.3.2.a|7.3.2.f|7.5.2.h|7.5.2.j|7.5.2.l|7.6.2.1|7.6.2.2|7.6.2.c|7.6.2.f,6.3.4;6.3.1,3.5.2;6.3.1;3.6.5;6.3.5;6.3.4,6.3.4,6.3.4
11741,1.8.1.7,1.8.1,1.8.1.7;1.8.1.10|1.8.1.14|1.8.4.2;1.8.1.10|1.8.1.9|1.8.4.2;1.8.1.16;1.8.1.12,1.8.1,1.8.1;1.2.1;1.12.1;1.16.1;1.18.1,1.8.1,1.8.1
11769,2.4.2.18,2.4.2,2.4.2.18|4.1.3.27,2.4.2,2.4.2;2.5.1;2.7.7;2.4.1;2.6.1,2.4.2,2.4.2
11821,2.4.2.36,1.3.1,3.2.2.5|3.2.2.6;2.4.2.36;2.4.2.31;2.4.2.37;2.4.99.20;2.4.2.60,2.4.2,2.4.2;2.7.1;2.4.1;2.4.99;2.7.7,2.4.2,2.4.2
11837,2.4.3.1,2.4.3,2.4.99.1;2.4.99.14;2.7.8.46;2.7.8.14;2.4.99.13;6.1.2.2;3.2.1.18,2.4.3;2.4.1,2.4.3;2.4.99;3.1.4;2.7.8;4.6.1,2.4.3,2.4.3
11849,1.21.4.4,1.8.4,1.21.4.4;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,1.21.4;1.8.4,3.1.2;1.8.98;1.11.1;1.8.4;2.3.3,1.21.4,1.8.4
11901,1.1.1.286,1.1.1,1.1.1.41;1.1.1.170|1.1.1.418;1.1.1.417;5.3.3.1;1.3.1.25;1.1.1.42;1.1.1.286|1.1.1.41|1.1.1.42|1.1.1.87;1.1.1.272|1.1.1.399|1.1.1.M7,1.1.1,1.1.1;1.3.1;1.17.1;1.5.1;1.14.11,1.1.1,1.1.1
11901,1.1.1.286,1.1.1,1.1.1.41;1.1.1.170|1.1.1.418;1.1.1.417;5.3.3.1;1.3.1.25;1.1.1.42;1.1.1.286|1.1.1.41|1.1.1.42|1.1.1.87;1.1.1.272|1.1.1.399|1.1.1.M7,1.1.1,1.1.1;1.3.1;1.17.1;1.5.1;1.14.11,1.1.1,1.1.1
11941,3.5.1.20,3.5.1,2.1.3.3|6.3.4.16,3.5.3;2.1.4,3.5.1;3.5.3;3.5.2;2.1.3;2.3.2,3.5.1,3.5.1
11989,2.1.1.79,2.1.1,2.1.1.334;2.1.1.79;2.1.1.165;2.1.1.96;2.1.1.17;2.1.1.71;2.1.1.103|2.1.1.16|2.1.1.71;2.1.1.137;2.1.1.37,2.1.1,2.1.1;2.3.1;2.5.1;4.4.1;5.3.3,2.1.1,2.1.1
11993,1.5.3.7,1.3.3,1.4.3.13;1.4.3.2;1.4.3.3;1.1.3.15;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.8.3.5,1.5.99,1.5.3;3.4.17;1.4.3;1.5.5;1.5.1,1.4.3,1.4.3
12181,2.1.1.111,2.1.1,6.3.2.40;2.1.1.343;2.1.1.49;2.1.1.328;2.1.1.137;2.1.1.334;2.1.1.53;2.1.1.62;2.1.1.129;2.1.1.365;5.3.3.5;2.1.1.277;2.1.1|2.1.1.163,2.1.1,2.1.1;2.3.1;2.5.1;2.8.4;3.13.2,2.1.1,2.1.1
12273,4.1.1.28,4.1.1,4.1.1.107;4.1.1.25|4.1.1.28;4.1.1.28|4.1.1.53;4.1.1.105|4.1.1.28;4.1.1.11|4.1.1.15,4.1.1,4.1.1;5.4.3;4.3.1;1.13.12;3.5.2,4.1.1,4.1.1
12369,1.1.99.4,1.1.99,1.1.1.274|1.1.1.346;1.1.1.274;1.1.99.4;1.1.1.124|1.1.99.11|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8,,1.1.99;1.3.99;5.1.3;5.3.1;1.1.1,1.1.99,1.1.99
12417,4.3.1.6,4.3.1,1.3.1.95;1.3.1.38;1.3.1.93;1.3.3.6;1.3.1.95|1.3.8.7;1.3.8.9;1.3.8.1;1.3.8.8;1.3.1.8;1.3.1.109;1.3.1.44;2.3.1.74,5.3.3,4.3.1;5.4.3;2.3.2;2.3.1;5.4.99,1.3.1,1.3.1
12453,2.7.1.134,2.7.1,2.7.1.151;2.7.1.127;2.7.1.127|2.7.1.159;2.7.1.158;2.3.1.193;2.7.1.72;2.7.1.224;2.7.1.64;2.7.1.176;2.7.1.25,2.7.1,2.7.1;2.7.4;2.7.8;2.7.6;2.7.11,2.7.1,2.7.1
12465,2.4.1.123,2.4.1,2.4.1.123;2.4.1.239;2.4.1.365;2.4.1.343;2.4.1.305;2.4.1.303;2.4.1.304;2.4.1.13|2.4.1.14;2.4.1|2.4.1.297;2.4.1.276;2.4.1.270;2.4.1.356;2.4.1.132;2.4.1.252;2.4.1.32;2.4.1.159;2.4.1.361;2.4.1.271;2.4.1.309;2.4.1.96;2.4.1.187;2.4.1.177;2.4.1.-|2.4.1.293;2.4.1.121;2.4.1|2.4.1.58,2.4.1,2.4.1;2.4.2;3.6.1;2.7.7;3.2.1,2.4.1,2.4.1
12630,1.14.11.11,1.14.11,1.14.11.11;1.14.11.67;1.14.11.27;1.14.11.65;1.14.11.54;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67;1.14.11.33;1.14.11.66|1.14.11.68|1.14.11.69;1.14.11.51;1.14.11.53;1.14.11.-|1.14.11.35;1.14.11|1.14.11.-|1.14.11.13,1.14.11,1.14.11;4.1.1;1.14.20;2.6.1;1.13.11,1.14.11,1.14.11
12650,1.1.1.173,1.1.1,1.1.1.-|1.1.1.377|1.1.1.378;1.1.1.121;1.1.1.376;1.1.1.122;1.1.1.316;1.1.1.48;1.6.5.4;1.1.1.107|1.1.1.122;1.1.1.121|1.1.1.359;1.1.1.117;1.1.1.116;1.11.1.1|1.14.12.17;1.1.1.118|1.1.1.121|1.1.1.359|1.1.1.370|1.1.1.47;1.1.1.118|1.1.1.47;1.1.1.203;2.5.1.46;1.12.1.2|1.12.1.5,1.1.1,1.1.1;3.2.2;1.17.1;1.12.1;1.2.1,1.1.1,1.1.1
12650,1.1.1.173,1.1.1,1.1.1.-|1.1.1.377|1.1.1.378;1.1.1.121;1.1.1.376;1.1.1.122;1.1.1.316;1.1.1.48;1.6.5.4;1.1.1.107|1.1.1.122;1.1.1.121|1.1.1.359;1.1.1.117;1.1.1.116;1.11.1.1|1.14.12.17;1.1.1.118|1.1.1.121|1.1.1.359|1.1.1.370|1.1.1.47;1.1.1.118|1.1.1.47;1.1.1.203;2.5.1.46;1.12.1.2|1.12.1.5,1.1.1,1.1.1;3.2.2;1.17.1;1.12.1;1.2.1,1.1.1,1.1.1
12714,2.7.6.4,2.7.4,2.7.7.79;6.3.4.22;2.7.6.1,2.7.6,2.7.1;3.6.1;2.7.4;2.7.6;4.6.1,2.7.1,2.7.6
12754,1.1.1.156,1.1.1,1.1.1.2|1.1.1.21|1.1.1.261;1.1.1.49|1.1.1.8|1.1.1.94|1.3.1.20,1.1.1,1.1.1;1.17.1;1.2.1;1.12.1;1.3.1,1.1.1,1.1.1
12798,1.14.20.13,1.14.11,1.14.11.14;1.14.11.67;1.14.11.11;1.14.11.54;1.14.11.33;1.14.11.27;1.14.11.65;1.14.11.66|1.14.11.67|1.14.11.68|1.14.11.69;1.14.11.51;1.14.11.53;1.14.11.52;1.14.11.22;1.14.11.25;1.14.11.15;1.14.11|1.14.11.-|1.14.11.13,1.14.11,1.14.11;4.2.1;1.14.20;1.13.12;1.14.13,1.14.11,1.14.11
12806,2.1.1.122,2.1.1,2.1.1|2.1.1.122;2.1.1.132;2.1.1.201,2.1.1,2.1.1;2.8.4;3.13.2;2.3.1;2.5.1,2.1.1,2.1.1
12838,2.7.1.32,2.7.1,2.7.1.39,2.7.2;2.7.1,2.7.1;2.7.11;2.7.4;2.7.6;2.7.8,2.7.1,2.7.1
12898,1.14.14.137,1.14.14,1.14.14.-|1.14.14.13;1.14.14.5;1.14.14.3;1.14.14.28;1.14.14.8;1.14.14.15;1.14.19.56;1.14.14.46;1.5.1.39;1.14.99.46;1.14.14.30;1.13.12.16;1.14.14.108;1.14.19.9;1.14.14.137,1.14.14,1.14.14;1.14.19;1.5.1;1.5.8;1.17.7,1.14.14,1.14.14
13006,2.1.1.115,2.1.1,2.1.1.115|2.1.1.140;2.1.1.337;2.1.1.132;2.1.1.334;2.1.1.137;2.1.1.345;2.1.1.-|2.1.1.340;2.1.1.163,2.1.1,2.1.1;2.5.1;2.8.4;3.13.2;1.21.98,2.1.1,2.1.1
13070,2.7.1.82,2.7.1,2.7.1.39,2.7.11,2.7.1;2.7.11;2.7.4;2.7.6;2.7.8,2.7.1,2.7.1
13074,3.6.1.40,3.6.1,6.3.2.34;6.3.2.3;6.3.2.2|6.3.2.3;6.3.4.6;6.4.1.8,3.6.1,3.6.1;3.6.5;3.6.4;3.1.3;6.3.5,3.6.1,3.6.1
13094,2.4.1.47,2.4.1,2.4.1.80;2.4.1.47;2.4.1.46;2.4.1.241;2.4.1.-|2.4.1.330;2.4.1.85;2.4.1.274;2.4.1.215;2.4.1.203;2.4.1.239;2.4.1.228;2.4.1.62;2.4.1.86;2.4.1.275;2.4.1.90;2.4.1.38|2.4.1.90;2.4.1.173;2.4.1.-|2.4.1.323;2.4.1.368|2.4.1.dx;2.4.1.363;2.4.1.324;2.4.1.13,2.4.1,2.4.1;2.4.2;2.7.1;3.2.1;2.7.8,2.4.1,2.4.1
13186,2.5.1.61,4.1.99,1.4.1.27;1.21.4.2;3.5.1.1;2.3.2.13;1.4.1.27|1.4.4.2|1.8.1.4|2.1.2.10,4.1.1,4.2.1;3.5.1;4.3.1;3.5.99;1.4.3,3.5.1,3.5.1
13254,2.7.1.159,2.7.1,2.7.1.127;2.7.1.127|2.7.1.159;2.7.1.151;2.7.1.158;2.3.1.193;2.7.1.72;2.7.1.64;2.7.1.224;2.7.1.176;2.7.1.25,2.7.1,2.7.1;2.7.4;2.7.6;2.7.11;2.7.2,2.7.1,2.7.1
13310,1.2.1.67,1.2.1,1.6.5.4;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5;1.2.1.28|1.2.1.3|1.2.1.64,1.14.13,1.2.1;1.14.13;1.17.1;1.1.1;4.1.99,1.2.1,1.2.1
13410,1.7.1.13,1.5.1,1.6.3.2;1.11.1.1|1.11.1.2;1.11.1.21;1.12.1.3|1.12.1.5,1.7.1,1.7.1;1.1.1;1.4.1;1.5.1;1.17.1,1.7.1,1.7.1
13418,1.3.1.41,1.3.1,1.6.5.4;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5;1.5.1.34;1.3.1.77;1.4.1.27;1.5.1.15;1.5.1.20|1.5.1.54,1.14.13,1.3.1;1.1.1;1.6.3;1.14.13;1.6.5,1.3.1,1.3.1
13466,2.3.1.58,2.3.1,2.3.1.71;2.3.1.180,2.3.1,2.3.1;2.3.2;6.3.2;4.3.2;4.3.1,2.3.1,2.3.1
13510,2.7.7.23,2.7.7,2.7.7.23|2.7.7.64|2.7.7.83,2.7.7;2.4.1,2.7.7;2.7.4;2.7.1;2.5.1;6.2.1,2.7.7,2.7.7
13526,1.14.15.1,1.14.15,1.14.15.1;1.14.13.156;1.14.11|1.14.11.-|1.14.11.13;1.14.13.-|1.14.13.119|1.14.14.149;1.14.11|1.14.11.-|1.14.11.15;1.14.12.-|1.14.12.26;1.14.12.12;1.14.12.18;1.14.11.-|1.14.11.35;1.14.11.8;1.14.11.28;1.13.11.-|1.14.12.-|1.14.12.25;1.14.12.19;1.14.12.-|1.14.12.10;1.14.11.76;1.14.11.41;1.14.12.15;1.14.12.7;1.14.12.11;1.14.13.208;1.14.13.144;1.14.-.-|1.14.13.169;1.14.13.78;1.14.99.9;1.14.13.79,,1.14.15;1.14.19;4.2.1;1.17.7;1.14.18,1.14.15,1.14.15
13530,4.2.1.34,4.2.1,4.2.1.35;2.3.1.182|2.3.3.13;4.1.3.22,4.2.1,4.2.1;4.1.3;5.4.1;1.17.99;3.7.1,4.2.1,4.2.1
13686,1.3.1.72,1.3.1,1.3.1.72;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.7.1.2|1.7.1.3;1.6.3.2;1.7.1.14;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.201;1.14.13.54;1.1.1.50|1.1.1.52;1.1.1.146;1.1.1.62,1.3.1;1.1.1,1.3.1;1.1.1;1.17.1;1.14.13;1.5.1,1.3.1,1.3.1
13722,3.1.1.37,3.1.1,1.14.99.9;1.14.13.54|1.14.99.12;1.14.13.79;1.14.13.246;1.14.13.70;1.14.13.72;1.14.13.78;1.14.13.144;2.6.1.19;6.3.5.11;6.3.5.9;6.3.5.-|6.3.5.13;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,5.4.4,3.1.1;3.7.1;3.5.1;1.14.18;1.2.99,3.1.1,3.1.1
13742,2.6.1.28,2.6.1,2.6.1.57;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.9,2.6.1,2.7.4;2.7.8;2.3.1;5.2.1;2.6.1,2.6.1,2.6.1
13770,1.1.1.6,1.1.1,1.1.1.8|3.1.3.21;1.6.5.4;1.1.1.8|1.1.1.94|1.1.5.3;1.1.1.261,1.1.1,1.1.1;1.17.1;1.2.1;1.12.1;1.3.1,1.1.1,1.1.1
13794,5.4.99.4,5.4.99,2.6.1.42|2.6.1.6|2.6.1.67;1.14.11.4;2.6.1.57;2.6.1.-|2.6.1.118|2.6.1.ah;2.6.1.-|2.6.1.11,5.4.99;4.1.3,5.4.99;4.2.1;5.5.1;4.1.2;5.3.3,5.4.99,5.4.99
13814,1.14.12.3,1.14.12,1.1.1.50;1.14.12.18;1.14.12.10;1.6.5.4;1.14.13.25;1.14.12.-|1.14.12.26;1.14.12.11;1.14.13.223;1.6.3.2;1.14.13.246;1.14.13.87;1.14.13.26;1.14.18.9;1.14.13.22;1.14.13.245;1.14.13.131;1.14.13.69;1.14.12.19;1.11.1.1|1.14.12.17,1.14.12,1.14.12;1.3.1;1.14.13;1.1.1;1.17.1,1.14.12,1.14.12
