reaction,REACTION_ID,true_EC
12650-1.1.1.378-Q,12650,1.1.1.378
12714-2.7.6.4-Q,12714,2.7.6.4
12754-1.1.1.156-Q,12754,1.1.1.156
12798-1.14.20.13-Q,12798,1.14.20.13
12806-2.1.1.122-Q,12806,2.1.1.122
12838-2.7.1.32-Q,12838,2.7.1.32
12898-1.14.14.137-Q,12898,1.14.14.137
13006-2.1.1.115-Q,13006,2.1.1.115
13070-2.7.1.82-Q,13070,2.7.1.82
13074-3.6.1.40-Q,13074,3.6.1.40
13094-2.4.1.47-Q,13094,2.4.1.47
13186-2.5.1.61-Q,13186,2.5.1.61
13254-2.7.1.159-Q,13254,2.7.1.159
13310-1.2.1.67-Q,13310,1.2.1.67
13410-1.7.1.13-Q,13410,1.7.1.13
13418-1.3.1.41-Q,13418,1.3.1.41
13466-2.3.1.58-Q,13466,2.3.1.58
13510-2.7.7.23-Q,13510,2.7.7.23
13526-1.14.15.1-Q,13526,1.14.15.1
13530-4.2.1.34-Q,13530,4.2.1.34
13686-1.3.1.72-Q,13686,1.3.1.72
13722-3.1.1.37-Q,13722,3.1.1.37
13742-2.6.1.28-Q,13742,2.6.1.28
13770-1.1.1.6-Q,13770,1.1.1.6
13794-5.4.99.4-Q,13794,5.4.99.4
13814-1.14.12.3-Q,13814,1.14.12.3
13830-1.1.1.187-Q,13830,1.1.1.187
13830-1.1.1.281-Q,13830,1.1.1.281
13838-1.3.1.64-Q,13838,1.3.1.64
13910-2.4.2.16-Q,13910,2.4.2.16
13954-3.1.1.96-Q,13954,3.1.1.96
13970-6.5.1.5-Q,13970,6.5.1.5
13998-1.2.1.25-Q,13998,1.2.1.25
14010-2.5.1.67-Q,14010,2.5.1.67
14046-2.7.8.23-Q,14046,2.7.8.23
14054-2.5.1.55-Q,14054,2.5.1.55
14090-2.6.1.4-Q,14090,2.6.1.4
14114-3.1.3.32-Q,14114,3.1.3.32
14142-1.8.4.9-Q,14142,1.8.4.9
14270-1.6.5.5-Q,14270,1.6.5.5
14282-1.8.2.1-Q,14282,1.8.2.1
14306-6.1.1.15-Q,14306,6.1.1.15
14358-2.7.1.26-Q,14358,2.7.1.26
14394-2.1.1.301-Q,14394,2.1.1.301
14470-1.2.1.32-Q,14470,1.2.1.32
14506-2.8.1.3-Q,14506,2.8.1.3
14530-2.7.7.35-Q,14530,2.7.7.35
14650-2.4.1.318-Q,14650,2.4.1.318
14714-1.1.99.12-Q,14714,1.1.99.12
14738-4.6.1.6-Q,14738,4.6.1.6
14762-2.3.1.50-Q,14762,2.3.1.50
14874-1.1.1.190-Q,14874,1.1.1.190
14926-1.1.1.224-Q,14926,1.1.1.224
14970-2.1.1.144-Q,14970,2.1.1.144
15014-3.5.99.13-Q,15014,3.5.99.13
15026-2.1.1.158-Q,15026,2.1.1.158
15062-1.16.1.10-Q,15062,1.16.1.10
15062-1.16.1.7-Q,15062,1.16.1.7
15154-2.4.1.194-Q,15154,2.4.1.194
15198-2.1.1.72-Q,15198,2.1.1.72
15238-1.6.2.5-Q,15238,1.6.2.5
15250-2.4.1.136-Q,15250,2.4.1.136
15254-4.1.1.6-Q,15254,4.1.1.6
15302-1.1.1.114-Q,15302,1.1.1.114
15326-2.3.1.15-Q,15326,2.3.1.15
15386-4.2.1.65-Q,15386,4.2.1.65
15414-4.2.1.32-Q,15414,4.2.1.32
15430-2.1.1.342-Q,15430,2.1.1.342
15458-1.3.1.19-Q,15458,1.3.1.19
15558-7.2.2.11-Q,15558,7.2.2.11
15562-2.1.1.110-Q,15562,2.1.1.110
15586-1.3.99.31-Q,15586,1.3.99.31
15590-2.6.1.72-Q,15590,2.6.1.72
15670-2.7.1.78-Q,15670,2.7.1.78
15714-2.3.1.18-Q,15714,2.3.1.18
15774-2.7.1.29-Q,15774,2.7.1.29
15814-2.3.1.2-Q,15814,2.3.1.2
15862-3.1.3.28-Q,15862,3.1.3.28
15922-2.4.1.184-Q,15922,2.4.1.184
16074-4.1.1.64-Q,16074,4.1.1.64
16118-6.2.1.16-Q,16118,6.2.1.16
16182-2.1.1.82-Q,16182,2.1.1.82
16230-2.7.7.41-Q,16230,2.7.7.41
16242-2.4.1.13-Q,16242,2.4.1.13
16254-1.3.1.49-Q,16254,1.3.1.49
16302-3.2.2.5-Q,16302,3.2.2.5
16302-3.2.2.6-Q,16302,3.2.2.6
16318-1.1.1.112-Q,16318,1.1.1.112
16422-1.2.7.5-Q,16422,1.2.7.5
16430-6.3.2.9-Q,16430,6.3.2.9
16446-4.2.1.105-Q,16446,4.2.1.105
16530-2.7.7.5-Q,16530,2.7.7.5
16546-2.8.3.16-Q,16546,2.8.3.16
16610-2.4.2.7-Q,16610,2.4.2.7
16662-2.5.1.63-Q,16662,2.5.1.63
16670-1.17.1.4-Q,16670,1.17.1.4
16710-1.14.16.4-Q,16710,1.14.16.4
16758-1.8.1.12-Q,16758,1.8.1.12
16766-1.1.1.138-Q,16766,1.1.1.138
16774-2.4.1.62-Q,16774,2.4.1.62
16882-2.8.1.1-Q,16882,2.8.1.1
16902-2.3.1.178-Q,16902,2.3.1.178
16954-2.6.1.81-Q,16954,2.6.1.81
17022-2.6.1.37-Q,17022,2.6.1.37
17074-2.3.1.27-Q,17074,2.3.1.27
17150-1.14.14.1-Q,17150,1.14.14.1
17294-1.14.13.83-Q,17294,1.14.13.83
17346-3.1.2.17-Q,17346,3.1.2.17
17362-3.5.1.95-Q,17362,3.5.1.95
17370-3.2.1.128-Q,17370,3.2.1.128
17390-1.1.1.250-Q,17390,1.1.1.250
17398-1.1.1.100-Q,17398,1.1.1.100
17442-2.6.1.3-Q,17442,2.6.1.3
17574-2.1.1.102-Q,17574,2.1.1.102
17578-5.1.3.20-Q,17578,5.1.3.20
17582-3.5.1.87-Q,17582,3.5.1.87
17626-1.5.1.16-Q,17626,1.5.1.16
17662-6.2.1.5-Q,17662,6.2.1.5
17666-2.3.1.181-Q,17666,2.3.1.181
17682-1.1.1.31-Q,17682,1.1.1.31
17714-1.14.19.67-Q,17714,1.14.19.67
17782-3.5.1.31-Q,17782,3.5.1.31
17974-2.4.2.8-Q,17974,2.4.2.8
17990-2.7.11.1-Q,17990,2.7.11.1
17990-2.7.11.11-Q,17990,2.7.11.11
17990-2.7.11.12-Q,17990,2.7.11.12
17990-2.7.11.13-Q,17990,2.7.11.13
17990-2.7.11.17-Q,17990,2.7.11.17
17990-2.7.11.21-Q,17990,2.7.11.21
17990-2.7.11.22-Q,17990,2.7.11.22
17990-2.7.11.24-Q,17990,2.7.11.24
17990-2.7.11.25-Q,17990,2.7.11.25
17990-2.7.11.34-Q,17990,2.7.11.34
17990-2.7.11.35-Q,17990,2.7.11.35
17990-2.7.11.36-Q,17990,2.7.11.36
17990-2.7.11.37-Q,17990,2.7.11.37
17990-2.7.11.38-Q,17990,2.7.11.38
17990-2.7.11.39-Q,17990,2.7.11.39
17990-2.7.12.1-Q,17990,2.7.12.1
17990-2.7.12.2-Q,17990,2.7.12.2
18030-6.3.4.16-Q,18030,6.3.4.16
18102-1.3.1.66-Q,18102,1.3.1.66
18210-5.5.1.8-Q,18210,5.5.1.8
18246-2.7.1.24-Q,18246,2.7.1.24
18322-2.6.1.42-Q,18322,2.6.1.42
18322-2.6.1.6-Q,18322,2.6.1.6
18402-1.14.14.37-Q,18402,1.14.14.37
18422-2.3.1.28-Q,18422,2.3.1.28
18446-3.5.4.10-Q,18446,3.5.4.10
18458-4.1.99.12-Q,18458,4.1.99.12
18538-1.2.1.65-Q,18538,1.2.1.65
18570-1.2.3.9-Q,18570,1.2.3.9
18674-2.7.11.30-Q,18674,2.7.11.30
18738-2.7.9.3-Q,18738,2.7.9.3
18782-4.1.1.9-Q,18782,4.1.1.9
18874-4.5.1.2-Q,18874,4.5.1.2
18886-1.1.1.271-Q,18886,1.1.1.271
18914-2.4.3.6-Q,18914,2.4.3.6
18986-5.4.4.2-Q,18986,5.4.4.2
19070-4.4.1.5-Q,19070,4.4.1.5
19110-2.3.1.143-Q,19110,2.3.1.143
19122-7.6.2.3-Q,19122,7.6.2.3
19206-3.5.4.30-Q,19206,3.5.4.30
19290-3.1.3.24-Q,19290,3.1.3.24
19310-3.1.3.70-Q,19310,3.1.3.70
19446-1.13.11.23-Q,19446,1.13.11.23
19554-4.1.99.1-Q,19554,4.1.99.1
19566-4.2.3.11-Q,19566,4.2.3.11
19570-2.1.1.61-Q,19570,2.1.1.61
19586-1.1.1.52-Q,19586,1.1.1.52
19630-1.1.1.42-Q,19630,1.1.1.42
19730-4.1.1.4-Q,19730,4.1.1.4
19738-3.5.1.94-Q,19738,3.5.1.94
19774-1.1.1.177-Q,19774,1.1.1.177
19914-1.1.1.212-Q,19914,1.1.1.212
19970-1.7.3.6-Q,19970,1.7.3.6
19974-2.5.1.22-Q,19974,2.5.1.22
20022-1.14.11.21-Q,20022,1.14.11.21
20042-1.2.1.15-Q,20042,1.2.1.15
20070-4.8.1.4-Q,20070,4.8.1.4
20082-3.5.1.39-Q,20082,3.5.1.39
20106-2.7.1.146-Q,20106,2.7.1.146
20122-6.1.1.18-Q,20122,6.1.1.18
20130-3.2.2.4-Q,20130,3.2.2.4
20134-1.1.1.110-Q,20134,1.1.1.110
20154-2.7.1.46-Q,20154,2.7.1.46
20190-1.3.1.1-Q,20190,1.3.1.1
20218-4.1.2.32-Q,20218,4.1.2.32
20250-5.1.1.1-Q,20250,5.1.1.1
20254-4.2.1.85-Q,20254,4.2.1.85
20258-1.3.1.17-Q,20258,1.3.1.17
20282-2.8.2.24-Q,20282,2.8.2.24
20482-2.8.2.10-Q,20482,2.8.2.10
20490-2.3.2.11-Q,20490,2.3.2.11
20498-2.3.1.87-Q,20498,2.3.1.87
20538-3.1.4.14-Q,20538,3.1.4.14
20570-3.5.3.1-Q,20570,3.5.3.1
20686-1.1.1.16-Q,20686,1.1.1.16
20690-3.1.1.42-Q,20690,3.1.1.42
20769-4.1.1.82-Q,20769,4.1.1.82
20845-6.4.1.1-Q,20845,6.4.1.1
20857-3.5.1.23-Q,20857,3.5.1.23
20929-1.8.5.9-Q,20929,1.8.5.9
20985-3.1.4.41-Q,20985,3.1.4.41
21133-1.17.3.2-Q,21133,1.17.3.2
21157-3.1.3.20-Q,21157,3.1.3.20
21221-1.13.11.29-Q,21221,1.13.11.29
21333-2.3.1.3-Q,21333,2.3.1.3
21341-1.13.11.43-Q,21341,1.13.11.43
21525-2.3.3.13-Q,21525,2.3.3.13
21565-2.3.1.16-Q,21565,2.3.1.16
21605-5.3.99.7-Q,21605,5.3.99.7
21621-1.5.1.39-Q,21621,1.5.1.39
21621-1.5.1.42-Q,21621,1.5.1.42
21633-1.10.3.1-Q,21633,1.10.3.1
21673-2.1.1.100-Q,21673,2.1.1.100
21713-4.1.2.26-Q,21713,4.1.2.26
21729-1.1.1.132-Q,21729,1.1.1.132
21837-4.2.1.5-Q,21837,4.2.1.5
21845-2.3.1.14-Q,21845,2.3.1.14
21853-4.2.1.53-Q,21853,4.2.1.53
21993-2.3.1.48-Q,21993,2.3.1.48
22013-2.1.1.133-Q,22013,2.1.1.133
22025-1.7.2.3-Q,22025,1.7.2.3
22033-4.1.3.13-Q,22033,4.1.3.13
22093-1.3.7.3-Q,22093,1.3.7.3
22109-4.3.1.19-Q,22109,4.3.1.19
22169-5.1.3.2-Q,22169,5.1.3.2
22201-2.1.1.145-Q,22201,2.1.1.145
22205-1.14.13.63-Q,22205,1.14.13.63
22473-2.7.1.34-Q,22473,2.7.1.34
22501-2.3.1.218-Q,22501,2.3.1.218
22565-1.3.1.10-Q,22565,1.3.1.10
22565-1.3.1.104-Q,22565,1.3.1.104
22565-1.3.1.39-Q,22565,1.3.1.39
22573-1.5.99.5-Q,22573,1.5.99.5
22605-5.3.1.7-Q,22605,5.3.1.7
22609-3.5.1.18-Q,22609,3.5.1.18
22617-1.21.3.5-Q,22617,1.21.3.5
22629-6.3.2.6-Q,22629,6.3.2.6
22637-3.6.1.12-Q,22637,3.6.1.12
22637-3.6.1.65-Q,22637,3.6.1.65
22637-3.6.1.9-Q,22637,3.6.1.9
22645-1.14.14.98-Q,22645,1.14.14.98
22681-3.5.4.13-Q,22681,3.5.4.13
22693-1.14.13.24-Q,22693,1.14.13.24
22709-3.1.2.7-Q,22709,3.1.2.7
22733-4.1.1.83-Q,22733,4.1.1.83
22761-1.13.12.6-Q,22761,1.13.12.6
22773-4.2.1.68-Q,22773,4.2.1.68
22781-1.13.11.12-Q,22781,1.13.11.12
22785-4.4.1.19-Q,22785,4.4.1.19
22865-5.1.1.5-Q,22865,5.1.1.5
22881-2.6.1.79-Q,22881,2.6.1.79
22945-1.1.1.277-Q,22945,1.1.1.277
22989-1.2.1.18-Q,22989,1.2.1.18
22997-1.11.1.11-Q,22997,1.11.1.11
23013-2.1.1.15-Q,23013,2.1.1.15
23033-6.3.3.1-Q,23033,6.3.3.1
23041-2.3.3.6-Q,23041,2.3.3.6
23085-4.1.3.26-Q,23085,4.1.3.26
23113-4.1.1.52-Q,23113,4.1.1.52
23145-1.1.1.240-Q,23145,1.1.1.240
23149-2.7.2.15-Q,23149,2.7.2.15
23221-6.2.1.33-Q,23221,6.2.1.33
23257-6.3.5.10-Q,23257,6.3.5.10
23261-1.1.1.232-Q,23261,1.1.1.232
23321-2.3.1.112-Q,23321,2.3.1.112
23369-4.1.1.7-Q,23369,4.1.1.7
23433-1.14.14.52-Q,23433,1.14.14.52
23461-3.1.1.70-Q,23461,3.1.1.70
23481-5.3.3.6-Q,23481,5.3.3.6
23513-2.4.1.64-Q,23513,2.4.1.64
23521-2.8.3.1-Q,23521,2.8.3.1
23561-2.7.8.26-Q,23561,2.7.8.26
23645-1.14.14.57-Q,23645,1.14.14.57
23661-3.5.2.7-Q,23661,3.5.2.7
23757-1.1.3.37-Q,23757,1.1.3.37
23765-2.7.1.80-Q,23765,2.7.1.80
23805-5.4.2.3-Q,23805,5.4.2.3
23813-1.1.1.208-Q,23813,1.1.1.208
23965-1.2.1.68-Q,23965,1.2.1.68
23997-3.6.1.9-Q,23997,3.6.1.9
24013-2.1.1.95-Q,24013,2.1.1.95
24037-2.7.4.4-Q,24037,2.7.4.4
24097-2.1.1.78-Q,24097,2.1.1.78
24161-1.1.3.9-Q,24161,1.1.3.9
24193-1.4.1.12-Q,24193,1.4.1.12
24201-4.1.1.24-Q,24201,4.1.1.24
24289-2.1.2.4-Q,24289,2.1.2.4
24361-4.99.1.4-Q,24361,4.99.1.4
24505-1.13.11.54-Q,24505,1.13.11.54
24679-4.2.1.147-Q,24679,4.2.1.147
24707-2.1.2.13-Q,24707,2.1.2.13
24769-1.1.1.294-Q,24769,1.1.1.294
24830-6.3.1.21-Q,24830,6.3.1.21
25095-2.7.4.14-Q,25095,2.7.4.14
25095-2.7.4.25-Q,25095,2.7.4.25
25178-1.2.1.25-Q,25178,1.2.1.25
25186-3.8.1.5-Q,25186,3.8.1.5
25238-2.7.4.6-Q,25238,2.7.4.6
25242-3.5.3.26-Q,25242,3.5.3.26
25254-2.7.1.60-Q,25254,2.7.1.60
25270-2.1.1.28-Q,25270,2.1.1.28
25287-1.14.14.154-Q,25287,1.14.14.154
25392-1.2.1.77-Q,25392,1.2.1.77
25396-1.13.11.60-Q,25396,1.13.11.60
25521-2.3.1.186-Q,25521,2.3.1.186
25585-5.1.3.32-Q,25585,5.1.3.32
25626-1.4.3.22-Q,25626,1.4.3.22
25793-7.2.2.8-Q,25793,7.2.2.8
25805-1.5.3.13-Q,25805,1.5.3.13
25805-1.5.3.16-Q,25805,1.5.3.16
25805-1.5.3.17-Q,25805,1.5.3.17
25925-1.3.99.17-Q,25925,1.3.99.17
25933-1.3.99.17-Q,25933,1.3.99.17
26082-4.2.3.40-Q,26082,4.2.3.40
26098-1.14.13.107-Q,26098,1.14.13.107
26153-2.5.1.78-Q,26153,2.5.1.78
26161-5.4.99.31-Q,26161,5.4.99.31
26181-3.5.1.103-Q,26181,3.5.1.103
26238-3.1.7.5-Q,26238,3.1.7.5
26487-2.5.1.76-Q,26487,2.5.1.76
26511-3.5.1.101-Q,26511,3.5.1.101
26519-4.2.1.116-Q,26519,4.2.1.116
26535-6.2.1.36-Q,26535,6.2.1.36
26543-3.5.1.100-Q,26543,3.5.1.100
26555-3.4.17.23-Q,26555,3.4.17.23
26563-4.1.3.36-Q,26563,4.1.3.36
27322-1.14.14.147-Q,27322,1.14.14.147
27326-1.14.14.147-Q,27326,1.14.14.147
27338-1.14.15.8-Q,27338,1.14.15.8
27703-5.3.1.12-Q,27703,5.3.1.12
27735-3.5.1.n3-Q,27735,3.5.1.n3
27875-4.2.99.21-Q,27875,4.2.99.21
27983-6.3.4.20-Q,27983,6.3.4.20
28031-1.17.4.1-Q,28031,1.17.4.1
28087-1.11.1.19-Q,28087,1.11.1.19
28107-1.1.1.251-Q,28107,1.1.1.251
28243-1.14.19.63-Q,28243,1.14.19.63
28315-2.4.1.253-Q,28315,2.4.1.253
28323-2.4.1.253-Q,28323,2.4.1.253
28367-2.4.1.180-Q,28367,2.4.1.180
28515-6.2.1.48-Q,28515,6.2.1.48
28523-3.1.3.83-Q,28523,3.1.3.83
28539-2.4.99.24-Q,28539,2.4.99.24
28644-4.2.3.65-Q,28644,4.2.3.65
28652-1.1.3.28-Q,28652,1.1.3.28
28680-2.1.1.64-Q,28680,2.1.1.64
28932-5.3.2.8-Q,28932,5.3.2.8
29484-4.2.3.198-Q,29484,4.2.3.198
29484-4.2.3.66-Q,29484,4.2.3.66
29504-4.2.3.70-Q,29504,4.2.3.70
29592-1.1.1.313-Q,29592,1.1.1.313
29596-1.2.1.81-Q,29596,1.2.1.81
29780-7.4.2.11-Q,29780,7.4.2.11
29844-6.2.1.13-Q,29844,6.2.1.13
29872-7.3.2.3-Q,29872,7.3.2.3
30112-3.1.1.108-Q,30112,3.1.1.108
30284-3.1.1.88-Q,30284,3.1.1.88
30308-1.14.13.128-Q,30308,1.14.13.128
30312-1.14.13.128-Q,30312,1.14.13.128
30380-4.2.3.78-Q,30380,4.2.3.78
30428-4.2.3.77-Q,30428,4.2.3.77
30456-4.1.99.16-Q,30456,4.1.99.16
30700-2.6.1.120-Q,30700,2.6.1.120
30704-4.1.1.91-Q,30704,4.1.1.91
30808-1.5.1.1-Q,30808,1.5.1.1
30840-5.1.3.28-Q,30840,5.1.3.28
30856-4.2.1.125-Q,30856,4.2.1.125
30956-1.3.5.6-Q,30956,1.3.5.6
30968-5.2.1.12-Q,30968,5.2.1.12
31312-2.4.1.266-Q,31312,2.4.1.266
31384-5.4.99.41-Q,31384,5.4.99.41
31388-5.4.99.40-Q,31388,5.4.99.40
31460-5.3.99.10-Q,31460,5.3.99.10
31476-2.4.1.262-Q,31476,2.4.1.262
31488-2.4.1.272-Q,31488,2.4.1.272
31508-4.3.3.6-Q,31508,4.3.3.6
31512-3.1.2.27-Q,31512,3.1.2.27
31524-1.13.12.19-Q,31524,1.13.12.19
31560-1.1.1.316-Q,31560,1.1.1.316
31584-3.6.1.56-Q,31584,3.6.1.56
31600-1.14.99.46-Q,31600,1.14.99.46
31608-4.2.1.131-Q,31608,4.2.1.131
31660-3.2.1.179-Q,31660,3.2.1.179
31676-1.1.1.317-Q,31676,1.1.1.317
31752-1.17.7.2-Q,31752,1.17.7.2
31760-2.1.1.234-Q,31760,2.1.1.234
31844-5.3.3.18-Q,31844,5.3.3.18
31916-2.7.1.175-Q,31916,2.7.1.175
31968-1.14.14.112-Q,31968,1.14.14.112
32052-3.6.1.60-Q,32052,3.6.1.60
32068-3.5.4.32-Q,32068,3.5.4.32
32168-6.3.2.39-Q,32168,6.3.2.39
32176-2.4.1.69-Q,32176,2.4.1.69
32400-1.1.1.296-Q,32400,1.1.1.296
32404-1.1.1.296-Q,32404,1.1.1.296
32408-1.1.1.296-Q,32408,1.1.1.296
32428-1.3.99.25-Q,32428,1.3.99.25
32500-1.14.13.153-Q,32500,1.14.13.153
32552-4.2.3.111-Q,32552,4.2.3.111
32572-4.2.3.118-Q,32572,4.2.3.118
32624-1.1.1.325-Q,32624,1.1.1.325
32632-1.14.13.154-Q,32632,1.14.13.154
32704-4.2.1.133-Q,32704,4.2.1.133
32708-5.5.1.22-Q,32708,5.5.1.22
32720-1.14.14.42-Q,32720,1.14.14.42
32932-2.7.8.41-Q,32932,2.7.8.41
33000-1.14.14.114-Q,33000,1.14.14.114
33040-1.14.15.9-Q,33040,1.14.15.9
33156-3.1.3.106-Q,33156,3.1.3.106
33220-1.14.14.107-Q,33220,1.14.14.107
33256-2.1.1.163-Q,33256,2.1.1.163
33372-2.7.1.201-Q,33372,2.7.1.201
33508-4.1.2.27-Q,33508,4.1.2.27
33752-3.1.3.27-Q,33752,3.1.3.27
33840-2.5.1.125-Q,33840,2.5.1.125
33868-2.6.1.112-Q,33868,2.6.1.112
33884-1.1.1.329-Q,33884,1.1.1.329
33976-3.2.1.182-Q,33976,3.2.1.182
34040-2.6.1.93-Q,34040,2.6.1.93
34044-2.4.2.49-Q,34044,2.4.2.49
34048-1.1.3.44-Q,34048,1.1.3.44
34112-1.5.1.43-Q,34112,1.5.1.43
34164-1.13.11.66-Q,34164,1.13.11.66
34188-3.7.1.14-Q,34188,3.7.1.14
34208-2.4.1.282-Q,34208,2.4.1.282
34212-1.1.1.334-Q,34212,1.1.1.334
34228-1.13.11.64-Q,34228,1.13.11.64
34260-1.14.99.47-Q,34260,1.14.99.47
34304-4.3.1.28-Q,34304,4.3.1.28
34396-5.4.3.10-Q,34396,5.4.3.10
34460-4.2.3.141-Q,34460,4.2.3.141
34496-1.13.11.12-Q,34496,1.13.11.12
34500-1.14.15.11-Q,34500,1.14.15.11
34524-2.4.1.293-Q,34524,2.4.1.293
34556-1.1.1.337-Q,34556,1.1.1.337
34556-1.1.1.375-Q,34556,1.1.1.375
34640-1.14.13.171-Q,34640,1.14.13.171
34696-4.2.3.135-Q,34696,4.2.3.135
34792-1.13.11.72-Q,34792,1.13.11.72
35092-6.3.2.40-Q,35092,6.3.2.40
35424-2.4.1.298-Q,35424,2.4.1.298
35448-1.1.1.349-Q,35448,1.1.1.349
35584-4.1.2.51-Q,35584,4.1.2.51
35588-3.1.3.102-Q,35588,3.1.3.102
35788-2.4.1.301-Q,35788,2.4.1.301
35820-1.5.1.47-Q,35820,1.5.1.47
35848-2.7.1.91-Q,35848,2.7.1.91
35972-2.5.1.110-Q,35972,2.5.1.110
36052-3.2.1.185-Q,36052,3.2.1.185
36216-2.7.8.1-Q,36216,2.7.8.1
36220-3.1.4.4-Q,36220,3.1.4.4
36276-1.14.13.178-Q,36276,1.14.13.178
36416-2.1.1.98-Q,36416,2.1.1.98
36544-3.5.1.115-Q,36544,3.5.1.115
36644-2.1.1.283-Q,36644,2.1.1.283
36660-2.1.3.12-Q,36660,2.1.3.12
36800-3.6.1.6-Q,36800,3.6.1.6
36988-2.4.2.57-Q,36988,2.4.2.57
37052-1.3.7.15-Q,37052,1.3.7.15
37088-2.8.4.4-Q,37088,2.8.4.4
37552-2.6.1.104-Q,37552,2.6.1.104
37584-1.4.3.3-Q,37584,1.4.3.3
37792-1.3.3.14-Q,37792,1.3.3.14
37800-1.6.3.2-Q,37800,1.6.3.2
37800-1.6.3.4-Q,37800,1.6.3.4
37824-1.14.11.44-Q,37824,1.14.11.44
37944-4.2.1.152-Q,37944,4.2.1.152
37984-5.5.1.24-Q,37984,5.5.1.24
38004-2.5.1.116-Q,38004,2.5.1.116
38092-2.1.1.95-Q,38092,2.1.1.95
38216-1.1.1.363-Q,38216,1.1.1.363
38216-1.1.1.388-Q,38216,1.1.1.388
38256-2.8.3.22-Q,38256,2.8.3.22
38264-4.2.1.148-Q,38264,4.2.1.148
38336-3.2.1.192-Q,38336,3.2.1.192
38592-2.4.1.311-Q,38592,2.4.1.311
38864-2.4.1.329-Q,38864,2.4.1.329
39904-2.5.1.119-Q,39904,2.5.1.119
40044-6.3.1.17-Q,40044,6.3.1.17
40732-3.2.1.191-Q,40732,3.2.1.191
40772-3.2.1.194-Q,40772,3.2.1.194
40804-1.2.1.92-Q,40804,1.2.1.92
40988-1.14.14.33-Q,40988,1.14.14.33
41405-1.5.1.48-Q,41405,1.5.1.48
41441-1.14.11.46-Q,41441,1.14.11.46
41465-1.14.14.70-Q,41465,1.14.14.70
41521-1.14.14.78-Q,41521,1.14.14.78
41581-2.5.1.121-Q,41581,2.5.1.121
42073-4.2.1.163-Q,42073,4.2.1.163
42133-5.1.1.14-Q,42133,5.1.1.14
42301-2.3.1.n5-Q,42301,2.3.1.n5
42313-1.18.1.6-Q,42313,1.18.1.6
42333-6.3.2.32-Q,42333,6.3.2.32
42469-3.7.1.8-Q,42469,3.7.1.8
42513-3.5.1.63-Q,42513,3.5.1.63
42533-5.4.99.25-Q,42533,5.4.99.25
42561-5.4.99.44-Q,42561,5.4.99.44
42845-2.3.1.240-Q,42845,2.3.1.240
