Reaction,All ECs
10953,2.3.1.99;2.3.1|2.3.1.133|3.1.2.-;2.3.1.140;2.3.1.188;6.2.1|6.2.1.12;2.3.1.138;2.3.1.110;2.3.1.215;2.3.1.153;2.3.1.300;2.3.1.180
11025,6.3.5.-|6.3.5.13;6.3.5.5
11041,2.4.2.-|4.2.1.19
11113,3.3.2.1;2.2.1.9|2.5.1.64|4.1.1.71|4.1.3.-|4.2.99.20
11189,3.5.5.4;3.5.5.1;3.5.1.87;3.5.1.77;4.4.1.13;3.5.5.5;3.5.1.3;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9;1.4.99.1
11237,2.5.1.44;2.5.1.46;1.5.3.13|1.5.3.16|1.5.3.17;1.5.3.14|1.5.99.6;1.4.9.1;3.5.1.-|3.5.1.78;2.5.1.23;2.5.1.16
11345,2.7.7.43;2.7.7.38
11389,1.1.1.146;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.1.1.201;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.270;1.1.1.170;1.14.13.54;1.1.1.62;1.1.1.50|1.1.1.52;1.3.1.72;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86
11409,1.16.8.1;1.14.99.46;1.14.14.35;1.14.14.21;1.14.14.22;1.13.12.16;1.1.99.31;1.14.14.34;1.5.1.36|1.5.1.41;1.5.1.30|1.5.1.41;1.14.14.5
11421,1.14.14.1
11441,1.14.13.2|1.14.13.33;1.14.13.84;1.14.14.91;1.14.13.240;1.14.14.1
11457,2.4.1.101;2.4.1.-|2.4.1.285;2.4.1.-|2.4.1.283;2.4.1.250;2.4.1.306;2.4.1.-|2.4.1.290;2.4.1.143;2.4.1.145;2.4.1.144;2.4.1.155;2.4.1.201;2.4.1.56;3.2.1.183;2.4.1.273;2.4.1.-|2.4.1.292;2.4.1.224;2.4.1.-|2.4.1.291;2.4.1.150;2.4.1.149;2.4.1.239;2.4.1.-|2.4.1.297;2.4.1.175
11501,3.1.3.45;4.2.3.152;4.1.99.24;4.1.99.25;3.1.3.29;2.6.99.2
11709,1.1.1.205;1.6.5.4;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5
11721,2.3.1.193|2.7.1|2.7.1.1|2.7.1.2|2.7.11.24|3.1.3|3.1.3.1|3.1.3.2|3.1.3.29|3.1.4|3.4.21.53|3.4.24|3.6|3.6.1|3.6.1.-|3.6.1.15|3.6.1.3|3.6.1.5|3.6.1.8|3.6.2.1|3.6.3|3.6.3.1|3.6.3.10|3.6.3.11|3.6.3.12|3.6.3.14|3.6.3.15|3.6.3.16|3.6.3.17|3.6.3.18|3.6.3.19|3.6.3.2|3.6.3.20|3.6.3.21|3.6.3.22|3.6.3.23|3.6.3.24|3.6.3.25|3.6.3.26|3.6.3.27|3.6.3.28|3.6.3.29|3.6.3.3|3.6.3.30|3.6.3.31|3.6.3.32|3.6.3.33|3.6.3.34|3.6.3.35|3.6.3.36|3.6.3.37|3.6.3.38|3.6.3.39|3.6.3.4|3.6.3.40|3.6.3.41|3.6.3.42|3.6.3.43|3.6.3.44|3.6.3.46|3.6.3.47|3.6.3.48|3.6.3.49|3.6.3.5|3.6.3.50|3.6.3.51|3.6.3.52|3.6.3.53|3.6.3.54|3.6.3.55|3.6.3.6|3.6.3.7|3.6.3.8|3.6.3.9|3.6.4|3.6.4.1|3.6.4.10|3.6.4.11|3.6.4.12|3.6.4.13|3.6.4.2|3.6.4.3|3.6.4.4|3.6.4.5|3.6.4.6|3.6.4.7|3.6.4.8|3.6.4.9|5.6.1.1|5.6.1.7|5.6.1.8|5.6.1.c|5.6.1.d|5.6.1.f|5.6.1.g|7.1.2.1|7.1.2.2|7.3.2.a|7.3.2.f|7.5.2.h|7.5.2.j|7.5.2.l|7.6.2.1|7.6.2.2|7.6.2.c|7.6.2.f
11741,1.8.1.7;1.8.1.10|1.8.1.14|1.8.4.2;1.8.1.10|1.8.1.9|1.8.4.2;1.8.1.16;1.8.1.12
11769,2.4.2.18|4.1.3.27
11821,3.2.2.5|3.2.2.6;2.4.2.36;2.4.2.31;2.4.2.37;2.4.99.20;2.4.2.60
11837,2.4.99.1;2.4.99.14;2.7.8.46;2.7.8.14;2.4.99.13;6.1.2.2;3.2.1.18
11849,1.21.4.4;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
11901,1.1.1.41;1.1.1.170|1.1.1.418;1.1.1.417;5.3.3.1;1.3.1.25;1.1.1.42;1.1.1.286|1.1.1.41|1.1.1.42|1.1.1.87;1.1.1.272|1.1.1.399|1.1.1.M7
11941,2.1.3.3|6.3.4.16
11989,2.1.1.334;2.1.1.79;2.1.1.165;2.1.1.96;2.1.1.17;2.1.1.71;2.1.1.103|2.1.1.16|2.1.1.71;2.1.1.137;2.1.1.37
11993,1.4.3.13;1.4.3.2;1.4.3.3;1.1.3.15;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.8.3.5
12181,6.3.2.40;2.1.1.343;2.1.1.49;2.1.1.328;2.1.1.137;2.1.1.334;2.1.1.53;2.1.1.62;2.1.1.129;2.1.1.365;5.3.3.5;2.1.1.277;2.1.1|2.1.1.163
12273,4.1.1.107;4.1.1.25|4.1.1.28;4.1.1.28|4.1.1.53;4.1.1.105|4.1.1.28;4.1.1.11|4.1.1.15
12369,1.1.1.274|1.1.1.346;1.1.1.274;1.1.99.4;1.1.1.124|1.1.99.11|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8
12417,1.3.1.95;1.3.1.38;1.3.1.93;1.3.3.6;1.3.1.95|1.3.8.7;1.3.8.9;1.3.8.1;1.3.8.8;1.3.1.8;1.3.1.109;1.3.1.44;2.3.1.74
12453,2.7.1.151;2.7.1.127;2.7.1.127|2.7.1.159;2.7.1.158;2.3.1.193;2.7.1.72;2.7.1.224;2.7.1.64;2.7.1.176;2.7.1.25
12465,2.4.1.123;2.4.1.239;2.4.1.365;2.4.1.343;2.4.1.305;2.4.1.303;2.4.1.304;2.4.1.13|2.4.1.14;2.4.1|2.4.1.297;2.4.1.276;2.4.1.270;2.4.1.356;2.4.1.132;2.4.1.252;2.4.1.32;2.4.1.159;2.4.1.361;2.4.1.271;2.4.1.309;2.4.1.96;2.4.1.187;2.4.1.177;2.4.1.-|2.4.1.293;2.4.1.121;2.4.1|2.4.1.58
12630,1.14.11.11;1.14.11.67;1.14.11.27;1.14.11.65;1.14.11.54;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67;1.14.11.33;1.14.11.66|1.14.11.68|1.14.11.69;1.14.11.51;1.14.11.53;1.14.11.-|1.14.11.35;1.14.11|1.14.11.-|1.14.11.13
12650,1.1.1.-|1.1.1.377|1.1.1.378;1.1.1.121;1.1.1.376;1.1.1.122;1.1.1.316;1.1.1.48;1.6.5.4;1.1.1.107|1.1.1.122;1.1.1.121|1.1.1.359;1.1.1.117;1.1.1.116;1.11.1.1|1.14.12.17;1.1.1.118|1.1.1.121|1.1.1.359|1.1.1.370|1.1.1.47;1.1.1.118|1.1.1.47;1.1.1.203;2.5.1.46;1.12.1.2|1.12.1.5
12714,2.7.7.79;6.3.4.22;2.7.6.1
12754,1.1.1.2|1.1.1.21|1.1.1.261;1.1.1.49|1.1.1.8|1.1.1.94|1.3.1.20
12798,1.14.11.14;1.14.11.67;1.14.11.11;1.14.11.54;1.14.11.33;1.14.11.27;1.14.11.65;1.14.11.66|1.14.11.67|1.14.11.68|1.14.11.69;1.14.11.51;1.14.11.53;1.14.11.52;1.14.11.22;1.14.11.25;1.14.11.15;1.14.11|1.14.11.-|1.14.11.13
12806,2.1.1|2.1.1.122;2.1.1.132;2.1.1.201
12838,2.7.1.39
12898,1.14.14.-|1.14.14.13;1.14.14.5;1.14.14.3;1.14.14.28;1.14.14.8;1.14.14.15;1.14.19.56;1.14.14.46;1.5.1.39;1.14.99.46;1.14.14.30;1.13.12.16;1.14.14.108;1.14.19.9;1.14.14.137
13006,2.1.1.115|2.1.1.140;2.1.1.337;2.1.1.132;2.1.1.334;2.1.1.137;2.1.1.345;2.1.1.-|2.1.1.340;2.1.1.163
13070,2.7.1.39
13074,6.3.2.34;6.3.2.3;6.3.2.2|6.3.2.3;6.3.4.6;6.4.1.8
13094,2.4.1.80;2.4.1.47;2.4.1.46;2.4.1.241;2.4.1.-|2.4.1.330;2.4.1.85;2.4.1.274;2.4.1.215;2.4.1.203;2.4.1.239;2.4.1.228;2.4.1.62;2.4.1.86;2.4.1.275;2.4.1.90;2.4.1.38|2.4.1.90;2.4.1.173;2.4.1.-|2.4.1.323;2.4.1.368|2.4.1.dx;2.4.1.363;2.4.1.324;2.4.1.13
13186,1.4.1.27;1.21.4.2;3.5.1.1;2.3.2.13;1.4.1.27|1.4.4.2|1.8.1.4|2.1.2.10
13254,2.7.1.127;2.7.1.127|2.7.1.159;2.7.1.151;2.7.1.158;2.3.1.193;2.7.1.72;2.7.1.64;2.7.1.224;2.7.1.176;2.7.1.25
13310,1.6.5.4;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5;1.2.1.28|1.2.1.3|1.2.1.64
13410,1.6.3.2;1.11.1.1|1.11.1.2;1.11.1.21;1.12.1.3|1.12.1.5
13418,1.6.5.4;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5;1.5.1.34;1.3.1.77;1.4.1.27;1.5.1.15;1.5.1.20|1.5.1.54
13466,2.3.1.71;2.3.1.180
13510,2.7.7.23|2.7.7.64|2.7.7.83
13526,1.14.15.1;1.14.13.156;1.14.11|1.14.11.-|1.14.11.13;1.14.13.-|1.14.13.119|1.14.14.149;1.14.11|1.14.11.-|1.14.11.15;1.14.12.-|1.14.12.26;1.14.12.12;1.14.12.18;1.14.11.-|1.14.11.35;1.14.11.8;1.14.11.28;1.13.11.-|1.14.12.-|1.14.12.25;1.14.12.19;1.14.12.-|1.14.12.10;1.14.11.76;1.14.11.41;1.14.12.15;1.14.12.7;1.14.12.11;1.14.13.208;1.14.13.144;1.14.-.-|1.14.13.169;1.14.13.78;1.14.99.9;1.14.13.79
13530,4.2.1.35;2.3.1.182|2.3.3.13;4.1.3.22
13686,1.3.1.72;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.7.1.2|1.7.1.3;1.6.3.2;1.7.1.14;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.201;1.14.13.54;1.1.1.50|1.1.1.52;1.1.1.146;1.1.1.62
13722,1.14.99.9;1.14.13.54|1.14.99.12;1.14.13.79;1.14.13.246;1.14.13.70;1.14.13.72;1.14.13.78;1.14.13.144;2.6.1.19;6.3.5.11;6.3.5.9;6.3.5.-|6.3.5.13;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
13742,2.6.1.57;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.9
13770,1.1.1.8|3.1.3.21;1.6.5.4;1.1.1.8|1.1.1.94|1.1.5.3;1.1.1.261
13794,2.6.1.42|2.6.1.6|2.6.1.67;1.14.11.4;2.6.1.57;2.6.1.-|2.6.1.118|2.6.1.ah;2.6.1.-|2.6.1.11
13814,1.1.1.50;1.14.12.18;1.14.12.10;1.6.5.4;1.14.13.25;1.14.12.-|1.14.12.26;1.14.12.11;1.14.13.223;1.6.3.2;1.14.13.246;1.14.13.87;1.14.13.26;1.14.18.9;1.14.13.22;1.14.13.245;1.14.13.131;1.14.13.69;1.14.12.19;1.11.1.1|1.14.12.17
13830,1.1.1.135|1.1.1.187;1.1.1.271;1.1.1.187|1.1.1.281;1.1.1.133;1.1.1.266;1.1.1.364;1.1.1.134|1.1.1.344;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1.339|1.1.1.344;1.3.1.34;1.1.1.367;1.1.1.356;1.2.1.70
13838,1.14.12.7;1.6.5.4;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5;1.1.1.337;1.1.1.345;1.1.1.337|1.1.1.375;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9
13910,2.4.2.-|2.4.2.1
13954,1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
13970,6.5.1.5;6.5.1.8;6.3.1.14;6.3.4.19
13998,1.2.1|1.2.1.-|1.2.1.25|1.2.4.4|1.8.1.4|2.3.1.168;1.2.1|1.2.1.-|1.2.1.104|1.2.1.51|1.2.1.M10|1.2.4.1|1.2.4.2|1.2.4.4|1.8.1.4|2.3.1.12|2.3.1.168|2.3.1.61
14010,2.5.1.75
14046,2.3.1.165;2.3.1.85;2.3.1.236;2.3.1.237;2.3.1.156;2.3.1|2.3.1.-|2.3.1.206;2.3.1.216;2.3.1|2.3.1.39|2.3.1.74
14054,2.5.1.55
14090,2.6.1.15|2.6.1.39;2.6.1.35;2.6.1.7;2.6.1.22;2.6.1.40;2.6.1.63|2.6.1.7;2.6.1.48;2.6.1.11|2.6.1.13
14114,3.6.1.5;3.1.3.34;3.1.3.89;3.1.4.57;1.2.1.13;2.4.1.230;3.1.3.97;3.6.1.6;2.4.1|2.4.1.320;2.4.1.279;2.4.1.281
14142,1.8.4.9;1.8.4.10;1.8.99.2;1.11.1.12;1.8.4.2;1.11.1.27;1.11.1.9
14270,1.6.5.10|1.6.5.2;1.6.5.10
14282,1.8.3.1;1.14.14.34|1.14.14.5|1.14.14.ah;1.16.3.1
14306,6.3.1.14;6.1.1.15
14358,2.7.1.26;2.7.1.161;2.7.1.13;2.7.1.2|2.7.1.59|2.7.1.60
14394,2.1.1.301;2.1.1.137;2.1.1.49;6.3.2.40;2.1.1.15;2.1.1.318;5.3.3.5;2.1.1.233;2.8.4.4
14470,1.2.1.32;1.6.5.4;1.1.1.1;1.1.1.21;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5;1.1.1.15
14506,2.8.1.3;2.8.1.1;1.8.2.5;2.8.1.5;1.8.4.2;1.8.5.5;1.8.5.5|1.8.5.8;2.5.1.47|2.5.1.49
14530,2.7.7.53;2.7.7.69|2.7.7.78;2.7.7.22|2.7.7.69;2.7.7.1|2.7.7.18
14650,2.4.1.-|2.4.1.328;2.4.1.327;2.4.1.316;2.4.1.289;2.4.1.325;2.4.2.27;2.4.1.13;2.4.1.317;2.4.1.322;2.4.1.365;2.4.1.239;2.4.1.123;2.4.1.32;2.4.1.132;2.4.1.356;2.4.1.270;2.4.1.305;2.4.1.343;2.4.1.303;2.4.1.304;2.4.1.187
14714,1.1.1.124|1.1.99.11|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8
14738,2.7.7.41;2.7.7.38;2.7.7.90
14762,2.3.1.50;2.3.1.85;2.3.1.41|2.3.1.85;2.3.1.301;2.3.1.86;2.3.1.47
14874,1.1.1.191|1.1.1.2|1.1.1.21;1.1.1|1.1.1.71;1.1.1.1
14926,1.1.1.200;1.1.1|1.1.1.19|1.1.1.2|1.1.1.21;1.1.1.21;1.1.1|1.1.1.10|1.1.1.19|1.1.1.2|1.1.1.21|1.1.1.72;1.11.1.1|1.11.1.2;1.6.3.2;1.7.1.6;1.12.1.3|1.12.1.5;1.1.1.-|1.1.1.215;1.1.1.346;1.1.1.101;1.1.1.-|1.1.1.2|1.1.1.21|1.1.1.365;1.1.1.44
14970,2.1.1.144;2.1.1.144|2.1.1.145;2.1.1.77
15014,4.3.3.2;1.14.19.62;2.3.2.13;1.14.99.59;4.1.1.105|4.1.1.28;6.2.1.13;2.4.2.29
15026,2.1.1.158;2.1.1.56;2.1.1.170
15062,1.14.12.17|1.16.1.7|1.5.1;1.16.1.9;1.1.1.-|1.1.1.85;1.1.1.155|1.1.1.286|1.1.1.87
15154,2.4.1.218;2.4.1.126;2.4.1.35;2.4.1.-|2.4.1.286;2.4.1.185;2.4.1.170;2.4.1.220;2.4.1.128;2.4.1.91;2.4.1|2.4.1.-|2.4.1.298;2.4.1.85;2.4.1.81;2.4.1.249;2.4.1.238;2.4.1.237;2.4.1.234;2.4.1.17;2.4.1.202;2.4.1.-|2.4.1.266;2.4.1.-|2.4.1.323;2.4.1.239;2.4.1.-|2.4.1.297;2.4.1.63;2.4.1.324;1.11.1.13|1.16.3.-|2.4.1.25|2.4.1.63|2.4.1.8|3.2.1.20|4.2.1.131
15198,2.1.1.62;2.1.1.72;2.1.1.181
15238,1.16.1.9;1.14.12.17|1.16.1.7|1.5.1;1.16.1.1;1.3.1.32;1|1.14.13.39|1.14.14.1|1.16.1.7|1.18.1.2|1.6.2.2;1.13.12.-|1.14.13.210;1.2.1.44;1.8.1.13
15250,2.4.1.136;2.4.1.126;2.4.1.271;2.4.1.91;2.4.1.115;2.4.1.120|2.4.1.126;2.4.1.237;2.4.1.121;2.4.1.177;2.4.1.294;2.4.1.263;2.4.1.35;2.4.1.234;2.4.1|2.4.1.-|2.4.1.298;2.4.1.-|2.4.1.286;2.4.1.310;2.4.1.238;2.4.1.185;2.4.1.13|2.4.1.14;2.4.1.297;2.4.1.63;2.4.1.202;2.4.1.96;2.4.1.17
15254,4.1.1.113|4.1.1.z;5.5.1.1;4.1.1.77;2.6.1.19;2.3.1.165;3.5.1.29;2.3.1.85;4.1.1.31
15302,1.6.5.4;1.11.1.1|1.14.12.17;1.7.99.6;1.12.1.2|1.12.1.5;1.1.1.21;1.1.1.14;1.1.1.4;1.2.1.12
15326,2.3.1.51;2.3.1.15
15386,5.1.1.10;2.6.1.14;3.1.1.29
15414,4.2.1.81;4.3.1.16;4.3.1.27;1.1.1.86
15430,2.1.1.342;1.97.1|1.97.1.4;2.8.1.8
15458,1.1.1.50;1.1.1.2|1.1.1.50|1.3.1.20;1.1.1|1.1.1.209|1.1.1.213|1.1.1.50|1.3.1.20;1.6.5.4;1.11.1.1|1.14.12.17;1.14.13.245;1.7.99.6;1.12.1.2|1.12.1.5;1.14.13.131;1.14.13.69
15558,6.3.1.2
15562,2.1.1.110;2.1.1.109;2.1.1.149|2.1.1.267;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.323;2.1.1.-|2.1.1.267|2.1.1.42;2.1.1.330;2.1.1.146|2.1.1.279;2.1.1.118;2.1.1.169|2.1.1.68;2.1.1.222
15586,1.3.99.31;1.3.99.30;1.3.99.28;1.3.5.5;2.5.1.-|2.5.1.32;1.3.99.29;1.3.8.2;1.14.99.30;1.3.5.6;1.3.99.26;5.2.1.-|5.2.1.13;5.5.1.-|5.5.1.18;4.2.1.131;5.5.1.-|5.5.1.19;1.3.99.27;1.14.15.9;1.3.1.101;1.14.14.17
15590,2.6.1.72;2.6.1.103;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.9
15670,2.7.1.15|2.7.1.229;2.7.1.1|2.7.1.4;2.7.1.101;2.7.1.1|2.7.1.60
15714,2.3.1.18;2.3.1.79;1.2.1.18;2.3.1.180
15774,2.7.1.29;2.7.1.209;2.7.1.231;2.7.1.3|2.7.1.51;2.7.1.217;2.7.1.5;2.7.1.92;2.7.1.-|2.7.1.35
15814,2.3.1.180
15862,1.18.6.1;6.3.5.9
15922,2.4.1.184;3.2.1.22;5.1.3.34;3.1.1.26;2.7.8.20;3.2.1.199;2.4.1.315|2.4.1.336;2.4.1.46
16074,4.1.1.64;2.2.1.6|4.1.3.18;2.6.1.21;2.2.1.12;4.1.1.1|4.1.1.7|4.1.1.74|4.1.1.82
16118,6.2.1.2|6.2.1.30;6.2.1.1
16182,2.1.1.150|2.1.1.155;2.1.1.76;2.1.1.-|2.1.1.267|2.1.1.42;2.1.1.155|2.1.1.75;2.1.1.53;2.1.1.212|2.1.1.46;2.1.1.303;2.1.1.88;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.302;2.1.1.232;2.1.1.240;2.1.1.114;2.1.1.6;2.1.1.231;2.1.1.64
16230,2.7.7.41;2.7.7.39;2.7.7.60
16242,2.4.1.13;2.4.1.14;2.4.1.246;1.11.1.13|1.16.3.-|2.4.1.25|2.4.1.63|2.4.1.8|3.2.1.20|4.2.1.131;2.4.1.63
16254,1.6.5.4;1.11.1.1|1.14.12.17;1.6.6.1|1.7.1.1|1.7.1.2;1.7.99.6;1.12.1.2|1.12.1.5;1.6.6.-|1.7.1.15|1.7.1.4;1.7.1.14;1.14.13.69;1.14.13.131;1.14.13.245;1.3.1.29;1.6.5.2
16302,3.2.2.5|3.2.2.6;2.4.2.59;2.4.2.31
16318,1.1.1.184;1.1.1.112|1.1.1.184;1.1.1.112|1.1.1.184|1.1.1.213|1.1.1.50|1.1.1.62|1.3.1.20;1.1.1.184|1.1.1.209|1.1.1.213|1.1.1.50;1.6.5.4;1.11.1.1|1.14.12.17
16422,1.2.5.2|1.2.99.3;1.2.1.3|1.2.1.5;1.2.1.-|1.2.1.3|1.2.1.4;1.2.1.19|1.2.1.21|1.2.1.4;1.2.1.69
16430,6.3.2.9
16446,4.2.1.105;1.14.13.86;1.3.1.45;1.14.14.87;2.1.1.212;1.14.11.23;1.14.11.23|1.14.20.6;1.14.13.53|1.14.13.89;1.14.19.76;1.14.20.5;1.14.14.140;2.3.1.156|2.3.1.74
16530,2.7.7.4
16546,2.8.3.16;2.8.3.18;2.8.3.19;6.2.1.8;1.2.7.11;2.3.1.54;2.8.3.8;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8
16610,2.4.2.8;2.4.2.7
16662,2.5.1.94;2.5.1.6
16670,1.6.5.4;1.17.1.4;1.12.1.2|1.12.1.5;1.11.1.1|1.14.12.17;2.5.1.46
16710,1.14.16.1|1.14.16.4;1.14.16.7;1.14.16.2;1.14.16.5;4.2.1.96
16758,1.8.1.12;1.6.3.2;1.14.19.48;1.11.1.21;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2
16766,1.1.1.138;1.1.1.11|1.1.1.67;1.1.1.12|1.1.1.14;1.1.1.15;1.1.1.289;1.11.1.1|1.11.1.2;1.1.1.124|1.1.1.138|1.1.1.21|1.1.1.287|1.1.1.67|1.1.99.11|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8
16774,2.4.1.122|2.4.1.307;2.4.1.62;2.4.1.87;2.4.1.-|2.4.1.301;2.4.1.38|2.4.1.90;2.4.1.239;2.4.1.338;2.4.1.-|2.4.1.297;2.4.1.22;2.4.1.-|2.4.1.284;2.4.1.86;2.4.1.13;2.4.1.366|2.4.1.367|2.4.1.dv;2.4.1.364;2.4.1.228;2.4.1.276;2.4.1.303;2.4.1.305;2.4.1.245;2.4.1.210;2.4.1.15
16882,2.8.1.2;2.8.1.1;2.8.1.5;1.8.5.5;1.8.5.5|1.8.5.8;2.5.1.47|2.5.1.49|4.2.99.8;1.8.2.5
16902,2.3.1|2.3.1.-|2.3.1.32;2.3.1.264;2.3.1.280|2.3.1.dd;2.3.1.57;2.3.1.180
16954,2.6.1.11;2.6.1.11|2.6.1.13;2.6.1.48;2.6.1.-|2.6.1.116|2.6.1.af;2.6.1.-|2.6.1.118|2.6.1.ah;2.6.1.82
