Reaction Name,E-zyme1,E-zyme2
R00488,6.3.2;3.5.1;2.3.1;2.3.2;3.4.13;6.3.1;6.3.4;3.4.11;3.4.19;3.4.17;2.1.3;3.1.1;6.2.1;3.4.15;3.5.3;2.3.-;3.4.24;3.4.22;4.3.2;2.7.7;6.1.1;3.1.2;1.2.1,3.5.1;2.1.3;2.3.1;3.5.1;3.5.1;3.5.1;2.3.1;3.5.1;2.3.1;6.3.2;3.5.1;3.5.1;3.5.1;3.5.1;6.3.2;6.3.2;3.5.1;3.5.1;3.4.11;6.3.2;3.4.11;2.3.2;2.3.2;2.3.2;2.3.2;2.3.2;3.5.3;3.5.1;2.3.1;2.1.2;2.1.2;3.4.13
R00490,3.5.1;4.3.1;2.1.2;6.3.4;2.3.1;3.5.4;6.3.1;6.3.5;6.3.2;1.2.99;2.3.2;2.1.3;3.4.11;3.4.13,3.5.1;4.2.1;4.3.1;1.3.5;4.2.1;4.2.1;4.3.2;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.1.99
R00540,3.5.5;6.3.4,3.5.5;3.5.5
R00584,2.7.1;3.1.3;3.6.1;2.7.8;2.7.4;2.7.7;3.6.3;2.7.11;3.1.4;2.7.2;2.7.6;2.7.3;3.6.4;3.1.7;4.6.1;2.7.9;3.6.5;3.2.1;2.7.12;2.7.13;2.6.-;2.7.-;4.1.1;2.7.10;1.3.7;1.18.6;4.2.3;2.7.99;3.1.5;2.4.1;5.1.3;1.19.6;3.-.-,3.1.3;2.7.1;2.7.1;2.7.1;2.7.2;3.1.3;2.7.8;2.7.1;2.7.1;2.7.1;3.1.3;4.2.3;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1
R00649,2.1.1;1.14.14;3.1.1;2.3.1;1.5.3;1.14.11;1.5.8;2.-.-;1.16.1;1.14.99;1.14.13;1.2.7;1.5.99;3.7.1,2.-.-;2.5.1;2.3.1
R00665,3.5.1;2.3.1;6.3.2;2.3.2;6.3.1;6.3.4;3.4.13;2.1.3;3.4.11;6.2.1;3.1.1;3.4.19;2.1.2;6.3.5;3.1.2;3.4.17;3.5.4;1.2.1;3.5.3;4.3.2;2.7.7;2.3.3;1.2.99;6.1.1;2.3.-;3.4.15;1.2.7;1.4.1;4.3.3;1.4.7;3.5.5;3.7.1,2.1.3;2.1.3;2.1.3;3.5.1;3.5.1;2.3.1;3.5.1;2.3.1;2.3.1;3.5.1;2.3.1;3.5.1;3.5.1;2.1.4
R00704,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R00708,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R00710,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R00775,3.5.3;2.1.4;1.14.13,2.1.4;3.5.3;2.1.2;2.1.4;1.5.3
R00789,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R00809,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;3.6.1;2.4.2;2.4.2;2.4.2;2.4.99;2.4.2;2.4.99;2.4.2;2.4.1;4.2.3;2.7.8
R00827,2.1.1;1.14.14;3.1.1;2.3.1;1.5.3;1.14.11;1.5.8;2.-.-;1.16.1;1.14.99;1.14.13;1.2.7;1.5.99;3.7.1,2.-.-;2.5.1;2.3.1
R00833,4.2.3;4.1.1;3.1.7;4.1.99;4.3.3,2.1.3;2.1.3;2.3.1;2.3.1;2.3.1;4.1.1;4.1.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;4.1.1
R00841,2.7.1;3.1.3;3.6.1;2.7.8;2.7.4;2.7.7;3.6.3;2.7.11;3.1.4;2.7.2;2.7.6;2.7.3;3.6.4;3.1.7;4.6.1;2.7.9;3.6.5;3.2.1;2.7.12;2.7.13;2.6.-;2.7.-;4.1.1;2.7.10;1.3.7;1.18.6;4.2.3;2.7.99;3.1.5;2.4.1;5.1.3;1.19.6;3.-.-,2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;4.2.3;3.1.3;2.7.1;2.7.1;3.1.3;2.7.1;3.1.3;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;3.1.4;3.1.3;2.7.1;2.7.1;2.7.8;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1
R00844,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R00850,2.7.1;3.1.3;3.6.1;2.7.8;2.7.4;2.7.7;3.6.3;2.7.11;3.1.4;2.7.2;2.7.6;2.7.3;3.6.4;3.1.7;4.6.1;2.7.9;3.6.5;3.2.1;2.7.12;2.7.13;2.6.-;2.7.-;4.1.1;2.7.10;1.3.7;1.18.6;4.2.3;3.1.5;2.7.99;2.4.1;5.1.3;1.19.6;3.-.-,2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;3.1.3;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.8;2.7.1;2.7.1
R00870,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R00897,2.6.1;1.4.1;1.4.3;1.5.1;3.8.1;4.1.3;4.1.1;4.3.1;1.4.7;1.4.99;1.14.14;3.7.1;1.5.3;3.11.1;1.4.2;1.13.12;1.14.11;2.6.3;1.4.5;1.17.4,4.1.2;4.1.2;4.1.3;4.1.3;4.1.3;4.1.3
R00985,4.1.3;2.3.3;4.2.99;2.3.1;3.3.2;4.1.1;2.4.2,4.1.3;3.3.2;4.1.3;4.2.99
R01000,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R01031,4.5.1;3.8.1,1.4.99;1.4.1;2.6.1;4.4.1;4.4.1;2.6.1;4.4.1;2.6.1;4.4.1;4.3.1;4.3.1;1.4.3;1.4.3;4.4.1;4.4.1;4.4.1;1.4.1;2.6.1;1.4.3;1.4.3;1.4.1;2.6.1;2.6.1;1.4.1;1.4.1;4.3.1;2.6.1;4.4.1;4.4.1;4.4.1;1.4.1;4.4.1;4.4.1;4.4.1;2.5.1;1.4.3;2.6.1;4.4.1
R01034,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R01036,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R01039,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R01064,4.1.2;4.1.3;2.2.1;4.2.1;2.5.1;1.14.99;4.1.1;1.13.11;2.1.2;1.11.1,4.1.2;4.1.2;4.1.2;4.1.2;4.1.3;4.1.3;4.1.2;4.1.2;4.1.2
R01088,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R01096,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R01101,2.4.1;3.2.1;2.4.2;3.1.4;4.2.2;5.1.3;6.5.1;6.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;3.1.1,3.2.1;3.2.1;3.2.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;2.4.2;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;3.2.1;3.2.1;2.4.1;3.2.1;2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1
R01169,2.1.1;1.14.14;3.1.1;2.3.1;1.5.3;1.14.11;1.5.8;2.-.-;1.16.1;1.14.99;1.14.13;1.2.7;1.5.99;3.7.1,2.-.-;2.5.1;2.3.1
R01201,,
R01205,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;3.6.1;2.4.2;2.4.2;2.4.2;2.4.99;2.4.2;2.4.99;2.4.2;2.4.1;4.2.3;2.7.8
R01227,2.7.1;3.1.3;3.6.1;2.7.8;2.7.4;2.7.7;3.6.3;2.7.11;3.1.4;2.7.2;2.7.6;2.7.3;3.6.4;3.1.7;4.6.1;2.7.9;3.6.5;3.2.1;2.7.12;2.7.13;2.6.-;2.7.-;4.1.1;2.7.10;1.3.7;1.18.6;4.2.3;3.1.5;2.7.99;2.4.1;5.1.3;1.19.6;3.-.-,2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;3.1.5;2.7.8
R01298,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R01371,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R01448,3.1.6,2.8.2
R01469,2.6.1;1.4.3;1.4.1;1.4.9;1.4.2;1.4.99;1.4.7;1.13.12;4.1.1;1.14.11;2.-.-;1.5.3;4.2.1;1.21.4;4.3.1,1.4.3;1.4.3;2.6.1;1.4.3;2.6.1;1.4.3;2.6.1;2.6.1;2.6.1;1.4.3;2.6.1;2.6.1;1.4.2;2.6.1;1.4.3;1.5.3
R01480,3.2.1;2.4.1;2.4.99;2.4.2;4.2.2;4.2.1;2.5.1;5.1.3;1.-.-,3.2.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;3.2.1;3.2.1;3.2.1;3.2.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;4.2.1;2.4.1;3.2.1;3.2.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;3.2.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;3.2.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1
R01488,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R01494,6.3.2;3.5.1;2.3.1;2.3.2;3.4.13;6.3.1;6.3.4;3.4.11;3.4.19;3.4.17;2.1.3;3.1.1;6.2.1;3.4.15;3.5.3;2.3.-;3.4.22;3.4.24;4.3.2;2.7.7;6.1.1;3.1.2;1.2.1,2.3.1;2.3.1;2.3.1;6.3.1;6.3.1;3.5.1;6.3.1
R01497,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;3.6.1;2.4.2;2.4.2;2.4.2;2.4.99;2.4.2;2.4.99;2.4.2;2.4.1;4.2.3;2.7.8
R01506,1.13.11;1.14.99;1.13.-;1.14.13;3.7.1;2.8.1;1.8.1;1.8.99;1.8.7,1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11
R01511,2.7.1;3.1.3;3.6.1;2.7.8;2.7.4;2.7.7;3.6.3;2.7.11;3.1.4;2.7.2;2.7.6;2.7.3;3.6.4;3.1.7;4.6.1;2.7.9;3.6.5;3.2.1;2.7.12;2.7.13;2.6.-;2.7.-;4.1.1;2.7.10;1.3.7;1.18.6;4.2.3;2.7.99;3.1.5;2.4.1;5.1.3;1.19.6;3.-.-,2.7.1;3.1.3;2.7.1;2.7.1;2.7.2;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;4.2.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.8;3.1.3;2.7.1;2.7.1;2.7.1;3.1.3;3.1.3;3.1.3;3.1.3;2.7.1;2.7.1;2.7.1
R01519,3.1.1;2.5.1;1.1.1;2.3.1;3.7.1;6.1.1;6.1.2;2.1.1,3.1.1;3.1.1;3.1.1;1.1.3;3.1.1;3.1.1;1.2.1
R01538,4.2.1;2.3.1;4.1.2;4.3.3;3.5.5;3.2.-;2.5.1;3.5.1;3.5.2;2.8.1;2.9.1;5.4.4,4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;1.1.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;1.1.1;4.3.1;4.2.1;4.2.1;1.1.1;1.1.1;1.1.1
R01574,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R01600,,
R01644,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R01663,3.5.4;6.3.5;6.3.4;3.5.99;2.1.2,3.5.4;3.5.4;3.5.4;3.5.4;3.5.4;3.5.4;3.5.4;3.5.4;6.3.5;3.5.4;3.5.4;3.5.4;3.5.4;6.3.5;1.1.1;3.5.4;1.7.1;3.5.4;3.5.4;3.5.4;1.1.1;6.3.4;6.3.4
R01717,,5.4.4;2.6.1;1.1.1;4.2.3;2.2.1;4.1.1;4.1.1;5.3.3;4.2.1;5.3.99;5.1.3;1.1.1;1.1.1;4.2.1;1.1.1;5.1.3;4.2.1;1.3.1;4.3.1;1.3.-;4.1.99;4.2.1;4.2.1;4.2.99;1.1.3;1.3.2;2.1.1;5.3.1;4.2.1;1.14.13;1.14.13;5.4.99;1.14.11;4.5.1;1.1.3;5.3.3;1.14.13;1.3.1;1.3.1;4.2.3;1.3.3;1.14.20;4.2.2;1.1.1;4.5.1
R01862,3.5.1;2.3.1;6.3.2;6.3.1;6.3.4;2.3.2;6.3.5;2.1.2;3.4.13;2.1.3;3.4.11;3.5.4;3.4.19;1.4.1;4.3.3;6.2.1;1.4.7;1.2.99;3.5.5;3.1.1;4.3.2;3.5.3;4.2.1;4.3.1;2.6.1;2.4.2;4.1.3,3.5.1;3.5.1;3.5.1;3.5.1;6.3.5;3.5.1;6.3.2;3.4.11;3.5.1;3.5.1;3.5.1;3.4.11;3.5.1;3.5.1;1.4.1;3.5.1;2.3.2;2.3.1;3.5.1;6.3.1;6.3.2;3.4.13;6.3.2;6.2.1;3.4.13;3.5.1;3.5.1;3.4.13;6.2.1;3.5.1;3.5.1;3.5.1;1.2.5;6.3.2;2.8.3;2.3.2;6.3.2;2.3.2;2.3.2;3.5.1;6.3.2;3.5.1;3.1.2;2.8.3;1.13.11;3.5.1;6.3.2;6.3.2;3.7.1;6.3.2;3.5.1;6.2.1;2.8.3;3.5.1;3.5.1;3.5.1;6.2.1;3.7.1;6.3.1;3.5.1;3.1.2;3.1.2;6.3.4;2.8.3;1.14.11;6.3.2;2.8.3
R01918,3.5.1;6.3.2;2.3.1;2.3.2;6.3.1;3.4.13;6.3.4;3.4.11;3.4.19;2.1.3;3.4.17;3.1.1;6.2.1;2.1.2;3.4.15;6.3.5;3.5.3;2.3.-;3.5.4;4.3.2;3.4.24;3.4.22;1.2.99;1.4.1;4.3.3,3.5.1;6.3.1;6.3.1;6.3.1;3.5.1;3.5.1;6.3.1;6.3.2
R01969,2.4.2;3.2.2;2.4.1;1.14.14;1.14.11;2.7.8;3.5.1;6.3.4;4.3.3;4.1.3;2.6.1,2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;3.2.2;3.2.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.1;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;1.14.14;2.4.2;2.4.2;2.4.2;2.4.2;3.2.2;3.2.2;2.4.2;2.4.1;1.13.12;1.13.12;1.13.12;1.13.12
R02003,2.5.1;1.5.3;4.4.1;4.2.1;1.5.99;2.3.1;1.14.15;1.5.1;3.1.1;3.3.1;2.1.2;4.1.99;4.1.3;3.3.2;3.5.99;1.4.3;4.3.3;3.5.-;1.3.1;3.7.1;1.1.1;1.8.3,2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;5.3.3;2.5.1;1.17.1;2.5.1;2.5.1;2.5.1;2.5.1
R02010,4.2.3;4.1.99;3.1.7,4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.1.99;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3
R02036,4.2.1;2.3.1;4.1.2;4.3.3;3.5.5;3.2.-;2.5.1;3.5.1;3.5.2;2.8.1;2.9.1;5.4.4,4.2.1;4.3.1;1.1.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;1.1.1;4.2.1
R02037,2.1.1;1.14.14;3.1.1;2.3.1;1.5.3;1.14.11;1.5.8;2.-.-;1.16.1;1.14.99;1.14.13;1.2.7;1.5.99;3.7.1,2.5.1;2.3.1
R02076,1.13.11;1.14.99;1.13.-;1.14.13;3.7.1;2.8.1;1.8.1;1.8.99;1.8.7,1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11
R02118,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;3.6.1;2.4.2;2.4.2;2.4.2;2.4.99;2.4.2;2.4.99;2.4.2;2.4.1;4.2.3;2.7.8
R02132,1.1.3;1.1.1;1.10.3;1.14.13;1.3.3;1.3.2,1.1.1;1.1.1;1.14.14;1.13.12
R02150,2.6.1;1.4.3;1.4.1;1.4.9;1.4.2;1.4.99;1.4.7;1.13.12;4.1.1;1.14.11;2.-.-;1.5.3;4.2.1;1.21.4;4.3.1,1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3
