reaction_id,Prediction
14210,2.7.7;2.7.4;2.7.6;2.7.1;6.3.2
14262,2.3.1;2.3.2;2.3.3;6.2.1;4.1.2
14274,1.5.3;1.5.99;1.14.99;1.1.99;1.4.99
14278,1.2.1;1.1.1;1.17.1;1.14.13;1.6.3
14306,6.1.1;3.6.1;2.5.1;2.7.7;2.7.4
14334,4.6.1;2.7.8;2.3.1;3.1.4;2.7.1
14410,1.13.11;2.3.1;1.2.3;1.8.3;3.13.1
14442,2.3.1;2.3.3;3.1.2;6.2.1;2.3.2
14470,1.2.1;1.3.1;1.1.1;1.17.1;1.6.3
14530,2.7.7;2.7.4;3.6.1;2.7.1;2.4.1
14582,1.3.1;1.12.1;1.1.1;1.6.5;1.8.1
14598,2.7.8;3.1.4;2.7.1;2.7.6;4.6.1
14630,2.7.2;2.7.4;6.2.1;2.7.6;2.7.1
14666,3.5.4;3.5.99;3.5.1;1.7.1;1.7.99
14726,2.5.1;1.3.8;1.1.98;1.5.1;1.14.14
14774,2.1.1;1.5.1;2.5.1;4.1.99;1.16.1
14802,2.7.2;1.2.1;4.1.1;6.2.1;3.1.1
14826,1.1.1;1.3.1;1.17.1;1.18.1;1.12.1
14902,4.2.3;2.5.1;3.1.7;5.5.1;2.7.7
14910,1.1.1;1.2.1;1.17.1;1.12.1;5.3.1
14946,2.4.1;2.4.2;3.2.1;2.7.8;2.7.1
14978,5.2.1;5.5.1;4.2.1;1.13.11;5.3.3
14998,3.1.1;4.2.1;3.3.2;3.8.1;3.1.4
15010,1.5.1;2.1.1;1.3.1;1.16.1;1.12.1
15054,2.1.2;6.3.4;3.5.2;3.5.4;6.3.3
15066,3.5.1;4.1.1;1.13.12;4.2.1;3.5.2
15078,4.1.1;1.17.98;3.1.1;2.3.1;3.5.1
15174,1.6.3;1.11.1;1.2.1;1.17.1;1.14.13
15242,1.14.14;1.14.19;1.5.1;1.19.6;1.14.99
15282,5.4.99;5.5.1;4.2.1;2.7.4;5.3.3
15314,4.1.2;4.3.1;4.1.3;4.3.99;2.3.1
15326,2.3.1;2.3.2;6.2.1;2.8.3;3.1.2
15374,2.1.1;2.5.1;2.8.4;3.13.2;1.17.98
15414,4.2.1;4.1.3;2.6.1;1.1.99;3.7.1
15498,2.6.1;5.4.3;4.1.3;1.1.99;4.1.2
15522,2.3.1;6.2.1;3.1.2;2.3.3;2.3.2
15554,3.1.3;4.2.1;3.6.1;3.2.1;3.1.4
15558,3.6.1;3.6.5;3.6.4;5.6.2;6.3.5
15566,3.5.1;3.2.1;3.5.2;4.2.1;3.5.4
15574,2.1.1;2.5.1;2.8.4;3.13.2;1.17.98
15710,2.4.1;2.4.2;3.2.1;2.7.8;2.7.7
15730,1.1.1;5.3.1;1.17.1;5.1.3;1.1.99
15734,1.3.99;1.17.99;1.14.99;1.14.19;1.5.99
15782,5.4.3;4.3.1;4.1.99;4.1.1;2.6.1
15966,3.1.4;2.7.8;2.4.3;3.6.1;3.1.1
15994,1.14.13;1.14.12;1.14.99;1.14.19;1.6.3
16022,5.3.2;4.1.3;4.3.1;4.2.1;1.1.99
16110,2.7.1;2.7.4;2.7.11;2.7.6;2.7.13
16458,1.1.1;1.3.1;1.12.1;1.17.1;1.4.1
16466,1.1.2;1.14.18;1.1.99;4.1.3;5.3.2
16490,3.2.1;2.4.1;4.2.1;5.4.99;3.2.2
16526,2.7.1;2.7.4;2.7.6;2.7.11;6.5.1
16526,2.7.1;2.7.4;2.7.6;2.7.11;6.5.1
16558,5.2.1;4.1.1;1.13.11;2.8.3;2.7.1
16614,2.3.1;2.3.3;6.2.1;3.1.2;2.8.3
16842,2.1.1;2.5.1;2.8.4;3.13.2;4.99.1
16862,2.6.1;5.4.3;1.14.11;5.1.1;1.14.20
16930,2.3.1;2.3.2;4.3.2;6.3.2;6.2.1
16986,1.3.1;1.1.1;1.2.1;1.17.1;1.4.1
17010,6.2.1;3.1.2;1.2.1;2.3.1;2.3.3
17150,1.14.14;1.14.19;1.14.99;1.5.1;1.19.6
17198,1.13.11;4.1.1;1.14.11;1.13.12;1.14.20
17210,3.5.1;4.2.1;3.4.13;3.5.2;3.4.19
17258,1.14.14;1.14.19;1.5.1;1.19.6;1.17.8
17382,5.3.3;1.13.11;5.2.1;1.14.19;2.8.3
17390,1.1.1;5.3.1;5.1.3;1.17.1;1.4.1
17402,4.2.1;4.1.3;5.3.2;3.7.1;2.3.3
17442,2.6.1;1.14.11;5.4.3;6.3.2;4.1.1
17478,2.1.1;2.5.1;1.17.98;1.3.98;2.8.4
17510,2.5.1;4.2.1;1.14.19;3.1.3;3.6.1
17518,3.5.1;3.4.13;3.4.17;3.5.2;4.2.1
17642,4.1.1;2.6.1;5.4.3;1.13.12;6.3.2
17758,4.1.1;5.4.3;2.6.1;1.13.12;1.17.98
17766,2.7.2;3.1.1;3.7.1;1.2.1;4.1.1
17770,1.14.15;1.14.19;1.17.7;1.6.1;1.97.1
17862,5.3.1;4.1.2;1.1.99;2.3.1;1.1.1
17866,1.5.1;1.1.1;1.17.1;1.12.1;1.3.1
17942,4.2.1;4.1.3;2.3.3;1.17.99;5.5.1
17990,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6
17990,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6
17990,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6
17990,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6
17990,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6
17990,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6
17990,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6
17990,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6
17990,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6
17990,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6
17990,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6
17990,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6
17990,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6
17990,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6
17990,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6
17990,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6
17990,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6
17998,2.1.1;2.8.4;3.13.2;1.3.98;1.17.98
18378,2.7.1;2.7.4;2.7.7;2.7.11;2.7.6
18466,1.13.11;1.14.18;1.10.3;4.1.99;5.3.2
18562,1.3.1;1.1.1;1.17.1;1.5.1;1.18.1
18614,1.14.19;1.14.99;1.21.3;1.14.13;1.16.3
18646,4.3.1;1.5.1;3.5.99;1.5.3;3.5.1
18658,1.1.1;1.4.1;1.17.1;1.12.1;1.2.1
18750,1.8.1;1.12.1;1.2.1;1.6.3;1.16.1
18774,2.1.1;2.8.4;2.5.1;3.13.2;2.3.1
18858,1.14.14;1.14.19;1.5.1;1.14.99;1.19.6
18966,4.2.1;2.5.1;3.1.3;3.2.1;1.14.13
18970,4.1.1;1.17.98;3.1.1;1.2.99;1.2.2
19030,3.5.1;3.5.2;3.5.5;1.13.12;3.5.3
19042,1.14.14;1.14.19;1.19.6;1.5.1;1.14.99
19102,1.1.1;1.2.1;1.17.1;1.12.1;1.3.1
19126,2.6.1;4.1.3;5.4.3;4.1.1;4.3.1
19158,4.2.1;5.1.3;3.2.1;4.1.2;3.7.1
19270,6.2.1;2.7.7;2.3.1;2.7.4;2.5.1
19342,1.14.19;1.14.18;1.1.2;1.16.3;1.14.13
19386,2.4.1;2.4.2;3.2.1;2.7.8;2.7.7
19394,2.6.1;4.1.2;1.4.3;2.3.1;4.1.3
19398,6.3.2;6.3.1;6.3.4;3.5.2;6.3.3
19430,2.7.11;2.7.4;2.7.1;2.7.2;2.7.6
19626,4.1.3;2.6.1;4.1.2;4.3.1;2.1.2
19626,4.1.3;2.6.1;4.1.2;4.3.1;2.1.2
19626,4.1.3;2.6.1;4.1.2;4.3.1;2.1.2
19666,1.3.1;1.1.1;1.2.1;2.5.1;1.17.1
19810,3.5.1;4.3.2;4.2.1;3.5.2;3.5.3
19862,1.1.1;1.3.1;1.17.1;1.12.1;1.18.1
19966,2.5.1;2.1.1;1.17.98;1.3.98;4.1.99
20014,2.1.3;3.5.2;6.3.4;3.5.1;6.3.2
20030,1.1.1;1.3.1;1.2.1;1.17.1;2.7.1
20074,4.1.3;4.2.1;4.1.2;4.3.1;2.1.2
20098,4.2.1;5.1.2;4.1.2;4.1.3;3.2.1
20130,3.2.2;2.4.2;2.7.8;3.2.1;3.1.4
20150,1.14.14;1.14.19;1.5.1;1.14.99;1.19.6
20162,2.4.1;5.4.99;5.1.3;3.2.1;2.4.2
20202,3.6.1;6.3.2;2.7.7;2.7.4;6.1.1
20222,6.3.4;2.1.2;6.3.3;6.3.2;2.7.4
20338,3.1.6;3.6.2;3.1.1;3.8.1;1.2.98
20426,6.4.1;6.3.5;2.7.4;2.7.7;6.3.4
20486,1.14.19;1.14.14;1.21.3;1.14.99;1.5.1
20614,2.8.2;3.6.2;1.8.99;1.8.4;3.1.6
20666,1.1.1;5.1.3;1.17.1;5.3.1;1.12.1
20737,2.3.1;2.3.3;4.1.3;6.2.1;2.3.2
20757,2.3.1;2.3.3;2.3.2;6.2.1;3.1.2
20805,1.2.1;1.3.1;2.3.3;2.3.1;1.8.1
20881,1.1.1;1.2.1;1.5.1;1.17.1;1.4.1
20993,2.1.1;2.5.1;2.8.4;3.13.2;1.17.98
21037,2.3.1;2.3.3;4.4.1;4.1.2;2.8.3
21117,2.4.1;2.4.2;3.1.3;2.7.7;2.7.4
21133,1.17.3;1.11.1;1.11.2;1.1.3;1.5.3
21157,3.1.3;4.2.3;3.1.4;3.1.7;2.5.1
21209,3.1.3;3.1.4;3.1.7;6.5.1;5.4.2
21273,6.3.1;6.3.2;6.3.4;2.7.7;3.6.5
21273,6.3.1;6.3.2;6.3.4;2.7.7;3.6.5
21309,5.4.99;5.5.1;4.2.1;5.4.4;4.1.2
21313,4.1.1;1.17.98;1.13.12;1.13.11;3.1.1
21373,3.5.1;3.1.1;4.3.1;3.5.4;3.5.99
21433,1.1.1;1.4.1;1.17.1;1.1.99;1.12.1
21433,1.1.1;1.4.1;1.17.1;1.1.99;1.12.1
21525,2.3.3;2.3.1;4.1.3;3.1.2;1.2.1
21545,2.7.4;2.8.3;2.3.1;2.6.1;5.1.3
21657,2.4.1;2.3.1;2.4.2;2.7.4;3.2.1
21741,4.4.1;2.8.1;1.8.1;1.8.4;1.21.4
21745,2.5.1;2.1.1;4.1.99;6.3.2;1.3.98
21893,1.1.1;5.3.1;2.7.1;4.2.99;1.17.1
21893,1.1.1;5.3.1;2.7.1;4.2.99;1.17.1
21933,2.5.1;1.17.98;2.1.1;6.1.1;1.3.98
21957,2.4.1;2.4.2;2.7.7;2.7.4;2.7.8
22001,1.1.1;1.17.1;1.12.1;1.2.1;1.18.1
22001,1.1.1;1.17.1;1.12.1;1.2.1;1.18.1
22033,4.1.3;4.2.1;4.1.2;2.3.3;1.1.99
22057,1.1.1;1.2.1;1.5.1;1.17.1;1.4.1
22085,3.5.1;4.3.1;3.5.99;3.4.13;4.3.3
22109,4.3.1;4.4.1;4.1.3;4.2.1;1.4.99
22125,3.1.1;3.6.1;1.2.98;3.7.1;3.1.2
22321,2.4.1;3.1.3;3.2.1;2.4.2;5.4.2
22353,4.1.1;1.13.12;5.4.3;5.1.1;1.17.98
22365,1.1.1;1.3.1;1.17.1;1.4.1;1.18.1
22365,1.1.1;1.3.1;1.17.1;1.4.1;1.18.1
22377,5.4.99;2.4.2;4.2.1;3.2.2;5.5.1
22429,4.4.1;3.13.1;1.8.3;3.1.2;1.21.3
22457,3.5.3;1.4.2;3.5.1;1.4.9;1.4.3
22473,2.7.1;2.7.4;2.7.11;2.7.6;2.7.8
22485,3.6.1;3.1.4;2.4.1;3.2.1;2.7.8
22505,2.8.2;3.6.2;1.8.99;1.8.4;2.7.7
22513,4.2.1;5.4.99;3.5.1;6.6.1;1.3.3
22517,2.7.3;2.7.13;3.9.1;2.7.1;2.7.9
22525,1.3.99;5.5.1;1.21.99;1.17.99;1.3.1
22565,1.3.1;1.1.1;1.17.1;1.12.1;1.18.1
22565,1.3.1;1.1.1;1.17.1;1.12.1;1.18.1
22565,1.3.1;1.1.1;1.17.1;1.12.1;1.18.1
22597,3.1.1;3.3.2;2.3.1;2.5.1;3.8.1
22669,2.4.1;2.4.2;2.7.1;2.7.7;2.7.4
22725,2.4.1;2.4.2;2.7.7;2.7.8;2.7.4
22769,5.3.2;4.1.99;5.3.3;4.2.1;5.4.99
22797,2.7.1;2.7.4;2.7.6;2.7.7;2.7.8
22813,1.5.1;6.3.3;3.5.4;1.7.1;4.3.1
22829,3.6.1;2.7.7;6.3.5;3.6.5;3.6.4
22913,2.6.1;4.1.2;5.4.3;1.4.1;4.1.3
23049,1.1.99;2.6.1;1.1.1;5.1.2;4.1.3
23089,2.7.1;2.7.4;2.7.6;2.7.11;2.7.8
23113,4.1.1;1.17.98;1.13.12;1.13.11;3.1.1
23141,3.2.2;2.7.1;2.3.1;6.3.4;3.2.1
23157,4.8.1;4.2.1;1.14.14;3.5.5;3.2.1
23201,1.5.3;1.4.3;1.8.3;1.11.1;1.1.3
23225,2.4.1;2.4.2;3.2.1;2.7.7;2.7.8
23389,2.7.1;2.7.4;2.7.7;2.7.6;2.7.11
23421,3.1.3;3.6.1;3.6.5;4.2.3;3.6.4
23445,1.1.1;1.4.1;1.12.1;1.17.1;1.18.1
23449,2.7.7;2.4.99;2.7.4;2.5.1;6.3.2
23465,2.4.1;3.2.1;2.4.2;2.7.8;3.6.1
23505,3.5.1;6.3.1;3.5.2;3.5.5;2.7.2
23549,2.1.1;3.13.2;2.8.4;2.5.1;1.17.98
23581,3.3.2;2.5.1;1.11.1;4.1.2;3.1.1
23601,2.6.1;5.1.99;5.1.1;2.7.4;5.1.2
23609,3.5.1;3.5.4;4.2.1;3.4.17;3.5.99
23677,6.3.2;5.1.1;3.5.2;6.3.1;6.3.5
23737,3.5.2;3.1.1;3.5.1;4.1.1;1.13.12
23757,1.1.3;1.11.1;1.11.2;1.2.3;1.10.3
23789,6.2.1;1.2.1;2.7.7;2.3.1;2.3.3
23821,4.2.1;5.3.1;1.1.1;5.3.2;5.1.3
23853,1.13.11;1.10.3;5.2.1;1.14.18;1.3.3
23857,1.1.1;1.12.1;1.17.1;1.3.1;1.18.1
23901,4.2.1;3.3.2;4.1.2;5.1.2;3.1.1
23929,3.5.1;3.5.2;1.13.12;2.3.1;3.1.1
23969,1.2.1;1.17.1;1.1.1;1.14.13;1.6.3
23993,2.3.1;6.2.1;2.4.1;2.8.3;3.1.2
24005,1.3.8;1.14.14;1.17.8;1.5.1;1.1.98
24021,4.3.2;2.1.4;1.3.4;6.3.4;5.2.1
24081,6.1.1;6.3.2;6.3.1;2.3.2;6.3.4
24197,1.4.1;1.1.1;1.5.1;1.17.1;1.14.13
24197,1.4.1;1.1.1;1.5.1;1.17.1;1.14.13
24213,2.7.1;2.7.6;2.7.4;6.5.1;2.7.11
24245,1.1.1;1.4.1;1.17.1;1.12.1;1.3.1
24433,3.7.1;4.2.1;3.5.1;4.1.3;1.1.1
24457,3.1.3;5.4.2;3.1.5;3.1.4;6.5.1
24469,1.14.13;1.14.12;1.6.3;1.14.19;1.5.1
24485,1.1.1;1.3.1;1.4.1;1.5.1;1.17.1
24501,3.1.3;3.6.1;3.6.5;3.6.4;5.6.2
24505,1.13.11;1.14.18;5.3.2;1.13.12;1.14.11
24521,1.5.1;1.2.1;1.6.3;1.17.1;2.5.1
24565,2.8.3;2.3.1;2.7.4;5.4.99;5.2.1
24593,2.7.7;2.7.4;2.7.6;6.2.1;6.3.2
24601,1.11.1;1.11.2;1.5.3;1.1.3;1.8.3
24617,1.1.1;1.4.1;1.17.1;1.5.1;1.14.13
24671,1.17.1;1.14.13;1.7.1;1.12.1;1.3.1
24675,2.7.1;2.7.4;2.7.6;2.7.11;6.5.1
24675,2.7.1;2.7.4;2.7.6;2.7.11;6.5.1
24731,4.1.1;1.17.98;3.1.1;1.13.11;3.7.1
24786,1.14.13;1.6.3;1.14.19;1.3.1;1.14.12
24866,1.14.11;1.13.11;1.1.99;2.1.1;1.14.19
24903,3.1.4;3.6.1;2.7.8;3.1.3;3.2.1
24932,4.4.1;2.8.1;4.3.1;3.13.1;4.1.99
24932,4.4.1;2.8.1;4.3.1;3.13.1;4.1.99
24969,1.14.15;1.14.19;1.97.1;1.17.7;1.6.1
25018,3.1.3;3.6.1;4.2.1;3.6.4;3.6.5
25022,2.7.1;2.7.4;2.7.6;2.7.11;6.5.1
25144,3.7.1;2.6.1;4.2.1;4.1.3;4.1.1
25242,4.2.1;4.3.2;4.3.1;3.5.1;5.1.99
25303,3.6.1;2.7.7;3.6.5;2.7.4;6.5.1
25322,2.1.1;3.13.2;2.8.4;1.17.98;1.21.98
25348,2.3.2;3.5.1;3.1.1;3.5.2;6.1.1
25405,2.2.1;2.6.1;4.1.3;5.1.99;5.1.2
25465,4.2.3;2.5.1;5.5.1;3.1.7;1.3.1
25465,4.2.3;2.5.1;5.5.1;3.1.7;1.3.1
25553,4.2.3;2.5.1;3.1.7;5.5.1;6.1.1
25626,1.4.3;1.5.3;1.11.1;1.2.3;1.1.3
25687,2.5.1;2.8.1;6.2.1;2.7.7;2.8.5
25817,1.5.3;1.11.1;1.1.3;1.4.3;1.2.3
25877,1.4.3;3.5.99;1.5.3;4.3.1;1.3.3
25993,4.2.3;5.5.1;2.5.1;3.1.7;5.4.99
26078,1.14.13;1.6.3;1.17.1;1.2.1;1.14.12
26120,1.17.7;1.14.15;3.6.1;1.3.7;1.6.1
26210,4.1.3;2.1.2;4.1.2;2.6.1;4.3.1
26210,4.1.3;2.1.2;4.1.2;2.6.1;4.3.1
26238,3.1.7;2.5.1;4.2.3;3.6.1;3.1.3
26290,6.3.5;5.4.99;6.3.4;6.6.1;3.6.5
26342,2.1.1;2.5.1;2.8.4;4.4.1;1.1.98
26350,3.1.3;2.4.1;3.2.1;5.4.2;2.7.7
26415,1.5.3;1.1.3;1.11.1;1.4.3;1.11.2
26463,2.1.1;2.8.4;3.13.2;1.17.98;2.5.1
26483,2.5.1;4.2.3;6.3.4;2.7.7;6.1.1
26507,3.5.1;3.5.2;3.5.5;1.13.12;6.3.1
26555,4.2.1;3.2.1;3.4.17;4.1.99;3.6.1
26559,4.2.1;5.3.3;5.1.2;2.8.3;1.3.1
27414,1.14.11;1.13.11;1.14.20;1.14.19;1.14.13
27426,4.2.3;2.5.1;3.1.7;6.1.1;2.7.7
27547,1.14.14;1.14.19;1.17.8;1.3.8;1.5.8
27564,2.5.1;2.7.7;4.2.3;4.1.1;6.1.1
27683,2.7.4;2.8.3;2.3.1;2.6.1;5.1.3
27703,5.3.1;1.1.1;5.1.3;1.1.99;4.1.2
27775,2.1.1;2.8.4;2.5.1;3.13.2;1.17.98
27839,1.14.12;1.3.1;1.14.13;1.6.5;1.13.11
27883,3.1.4;2.7.8;6.5.1;2.4.3;3.6.1
27963,5.1.3;5.3.3;4.2.1;1.13.11;5.3.2
28015,2.1.1;2.5.1;2.8.4;3.13.2;1.1.98
28031,1.17.4;1.8.4;1.21.4;1.8.1;1.11.1
28079,1.1.1;1.2.1;1.12.1;1.17.1;1.5.1
28127,2.7.4;2.8.3;2.3.1;2.6.1;5.1.3
28147,1.14.14;1.14.19;1.19.6;1.17.8;1.5.1
28199,1.1.1;1.17.1;1.14.13;1.5.1;1.6.3
28215,1.11.1;1.8.4;1.8.1;1.8.3;1.21.4
28291,3.1.7;4.2.3;5.5.1;4.2.1;2.5.1
28307,2.4.1;2.7.1;2.7.7;3.6.1;2.4.2
28311,2.4.1;2.4.2;3.6.1;2.7.7;2.7.8
28315,2.4.1;2.4.2;3.2.1;2.7.4;2.7.7
28403,2.4.99;2.4.1;2.7.1;2.7.7;2.4.2
28527,2.8.3;5.3.3;4.2.1;5.2.1;2.3.1
28607,1.14.14;4.3.3;1.19.6;1.5.1;1.14.19
28652,3.1.1;1.1.3;1.14.18;1.13.11;3.5.4
28936,4.1.3;4.1.2;1.1.99;2.3.3;2.2.1
29400,3.6.1;2.7.7;3.6.5;2.7.4;6.5.1
29400,3.6.1;2.7.7;3.6.5;2.7.4;6.5.1
29400,3.6.1;2.7.7;3.6.5;2.7.4;6.5.1
29564,5.1.1;6.3.2;5.4.3;4.3.2;3.5.2
29768,3.6.1;3.6.5;3.6.4;5.6.2;6.3.5
29812,3.6.1;3.6.5;3.6.4;5.6.2;6.3.5
29900,3.6.1;3.6.5;3.6.4;5.6.2;6.3.5
29900,3.6.1;3.6.5;3.6.4;5.6.2;6.3.5
30120,3.1.2;1.2.1;6.2.1;2.3.3;2.3.1
30176,1.10.3;1.3.5;1.3.99;5.3.3;1.17.5
