Reaction name,SIMMER pred
R12782,6.3.4;2.7.7
R07038,1.13.11
R04486,3.5.1
R02999,1.14.13;1.1.1
R00435,2.7.7
R02530,4.4.1
R07504,2.1.1
R00993,
R03352,3.1.2;2.3.1
R03433,2.7.1
R07258,2.4.1
R13265,1.14.12;1.14.13;1.1.1
R02404,6.2.1;2.3.1
R06392,3.1.1
R00484,3.5.3;3.5.1
R11323,2.7.1;3.6.1
R01054,2.7.7
R02168,2.4.1
R05207,3.4.19
R09844,2.5.1
R04741,1.1.1
R11251,3.1.3
R04452,3.1.1
R12963,2.4.1
R04294,5.4.99
R03111,2.1.1
R05499,5.1.3
R06342,
R00334,2.7.4;2.7.7;2.7.1
R07763,1.1.1;1.3.1
R10933,3.4.11;3.5.1
R09463,4.1.1
R02657,1.2.3
R12012,2.4.1
R04584,2.4.1
R08728,1.3.1;1.1.1
R07387,3.1.1
R04967,1.5.1;1.1.1
R13384,
R05148,1.3.1;1.1.1
R09387,
R13359,2.3.1
R03348,2.4.2
R04345,5.5.1
R02912,2.1.1
R09123,4.2.3
R09421,1.14.13;1.1.1
R07265,2.4.1
R04145,2.1.1
R04514,
R12076,1.14.20
R12568,2.7.7
R08669,3.6.1
R05146,2.3.1
R12554,5.1.3
R02889,2.4.1
R11311,3.2.1
R12023,5.4.99
R09230,1.14.12;1.1.1
R05654,1.3.1;1.1.1
R12449,6.6.1
R01862,3.5.1
R04881,2.1.1
R11587,2.8.3
R05298,
R09234,1.14.13;1.1.1
R01703,
R05176,5.1.3
R01776,2.3.1
R01704,1.8.1;1.1.1
R05325,2.4.1
R03450,3.1.3
R05788,3.2.1
R12686,3.5.4
R08240,1.1.1
R00253,6.3.5;2.7.3;2.7.1
R06895,
R04783,3.2.1;2.4.1
R08010,
R02681,1.2.3;3.5.5
R00577,2.3.1
R07172,1.14.13;1.1.1
R04596,2.4.1
R03020,
R10255,2.7.7
R11959,2.4.1
R12865,5.3.1
R10835,2.4.1
R04279,1.1.1
R07310,5.4.99
R13163,2.4.1
R00192,3.3.1;2.5.1
R00810,5.4.99;3.2.1
R00131,3.5.1
R03457,5.3.1
R12988,1.3.1;1.1.1
R10344,3.1.4
R03401,1.3.1;1.1.1
R03956,3.4.13;3.5.1
R04104,5.1.3
R00346,4.1.1
R08370,4.2.3
R04567,2.7.7
R07976,1.3.1;1.1.1
R10172,2.3.1
R06770,2.4.1
R12806,2.7.7
R05801,2.7.1
R08274,1.3.1;1.5.1;1.1.1
R06390,3.1.1
R00381,2.7.7
R05246,1.13.11
R02467,1.13.11
R01016,
R03371,3.1.3
R07260,2.4.2;2.4.1
R09499,5.1.3
R00892,1.1.1
R05629,2.7.7;2.4.1
R08282,1.5.1;1.3.1;1.1.1
R05252,4.1.1
R11053,2.5.1
R04824,1.1.1
R06378,1.1.1
R06863,5.3.1
R03162,3.2.1
R00615,3.6.1
R04102,3.5.4
R07437,1.14.13;1.1.1
R08018,1.5.1;1.3.1;1.1.1
R09251,2.5.1
R11100,
R03635,3.2.1;2.4.1
R09149,5.1.3
R09483,4.1.1
R02929,6.3.3;2.7.1
R10096,2.4.1
R07534,5.3.3;5.5.1
R06637,2.3.1
R00660,3.2.1
R09946,2.7.1
R08955,1.1.1
R10122,1.5.1;1.14.13;1.1.1
R11031,1.5.1;1.1.1
R11328,4.3.1
R02596,5.5.1
R08823,3.1.3
R00697,4.3.1;5.4.3
R06772,
R07898,1.1.1
R11692,2.1.1
R03422,3.1.4
R12196,2.7.1
R02294,2.4.2
R01659,4.2.3
R09589,6.2.1;2.3.1
R10530,2.4.1;3.2.1
R12916,2.4.1
R01160,2.3.1
R00501,1.1.1
R12353,6.3.2
R05843,1.3.1;1.2.1;1.1.1
R12826,1.14.11
R13196,5.5.1
R03102,1.2.1;1.1.1
R07082,3.3.2
R01449,2.8.3
R09953,1.1.1
R03256,3.2.1;2.4.1
R05768,2.5.1;2.4.1
R08139,
R10008,4.2.3
R03465,4.1.2
R06797,2.3.1
R09726,2.7.7
R13011,1.14.11
R00625,1.14.13;1.1.1
R02892,1.3.1;1.1.1
R12415,5.3.99
R10059,1.3.1;1.5.1;1.1.1
R04695,1.3.1;1.5.1;1.1.1
R01515,3.1.3
R02773,2.6.1
R11237,2.7.7
R07758,2.3.1
R00647,
R11497,2.5.1;2.4.1
R05312,1.3.1;1.1.1
R10672,1.2.1;1.5.1;1.1.1
R08645,4.2.1
R12437,2.5.1
R03376,1.14.11
R10508,5.5.1
R03037,3.3.2
R06757,2.5.1
R10668,
R04538,5.1.3
R04071,2.4.1
R07710,1.1.1
R00608,1.8.3
R05613,2.5.1
R05273,1.14.12;1.1.1
R01963,3.10.1;3.5.1
R09232,1.14.12;1.1.1
R01425,3.5.1
R09986,1.1.1
R06614,4.4.1
R04266,5.1.3
R05084,1.14.12;1.1.1
R02194,2.3.1
R07971,1.5.1;1.3.1;1.1.1
R08768,1.14.13;1.1.1
R12405,1.1.1
R10587,3.5.1
R13139,1.4.3;1.5.3
R10093,2.7.4;2.7.1
R11106,3.5.4
R03346,3.1.3
R05551,3.5.1
R00491,5.1.3
R00454,2.3.1
R08697,4.2.3
R11947,3.5.1
R07877,2.4.2;2.4.1
R01784,4.1.2
R11876,1.2.1;1.1.1
R02025,3.5.1
R06787,1.14.12;1.1.1
R00533,1.8.3
R00181,3.5.4
R01460,3.2.1
R00251,6.3.4;2.7.1
R01264,
R08870,2.3.3;2.3.1
R12821,5.4.99
R06466,5.4.99
R08356,1.8.1;1.3.1
R08036,2.3.1
R03573,2.4.1
R09492,1.11.1
R12385,2.4.1
R05219,2.1.1
R11095,
R07149,1.14.13;1.1.1
R01904,1.1.1
R00956,2.7.7;2.4.1
R11457,3.5.1;3.5.4
R03230,2.3.1
R10876,3.2.1
R10891,3.5.1
R00145,1.4.1;1.14.13;1.1.1
R00997,2.6.1
R07293,3.1.1
R02750,2.7.1
R11393,3.5.4
R11659,1.8.5
R12816,2.4.2;2.4.1;2.5.1
R04560,2.1.2
R01265,5.1.3
R07354,1.3.1;1.1.1
R06018,2.4.1
R03826,1.1.1
R11672,2.6.1
R09036,2.3.1
R12286,2.5.1
R00441,
R01886,
R01012,
R02551,3.5.1
R12969,3.2.1
R03673,
R10865,2.4.1
R06498,2.4.1
R03478,2.7.1
R11544,3.2.1
R11229,2.7.1
R01619,3.6.1
R12039,2.3.1
R11339,1.1.1
R00012,3.6.1
R01523,2.7.1
R10228,1.23.1;1.1.1
R04634,2.4.1
R04198,1.3.1;1.1.1
R02985,3.2.1
R10619,5.1.3
R13330,
R08188,2.3.1
R03227,1.3.1;1.1.1
R00913,3.5.3
R06574,2.1.1
R01921,1.1.1
R08084,1.5.1;1.1.1
R13123,2.1.1
R03349,1.1.1
R08218,2.7.7;2.4.1
R07113,3.8.1
R06487,2.4.1
R11122,5.3.1
R01286,4.4.1
R10784,3.2.1
R08008,
R11916,4.1.1
R04389,5.1.3
R10815,2.7.7
R03300,1.14.13;1.1.1
R03286,6.3.2;2.7.1
R10988,2.4.1
R00339,4.2.1
R04349,
R07612,
R11875,1.5.1;1.3.1;1.1.1
R00428,
R10718,1.2.1;1.1.1
R08341,3.5.4
R00286,1.1.1
R03390,3.5.4
R07998,1.3.1;1.1.1
R10109,1.13.11
R12053,1.1.1
R05876,2.3.1
R09078,1.4.1;1.14.12;1.1.1
R04747,2.3.1
R09715,5.5.1
R05396,1.5.1;1.1.1
R10608,3.2.2
R11087,2.5.1
R00984,2.1.1
R02914,
R09950,3.5.1
R12281,
R12501,
R02684,1.1.1
R04405,2.1.1
R06913,4.1.2
R02191,2.3.1
R01057,5.4.2
R03084,4.2.1
R09358,4.2.1
R00277,1.4.3
R11891,2.7.4;2.7.1
R00762,3.1.3
R10141,2.6.1
R03081,4.1.2
R13185,
R11894,2.7.4
R11218,2.1.1
R05231,1.8.1;1.1.1
R09033,5.1.3
R10421,1.1.1
R09331,
R00827,2.1.1
R12539,1.1.1
R04185,1.3.1;1.1.1
R09675,2.4.1
R12639,2.5.1
R04335,2.4.1
R02768,4.1.1
R04340,1.5.1;1.3.1;1.1.1
R00072,1.2.3
R10636,1.14.13;1.1.1
R07950,1.3.3;4.2.1
R02536,1.14.13;1.1.1
R11585,1.14.12;1.3.1;1.1.1
R03728,1.3.1;1.1.1
R09910,5.4.99
R12105,1.1.1;1.3.1
R01259,
R00044,3.1.1
R03789,
R10192,1.13.11
R08366,3.1.4
R02602,
R00666,1.3.1;1.5.1;1.1.1
R10909,2.7.7
R00248,1.3.1;1.1.1
R00305,1.23.5;1.10.3
R04153,
R12453,1.3.1
R12401,1.1.1
R05233,1.14.13;1.1.1
R01447,
R11665,3.1.6
R12998,2.7.7;2.7.1
R13310,4.2.3
R01332,3.2.1
R00878,5.3.1
R02648,3.1.3
R13302,2.5.1
R07618,1.13.12;1.3.1
R08759,
R04659,2.4.1
R08816,2.4.1
R06642,1.14.13;1.1.1
