Reaction,All ECs
R03898,4.2.1.35;4.2.1.114;4.3.1.2;4.2.1.148;3.5.1.3;1.1.3.15;1.1|1.1.1|1.1.1.27|1.1.1.272|1.1.1.28
R04051,2.6.1.1;2.6.1.57;2.6.1.15;2.6.1.52
R04339,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R04478,4.2.1.83;4.2.1.80;4.2.1.3|4.2.1.4;4.2.1.-|4.2.1.114|4.2.1.36;2.3.3.13|4.1.3.-
R04641,3.6.1|3.6.1.9
R04812,1.1.1|1.1.1.-|1.1.1.35
R05163,2.3.1.153;2.3.1|2.3.1.-|2.3.1.215;2.3.1.172;2.3.1.171;2.3.1.115;2.3.1.116;2.3.1.133;2.3.1.79;2.3.1.273;2.3.1.188;2.3.1.196;1.2.1.18;2.3.1.119;2.3.1.229;2.3.1.140;2.3.1|2.3.1.133|2.3.1.99|3.1.2.-;2.3.1.180
R05231,1.1.1.2;1.1.1.2|1.1.1.21|1.1.1.71;1.1.1|1.1.1.-|1.1.1.1|1.1.1.2|1.1.1.21
R05277,1.7.1.6;1.7.1.17|1.7.1.6
R05354,1.3.1.19;1.3.1.87;1.6.5.4;1.3.1.119|1.3.1.19;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.12.1.2|1.12.1.5;1.6.6.9|1.7.2.3
R06110,3.2.1.85;3.2.1.101;3.2.1.3;2.4.1.25;3.2.1.33;3.2.1.22
R06207,4.2.99.22;4.2.99.23;2.7.1.199;2.7.1.191|2.7.1.69;2.7.1.204;2.7.1.147;2.7.1.1|2.7.1.2
R06447,2.5.1.87|2.5.1.91;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.86;2.5.1.88;2.5.1.89;2.5.1.90;2.5.1.-|2.5.1.30;2.5.1.-|2.5.1.33;2.5.1.83;2.5.1.85;2.5.1.84;2.5.1.142;2.5.1.81;2.7.8.13
R06831,1.14.12.-|1.14.12.26;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.3.1.119|1.3.1.19|1.3.1.an;1.14.13.69;1.14.13.245;1.14.13.131;1.6.5.4;1.14.13.223;1.14.12.-|1.14.12.10;1.14.12.17
R06976,2.7.3.5;2.7.1.40;3.6.1.21;3.6.1.5
R06978,2.3.1.180
R07242,2.1.1.154;2.1.1.-|2.1.1.338;2.1.1.104;2.1.1.68;2.1.1.240;2.1.1.336;2.1.1.128;2.1.1.169|2.1.1.68;2.1.1.6;2.1.1.42;2.1.1.146|2.1.1.279;2.1.1.267;2.1.1.149|2.1.1.169|2.1.1.267|2.1.1.76;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.114;2.1.1.283;2.1.1.116|2.1.1.121;2.1.1.109;2.1.1.212;2.1.1.222
R07276,2.6.1.1|2.6.1.79;2.6.1.1|2.6.1.57|2.6.1.78;2.6.1.27;2.6.1.7;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.9
R07673,2.7.7.69;1.1.1.133;1.-.-.-|1.1.1.271;5.1.3.-|5.1.3.18;5.1.3.13;3.6.1.13;3.6.1.21;1.1.1.132;2.4.1.83;2.7.7.69|2.7.7.78;2.4.1.142;2.4.1.132;2.4.1.232;2.4.1.-|2.4.1.266;2.4.1.252;2.4.1.270;2.4.1.345;2.4.1.269;2.4.1.54;2.4.1.36
R07779,1.14.13.50|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8
R07796,2.8.3.17;4.2.1.175;1.3.8.7|1.3.8.8;4.2.1.17;4.2.1.-|4.2.1.134
R07813,3.2.1.76;3.2.1.21
R07945,1.14.14.-|1.14.14.1
R08237,2.4.2.1|2.4.2.15|2.4.2.28
R08603,3.7.1.-|3.7.1.22;5.3.1.30;3.2.2.1;3.2.2.8;5.3.1.12
R08667,4.4.1.-|4.4.1.13;2.7.3.9;4.3.1.15;3.4.13.23;4.4.1.3;4.1.99.1|4.4.1.1|4.4.1.3
R09251,2.5.1.87|2.5.1.91;2.5.1.-|2.5.1.31;2.5.1.85;2.5.1.89;2.5.1.-|2.5.1.84|2.5.1.85;2.5.1.86;2.5.1.82;2.5.1.-|2.5.1.30;2.5.1.88;2.5.1.81;2.5.1.83;2.5.1.90;2.5.1.20;2.5.1.142;2.5.1.142|2.5.1.92;2.5.1.10
R09299,1.11.1.14;1.17.4.2;1.14.13.242;1.11.1.16;1.17.4.1
R09385,1.14.13.107;1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3
R09417,3.3.2.9;1.14.14.1
R09518,1.14.18.3;1.14.13.25;1.14.13.8;4.7.1.1;1.1.99.37;1.1.2.7;1.11.1.21|1.11.1.6|1.11.1.7
R09637,2.5.1.63;2.5.1.94;2.5.1.6
R09739,7.2.1.3;1.16.3.1;2.1.1.342;1.16.1.9;1.14.14.18
R09752,2.7.7.69;2.7.7.69|2.7.7.78;2.7.7.22|2.7.7.69;2.7.7.91;5.4.2.2;2.7.7.13;2.7.7.27
R10075,1.3.1.-|1.3.1.92;1.2.1.5;1.6.3.2;1.6.5.4;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R10292,2.4.2.51;2.4.2.50;2.4.1.297;2.4.1.254;2.4.1.239;2.4.1.236;2.4.1.91;2.4.1.273;2.4.1.-|2.4.1.298;2.4.1.300;2.4.1.22;2.4.1.351;2.7.1.69;2.4.1.87;2.4.1.338;2.4.1.-|2.4.1.284;2.4.1.38|2.4.1.90;2.4.1.-|2.4.1.301;2.4.1.238;2.4.1.238|2.4.1.249;2.4.1.-|2.4.1.285;2.4.1.159;2.4.1.69;2.4.1.13
R10303,2.4.1.325;2.7.8.46;2.4.1.-|2.4.1.289;2.4.1.-|2.4.1.291;2.4.1.-|2.4.1.292;2.7.8.13
R10469,4.1.99.20|4.3.3;4.1.2|4.1.2.56;2.5.1.54|2.5.1.55
R10539,1.14.11.44;1.14.11.43;1.13|1.13.12.19;1.13.12.24;1.13.12.6;1.13.11.27;1.14.11.22;1.14.12.1;1.7.3.3;1.13.11.46;1.3.3.3
R10549,1.2.1.50;1.2.1.80;1.6.5.4;1.6.3.2;1.3.1.102;1.3.1.102|1.3.1.74;1.12.1.3|1.12.1.5;1.11.1.21;1.11.1.1|1.11.1.2
R10732,4.2.3.81;4.2.3.54;3.1.7.7|4.2.3.194;2.5.1.20;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88;2.5.1.87;4.2.3.85;4.2.3.169;4.2.3.80;4.2.3.67;4.2.3.133;4.2.3.160;4.2.3.90;4.2.3.79;4.2.3.77;3.1.7.10;4.2.3.82;4.2.3.198;4.2.3.86;4.2.3.7;4.2.3.37;4.2.3.204;4.2.3|4.2.3.-|4.2.3.56;4.2.3.75;4.2.3.-|4.2.3.162;4.2.3.17;4.2.3.198|4.2.3.66;5.5.1.30;4.2.3.73;4.2.3.65;4.2.3.142;4.2.3.55;4.2.3.-|4.2.3.125;4.2.3.136;4.2.3.76;4.2.3.181;4.2.3.70;5.5.1.16;4.2.3.157
R11100,1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.4.99.6
R11143,3.6.1.5;6.3.2.14;6.3.2.39;3.6.1.23
R11150,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.69;1.14.13.223;1.14.12.-|1.14.12.10;1.14.13.210;1.6.5.4;1.14.13.87;1.14.13.84;1.14.13.113;1.11.1.1|1.14.12.17
R11199,2.3.1.248;2.3.1.110;2.3.1.249;2.3.1.215;2.3.1.153;2.3.1.64;2.3.1.133;6.2.1.12;2.3.1.196;2.3.1.180
R11266,1.6.5.4;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R11340,1.14.11.52;1.13|1.13.12.19;1.13.12.24;1.2.2.4;1.13.12.6;1.13.11.27;1.14.12.1;1.13.11.46;1.13.11.83;1.14.11.54;1.14.11.51;1.14.11.53;1.14.11.33;1.14.11.27;1.14.11.65;1.14.11.68;1.14.11.66
R11426,1.3.1.112;1.3.1.77;1.6.5.4;1.11.1.1|1.11.1.2;1.7.1.2|1.7.1.3;1.7.1.14;1.14.13.-|1.14.13.148|1.14.13.M46;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.14.12.17;1.6.6.9|1.7.2.3;1.12.1.2|1.12.1.5
R11842,2.5.1.39;4.2.3.177;2.5.1.74;2.5.1.20
R11881,1.14.13.9;1.14.13.225|1.6.3.1;1.14.13.-|1.14.14.-|1.14.14.1
R12188,4.4.1.13;4.1.99.1|4.4.1.1|4.4.1.3;4.3.1.15;2.3.1.80;3.5.1.114|3.5.1.14;3.4.11.1|3.4.11.2|3.4.11.23|3.4.13.-
R12198,2.7.8.43;2.3.1.241;3.1.1.77;2.3.1.129
R12274,1.14.14.170;1.14.14.168;1.14.14.169;1.14.14.150;3.1.1.45;5.1.3.14;2.5.1.64;3.1.1.57;1.1.3.-|1.1.3.4;4.1.1.90;3.3.2.10;2.4.1.17
R12298,1.14.12.22;1.14.14.153;2.3.1.230;1.14.18.1;1.14.13.242;1.3.8.1;1.11.1.16;2.6.1.63|2.6.1.7;1.14.13.210;1.2.99.7;1.14.19.76;1.1.1.328;1.14.14.1
R12314,3.2.1.199;1.1.1.390;5.1.3.3;5.1.3.44;5.3.1.31;2.7.1.1;2.7.1.1|2.7.1.15;2.7.1.204;2.7.1.1|2.7.1.55;2.3.1.79;2.7.1.2
R12329,6.2.1.20;3.1.2.14|3.1.2.21;6.2.1.47;1.2.1.80;2.3.1.184;2.3.1.15
R12559,3.6.1.57;2.7.4.6
R12683,4.99.1.1;1.14.99.58;1.14.99.48;2.1.1.342;1.14.99.57;1.14.14.18;1.14.99.3;4.99.1.9
R12686,1.4.3.26;3.4.21.62;3.4.17.12;3.5.1.1;3.5.2.16;1.6.5.2;1.10.5.1
R12734,2.3.1.300;2.3.1.180
R12866,1.14.13.242;1.3.5.3;3.5.4.11;1.14.14.18;1.14.13.210;2.4.2.31;1.1.1.328;1.14.12.22;1.3.7.1;1.14.18.1
R12879,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.240;1.14.13.84;1.14.13.2|1.14.13.33;1.14.13.223;1.14.13.87;1.14.14.43|1.14.14.45;1.14.14.1|1.14.14.25
R12898,3.1.1.3|3.1.1.34
R12941,6.3.2.3;2.5.1.18|2.5.1.75
R13189,2.7.1.40;3.2.1.169;2.8.1.11|2.8.1.4
R13305,2.6.1.1;2.6.1.21;2.6.1.83
