Reaction name,SIMMER pred
R09448,
R02379,2.1.1
R01825,1.5.1;1.1.1
R00647,
R00041,
R09672,3.5.1
R02263,4.1.2
R12037,2.4.1
R05125,
R06811,2.4.2;2.4.1
R03332,3.1.3;3.2.1
R03868,5.1.3
R00103,2.7.7;2.4.1
R11630,5.1.3
R07797,3.1.4
R00959,5.4.2
R06866,
R00946,2.1.1
R03544,1.2.1;1.4.1;1.1.1
R08085,1.5.1;1.1.1
R12361,1.1.1
R11469,2.1.1
R00776,
R02246,1.5.1;1.2.1;1.1.1
R07021,1.5.1;1.1.1
R00032,1.13.11
R04724,1.5.1;1.1.1
R06067,
R02375,2.3.1
R02406,6.2.1;2.3.1
R05249,1.14.19;1.1.1
R10168,2.1.1
R04910,1.5.1;1.1.1
R07082,3.3.2
R12514,3.4.13
R09134,5.5.1;1.13.11
R09634,2.4.1
R05806,2.7.1
R04178,
R00437,2.4.2
R02412,2.7.1
R12392,5.5.1
R05466,1.14.11
R10290,2.4.2;2.4.1
R02769,2.5.1
R05087,4.1.1
R10751,5.3.1
R11106,3.5.4
R02277,1.7.3
R00896,2.6.1
R04139,1.1.1
R09971,4.2.3
R09558,4.2.3
R13248,
R10957,2.1.1
R02937,3.5.2
R09870,2.1.1
R03574,2.4.1
R11309,3.2.1
R11046,5.1.3
R09874,4.2.3
R05532,2.1.1
R03105,3.5.1
R09550,5.3.1
R02315,1.5.1;1.1.1
R10676,5.1.3
R08486,
R04234,2.6.1
R01999,3.1.2;2.3.1
R05781,3.5.2;3.5.1
R09450,2.3.1
R13224,1.11.1;1.10.3
R09653,
R06824,2.1.1
R13366,3.5.2
R10643,4.2.1
R05783,3.5.1
R10293,2.4.1
R03620,3.5.1
R09639,2.5.1
R10264,2.4.1
R02010,4.2.3
R05196,3.2.1
R02499,1.1.1
R08139,
R09633,2.5.1;4.2.3
R11838,4.2.3
R03582,1.3.1;1.14.12;1.1.1
R08584,
R05438,1.7.1;1.1.1
R02420,2.4.2;2.4.1
R06633,5.3.2
R08750,2.5.1
R02024,
R08075,2.4.1
R03493,4.2.1
R01085,3.7.1
R06809,3.1.6;3.1.7
R02338,3.5.1
R01506,1.13.11
R02330,
R07903,2.4.1
R00306,3.2.1
R11050,1.4.3
R06693,2.1.1
R00430,2.7.7;2.7.1
R04421,2.1.1
R02269,3.5.2;3.5.1
R01978,2.3.3;2.3.1
R00332,3.6.1;2.7.1
R07503,5.4.99
R03198,1.14.12;1.1.1
R11228,5.4.99
R12982,4.1.2
R07181,1.14.13;1.1.1
R12075,2.4.2;2.5.1
R01607,1.14.13;1.1.1
R02858,2.1.1
R10251,2.1.1
R03176,1.1.1
R00985,5.4.4
R00260,5.1.3
R07108,3.3.2
R11874,
R09572,1.14.11
R01882,3.5.4
R12946,
R07920,2.1.1
R08113,1.3.1;1.14.12;1.1.1
R00605,1.14.12;1.17.1;1.1.1
R08941,3.1.6
R11202,3.1.1;3.5.1
R04518,1.3.1;1.1.1
R11246,2.7.7
R12004,5.5.1
R07313,1.13.11
R02742,1.8.1
R04657,2.7.1
R05672,2.3.1
R09710,5.4.99
R09697,4.2.1;4.1.1
R10247,
R03245,2.7.4;2.7.1
R09221,5.5.1
R00373,2.6.1
R12899,3.5.1
R13356,2.1.1
R08235,
R06150,
R00673,1.13.11
R09352,2.4.1
R09359,4.1.2
R01631,1.13.11
R12981,
R13013,1.14.11
R05293,1.3.1;1.1.1
R02352,1.1.1
R08679,5.1.3
R00009,1.4.3
R04653,2.4.1
R00104,2.7.1
R04188,2.6.1
R10435,2.4.1
R12521,3.1.1
R03621,2.3.1
R12949,1.1.1;1.3.1
R00913,3.5.3
R07919,2.1.1
R12625,3.5.1
R08936,
R07829,2.8.3
R07640,2.7.7
R12077,2.4.1
R11618,1.4.3
R05835,3.5.1
R08266,1.7.1;1.5.1;1.1.1
R05244,1.1.1
R09462,
R11500,1.1.1
R06120,4.2.3
R05052,
R03457,5.3.1
R05500,5.1.3
R09378,2.7.1
R05878,1.5.1;1.1.1
R09064,2.5.1
R02243,4.1.1
R09190,1.14.13
R09920,1.3.1;1.1.1
R01203,
R01626,2.3.1
R03636,1.1.1
R07649,4.2.3
R04171,2.6.1
R10543,3.1.3
R02820,1.14.13;1.1.1
R03477,3.5.3
R02159,3.1.6;3.1.7
R02231,1.14.13;1.1.1
R11584,2.3.1
R08628,4.2.1;4.1.2
R02852,5.4.3;4.3.1
R11566,4.2.1
R13177,1.2.1
R04582,6.3.4
R09649,3.5.1
R03738,4.3.3
R00203,1.14.13;1.14.12;1.1.1
R00899,3.4.13
R08693,5.1.3
R06827,2.4.2;2.4.1
R11892,2.7.4;2.7.1
R04206,4.2.1
R13220,1.3.1;1.1.1
R06632,1.13.11
R09769,5.3.1;4.1.2
R02155,2.1.1
R10307,2.1.1
R12405,1.1.1
R05037,
R04558,4.3.2
R02013,4.2.3
R00074,1.13.11
R07069,
R06543,1.14.13;1.1.1
R05759,2.1.1
R12598,6.3.4
R01245,3.2.2
R02004,4.2.3
R01396,2.1.3
R08147,2.1.1
R07165,1.1.1
R06862,5.5.1
R03056,2.3.1
R01358,2.3.1
R03962,1.5.1;1.1.1
R09746,
R13199,5.3.1
R01684,2.6.1
R11845,4.2.3
R11722,5.3.1
R12394,2.3.1;2.7.7
R01620,
R09593,6.3.2
R10044,1.14.13
R09877,3.6.1;3.1.3
R06595,4.2.1
R02628,
R11595,2.1.1
R12908,1.7.1;1.1.1
R01485,3.5.1
R10943,6.3.2
R09191,2.1.1
R10392,4.2.1
R04254,3.1.2;2.3.1
R00714,1.14.19;1.14.13;1.1.1
R13299,2.8.3
R02836,1.1.1
R02782,4.2.1;5.3.1
R04127,2.4.1
R08094,1.1.1
R08724,1.3.1;1.1.1
R03046,5.3.3
R10311,1.1.1
R12400,1.1.1
R12262,2.1.1
R11541,3.1.1
R01053,2.7.3;2.7.1
R02603,3.7.1
R09376,1.1.1
R11866,4.2.1
R12212,4.1.1
R02576,2.3.1
R12806,2.7.7
R07172,1.14.13;1.1.1
R10039,3.2.1
R10633,
R08347,
R02018,
R03881,5.1.3
R00908,2.6.1
R02940,1.14.13;1.17.1;1.1.1
R10357,1.14.13;1.1.1
R12006,5.5.1
R03115,3.2.1
R11398,2.4.1
R13143,3.5.4
R03775,5.5.1
R01780,2.8.3
R11506,4.2.1
R10824,2.1.1
R11341,1.3.1;1.1.1
R00888,4.2.1;4.1.1
R04469,2.4.1
R10093,2.7.4;2.7.1
R05294,1.2.1;1.14.12;1.1.1
R04537,5.3.99;5.3.3
R03874,
R01829,4.1.2
R06564,2.1.1
R06516,
R10174,2.3.1
R08542,4.2.3
R11282,2.4.1
R06302,4.2.3
R00353,4.1.1
R00428,
R00838,3.2.1;2.4.1
R11450,1.3.1;2.3.1
R09364,3.5.3
R10020,1.1.1
R12406,1.3.1;1.1.1
R07395,3.1.3
R10636,1.14.13;1.1.1
R08529,3.1.4
R00001,5.1.3
R08198,1.1.1
R12090,1.3.1;1.5.1;1.1.1
R01262,3.5.1
R08229,2.4.2;3.2.1
R09987,1.1.1
R00305,1.23.5;1.10.3
R07890,1.1.1
R13302,2.5.1
R13185,
R04486,3.5.1
R07529,2.1.1
R12841,2.3.1
R07268,2.7.1
R09660,3.5.4
R10059,1.3.1;1.5.1;1.1.1
R06922,1.13.11
R13125,2.4.1
R11053,2.5.1
R03155,1.1.1
R03760,2.3.1
R04306,4.99.1
R07430,1.3.1;1.1.1
R08050,1.14.11
R02734,3.5.1;3.4.19
R02054,3.1.1
R03772,3.1.1
R12671,3.5.1
R09666,2.4.1
R09750,1.14.13
R09607,4.2.3
R05413,1.13.11
R12411,1.14.11
R00997,2.6.1
R01569,3.1.3
R12695,2.7.1
R11825,4.2.3
R04436,2.1.1
R12754,3.13.1;3.5.1
R04833,1.1.1
R04345,5.5.1
R09904,5.3.2
R00897,2.5.1
R12702,
R07263,4.1.3
R07359,1.3.1
R02161,3.1.1
R05716,
R09097,1.2.1
R01132,2.4.2
R02797,3.5.1
R01794,1.7.1;1.1.1
R04189,3.5.3
R02430,2.7.1
R10432,2.4.1
