Reaction ID,Prediction
R03429,"2.7.1,0.9999059438705444;2.7.4,4.368340159999207e-05;4.6.1,2.808843055390753e-05;3.1.3,7.124783223844133e-06;2.3.1,5.444474481919315e-06"
R02303,"2.3.1,0.13771112263202667;2.7.4,0.1075223833322525;2.4.1,0.0703362226486206;5.1.3,0.06864072382450104;2.7.8,0.04989016056060791"
R10740,"1.1.1,0.3845542371273041;1.14.20,0.3816249370574951;1.14.11,0.07019080221652985;4.4.1,0.055199045687913895;4.1.1,0.028928395360708237"
R08969,"2.3.1,0.9279463291168213;2.7.8,0.06659362465143204;1.14.13,0.0023418318014591932;1.1.1,0.0022811242379248142;2.4.1,0.0005685628275386989"
R02367,"2.3.1,0.9999963045120239;1.2.1,1.839955075411126e-06;3.1.2,8.998107432489633e-07;3.1.1,6.785886625948478e-07;2.3.3,3.471506815344583e-08"
R02387,"2.3.1,0.9999804496765137;2.6.1,1.1634968359430786e-05;6.2.1,2.343815594940679e-06;3.1.1,2.0853806290688226e-06;2.3.3,1.1192232705070637e-06"
R08958,"1.1.1,0.9999481439590454;1.-.-,1.6270330888801254e-05;1.14.14,6.624432444368722e-06;1.3.1,6.298319476627512e-06;4.2.1,4.990693469153484e-06"
R08294,"1.14.13,0.7905309200286865;1.14.14,0.20515833795070648;1.14.12,0.0011051591718569398;1.14.-,0.0010909752454608679;1.-.-,0.0005103417788632214"
R11089,"2.5.1,0.9999709129333496;4.4.1,1.0325986295356415e-05;3.3.1,6.6950756263395306e-06;2.1.1,2.2879321477375925e-06;2.2.1,2.2120968878880376e-06"
R12921,"1.14.13,0.9988775849342346;1.14.14,0.0009901815792545676;1.14.12,0.0001043417869368568;1.14.99,1.063580930349417e-05;1.14.-,6.239876711333636e-06"
R08894,"2.4.1,0.9797205328941345;4.6.1,0.016380760818719864;2.7.7,0.0023113300558179617;2.7.1,0.0013870459515601397;2.4.2,6.920674786670133e-05"
R08908,"1.14.14,0.9999505281448364;1.14.13,3.0610550311394036e-05;1.14.99,6.812598257965874e-06;1.14.19,2.9779357646475546e-06;1.5.-,1.7200158026753343e-06"
R07651,"3.4.13,0.56346595287323;3.4.16,0.39958885312080383;3.4.11,0.01806746795773506;3.4.17,0.014160871505737305;3.2.1,0.0009645121754147112"
R07972,"1.13.12,0.9432730078697205;1.14.14,0.05422355979681015;1.14.13,0.001792524359188974;4.1.99,0.0002580227155704051;1.7.3,0.00011418937356211245"
R06371,"3.7.1,0.9877222776412964;3.1.2,0.005041482392698526;3.1.1,0.004776845220476389;2.3.1,0.00149144371971488;4.2.1,0.0004485019890125841"
R12787,"2.1.1,0.9999982118606567;2.3.1,1.662907834543148e-06;3.1.1,6.320495060663234e-08;1.14.13,1.5146868648230338e-08;1.1.5,1.0135201122807302e-08"
R09827,"2.1.1,0.9997826218605042;2.5.1,0.0001599788520252332;1.-.-,3.852799636661075e-05;2.3.1,1.5413925211760215e-05;2.7.1,1.0648294619386434e-06"
R09689,"5.4.99,0.9999979734420776;5.4.1,2.0290697193559026e-06;5.4.4,3.1246352172331626e-09;5.-.-,3.8773084742871333e-10;5.5.1,7.173900362644758e-11"
R02322,"3.5.1,0.9923898577690125;3.1.1,0.001452104072086513;3.6.1,0.001284827827475965;3.5.5,0.0009957870934158564;3.5.4,0.000730962201487273"
R05166,"3.2.1,0.9991289973258972;2.4.1,0.00038860063068568707;3.1.4,0.00013642857084050775;3.5.1,7.182070839917287e-05;3.4.11,6.963252963032573e-05"
R05287,"3.1.1,0.6757102012634277;3.8.1,0.3076189458370209;2.5.1,0.005636226385831833;3.2.1,0.0055133081041276455;3.-.-,0.0018782331608235836"
R10487,"1.14.11,0.9966649413108826;1.14.20,0.002710589673370123;1.14.13,0.00019542001246009022;1.4.11,0.00014866245328448713;1.14.14,0.00010149139416171238"
R00478,"4.1.2,0.7068324089050293;4.1.3,0.20159924030303955;2.6.1,0.08176539838314056;2.3.1,0.00948390644043684;4.1.1,0.00015036639524623752"
R07754,"2.3.1,1.0;6.2.1,1.0590121668485608e-08;3.1.1,8.012359664633095e-09;3.1.2,4.0320959904249776e-09;1.2.1,4.3545389516452815e-10"
R08999,"1.14.99,0.982347846031189;1.14.13,0.014965707436203957;1.14.14,0.001962570007890463;1.6.3,0.00023359176702797413;1.6.99,0.00012558416347019374"
R02376,"4.2.1,0.989345371723175;5.4.4,0.006676616612821817;4.3.3,0.001088737160898745;1.14.13,0.0010723761515691876;1.14.14,0.0003570406697690487"
R11262,"3.2.1,0.8814548254013062;3.4.11,0.029092684388160706;3.1.4,0.019690632820129395;3.1.1,0.011712108738720417;3.4.13,0.010398116894066334"
R13334,"2.3.1,0.9999679327011108;3.1.1,2.89129457087256e-05;3.1.2,2.842276671799482e-06;3.2.1,1.0455518406615738e-07;3.5.1,6.853667144923747e-08"
R03896,"4.2.1,0.9998049139976501;1.2.1,6.340314575936645e-05;3.5.5,2.5580127839930356e-05;4.2.3,1.5352195987361483e-05;5.4.4,1.3526499969884753e-05"
R08758,"1.14.15,0.985609233379364;1.1.1,0.012858642265200615;1.14.13,0.0005788637790828943;4.1.1,0.00033340786467306316;1.1.-,0.00017741775081958622"
R06312,"5.5.1,0.9899800419807434;5.4.99,0.0031889830715954304;4.2.1,0.0024459222331643105;3.1.7,0.002127803862094879;4.2.3,0.0018760423408821225"
R10748,"3.1.3,0.9872754216194153;3.6.1,0.011455325409770012;2.7.1,0.000636580865830183;3.1.4,0.0005960952257737517;4.2.3,1.0585873496893328e-05"
R12629,"1.3.1,0.9943854808807373;5.3.3,0.005474544130265713;1.1.1,0.00011824428656836972;1.3.99,1.0318994100089185e-05;4.2.1,5.120319201523671e-06"
R06927,"1.1.1,0.9811286926269531;1.3.1,0.008926132693886757;1.2.1,0.00615687295794487;1.-.-,0.003291306085884571;1.1.99,0.00011024058039765805"
R10461,"2.6.99,0.9998143315315247;3.1.1,9.539674647385255e-05;1.7.99,2.6252628231304698e-05;2.3.1,2.5068618924706243e-05;3.-.-,6.493464752566069e-06"
R00650,"2.1.1,0.9999996423721313;2.5.1,2.7928356871598226e-07;3.3.1,1.2624280998352333e-07;2.3.1,3.578534091275287e-08;3.13.1,1.9890928015797726e-08"
R01648,"2.6.1,0.998997151851654;1.4.1,0.0008920324617065489;1.4.3,7.69684775150381e-05;4.1.1,1.7692300389171578e-05;1.4.11,4.167635324847652e-06"
R00868,"1.1.1,0.9982056617736816;2.3.1,0.0006780644762329757;1.3.1,0.00027888084878213704;1.2.1,0.00019411955145187676;1.-.-,0.0001444721856387332"
R06610,"1.1.1,0.9999622106552124;1.14.13,1.6945252355071716e-05;1.-.-,1.3463938557833899e-05;1.3.1,1.7479442249168642e-06;1.2.1,1.215075599247939e-06"
R12221,"5.4.2,0.9379671812057495;2.7.1,0.06007023900747299;2.3.1,0.001293293316848576;1.1.1,0.0002521574788261205;5.1.3,0.00018837317475117743"
R05795,"2.1.1,0.9999339580535889;2.7.1,6.480263255070895e-05;2.3.1,5.527601842914009e-07;2.5.1,2.771384970401414e-07;1.-.-,2.426353944429138e-07"
R03154,"2.8.3,0.5738710761070251;2.3.1,0.2873368263244629;4.1.3,0.016661230474710464;6.2.1,0.011048190295696259;4.2.1,0.008003545925021172"
R02329,"2.7.4,0.7740063667297363;2.7.1,0.1994696706533432;2.1.1,0.018919585272669792;6.2.1,0.0026521955151110888;2.7.2,0.0017209278885275126"
R10932,"2.6.1,0.9939888715744019;4.1.1,0.003732146229594946;1.4.3,0.0016409303061664104;1.4.1,0.00040416570845991373;1.4.11,3.713542173500173e-05"
R02147,"2.4.2,0.9999196529388428;3.2.2,6.319917883956805e-05;2.7.8,8.57661052577896e-06;2.7.1,4.53545862910687e-06;2.7.3,1.3259407296573045e-06"
R02306,"4.2.3,0.9989104270935059;5.5.1,0.001058250549249351;3.1.7,2.3964747015270405e-05;1.14.15,3.7005445392424008e-06;4.3.2,1.7860223806565045e-06"
R05716,"1.8.1,0.9994219541549683;1.1.1,0.0003514752315822989;1.8.4,5.640915333060548e-05;1.6.4,4.4626543967751786e-05;1.8.5,3.475346602499485e-05"
R00875,"1.1.1,0.9997852444648743;1.1.99,8.093403448583558e-05;2.3.1,4.475385503610596e-05;1.-.-,2.965579551528208e-05;1.3.1,2.4841376216500066e-05"
R09893,"4.2.3,0.9992258548736572;1.3.-,0.0003224325191695243;5.5.1,0.00031744642183184624;5.4.99,9.475043043494225e-05;4.3.2,2.4538112484151497e-05"
R12349,"5.4.99,0.8861806988716125;2.4.1,0.11158695071935654;1.14.13,0.00043965846998617053;5.4.1,0.00026001251535490155;2.8.3,0.00023228218196891248"
R07066,"1.14.13,0.5966265797615051;1.14.14,0.40291619300842285;1.14.12,0.00020089439931325614;1.14.18,8.862739196047187e-05;1.11.1,3.202508742106147e-05"
R00376,"2.7.4,0.28653770685195923;2.1.1,0.2542653977870941;2.6.99,0.21723657846450806;1.1.98,0.11514133214950562;2.7.1,0.04604553058743477"
R00763,"3.1.3,0.9999406337738037;3.6.1,4.821420952794142e-05;2.7.1,6.771412699890789e-06;3.1.4,2.4404487248830264e-06;3.6.2,3.3769546803341655e-07"
R08047,"1.7.1,0.9987626075744629;1.-.-,0.001104482333175838;1.7.99,3.2518313673790544e-05;1.7.-,2.4721175577724352e-05;1.8.99,1.9029967006645165e-05"
R08899,"3.1.3,0.9916524291038513;3.6.1,0.006694426294416189;2.7.1,0.0010354977566748857;4.2.3,0.0003529523382894695;3.1.4,0.00020823869272135198"
R03942,"1.1.1,0.9931691884994507;1.3.1,0.005990761797875166;2.3.1,0.0005032012704759836;1.2.1,0.0002419979718979448;1.8.1,2.681340447452385e-05"
R10760,"4.1.2,0.9992414712905884;5.3.1,0.0004862527712248266;2.5.1,8.176659321179613e-05;1.1.1,4.348998118075542e-05;1.1.2,2.0185605535516515e-05"
R02928,"1.1.1,0.9999414682388306;2.7.1,2.2262247512117028e-05;1.-.-,1.4949288015486673e-05;1.1.99,1.3160606613382697e-05;1.1.-,2.639760623424081e-06"
R10365,"2.5.1,0.9838404059410095;5.3.3,0.014723473228514194;4.2.1,0.0007923028897494078;1.14.13,0.00018566669314168394;5.5.1,0.00011768458352889866"
R07082,"3.3.2,0.8924780488014221;3.1.3,0.09528675675392151;4.2.1,0.0025396631099283695;3.1.4,0.001549615291878581;3.2.1,0.001299356110394001"
R10870,"4.2.2,0.9999997615814209;2.4.1,2.036357358292662e-07;5.4.99,1.2925464254465169e-08;3.2.1,2.8293787313060648e-09;5.4.1,1.5690119203881636e-09"
R09850,"2.7.4,0.7740063667297363;2.7.1,0.1994696706533432;2.1.1,0.018919585272669792;6.2.1,0.0026521955151110888;2.7.2,0.0017209278885275126"
R04361,"2.3.1,0.9999065399169922;2.7.1,6.481296441052109e-05;3.1.1,1.32360692077782e-05;1.3.1,6.514906544907717e-06;2.4.1,4.57145006294013e-06"
R07404,"6.3.4,0.9965296387672424;6.3.5,0.0017943031853064895;5.4.99,0.0007979815709404647;6.4.1,0.00041188488830812275;2.7.2,0.00028066764934919775"
R03918,"1.1.1,0.9981780052185059;1.2.1,0.001620869617909193;1.11.1,5.1540460844989866e-05;1.8.1,4.661890852730721e-05;1.6.5,3.276239294791594e-05"
R12568,"2.7.7,0.742599368095398;2.7.1,0.09708861261606216;2.4.99,0.08315230906009674;2.3.2,0.03511025756597519;2.7.4,0.015110010281205177"
R06941,"1.1.1,0.8492394685745239;2.3.1,0.14983050525188446;4.2.1,0.00039311687578447163;1.14.13,0.00011703342170221731;1.-.-,0.0001036623289110139"
R04537,"2.3.1,0.862320065498352;4.2.1,0.13723279535770416;5.4.4,0.00013885035878047347;3.1.1,7.933486631372944e-05;1.14.13,6.432850932469591e-05"
R11363,"1.14.-,0.7130621671676636;1.14.13,0.19570201635360718;1.97.1,0.0328461229801178;1.13.11,0.011671021580696106;1.14.12,0.00966105330735445"
R13014,"4.1.99,0.8237722516059875;4.2.1,0.06142038851976395;4.3.3,0.023969698697328568;1.14.20,0.023410800844430923;4.4.1,0.01883746311068535"
R03104,"1.1.1,0.9999058246612549;1.-.-,2.5555837055435404e-05;1.12.1,1.9549694115994498e-05;1.4.1,1.1455379535618704e-05;1.1.99,9.587351087247953e-06"
R04315,"1.17.4,0.999890923500061;1.11.1,3.082652983721346e-05;1.8.4,1.824959326768294e-05;1.8.98,1.5472667655558325e-05;1.8.1,9.75410694081802e-06"
R09592,"2.7.3,0.6090924143791199;6.3.2,0.3800242245197296;2.7.1,0.0027364990673959255;2.6.1,0.0015078774886205792;1.1.1,0.0012470457004383206"
R01003,"3.1.3,0.9972135424613953;2.7.1,0.0016551765147596598;3.6.1,0.0006982246995903552;2.5.1,0.00032532826298847795;3.1.4,6.29076748737134e-05"
R12213,"2.1.1,1.0;1.-.-,2.7709796263097886e-12;2.3.1,4.788999058424892e-13;2.5.1,1.3444196385499485e-13;3.3.1,5.754331202072888e-14"
R06805,"2.4.1,0.5489302277565002;2.7.7,0.4416957497596741;6.2.1,0.0029244853649288416;2.7.4,0.0009416082175448537;2.7.1,0.0007193341152742505"
R09834,"2.7.8,0.37813788652420044;3.2.1,0.25742658972740173;2.7.7,0.08852140605449677;2.4.1,0.0616343691945076;3.1.3,0.05500863865017891"
R08186,"3.1.2,0.9574897885322571;3.1.1,0.01643400453031063;2.3.1,0.010375972837209702;1.2.1,0.005117122083902359;1.2.3,0.00357239181175828"
R00431,"4.1.1,0.9999974966049194;2.7.1,1.6474532458232716e-06;2.7.11,6.38597839497379e-07;2.5.1,5.5414307809087404e-08;1.2.4,5.072170949915744e-08"
R08115,"1.13.11,0.9999520778656006;5.5.1,3.6862802517134696e-05;1.14.14,5.966349363006884e-06;1.14.12,1.62731498676294e-06;1.3.1,1.5259490737662418e-06"
R03542,"3.5.5,0.9999912977218628;4.2.1,1.8560875787443365e-06;4.3.1,1.4711173434989178e-06;1.5.99,1.182971459456894e-06;1.4.99,1.0115761597262463e-06"
R12515,"3.1.1,0.9268938302993774;3.5.1,0.07155369222164154;3.4.16,0.00045810258598066866;3.4.21,0.00037102209171280265;3.4.19,0.00029262949828989804"
R09665,"2.4.1,0.9999549388885498;2.7.7,1.8242948499391787e-05;3.2.1,1.5335403077187948e-05;2.4.2,9.422969924344216e-06;6.2.1,5.150797619535297e-07"
R13055,"2.3.1,0.836310863494873;2.7.8,0.07760093361139297;2.6.1,0.05029049143195152;1.1.1,0.010083174332976341;1.3.1,0.007679255213588476"
R02649,"2.7.2,0.9872898459434509;2.7.1,0.004350679460912943;6.2.1,0.004257068037986755;3.6.1,0.000923524028621614;2.7.4,0.0007088444544933736"
R00449,"1.13.12,0.9862167835235596;4.1.1,0.007595750503242016;1.14.20,0.0021551279351115227;1.13.11,0.0013489281991496682;1.14.13,0.000399906188249588"
R02992,"3.1.1,0.9998921155929565;1.1.1,2.700355980778113e-05;3.5.1,2.6564935978967696e-05;3.2.1,1.1882002581842244e-05;3.7.1,1.1309397450531833e-05"
R11586,"2.3.1,0.9588114619255066;1.1.1,0.020456144586205482;2.3.2,0.0027867474127560854;2.8.1,0.0026483137626200914;5.3.1,0.002490187995135784"
R07951,"4.2.1,0.9967033267021179;2.3.1,0.0013151471503078938;5.3.3,0.0009751990437507629;3.1.2,0.0003066649951506406;5.4.4,0.000270992488367483"
