Reaction ID,BridgIT
R08192,3.1.2.2;4.2.1.155;2.3.1.85;3.1.1.85;3.1.3.4;3.1.6.3;4.2.3.1;3.6.1.7;3.11.1.3;3.1.4.46;3.2.1.175;3.1.7.3;3.1.5.1;3.7.1.8;2.4.1.17;4.6.1.13;5.1.3.14
R08274,1.14.12.12;1.14.14.1;1.14.13.14;1.14.15.3;1.14.18.1;1.2.3.9;1.14.21.11;1.14.99.2;1.10.3.1;1.14.16.4;1.14.19.19;1.14.11.20
R02999,
R08768,1.14.13.236;1.14.12.12;1.14.14.1;1.14.18.1;1.14.15.3;1.2.3.9;1.14.21.11;1.14.99.2;1.10.3.4;1.14.16.2;1.14.11.28;1.14.19.12
R10619,3.2.1.108;3.1.1.93;3.2.2.24;4.3.3.5
R05146,1.13.99.1;1.13.11.25;1.14.13.239;1.13.12.2
R00727,
R01784,4.1.2.18;4.1.3.16;1.1.1.38;4.1.1.3;2.1.2.11;4.1.99.12;4.2.1.155;4.2.99.21;1.3.8.6;3.1.1.82
R05325,
R10530,3.2.1.128;3.1.1.93;3.2.2.30;4.3.3.5
R08816,2.4.1.35;2.4.2.40;2.4.99.18
R03020,2.4.1.345;2.4.2.52;2.4.99.12
R00432,
R08697,3.1.7.6;3.1.5.1;3.1.3.74;3.6.1.7;3.2.1.42;2.4.1.17;4.2.3.1;5.1.3.14;3.1.4.46;3.11.1.1;3.1.1.59;4.6.1.13;3.1.2.28;3.7.1.8;3.1.6.1;2.3.1.85;4.2.1.155
R13123,2.1.1.129;2.8.4.4;2.1.2.3;2.3.1.101;2.1.3.2
R06378,
R03111,2.1.1.110;2.8.4.4;2.1.2.3;2.3.1.101;2.1.3.2
R00251,
R05298,1.13.12.4;1.13.11.54;1.13.99.1;1.14.13.239
R00044,
R07710,1.14.13.69;1.14.15.3;1.14.14.1;1.14.12.12;1.14.18.1;1.2.3.9;1.14.21.11;1.14.99.2;1.14.11.28;1.14.16.2;1.10.3.4;1.14.19.17
R01054,3.6.1.13;3.1.3.81;3.6.3.55;3.6.4.1;3.6.5.1
R00878,3.2.1.108;3.1.1.93;3.2.2.24;4.3.3.5
R05312,
R00462,4.1.1.18;1.1.1.381;4.1.2.35;4.2.1.155;4.1.3.43;1.3.8.6;2.1.2.11;4.1.99.2;4.2.99.21;3.1.1.82
R08218,
R07038,1.3.3.10;1.5.3.5;2.6.1.82;1.4.3.3;1.21.3.3;1.5.1.18;2.5.1.46
R13303,
R06450,2.4.1.158;2.4.2.40;2.4.99.18
R04349,3.5.5.6;3.5.1.4;3.5.99.8;3.5.2.16;3.1.1.1;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.4.13.22;3.4.11.1;4.2.1.48;2.3.2.2;3.4.19.13;3.13.1.6;3.4.17.8;3.5.3.21;3.5.4.1;3.4.14.13;1.2.7.12;3.8.1.8;2.1.2.3;4.3.2.4
R00533,
R01689,
R09953,
R06487,2.4.1.176;2.4.2.34;2.4.99.15
R10253,2.3.1.224;2.3.3.9;6.2.1.1;2.1.3.7;2.3.2.30;6.1.2.2;1.2.1.95;6.3.1.20;6.3.4.10;2.1.2.5
R05613,2.5.1.20;1.3.1.96;2.4.1.326;2.1.3.12;2.4.2.34;4.4.1.20
R12826,1.14.11.56;1.14.18.5;1.14.13.168;1.10.3.3;1.14.15.22;1.14.12.10;1.14.14.1;1.14.16.7;1.14.19.17;1.2.3.9;1.14.99.2;1.14.21.11
R10876,2.4.1.263;2.4.2.40;2.4.99.18
R07504,2.1.1.25;2.8.4.4;2.1.2.13;2.3.1.101;2.1.3.2
R03352,3.1.2.4;4.2.1.155;2.3.1.85;3.1.1.79;3.1.6.17;3.1.3.21;3.11.1.3;3.1.4.2;4.2.3.1;3.6.1.7;3.7.1.8;3.2.1.175;3.1.7.5;3.1.5.1;4.6.1.13;2.4.1.17;5.1.3.14
R12517,1.1.1.324;1.2.1.22;2.3.1.85;1.3.1.20;1.17.1.4;5.3.3.1;1.1.3.39;5.4.99.3;1.1.99.9;4.1.1.5;1.4.3.5;4.2.1.155;1.1.5.4
R08082,
R01659,2.5.1.1;1.3.1.96;2.4.1.137;2.4.2.34;2.1.3.12;4.4.1.20
R12039,
R03478,2.7.1.140;2.7.7.74;2.7.4.21;2.7.2.3;2.7.11.7;6.3.5.5;2.7.3.8;2.7.14.1;2.7.10.1;2.7.12.1;2.7.8.34;2.7.6.1;2.7.99.1
R03339,
R05788,1.14.18.5;1.10.3.3;1.14.11.56;1.14.15.16;1.14.14.1;1.14.13.154;1.14.19.29;1.14.12.25;1.14.21.11;1.14.99.2;1.2.3.9;1.14.16.7
R06342,1.13.99.1;1.13.11.25;1.13.12.3;1.14.13.239
R09492,
R12782,
R04515,
R09871,2.1.1.240;2.8.4.4;2.1.2.13;2.1.3.2;2.3.1.32
R08669,2.8.2.37;2.8.3.20;2.3.1.187
R12196,3.1.1.46;3.1.4.40;3.1.3.39;5.1.3.14;3.2.1.183;4.6.1.13;3.6.1.57;2.4.1.17;3.1.6.1;3.1.7.3;3.1.5.1;4.2.3.1;3.1.2.27;3.7.1.8;3.11.1.3;2.3.1.85;4.2.1.155
R00131,3.5.1.5;3.5.3.16;3.5.5.1;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;1.2.7.12;3.4.11.1;3.5.2.16;3.4.13.22;3.5.4.1;2.3.2.2;4.2.1.48;3.1.1.1;3.13.1.6;3.4.19.13;3.4.17.8;3.8.1.8;3.4.14.13;2.1.2.3;3.5.99.8;4.3.2.4
R07265,2.4.1.64;2.5.1.7;2.4.2.34;2.1.3.12;4.4.1.20;1.3.1.96
R07354,
R06757,2.5.1.122;1.3.1.96;2.4.1.85;2.1.3.12;2.4.2.34;4.4.1.20
R06180,
R05231,
R12415,
R08188,3.1.2.2;4.2.1.155;2.3.1.85;3.1.1.85;3.1.3.4;3.1.6.3;4.2.3.1;3.6.1.7;3.11.1.3;3.1.4.46;3.2.1.175;3.1.7.3;3.1.5.1;3.7.1.8;2.4.1.17;4.6.1.13;5.1.3.14
R12988,
R02010,2.5.1.41;1.3.1.96;2.4.1.269;2.4.2.34;2.1.3.12;4.4.1.20
R00666,
R01012,2.7.1.121;2.7.99.1;2.7.8.4;2.7.7.68;2.7.11.7;2.7.2.3;6.3.5.5;2.7.6.1;2.7.4.2;2.7.3.8;2.7.10.1;2.7.12.1;2.7.14.1
R12449,
R00468,
R09234,1.14.13.69;1.14.14.1;1.14.15.3;1.14.12.12;1.2.3.9;1.14.18.1;1.14.21.11;1.14.99.2;1.14.11.28;1.14.16.2;1.10.3.4;1.14.19.17
R01703,
R11497,2.5.1.19;2.4.1.250;2.4.2.34;2.1.3.12;1.3.1.97;4.4.1.20
R04294,1.17.4.1;1.17.7.1;1.17.1.1;1.17.3.2
R10596,2.1.2.13;2.1.1.324;2.1.3.2;2.3.1.32;2.8.4.4
R02047,
R11106,
R05148,1.14.12.15;1.14.13.227;1.14.15.3;1.14.14.1;1.14.18.1;1.2.3.9;1.14.99.2;1.14.21.11;1.14.11.40;1.14.16.4;1.10.3.4;1.14.19.17
R06614,4.1.1.86;1.1.1.381;4.2.1.155;4.1.2.35;4.1.3.39;1.3.8.6;2.1.2.11;4.1.99.2;4.2.99.21;3.1.1.82
R13384,1.4.3.19;1.5.3.1;1.5.99.6;1.1.3.13;1.4.9.2;1.1.5.4;1.1.99.9;1.4.4.2;1.4.1.1;1.5.1.22
R04584,1.13.99.1;1.14.13.239;1.13.12.2;1.13.11.48
R08282,
R00956,2.7.7.27;2.7.4.23;2.7.2.6;2.7.3.8;6.3.5.5;2.7.1.82;2.7.11.15;2.7.14.1;2.7.10.1;2.7.12.1;2.7.6.1;2.7.8.9;2.7.99.1
R04695,1.3.1.11;2.3.1.85;1.3.99.6;1.3.3.8;1.3.8.1
R09232,1.7.1.15;1.7.99.1;1.7.3.3
R11311,2.4.1.99;2.4.2.51;2.4.99.1
R12568,2.7.1.48;2.7.6.5;2.7.7.47;2.7.8.28;2.7.11.7;2.7.99.1;2.7.2.4;2.7.3.3;2.7.14.1;6.3.5.5;2.7.4.14;2.7.10.1;2.7.12.1
R04824,
R03728,1.14.13.31;1.14.15.3;1.14.14.1;1.14.12.12;1.14.18.1;1.2.3.9;1.14.99.2;1.14.21.11;1.14.11.11;1.14.19.11;1.14.16.4;1.10.3.4
R10421,1.7.1.10;1.7.99.1;1.7.3.3
R10835,2.4.1.324;2.4.2.9;2.4.99.1
R05396,
R11544,3.2.1.63;3.1.1.93;3.2.2.11;4.3.3.5
R13302,
R02168,2.4.1.347;2.4.2.34;2.4.99.14
R06390,1.14.19.12;1.14.15.3;1.14.18.4;1.14.11.17;1.10.3.3;1.14.13.202;1.14.14.1;1.14.12.12;1.2.3.9;1.14.21.11;1.14.16.1;1.14.99.2
R00493,2.6.1.35;2.6.99.2;2.7.8.29
R12105,
R04335,2.4.1.156;2.4.2.9;2.4.99.1
R07534,4.2.1.78;4.2.3.38;1.14.13.197;5.5.1.6;4.2.99.20;1.1.1.394;4.3.3.3;3.7.1.21;2.3.1.85;3.1.7.9;3.2.1.118;4.1.1.28;4.3.1.9;1.2.1.31;1.4.1.18;1.17.98.2;3.3.1.1;3.5.5.4;2.5.1.119;1.3.8.6;1.1.3.47;3.5.1.110;2.7.8.23
R05629,2.7.7.71;2.7.4.32;2.7.1.157;2.7.11.7;2.7.2.1;6.3.5.5;2.7.8.43;2.7.3.8;2.7.14.1;2.7.10.1;2.7.12.1;2.7.6.1;2.7.99.1
R00878,3.2.1.108;3.1.1.93;3.2.2.24;4.3.3.5
R10668,3.2.2.30;4.3.3.5;3.2.1.21;3.1.1.93
R06018,
R11587,2.3.1.262;6.2.1.50;2.1.2.3;2.3.2.19;1.2.1.95;2.3.3.10;2.1.3.12;6.1.2.2;6.3.4.10;6.3.1.20
R01704,1.2.1.48;1.1.1.66;1.17.1.9;2.3.1.85;1.2.4.1;1.8.1.4;1.3.1.20;1.1.3.39;1.2.3.13;1.2.5.1
R07944,2.3.1.90;2.1.3.12;2.3.2.19;2.3.3.14;6.1.2.2;6.2.1.11;2.1.2.13;1.2.1.95;6.3.1.20;6.3.4.10
R04515,
R02361,
R04531,2.4.1.87;2.4.2.9;2.4.99.12
R03327,
R06895,
R03673,1.13.11.48;1.13.12.3;1.14.13.239;1.13.99.1
R02530,4.4.1.5;4.5.1.2
R12405,1.1.1.270;2.3.1.85;1.2.1.3;5.3.3.1;1.3.1.20;1.17.1.4;1.1.3.16;4.1.1.56;5.4.99.3;1.1.99.9;1.4.3.5;1.1.5.4;4.2.1.155
R04345,1.13.11.54;1.13.12.4;1.13.99.1;1.14.13.239
R12916,2.4.1.35;2.4.2.40;2.4.99.18
R11716,4.1.1.104;1.1.1.262;4.2.1.155;5.4.99.3;1.1.3.21;1.1.5.4;1.4.3.5;1.1.99.9;1.2.1.90;2.3.1.85;1.3.1.20;5.3.3.1;1.17.1.4
R04881,2.1.1.6;2.8.4.4;2.1.2.3;2.3.1.101;2.1.3.2
R10608,
R01921,
R00305,
R08008,1.13.11.24;1.13.12.23;1.13.99.1;1.14.13.239
R00997,2.6.1.44;2.7.8.29;2.6.99.2
R00253,
R10472,2.1.1.283;2.8.4.4;2.1.2.13;2.1.3.2;2.3.1.32
R02596,4.1.1.102;4.2.1.101;5.5.1.1;1.1.3.47;4.3.1.9;4.2.99.12;4.2.3.20;2.3.1.85;1.3.8.6;2.5.1.119;4.3.3.3;3.2.1.21;1.17.98.2;1.1.1.276;3.1.7.9;1.2.1.31;1.4.1.18;1.14.13.197;3.7.1.21;3.5.5.4;3.3.1.1;3.5.1.110;2.7.8.23
R02684,
R09951,
R03256,3.2.1.85;3.1.1.93;3.2.2.19;4.3.3.5
R11947,
R02191,2.3.1.36;2.3.3.9;6.2.1.1;2.3.2.30;2.1.3.5;6.3.4.10;1.2.1.95;6.3.1.20;6.1.2.2;2.1.2.5
R10122,1.1.1.54;1.2.1.49;2.3.1.85;1.3.1.20;1.17.1.4;5.3.3.1;1.1.99.9;4.1.1.56;5.4.99.3;1.1.3.39;4.2.1.155;1.4.3.5;1.1.5.4
R13185,
R08036,2.3.1.118;6.2.1.1;2.3.3.9;2.3.2.30;2.1.2.2;2.1.3.2;6.3.4.10;1.2.1.95;6.3.1.20;6.1.2.2
R03227,
R09251,
R09478,
R07459,6.3.4.4;6.3.2.6;6.3.1.9;6.3.5.3;6.3.3.3;6.2.1.39;3.5.4.41;3.5.1.10;3.13.1.6;3.4.13.4;3.4.14.13;2.3.2.2;3.4.17.23;3.1.1.1;3.4.19.13;3.5.99.5;1.4.1.13;1.4.7.1;4.3.3.6;3.5.5.4;3.5.3.21;3.4.11.1
R05176,2.4.1.118;2.4.2.7;2.4.99.18
R08240,
R12963,3.2.1.52;3.1.1.93;3.2.2.11;4.3.3.5
R06787,1.14.13.14;1.14.18.1;1.14.14.1;1.14.12.9;1.14.15.3;1.2.3.9;1.14.21.11;1.14.99.2;1.14.16.4;1.14.11.40;1.10.3.4;1.14.19.17
R03390,2.3.1.101;2.1.1.86;2.1.2.5;2.1.3.2;2.8.4.4
R11875,1.14.13.239;1.13.11.9;1.13.12.1;1.13.99.1
R01332,1.14.18.5;1.14.15.16;1.14.11.2;1.10.3.3;1.14.19.29;1.14.13.229;1.14.12.10;1.14.14.1;1.14.21.11;1.2.3.9;1.14.99.2;1.14.16.1
R11876,
R01619,
R13253,3.2.1.105;3.1.1.93;3.2.2.11;4.3.3.5
R03300,
R12816,
R10587,
R07293,1.11.1.21
R12998,2.7.1.48;2.7.7.2;2.7.6.5;2.7.8.28;2.7.4.14;2.7.11.7;2.7.2.8;2.7.3.3;2.7.14.1;6.3.5.5;2.7.99.1;2.7.10.1;2.7.12.1
R03162,
R04967,
R02681,1.2.3.7;1.1.1.190;1.2.1.28;1.2.5.1;1.1.3.23;1.2.4.1;1.8.1.4;2.3.1.12;1.3.1.20;1.17.1.10
R04452,3.1.1.47;3.1.4.2;3.1.3.75;3.6.1.7;4.2.3.1;3.11.1.2;3.7.1.8;3.1.7.5;4.6.1.13;3.1.6.6;3.2.1.175;5.1.3.14;3.1.5.1;3.1.2.16;2.4.1.17;4.2.1.155;2.3.1.85
R05252,
R06821,2.3.1.103;2.3.3.13;2.1.3.12;6.2.1.11;6.1.2.2;2.3.2.19;2.1.2.13;1.2.1.95;6.3.1.20;6.3.4.10
R12053,1.14.13.150;1.14.14.1;1.14.18.1;1.14.12.9;1.14.15.3;1.2.3.9;1.14.99.2;1.14.21.11;1.14.16.4;1.10.3.1;1.14.11.40;1.14.19.18
R00705,1.2.1.18;1.2.4.1;1.8.1.4;2.3.1.12;1.1.1.202;1.17.1.9;1.3.1.20;1.1.3.39;1.2.5.1;1.2.3.13
R01016,4.2.3.3;4.2.1.130;4.3.1.17;4.1.1.2;2.3.1.85;3.1.7.9;4.2.99.12;2.7.8.23;5.5.1.1;1.1.1.276;1.3.8.6;3.5.1.110;2.5.1.119;3.2.1.22;1.2.1.31;1.4.1.18;1.1.3.47;3.5.5.4;3.7.1.21;3.3.1.1;1.14.13.109;1.17.98.2;4.3.3.3
R12076,
R12281,
R12554,2.3.1.191;1.2.1.95;6.2.1.51;2.1.2.3;6.3.4.10;2.1.3.12;2.3.2.19;2.3.3.14;6.1.2.2;6.3.1.20
R03315,2.7.1.83;2.7.2.7;2.7.7.96;6.3.5.5;2.7.3.8;2.7.11.2;2.7.4.2;2.7.14.1;2.7.10.1;2.7.12.1;2.7.6.1;2.7.8.19;2.7.99.1
R10909,2.4.2.7;2.4.1.118;2.4.99.18
R07172,1.14.13.69;1.14.14.1;1.14.15.3;1.14.12.12;1.14.18.1;1.2.3.9;1.14.21.11;1.14.99.2;1.14.11.28;1.14.16.7;1.10.3.4;1.14.19.17
R11916,
R00072,1.1.3.23;1.2.3.7;1.2.4.1;1.1.1.190;1.2.1.3;1.2.5.1;2.3.1.85;1.8.1.4;1.3.1.20;1.17.1.10
R12453,1.7.1.7;1.7.99.1;1.7.3.3
R05246,1.13.11.66;1.13.12.4;1.13.99.1;1.14.13.239
R07260,2.4.1.203;2.4.2.40;2.4.99.18
R00454,2.3.1.57;2.3.3.9;6.2.1.1;2.3.2.30;6.3.4.10;6.3.1.20;1.2.1.95;2.1.3.8;6.1.2.2;2.1.2.13
R02657,1.2.3.1;1.1.3.23;1.2.5.1;1.1.1.97;1.2.1.29;1.2.4.1;1.3.1.20;2.3.1.85;1.8.1.4;1.17.1.10
R02025,1.11.1.9
R03081,4.1.2.18;4.1.3.43;1.1.1.38;4.1.1.3;2.1.2.11;4.2.1.155;4.1.99.12;1.3.8.6;4.2.99.21;3.1.1.82
R05768,2.4.1.118;2.4.2.22;2.4.99.18
R08139,3.3.2.11;1.14.14.1;4.2.1.139;3.1.1.35;3.1.2.27;3.2.1.21;2.5.1.18;2.3.1.85;3.7.1.8;3.2.2.1;3.3.1.1;2.1.1.246
R11031,1.4.1.25;1.5.1.19;1.5.3.5;1.4.3.25;1.4.4.2;1.1.3.39;1.1.99.9;1.5.99.6;1.1.5.4;1.4.9.2
R00827,2.1.1.6;2.8.4.4;2.1.2.13;2.1.3.2;2.3.1.32
R08197,2.6.1.84;2.7.8.29;2.6.99.2
R11784,2.7.7.96;2.7.1.86;2.7.2.4;2.7.3.3;2.7.14.1;6.3.5.5;2.7.11.7;2.7.4.26;2.7.10.1;2.7.12.1;2.7.6.5;2.7.8.28;2.7.99.1
R02929,6.3.4.4;6.3.1.6;6.3.2.6;6.2.1.39;6.3.5.4;6.3.3.3;3.5.4.41;3.5.1.96;3.4.14.13;2.3.2.2;3.4.13.4;3.13.1.6;3.4.17.23;1.4.1.13;1.4.7.1;4.3.3.6;3.5.5.4;3.4.19.13;3.5.99.5;3.1.1.1;3.4.11.1;3.5.3.21
R03102,
R13163,2.4.1.309;2.4.99.9;2.4.2.35
R00913,3.5.3.17;3.5.1.6;3.5.5.1;3.4.13.22;3.4.11.1;4.2.1.48;2.3.2.2;3.5.2.16;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.5.4.1;1.2.7.12;3.4.19.13;3.4.14.13;3.4.17.8;3.1.1.1;3.13.1.6;3.8.1.8;2.1.2.3;4.3.2.4;3.5.99.8
R03176,
R01425,3.5.1.40;3.4.13.4;3.5.2.12;3.5.5.1;3.5.3.12;2.3.2.2;4.2.1.48;3.4.14.13;3.4.17.21;3.4.11.1;3.1.1.1;3.4.19.13;3.5.4.1;3.5.99.8;3.13.1.6;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;1.2.7.12;3.8.1.8;2.1.2.3;4.3.2.4
R07950,1.1.1.140;1.2.1.72;2.3.1.85;1.3.1.20;5.3.3.1;1.17.1.4;1.1.3.8;4.1.1.94;1.1.99.18;5.4.99.3;1.1.5.4;1.4.3.5;4.2.1.155
R09715,2.5.1.29;1.3.1.96;2.4.1.178;2.4.2.34;4.4.1.20;2.1.3.12
R03371,3.1.3.26;3.1.4.11;4.6.1.13;3.6.1.20;3.1.7.2;3.2.1.42;3.1.1.31;2.4.1.17;5.1.3.14;3.1.5.1;4.2.3.1;3.1.6.1;3.11.1.3;3.1.2.5;2.3.1.85;3.7.1.8;4.2.1.155
R07612,
R12865,
R06772,2.3.1.103;2.1.3.12;6.1.2.2;2.3.2.19;2.1.2.13;2.3.3.14;6.2.1.50;6.3.4.10;6.3.1.20;1.2.1.95
R00762,3.1.3.11;3.1.4.57;3.6.1.20;4.6.1.13;3.1.1.31;3.2.1.42;2.4.1.17;5.1.3.14;3.1.5.1;4.2.3.1;3.1.7.2;3.1.6.3;3.11.1.3;3.1.2.31;2.3.1.85;3.7.1.8;4.2.1.155
R07962,1.14.13.179;1.13.11.48;1.13.12.9;1.13.99.1
R01449,2.8.3.1;2.3.1.187;2.8.2.39
R07149,
R00181,3.5.4.4;2.1.2.3;3.5.99.6;4.3.2.4;3.5.2.17;3.5.1.26;3.5.3.22;3.8.1.8;3.4.14.13;2.3.2.2;3.4.17.21;4.2.1.48;3.4.19.13;3.4.13.22;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.5.5.1;3.1.1.1;3.4.11.1;3.13.1.6;1.2.7.12
R05801,2.7.1.151;2.7.7.96;2.7.4.21;2.7.2.3;2.7.11.7;2.7.3.3;2.7.14.1;6.3.5.5;2.7.6.5;2.7.10.1;2.7.12.1;2.7.8.34;2.7.99.1
R11053,
R06913,4.1.2.45;4.1.1.77;4.1.99.11;1.1.1.38;4.1.3.40;1.3.8.6;2.1.2.11;4.2.99.21;4.2.1.155;3.1.1.82
R12969,3.2.1.45;3.1.1.93;3.2.2.11;4.3.3.5
R11218,1.14.13.128;1.13.99.1;1.13.12.1;1.13.11.54
R01515,3.6.1.7;3.1.3.27;3.1.4.46;4.2.3.1;3.1.1.5;3.11.1.3;4.6.1.13;3.1.5.1;3.1.7.5;3.2.1.42;2.4.1.17;5.1.3.14;3.1.6.17;3.1.2.4;2.3.1.85;4.2.1.155;3.7.1.8
R08604,
R00501,
R03422,3.1.3.31;3.1.4.17;4.6.1.13;3.6.1.20;3.1.7.2;4.2.3.1;3.1.5.1;3.1.1.3;3.2.1.42;2.4.1.17;3.1.6.1;3.11.1.3;5.1.3.14;3.1.2.4;3.7.1.8;4.2.1.155;2.3.1.85
R01447,
R10059,
R03433,2.7.1.127;2.7.7.96;2.7.4.24;2.7.2.3;2.7.11.7;2.7.3.3;2.7.14.1;6.3.5.5;2.7.6.5;2.7.10.1;2.7.12.1;2.7.8.39;2.7.99.1
R09296,
R01259,1.4.3.1;1.1.3.15;1.5.3.1;1.5.99.6;1.4.9.2;1.1.5.4;1.1.99.9;1.4.4.2;1.4.1.5;1.5.1.22
R00554,2.7.3.3;2.7.14.1;2.7.7.96;2.7.1.86;2.7.2.2;6.3.5.5;2.7.11.7;2.7.4.26;2.7.10.1;2.7.12.1;2.7.6.5;2.7.8.28;2.7.99.1
R10718,1.1.1.21;1.2.1.49;2.3.1.85;1.3.1.20;1.17.1.4;5.3.3.1;1.1.99.9;1.1.3.39;5.4.99.3;4.1.1.56;1.4.3.5;4.2.1.155;1.1.5.4
R07976,1.14.13.179;1.13.11.48;1.13.12.9;1.13.99.1
R06574,2.1.1.279;2.8.4.4;2.1.2.13;2.3.1.32;2.1.3.2
R01862,3.5.1.13;3.1.1.1;1.2.7.12;3.5.2.20;3.5.5.1;3.4.13.22;3.4.11.1;3.5.3.9;3.5.4.16;4.2.1.48;2.3.2.2;3.13.1.6;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.4.19.13;3.4.17.8;3.4.14.13;2.1.2.3;3.5.99.8;3.8.1.8;4.3.2.4
R00286,
R03376,1.14.11.56;1.14.18.5;1.14.15.16;1.14.19.17;1.14.13.168;1.10.3.3;1.14.14.1;1.14.12.19;1.2.3.9;1.14.99.46;1.14.21.11;1.14.16.7
R12501,
R10883,1.13.11.30;1.13.12.23;1.14.13.178;1.13.99.1
R07387,1.11.1.21
R10692,1.14.13.239;1.13.11.25;1.13.99.1;1.13.12.23
R12286,
R08366,2.3.1.3;2.1.3.12;2.3.3.14;2.3.2.19;6.1.2.2;6.3.4.10;2.1.2.13;6.3.1.20;1.2.1.95;6.2.1.51
R12617,
R10051,3.7.1.18
R12639,2.5.1.20;1.3.1.96;2.4.1.137;2.4.2.34;2.1.3.12;4.4.1.20
R11842,2.5.1.41;1.3.1.96;2.4.1.269;2.4.2.34;2.1.3.12;4.4.1.20
R08370,2.5.1.41;1.3.1.96;2.4.1.178;2.4.2.34;2.1.3.12;4.4.1.20
R11393,
R01286,4.4.1.8;4.5.1.2
R04071,2.4.1.118;2.4.2.7;2.4.99.18
R09483,4.1.1.88;4.2.1.155;1.1.1.276;1.1.3.13;5.4.99.3;1.1.5.4;1.4.3.5;1.1.99.9;1.2.1.23;2.3.1.85;1.3.1.20;1.17.1.4;5.3.3.1
R06797,2.3.1.214;2.1.3.12;2.3.3.13;2.3.2.19;6.2.1.1;6.1.2.2;2.1.2.13;1.2.1.95;6.3.1.20;6.3.4.10
R09675,2.4.2.7;2.4.1.118;2.4.99.18
