Reaction ID,SelenzymeRF
R05449,1.14.14.173;1.14.14.15;1.14.19.56;1.14.19.9;1.14.14.13;1.1.99.31;1.14.14.172;1.14.14.3;1.14.14.46;1.14.14.5;1.14.14.30;1.3.8.1|1.3.8.4|1.3.8.7;1.3.8.2;1.14.14.8;1.1.99.21;1.14.14.133;1.14.14.28;1.14.14.9;1.16.8.1;1.1.99.1
R01280,2.3.1.-|2.3.1.86;2.3.1.225
R02271,2.6.1.44;2.6.1.2;2.6.1.7;4.3.1.15;4.4.1.13;2.6.1.66;4.1.99.1|4.4.1.1|4.4.1.3
R05279,1.14.12|1.14.12.-|1.14.12.14;1.14.13.3|1.14.14.9;1.14.12.12;1.13.11.15;1.14.12.-|1.14.12.26;1.13.11.-|1.13.11.3;1.14.12.10;1.13.11.38;1.14.13.-|1.6.5.2
R04952,2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.-|2.3.1.179|2.3.1.199|2.3.1.41;2.3.1.47
R00931,2.3.1.207;2.3.1.180
R00897,2.5.1.47;2.6.1.7;2.5.1.47|2.5.1.49|4.2.99.8;2.5.1.47|2.5.1.65;4.4.1.9;3.5.1.114|3.5.1.14
R03284,4.1.2|4.1.2.-|4.1.2.5;1.1.1.71;3.1.1.8;4.1.2.27;4.1.2.-|4.1.2.48;4.2.1.170|5.4.4.-;4.1.2.26;4.1.2.47;4.1.2.62;4.1.2|4.1.3.39
R01193,2.3.1.15|2.3.1.51|2.7.7.41|2.7.8.11
R08850,3.4.16.4|3.4.17.8;3.4.17.14|3.4.17.8;3.5.5.1;4.3.1.15;2.3.1.68;3.1.1.43;3.5.2.2
R00053,3.7.1.-|3.7.1.8;2.4.1.238;2.1.1.68;2.1.1.6;5.5.1.6;2.1.1.128;2.4.1.170;2.1.1.116|2.1.1.121;3.2.1.21
R11213,4.1.2.58;4.1.2.51|4.1.2.55;4.1.2.54;4.1.2.14|4.1.2.55;4.1.2.21|4.1.2.55;4.1.2|4.1.3.39
R12632,2.1.1.365;2.1.1.137;2.1.1.132;2.1.1.112;2.1.1.34;2.1.1.29;2.1.1.36;2.1.1.181|2.1.1.184;2.1.1.187|2.1.1.188|2.1.1.51;2.1.1.228|2.1.1.31
R07990,5.5.1.6;2.3.1|2.3.1.-|2.3.1.74
R02917,2.1.1.34;2.1.1.228
R13110,1.13|1.13.12.19;1.13.12.24;1.2.2.4;1.13.12.6;1.13.11.27;1.13.11.46;1.13.11.83;1.14.11.22;1.14.14.117;1.14.11.9;1.14.12.1;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67
R04264,1.1.1.181;1.1.1.145|5.3.3.1;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R02945,1.1.1.227;1.1.1.198;1.1.1.71;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R10784,2.7.1.1|2.7.1.4;5.1.3.30|5.1.3.31;2.7.1.211;2.3.1.79;1.1.1.119|1.1.1.179;1.1.1.120|1.1.1.179|1.1.1.376|1.1.1.48;2.7.1.1|2.7.1.55;2.7.1.147
R13283,1.1.1.1
R03880,2.4.1.159;2.4.1.236;2.4.1.-|2.4.1.330;2.4.1.239;2.4.1.241;3.2.1.40;5.4.2.2;3.2.1.70;3.2.1.20|3.2.1.70;2.7.1.69
R07441,1.2.1.68;1.6.5.4;1.11.1.1|1.14.12.17;1.2.1.3
R03429,2.7.1.159;3.1.3.36;2.7.1.127|2.7.1.159;2.7.1.40
R06668,5.4.2.7
R04420,5.3.1.23
R10280,3.2.2.19;3.2.2.24;3.6.1.21|3.6.1.9
R09079,1.6.5.4;1.6.3.2;1.11.1.1|1.11.1.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.12.1.3|1.12.1.5;1.11.1.1|1.14.12.17
R08597,2.4.1.327;5.1.3.2;4.2.1.164;1.1.1.-|1.1.1.384;5.1.3.27;2.7.4.12|2.7.4.13|2.7.4.9
R08203,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.88;1.14.13.81
R05723,1.14.11.19|1.14.20.4;1.13|1.13.12.19;1.13.12.24;1.14.11.9;1.2.2.4;1.13.12.6;1.13.11.27;1.13.11.46;1.14.20.6;1.13.11.83;1.14.11.17;1.14.11.22;1.14.11.54;1.7.3.3
R00631,1.2.1.3|1.2.1.5;1.2.1.48;1.2.1.29;1.6.5.4
R07711,1.14.13.87;1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.21;1.14.13.2|1.14.13.33;1.14.13.84;1.14.14.43|1.14.14.45;1.14.13.240;1.14.13.88
R12721,6.3.2.14;6.3.2.39;3.6.1.21;2.7.7.27
R04582,6.3.4.15;3.6.1.5;6.3.2.39;2.7.1.20|2.7.1.74;6.3.2.14;3.5.1.119;2.8.1.11|2.8.1.4
R08355,6.3.1.9;3.6.1.5;2.7.1.40
R03295,1.5.1.2;1.5.5.3;1.5.99.8;1.5.1.12|1.5.1.2;1.2.1.88|1.5.1|1.5.1.12;4.2.1.172;1.5.5.2;4.2.1.49
R08966,2.7.7.2;2.7.7.91;2.7.4.6
R06516,3.1.3.4;3.5.1.23;4.1.2.27;2.7.8.27;1.14.19.17;3.1.4.12
R07631,4.2.3.-|4.2.3.25|4.2.3.48;4.2.3|4.2.3.26;5.4.4.8;5.4.4.4;4.2.3.49;1.1.1.71;4.2.3.141;4.2.3.144;4.2.3.50;4.2.3.189;4.2.3.190;3.1.7.4;4.2.3.140;2.5.1.123;3.1.7.12;2.5.1.124;2.5.1.153|3.1.7.9;2.5.1.74;4.2.3.15;4.2.3.27;4.2.3.83;4.2.3.81;4.2.3.54;2.7.7.91;2.5.1.84;4.2.3.183;4.2.3.44;4.2.3.35;3.6.1.10;4.2.3.30;4.2.3.18|4.2.3.29;4.2.3.147;2.7.7.50
R06132,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;3.1.1.43;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R13445,1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.272;1.1.1.375
R00195,4.3.1.15;4.4.1.13;4.1.99.1|4.4.1.1|4.4.1.3;2.7.3.9
R02533,2.1.1.6;2.1.1.77
R09282,2.3.1.199;2.3.1.16
R12895,5.5.1.1;4.1.1.99;2.3.1.180
R11581,4.6.1.2;2.7.7.96;2.7.7.2
R03948,2.1.1.130;2.1.1.132;2.1.1.131;2.1.1.107;2.1.1.151;2.1.1.11;1.16.1.8;2.1.1.271;2.1.1.133
R07513,3.1.1.80;3.1.1|3.1.1.3
R06350,2.1.1.-|2.1.1.276;2.1.1.275|2.1.1.276;1.14.11.12;1.14.13.79;1.14.11.15;1.14.11|1.14.11.-|1.14.11.13;1.14.13.150;1.14.12.10;1.3.1.25;1.14.13.78;4.1.99.16;1.1.3.42|5.5.1.20;1.14.12.19;1.14.14.107;1.14.12.12;5.3.3.18;1.14.12.11;1.3.1.29;1.1.1.51;1.14.12.18;1.3.1.56
R09592,6.3.2.29;3.6.1.5;6.3.2.6
R06978,2.3.1.180
R06570,1.1.1.195;1.1.1.194|1.1.1.195|1.1.1.2;1.1.1|1.1.1.183|1.1.1.195|1.1.1.2;1.6.5.4;1.11.1.1|1.11.1.2;1.6.3.2;1.1.1.1
R00734,2.6.1.103;2.6.1.21;2.6.1.27;2.6.1|2.6.1.1;2.6.1|2.6.1.42
R10799,1.3.1.107;1.14.13.225|1.6.3.1;1.20.1.1;1.6.3.5;1.14.12.17;1.11.1.1|1.11.1.2;1.7.1.14;1.12.1.3|1.12.1.5;1.6.3.2;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.12.1.2|1.12.1.5
R02337,3.8.1.5;1.1.2.7;2.3.1.75;2.5.1.26;1.1.3.20;1.1.1.192;1.1.1.2;1.1.2.8;1.2.1.84
R10144,1.14.11|1.14.11.-|1.14.11.36;1.13|1.13.12.19;1.13.12.24;1.2.2.4;1.13.12.6;1.13.11.27;1.13.11.46;1.14.12.1;1.13.11.83;1.14.11.66|1.14.11.67|1.14.11.68|1.14.11.69;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67
R08327,1.14.14.-|1.14.14.1
R10005,4.2.3.62;4.2.3.-|4.2.3.126;4.2.3.92;4.2.3.67;2.5.1.20;4.2.3.24;4.2.3.-|4.2.3.162;4.2.3.165;4.2.3.77;4.2.3.-|4.2.3.127;4.2.3.-|4.2.3.128;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88;2.5.1.87;4.2.3.75;4.2.3|4.2.3.-|4.2.3.56;4.2.3.173;4.2.3.98;1.1.1.71;4.2.3.133;4.2.3.64;4.2.3.191;4.2.3.87;4.2.3.56|4.2.3.58;4.2.3.175;4.2.3.170;4.2.3.57;4.2.3.137;4.2.3.89;4.2.3.68
R06465,1.14.14.1
R08644,2.3.3.-|2.3.3.17;2.3.1.180
R01655,1.5.1.15|3.5.4.9
R02059,2.3.1.78;3.5.1.33;5.1.3.9;3.5.1.25;2.3.1.4;2.3.2.10;2.7.1.40
R11206,2.8.3.23;1.3.8.1;4.2.1.17;4.2.1.-|4.2.1.134
R04764,2.1.1.6;2.1.1.128;2.1.1.132;2.1.1.68;2.1.1.42;2.1.1.267;2.1.1.104;2.1.1.-|2.1.1.291;2.1.1.116|2.1.1.121;2.1.1.89;2.1.1.336;2.1.1.114;2.1.1.222
R05320,1.13|1.13.12.19;1.13.12.24;1.2.2.4;1.14.11.17;1.13.12.6;1.13.11.27;1.13.11.46;1.13.11.83;1.14.12.1;1.2.3.4;1.14.11.33;1.2.3.3;1.14.11.12;1.7.3.3;1.14.11.46;1.14.11.72;1.14.11.75;1.13.12.13;1.13.12.5;1.14.11.76;1.14.11.56;1.14.11.28;1.14.20.7;1.14.11.71;1.14.11.1;1.14.11.-|1.14.11.55;1.14.11.45;4.1.1.108;1.14.11.8;1.14.11.24;1.14.11.25;1.14.11.13
R11778,2.1.1.343;2.1.1.216;2.1.1.213;2.1.1.114;2.1.1.98;2.1.1.173
R08259,2.4.1.17;3.2.1.31;3.1.1.1
R00387,1.3.1.38;1.3.1.8;1.3.1.44;1.3.1.34;1.1.1.36;1.1.1.330;1.3.1.93;1.3.1.124;1.17.1.7|1.2.1.91;1.1.1.35
R09135,5.5.1.7;1.13.11.1;3.1.1.45;1.1.3.10;1.14.13.50;1.1.1.404;3.1.1.57;5.5.1.1;1.14.12.26;1.14.14.172;1.3.1.119|1.3.1.19|1.3.1.an;1.13.11.-|1.13.11.64;2.5.1.18
R04966,1.3.1.9|2.3.1.-;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39
R01161,2.6.1.38;2.6.1.1;2.6.1.27;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.9
R05217,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.223;1.14.13.26;1.6.5.4;1.14.13.113;1.14.18.9;1.14.13.87;1.14.12.-|1.14.12.10;1.14.13.25
R00527,1.1.1.284|1.2.1.1;3.1.2.12|3.1.2.6
R10675,4.2.1.-|4.2.1.134;4.2.1.17
R01928,3.2.1.46|3.2.1.62;3.2.1.45|3.2.1.62;2.4.1.159;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.4.1.173;2.7.8.27;2.4.1.17
R01698,1.6.2.6|1.8.1|1.8.1.4;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R01917,6.3.1.9;6.3.5.9;3.6.1.21|3.6.1.9
R01853,1.1.3.13;1.4.3.21;1.1.3.20;1.1.3.7;1.4.3.21|1.4.3.4;1.7.3.1;1.4.3.10|1.4.3.12|1.4.3.22|1.4.3.4|1.4.3.5|1.4.3.8
R08636,1.1.1.-|1.1.1.85
R04741,1.1.1.211|1.1.1.35
R02732,2.7.1.105;2.7.1.40;2.7.1.1
R04112,3.5.1.28;6.3.2.-|6.3.2.45;3.2.1.169;2.3.1.-|2.3.1.183;3.4.16.4|3.4.17.8
R12077,5.1.3.2;2.4.1.325;5.4.99.59;2.4.99.18
R01461,2.3.1.26;2.3.1.43;3.1.1.13;2.3.1.300;2.3.1.180
R00026,3.2.1.108|3.2.1.23
R02682,3.1.1.67;3.5.1.3;2.3.1.268|2.3.1.84;1.14.14|1.14.14.1|1.14.14.25
R00084,3.5.1.3;1.3.5.3;1.4.3.4;6.3.5.9;6.3.5.7
R12244,1.14.99.46;1.13.11.39;2.3.1.76;2.4.99.20;1.13.11.2;1.13.11.1;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39
R04598,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R04594,3.1.3.73;2.7.1.20;2.7.1.145|2.7.1.74;2.7.1.76;5.4.2|5.4.2.2|5.4.2.7
R03342,5.3.2|5.3.2.1|5.3.2.6;1.13.11.27;1.13.11.46;1.1.5.4;1.8.5.2;1.10.99.2;1.1.5.8
R05634,6.3.5.9;2.7.8.41;2.7.4.6
R12149,1.14.14.108|1.14.14.155;1.14.14.13;1.14.14.3;1.14.14.46;1.14.14.5;1.1.99.31;1.14.14.15;1.14.19.56;1.14.19.9;1.16.8.1;1.14.14.28;1.14.99.46;1.14.14.8;1.3.8.1|1.3.8.4|1.3.8.7
R10528,1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.375;1.1.1.272
R10975,3.5.1.117|3.5.1.46;3.1.1.14;2.5.1.62;2.3.3.13|4.1.3.-
R04498,2.3.1.103;2.3.1.91;2.4.1.299|2.4.1.300;3.2.1.126;2.3.1.72;1.1.1.47;3.2.1.23
R10900,5.5.1.25;4.2.1.8;4.2.1.140|4.2.1.39|4.2.1.6;4.2.1.140|4.2.1.39|4.2.1.82;4.2.1.146|4.2.1.68;4.2.1.68|4.2.1.7
R00507,2.8.2.2;2.8.2.1;6.3.5.9;2.8.2.15;2.8.2.24;2.8.2.14;2.8.2.3;2.8.2.36;2.8.2.-|2.8.2.38;2.3.1.199;2.7.7.53;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298
R11607,2.8.3.5;4.2.1.17;4.2.1.-|4.2.1.134
R09775,3.6.1.5;2.7.1.40;6.3.2.2|6.3.2.3
R07269,2.5.1.-|2.5.1.31;2.5.1.87|2.5.1.91;2.5.1.-|2.5.1.30;2.5.1.-|2.5.1.84|2.5.1.85;2.5.1.-|2.5.1.33;2.5.1.86;2.5.1.89;1.10.3.11;2.5.1.81;2.5.1.83;2.5.1.88;2.5.1.142;2.5.1.20;2.7.8.13
R02732,2.7.1.105;2.7.1.40;2.7.1.1
R09240,1.6.3.2;1.6.5.4;1.1.1|1.1.1.2|1.1.1.21|1.1.1.72;1.1.1.21;1.8.4.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1.21|1.1.1.307;1.1.1.289;1.1.1.138
R02271,2.6.1.44;2.6.1.2;2.6.1.7;4.3.1.15;4.4.1.13;2.6.1.66;4.1.99.1|4.4.1.1|4.4.1.3
