reaction_id,EC Number,BEC-Pred,SelenzymeRF,SIMMER,Theia,MajorityVote,MajorityVoteCore4
11265,1.6.3.1,1.14.13,1.6.3.5;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.99.33;1.14.12.12;1.6.3.1;1.14.12.13;1.14.12.1;1.14.12.3;1.14.12.-|1.14.12.26;1.14.12.10,1.12.1;1.1.1,1.11.1;1.6.3;1.1.1;1.14.13;1.1.3,1.6.3,1.6.3
11277,1.10.3.2,1.14.19,1.10.3.2;1.14.18.3;1.14.13.-|1.6.5.2,5.1.3;5.1.1,1.14.19;1.11.1;1.14.13;3.2.1;3.6.1,1.14.19,1.14.19
11281,2.1.2.8,2.1.1,2.1.2.8;2.1.2.10,2.1.1;2.1.2,2.1.2;1.5.1;3.5.99;1.4.1;2.1.1,2.1.2,2.1.2
11313,3.8.1.8,3.5.4,3.5.4.43;3.8.1.8;1.13.11.49;1.14.14.172;2.5.1.18,5.1.3;5.1.1,3.8.1;3.1.4;4.2.1;1.14.19;3.5.4,3.8.1,3.5.4
11349,7.3.2.7,7.2.2,6.3.4.6;6.3.4.16|6.3.5.5,7.2.2,3.6.1;3.6.4;3.6.5;5.6.2;6.3.5,7.2.2,7.2.2
11365,2.7.9.2,7.6.2,2.7.9.2;2.7.9.3;6.3.4.22;2.7.1.40,2.7.1;6.7.1,2.7.1;3.6.1;2.7.6;6.4.1;5.6.2,2.7.1,2.7.1
11453,1.14.14.85,1.14.14,1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.5.1.39;1.14.14.46;1.14.14.15;1.14.19.56;1.14.14.8;1.14.14.85;1.14.14.108;1.14.99.46;1.14.14.30;1.13.12.16;1.14.19.9;1.14.14.22,1.14.14,1.14.14;1.14.19;1.3.8;1.17.8;1.5.1,1.14.14,1.14.14
11561,1.3.1.25,1.3.1,1.3.1.25;1.1.1.41;5.3.3.1;1.1.1.170;1.14.12.10;1.14.13.223;1.1.1.345;1.1.1.337|1.1.1.375;1.6.5.2,1.14.12;1.1.1,1.14.12;1.3.1;1.14.13;1.17.1;1.1.1,1.3.1,1.3.1
11577,2.7.6.2,2.7.1,2.7.1.89;6.3.4.22;2.7.6.3;2.7.9.3,2.7.2,2.7.1;2.7.4;2.7.6;2.7.8;2.7.2,2.7.1,2.7.1
11681,6.3.5.2,6.3.2,6.3.4.1|6.3.5.2,6.3.1,6.3.5;6.3.4;6.3.1;3.6.1;3.5.4,6.3.5,6.3.5
11689,6.1.1.4,6.3.4,6.3.1.14;6.1.1.4,6.1.1,6.1.1;3.6.1;6.2.1;2.7.7;6.3.2,6.1.1,6.1.1
11721,3.5.2.14,7.6.2,2.3.1.193|2.7.1|2.7.1.1|2.7.1.2|2.7.11.24|3.1.3|3.1.3.1|3.1.3.2|3.1.3.29|3.1.4|3.4.21.53|3.4.24|3.6|3.6.1|3.6.1.-|3.6.1.15|3.6.1.3|3.6.1.5|3.6.1.8|3.6.2.1|3.6.3|3.6.3.1|3.6.3.10|3.6.3.11|3.6.3.12|3.6.3.14|3.6.3.15|3.6.3.16|3.6.3.17|3.6.3.18|3.6.3.19|3.6.3.2|3.6.3.20|3.6.3.21|3.6.3.22|3.6.3.23|3.6.3.24|3.6.3.25|3.6.3.26|3.6.3.27|3.6.3.28|3.6.3.29|3.6.3.3|3.6.3.30|3.6.3.31|3.6.3.32|3.6.3.33|3.6.3.34|3.6.3.35|3.6.3.36|3.6.3.37|3.6.3.38|3.6.3.39|3.6.3.4|3.6.3.40|3.6.3.41|3.6.3.42|3.6.3.43|3.6.3.44|3.6.3.46|3.6.3.47|3.6.3.48|3.6.3.49|3.6.3.5|3.6.3.50|3.6.3.51|3.6.3.52|3.6.3.53|3.6.3.54|3.6.3.55|3.6.3.6|3.6.3.7|3.6.3.8|3.6.3.9|3.6.4|3.6.4.1|3.6.4.10|3.6.4.11|3.6.4.12|3.6.4.13|3.6.4.2|3.6.4.3|3.6.4.4|3.6.4.5|3.6.4.6|3.6.4.7|3.6.4.8|3.6.4.9|5.6.1.1|5.6.1.7|5.6.1.8|5.6.1.c|5.6.1.d|5.6.1.f|5.6.1.g|7.1.2.1|7.1.2.2|7.3.2.a|7.3.2.f|7.5.2.h|7.5.2.j|7.5.2.l|7.6.2.1|7.6.2.2|7.6.2.c|7.6.2.f,6.3.4,6.3.1;3.5.1;6.3.4;3.6.4;6.3.5,7.6.2,7.6.2
11741,1.8.1.7,1.8.1,1.8.1.7;1.8.1.10|1.8.1.14|1.8.4.2;1.8.1.10|1.8.1.9|1.8.4.2;1.8.1.12,1.8.1;1.14.13,1.8.1;1.11.1;1.12.1;1.2.1;1.17.1,1.8.1,1.8.1
11749,2.2.1.8,4.1.2,2.1.2.1|4.1.2.48|4.1.2.5,,4.1.2;5.1.1;2.7.4;5.1.2;4.2.1,4.1.2,4.1.2
11765,3.5.3.16,3.5.1,3.5.3.1;3.5.3.7;3.5.3.22;3.5.1.3;2.1.1.248;1.4.9.1;6.3.1.2|6.3.4.12,5.1.3;5.1.1,3.5.1;3.5.3;1.4.9;4.2.1;1.14.13,3.5.1,3.5.3
11849,1.21.4.4,2.5.1,1.21.4.4;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,1.8.4,3.1.2;2.8.1;1.8.4;1.8.3;2.7.2,1.8.4,1.8.4
11953,5.3.1.22,5.3.3,2.7.3.9;2.2.1.1;1.1|1.1.1.26|1.1.1.27|1.1.1.28|1.1.1.29|1.1.1.387|1.1.1.81,5.3.2,1.1.1;4.1.2;1.1.99;5.3.1;4.1.1,4.1.2|5.3.3,1.1.1
11969,1.14.99.2,1.14.99,1.14.12.12;1.14.12.19;1.14.12.-|1.14.12.26;1.14.12.11;1.14.12.18;1.14.12.7;1.1.3.15;1.4.3.2,4.2.1,1.13.11;1.14.99;1.3.99;1.14.12;1.1.99,1.14.12,1.14.12
11981,1.8.1.13,1.8.1,1.14.19.48;1.6.3.2;1.11.1.21;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5,1.14.13,1.8.1;1.2.1;1.5.1;1.4.1;6.3.2,1.8.1,1.8.1
12029,3.5.2.4,1.14.14,1.3.3.1|3.5.2.3,,3.5.1;3.4.17;4.3.2;5.1.1;4.2.1,3.5.2,1.14.14|1.3.3|3.5.1|3.5.2
12069,2.7.8.7,2.3.1,2.7.8.7,,2.7.11;2.7.12;2.7.8;2.7.6;6.5.1,2.7.8,2.7.8
12165,2.8.2.1,2.8.2,2.8.2.1;1.8.4.8;2.8.2.25;2.8.2.27;2.8.2.15|2.8.2.4;2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.36;2.8.2.1|2.8.2.3;2.8.2.-|2.8.2.39;2.8.2.24;2.8.2|2.8.2.14|2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.-|2.8.2.38;2.8.2.37|2.8.2.8;2.8.2.20,2.8.2,2.8.2;3.6.2;1.8.99;3.1.6;2.4.99,2.8.2,2.8.2
12193,4.2.3.166,4.2.3,4.2.3.75;4.2.3.77;4.2.3.67;4.2.3.62;4.2.3.-|4.2.3.126;4.2.3.92;4.2.3.98;4.2.3.13;4.2.3.97;4.2.3.-|4.2.3.125;4.2.3.64;4.2.3.172;4.2.3.-|4.2.3.133;4.2.3.24;4.2.3.-|4.2.3.129;4.2.3.-|4.2.3.127;4.2.3.-|4.2.3.128;4.2.3.175;4.2.3.170;2.5.1.74;4.2.3.100;4.2.3.182;4.2.3.7;4.2.3.96;4.2.3.163;4.2.3.165;4.2.3.204;4.2.3.179;4.2.3.88;4.2.3.160;4.2.3.184;2.5.1.148;4.2.3.157;4.2.3.74;4.2.3.57;4.2.3.89;2.5.1.133;4.2.3|4.2.3.-|4.2.3.56;4.2.3.82;2.5.1|2.5.1.31|2.5.1.M1,4.2.3,4.2.3;2.5.1;3.1.7;4.2.1;5.3.3,4.2.3,4.2.3
12233,1.21.4.2,2.5.1,1.21.4.2;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,1.8.4,2.8.1;3.1.2;6.1.1;1.20.4;1.21.4,1.21.4,1.21.4
12257,1.3.1.43,1.3.1,1.3.1.79;1.3.1.43;1.3.1.25;1.1.1.41;5.3.3.1;1.1.1.170;1.14.13.223;1.6.5.2,1.1.1,1.3.1;1.14.12;1.14.13;4.1.99;1.1.1,1.3.1,1.3.1
12257,1.3.1.43,1.3.1,1.3.1.79;1.3.1.43;1.3.1.25;1.1.1.41;5.3.3.1;1.1.1.170;1.14.13.223;1.6.5.2,1.1.1,1.3.1;1.14.12;1.14.13;4.1.99;1.1.1,1.3.1,1.3.1
12261,2.7.1.86,2.7.1,1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.7.1,2.7.1;2.7.4;2.7.11;2.7.8;2.7.12,2.7.1,2.7.1
12293,6.1.1.11,6.3.2,6.3.2.14;6.1.3.1;6.1.1.11,6.1.1,6.1.1;6.3.2;6.3.4;6.3.1;2.7.2,6.3.2,6.3.2
12297,3.5.99.16,3.5.1,4.2.1.78;4.3.3.2;2.8.2.1|2.8.2.3|2.8.2.4;1.14.19.62;1.10.3|1.10.3.-|1.10.3.1|1.14.18.1;1.14.16.2;1.14.17.1;4.1.1.22|4.1.1.25|4.1.1.28,,3.5.99;4.2.1;1.5.1;1.5.3;1.5.99,4.2.1,4.2.1
12337,4.2.99.12,4.1.2,4.2.1.31|4.2.1.36;3.5.1.38|4.3.1.1;4.2.1.2;4.3.2.1,5.5.1,4.2.1;5.3.2;5.5.1;4.1.2;4.3.1,4.2.1,4.2.1
12341,2.3.2.6,2.3.2,6.3.2.14;6.3.5.11;6.3.5.9;6.3.5.10;6.3.5.-|6.3.5.13;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.3.2,2.3.1;2.3.2;3.5.1;6.3.2;6.1.1,2.3.2,2.3.2
12385,1.3.3.7,1.5.3,1.4.3.13;1.1.3.15;1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.3.3.16,5.3.3,1.3.3;1.3.98;1.7.3;1.14.99;1.17.3,1.4.3,1.4.3
12429,1.6.5.7,1.3.1,1.6.5.4;1.1.1.184|1.11.1.1;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.14.13;1.1.1,1.1.1;1.3.1;1.14.12;1.17.1;1.14.13,1.1.1,1.1.1
12533,2.8.4.1,2.1.1,1.8.98.5;1.3.4.1|1.3.98.2;1.8.98.1;1.8.98.4;1.8.7.3;1.14.13.25;4.99.1.2;1.14.18.3;1.14.13.8;1.8.1.14;2.8.1.8,1.8.7,1.8.4;1.3.4;1.8.3;2.8.1;1.21.4,1.8.98,1.8.98
12541,6.1.1.7,6.3.2,6.1.1.7,6.1.1,6.1.1;3.6.1;2.7.7;6.2.1;2.7.4,6.1.1,6.1.1
12585,4.2.1.98,4.2.1,1.14.14.1;1.14.99.9,5.3.3,4.2.1;1.14.15;5.3.3;3.2.1;3.1.3,4.2.1,4.2.1
12594,2.7.8.5,2.7.8,2.7.8.5;2.7.8.45;2.7.8.8;2.7.8.1;2.7.8.2;2.7.8.11;2.7.8.39;2.7.8.41;2.7.8.-|2.7.8.44;2.4.1.96;2.7.8.28,3.6.1,2.7.1;2.7.8;4.6.1;2.7.6;2.7.2,2.7.8,2.7.8
12606,2.2.1.7,4.1.1,2.2.1.7,4.1.1,4.1.1;4.1.2;1.2.7;1.1.1;1.2.1,4.1.1,4.1.1
12722,2.5.1.16,2.5.1,2.5.1|2.5.1.104|2.5.1.16,2.5.1;2.1.1,2.5.1;2.1.1;2.7.7;1.1.98;1.17.98,2.5.1,2.5.1
12730,5.3.3.22,5.5.1,1.14.13.90;1.14.13.129;5.2.1.-|5.2.1.14;1.13.11.75;1.14.99.63;1.10.99.3|1.23.5.1;1.14.15.21;1.13.11.84;1.14.14.158;2.4.1.276;1.14.15.24;1.13.11.71|1.14.99.-|1.14.99.n4;1.13.11.65;5.3.99.8;5.5.1.18;1.3.99.39;1.3.99.40;5.5.1.19;1.13.11.63;5.2.1.-|5.2.1.13,5.5.1,5.5.1;4.2.3;5.1.2;5.3.3;1.3.99,5.5.1,5.5.1
12734,2.4.2.19,4.1.1,2.4.2.-|2.4.2.54;2.4.2.11;2.4.2.12;2.4.2.17,2.4.2,2.4.2;2.5.1;6.3.4;2.7.7;2.7.6,2.4.2,2.4.2
12738,1.21.4.1,1.8.4,1.21.4.1;1.21.4.1|1.4.1.12;4.3.1.12;2.3.2.27|2.3.2.31;2.3.2.26,1.8.4,4.4.1;2.5.1;4.3.2;2.3.1;2.1.1,1.8.4|4.4.1,1.8.4
12758,1.3.1.69,1.1.1,1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.7.1.14;1.6.3.2;1.5.1.34;1.6.5.4;1.14.13.240;1.3.1.34;1.1.1.71;1.14.13.225;1.1.1.318;1.2.1.70,1.5.1;1.1.1,1.1.1;1.3.1;1.17.1;1.12.1;1.6.99,1.1.1,1.1.1
12826,1.21.4.3,2.5.1,1.21.4.3;1.21.4.2;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,1.8.4,3.1.2;2.8.1;1.20.4;1.8.3;1.21.4,1.21.4,1.21.4
12902,3.5.3.10,3.5.1,3.5.3.1;2.1.4.1;2.1.4.3;3.5.3.7;2.1.4.2;3.5.3.22;2.1.3.3|6.3.4.16,2.1.4,3.5.3;3.5.1;2.1.4;4.3.2;2.1.3,3.5.3,2.1.4
12918,3.2.1.105,3.2.1,3.2.1.105;2.4.1.25;3.2.1.74;3.2.1.20|3.2.1.70;2.3.1.72;3.2.1.21|3.2.1.25|3.2.1.74,3.2.1,3.2.1;2.4.1;5.1.3;2.3.1;3.2.2,3.2.1,3.2.1
12930,2.3.3.14,2.3.1,1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.3.1,2.3.1;4.1.3;4.2.1;3.1.2;4.4.1,2.3.1,2.3.1
12946,3.13.1.3,4.4.1,1.8.98.3;1.8.5.5;1.13.11.2;1.14.13.44;1.8.5.5|1.8.5.8;1.8.2.5;2.5.1.49;2.8.1.3;1.14.14.5;3.1.1.-|3.1.1.92;1.14.11.17;1.14.13.89;1.8.5.6;1.8.1.-|1.8.1.9,1.13.11,3.6.1;3.2.1;3.1.1;3.13.1;4.2.1,1.13.11,1.13.11
12978,3.9.1.1,3.1.3,2.7.3.2;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,3.1.3;3.6.1;3.6.4;3.6.5;3.2.1,3.1.3,3.1.3
12994,1.3.8.10,1.3.8,1.3.99.3;1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.13|1.3.99.3;1.3.99.7;1.14.19.56;1.3.3.6|1.3.8.9|1.3.99.-|1.3.99.13|1.3.99.3;1.3.99.12;1.14.14.15;1.3.8.10;1.5.1.45;2.1.1.74,1.3.8,1.3.8;1.14.14;1.17.8;1.1.98;1.5.1,1.3.8,1.3.8
13034,5.3.1.26,5.3.3,5.3.1.6,4.1.1;4.1.2,1.1.1;4.1.2;5.1.3;1.1.99;5.3.1,4.1.2,4.1.2
13126,1.8.4.3,2.3.1,,2.3.1,1.8.4;2.3.1;2.7.4;2.6.1;2.5.1,2.3.1,2.3.1
13182,7.3.2.4,7.6.2,6.3.4.16|6.3.5.5,7.2.2,3.6.1;3.6.4;3.6.5;5.6.2;6.3.5,6.3.5,6.3.5
13482,6.1.1.10,6.3.2,6.1.1.10,6.1.1,6.1.1;3.6.1;6.2.1;2.7.7;6.3.2,6.1.1,6.1.1
13522,1.1.2.4,1.1.99,1.1.1|1.1.1.27|1.1.1.28,,1.1.99;1.14.18;4.1.3;5.3.2;1.8.2,1.1.99,1.1.99
13598,3.5.3.20,3.5.4,3.5.3.1;3.5.3.7;3.5.3.22;2.3.1|2.3.1.64;3.5.1.5,2.1.4,3.5.1;4.3.2;2.1.3;2.1.4;4.2.1,3.5.3,3.5.3
13662,3.5.3.5,3.5.1,3.5.1.3;2.3.2.13;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9;1.4.99.1,,3.5.1;4.2.1;3.5.99;2.1.2;3.5.4,3.5.1,3.5.1
13678,5.1.3.1,5.3.3,2.2.1.1;4.1.2.43;2.7.1.19;4.1.1.85,5.1.3;5.1.1,4.1.2;5.3.3;5.3.99;1.1.1;5.1.2,5.1.3,4.1.2|5.3.3
13730,4.6.1.15,1.3.8,4.6.1.15;1.3.8.2|1.3.8.o;3.6.1.18|3.6.1.9,,2.7.8;3.1.4;2.7.6;6.5.1;4.6.1,1.3.8|3.1.4,1.3.8
13742,2.6.1.28,2.6.1,2.6.1.57;2.6.1.-|2.6.1.27;2.6.1.7;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.58|2.6.1.9;2.6.1.15|2.6.1.64,2.6.1,2.7.4;5.2.1;2.7.8;2.6.1;2.7.7,2.6.1,2.6.1
13802,1.8.1.2,1.7.1,1.14.13.81;1.14.13.72;1.14.99.32;1.14.19.-|1.14.19.1|1.14.19.M26|1.14.19.n4;1.14.13.181;1.6.3.2;1.14.13.39;1.14.21.6;1.14.19.21;1.14.14.145;1.14.14.45;1.14.14.37;1.14.13.15;1.14.99.31;1.14.13.187;1.14.19.48,1.7.1;1.14.13,1.6.3;1.14.13;1.1.1;1.17.1;1.12.1,1.14.13,1.14.13
13818,1.17.4.4,1.8.4,,1.14.99,2.8.1;1.14.99;1.8.4;1.17.4;1.8.3,1.8.4,1.14.99
13838,1.3.1.64,1.3.1,1.14.12.7;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.3.1;1.14.12;1.1.1,1.14.12;1.3.1;1.1.1;1.14.13;1.17.1,1.14.12|1.3.1,1.14.12|1.3.1
13842,1.16.1.2,1.6.2,1.14.12.17|1.16.1.7|1.5.1;1.16.1.9;1.1.1.-|1.1.1.85;1.1.1.155|1.1.1.286|1.1.1.87,1.6.5;1.18.1;1.1.1,1.6.2;1.1.1;1.12.1;1.6.3;1.17.1,1.6.2,1.6.2
13850,5.3.1.3,5.1.3,5.3.1.5,1.1.2;1.1.99,1.1.1;1.1.99;5.3.1;1.1.3;5.4.1,5.3.1,5.3.1
13870,1.3.1.12,1.3.1,1.1.1.41;1.3.1.25;5.3.3.1;1.1.1.170;1.3.1.121;1.3.1.43;1.14.13.223;1.6.5.2,1.14.12;1.1.1,1.14.12;1.1.1;1.3.1;1.14.13;4.1.1,1.1.1,1.1.1
