Reaction,All ECs
12730,1.14.13.90;1.14.13.129;5.2.1.-|5.2.1.14;1.13.11.75;1.14.99.63;1.10.99.3|1.23.5.1;1.14.15.21;1.13.11.84;1.14.14.158;2.4.1.276;1.14.15.24;1.13.11.71|1.14.99.-|1.14.99.n4;1.13.11.65;5.3.99.8;5.5.1.18;1.3.99.39;1.3.99.40;5.5.1.19;1.13.11.63;5.2.1.-|5.2.1.13
12734,2.4.2.-|2.4.2.54;2.4.2.11;2.4.2.12;2.4.2.17
12738,1.21.4.1;1.21.4.1|1.4.1.12;4.3.1.12;2.3.2.27|2.3.2.31;2.3.2.26
12758,1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.7.1.14;1.6.3.2;1.5.1.34;1.6.5.4;1.14.13.240;1.3.1.34;1.1.1.71;1.14.13.225;1.1.1.318;1.2.1.70
12826,1.21.4.3;1.21.4.2;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
12902,3.5.3.1;2.1.4.1;2.1.4.3;3.5.3.7;2.1.4.2;3.5.3.22;2.1.3.3|6.3.4.16
12918,3.2.1.105;2.4.1.25;3.2.1.74;3.2.1.20|3.2.1.70;2.3.1.72;3.2.1.21|3.2.1.25|3.2.1.74
12930,1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
12946,1.8.98.3;1.8.5.5;1.13.11.2;1.14.13.44;1.8.5.5|1.8.5.8;1.8.2.5;2.5.1.49;2.8.1.3;1.14.14.5;3.1.1.-|3.1.1.92;1.14.11.17;1.14.13.89;1.8.5.6;1.8.1.-|1.8.1.9
12978,2.7.3.2;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
12994,1.3.99.3;1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.13|1.3.99.3;1.3.99.7;1.14.19.56;1.3.3.6|1.3.8.9|1.3.99.-|1.3.99.13|1.3.99.3;1.3.99.12;1.14.14.15;1.3.8.10;1.5.1.45;2.1.1.74
13034,5.3.1.6
13126,
13182,6.3.4.16|6.3.5.5
13482,6.1.1.10
13522,1.1.1|1.1.1.27|1.1.1.28
13598,3.5.3.1;3.5.3.7;3.5.3.22;2.3.1|2.3.1.64;3.5.1.5
13662,3.5.1.3;2.3.2.13;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9;1.4.99.1
13678,2.2.1.1;4.1.2.43;2.7.1.19;4.1.1.85
13730,4.6.1.15;1.3.8.2|1.3.8.o;3.6.1.18|3.6.1.9
13742,2.6.1.57;2.6.1.-|2.6.1.27;2.6.1.7;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.58|2.6.1.9;2.6.1.15|2.6.1.64
13802,1.14.13.81;1.14.13.72;1.14.99.32;1.14.19.-|1.14.19.1|1.14.19.M26|1.14.19.n4;1.14.13.181;1.6.3.2;1.14.13.39;1.14.21.6;1.14.19.21;1.14.14.145;1.14.14.45;1.14.14.37;1.14.13.15;1.14.99.31;1.14.13.187;1.14.19.48
13818,
13838,1.14.12.7;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
13842,1.14.12.17|1.16.1.7|1.5.1;1.16.1.9;1.1.1.-|1.1.1.85;1.1.1.155|1.1.1.286|1.1.1.87
13850,5.3.1.5
13870,1.1.1.41;1.3.1.25;5.3.3.1;1.1.1.170;1.3.1.121;1.3.1.43;1.14.13.223;1.6.5.2
13930,3.5.3.1;3.5.3.7;3.5.3.22;2.1.3.3|2.1.3.6
13946,3.5.1.86;1.1.3.15;1.1.99.31;1.1|1.1.1.272|1.1.1.379|1.2.1.-;1.1.1.422;1.1.1.423;2.6.1.72;2.6.1.107|2.6.1.57;1.2.1.3
13950,1.16.1.9;1.14.12.17|1.16.1.7|1.5.1;1|1.14.13.39|1.14.14.1|1.16.1.7|1.18.1.2|1.6.2.2;1.2.1.44;1.3.1.32
13962,6.6.1.1;6.3.2.25;6.3.4.3
14022,1.14.99.22;1.3.3.6;1.4.3.13;1.1.3.30;1.14.12.1;1.14.12.17;1.6.3.1;1.14.12.22;1.14.13.242;1.14.13.167;1.8.3.5;1.3.3.16;1.1.99.8
14046,2.3.1.165;2.3.1.85;2.3.1.236;2.3.1.237;2.3.1.156;2.3.1|2.3.1.-|2.3.1.206;2.3.1|2.3.1.39|2.3.1.74
14094,2.6.1.27;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.58|2.6.1.9
14142,1.8.4.9;1.8.4.10;1.8.99.2;2.8.1.3;1.11.1.12;1.8.4.2;1.11.1.27;1.11.1.9
14146,6.3.5.11;6.3.5.9;6.3.5.10;6.3.5.-|6.3.5.13;6.3.1.12;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
14202,5.3.1.4|5.3.1.5
14222,3.1.1.114|3.1.1.M3;3.1.1.100;3.1.1.82;3.1.1.2;3.3.2.14;3.1.1.1
14258,2.4.1.152;2.4.1.69;2.4.1.344;2.4.1.65;2.4.1.308;2.4.1.361;2.4.1.142;2.4.1.13;2.4.1.252;2.4.1.353;2.4.1.36;2.4.1.236;2.4.1.273;2.4.1.87
14266,1.2.1.70
14270,1.6.5.10;1.6.5.10|1.6.5.2
14342,2.6.1.19;4.1.1.47;2.2.1.9|2.5.1.64|4.1.1.71|4.1.3.-|4.2.99.20
14358,2.7.1.26;2.7.1.161;2.7.1.13;2.7.1.60;2.7.1.2|2.7.1.59|2.7.1.60
14430,6.3.4.6;6.3.2.4
14458,1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
14462,2.4.1.173;2.4.1.192;2.4.1.276;2.4.1.364;2.4.1.350;2.4.1.366|2.4.1.367|2.4.1.dv;2.4.1.368|2.4.1.dx;2.4.1.210;2.4.1.324;2.4.1.-|2.4.1.301;2.4.1.-|2.4.1.323;2.4.1.15;2.4.1.87;2.4.1.22
14534,2.1.1.2;2.7.3.2;3.5.4.1|3.5.4.21;4.3.1.17;3.4.11.9
14542,6.2.1.7;2.3.1.65;6.2.1.3|6.2.1.7;2.3.1.16|2.3.1.176
14558,3.2.1.125;2.4.1.25;3.2.1.74;3.2.1.20|3.2.1.70;2.3.1.72;3.2.1.21|3.2.1.25|3.2.1.74
14598,2.7.8.24;2.7.8.8;2.7.8.2;2.7.8.1;2.7.8.45;2.7.8.11;2.7.1.32;2.7.8.-|2.7.8.44;2.7.8.39;2.7.8.5;2.7.6.1
14658,2.7.1.16;5.3.1.6
14674,6.3.2.4
14822,5.3.1.5;5.3.1.15
14850,6.3.4.5
14894,5.4.3.5;5.1.1.10|5.1.1.12|5.1.1.9;2.3.2.30;3.5.1.132;3.4.13.4;2.6.1.13;5.4.3.3;2.6.1.13|2.6.1.68;2.6.1.21;5.1.1.5|5.1.1.9;2.6.1.36;3.5.1.17;2.3.1.35
14950,1.3.99.17;1.4.3.4;1.14.14.55;1.2.1.3;1.13.11.38;2.6.1.63|2.6.1.7
15014,4.3.3.2;1.14.19.62;2.3.2.13;1.14.99.59;4.1.1.105|4.1.1.28;6.2.1.13;2.4.2.29
15062,1.14.12.17|1.16.1.7|1.5.1;1.16.1.9;1.1.1.-|1.1.1.85;1.1.1.155|1.1.1.286|1.1.1.87
15118,2.7.8.37;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8
15150,1.1.3.12|1.4.3.5
15198,2.1.1.62;2.1.1.72;2.1.1.181
15266,4.3.3.6
15286,2.5.1.75
15346,6.3.2.11;6.3.2.57;6.3.1.14;6.3.2.38;6.3.2.39;6.3.-.-|6.3.2.52;6.3.2.14;6.3.2|6.3.2.5|6.3.2.51;6.3.2.40;6.3.1.1|6.3.5.4
15418,1.3.1.79;1.3.1.43;1.5.1.6;1.1.1.42;1.1.1.170;1.14.13.2|1.14.13.33;1.14.14.43|1.14.14.45;1.14.13.84;1.14.13.240;1.14.13.8;1.6.5.2
15430,2.1.1.342;1.97.1|1.97.1.4;2.8.1.8
15458,1.1.1.50;1.1.1|1.1.1.209|1.1.1.213|1.1.1.50|1.3.1.20;1.14.12.3;1.6.5.4;1.11.1.1|1.14.12.17;1.6.6.9|1.7.2.3;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.12.1.2|1.12.1.5;1.14.13.69;1.14.13.131
15614,1.3.1.76;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
15658,1.3.1.25;1.1.1.41;5.3.3.1;1.1.1.170;1.14.13.223;1.14.12.-|1.14.12.10;1.1.1.337|1.1.1.375;1.1.1.345;1.11.1.1;1.14.13.246;1.3.1.28;1.6.5.2
15750,1.1.3.15;1.1.99.31;1.1|1.1.1.272|1.1.1.379|1.2.1.-;1.1.1.422;1.1.1.423;1.1.1.184;1.1.1.21;1.1.1.320;2.6.1.72;1.13.11.46;3.5.1.11;1.1.1.1|1.1.1.14|1.1.1.311
15818,1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.13;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.21
15834,1.2.2.4;4.1.1.108;1.2.3.4;4.1.1.107;4.1.1.109;1.1.3.15;1.1.3.38;1.4.3.2;1.4.3.3;1.8.3.5;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7
15862,1.18.6.1;6.3.5.9
15902,1.2.1.9;1.13.11|4.1.1.39
15914,2.7.4.-|2.7.4.26;2.7.4.7;2.7.4.2;2.7.4.8
15930,3.5.1.6;3.5.1.54;3.5.1.20;3.5.1.84;3.5.1.53;3.5.3.9;3.5.1.5
15954,6.3.4.22;2.7.2.2;6.3.4.16|6.3.5.5
16014,6.1.1.14
16026,2.3.1.171;2.3.1.172;2.3.1.115;2.3.1.119;2.3.1.116;2.3.1.199;2.3.1.-|2.3.1.215;2.3.1.85|2.3.1.86;2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.153;2.3.1.300;2.3.1.273;2.3.1.207;2.3.1.-|2.3.1.214;2.3.1.39
16030,3.5.3.7;3.5.3.1;3.5.3.22;3.5.1.6;6.3.2.1
16058,2.4.1.-|2.4.1.292;2.4.1.56;2.4.1.-|2.4.1.291;2.4.1.227
16122,3.5.1.6;6.3.5.11;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16;6.3.5.-|6.3.5.13;6.3.5.9;6.3.5.10
16130,1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.14.13.240;1.6.5.4;1.1.1|1.8.1.9;1.1.1.318;1.1.1.71
16166,1.2.2.4;1.14|1.14.13.125|1.14.14.156;1.13.12.24;1.13|1.13.12.19;1.2.3.4;1.2.3.3;4.1.1.105|4.1.1.28;1.1.3.15;1.13.12.6;1.14.14.117;4.1.1.109;1.11.1.21
16202,4.1.3.27;2.4.2.18|4.1.3.27
16226,3.5.1.117|3.5.1.46;6.3.2.56|6.3.2.ad;6.3.4.24;6.3.2.11;6.3.2.26;2.3.1.164;6.3.2.2
16254,1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.6.6.9|1.7.2.3;1.12.1.2|1.12.1.5;1.14.13.69;1.14.13.131
16270,1.7.1.6;1.1.1|1.1.1.2|1.1.1.21|1.1.1.72;1.6.3.5;1.1.1.21;1.8.4.2;1.1.1.289;1.14.12.17;1.11.1.1|1.11.1.2;1.1.1.224;1.12.1.3|1.12.1.5;1.20.1.1;1.6.3.2
16274,2.7.8.2;2.7.8.1;2.7.8.8;2.7.8.45;3.1.4|3.6.1.53;2.7.8.-|2.7.8.44;2.7.8.11;2.7.8.5;2.7.8.46;2.7.8.14;2.7.8.39;2.4.99.15;2.4.99.14;2.7.6.1
16290,1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.12.1.2|1.12.1.5;1.14.13.69
16334,2.7.7.61;2.7.7.66;2.7.7.85;3.6.1.19;2.3.1.15|2.3.1.51|2.7.7.41|2.7.8.8|4.1.1.65
16338,1.14.14.13;1.14.14.3;1.14.14.5;1.14.14.28;1.14.14.30;1.14.14.15;1.14.14.46;1.14.19.56;1.14.14.8;1.5.1.39;1.14.99.46;1.14.14.12;1.14.14.108;1.13.12.16;1.14.14.22
16466,1.1.1|1.1.1.27|1.1.1.28
16498,2.1.1.62;2.1.1.137;2.1.1.181;2.1.1.223
16506,4.1.3.27;2.4.2.18|4.1.3.27
16562,5.4.99.17;4.2.1.123;5.4.99.37;4.2.1.128;5.4.99.34;5.4.99.55;4.2.1.-|4.2.1.137;5.4.99.49;5.4.99.39;5.4.99.35;5.4.99.40;4.2.1.125;5.4.99.32;5.4.99.36;5.4.99.8;5.4.99.46;5.4.99.33;5.4.99.51;5.4.99.52;1.14.14.17;5.4.99.47;5.4.99.56;5.4.99.7;3.1.7.4;4.2.1.124;5.4.99.48;1.3.1.96|2.5.1.21
16606,2.3.3.1|2.3.3.5|4.1.3.31;2.3.1.301;2.3.3.20;2.3.1.207;2.3.1.41;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
16662,2.5.1.120;2.8.1.6
16702,1.1.1.239;1.1.1.62;1.1.1.148;1.6.5.4;1.1.1.209;1.1.1.210|1.1.1.239|1.1.1.357|1.1.1.51|1.1.1.62|1.1.1.63;1.11.1.1|1.14.12.17
16706,1.1.1.62;1.1.1.148;1.1.1.239;1.1.1.184|1.1.1.2|1.1.1.213|1.1.1.51|1.1.1.64;1.1.1|1.1.1.209;1.6.3.2;1.11.1.1|1.11.1.2
16730,1.1.1|1.1.1.209|1.1.1.213|1.1.1.50|1.3.1.20;1.11.1.1|1.11.1.2;1.14.13.-|1.14.13.148|1.14.13.M46;1.12.1.3|1.12.1.5;1.7.1.2|1.7.1.3;1.6.3.2;1.7.1.14;1.6.5.2
16786,2.1.1.62;2.1.1.137;2.1.1.181;2.1.1.223
16802,2.8.2.1;2.8.2.1|2.8.2.3;1.8.4.8;2.8.2.20;2.8.2.15|2.8.2.4;2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.25;2.8.2.27;2.8.2.36;2.8.2.24;2.8.2.-|2.8.2.39;2.8.2|2.8.2.14|2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.-|2.8.2.38;2.8.2.37|2.8.2.8
16814,2.6.1.7;3.7.1.3;3.4.16.4
16846,2.3.3.1;2.3.3.1|2.3.3.5|4.1.3.31;2.3.1.180
16910,2.6.1.4|2.6.1.44|2.6.1.7;2.6.1.112;2.6.1.39|2.6.1.73;2.6.1.13;2.6.1.-|2.6.1.96;2.6.1.35;1.4.1.1|1.4.1.10
16914,2.7.8.8;2.7.1.226|2.7.1.bn;2.7.8.45;2.7.8.1;2.7.8.2;6.1.1.11
16970,1.1.1.133;1.1.1.364;1.1.1.339|1.1.1.344;2.6.1.-|2.6.1.33|2.6.1.59;2.6.1.59;1.1.1.266;5.3.2.3;4.2.1.46;4.2.1.-|4.2.1.159;5.1.3.13;5.4.99.59;5.1.3.25;2.1.1.234;2.1.1.235;2.3.1.197;2.6.1.90;2.6.1.-|2.6.1.106;2.3.1.209;2.3.1.210;4.3.1.30;2.4.1.331;2.4.1.289;2.4.1.317;2.4.1.316;2.7.7.24|2.7.7.9;2.7.7.24
16978,1.8.1.5;1.1.1.42;1.5.1.6;1.3.1.43;1.1.1.170;1.1.1.41;1.14.13.225;5.3.3.1
17014,2.7.1.40;2.7.1.121;2.7.8.23;2.5.1.56;2.5.1.54|2.5.1.55
17030,3.5.2.5;4.1.1.97;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
17054,2.2.1.2
17098,2.6.1.7;1.13.11.27;5.3.2|5.3.2.1|5.3.2.6;1.1.1.222|1.1.1.237|1.1.1.28;1.1.1|1.1.1.110|1.1.1.222|1.1.1.237|1.1.1.27|1.1.1.28|1.1.1.96;1.1.3.15;1.1.99.31;1.1.2.3
