reaction,REACTION_ID,true_EC
16466-1.1.2.5-Q,16466,1.1.2.5
16498-2.1.1.181-Q,16498,2.1.1.181
16506-4.1.3.40-Q,16506,4.1.3.40
16562-4.2.1.129-Q,16562,4.2.1.129
16606-2.3.3.2-Q,16606,2.3.3.2
16662-2.5.1.63-Q,16662,2.5.1.63
16702-1.1.1.148-Q,16702,1.1.1.148
16706-1.1.1.148-Q,16706,1.1.1.148
16730-1.3.1.20-Q,16730,1.3.1.20
16786-2.1.1.55-Q,16786,2.1.1.55
16802-2.8.2.20-Q,16802,2.8.2.20
16814-3.7.1.3-Q,16814,3.7.1.3
16846-2.3.3.1-Q,16846,2.3.3.1
16846-2.3.3.16-Q,16846,2.3.3.16
16846-2.3.3.3-Q,16846,2.3.3.3
16910-1.4.2.1-Q,16910,1.4.2.1
16914-2.7.8.8-Q,16914,2.7.8.8
16970-5.1.3.13-Q,16970,5.1.3.13
16978-1.8.1.5-Q,16978,1.8.1.5
17014-5.4.2.9-Q,17014,5.4.2.9
17030-3.5.2.5-Q,17030,3.5.2.5
17054-2.2.1.2-Q,17054,2.2.1.2
17098-5.3.2.1-Q,17098,5.3.2.1
17158-2.7.3.2-Q,17158,2.7.3.2
17210-3.5.2.18-Q,17210,3.5.2.18
17234-5.3.1.25-Q,17234,5.3.1.25
17306-3.5.3.18-Q,17306,3.5.3.18
17546-1.8.98.2-Q,17546,1.8.98.2
17554-2.7.3.7-Q,17554,2.7.3.7
17566-2.1.1.40-Q,17566,2.1.1.40
17606-6.3.2.25-Q,17606,6.3.2.25
17750-1.3.99.17-Q,17750,1.3.99.17
17766-5.4.2.4-Q,17766,5.4.2.4
17774-6.1.1.16-Q,17774,6.1.1.16
17842-2.4.1.229-Q,17842,2.4.1.229
17882-3.10.1.1-Q,17882,3.10.1.1
18038-3.5.3.12-Q,18038,3.5.3.12
18062-2.3.1.101-Q,18062,2.3.1.101
18066-7.3.2.2-Q,18066,7.3.2.2
18090-3.5.3.15-Q,18090,3.5.3.15
18102-1.3.1.66-Q,18102,1.3.1.66
18166-1.14.12.18-Q,18166,1.14.12.18
18182-2.3.3.9-Q,18182,2.3.3.9
18210-5.5.1.8-Q,18210,5.5.1.8
18242-5.4.3.3-Q,18242,5.4.3.3
18246-2.7.1.24-Q,18246,2.7.1.24
18350-6.1.1.23-Q,18350,6.1.1.23
18358-1.1.1.206-Q,18358,1.1.1.206
18398-6.1.1.24-Q,18398,6.1.1.24
18498-5.1.3.22-Q,18498,5.1.3.22
18586-5.3.1.1-Q,18586,5.3.1.1
18590-2.7.7.42-Q,18590,2.7.7.42
18598-1.18.1.1-Q,18598,1.18.1.1
18598-1.18.1.4-Q,18598,1.18.1.4
18630-2.7.1.23-Q,18630,2.7.1.23
18654-3.5.2.1-Q,18654,3.5.2.1
18686-1.14.13.50-Q,18686,1.14.13.50
18738-2.7.9.3-Q,18738,2.7.9.3
18750-1.8.1.8-Q,18750,1.8.1.8
18754-1.8.1.8-Q,18754,1.8.1.8
18766-2.7.8.27-Q,18766,2.7.8.27
18878-2.1.1.39-Q,18878,2.1.1.39
18898-1.21.99.3-Q,18898,1.21.99.3
18914-2.4.3.6-Q,18914,2.4.3.6
18966-4.2.1.75-Q,18966,4.2.1.75
19034-5.1.3.8-Q,19034,5.1.3.8
19046-2.3.3.21-Q,19046,2.3.3.21
19118-1.14.17.1-Q,19118,1.14.17.1
19146-3.1.6.3-Q,19146,3.1.6.3
19178-5.4.3.2-Q,19178,5.4.3.2
19186-2.3.3.11-Q,19186,2.3.3.11
19218-4.5.1.1-Q,19218,4.5.1.1
19238-5.4.99.14-Q,19238,5.4.99.14
19262-7.6.2.5-Q,19262,7.6.2.5
19282-1.14.14.141-Q,19282,1.14.14.141
19318-6.3.4.18-Q,19318,6.3.4.18
19326-1.14.13.62-Q,19326,1.14.13.62
19378-1.5.1.30-Q,19378,1.5.1.30
19378-1.5.1.41-Q,19378,1.5.1.41
19502-3.5.3.17-Q,19502,3.5.3.17
19502-3.5.3.7-Q,19502,3.5.3.7
19534-3.5.3.23-Q,19534,3.5.3.23
19582-2.5.1.24-Q,19582,2.5.1.24
19586-1.1.1.52-Q,19586,1.1.1.52
19598-3.5.3.6-Q,19598,3.5.3.6
19610-2.1.1.182-Q,19610,2.1.1.182
19650-6.1.1.12-Q,19650,6.1.1.12
19726-4.1.1.67-Q,19726,4.1.1.67
19746-1.21.99.4-Q,19746,1.21.99.4
19842-1.2.7.12-Q,19842,1.2.7.12
19910-1.1.2.3-Q,19910,1.1.2.3
19970-1.7.3.6-Q,19970,1.7.3.6
19978-2.8.2.9-Q,19978,2.8.2.9
19990-5.3.1.23-Q,19990,5.3.1.23
20018-1.12.98.2-Q,20018,1.12.98.2
20078-2.1.1.34-Q,20078,2.1.1.34
20122-6.1.1.18-Q,20122,6.1.1.18
20222-6.3.4.3-Q,20222,6.3.4.3
20270-4.2.2.6-Q,20270,4.2.2.6
20302-6.1.1.19-Q,20302,6.1.1.19
20338-3.1.6.17-Q,20338,3.1.6.17
20346-1.8.1.9-Q,20346,1.8.1.9
20378-1.1.1.209-Q,20378,1.1.1.209
20382-1.1.1.209-Q,20382,1.1.1.209
20386-1.14.13.19-Q,20386,1.14.13.19
20390-1.14.13.19-Q,20390,1.14.13.19
20402-3.5.2.6-Q,20402,3.5.2.6
20410-2.7.1.42-Q,20410,2.7.1.42
20482-2.8.2.10-Q,20482,2.8.2.10
20490-2.3.2.11-Q,20490,2.3.2.11
20570-3.5.3.1-Q,20570,3.5.3.1
20574-1.14.15.18-Q,20574,1.14.15.18
20598-1.8.1.6-Q,20598,1.8.1.6
20634-2.3.2.30-Q,20634,2.3.2.30
20662-3.4.13.22-Q,20662,3.4.13.22
20793-6.1.1.6-Q,20793,6.1.1.6
20797-5.3.1.20-Q,20797,5.3.1.20
20821-3.1.6.6-Q,20821,3.1.6.6
20825-2.7.1.20-Q,20825,2.7.1.20
20873-2.4.1.314-Q,20873,2.4.1.314
20977-1.7.3.1-Q,20977,1.7.3.1
21001-1.97.1.2-Q,21001,1.97.1.2
21081-2.5.1.6-Q,21081,2.5.1.6
21129-2.1.1.41-Q,21129,2.1.1.41
21161-2.3.3.8-Q,21161,2.3.3.8
21225-2.7.8.10-Q,21225,2.7.8.10
21269-1.5.1.31-Q,21269,1.5.1.31
21353-1.13.11.25-Q,21353,1.13.11.25
21389-3.5.2.11-Q,21389,3.5.2.11
21397-7.2.4.3-Q,21397,7.2.4.3
21445-1.3.1.11-Q,21445,1.3.1.11
21457-1.14.19.68-Q,21457,1.14.19.68
21489-3.2.1.161-Q,21489,3.2.1.161
21505-2.2.1.4-Q,21505,2.2.1.4
21525-2.3.3.13-Q,21525,2.3.3.13
21621-1.5.1.39-Q,21621,1.5.1.39
21621-1.5.1.42-Q,21621,1.5.1.42
21625-1.5.1.38-Q,21625,1.5.1.38
21625-1.5.1.39-Q,21625,1.5.1.39
21641-1.3.1.13-Q,21641,1.3.1.13
21709-3.13.2.1-Q,21709,3.13.2.1
21717-1.14.16.6-Q,21717,1.14.16.6
21733-4.1.3.27-Q,21733,4.1.3.27
21737-5.4.3.3-Q,21737,5.4.3.3
21753-5.3.99.8-Q,21753,5.3.99.8
21757-3.5.99.15-Q,21757,3.5.99.15
21809-3.5.2.13-Q,21809,3.5.2.13
21849-5.2.1.6-Q,21849,5.2.1.6
21869-3.5.4.26-Q,21869,3.5.4.26
21909-1.1.1.252-Q,21909,1.1.1.252
21945-2.7.1.85-Q,21945,2.7.1.85
21977-1.8.4.10-Q,21977,1.8.4.10
22021-7.3.2.5-Q,22021,7.3.2.5
22081-1.14.13.61-Q,22081,1.14.13.61
22117-2.4.1.191-Q,22117,2.4.1.191
22225-2.3.1.159-Q,22225,2.3.1.159
22369-5.1.3.4-Q,22369,5.1.3.4
22373-1.7.3.5-Q,22373,1.7.3.5
22429-1.21.3.1-Q,22429,1.21.3.1
22457-3.5.3.3-Q,22457,3.5.3.3
22493-3.5.3.8-Q,22493,3.5.3.8
22517-2.7.3.4-Q,22517,2.7.3.4
22621-1.13.99.3-Q,22621,1.13.99.3
22637-3.6.1.12-Q,22637,3.6.1.12
22637-3.6.1.65-Q,22637,3.6.1.65
22637-3.6.1.9-Q,22637,3.6.1.9
22657-2.7.8.4-Q,22657,2.7.8.4
22705-3.5.5.2-Q,22705,3.5.5.2
22729-2.9.1.1-Q,22729,2.9.1.1
22821-2.4.2.62-Q,22821,2.4.2.62
22833-3.5.3.13-Q,22833,3.5.3.13
22857-2.3.1.150-Q,22857,2.3.1.150
22861-2.7.7.18-Q,22861,2.7.7.18
22909-3.5.4.46-Q,22909,3.5.4.46
22941-2.7.3.3-Q,22941,2.7.3.3
22945-1.1.1.277-Q,22945,1.1.1.277
23041-2.3.3.6-Q,23041,2.3.3.6
23077-1.21.1.2-Q,23077,1.21.1.2
23105-5.3.1.13-Q,23105,5.3.1.13
23121-7.4.2.9-Q,23121,7.4.2.9
23157-4.8.1.3-Q,23157,4.8.1.3
23161-5.3.1.14-Q,23161,5.3.1.14
23249-2.1.1.129-Q,23249,2.1.1.129
23269-3.5.3.2-Q,23269,3.5.3.2
23293-2.7.3.5-Q,23293,2.7.3.5
23345-3.2.2.1-Q,23345,3.2.2.1
23397-3.7.1.4-Q,23397,3.7.1.4
23453-2.7.1.145-Q,23453,2.7.1.145
23453-2.7.1.76-Q,23453,2.7.1.76
23473-2.3.1.122-Q,23473,2.3.1.122
23489-1.6.5.6-Q,23489,1.6.5.6
23541-6.1.1.17-Q,23541,6.1.1.17
23549-2.1.1.171-Q,23549,2.1.1.171
23557-2.3.2.14-Q,23557,2.3.2.14
23621-6.3.3.4-Q,23621,6.3.3.4
23629-2.4.1.65-Q,23629,2.4.1.65
23661-3.5.2.7-Q,23661,3.5.2.7
23689-3.5.4.2-Q,23689,3.5.4.2
23725-1.2.3.8-Q,23725,1.2.3.8
23757-1.1.3.37-Q,23757,1.1.3.37
23773-1.3.1.58-Q,23773,1.3.1.58
23781-2.3.3.5-Q,23781,2.3.3.5
23789-6.2.1.22-Q,23789,6.2.1.22
23825-1.3.1.28-Q,23825,1.3.1.28
23857-1.16.1.1-Q,23857,1.16.1.1
23897-5.3.1.17-Q,23897,5.3.1.17
23905-2.3.2.2-Q,23905,2.3.2.2
23917-4.1.1.35-Q,23917,4.1.1.35
23933-5.1.3.9-Q,23933,5.1.3.9
23973-7.2.4.5-Q,23973,7.2.4.5
24009-2.7.3.6-Q,24009,2.7.3.6
24041-1.6.2.4-Q,24041,1.6.2.4
24141-2.1.1.185-Q,24141,2.1.1.185
24153-2.7.1.25-Q,24153,2.7.1.25
24205-2.3.3.15-Q,24205,2.3.3.15
24225-1.3.1.67-Q,24225,1.3.1.67
24229-1.3.1.67-Q,24229,1.3.1.67
24245-1.1.1.236-Q,24245,1.1.1.236
24265-2.2.1.3-Q,24265,2.2.1.3
24269-1.3.1.40-Q,24269,1.3.1.40
24297-3.5.2.3-Q,24297,3.5.2.3
24373-3.1.4.45-Q,24373,3.1.4.45
24477-3.5.2.16-Q,24477,3.5.2.16
24525-1.14.15.34-Q,24525,1.14.15.34
24613-1.1.1.62-Q,24613,1.1.1.62
24617-1.1.1.62-Q,24617,1.1.1.62
24625-6.1.1.3-Q,24625,6.1.1.3
24794-4.3.2.10-Q,24794,4.3.2.10
24830-6.3.1.21-Q,24830,6.3.1.21
24837-6.3.4.23-Q,24837,6.3.4.23
24965-1.14.15.16-Q,24965,1.14.15.16
24969-1.14.15.16-Q,24969,1.14.15.16
24973-1.14.15.16-Q,24973,1.14.15.16
24977-1.14.15.16-Q,24977,1.14.15.16
24985-1.14.15.16-Q,24985,1.14.15.16
24989-1.14.15.16-Q,24989,1.14.15.16
25038-2.7.1.164-Q,25038,2.7.1.164
25042-2.9.1.2-Q,25042,2.9.1.2
25063-1.3.1.87-Q,25063,1.3.1.87
25067-1.3.1.87-Q,25067,1.3.1.87
25075-4.2.1.92-Q,25075,4.2.1.92
25144-3.7.1.3-Q,25144,3.7.1.3
25174-3.5.3.18-Q,25174,3.5.3.18
25194-1.3.1.19-Q,25194,1.3.1.19
25210-3.5.1.108-Q,25210,3.5.1.108
25214-3.6.1.54-Q,25214,3.6.1.54
25242-3.5.3.26-Q,25242,3.5.3.26
25250-2.2.1.6-Q,25250,2.2.1.6
25258-5.1.3.9-Q,25258,5.1.3.9
25400-5.4.4.6-Q,25400,5.4.4.6
25473-4.2.3.56-Q,25473,4.2.3.56
25485-4.2.3.117-Q,25485,4.2.3.117
25602-2.3.3.17-Q,25602,2.3.3.17
25606-2.3.3.17-Q,25606,2.3.3.17
25679-6.1.1.27-Q,25679,6.1.1.27
25687-2.5.1.73-Q,25687,2.5.1.73
25841-5.3.1.30-Q,25841,5.3.1.30
25913-1.3.99.17-Q,25913,1.3.99.17
25917-1.3.99.17-Q,25917,1.3.99.17
25921-1.3.99.17-Q,25921,1.3.99.17
25925-1.3.99.17-Q,25925,1.3.99.17
25929-1.3.99.17-Q,25929,1.3.99.17
25933-1.3.99.17-Q,25933,1.3.99.17
25937-1.3.99.17-Q,25937,1.3.99.17
25941-1.3.99.17-Q,25941,1.3.99.17
25953-2.2.1.10-Q,25953,2.2.1.10
26056-2.7.7.91-Q,26056,2.7.7.91
26069-2.3.3.18-Q,26069,2.3.3.18
26116-4.2.3.39-Q,26116,4.2.3.39
26120-1.17.7.1-Q,26120,1.17.7.1
26218-1.14.14.144-Q,26218,1.14.14.144
26222-1.14.14.145-Q,26222,1.14.14.145
26483-2.5.1.75-Q,26483,2.5.1.75
26491-1.7.3.1-Q,26491,1.7.3.1
27283-3.5.1.102-Q,27283,3.5.1.102
27291-1.17.98.4-Q,27291,1.17.98.4
27311-1.13.11.56-Q,27311,1.13.11.56
27354-2.1.1.164-Q,27354,2.1.1.164
27398-4.3.3.5-Q,27398,4.3.3.5
27414-1.14.11.32-Q,27414,1.14.11.32
27434-1.8.1.16-Q,27434,1.8.1.16
27486-3.5.3.9-Q,27486,3.5.3.9
27539-1.1.99.36-Q,27539,1.1.99.36
27587-2.6.1.99-Q,27587,2.6.1.99
27607-2.7.8.29-Q,27607,2.7.8.29
27611-1.17.98.5-Q,27611,1.17.98.5
27655-2.2.1.6-Q,27655,2.2.1.6
27703-5.3.1.12-Q,27703,5.3.1.12
27719-3.1.3.99-Q,27719,3.1.3.99
27763-3.6.1.65-Q,27763,3.6.1.65
27763-3.6.1.8-Q,27763,3.6.1.8
27763-3.6.1.9-Q,27763,3.6.1.9
27879-3.1.4.16-Q,27879,3.1.4.16
27959-3.2.2.8-Q,27959,3.2.2.8
27963-1.1.5.n1-Q,27963,1.1.5.n1
27967-4.1.2.50-Q,27967,4.1.2.50
28111-2.5.1.94-Q,28111,2.5.1.94
28183-5.3.3.17-Q,28183,5.3.3.17
28203-1.3.7.7-Q,28203,1.3.7.7
28239-1.14.19.63-Q,28239,1.14.19.63
28243-1.14.19.63-Q,28243,1.14.19.63
28391-5.1.3.41-Q,28391,5.1.3.41
28688-1.3.5.2-Q,28688,1.3.5.2
28796-1.16.1.10-Q,28796,1.16.1.10
28796-1.16.1.9-Q,28796,1.16.1.9
28808-3.4.19.13-Q,28808,3.4.19.13
29068-1.17.5.3-Q,29068,1.17.5.3
29504-4.2.3.70-Q,29504,4.2.3.70
29588-1.1.1.312-Q,29588,1.1.1.312
29768-7.4.2.11-Q,29768,7.4.2.11
29780-7.4.2.11-Q,29780,7.4.2.11
29792-7.4.2.10-Q,29792,7.4.2.10
29872-7.3.2.3-Q,29872,7.3.2.3
29880-7.4.2.1-Q,29880,7.4.2.1
29884-7.4.2.1-Q,29884,7.4.2.1
29888-7.4.2.1-Q,29888,7.4.2.1
29904-7.5.2.7-Q,29904,7.5.2.7
30076-3.2.2.10-Q,30076,3.2.2.10
30112-3.1.1.108-Q,30112,3.1.1.108
30176-1.3.5.5-Q,30176,1.3.5.5
30220-1.8.1.17-Q,30220,1.8.1.17
30248-1.10.3.9-Q,30248,1.10.3.9
30280-1.12.1.4-Q,30280,1.12.1.4
30316-1.14.13.178-Q,30316,1.14.13.178
30320-1.14.13.179-Q,30320,1.14.13.179
30332-1.14.15.24-Q,30332,1.14.15.24
30372-4.1.99.16-Q,30372,4.1.99.16
30456-4.1.99.16-Q,30456,4.1.99.16
30464-4.2.3.50-Q,30464,4.2.3.50
30716-5.4.4.4-Q,30716,5.4.4.4
30728-2.7.1.40-Q,30728,2.7.1.40
31012-5.4.99.38-Q,31012,5.4.99.38
31304-1.5.1.36-Q,31304,1.5.1.36
31328-2.7.8.34-Q,31328,2.7.8.34
31376-4.1.1.93-Q,31376,4.1.1.93
31380-4.1.1.93-Q,31380,4.1.1.93
31384-5.4.99.41-Q,31384,5.4.99.41
31432-4.2.3.83-Q,31432,4.2.3.83
31436-4.2.3.82-Q,31436,4.2.3.82
31456-1.5.1.41-Q,31456,1.5.1.41
31512-3.1.2.27-Q,31512,3.1.2.27
31564-3.4.19.14-Q,31564,3.4.19.14
31580-5.4.4.5-Q,31580,5.4.4.5
31736-1.3.1.114-Q,31736,1.3.1.114
31756-3.3.2.12-Q,31756,3.3.2.12
31796-4.2.1.138-Q,31796,4.2.1.138
31804-3.6.1.57-Q,31804,3.6.1.57
31808-4.2.3.87-Q,31808,4.2.3.87
31832-4.2.3.93-Q,31832,4.2.3.93
31864-5.4.99.50-Q,31864,5.4.99.50
31912-2.2.1.11-Q,31912,2.2.1.11
31988-5.4.99.57-Q,31988,5.4.99.57
32028-4.2.3.95-Q,32028,4.2.3.95
32160-1.17.99.6-Q,32160,1.17.99.6
32244-5.3.1.29-Q,32244,5.3.1.29
32260-2.2.1.11-Q,32260,2.2.1.11
32340-1.1.1.323-Q,32340,1.1.1.323
32344-1.1.1.323-Q,32344,1.1.1.323
32364-1.1.3.8-Q,32364,1.1.3.8
32500-1.14.13.153-Q,32500,1.14.13.153
32644-1.17.2.2-Q,32644,1.17.2.2
32708-5.5.1.22-Q,32708,5.5.1.22
32932-2.7.8.41-Q,32932,2.7.8.41
32940-2.7.8.2-Q,32940,2.7.8.2
32944-2.7.8.1-Q,32944,2.7.8.1
33424-2.7.1.196-Q,33424,2.7.1.196
33448-1.1.1.170-Q,33448,1.1.1.170
33892-1.1.1.332-Q,33892,1.1.1.332
34212-1.1.1.334-Q,34212,1.1.1.334
34224-1.5.99.14-Q,34224,1.5.99.14
34240-5.4.3.9-Q,34240,5.4.3.9
34308-1.14.13.166-Q,34308,1.14.13.166
34312-1.14.13.166-Q,34312,1.14.13.166
34328-1.14.13.167-Q,34328,1.14.13.167
34380-2.4.1.287-Q,34380,2.4.1.287
34428-1.23.1.3-Q,34428,1.23.1.3
34704-4.2.3.137-Q,34704,4.2.3.137
34772-1.1.1.170-Q,34772,1.1.1.170
34776-1.1.1.170-Q,34776,1.1.1.170
34776-1.1.1.418-Q,34776,1.1.1.418
34780-1.1.1.213-Q,34780,1.1.1.213
34780-1.1.1.357-Q,34780,1.1.1.357
34780-1.1.1.50-Q,34780,1.1.1.50
34784-1.1.1.213-Q,34784,1.1.1.213
34784-1.1.1.357-Q,34784,1.1.1.357
34784-1.1.1.50-Q,34784,1.1.1.50
34788-1.1.1.270-Q,34788,1.1.1.270
34840-2.3.1.216-Q,34840,2.3.1.216
35028-7.3.2.6-Q,35028,7.3.2.6
35096-4.3.99.4-Q,35096,4.3.99.4
35192-1.13.12.20-Q,35192,1.13.12.20
35440-2.7.8.38-Q,35440,2.7.8.38
35624-2.3.2.1-Q,35624,2.3.2.1
35628-2.4.1.238-Q,35628,2.4.1.238
35828-3.5.3.24-Q,35828,3.5.3.24
