reaction_id,SelenzymeRF,BEC-Pred,BridgIT,Theia,E-zyme1,E-zyme2,SIMMER,EC Number
199,1.1.1.2|1.1.1.61|1.2.1.16;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.1.1,,1.1.1;1.2.1;1.-.-;1.1.-;1.5.1,1.1.1|1.3.1;1.1.99|1.3.99;1.1.3|1.5.1;2.3.1|1.3.8;1.14.13|5.3.3;1.1.5|1.3.3;1.1.-|1.14.11;1.1.2|2.3.1;5.3.3|1.1.1;1.14.11|1.3.5;1.14.-|5.2.1;1.1.98|5.3.2;1.4.3|5.3.1;1.-.-|1.3.7;1.6.5|1.4.3;1.6.99|1.5.99;1.2.1|1.14.21;5.1.3;1.14.15|1.5.3;4.2.1|1.10.3;1.1.9|1.6.5;1.3.1|1.3.-;1.14.12|2.5.1;1.6.3|1.1.3;1.6.1|1.5.-;6.4.1|1.6.99;5.4.99|4.1.1;1.11.1|1.4.1;4.1.1|1.11.1;1.1.-;5.3.99;1.17.99;1.12.98;1.6.3;1.6.1;1.3.2;1.10.9;1.14.99;1.14.13;1.14.14;5.1.1;3.1.3;1.14.12;1.14.-;5.5.1;1.7.1;1.8.5;1.3.98,1.1.1|4.4.1|1.14.14|1.-.-;1.1.1|4.1.2|3.7.1|1.-.-;1.1.1|4.1.2;1.1.1|4.1.2;2.2.1;2.2.1;2.8.1;2.8.1;4.1.2;2.2.1;4.3.3,1.4.1;1.1.1,1.1.1.61
2,2.4.1.115;2.4.1.91;2.4.1.-|2.4.1.298;2.4.1.294;2.4.1.116;2.4.1.237;2.4.1.297;2.4.1.81;2.4.1.234;2.4.1.286;2.4.1.170;2.4.1.358;2.4.1.238|2.4.1.249;2.4.1.360;2.4.1.35;2.4.1.186;2.4.1.126;2.4.1.376;2.4.1.315|2.4.1.336;2.4.1.337;2.4.1.46;2.4.1.178|2.4.1.63|2.4.1.85;2.4.1.220;2.4.1.239;2.4.1.47;2.4.1.53;2.4.1.122;2.4.1.86,2.4.1,2.4.1.238;2.4.2.54;2.4.99.18,2.4.1;3.2.1;2.7.8;5.1.3;2.4.2,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1|2.5.1|4.1.99;2.4.1|1.11.1|1.14.14;2.4.1|4.2.3|1.14.14;2.4.1|4.2.3|1.14.14;2.4.1|4.2.3|1.14.13;2.4.1|4.2.3|2.4.2;2.4.1|4.2.3;2.4.1|4.2.3;2.4.1|4.2.3;2.4.1|4.2.3;2.4.1|4.2.3;2.4.1|4.2.3;2.4.1|4.2.3;2.4.1|4.2.3;2.4.1|4.2.3|2.4.2;2.4.1|4.2.3;2.4.1|4.2.3;2.4.1|4.2.3;2.4.1|4.2.3;2.4.1|4.2.3;2.4.1|4.2.3|2.4.2;2.4.1|4.1.99;2.4.1|4.2.3|3.6.1;2.4.1|4.2.3|2.4.2;2.4.1|4.2.1|2.4.2;2.4.1|4.2.3|2.4.2;2.4.1|4.2.3|2.4.99;2.4.1|4.2.3|2.4.2;2.4.1|4.2.1|2.4.99;2.4.1|4.2.1|2.4.2;2.4.1|4.2.3;2.4.1|4.2.3;2.4.1|4.2.3|2.7.8;2.4.1|4.2.3;3.2.1|4.1.3;2.4.1|4.2.1;3.2.1|4.2.3;2.4.1|4.2.1;2.4.1|4.3.3;3.2.1|1.14.12;2.4.1|1.14.12;2.4.1|1.14.12;3.2.1|1.14.12;2.4.1|1.14.12;2.4.1|1.14.12;2.4.1|1.14.12;2.4.1|1.14.12;2.4.1|1.14.12;2.4.1|4.2.3;2.4.1|1.14.12;2.4.2|1.14.12;2.4.1|1.14.12;2.4.1|1.14.12;2.4.2|1.14.12;2.4.1|1.14.12;2.4.1|1.14.12;2.4.1|4.2.1;2.4.2|4.2.1;1.14.13;1.14.12;1.14.12;5.3.3;1.14.12;1.14.18;4.2.3;4.2.3;1.14.12;4.2.3;1.3.1;4.2.3;4.2.3;1.14.13;4.2.1;1.14.12;4.2.99;4.2.3;4.2.3;4.1.3;4.1.3;1.3.1;1.3.1;4.2.3;4.2.3;4.2.3;1.14.-;1.10.9;4.2.3;1.14.13;4.2.3;1.3.1;1.8.5;1.3.1;1.3.1;1.1.5;1.3.1;1.3.1;1.3.1;1.3.1;1.14.-;4.2.3;4.2.3;1.14.14;1.14.14;1.3.1;4.2.1;1.14.-;1.3.1;1.14.13;1.3.1;1.14.14;1.14.14;2.1.1;1.10.3;1.3.1;1.3.1;1.3.1;1.3.1;1.3.1;1.3.1;1.3.1;4.2.3;1.-.-;3.1.7;4.2.3;1.3.1;4.2.3;4.2.3;4.2.3;1.14.18;4.2.2;1.10.9;1.14.18;1.14.21,2.4.1,2.4.1.115
20,1.14.11.67;1.14.11.66|1.14.11.67|1.14.11.68|1.14.11.69;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67;1.14.11.33;1.14.11.51;1.14.11.53;1.13|1.13.12.19;1.14.11.38;1.14.11.16;1.14.11.2;1.14.11.7,1.14.11,,1.14.11;1.14.20;4.1.1;1.2.4;1.5.3,4.2.3|1.14.13|1.2.1;4.1.1|1.2.4|4.2.1;3.1.7|1.2.3;4.1.99|1.14.14|1.1.1;4.3.3|1.14.11|3.5.1;1.14.18|1.2.2;1.14.16|2.3.1;1.14.15|1.2.-;1.14.99|1.14.13;1.14.-|1.14.99;1.17.1|1.2.7;1.1.3;1.5.1;1.2.99;1.14.11,4.2.1|1.13.11|4.2.2|1.14.11|2.3.1;1.14.14|1.13.11|4.3.3|1.2.5|1.13.12;1.1.4|1.13.11|1.11.1|1.1.1;1.14.11|1.13.11|1.-.-|4.2.1;1.14.14|1.13.11|4.1.1;1.14.14|1.13.11|4.2.1|1.1.1;1.14.14|1.13.11|1.1.1;1.14.11|1.13.11|2.3.1;1.14.11|1.13.11|2.2.1|1.2.1;1.14.11|1.13.11|4.2.1|4.1.1;1.14.14|1.13.11|2.2.1|4.1.1;1.1.4|1.13.11|4.1.1;1.14.13|2.2.1|4.1.1;1.14.11|4.1.1;3.3.2|4.1.1;1.1.4|4.1.1;1.14.14|1.14.13;1.14.14|4.1.1;1.17.1|4.1.1;1.14.11|2.3.1;3.3.2|1.14.13;3.3.2|4.1.1;1.17.1|4.1.1;1.17.1|1.14.13;2.5.1|4.1.1;2.5.1|4.1.1;1.17.4|4.1.1;1.17.4|4.1.1;2.5.1|1.14.13;2.5.1|1.3.1;1.17.4|1.14.13;1.17.4|1.1.1;1.17.4|1.14.13;1.17.4|4.1.1;1.23.1|1.1.1;1.14.13;1.17.4|1.1.1;1.17.4|1.1.1;1.5.4|1.14.13;1.14.13|4.1.1;5.5.1|4.1.1;4.1.2|1.2.1;4.2.3|1.1.1;1.3.3|1.14.13;5.5.1|4.1.1;1.14.14|1.14.13;5.5.1|4.1.1;5.5.1|4.1.1;1.14.13|4.1.1;4.1.1;1.1.1;4.1.1;1.11.1;1.1.1;1.1.1;1.14.13;4.1.1;4.1.1;1.14.13;4.1.1;1.14.13,1.14.11,1.14.11.81
200,3.1.1.105|3.1.1.x;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.5.1,,3.1.1;1.1.1;1.2.3;4.2.1;3.5.1,3.1.1;2.5.1;1.1.1;2.3.1;3.7.1;6.1.1;6.1.2;2.1.1,1.3.3|1.1.1;1.11.1|3.1.1;2.5.1|3.1.1;1.14.13|3.1.1;1.14.21|1.1.1;1.14.13|3.1.1;4.1.1|3.7.1;4.1.1|3.1.1;1.13.11;1.14.13;1.14.12;1.14.21,,3.1.1.105
201,2.3.1.62;2.3.1.135;3.1.1.32;2.3.1.23;2.7.8.27;2.3.1.43;3.1.1.5,2.3.2,2.3.1.129;2.3.2.19;2.1.3.12;2.1.2.13;6.1.2.2;1.2.1.95;6.2.1.51;2.3.3.14;6.3.4.10;6.3.1.20,2.3.1;2.5.1;4.2.1;2.4.2;1.1.1,2.3.1;3.1.1|6.2.1;6.2.1|3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;1.2.7|3.5.1;3.5.1|1.2.7;3.7.1;3.2.1;2.1.3;1.2.4;1.8.1;1.1.1;4.1.3;2.5.1;2.3.-;2.8.3;4.4.1;2.1.1;1.-.-;6.1.2|1.2.3;3.5.3|6.1.2;1.2.3|3.5.3;2.6.1;6.3.1;6.3.4;2.1.2|6.3.2;2.2.1|2.1.2;2.2.1;3.4.11,2.3.2|4.4.1|2.3.1;2.3.2|4.2.3|2.3.1;6.1.1|3.1.1;6.1.1|3.1.1;6.1.1|2.3.1;6.1.1|3.1.1;6.1.1|2.3.1;6.1.1|3.1.1;6.1.1|2.3.1;6.1.1|2.3.1;6.1.1|2.3.1;6.1.1|2.3.1;2.3.1;6.1.1|2.3.1;6.1.1|2.3.1;6.1.1|2.3.1;6.1.1|2.3.1;6.1.1|3.1.1;6.1.1|3.1.1;6.1.1;6.1.1;6.1.1;6.1.1;6.1.1;1.2.1;6.1.1;2.3.1;6.1.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;6.1.1;2.3.1;2.3.1;2.3.1;3.1.1;2.3.1;2.3.1;3.1.1;2.3.1;2.3.1;2.3.1;2.3.1;3.1.1;2.3.1;2.3.1;2.1.3;3.1.1;3.1.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;3.2.1;2.3.1,3.4.16,2.3.1.251
202,2.2.1.13;5.3.1.1,2.2.1,,2.2.1;4.1.2;2.7.1;1.1.1;4.1.1,2.2.1|5.3.1;4.1.2|3.5.4;1.2.4;2.3.1;4.1.1;4.2.1,1.1.1|2.2.1|5.3.1;1.1.1|2.2.1;5.1.3|4.1.2|1.1.1;4.1.99|4.1.2|1.1.1;1.1.1|5.3.1;1.1.1;1.1.1;5.3.1|1.1.1;1.1.1|4.2.1;1.1.1;1.1.1;4.2.1;1.1.1;4.2.1;1.1.1;5.-.-;5.1.3;1.1.1;1.1.1;3.1.3;4.2.1;4.2.1;5.3.1;5.3.1;5.3.1;5.3.1;3.1.1;4.1.2,4.1.99;2.2.1,2.2.1.13
203,2.7.8.46;2.4.99.14;2.4.99.13;1.14.14.18|1.14.99.3;1.8.1.2|1.8.2.2;1.7.1.4;1.14.99.9;1.8.2.2,2.3.2,,4.1.99;4.6.1;4.3.2;3.4.17;1.14.19,,1.14.21;1.5.1;4.3.99;1.14.14;1.14.14;1.14.13;1.3.1;1.3.1;1.14.-;2.5.1;1.14.13;1.14.21;1.14.11;5.3.3;1.3.1;4.2.1;4.2.1;1.14.11;4.2.1;1.3.1;1.14.11;1.3.1;1.3.1;1.3.1;1.14.13;1.14.11,4.3.3,4.1.99.13
204,2.5.1.92;2.5.1.10;2.5.1.29,2.5.1,,2.5.1;5.3.3;4.2.99;3.1.1;1.14.99,2.5.1|3.1.4;1.5.3|6.5.1;4.4.1|4.6.1;4.2.1;1.5.99;2.3.1;1.14.15;1.5.1;3.1.1;3.3.1;2.1.2;4.1.99;4.1.3;3.3.2;3.5.99;1.4.3;4.3.3;3.5.-;1.3.1;3.7.1;1.1.1;1.8.3,2.5.1;2.5.1|4.2.3;2.5.1;2.5.1|4.2.3;2.5.1|4.1.2;2.5.1|4.2.3;2.5.1|4.2.3;2.5.1|4.2.3;5.3.3|2.5.1|4.2.3;2.5.1|4.2.3;1.17.1|4.2.3|2.5.1;2.5.1|4.2.3;2.5.1|4.2.3;2.5.1|4.1.2;2.5.1;1.3.1;2.5.1,2.5.1;4.2.3,2.5.1.92
205,2.1.1.146|2.1.1.279;2.1.1.323;2.1.1.104;2.1.1.169|2.1.1.68;2.1.1.116;2.1.1.240;2.1.1.-|2.1.1.291;2.1.1.338;2.1.1.336;2.1.1.267;2.1.1.42;2.1.1.118;2.1.1.132;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.89;2.1.1.128;2.1.1.6;2.1.1.65;2.1.1.283;2.1.1.110;2.1.1.114;2.1.1.222,2.1.1,,2.1.1;2.3.1;1.-.-;2.5.1;3.13.1,2.1.1;1.14.14;3.1.1;2.3.1;1.5.3;1.14.11;1.5.8;2.-.-;1.16.1;1.14.99;1.14.13;1.2.7;1.5.99;3.7.1,2.1.1|1.14.14|4.4.1|2.-.-;2.1.1|1.14.14;2.1.1|1.14.14;2.1.1|1.14.13;2.1.1|4.2.1;2.1.1|1.3.1;2.1.1|4.2.1;2.1.1|4.2.1;2.1.1|1.3.1;2.1.1|1.3.1;2.1.1|1.3.1;2.1.1|1.3.1;2.1.1|1.3.1;2.1.1|1.3.1;2.1.1|1.3.1;2.1.1|1.14.12;2.1.1|1.3.1;2.1.1|1.14.12;2.1.1|1.3.1;2.1.1|1.14.12;2.1.1|1.3.1;2.1.1|4.2.1;2.1.1|4.2.1;2.1.1|1.3.1;2.1.1|1.3.1;2.1.1|1.14.12;2.1.1|1.3.1;2.1.1|1.3.1;2.1.1|1.14.12;2.1.1|4.2.1;2.1.1|1.3.1;2.1.1|1.3.1;2.1.1|1.14.12;2.1.1|4.2.99;2.1.1|4.1.3;2.1.1|4.1.3;2.1.1|4.2.1;2.1.1|1.3.1;2.1.1|1.14.12;2.1.1|1.14.12;2.1.1|1.14.12;2.1.1|1.3.1;2.1.1|1.14.12;1.14.11|1.14.12;1.14.11|1.14.12;2.1.1|1.3.1;2.1.1|1.14.12;2.1.1|1.14.12;1.14.13|1.14.12;2.1.1|1.14.12;2.1.1|1.14.12;2.1.1|1.14.12;2.4.1|1.14.12;2.4.1|4.1.99;2.4.1|4.2.1;1.14.14;1.14.14;1.14.13;1.14.12;1.14.13;1.14.14;1.14.14;1.14.12;1.14.18;1.3.-;1.14.13;4.1.3;1.10.9;5.3.3;1.14.13;1.8.5;4.1.1;1.14.14;1.1.5;1.14.-;1.3.7;1.3.1;4.1.1;1.3.1;1.14.12;1.3.1;4.2.1;1.3.1;1.14.12;1.14.12;1.14.-;1.3.1;1.14.12;1.-.-;1.14.13;2.1.1;2.5.1;1.10.3;1.3.5,2.1.1,2.1.1.399
206,1.1.1.259|1.1.1.35,1.1.1,1.1.1.343;1.2.1.72;2.3.1.85;1.3.1.20;1.17.1.4;5.3.3.1;4.1.1.104;1.1.3.8;5.4.99.3;1.1.99.18;1.1.5.4;1.4.3.5;4.2.1.155,1.1.1;2.3.1;4.2.1;1.1.99;1.-.-,1.1.1|1.3.1;1.1.99|1.3.99;1.1.3|1.5.1;2.3.1|1.3.8;1.14.13|5.3.3;1.1.5|1.3.3;1.1.-|1.14.11;1.1.2|2.3.1;1.14.11|1.1.1;5.3.3|1.3.5;1.14.-|5.2.1;1.1.98|5.3.2;1.4.3|5.3.1;1.-.-|1.3.7;1.6.5|1.4.3;1.6.99|1.5.99;1.2.1|1.14.21;4.2.1|5.1.3;1.14.15|1.5.3;1.1.9|1.10.3;1.3.1|1.6.5;1.14.12|1.3.-;5.1.3|2.5.1;1.6.1|1.1.3;1.6.3|1.5.-;6.4.1|1.6.99;5.4.99|4.1.1;1.11.1|1.4.1;4.1.1|1.11.1;1.1.-;5.3.99;1.17.99;1.12.98;1.3.2;1.10.9;1.6.3;1.6.1;1.14.99;1.14.13;1.14.14;5.1.1;3.1.3;1.14.12;1.14.-;5.5.1;1.7.1;1.8.5;1.3.98,1.1.1|2.7.1|2.3.1|1.-.-;1.1.1|2.7.1|1.-.-;1.1.1|2.7.1;1.1.1|3.1.3;1.1.1|3.1.3;1.1.1|3.1.3;1.1.1|3.1.3;1.1.1|3.1.7;1.1.1|2.7.6;1.1.1|2.7.1;1.1.1|2.7.7;1.1.1|2.7.7;1.1.1|2.7.1;1.1.1|2.7.1;1.1.1|3.1.3;1.1.1|2.5.1;1.1.1|2.7.1;1.1.1|3.1.3;1.1.1|2.7.1;1.1.1|2.7.1;1.1.1|2.7.1;1.1.1|3.1.3;1.1.1|2.7.1;1.1.1|3.1.3;1.1.1|2.7.8;1.1.1|2.7.1;1.1.1|2.7.1;1.1.1|2.7.1;1.1.1|2.7.1;5.3.1|3.1.3;2.3.3|3.1.3;1.1.1|3.1.3;2.7.7;2.7.1;3.1.3;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.6;2.7.1;2.7.1;2.7.8;4.2.3;2.7.1;2.4.1;3.6.1;3.1.3;3.1.3;2.7.1,1.1.1,1.1.1.259
207,2.6.1.107|2.6.1.57;2.6.1.42|2.6.1.6;2.6.1.72;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.58|2.6.1.9,2.6.1,,2.6.1;3.5.99;2.3.1;1.1.99;5.4.99,2.6.1|4.2.3;1.4.1|3.1.7|4.1.1|1.4.3;1.4.3|4.1.99|3.1.7|1.4.1;4.3.1|4.1.99|1.4.9;1.4.99|4.3.3;1.4.7;1.4.9|1.4.2;1.4.2|4.3.1;1.13.12;1.4.5|4.1.1;4.1.1|1.14.11;1.14.11|2.-.-;2.-.-|2.4.2;1.4.5,1.4.99|4.2.1|1.4.1;1.4.1|1.11.1|2.6.1;1.4.1|1.11.1|2.6.1;1.4.3|1.1.1|2.6.1;2.6.1|1.1.1|1.5.1;1.4.1|4.4.1;1.4.3;1.4.3;1.4.1;1.5.1;1.4.1;4.4.1;4.4.1;2.6.1;2.6.1;1.4.3;1.4.3;2.6.1;1.4.1;1.4.1;1.4.99;2.6.1;1.4.1;4.4.1;4.4.1;4.4.1;1.4.3;4.3.1,2.6.1,2.6.1.107
208,2.7.1.87;2.7.1.72;2.3.1.193;6.3.2.25;6.3.1.14|6.3.2.22;6.3.2.29;6.3.2.60|6.3.2.M4;6.3.2.43;6.3.4.14;6.3.4.14|6.4.1.1;6.3.4.3,2.7.1,,2.7.1;2.7.4;6.4.1;2.7.11;1.14.14,2.7.1;3.1.3;2.7.8;3.6.1;3.1.4;2.7.4;2.7.11;2.7.7;3.6.3;3.1.7;2.7.6;4.6.1;2.7.2;2.7.3;3.2.1;3.6.4;2.7.9;2.6.-;2.7.-;2.7.13;3.6.5;2.4.1;5.1.3;4.2.3;3.1.5;2.7.99;2.7.12;4.1.1;2.7.10;1.3.7;1.18.6;1.19.6;3.-.-,2.7.1|3.2.2|5.3.1;2.7.1|3.2.2|5.3.1;2.7.1|3.2.2|5.3.1;2.7.1|2.4.2|4.2.2;3.1.3|3.2.2|5.3.1;3.1.3|3.2.2|5.3.1;3.1.3|2.4.2|5.3.1;3.1.3|2.4.1|5.3.1;3.1.3|3.2.2|5.3.1;2.7.1|2.4.2|5.3.1;2.7.1|2.4.2|5.3.1;2.7.1|3.2.2|5.3.1;2.7.1|2.4.2|2.6.1;2.7.1|2.4.2|5.1.3;2.7.1|2.7.8|4.2.3;3.1.3|2.4.2|1.1.1;2.7.1|3.2.2|5.3.99;2.7.1|2.4.2|1.1.1;2.7.1|2.4.2|1.14.20;3.1.3|2.4.2|5.5.1;3.1.3|2.4.2|5.3.99;2.7.1|2.4.2|4.1.99;2.7.8|2.4.2|5.1.3;3.1.3|2.4.2|1.1.1;2.7.1|2.4.2|1.1.1;2.7.1|2.4.2|4.2.1;3.1.3|3.2.2|5.3.3;3.1.3|2.4.1|4.2.1;3.1.3|2.4.2|4.2.3;2.7.1|2.4.2|5.4.4;2.7.1|3.2.2|4.2.2;3.1.3|2.4.2|1.3.2;2.7.1|3.2.2|1.1.3;2.7.1|3.2.2|4.3.1;3.1.3|2.4.2|4.2.1;3.1.3|2.4.2|4.2.99;2.7.1|2.4.2|4.2.3;2.7.1|3.2.2|1.1.3;2.7.1|3.2.2|5.4.99;2.7.7|2.4.1|1.14.13;2.7.1|2.4.1|2.6.1;2.7.1|2.4.2|5.3.1;2.7.1|2.4.1|1.14.11;3.1.3|2.4.2|1.14.14;2.7.1|2.4.1|4.2.3;2.7.1|2.4.1|1.14.13;2.7.1|2.4.1|4.2.1;2.7.7|2.4.1|5.3.3;2.7.8|2.4.1|1.1.1;3.6.1|2.4.1|1.10.99;2.4.1|1.10.99;2.7.7|2.4.1|4.2.1;2.7.1|2.4.1|1.14.11;2.7.6|2.4.1|4.1.1;2.7.1|2.4.1|1.14.13;2.7.1|2.4.1|4.2.1;3.1.3|2.4.1|1.14.14;2.7.1|2.4.1|1.14.14;2.7.1|2.4.1|1.14.13;2.7.1|2.4.1|1.14.13;2.4.1|1.10.3;2.4.1|1.14.13;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.2;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;4.2.2,2.7.1,2.7.1.87
209,2.1.1.159|2.1.1.160;1.14.13.178;2.1.1.349;2.1.1|2.1.1.374;2.1.1.137;2.1.1.53;2.1.1.129;5.3.3.5;2.1.1.85;2.1.1.343;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60,2.1.1,,2.1.1;2.3.1;2.5.1;2.6.1;6.2.1,1.13.12|2.1.1;2.1.1|1.14.14;1.14.13|3.1.1;1.14.14|2.3.1;1.11.1|1.5.3;1.14.99|1.14.11;1.5.8;2.-.-;1.16.1;1.14.99;1.14.13;1.2.7;1.5.99;3.7.1,1.13.12|1.17.3|2.5.1;1.13.12|1.1.1|2.3.1;1.13.12|3.5.4;1.13.12|1.17.1;2.1.1|6.3.5;2.4.2|6.3.5;2.4.2|1.1.1;2.4.2|1.17.1;2.4.2|1.17.3;2.4.2,2.1.1,2.1.1.160
21,1.3.1.42;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39|2.3.1.86;1.1.1.184,1.3.1,1.1.1.1;2.3.1.85;1.2.1.3;1.3.1.20;1.17.1.4;5.3.3.1;4.1.1.56;1.1.3.27;5.4.99.3;1.1.99.9;1.4.3.5;1.1.5.4;4.2.1.155,1.3.1;1.1.1;1.6.5;1.18.1;5.3.3,1.3.1;1.3.3|1.3.99;1.3.8|1.5.1;2.3.1|1.3.8;1.3.99|5.3.3;1.1.-|1.3.3;1.5.1|1.14.11;1.14.12|2.3.1;1.3.7|1.1.1;1.3.5;5.2.1;5.3.2;5.3.1;1.3.7;1.4.3;1.5.99;1.14.21;5.1.3;1.5.3;1.10.3;1.6.5;1.3.-;2.5.1;1.1.3;1.5.-;1.6.99;4.1.1;1.4.1;1.11.1;1.1.-;5.3.99;1.17.99;1.12.98;1.6.1;1.3.2;1.6.3;1.10.9;1.14.99;1.14.13;1.14.14;5.1.1;3.1.3;1.14.12;1.14.-;5.5.1;1.7.1;1.8.5;1.3.98,1.3.1|4.2.3|1.-.-;1.1.1|4.2.3|1.-.-;1.1.1|4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3|1.-.-;4.2.3;1.3.1|4.2.3;4.1.99|4.2.3;4.2.3|4.1.99;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3|4.2.2;4.2.3;4.2.3;4.2.3;2.5.1|4.2.3;4.2.3;4.2.3;4.2.3|1.3.1;4.2.3;4.2.3|2.5.1;2.5.1|4.2.3;2.5.1|4.2.3;1.14.13|4.3.3;1.14.13|2.5.1;4.2.3|2.5.1;4.3.3|4.2.3;4.1.99|4.2.3;4.2.3;1.14.14|4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;1.10.99|4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;1.14.13|4.2.3;4.2.3;1.10.99|4.2.3;1.14.13|4.2.3;4.1.99|3.1.7;4.2.3|1.14.-;1.10.99;3.1.7;1.14.14;1.14.14;1.14.13;1.14.14;1.14.-;2.6.1;4.2.1;1.14.13;2.6.1;5.3.1;1.14.13;1.14.13;4.2.1;4.2.1,1.3.1;1.1.1,1.3.1.42
210,5.3.3.8;1.3.1.124;1.3.1.34;1.3.3.6;1.3.1.8,5.3.3,2.1.1.72;2.1.2.3;2.3.1.101;2.8.4.4;2.1.3.2,5.3.3;4.2.1;1.3.1;2.5.1;1.3.3,1.3.1;1.3.99;1.3.8;5.3.3;1.3.3;2.3.1;1.14.11;1.3.5;1.3.-;1.14.21;1.17.99;1.1.-;1.1.1;1.14.99;1.14.-;5.2.1;5.5.1;1.14.14;1.14.12;1.3.7;1.3.98,5.3.3;5.3.3;1.3.1;1.3.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1,5.3.3,5.3.3.8
211,3.1.3.89;3.1.3.34;4.2.3.-|4.2.3.124;4.2.3.2;4.2.3.3,3.1.3,3.1.3.89;3.1.1.33;3.1.4.3;4.2.3.1;3.1.6.3;3.6.1.7;3.1.5.1;3.11.1.3;4.6.1.13;3.2.1.42;2.4.1.17;3.1.2.31;3.1.7.6;5.1.3.14;2.3.1.85;4.2.1.155;3.7.1.8,3.1.3;4.2.3;3.1.4;3.6.1;5.4.2,2.7.1|3.1.4;3.1.3|6.5.1;3.6.1|4.6.1;2.7.8;2.7.4;2.7.7;3.6.3;2.7.11;3.1.4;2.7.2;2.7.6;2.7.3;3.6.4;3.1.7;4.6.1;2.7.9;3.6.5;3.2.1;2.7.12;2.7.13;2.6.-;2.7.-;4.1.1;2.7.10;1.3.7;1.18.6;4.2.3;3.1.5;2.7.99;2.4.1;5.1.3;1.19.6;3.-.-,2.7.1|4.2.3;2.7.1|2.5.1;2.7.1|2.5.1;2.7.1|1.3.1;2.7.1|2.5.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;3.1.3;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;3.1.5;2.7.8,5.4.2;3.1.3,3.1.3.33
212,1.13.11.2;1.13.11.16;1.13.11.-|1.13.11.1|1.13.11.M6;1.13.11.39;1.13.11.25|1.13.11.39;1.13.11.15;1.13.11.37;1.13.11.3;1.13.11.57|1.13.11.8;1.13.11.-|1.13.11.29;1.13.11.66;1.13.11.64;1.13.11.4,1.13.11,,1.13.11;5.3.2;1.3.3;1.3.99;1.3.1,1.13.11;1.14.99;1.13.-;1.14.13;3.7.1;2.8.1;1.8.1;1.8.99;1.8.7,1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11,1.13.11,1.13.11.35
