Reaction name,SIMMER pred
R00049,3.2.1
R02047,1.1.1
R12528,3.2.1
R07342,3.1.1
R04112,3.5.1
R07299,5.3.1
R07091,
R06913,4.1.2
R13330,
R02837,2.3.1
R12028,3.5.4
R04866,2.1.1
R03613,3.6.1;2.7.1
R09242,1.14.19;1.1.1
R07022,1.5.1;1.1.1
R06367,6.2.1;2.3.1
R08400,2.5.1;4.2.3
R10103,1.4.3
R11722,5.3.1
R10857,5.3.2
R03361,2.7.1
R07343,3.1.4;3.1.3
R01406,3.6.1;2.7.1
R13027,
R10051,3.7.1;5.5.1
R09552,3.5.99
R04534,1.5.1;1.1.1
R04300,1.4.3
R03008,1.14.11
R03230,2.3.1
R01395,2.7.4;2.7.3
R02256,2.4.1
R11079,5.1.3
R12912,1.14.19;1.14.13;1.1.1
R09688,5.4.99
R13414,2.5.1
R11696,1.1.1
R11332,5.3.1;5.4.2
R01148,2.6.1
R00145,1.4.1;1.14.12;1.1.1
R11793,3.4.19
R00772,5.3.1
R01473,5.1.3
R12006,5.5.1
R12575,3.6.1;2.7.1
R00615,3.6.1
R03633,2.1.1
R09291,1.3.1;1.1.1
R08115,1.13.11
R04118,3.2.1
R07950,1.3.3;4.2.1
R13228,4.2.3
R08342,3.5.4
R09644,
R04238,
R12193,2.3.1
R07151,5.3.3;4.1.1
R05263,1.14.12;1.3.1;1.1.1
R01710,1.4.3
R03550,1.13.11
R10251,2.1.1
R11024,2.7.1
R13230,4.2.3
R13238,
R04598,1.3.1;1.1.1
R10836,2.4.2
R04390,1.3.1;1.5.1;1.1.1
R07977,
R01228,2.7.1
R02445,1.14.20
R02467,1.13.11
R11285,2.6.1
R02858,2.1.1
R12023,5.4.99
R04610,2.4.1
R08918,1.1.1
R11549,
R08658,3.1.3
R08626,
R13356,2.1.1
R08182,2.3.1
R04544,1.13.11
R05354,1.3.1;1.1.1
R03457,5.3.1
R10565,1.1.1
R00375,2.7.7
R05218,3.5.1;3.5.4
R12951,6.6.1
R08363,
R12363,4.2.3
R03443,1.2.1;1.14.13;1.1.1
R05531,3.2.1;2.4.1
R12977,3.1.1
R03870,3.5.2;3.5.1
R07437,1.1.1
R11780,2.1.1
R13256,6.4.1
R12400,1.1.1
R08139,
R04771,2.5.1
R09535,3.4.17
R12250,3.2.1
R13243,3.1.3
R11933,2.7.1
R10154,1.1.1
R05705,
R02003,2.5.1;4.2.3
R09975,4.2.3
R11395,2.6.1
R07886,2.3.1
R04863,5.3.1
R02148,3.1.4
R10855,1.2.3
R00295,1.5.1;1.3.1;1.1.1
R12702,
R03762,2.3.1
R03372,3.1.3
R09687,4.2.3
R10799,1.3.1;1.5.1;1.1.1
R02361,3.2.1
R07351,1.1.1
R07658,1.1.1
R11096,1.3.1;1.14.13;1.1.1
R08832,1.10.3
R10220,3.4.21
R06400,1.1.1
R12498,2.7.7
R10174,2.3.1
R01408,
R13446,1.1.1
R09562,
R10613,2.7.7
R07168,1.5.1
R02250,3.1.1
R03498,1.1.1
R05252,4.1.1
R11495,4.1.1
R10856,
R12295,2.4.2
R07919,2.1.1
R09674,3.1.1;3.5.1
R11192,2.1.1
R00703,1.17.1;1.14.12;1.1.1
R05328,2.4.1
R09600,5.1.3
R06731,6.2.1;6.3.2
R12631,5.1.3
R12863,2.5.1
R05305,1.1.1
R03021,1.2.1;1.1.1
R03962,1.5.1;1.1.1
R03810,3.5.4;3.5.1
R07225,1.13.11
R10464,2.7.7;2.4.1
R10008,4.2.3
R09781,2.4.1
R11180,3.1.3
R00058,
R05835,3.5.1
R10758,6.2.1;2.3.1
R07751,1.5.1;1.1.1
R09897,4.2.3
R09904,5.3.2;4.2.1
R07060,1.1.1
R02319,2.7.7;2.7.1
R07056,1.3.1;1.1.1
R06978,2.3.1
R03636,1.1.1
R02009,4.2.3
R07477,1.5.1;1.3.1;1.1.1
R11183,2.7.1
R08270,1.3.1;1.1.1
R10945,4.2.1
R04966,1.8.1;1.1.1
R08522,1.11.1
R07882,2.3.1
R00519,1.14.13;1.17.1;1.1.1
R03388,1.5.1
R10453,6.4.1
R07447,1.3.1;1.1.1
R11689,2.3.1
R09616,4.2.3
R09917,5.4.99
R08951,2.5.1
R01794,1.3.1;1.1.1
R03709,1.14.13;1.1.1
R08042,1.5.1;1.3.1;1.1.1
R09622,2.3.1
R02137,3.2.2
R10496,2.7.7
R08303,1.14.13;1.1.1
R08648,4.1.1
R02752,4.2.1
R02765,5.1.3
R00472,2.3.3;2.3.1
R09522,1.3.1;1.1.1
R04591,6.3.2
R03363,3.1.7;3.1.3
R03881,5.1.3
R02580,1.1.1
R10934,4.2.1
R02263,4.1.2
R03299,1.14.13;1.14.12;1.1.1
R06568,2.3.1
R08819,2.4.1
R01924,3.1.1
R09406,1.14.13;1.1.1
R04776,2.3.1
R08635,2.1.1;2.6.1
R07664,5.4.99
R12459,1.14.11
R03392,1.14.13;1.1.1
R09886,4.2.3
R12040,3.4.16;2.4.1
R00729,2.6.1
R02532,1.4.3
R11334,5.4.99
R11072,
R04601,1.14.13;1.1.1
R05651,3.11.1
R07201,1.1.1
R02506,1.2.1
R04961,1.5.1;1.1.1
R04192,2.3.1
R07156,1.17.1;1.1.1
R01470,3.1.4
R13032,1.21.1;1.1.1
R03863,1.2.1;1.1.1
R10960,2.3.1
R05723,
R11581,2.7.7
R01704,1.8.1;1.1.1
R04577,2.4.1
R10134,3.2.1
R10587,3.5.1
R06225,3.2.1
R03407,1.1.1
R04292,
R05878,1.5.1;1.1.1
R03873,4.1.1
R05446,
R06142,
R01215,
R08261,2.4.1
R02655,1.14.12;1.1.1
R06199,3.2.1
R07228,3.5.1
R02754,4.1.2;4.2.1
R01648,2.6.1
R05233,1.14.13;1.17.1;1.1.1
R03120,2.6.1
R07298,3.1.3
R00481,
R00401,5.1.3
R00181,3.5.4
R08384,
R13046,3.5.1
R05602,4.2.1
R03367,4.1.1
R01246,1.14.13;1.1.1
R02492,1.14.13;1.14.12;1.1.1
R03178,
R12900,5.4.99
R07757,2.3.1
R00774,2.7.3
R07798,3.1.4
R09973,4.2.3
R08085,1.5.1;1.8.1;1.1.1
R00361,1.10.3
R08743,2.3.1
R00875,1.1.1
R02505,2.3.1
R06528,
R01550,1.14.13;1.1.1
R11801,3.5.1
R09245,2.5.1
R13252,1.16.3
R10989,2.4.1
R00694,2.6.1
R05703,1.3.1;1.14.13;1.1.1
R01461,2.3.1
R11778,2.1.1
R10668,
R04522,4.5.1
R02109,3.2.1
R07140,1.3.1;1.1.1
R09147,5.1.3
R02763,4.1.1
R10610,
R11874,
R07782,3.5.99;3.5.1
R10974,2.8.3
R09850,2.7.1
R12932,2.3.1
R11325,3.1.1
R12799,
R08624,4.2.1;4.1.2
R11412,2.3.1
R02692,
R07404,6.3.4;6.3.2;2.7.1
R11805,1.14.13;1.1.1
R12574,3.1.4
R01928,2.4.1
R09713,5.4.99
R03199,5.4.99
R00737,4.3.1
R04189,3.5.3
R01770,3.2.2
R01558,6.2.1;2.3.1
R11416,2.1.1
R09534,2.4.1
R02303,2.7.7
R09229,5.5.1
R06637,2.3.1
R07035,
R00837,3.2.1;2.4.1
R03313,1.2.1;1.1.1
R06514,5.1.3
R10232,3.5.4
R05625,3.6.1;2.7.1
R13253,3.2.1
R05681,1.14.12;1.1.1
R05776,2.1.1
R07002,
R04529,2.6.1
R03406,1.1.1
R06377,1.1.1
R09184,1.13.11
R12262,2.1.1
R08007,2.4.1
R01669,2.1.2
R04818,1.1.1
R01523,2.7.1
R01074,6.3.4;2.7.7
R06903,4.1.99
R03726,2.5.1
R05414,1.3.1;1.14.13;1.1.1
R04457,
R00365,1.14.13;1.17.1;1.14.12;1.1.1
R12004,5.5.1
R09106,2.3.1
R02969,1.14.13;1.17.1;1.14.12;1.1.1
R13418,
R03944,2.7.1
R01290,4.4.1
R11672,2.6.1
R04072,2.4.1
R13355,3.5.4
R10171,2.3.1
R05336,2.8.3
R02911,2.3.1
R03557,1.14.13;1.1.1
R12311,2.7.1
R07972,1.3.1;1.1.1
R01874,4.3.1;4.4.1
R03977,3.5.1
R08231,2.4.2
R11107,1.14.13;1.1.1
R11724,1.1.1
R08694,3.2.1
R03067,2.5.1
R07287,3.1.4
R05035,2.1.1
R11956,2.5.1;2.1.2
R07050,1.5.1;1.1.1
R05674,2.1.1
R05265,
R11500,1.14.12;1.14.13;1.1.1
R01154,2.3.1
R04211,2.3.1
R06203,3.2.1
R10507,
R02589,1.14.12;1.1.1
R00709,1.1.1
R01085,3.7.1
R03238,2.7.1
R04678,1.1.1
R07527,2.1.1
R05798,2.3.1;3.2.1
R13199,5.3.1
R07038,1.13.11
R02235,1.5.1;1.1.1
R08086,1.14.13;1.1.1
R02514,1.14.13;1.1.1
R07932,2.4.1
R08529,3.1.4
R10163,1.5.1;1.1.1
R10564,2.3.1;2.8.3
R11210,
R00095,1.14.13;1.1.1
R10362,1.14.13;1.1.1
R07288,3.1.6;3.2.1
R00664,2.3.1
R13224,1.10.3
R02872,1.3.1
R07176,2.1.3
R07498,1.3.1;1.1.1
R03497,1.1.1
R04859,
R01747,1.14.13;1.1.1
R08617,4.2.3
R10297,2.4.1;3.2.1
R02300,4.3.1
R00527,2.5.1
R07998,1.1.1
R11341,1.3.1;1.1.1
R02921,2.7.7
R07251,1.1.1;1.2.1
R05654,1.3.1;1.1.1
R13399,2.4.2;2.4.1
R02665,1.13.11
R06826,2.4.2;2.4.1
R11705,
R00333,3.6.1
R10815,2.7.7
R05604,1.1.1
R02409,3.1.1
R09550,5.3.1
R04349,
R05396,1.5.1;1.1.1
R11156,1.5.1;1.14.13
R04512,3.2.1
R08533,2.4.1
R12151,4.1.99
R00440,2.4.2
R00262,2.6.1
R13178,3.2.1
R10579,3.2.1;2.4.1
R08044,1.14.12;1.1.1
R01142,1.14.12;1.14.13;1.1.1
R03828,2.7.7
R07966,1.3.1;1.1.1
R03721,2.1.1
R10530,3.2.1
R01262,3.5.1;3.4.19
R09353,1.3.1
R02613,1.4.3
R04523,1.14.13;1.1.1
R02313,1.5.1;1.1.1
R05789,3.1.3
R04660,2.4.1
R11463,3.3.2
R05156,1.14.12;1.1.1
R02421,2.4.1
R13367,
R02073,3.1.3
R00714,1.2.1;1.14.13;1.1.1
R12213,2.1.1
R04792,3.2.1;5.4.99
R09533,3.2.1
R05138,3.7.1
R00973,4.1.1
R02992,
R06499,2.4.1
R02931,2.1.1
R03275,5.4.3;4.3.1
R09746,
R07532,4.2.1;5.5.1
R13196,5.5.1
R08610,1.14.20;1.14.11
R04900,2.4.1
R03735,2.3.1
R04429,1.5.1;1.3.1;1.1.1
R12854,2.1.1
R02573,2.1.1
R08707,3.5.1
R02204,1.5.3
R01589,5.1.3
R05413,1.13.11
R11013,
R00702,5.5.1
R09834,3.2.1;2.4.1
R00844,1.3.1;1.1.1
R04388,2.7.3;2.7.1
R10982,1.1.1
R07043,5.4.4
R13287,5.3.2
R05600,4.2.1
R01030,3.1.4
R02358,2.4.1
R01682,4.1.1
R05294,1.14.12;1.1.1
R10717,1.1.1
R02118,2.4.1
R00767,2.7.1
R06278,1.13.11
R12789,3.6.1;2.7.1
R07214,1.14.17;1.14.11
R11173,3.1.3
R11099,3.5.99
R08356,1.8.1;1.3.1
R01627,4.2.1
R10396,4.2.1
R08614,3.2.1
R04230,2.7.1;6.3.2
R00319,
R09963,4.2.3
R09648,3.5.1
R01145,3.1.6
R06368,6.2.1;2.3.1
R12533,3.6.1
R04286,4.1.2
R06936,1.14.13;1.1.1
R07524,2.1.1
R09824,2.6.1
R01649,
R01349,2.1.1
R10651,2.1.1
R07389,3.1.4
R06770,2.4.1
R11344,1.10.3
R04805,1.5.1;1.1.1
R08568,2.2.1;4.1.2
R00964,2.7.1
R12671,3.5.1
R01562,3.1.4
R02712,3.5.1
R07277,3.5.2
R12916,2.4.1
R04356,2.3.1
R03688,4.2.1;5.3.1
R03821,1.8.1;1.3.1
R10231,3.5.4
R12252,1.1.1
R11400,2.7.1
R07773,2.1.1
R05167,3.5.1
R12822,
R06456,2.1.1
R05352,1.14.12;1.1.1
R00697,4.3.1;5.4.3
R00261,
R00193,3.5.4
R07307,3.5.4
R09174,4.1.2
R06909,1.14.12;1.3.1;1.1.1
R10055,1.23.5;5.3.99
R09758,2.4.1
R06461,3.2.1
R13371,3.1.3
R06885,
R06349,5.3.3
R01670,2.1.2
R01732,3.5.99
R06391,3.1.1
R00480,2.7.1
R00999,
R09877,3.6.1
R08894,2.4.1
R04345,5.5.1
R09777,1.14.13;1.1.1
R08219,3.3.2
R04398,2.1.1
R11316,
R02350,3.6.1
R07961,1.3.1;1.1.1
R03641,3.1.4;3.1.1
R09874,4.2.3
R05841,2.3.1
R11585,1.14.12;1.1.1
R11237,2.7.7
R09265,5.5.1
R11153,1.2.1;1.3.1;1.1.1
R08618,
R04100,5.3.3
R12101,
R01233,2.4.1
R13055,5.1.3
R13314,5.5.1
R13353,3.5.4
R03859,2.3.1
R02949,5.1.3
R11927,1.3.1;1.1.1
R11351,1.2.3
R09894,4.2.3
R05666,1.14.12;1.1.1
R04438,2.6.1
R09154,5.1.3
R09943,2.4.1
R08503,5.3.1;4.1.2
R10979,5.1.3
R03084,4.2.1
R01983,5.3.1
R12458,2.1.1
R09462,
R06018,2.4.1
R10443,3.6.1
R04127,2.4.1
R01895,1.1.1
R02836,1.1.1
R04783,3.2.1;2.4.1
R13408,1.2.1;1.1.1
R12011,2.1.1
R09949,3.5.1
R03675,5.3.3
R11259,3.5.1
R09358,4.2.1
R08822,2.4.1
R08584,
R13360,2.8.3
R10179,2.6.1
R01166,3.4.13;3.5.1
R02892,1.3.1;1.1.1
R04409,3.2.1
R05330,2.3.1
R05291,1.1.1
R11152,1.3.1;1.5.1
R05795,2.7.7
R12665,5.3.1;4.2.1
R03410,2.1.1
R06676,5.5.1
R00727,6.2.1;2.3.1
R00504,2.7.7;2.4.1
R06132,1.21.98
R12329,3.5.1
R08999,1.1.1
R04304,1.1.1
R06530,
R03739,4.1.1
R13317,6.4.1;6.3.2
R10120,1.1.1
R10285,
R03482,3.5.1
R03439,1.14.12;1.3.1;1.1.1
R12866,
R02821,
R05707,1.5.1;1.1.1
R01305,1.13.11
R11948,1.14.20;1.14.11
R07633,4.4.1;4.1.3
R00847,2.7.1
R04273,5.1.3
R03789,3.5.1
R09756,1.14.13;1.1.1
R10395,4.2.1
R12976,1.1.3
R07909,2.4.1;3.2.1
R04648,2.4.1
R03193,2.7.1
R12109,1.1.1;1.3.1
R10865,2.4.1
R04857,3.5.1;3.5.2
R11166,3.1.1;3.1.8
R02677,2.4.2;2.7.7;2.4.1
R05520,2.1.1
R12265,1.2.1;1.14.13;1.1.1
R02347,1.1.1
R05110,2.4.1
R05441,1.14.13;1.1.1
R07476,4.4.1
R07713,4.1.2
R08714,2.6.1
R03218,1.14.11
R00647,
R10814,3.6.1
R04182,2.4.1
R10597,
R01344,4.1.2
R06970,3.5.4
R04691,2.1.1
R00550,3.1.3
R08310,1.14.12;1.1.1
R04779,2.7.1
R00565,3.5.3
R09488,4.1.1
R05037,
R05050,1.2.1;1.1.1
R11046,5.1.3
R10291,2.4.2;2.4.1
R07906,3.1.1
R04882,1.1.1
R03349,1.14.13;1.1.1
R07928,2.3.1
R07062,3.1.1
R04119,
R00604,1.14.13;1.1.1
R04455,
R11959,2.4.1
R00854,2.4.1
R12749,3.1.3
R04260,5.3.3
R04090,3.1.2
R08098,5.1.3
R00619,2.7.1
R10295,2.4.1
R04234,2.6.1
R08343,5.1.3
R02334,3.1.6;3.2.1
R09681,4.2.3
R01073,2.4.2
R08190,2.3.1
R05000,2.5.1
R02189,3.1.3
R02944,1.1.1
R00956,2.7.7;2.4.1
R13401,6.3.2
R02749,5.4.2
R08654,4.4.1
R10537,2.7.1
R05432,1.1.1
R04606,2.4.1;2.3.1
R07711,1.14.13;1.1.1
R02627,2.1.1
R10040,3.2.1
R00044,3.1.8;3.1.1
R10199,2.1.1
R09555,1.14.13;1.3.1
R07278,
R09789,4.2.3
R13112,3.5.3
R00959,5.4.2
R00688,1.3.1;1.1.1
R05587,2.3.1
R04944,3.1.4
R05175,5.1.3
R01563,3.5.1;2.6.1
R00763,3.1.4;3.1.3
R01442,5.3.1;4.1.2
R12588,
R12619,
R00617,2.7.4;6.3.5
R02429,5.3.1;4.2.1
R09836,
R04673,5.5.1
R10401,3.1.1
R05318,5.1.3
R06345,
R02566,1.14.13;1.1.1
R09524,1.2.1
R12636,2.4.1
R11995,3.4.21
R00286,1.1.1
R08630,
R06851,1.14.13;1.1.1
R03223,2.5.1
R12864,6.3.2
R01658,4.2.3
R05311,1.3.1
R09487,4.1.99
R11653,3.5.4
R11513,4.2.1
R03970,3.4.11
R07636,2.7.7
R01535,2.4.2;2.4.1
R00765,3.5.99;5.3.1
R12564,3.2.1;2.4.1
R13182,2.1.1
R05389,5.3.2
R12996,5.1.3
R12602,
R01812,1.5.1;1.1.1
R08050,1.14.11
R12885,1.3.1;1.1.1
R04486,3.5.1
R01687,3.4.17;3.4.19
R08924,6.4.1
R12553,5.1.3
R03797,2.4.1
R07856,5.5.1
R05757,2.1.1
R03857,
R04957,3.1.1
R07416,6.2.1;2.3.1
R01965,2.7.1
R08636,1.1.1
R10182,2.7.7
R12747,3.6.1;2.7.1
R01416,3.5.3
R12202,2.3.1
R10881,2.5.1
R11326,4.2.3
R07058,1.2.1;1.1.1
R07575,2.4.1
R11426,1.5.1;1.1.1
R03246,1.13.11
R00092,1.14.13;1.1.1
R00045,1.13.11
R02534,2.1.1
R00373,2.6.1
R13141,1.5.3
R02800,1.3.1;1.1.1
R12695,2.7.1
R06357,1.1.1
R10590,2.3.1
R03900,1.14.13;1.1.1
R02179,2.4.1
R02412,2.7.1
R10493,4.2.3
R09076,1.5.3
R09793,2.5.1
R12427,5.1.3
R08229,2.4.2;3.2.1
R01992,3.4.13;3.5.1
R12802,
R02123,1.1.1
R08611,1.14.11
R11073,5.1.3
R09698,4.2.1
R09717,4.2.1
R04311,3.7.1;3.1.1
R01884,3.5.4
R12703,
R02545,1.3.1;1.1.1
R03448,3.5.2
R00660,3.2.1
R03073,5.1.3
R02508,3.5.1
R09613,2.1.1
R00722,5.1.3
R02908,1.4.3
R11972,2.4.1
R03471,2.7.1
R10009,2.5.1;4.2.3
R05226,3.5.1
R10785,1.1.1
R02065,2.5.1
R09791,2.1.1
R01630,1.14.19;1.14.13;1.1.1
R01724,6.3.4
R01018,2.7.1
R03222,
R02817,3.1.4
R08711,1.1.1
R13270,3.5.2
R07085,1.5.1;1.1.1
R08093,4.2.1
R05815,6.3.5
R01465,1.14.12;1.1.1
R10465,2.4.2;2.4.1
R04548,2.4.1
R05805,3.6.1
R08388,3.1.1
R04632,2.4.1
R08094,1.1.1
R08273,2.3.1
R10205,3.1.4;3.1.3
R07774,2.1.1
R07003,
R01823,3.2.1
R01332,3.2.1
R03163,5.3.1
R11565,4.2.1
R13248,
R12598,6.3.1
R12305,4.1.1
R03753,1.1.1
R03535,1.13.11
R07666,1.14.13;1.1.1
R02669,4.1.1
R06558,2.7.1
R09788,4.2.3
R03894,4.1.1
R02216,1.1.1
R12599,6.3.2
R12775,1.13.11
R09078,1.14.12;1.1.1
R05162,2.1.1
R11343,1.4.3
R09837,5.3.3
R12359,1.1.1
R07212,
R06942,4.2.1
R05790,3.1.3
R07448,
R10498,2.1.1
R02110,3.2.1
R02748,2.4.2
R12248,3.1.1
R06969,3.5.4
R03971,3.5.1
R04727,3.5.1
R02679,1.14.13;1.1.1
R00389,6.2.1;2.3.1
R01300,6.2.1;2.3.1
R04371,4.2.1
R09811,
R09240,1.14.19;1.1.1
R13388,3.5.1
R05142,3.2.1;2.4.1
R07100,2.5.1
R11225,5.4.99
R05355,1.14.13;1.14.12;1.1.1
R07959,1.3.1;1.1.1
R10876,3.2.1
R02107,3.5.1
R13246,3.1.3
R06243,
R04749,4.2.1
R10247,
R04034,3.1.1
R10533,4.2.3
R09382,2.7.7;2.4.1
R11866,4.2.1
R01431,1.1.1
R04972,4.1.1;4.99.1
R03899,
R11338,1.14.13;1.17.1;1.1.1
R02914,
R09192,
R05699,1.14.13;1.14.12;1.1.1
R04480,2.3.1
R06492,2.4.1
R10816,2.7.1
R08282,1.5.1;1.1.1
R04315,5.4.99
