Reaction ID,SelenzymeRF
R12339,2.4.1.361;2.4.1.32;2.4.1.270;2.4.1.132;2.4.1.123;2.4.1.252;2.4.1.348;2.7.7.69;2.4.1.251;2.4.1.214;2.4.1.13;2.4.1.68;2.4.1.18
R01113,2.6.1.57;3.1.2.6
R03987,2.8.2.15;2.8.2.24;2.8.2.1;2.8.2.14;2.8.2.36;6.3.5.9;2.8.2.-|2.8.2.38;2.4.1.17;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298
R09242,1.1.1.2|1.1.1.21;1.1.1.10;1.1.1.289;1.1.1.287;1.1.1.12|1.1.1.14;1.1.1.14|1.1.1.9;1.1.1.250;1.1.1.11;1.1.1.56;1.1.1.15;1.1.1.16;1.6.5.2
R12392,2.3.1.272;3.7.1.24|3.7.1.n;4.2.1.154;1.11.1.16;1.14.19.69;2.5.1.-|2.5.1.136;1.1.1.252;1.10.3.9
R11862,6.3.1.9;2.3.2.4|4.3.2.9;3.5.1.130|3.5.1.ai;2.3.2.2;2.3.2.19;3.4.13.18|3.4.13.4;3.5.1.12;2.6.1.57;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;4.1.1.95;1.8.1.12;2.6.1.-|2.6.1.11
R09990,1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.2.1.50;1.8.1.9
R05132,2.7.1.-|2.7.1.69;2.7.1.205;2.7.1.207;2.7.1.199;2.7.1.204;2.7.1.195;2.7.1.211;2.7.1.208|2.7.1.69;2.7.1.201|2.7.1.69;2.7.1.191|2.7.1.69;2.7.1.196;2.7.3.9;3.9.1.3;2.7.1.193|2.7.1.69;5.4.2.2
R03667,1.1.1.233;1.1.1.36;1.1.1.330;1.3.1.93;1.1.1.21;1.1.1.100;1.2.1.106
R12665,5.3.1.36;1.1.1.421;5.3.1.5;5.3.1.14;5.3.1.15
R12003,5.3.3.22;1.14.13.90;1.14.13.129;5.2.1.-|5.2.1.14;1.13.11.75;1.14.99.63;1.10.99.3|1.23.5.1;1.14.15.21;1.13.11.84;1.14.14.158;2.4.1.276;1.14.15.24;1.13.11.71|1.14.99.-|1.14.99.n4;1.13.11.65;5.3.99.8;5.5.1.18;1.3.99.39;1.3.99.40;5.5.1.19;1.13.11.63;5.2.1.-|5.2.1.13
R06067,2.4.1.19;3.2.1.147;1.14.14.1
R12640,6.2.1.65;6.3.2.14;6.2.1.2;2.7.7.58;4.6.1.2;6.3.2.39;6.2.1.50;6.3.2.40;3.6.1.21;2.7.7.97;2.7.7.27
R12443,2.1.1|2.1.1.163
R08628,2.3.3.-|2.3.3.17;4.2.1.114;4.2.1.3;2.6.1.88;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86
R13239,1.1.99.37;1.1.2.7;1.14.14.1
R05230,3.1.1.41|3.5.2.6
R05721,1.14.19.56;1.97.1.1;1.14.19.9;1.14.19.58;1.14.19.59;1.14.19.60;1.14.19.49;1.14.20.14;1.14.20.15;1.14.12.17;1.13.11.73;1.13.11.78;1.14.11.49;1.13.11.89;1.13.11.90;1.4.3.19|1.4.3.2|1.4.3.3;1.1.3.15|1.2.3.5
R09646,3.5.1.97;3.5.1.114;3.5.1.133;3.1.1.3|3.1.1.79
R05658,1.14.-.-|1.14.12.-|1.14.12.12|1.14.13;3.3.2.9;1.14.14.109;2.4.1.239;3.3.2.10;3.5.1.79;2.3.1.72;2.5.1.18
R12211,2.3.1.251;2.3.1.135;2.7.8.43;2.7.8.42;2.4.2.43;2.3.1.62;2.7.8.2
R08545,2.5.1.20;2.5.1.39
R09634,2.4.1.250;2.4.1.123;2.4.1.212;2.4.1.-|2.4.1.301;2.4.1.361;2.4.1.187;2.4.1.239;2.4.1|2.4.1.297;2.4.1.272;2.4.1.365;2.4.1.-|2.4.1.283;2.4.1.356;2.4.1.-|2.4.1.285;2.4.2.27;2.4.1.180
R02602,4.1.1.77;4.1.1.68;4.1.1.90;2.3.1.180
R12383,2.4.1.364|2.4.1.dt;2.4.1.368|2.4.1.dx;3.2.1.191;2.4.1.363;2.4.1.17;2.4.1.367;3.2.1.193;2.4.1.350;2.4.1.366|2.4.1.367|2.4.1.dv;2.4.1.173;2.4.1.192;2.4.1.210;2.4.1.90;2.4.1.38|2.4.1.90
R11718,3.1.3.1;4.1.2.19;2.2.1.1
R12802,1.14.15.3;1.14.14.177|1.14.14.80;5.3.1.35;1.1.1.421;2.3.1.42;4.1.2.40
R09244,2.5.1.89;2.5.1.-|2.5.1.31;2.4.2.43;1.3.7.11;5.5.1.-|5.5.1.18;2.5.1.103|2.5.1.21|2.5.1.96
R07780,4.2.1.84;1.14.13.50|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8
R08692,2.7.4.6
R09672,3.2.1.169;3.2.1.97;3.2.1.49;3.2.1.50;3.2.1.52
R10731,1.14.14.15;1.14.19.56;1.14.19.9;1.14.14.13;1.14.14.3;1.14.14.46;1.1.99.31;1.14.14.5;1.3.8.2;1.3.8.1|1.3.8.4|1.3.8.7;1.1.99.21;1.14.14.8;1.14.14.9;1.14.14.28;1.14.14.172;1.14.14.173;1.16.8.1;1.14.14.27;1.14.14.11
R07688,1.14.14.1
R07122,3.3.2.-|3.3.2.10;4.1.3.3;1.14.18.4;1.14.19.25;3.2.1.113;5.1.3.14
R11013,1.14.99.50|1.14.99.51;1.4.3.13;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.3.3.16;1.1.3.30;1.1.3.15
R11941,3.6.1.5;2.7.3.13;6.3.5.9;6.3.5.11;6.3.5.-|6.3.5.13;6.3.5.10;6.3.4.2
R01092,5.4.2.2;2.7.1.2|2.7.1.6
R12117,2.3.1.-|2.3.1.74;2.3.1.156;2.3.1.151;2.3.1.159|2.3.1.74;2.3.1.95
R05283,1.1.1.2;1.1.1|1.1.1.-|1.1.1.1|1.1.1.2|1.1.1.21
R02421,3.6.1.21;2.4.1.245;2.4.1.118;6.3.5.9;3.2.2.19;3.2.2.24;2.4.1.266;2.3.1.198;2.3.1.15
R00391,2.3.1|2.3.1.-|2.3.1.16
R01293,1.2.1.28|1.2.1.64|1.2.1.96;1.6.5.4;1.2.1.5;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R06963,5.5.1.-|5.5.1.18;2.1.1.210;5.5.1.-|5.5.1.19;2.5.1|2.5.1.32|5.5.1.19;4.2.1.131;1.3.99.27;2.4.1.8|3.2.1.20|4.2.1.131;1.3.8.2;1.3.1.96|2.5.1.21
R03858,2.3.1.16
R00155,2.7.4.8
R02003,2.5.1.20;2.5.1.-|2.5.1.31;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.89;5.5.1.-|5.5.1.18;2.5.1.39
R02880,1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.4.3.4
R12457,1.14.13.131;1.1.1.37
R05569,3.8.1.8;3.5.4.26;3.5.4.45|3.5.99.-;3.5.4.25
R11869,2.5.1.89;2.5.1.20;2.5.1.-|2.5.1.31;1.3.1.96|2.5.1.21;2.5.1.103|2.5.1.21|2.5.1.96;1.3.7.11;5.5.1.19
R12392,2.3.1.272;3.7.1.24|3.7.1.n;4.2.1.154;1.11.1.16;1.14.19.69;2.5.1.-|2.5.1.136;1.1.1.252;1.10.3.9
R05341,5.5.1.19;2.5.1|2.5.1.32|5.5.1.19;5.2.1.-|5.2.1.13;2.4.1.8|3.2.1.20|4.2.1.131;1.3.5.6;5.5.1.18;1.3.99.39;4.2.1.131;2.5.1.150|2.5.1.cc;2.5.1.149;1.3.99.40;5.2.1.-|5.2.1.14;1.3.5.6|1.3.99.26|1.3.99.30|1.3.99.31;1.14.15.9;1.13.11.75;1.3.99.27;1.3.8.2
R02533,2.1.1.6;2.1.1.77
R01132,2.4.2.8;2.4.2.1|2.4.2.15|2.4.2.28
R02697,
R07711,1.14.13.87;1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.21;1.14.13.2|1.14.13.33;1.14.13.84;1.14.14.43|1.14.14.45;1.14.13.240;1.14.13.88
R11517,2.5.1.133;2.5.1.62;3.1.1.14;4.2.3.50;2.5.1.87;2.5.1.42;2.5.1.41
R00659,2.7.1.40;2.7.4.6
R08184,2.3.1.41;2.3.1.301;6.2.1.3;2.3.1.198;2.3.1.207;2.3.1.50
R10090,6.3.2.39;3.6.1.5;6.3.2.38;6.3.2.57|6.3.2.af;6.3.2.14;6.3.2.2|6.3.2.3
R05444,1.14.13.69;1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3
R00637,1.2.3.1;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.17.3.2;1.4.3.21|1.4.3.22
R00708,
R11081,5.1.3.35;2.7.1.188;5.1.3.33;4.2.3.152;4.2.3.155;2.7.1.206|2.7.1.69;2.7.1.3;2.7.1.3|2.7.1.4;3.1.3.2
R06610,1.1.1.234;1.1.1.219;1.6.5.2
R12360,1.14.13.26;1.14.13.25;1.14.12.-|1.14.12.26;1.14.12.18;1.14.12.12;1.14.12.10;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.345;1.1.1.337|1.1.1.375
R12859,2.7.8.13
R01647,4.1.2|4.1.2.-|4.1.2.52;2.7.3.9;2.7.1.40
R05372,1.2.1.3;2.8.3.9;1.2.3.1
R02737,2.4.1.15;2.4.1.36;2.4.1.347;2.4.1.245;2.4.1.216;2.4.1.64;2.4.1.231;3.2.1.85;5.4.99.16;2.4.1.22
R00629,2.3.1.75;1.1.1.71;3.2.1.85;3.1.6.1;3.1.1.117;3.2.1.146;3.2.1.21
R08276,1.14.14.-|1.14.14.1
R03032,1.1.1.124|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8
R12420,1.3.3.6;1.4.3.13;1.6.3.1;1.1.3.15;1.3.3.16;1.4.3.3;1.2.3.1
R02789,2.4.1.149;2.4.1.87;2.4.1.-|2.4.1.285;2.4.1.250;2.4.1.-|2.4.1.283;2.4.1.306;2.7.1.69;2.4.1.-|2.4.1.290;2.4.1.-|2.4.1.301;2.4.99.1;2.4.1.212;3.2.1.74;2.4.1.22;3.2.1.4
R07923,2.4.1.238;2.4.1.-|2.4.1.298;2.4.1.35;2.4.1.238|2.4.1.249;2.4.1.357;2.4.1.126;2.4.1.91;2.4.1.115;2.4.1.237;2.4.1.-|2.4.1.286;2.4.1.234;2.4.1.294;2.4.1.271;2.4.1.17;2.4.1.309;2.4.1.185;2.4.1.297;2.4.1.-|2.4.1.293;2.4.1.253;2.4.1.136;2.4.1.14
R13202,2.7.1.105;2.7.1.40;2.7.1.1
R09897,4.2.3.13;4.2.3.97;4.2.3.67;2.5.1.20;4.2.3.77;4.2.3.75;4.2.3.62;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88;2.5.1.87;4.2.3.-|4.2.3.162;4.2.3.-|4.2.3.125;4.2.3.92;4.2.3.-|4.2.3.126;4.2.3.143;4.2.3.166;4.2.3.-|4.2.3.127;4.2.3.-|4.2.3.128;4.2.3.-|4.2.3.133;4.2.3.173;4.2.3.24;4.2.3.64;4.2.3.93;4.2.3.88;4.2.3.98;4.2.3.170;4.2.3.175;4.2.3.182;4.2.3.87;4.2.3.179;3.1.7.7|4.2.3.194;4.2.3.165;4.2.3.72;4.2.3.7;4.2.3.139;4.2.3.204;4.2.3|4.2.3.-|4.2.3.56;4.2.3.171;2.5.1.58
R06885,2.4.1.17;1.8.5.2;1.1.5.4;1.1.5.8;1.10.99.2
R08632,2.5.1.48;4.4.1.1|4.4.1.3;4.2.1.22;2.6.1.7;4.4.1.11;4.4.1.13|4.4.1.3;4.4.1.21
R07149,1.1.1.417;1.1.1.170;1.1.1.170|1.1.1.418;1.6.3.2;1.14.18.9;1.14.13.246;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.4.1.27;5.3.3.1
R00865,1.1.1.138;1.1.1.12|1.1.1.14;1.1.1.15;1.1.1.11|1.1.1.67;1.1.99.28;1.1.1.140|1.1.1.17;1.1.1.251
R00361,1.1.5.4;1.1.1.299;1.1.3.15
R04218,2.5.1.32;2.5.1.96;1.3.1.96|2.5.1.21;2.5.1.148;2.5.1.103|2.5.1.21|2.5.1.96;1.3.5.5;4.2.3.156;1.3.1.97;2.5.1.89;2.5.1.31
R12348,3.1.1|3.1.1.-|3.1.1.17;2.7.8.11;2.4.1.87;3.1.4.43|4.6.1.13;2.3.1.92;3.2.1.175;5.3.1.28
R13247,1.13.11.38;1.14.12|1.14.12.12;1.13.11.15;1.14.12.-|1.14.12.26;1.14.14.1
R08182,2.3.1.301;2.3.1.207;6.2.1.3;2.3.1.41;2.3.1.23
R12795,3.1.1.26;3.1.1.111|3.1.1.32;3.1.1.4
R09781,2.4.2.43;2.7.4.29;2.4.1.54;2.4.2.53|2.7.8.30;2.7.1.66;2.7.8.31;2.7.8.6;2.7.8.33;2.7.8.40;3.6.1.27
R11265,1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R11377,1.3.5.3;1.14.19.50;1.10.3.4;1.11.1.16;1.1.99.18;1.14.14.1
R04317,2.5.1.78
R08838,1.14.12.10;1.14.14.43|1.14.14.45;1.14.13.240;1.14.13.8;1.14.13.2|1.14.13.33;1.14.13.84;1.14.14.91;1.14.13.223;1.14.12.23;1.14.14.1
R07379,3.1.1.4
R04317,2.5.1.78
R07359,1.3.1.10;1.1.1.100;1.3.1.93;1.1.1.330;1.1.1.36;1.2.1.95;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39
R12488,4.2.1.17;4.2.1.-|4.2.1.134
R12141,1.6.5.4;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R07640,3.6.1.5;6.5.1.3;2.7.1.20|2.7.1.74;3.6.1.62;2.7.4.3
R11629,6.3.5.9;3.6.1.21|3.6.1.9
R02119,2.4.2.40;2.4.2.51;2.4.1.159;2.4.1.17;2.4.1.-|2.4.1.118;2.4.1.111;2.4.1.35;2.4.1.91;2.4.1.170;2.4.1.63;2.4.1.210;2.4.1.236;2.4.1.87;2.4.1.239;2.4.1.15
R00952,2.4.1.20;2.4.1.8;2.4.1.281;2.4.1.320;2.4.1.279;2.4.1.31;4.2.2.13;3.2.1.74;2.4.1.25;2.4.1.230;3.2.1.20;3.2.1.20|3.2.1.3
R05574,3.5.4.15;3.5.4.-|3.5.4.26;6.3.4.1|6.3.5.2
R10514,1.2.1.18;2.3.1.180
R00483,3.5.1.1;6.3.5.4;3.5.1.3;3.6.1.5;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
R10296,2.4.1.300;2.4.1.299;2.4.1.170;2.4.1.35;2.4.1.111;2.4.1.91;2.4.1.-|2.4.1.298;5.5.1.7;2.4.1|2.4.1.297;2.4.2.51;2.3.1.153;2.4.1.230;3.2.1.74;2.3.1.241;2.3.1.172;3.2.1.21
R02601,2.6.1.57;4.1.1.77;2.3.1.-|2.3.1.85|2.3.1.86|4.2.1.58|4.2.1.59
R02268,5.3.99.5;1.1.1|1.1.1.-|1.1.1.188;1.11.1.20;5.3.99.2|5.3.99.3|5.3.99.4;1.14.99.1;1.14.14.1
R03567,4.1.1.52;4.1.1.103;4.1.1.55;1.14.13.1;4.1.1.74;2.3.1.165;2.5.1.74;4.1.1.83;1.3.1.25;1.14.12.13;4.1.1.98
R04548,2.4.1.37;3.2.1.49;2.4.1.87;2.4.1.-|2.4.1.301;2.4.1.22;2.4.1.38|2.4.1.90;2.4.1.338;2.4.1.239;2.4.1.-|2.4.1.284;2.4.1.245;2.4.1.-|2.4.1.297;2.4.1.230;2.4.1.351;3.2.1.102;2.4.1.15
R04182,3.2.1.49;3.2.1.52
R04020,4.2.1.84;3.5.1.-|3.5.1.4;3.5.5.1;6.2.1.13;3.2.1.147;2.6.1.7;3.4.11.17
R00209,1.1.1.36;1.1.1.211|1.1.1.35
R02580,1.1.1.141;1.1.1.141|1.1.1.196;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R10007,4.2.3.-|4.2.3.128;2.5.1.20;4.2.3.67;4.2.3.175;4.2.3.170;4.2.3.-|4.2.3.127;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88;2.5.1.87;4.2.3.77;4.2.3.62;4.2.3.172;4.2.3.133;4.2.3.75;4.2.3.165;4.2.3.64;4.2.3.24;3.1.7.7|4.2.3.194;4.2.3.56|4.2.3.58;4.2.3.7;4.2.3.92;4.2.3.-|4.2.3.126;4.2.3.96;4.2.3.87;4.2.3.68;4.2.3.184;4.2.3.204;4.2.3.98;4.2.3.73;4.2.3.171;4.2.3.191;4.2.3.198|4.2.3.66;4.2.3.50;4.2.3.80;4.2.3.37;4.2.3.-|4.2.3.162;4.2.3.88
R12157,2.1.1.349;2.1.1.159|2.1.1.160;2.1.1.85;2.1.1.158;2.1.1.98;2.1.1.77
R10451,2.1.1.277;2.1.1.274;2.1.1.6|2.1.1.68;2.1.1.50;2.1.1|2.1.1.163
R09628,2.5.1.20;2.7.7.91;2.5.1.103|2.5.1.21|2.5.1.96;5.5.1.-|5.5.1.18;5.5.1.19;2.5.1.89;2.5.1.-|2.5.1.31
R09947,3.5.1.110;2.1.3.3|6.3.5.5
R09792,2.1.1.155|2.1.1.231;2.1.1.212;2.1.1.46;2.1.1.146;2.1.1.279;2.1.1.155|2.1.1.75;2.1.1.339;2.1.1.38;2.1.1.232;2.1.1.150;2.1.1.42;2.1.1.4;2.1.1.240;2.1.1.302;2.1.1.270;2.1.1.241;2.1.1.94;2.1.1.293;2.1.1|2.1.1.163
R11495,1.1.1|1.6.5.2|1.8.1.15|1.8.1.9
R05197,6.3.2.17;6.3.2.32;3.6.1.5;6.3.2.12|6.3.2.17;2.7.1.40
R12729,2.3.1.244;2.3.1.161;2.3.1.111;2.3.1.252;2.3.1.221;2.3.1.-|2.3.1.235;2.3.1.40;2.3.1.51;2.3.1.179|2.3.1.41
R11775,3.6.1.5;6.1.3.1;6.3.2.14;3.6.1.21;2.7.1.20|2.7.1.74;6.3.2.39;2.7.4.3
R11565,4.2.1.106;1.3.8.1;1.1.1.36;4.2.1.17;4.2.1.-|4.2.1.134
R03286,2.7.1.40;3.6.1.5;3.1.2.6
R12086,2.3.1.270;2.3.1.40;2.3.1.51;2.3.2.30;2.3.1.179|2.3.1.41
R09796,3.1.2.6
R03886,1.1.1.66;1.1.1.1
R11925,2.3.1.-|2.3.1.179|2.3.1.199|2.3.1.41;2.3.1.85|3.1.2.14
R11602,2.5.1.138;2.5.1.139;2.5.1.39
R04225,1.2.5.3;1.14.14.42;4.1.1.1|4.1.1.7;1.2.99.2;1.2.7.4;4.1.1.77;1.1.1.417;4.1.1.17;4.1.1.-|4.1.1.96;4.1.1.72;4.1.1.68
R08945,1.1.1.239|1.1.1.62;1.6.5.4;1.1.1.210|1.1.1.239|1.1.1.357|1.1.1.51|1.1.1.62|1.1.1.63;1.1.1.209;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R08197,2.6.1.7;2.6.1.2;2.6.1.66;2.6.1.84;2.6.1.44;4.1.99.1|4.4.1.1|4.4.1.3
R10208,3.3.2.10;3.8.1.3;6.2.1.20;1.2.1.48;6.2.1.19;1.1.99.14;2.2.1.3;1.1.1.1|1.1.1.90
R11607,2.8.3.5;4.2.1.17;4.2.1.-|4.2.1.134
R00794,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17;1.6.5.4
R04104,5.1.3.19;2.8.2.17;2.8.2.5;2.8.2.35;2.8.2.33;5.1.3.17;2.4.1.69;2.4.1.308;3.2.1.111;2.4.99.2;2.4.99.4;2.4.1.122;2.4.1.86;2.4.1.102;2.4.1.65;2.4.1.175;2.4.1.226;2.4.99.3;2.4.1.147;2.4.1.224
