Reaction name,SIMMER pred
R12953,1.3.1
R01416,3.5.3
R06310,2.3.1
R12026,2.4.2
R12930,
R09137,1.2.1;1.3.1;1.1.1
R03021,1.2.1;1.1.1
R10268,3.5.4
R11871,5.5.1
R02174,2.1.1
R13112,5.3.99
R07300,3.5.3
R05518,4.2.1
R06544,2.3.1
R04564,2.7.7;2.4.1
R05588,
R07737,1.5.1;1.1.1
R02768,4.1.1
R05219,2.1.1
R11426,1.5.1;1.14.13;1.1.1
R01030,3.1.4
R10598,4.2.3
R11284,3.2.1
R01813,1.5.1;1.1.1
R04388,2.7.3;2.7.7;2.7.1
R07143,1.1.1
R07627,3.3.2;3.8.1
R08791,2.1.1
R06367,6.2.1;2.3.1
R01274,2.3.1
R03519,2.4.1
R06149,3.2.1
R04994,2.1.1
R02059,3.5.1
R08035,3.5.99
R11228,5.4.99
R00827,2.1.1
R11272,2.4.1
R05689,1.5.1;1.1.1
R04463,6.3.2;2.7.1
R07672,5.1.3
R04248,1.13.11
R02303,2.7.7
R13376,5.4.99;5.5.1
R08006,2.4.1
R10692,1.3.1
R02887,3.2.1;2.4.1
R03197,4.1.1;4.99.1
R03407,1.3.1;1.1.1
R07903,2.4.1
R00405,6.2.1;2.3.1
R10867,3.2.1
R01406,3.6.1;2.7.1
R03220,
R06985,1.3.1
R00418,5.1.3
R04137,4.2.1
R08627,2.3.3;2.3.1
R11566,4.2.1
R11855,4.2.3
R10368,
R03828,2.7.7
R01491,1.4.3
R10525,3.2.1
R01777,2.3.1
R07604,
R02466,4.1.1
R01738,1.1.1
R05289,1.1.1
R00200,2.7.1
R13388,3.5.1
R03718,2.3.1
R04180,2.4.1;3.2.1
R00815,1.14.13;1.1.1
R03383,6.2.1;2.3.1
R05680,1.3.1;1.1.1
R02923,2.6.1
R12686,3.5.4
R05700,1.14.13;1.14.12;1.1.1
R04108,2.4.1
R06523,4.2.3
R07191,1.1.1
R00509,2.7.1
R11561,5.4.99
R10220,3.4.21
R12798,3.1.4
R10742,
R05368,5.1.3
R01608,1.2.1;1.1.1
R01750,1.1.1
R08523,
R11526,1.14.13;1.1.1
R07779,1.14.13;1.1.1
R07826,
R12881,2.5.1
R06528,
R11289,2.4.1
R05304,5.4.2
R01155,2.6.1
R10622,3.1.3
R01055,4.2.1
R06595,4.2.1
R04438,2.6.1
R01016,
R11260,2.4.1;3.2.1
R08115,1.13.11
R11290,1.1.1
R04726,
R11899,4.4.1
R07619,5.5.1
R04188,2.6.1
R08895,3.5.1
R06250,3.1.1;3.5.4
R10149,1.11.1
R09780,5.3.1
R05649,1.14.13;1.1.1
R10326,1.3.1
R04577,2.4.1
R11038,2.6.1
R02003,2.5.1;4.2.3
R04135,4.1.1
R11152,1.5.1
R01317,3.1.4
R04209,4.1.1
R02821,
R07598,1.4.3
R06382,1.1.1
R11784,2.7.1
R09218,1.13.11
R00895,2.6.1
R11797,2.1.1
R09134,5.5.1;1.13.11
R13033,
R11874,
R00753,
R03574,2.4.1
R08762,
R06177,2.4.1;2.5.1
R12684,
R00160,2.7.7
R05684,1.3.1;1.1.1
R04249,
R09689,5.4.99
R09564,1.11.2;1.11.1
R08654,4.4.1
R02657,1.2.3
R12466,2.3.1
R13064,3.2.1;2.4.1
R07483,1.1.1
R02436,3.2.1
R05446,3.5.4
R01869,1.3.1;1.1.1
R08437,2.1.1
R09837,5.3.3
R05646,2.7.1
R10192,1.13.11
R07238,2.1.1
R12458,2.1.1
R09405,1.5.1;1.1.1
R05500,5.1.3
R09655,5.1.3
R00066,3.5.99
R00499,3.1.2
R03200,5.4.99
R04208,6.3.3
R10039,3.2.1
R01769,3.5.1
R00375,2.7.7
R09426,2.4.1
R00005,3.5.1
R03508,4.1.1
R02776,1.1.1
R11183,2.7.1
R01550,1.14.13;1.1.1
R03549,4.1.1
R12098,2.5.1
R04857,3.5.1;3.5.2
R00629,3.6.1
R11860,4.2.3
R02158,2.4.1
R05282,1.14.12;1.1.1
R12046,2.4.1
R03316,
R12561,2.3.1
R13402,1.5.1;1.1.1
R10781,
R13145,2.3.1
R07625,3.1.1
R07942,3.5.1
R05248,
R12347,
R05720,1.13.11
R02727,2.4.1
R10814,3.6.1
R00010,3.2.1
R07812,
R06930,1.14.12;1.3.1;1.1.1
R08229,2.4.2;3.2.1
R06951,5.3.99
R05507,2.6.1
R01976,1.1.1
R01397,
R12452,1.14.11
R03077,2.7.7
R02944,1.1.1
R06916,1.14.12;1.1.1
R03879,1.1.1
R10422,1.1.1
R03241,2.7.1
R11947,3.5.1
R10441,2.7.7;2.4.1
R00686,3.6.1;2.7.1
R05071,4.2.1
R05449,3.5.4
R09399,2.7.1
R01418,3.5.3
R00301,1.1.1
R10156,1.5.1;1.1.1
R07921,2.1.1
R12757,4.2.1;4.1.1
R00394,6.2.1;2.3.1
R08327,1.3.1;1.14.13;1.1.1
R03350,3.1.3
R02136,2.7.1
R02353,1.3.1;1.1.1
R02362,2.4.1
R03378,2.7.4;2.7.1
R07923,2.4.1
R01335,4.1.1
R05115,2.4.1
R02115,3.1.1
R06643,2.3.1
R09628,4.2.3
R12261,4.2.3
R03114,1.3.1;1.1.1
R03275,5.4.3
R13319,6.3.1
R09565,1.13.11
R06150,
R01268,3.5.1
R03183,1.1.1
R10434,2.4.1
R12313,5.1.3
R02319,2.7.7;2.7.1
R03713,1.3.1;1.1.1
R00478,4.2.1
R08540,4.2.3
R07035,
R00182,3.2.2
R07880,2.3.1
R01786,2.7.1
R04835,1.1.1
R08272,3.5.4
R05645,5.3.1;4.1.2
R00490,4.3.1
R08050,1.14.11
R06794,2.1.1
R08093,4.2.1
R03060,3.1.4;3.1.3
R12393,6.3.2
R07724,2.1.1
R05148,1.3.1;1.1.1
R01150,6.3.4;2.7.1
R02712,3.5.1
R06789,3.7.1
R12822,
R11508,2.1.1
R05385,4.5.1
R04356,2.3.1
R02569,2.3.1
R10287,5.4.3
R01566,3.5.1
R10861,1.1.1
R05406,1.13.11
R10770,2.3.1
R05466,1.14.11
R07264,2.4.1
R04099,1.1.1
R10225,1.23.1;1.1.1
R10000,
R01160,2.3.1
R09988,1.5.1;1.1.1
R03369,1.14.13;1.1.1
R01238,4.1.1
R07663,
R01445,5.1.3
R06586,2.6.1
R11207,6.3.1;6.3.2
R05436,1.5.1;1.1.1
R12107,1.1.1;1.3.1
R11710,2.5.1
R01814,5.4.99
R00631,1.14.12;1.17.1;1.1.1
R05409,1.13.11
R03880,2.4.1
R10832,2.4.1
R00998,2.3.3;2.3.1
R13346,5.5.1
R05226,3.5.1
R11921,3.5.1
R01649,
R07978,
R03918,1.1.1
R06400,1.1.1
