Reaction Name,E-zyme1,E-zyme2
R00753,6.4.1;2.3.1;4.1.1;4.1.3;4.1.2;1.1.1;2.1.1;1.14.14;3.7.1;1.14.99;2.1.3,6.4.1;2.3.1;6.4.1;6.4.1;2.3.1;6.4.1;4.1.1;6.4.1
R00815,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R00827,2.1.1;1.14.14;3.1.1;2.3.1;1.5.3;1.14.11;1.5.8;2.-.-;1.16.1;1.14.99;1.14.13;1.2.7;1.5.99;3.7.1,2.-.-;2.5.1;2.3.1
R00847,,
R00895,2.6.1;1.4.3;1.4.1;1.4.9;1.4.99;1.4.7;1.4.2;4.3.1;1.13.12;4.1.1;1.14.11;2.-.-;2.4.2;1.4.5,2.6.1;2.6.1;1.4.1;2.6.1;1.5.1;4.4.1;1.4.3;1.4.3;1.4.1;1.5.1;1.4.1;4.4.1;4.4.1;2.6.1;2.6.1;1.4.3;1.4.3;2.6.1;1.4.1;1.4.99;1.4.1;2.6.1;1.4.1;4.4.1;4.4.1;4.4.1;1.4.3;4.3.1
R00897,2.6.1;1.4.1;1.4.3;1.5.1;3.8.1;4.1.3;4.1.1;4.3.1;1.4.7;1.4.99;1.14.14;3.7.1;1.5.3;3.11.1;1.4.2;1.13.12;1.14.11;2.6.3;1.4.5;1.17.4,4.1.2;4.1.2;4.1.3;4.1.3;4.1.3;4.1.3
R00998,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,1.1.1;2.3.1;2.3.1;1.2.1;1.2.1;3.1.2;1.2.1;6.2.1;6.2.1;2.3.1;2.3.1;1.2.7;2.3.1;1.2.7;3.1.2;1.2.1;1.2.7;1.2.1;2.3.1;1.2.4;1.2.1;6.2.1;6.2.1;2.3.1;2.3.1;2.3.1;2.3.1;6.2.1;2.3.1
R01016,4.2.3;4.1.99;3.1.7,4.2.3
R01030,2.7.1;3.1.3;3.6.1;2.7.8;2.7.4;2.7.7;3.6.3;2.7.11;3.1.4;2.7.2;2.7.6;2.7.3;3.6.4;3.1.7;4.6.1;2.7.9;3.6.5;3.2.1;2.7.12;2.7.13;2.6.-;2.7.-;4.1.1;2.7.10;1.3.7;1.18.6;4.2.3;3.1.5;2.7.99;2.4.1;5.1.3;1.19.6;3.-.-,3.1.4;2.7.8;2.7.1;3.1.4;3.1.4;3.1.4;3.1.4;2.7.8;3.1.4;2.7.8
R01055,2.4.1;4.2.1;3.2.1;2.4.2;3.2.-;2.3.1;3.1.4;5.1.3;6.5.1,3.2.-;2.4.1
R01085,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.5.1;2.8.3;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,3.7.1;3.7.1
R01150,,
R01155,2.6.1;1.4.3;1.4.1;1.4.9;1.4.99;1.4.7;1.4.2;4.3.1;1.13.12;4.1.1;1.14.11;2.-.-;2.4.2;1.4.5,2.6.1;2.6.1;1.4.1;2.6.1;1.5.1;4.4.1;1.4.3;1.4.3;1.4.1;1.5.1;1.4.1;4.4.1;4.4.1;2.6.1;2.6.1;1.4.3;1.4.3;2.6.1;1.4.1;1.4.99;1.4.1;2.6.1;1.4.1;4.4.1;4.4.1;4.4.1;1.4.3;4.3.1
R01158,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R01160,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,1.1.1;2.3.1;2.3.1;1.2.1;1.2.1;3.1.2;1.2.1;6.2.1;6.2.1;2.3.1;2.3.1;1.2.7;2.3.1;1.2.7;3.1.2;1.2.1;1.2.7;1.2.1;2.3.1;1.2.4;1.2.1;6.2.1;6.2.1;2.3.1;2.3.1;2.3.1;2.3.1;6.2.1;2.3.1
R01167,4.1.1;6.4.1;2.1.3;1.3.8;1.1.1,4.1.1;4.1.1;4.1.1;4.1.1;4.1.1;4.1.1
R01218,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R01238,4.1.1;6.4.1;2.1.3;1.3.8;1.1.1,4.1.1;1.14.13;4.1.1;4.1.1;1.14.13;4.1.1;4.1.1;1.14.13;1.14.13;1.14.13;1.14.13;4.1.1;4.1.99
R01268,3.5.1;6.3.5;2.3.1;6.3.1;6.3.4;6.3.2;2.3.2;2.1.2;1.4.1;4.3.3;3.4.13;2.1.3;1.4.7;3.4.11;2.6.1;3.5.5;2.4.2;4.1.3;3.5.4;1.2.99;3.4.19;6.2.1;3.1.1;4.3.2;3.5.3;4.2.1;4.3.1,3.5.1;3.5.1;3.5.1;1.13.11;6.2.1;6.2.1;3.1.2;6.2.1;6.2.1;3.7.1;3.7.1;3.7.1;3.7.1;3.7.1
R01274,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,2.3.-;3.1.2;2.3.1;3.1.2;3.1.2;2.3.1;3.1.2;2.3.1;2.3.1;3.1.2;2.3.1;3.1.2;3.1.2;2.3.1;2.3.1;2.3.1;3.1.2;2.3.1;3.1.2;2.3.1;3.1.2;2.3.1;2.3.1;2.3.1;2.3.1;3.1.2
R01317,2.3.1;3.1.1;6.2.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;1.2.7;3.5.1;3.7.1;3.2.1;2.1.3;1.2.4;1.8.1;1.1.1;4.1.3;2.5.1;2.3.-;2.8.3;4.4.1;2.1.1;1.-.-;6.1.2;3.5.3;1.2.3;2.6.1;6.3.1;6.3.4;2.1.2;2.2.1,2.3.1;3.1.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;3.1.1;2.3.1;2.3.1;2.3.1;3.1.1;2.3.1;3.1.1;3.1.1;2.3.1;3.1.1;2.3.1
R01335,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.5.1;2.8.3;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,3.7.1;2.3.1;2.3.1;4.1.3;2.3.1;4.1.3;2.3.1;1.1.1;4.1.2;2.3.1;2.3.1;4.1.2;4.1.1;4.1.3;2.3.1;4.1.2;2.3.1;4.1.3;3.7.1;2.3.1;2.3.1;2.3.1;2.3.1;4.1.2;4.1.2;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;4.1.2;4.1.2;2.3.1
R01397,6.3.2;3.5.1;2.3.1;2.3.2;3.4.13;6.3.1;6.3.4;3.4.11;3.4.19;3.4.17;2.1.3;3.1.1;6.2.1;3.4.15;3.5.3;2.3.-;3.4.24;3.4.22;4.3.2;2.7.7;6.1.1;3.1.2;1.2.1,2.1.3;3.5.1;3.5.1;3.5.1;3.5.1;2.3.1;3.5.3;3.5.1;3.5.1;3.5.1;3.5.1;2.3.1;3.5.1;3.5.1;2.3.1;2.1.3;6.3.2;3.5.1;2.1.2;2.1.2;3.5.1
R01403,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R01406,3.1.2;6.2.1;2.8.3;2.3.1;3.2.1,6.2.1;2.8.3;2.3.1;3.1.2;6.2.1;6.2.1;2.8.3;3.1.2;3.1.2;6.2.1
R01416,1.14.13;3.5.3;1.14.14;1.14.11;1.14.18;1.14.16;1.14.15;1.14.99;1.14.-;1.17.1;1.10.3;1.13.11;1.97.1;2.1.4;1.10.99;1.3.99;1.2.1;1.17.99;1.1.1;1.3.7;1.14.20;4.1.99,3.5.3;1.14.13;1.14.13
R01418,3.5.3;2.1.4;1.14.13,3.5.3;2.1.4;2.1.4;3.5.3;2.1.1;1.5.3;3.5.3;1.5.3
R01445,5.1.3;1.1.1;5.3.1;5.-.-,5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;1.1.1;1.1.1;1.1.1;5.1.3;1.1.1;1.1.5;5.1.3;5.3.99;1.1.1;1.1.1;1.1.1;4.2.1;1.1.1;4.2.1;1.1.1;1.1.1;4.2.1;1.1.1;4.2.1;5.1.3;5.1.3;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;4.2.1;4.2.2;4.2.1;1.1.1;5.1.3;1.3.3;1.1.1;4.3.1;1.1.3;1.1.1;2.1.1;1.1.1;1.1.3;1.3.2
R01491,1.1.1;1.1.99;1.1.3;2.3.1;1.14.13;1.1.5;1.1.-;1.1.2;5.3.3;1.14.11;1.14.-;1.4.3;1.1.98;1.-.-;1.2.1;1.6.5;1.6.99;4.2.1;1.14.15;1.1.9;1.3.1;1.14.12;5.1.3;1.6.1;1.6.3;6.4.1;5.4.99;1.11.1;4.1.1,1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;4.1.2;1.1.1;1.1.1
R01550,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R01566,,3.5.3;1.14.13;3.5.3;3.5.3;1.14.13;3.5.3;6.3.4;3.5.3;3.5.3
R01608,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R01649,2.6.1;1.4.1;1.4.3;1.5.1;3.8.1;4.1.3;4.1.1;4.3.1;1.4.7;1.4.99;1.14.14;3.7.1;1.5.3;3.11.1;1.4.2;1.13.12;1.14.11;2.6.3;1.4.5;1.17.4,4.1.3;4.1.3;1.1.1;1.1.1;4.1.3;4.1.2;4.1.1;3.7.1;2.1.3;2.1.1;1.14.17
R01666,,
R01695,1.1.1;1.1.3;1.1.99;1.1.5;1.1.2;1.4.3;2.3.1;1.1.98;1.14.13;1.1.-;1.1.9;1.14.11;1.2.1;1.-.-;1.14.-;1.14.15,5.3.1;5.3.1;2.7.1;2.7.1;5.3.1;5.3.1;5.3.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;5.3.1;3.5.-;5.3.1;5.3.1;5.3.1;4.4.1;5.3.1
R01730,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R01738,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R01750,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R01769,1.17.3;1.17.1;1.1.1;1.17.5;1.14.14;1.14.13,1.17.1;1.17.1;3.5.4;1.17.3;1.17.3;3.5.4;1.1.1;1.17.3;1.14.14;1.17.3;6.3.5;3.5.4;3.5.4;6.3.5;3.5.4;1.1.1;6.3.4;3.5.4;3.5.4;2.4.2;3.5.4;3.5.4
R01777,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,1.2.1;6.2.1;6.2.1;1.2.1;1.2.4;3.1.2;1.2.1;1.2.1;6.2.1;2.3.1;1.2.7;2.3.1;2.3.1;1.2.7;3.1.2;1.2.1;2.3.1;2.3.1;1.1.1;2.3.1;1.2.7;1.2.1;2.3.1;6.2.1;1.1.1;6.2.1;6.2.1;2.3.1;6.2.1;2.3.1
R01786,,
R01813,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R01814,1.1.1;1.1.99;5.1.3;1.1.3;5.1.1;1.14.13;1.3.1;2.3.1;5.3.3;1.3.99;1.1.-;1.1.2;1.1.5;5.1.99;1.14.19;1.14.11;1.10.3;5.1.2;1.6.5;1.2.1;1.11.1;1.14.99;1.14.18;1.23.1;1.3.8;5.2.1;1.3.-;1.14.14;1.14.-;1.14.15;1.5.1;1.3.5;1.4.3;1.-.-;1.7.2;1.1.98;1.1.4;1.3.3;4.1.1;5.3.1;1.3.7;1.12.98;1.14.12;1.7.1;4.2.1;1.13.11;1.2.99;1.16.1;1.18.6;1.7.99;5.-.-;1.10.2;1.2.2;1.1.9;1.16.8;5.1.-;1.10.1;1.16.3;1.12.2;1.9.3;1.12.5,1.14.16;1.-.-;1.-.-
R01868,1.3.1;1.3.99;1.3.8;1.3.3;2.3.1;1.3.5;1.3.98;1.1.-;1.14.12;1.3.7,1.3.5;1.3.1;1.3.1;1.3.1;1.3.1;1.14.12;4.2.1;4.2.1;1.14.12;1.14.12;4.2.1;1.14.12;1.14.12;1.14.12;1.14.12;1.14.12;1.14.12;1.3.1;1.14.12;4.1.3;4.2.99;1.3.1;1.14.12;4.1.3;4.1.3
R01869,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R01877,2.7.1;3.1.3;2.7.8;3.6.1;3.1.4;2.7.4;2.7.11;2.7.7;3.6.3;3.1.7;2.7.6;4.6.1;2.7.2;2.7.3;3.2.1;3.6.4;2.7.9;2.6.-;2.7.-;2.7.13;3.6.5;2.4.1;5.1.3;4.2.3;3.1.5;2.7.99;2.7.12;4.1.1;2.7.10;1.3.7;1.18.6;1.19.6;3.-.-,3.1.3;3.1.3;3.1.3;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;3.1.3;3.1.3;2.7.1;3.1.3;2.7.1;3.1.3;3.1.7;2.7.1;3.1.3;3.1.3;2.7.7;2.7.6;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.6;2.7.8;2.7.7
R01976,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-
R02003,2.5.1;1.5.3;4.4.1;4.2.1;1.5.99;2.3.1;1.14.15;1.5.1;3.1.1;3.3.1;2.1.2;4.1.99;4.1.3;3.3.2;3.5.99;1.4.3;4.3.3;3.5.-;1.3.1;3.7.1;1.1.1;1.8.3,2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;5.3.3;2.5.1;1.17.1;2.5.1;2.5.1;2.5.1;2.5.1
R02024,1.8.1;1.8.4;1.11.1;1.8.98;1.17.4;1.8.3;2.8.1;1.8.5;2.8.4;1.5.4,1.11.1;1.8.4
