Reaction ID,BridgIT
R12791,5.3.2.4;5.3.1.34;5.3.3.6;4.2.1.159;3.5.4.16;1.1.1.153;1.1.3.8;3.1.3.77;5.3.99.3;5.99.1.4;5.5.1.9
R06346,1.13.11.25;1.13.99.1;1.13.12.3;1.14.13.239
R09565,1.13.11.57;1.13.12.4;1.13.99.1;1.14.13.239
R07238,
R02509,3.5.1.56;3.5.5.1;3.5.3.16;3.5.2.16;1.2.7.12;3.4.13.22;3.4.11.1;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;4.2.1.48;2.3.2.2;3.5.4.16;3.13.1.6;3.1.1.1;3.4.19.13;3.4.17.8;3.4.14.13;3.8.1.8;2.1.2.3;3.5.99.8;4.3.2.4
R02268,1.13.11.25;1.13.99.1;1.13.12.3;1.14.13.239
R07150,1.1.1.22;1.2.1.72;2.3.1.85;1.17.1.4;1.3.1.20;5.3.3.1;4.1.1.104;1.1.3.10;1.1.99.18;5.4.99.3;1.1.5.4;1.4.3.5;4.2.1.155
R05680,
R07779,1.14.13.31;1.14.12.12;1.14.14.1;1.2.3.9;1.14.15.3;1.14.18.1;1.14.99.2;1.14.21.11;1.14.16.2;1.14.11.7;1.10.3.4;1.14.19.17
R00405,
R02263,4.1.2.17;4.1.1.104;4.1.3.43;1.1.1.262;4.1.99.12;2.1.2.11;4.2.1.155;1.3.8.6;4.2.99.21;3.1.1.82
R10770,6.2.1.7;3.1.2.27;4.2.1.155;2.3.1.85
R05334,1.4.3.21;1.5.3.14;1.5.99.6;1.1.3.17;1.4.9.2;1.1.5.4;1.1.99.9;1.4.4.2;1.4.1.18;1.5.1.9
R05646,2.7.1.168;2.7.7.71;2.7.2.11;6.3.5.5;2.7.11.31;2.7.4.23;2.7.3.8;2.7.14.1;2.7.10.1;2.7.12.1;2.7.6.1;2.7.8.19;2.7.99.1
R04857,3.5.1.110;3.5.3.9;3.5.4.16;3.5.2.10;3.1.1.1;3.4.13.22;3.4.11.1;3.5.5.7;4.2.1.48;3.13.1.6;1.2.7.12;2.1.2.3;2.3.2.2;3.4.17.8;3.4.19.13;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.4.14.13;3.8.1.8;3.5.99.8;4.3.2.4
R02849,2.7.7.96;2.7.1.55;2.7.2.7;6.3.5.5;2.7.3.3;2.7.14.1;2.7.11.15;2.7.4.26;2.7.10.1;2.7.12.1;2.7.6.5;2.7.8.28;2.7.99.1
R12953,
R06637,
R11855,2.5.1.39;1.3.1.96;2.4.1.192;2.4.2.34;2.1.3.12;4.4.1.20
R00385,1.7.1.10;1.7.99.1;1.7.3.3
R01055,3.2.2.19;4.3.3.5;3.2.1.170;3.1.1.93
R06930,1.14.12.12;1.14.13.227;1.14.15.3;1.14.14.1;1.14.18.1;1.2.3.9;1.14.99.2;1.14.21.11;1.14.16.4;1.14.11.40;1.10.3.4;1.14.19.19
R10452,2.1.1.278;2.8.4.4;2.1.3.3;2.3.1.32;2.1.2.13
R07150,1.1.1.22;1.2.1.72;2.3.1.85;1.17.1.4;1.3.1.20;5.3.3.1;4.1.1.104;1.1.3.10;1.1.99.18;5.4.99.3;1.1.5.4;1.4.3.5;4.2.1.155
R02923,1.4.3.3;1.5.3.14;1.5.99.6;1.1.5.4;1.1.3.27;1.4.9.2;1.4.4.2;1.1.99.9;1.4.1.21;1.5.1.22
R05684,
R11797,2.1.1.344;2.8.4.4;2.1.3.11;2.1.2.13;2.3.1.101
R10832,2.4.1.321;2.5.1.19;2.4.2.34;2.1.3.12;4.4.1.20;1.3.1.97
R10740,
R03549,1.10.3.1;1.14.18.1;1.14.21.8;1.14.11.17;1.14.19.19;1.14.15.3;1.14.13.64;1.14.14.1;1.14.12.12;1.2.3.9;1.14.99.2;1.14.16.7
R01416,3.5.3.11;3.5.1.53;3.4.13.4;3.5.2.11;4.2.1.48;2.3.2.2;3.5.5.4;3.4.11.1;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.4.14.13;3.4.17.21;1.2.7.12;3.1.1.1;3.4.19.13;3.5.4.1;3.13.1.6;3.8.1.8;2.1.2.3;3.5.99.6;4.3.2.4
R07035,
R05227,
R03386,1.14.13.227;1.14.15.3;1.14.14.1;1.14.12.12;1.14.18.1;1.2.3.9;1.14.21.11;1.14.99.2;1.14.11.28;1.14.16.2;1.10.3.4;1.14.19.17
R13346,4.3.1.31;4.3.3.1;4.2.1.87;4.3.2.8;3.5.99.5
R00608,
R03880,2.4.1.159;2.4.2.40;2.4.99.18
R06643,
R06528,3.5.1.23;3.5.3.5;3.4.13.4;3.5.2.11;4.2.1.48;3.4.14.13;2.3.2.2;3.4.11.1;1.2.7.12;3.4.17.21;3.13.1.6;3.1.1.1;3.4.19.13;3.5.5.1;3.5.4.16;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;4.3.2.4;3.5.99.6;3.8.1.8;2.1.2.3
R10206,
R04577,2.4.1.192;2.4.2.34;2.4.99.1
R12011,2.1.1.72;2.8.4.4;2.1.2.13;2.1.3.2;2.3.1.101
R09106,2.3.1.188;6.2.1.1;2.3.3.9;6.1.2.2;6.3.1.20;1.2.1.95;2.1.3.12;2.3.2.30;6.3.4.10;2.1.2.2
R05689,
R11874,
R05678,
R11152,1.14.13.239;1.13.11.24;1.13.12.23;1.13.99.1
R01695,1.1.3.10;1.1.5.4;1.1.99.18;4.1.1.5;5.4.99.3;1.1.1.86;1.4.3.5;4.2.1.155;1.2.1.89;2.3.1.85;1.3.1.20;5.3.3.1;1.17.1.4
R05588,2.8.3.15;2.8.2.37;2.3.1.187
R08437,2.1.1.336;2.8.4.4;2.1.2.13;2.3.1.101;2.1.3.11
R04438,
R09426,2.4.1.35;2.4.2.40;2.4.99.18
R00719,3.6.1.39;3.6.3.55;3.6.4.1;3.6.5.1;3.1.3.81
R03241,2.7.1.5;2.7.2.7;6.3.5.5;2.7.3.8;2.7.11.15;2.7.7.40;2.7.4.2;2.7.14.1;2.7.10.1;2.7.12.1;2.7.6.1;2.7.8.4;2.7.99.1
R11228,1.11.1.8
R04994,2.1.1.302;2.8.4.4;2.1.2.13;2.3.1.101;2.1.3.2
R05865,3.7.1.9
R09556,
R10287,1.13.11.59;1.13.12.9;1.13.99.1;1.14.13.239
R02851,1.13.12.2;1.13.11.54;1.13.99.1;1.14.13.239
R11161,
R01777,2.3.1.46;6.2.1.1;2.3.3.9;2.3.2.30;2.1.3.12;6.1.2.2;1.2.1.95;6.3.4.10;6.3.1.20;2.1.2.13
R11284,1.1.1.355;1.1.3.45;1.1.99.18;5.3.3.1;1.2.1.3;5.4.99.3;2.3.1.85;1.1.5.4;4.1.1.56;1.3.1.20;1.4.3.5;1.17.1.4;4.2.1.155
R11602,2.5.1.138;1.3.1.96;2.4.1.326;2.1.3.12;4.4.1.20;2.4.2.25
R02059,3.5.1.25;3.5.99.6;3.4.13.4;3.4.14.13;3.5.2.12;4.2.1.48;3.4.17.21;2.3.2.2;3.4.19.13;3.4.11.1;3.13.1.6;3.5.3.13;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.1.1.1;3.5.5.4;1.2.7.12;3.5.4.16;4.3.2.4;2.1.2.3;3.8.1.8
R03702,3.1.1.2;3.7.1.8;3.2.1.175;3.1.2.16;3.1.3.75;3.6.1.7;3.11.1.2;3.1.6.1;3.1.4.2;4.2.1.155;2.3.1.85;4.2.3.1;3.1.7.11;3.1.5.1;4.6.1.13;2.4.1.17;5.1.3.14
R08227,3.5.2.2;3.5.1.95;3.5.4.1;3.4.13.4;3.4.11.1;3.5.5.4;3.5.3.21;4.2.1.48;2.3.2.2;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.4.17.8;3.13.1.6;1.2.7.12;3.4.19.13;3.4.14.13;3.1.1.1;2.1.2.3;3.8.1.8;3.5.99.6;4.3.2.4
R00384,
R08035,4.3.1.24;3.5.99.5;4.3.2.1;4.2.1.87;4.3.3.1
R04726,2.3.1.179;2.3.3.17;6.2.1.51;1.2.1.95;2.3.2.30;6.3.1.20;6.3.4.10;6.1.2.2;2.1.3.12;2.1.2.5
R13319,
R02821,2.1.1.5;2.3.1.32;2.1.3.6;2.8.4.4;2.1.2.10
R03306,1.14.12.9;1.14.13.236;1.14.14.9;1.14.18.1;1.14.15.3;1.2.3.9;1.14.21.11;1.14.99.2;1.14.16.7;1.14.11.40;1.10.3.4;1.14.19.29
R03200,5.3.3.11;5.3.99.8;5.3.2.1;1.1.3.8;5.99.1.4;4.2.1.159;5.3.1.30;5.5.1.9;3.1.3.77;1.1.1.153;3.5.4.16
R03220,
R05289,
R02569,2.3.1.12;6.2.1.1;2.3.3.9;1.2.1.95;2.3.2.30;6.3.1.20;6.3.4.10;2.1.3.12;6.1.2.2;2.1.2.2
R08895,3.5.1.112;3.5.99.6;3.4.13.4;3.4.14.13;3.5.2.11;3.4.17.21;4.2.1.48;2.3.2.2;3.4.19.13;3.13.1.6;3.5.3.13;3.4.11.1;3.1.1.1;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;1.2.7.12;3.5.5.4;3.5.4.16;4.3.2.4;2.1.2.3;3.8.1.8
R11272,2.4.1.301;2.4.2.34;2.4.99.1
R03369,1.14.13.4;1.14.14.9;1.14.18.1;1.14.12.9;1.14.15.3;1.2.3.9;1.14.21.11;1.14.99.2;1.14.16.1;1.14.11.40;1.10.3.4;1.14.19.29
R11869,2.5.1.29;1.3.1.96;2.4.1.178;2.4.2.34;4.4.1.20;2.1.3.12
R06177,
R08327,1.14.13.239;1.13.11.9;1.13.12.9;1.13.99.1
R06149,
R12107,
R08220,
R06930,1.14.12.12;1.14.13.227;1.14.15.3;1.14.14.1;1.14.18.1;1.2.3.9;1.14.99.2;1.14.21.11;1.14.16.4;1.14.11.40;1.10.3.4;1.14.19.19
R12050,
R00897,2.5.1.47;2.4.1.332;4.4.1.20;2.1.3.12;2.4.2.49;1.3.1.96
R06914,
R11106,
R09453,1.14.13.206;1.14.15.3;1.14.14.1;1.14.12.12;1.14.18.1;1.2.3.9;1.14.21.11;1.14.99.2;1.14.11.11;1.14.19.29;1.10.3.4;1.14.16.7
R10861,
R02684,
R03517,3.1.6.9;3.1.4.50;3.1.1.17;3.1.3.46;3.2.1.175;5.1.3.14;4.6.1.13;2.4.1.17;3.6.1.57;3.1.7.2;3.1.5.1;4.2.3.1;3.7.1.8;3.1.2.25;2.3.1.85;3.11.1.3;4.2.1.155
R08045,1.7.1.15;1.7.99.1;1.7.3.3
R04137,3.1.7.2;3.1.3.7;3.1.4.52;3.6.1.20;3.1.5.1;4.6.1.13;3.2.1.184;2.4.1.17;5.1.3.14;3.1.1.31;4.2.3.1;3.1.2.5;3.1.6.9;4.2.1.155;3.11.1.3;3.7.1.8;2.3.1.85
R01085,3.7.1.23
R07737,1.1.1.348;1.2.1.85;2.3.1.85;1.3.1.20;1.17.1.4;5.3.3.1;1.1.3.46;5.4.99.3;4.1.1.3;1.1.99.9;1.4.3.5;1.1.5.4;4.2.1.155
R00499,3.1.2.13;4.2.1.155;3.1.1.48;2.3.1.85;3.1.3.102;3.1.4.12;4.2.3.1;3.11.1.3;3.6.1.20;3.1.6.10;3.2.1.175;3.1.5.1;5.1.3.14;3.1.7.2;3.7.1.8;4.6.1.13;2.4.1.17
R13112,
R09564,1.11.1.21
R11207,6.3.1.19;6.3.4.4;6.3.2.37;6.2.1.39;6.3.5.4;6.3.3.3;3.5.4.41;3.5.1.96;3.4.14.13;2.3.2.2;3.4.13.4;3.4.17.23;3.13.1.6;1.4.1.13;1.4.7.1;4.3.3.6;3.4.19.13;3.5.5.4;3.5.99.5;3.1.1.1;3.4.11.1;3.5.3.21
R10525,2.4.1.35;2.4.2.14;2.4.99.18
R08540,2.5.1.41;1.3.1.96;2.4.1.178;2.4.2.34;2.1.3.12;4.4.1.20
R07724,2.1.1.150;2.8.4.4;2.1.2.13;2.1.3.2;2.3.1.32
R01167,4.1.1.22;1.1.1.381;4.2.1.155;4.1.2.35;4.1.3.39;1.3.8.6;2.1.2.11;4.1.99.2;4.2.99.21;3.1.1.82
R00998,2.3.3.6;2.3.1.182;6.2.1.1;2.3.2.14;1.2.1.95;2.1.3.12;6.3.1.20;6.1.2.2;6.3.4.10;2.1.2.13
R03887,3.5.99.5;4.3.1.1;4.3.2.3;4.3.3.7;4.2.1.87
R05449,
R03072,
R07288,2.3.1.191;2.1.2.3;6.2.1.51;1.2.1.95;6.3.4.10;2.3.2.19;6.1.2.2;6.3.1.20;2.1.3.12;2.3.3.1
R03519,2.3.1.191;2.1.2.3;2.3.2.19;6.2.1.51;1.2.1.95;2.1.3.12;6.3.4.10;6.1.2.2;6.3.1.20;2.3.3.1
R10531,
R05689,
R00394,
R04099,
R02712,2.6.1.15;2.7.8.29;2.6.99.2
R12727,6.2.1.20;3.1.2.31;2.3.1.85;4.2.1.155
R08006,2.4.1.35;2.4.2.40;2.4.99.18
R13064,3.2.1.63;3.1.1.93;3.2.2.11;4.3.3.5
R03751,1.14.15.3;1.14.11.17;1.14.18.4;1.14.19.2;1.10.3.1;1.14.13.168;1.14.14.1;1.14.12.25;1.2.3.9;1.14.16.7;1.14.21.11;1.14.99.46
R11260,2.4.1.99;2.4.2.49;2.4.99.14
R12026,
R12452,
R04099,
R11508,2.1.1.333;2.8.4.4;2.1.2.1;2.3.1.101;2.1.3.2
R13346,4.3.1.31;4.3.3.1;4.2.1.87;4.3.2.8;3.5.99.5
R04835,
R01160,2.3.1.33;2.3.2.30;2.3.3.9;6.2.1.1;2.1.3.2;2.1.2.5;6.3.4.10;6.3.1.20;1.2.1.95;6.1.2.2
R03604,3.2.1.126;3.1.1.93;3.2.2.11;4.3.3.5
R12589,3.6.1.5;3.6.3.1;3.6.4.1;3.6.5.1;3.1.3.81
R09988,
R05219,
R01566,3.5.3.3;3.5.1.59;3.4.13.22;3.4.11.1;3.5.2.16;3.5.5.7;4.2.1.48;1.2.7.12;3.13.1.6;3.5.4.1;2.3.2.2;3.4.17.8;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.4.19.13;3.4.14.13;3.1.1.1;3.8.1.8;2.1.2.3;4.3.2.4;3.5.99.8
R12098,3.3.1.1;3.2.2.1;4.2.1.22;3.1.2.13;2.5.1.18;3.3.2.4;3.2.1.86;1.14.14.1;2.3.1.85;3.1.1.35;3.7.1.8;2.1.1.246
R01738,
R03713,
R04194,2.4.1.166;2.4.99.1;2.4.2.51
R00490,4.3.1.1;4.3.2.1;4.3.3.7;3.5.99.5;4.2.1.87
R02944,
R04463,6.3.5.3;6.3.4.4;6.3.2.6;6.3.1.6;6.2.1.39;6.3.3.3;3.5.4.41;3.5.1.10;3.4.14.13;2.3.2.2;3.13.1.6;3.4.17.21;3.4.13.4;3.4.19.13;1.4.1.13;1.4.7.1;4.3.3.6;3.1.1.1;3.4.11.1;3.5.5.4;3.5.99.5;3.5.3.21
R07598,1.4.3.14;1.1.3.27;1.5.3.14;1.5.99.6;1.1.5.4;1.4.9.2;1.4.4.2;1.1.99.9;1.4.1.21;1.5.1.22
R04208,
R07264,2.4.1.339;2.4.2.51;2.1.3.12;2.5.1.7;4.4.1.20;1.3.1.96
R03465,4.1.2.34;4.1.1.77;4.1.99.11;1.1.1.38;4.1.3.39;2.1.2.11;4.2.99.21;1.3.8.6;4.2.1.155;3.1.1.82
R03060,3.1.3.31;3.1.4.3;3.6.1.7;4.6.1.13;4.2.3.1;3.1.7.2;3.1.5.1;3.1.1.3;3.2.1.42;2.4.1.17;3.11.1.2;3.1.6.1;5.1.3.14;3.1.2.4;3.7.1.8;4.2.1.155;2.3.1.85
R09943,2.4.1.281;2.4.2.34;2.1.3.12;2.5.1.7;4.4.1.20;1.3.1.96
R07907,2.3.1.143;2.1.3.12;2.3.2.19;6.1.2.2;2.3.3.14;6.2.1.50;2.1.2.13;1.2.1.95;6.3.1.20;6.3.4.10
R01868,
R01158,
R02024,1.17.4.1;1.17.1.1;1.17.7.3;1.17.3.2
R10422,
R03350,3.1.3.45;4.2.3.1;3.1.4.44;3.6.1.7;4.6.1.13;3.1.1.25;3.2.1.42;2.4.1.17;3.1.5.1;3.1.7.3;5.1.3.14;3.1.2.31;3.11.1.3;3.1.6.3;2.3.1.85;4.2.1.155;3.7.1.8
R09780,1.1.1.86;5.4.99.3;4.1.1.5;4.2.1.155;1.1.3.15;1.1.5.4;1.2.1.89;1.4.3.5;1.1.99.9;2.3.1.85;1.3.1.20;5.3.3.1;1.17.1.4
R12561,2.3.1.157;6.2.1.1;2.3.2.19;2.1.2.13;2.3.3.14;1.2.1.95;2.1.3.12;6.1.2.2;6.3.4.10;6.3.1.20
R00631,
R12313,1.13.11.54;1.13.12.3;1.14.13.239;1.13.99.1
R01403,
R07288,2.3.1.191;2.1.2.3;6.2.1.51;1.2.1.95;6.3.4.10;2.3.2.19;6.1.2.2;6.3.1.20;2.1.3.12;2.3.3.1
R11561,3.5.1.123;2.3.2.2;3.5.2.20;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.4.19.13;4.2.1.48;3.1.1.1;3.4.14.13;3.4.17.21;3.4.13.18;3.5.5.1;3.4.11.1;1.2.7.12;3.5.3.6;3.13.1.6;3.5.4.1;3.5.99.6;4.3.2.4;2.1.2.3;3.8.1.8
R09837,2.1.1.72;2.1.2.3;2.8.4.4;2.3.1.101;2.1.3.2
R03114,
R11183,2.7.1.189;2.7.2.7;6.3.5.5;2.7.11.15;2.7.3.8;2.7.7.39;2.7.4.26;2.7.14.1;2.7.10.1;2.7.12.1;2.7.8.4;2.7.6.1;2.7.99.1
R02287,2.1.2.5;2.3.1.101;2.1.1.86;2.1.3.2;2.8.4.4
R05649,
R11561,3.5.1.123;2.3.2.2;3.5.2.20;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.4.19.13;4.2.1.48;3.1.1.1;3.4.14.13;3.4.17.21;3.4.13.18;3.5.5.1;3.4.11.1;1.2.7.12;3.5.3.6;3.13.1.6;3.5.4.1;3.5.99.6;4.3.2.4;2.1.2.3;3.8.1.8
R13220,1.1.1.391;5.3.3.1;1.2.1.3;2.3.1.85;1.3.1.20;1.17.1.4;1.1.3.16;4.1.1.56;5.4.99.3;1.1.99.9;1.4.3.5;1.1.5.4;4.2.1.155
R04180,1.14.18.5;1.14.15.16;1.14.11.2;1.10.3.3;1.14.19.29;1.14.13.229;1.14.12.25;1.14.14.1;1.14.21.11;1.2.3.9;1.14.99.2;1.14.16.7
R06595,3.1.1.35;3.7.1.8;3.11.1.3;3.1.3.1;3.1.2.4;4.2.1.155;3.2.1.175;3.6.1.7;3.1.4.2;3.1.6.17;2.3.1.85;4.2.3.1;3.1.7.5;3.1.5.1;4.6.1.13;2.4.1.17;5.1.3.14
R05720,1.13.11.48;1.13.12.23;1.13.99.1;1.14.13.239
R00102,3.2.2.14;3.2.1.86;4.3.3.5;3.1.1.93
R11290,
R07826,1.13.11.2;1.13.12.23;1.13.99.1;1.14.13.239
R10368,1.14.13.239;1.13.11.25;1.13.99.1;1.13.12.23
R12822,
R08791,2.1.1.291;2.8.4.4;2.1.2.13;2.3.1.101;2.1.3.11
R10447,2.1.1.273;2.8.4.4;2.1.2.13;2.1.3.2;2.3.1.32
R08093,1.11.1.8
R08050,
R04695,1.3.1.11;2.3.1.85;1.3.99.6;1.3.3.8;1.3.8.1
R08889,
R00512,2.7.4.14;2.7.7.96;2.7.1.86;2.7.3.3;2.7.14.1;2.7.2.6;6.3.5.5;2.7.11.7;2.7.6.5;2.7.10.1;2.7.12.1;2.7.8.28;2.7.99.1
R03508,4.1.1.48;4.1.2.8;4.2.1.20;4.1.99.12;1.1.1.262;1.3.8.6;4.1.3.16;2.1.2.11;4.2.99.21;3.1.1.82
R00509,2.7.1.25;2.7.2.3;2.7.7.96;2.7.11.7;2.7.3.2;6.3.5.5;2.7.14.1;2.7.4.26;2.7.10.1;2.7.12.1;2.7.6.5;2.7.8.38;2.7.99.1
R00224,2.2.1.6;1.2.4.4;4.1.1.1
R02454,
R09399,6.3.2.12;6.3.1.18;6.2.1.39;6.3.4.24;6.3.3.3;6.3.5.4;3.5.1.10;3.4.13.20;3.4.14.13;2.3.2.2;3.5.4.13;3.13.1.6;3.5.99.5;3.4.17.23;3.1.1.1;3.5.5.4;3.4.19.13;1.4.1.13;1.4.7.1;4.3.3.6;3.4.11.1;3.5.3.21
R04256,1.14.14.1;1.14.15.3;1.14.13.204;1.14.12.12;1.14.18.1;1.2.3.9;1.14.21.11;1.14.99.2;1.14.11.28;1.14.19.29;1.10.3.4;1.14.16.4
R12466,2.3.1.122;2.1.3.12;2.3.3.17;2.3.2.19;6.1.2.2;6.2.1.11;2.1.2.13;1.2.1.95;6.3.1.20;6.3.4.10
R07143,
R09914,5.3.3.11;5.3.99.8;5.3.2.1;1.1.3.8;5.99.1.4;4.2.1.159;5.3.1.30;5.5.1.9;3.1.3.77;1.1.1.153;3.5.4.16
R03991,2.3.1.16;2.3.3.17;6.2.1.11;2.3.2.30;1.2.1.95;6.3.1.20;6.3.4.10;2.1.3.12;6.1.2.2;2.1.2.5
R07483,1.3.1.70;1.3.99.6;2.3.1.85;1.3.3.6;1.3.8.7
R08261,2.4.1.17;2.4.2.9;2.4.99.1
R04248,
R02466,4.1.1.15;1.1.1.276;4.2.1.155;4.1.2.35;4.1.3.39;1.3.8.6;2.1.2.11;4.1.99.2;4.2.99.21;3.1.1.82
R12393,
R02561,1.14.13.27;1.14.12.12;1.14.15.3;1.14.14.1;1.2.3.9;1.14.18.1;1.14.21.11;1.14.99.2;1.14.16.4;1.14.11.40;1.10.3.4;1.14.19.18
R01976,1.7.1.7;1.7.99.1;1.7.3.3
R07449,3.3.2.11;1.14.14.1;3.1.2.27;3.2.1.86;3.1.1.35;4.2.1.139;2.3.1.85;3.2.2.1;2.5.1.18;3.3.1.1;3.7.1.8;2.1.1.246
R11566,3.1.7.2;3.1.4.52;3.1.3.7;3.1.1.36;4.6.1.13;3.6.1.20;3.1.5.1;3.2.1.184;2.4.1.17;5.1.3.14;3.1.6.2;3.1.2.27;4.2.3.1;4.2.1.155;3.11.1.3;3.7.1.8;2.3.1.85
R01786,2.7.7.96;2.7.1.1;2.7.2.7;2.7.3.3;2.7.14.1;6.3.5.5;2.7.11.29;2.7.4.26;2.7.10.1;2.7.12.1;2.7.6.5;2.7.8.28;2.7.99.1
R11367,6.2.1.15;3.1.2.32;2.3.1.85;4.2.1.155
R04188,2.6.1.22;2.6.99.2;2.7.8.29
R10283,4.1.3.16;4.1.2.18;4.1.1.3;1.1.1.38;2.1.2.11;4.1.99.12;4.2.1.155;4.2.99.21;1.3.8.6;3.1.1.82
R10156,
R12261,2.5.1.41;1.3.1.96;2.4.1.178;2.4.2.34;2.1.3.12;4.4.1.20
R11921,
R05518,3.2.2.5;3.3.2.4;3.2.1.86;1.14.14.1;3.3.1.1;3.1.1.35;4.2.1.139;3.7.1.8;3.1.2.5;2.3.1.85;2.5.1.18;2.1.1.246
R13402,
R13145,
R13376,
R07970,1.14.13.178;1.13.11.52;1.13.12.9;1.13.99.1
R01814,
R02174,2.1.1.49;2.8.4.4;2.1.2.3;2.3.1.101;2.1.3.2
R00847,2.7.7.96;2.7.1.86;2.7.2.1;2.7.3.3;2.7.14.1;6.3.5.5;2.7.11.15;2.7.4.26;2.7.10.1;2.7.12.1;2.7.6.5;2.7.8.28;2.7.99.1
R07186,1.14.11.56;1.14.18.5;1.14.13.168;1.14.15.22;1.10.3.3;1.14.12.10;1.14.14.1;1.14.16.1;1.14.19.17;1.2.3.9;1.14.99.2;1.14.21.11
R05248,1.13.11.14;1.13.12.4;1.13.99.1;1.14.13.239
R03229,2.1.1.94;2.8.4.4;2.1.2.13;2.3.1.101;2.1.3.2
R03918,
R08229,2.4.2.3;2.4.1.109;2.4.99.18
R11426,
R05385,4.5.1.1;5.5.1.7
