reactionID,predictions
R02681,1.2.3;1.1.3;1.17.3;1.21.3
R04452,3.1.1;2.3.1;3.1.2;3.5.1
R05252,1.14.13;1.6.3;1.14.14;4.4.1
R06821,2.3.1;3.1.1;3.1.2;1.1.1
R12053,1.14.13;1.6.3;1.14.14;1.14.18
R00705,1.2.1;1.1.1;1.5.1;1.3.1
R01016,4.1.2;2.2.1;4.4.1;4.2.1
R12076,4.1.1;2.7.8;3.7.1;4.4.1
R12281,1.8.1;1.3.1;1.1.1;1.16.1
R12554,5.1.3;5.3.1;1.1.1;-
R03315,2.7.1;2.7.4;2.7.6;3.6.1
R10909,3.6.1;3.1.3;2.4.1;2.7.1
R07172,1.6.3;1.14.13;1.11.1;1.14.99
R11916,4.1.1;3.7.1;1.13.11;2.7.8
R00072,1.2.3;1.1.3;1.21.3;1.17.3
R12453,1.8.1;1.16.1;1.1.1;1.3.1
R05246,1.13.11;3.3.2;1.14.99;1.2.1
R07260,2.4.1;2.4.2;2.7.8;3.6.1
R00454,2.3.1;3.1.2;3.1.1;2.8.3
R02657,1.6.3;1.14.13;1.14.18;1.10.3
R02025,4.4.1;2.5.1;4.99.1;1.8.3
R03081,4.1.2;4.1.3;2.2.1;2.3.3
R05768,2.4.1;2.4.2;3.6.1;3.1.3
R08139,1.14.13;1.6.3;1.14.14;4.99.1
R11031,1.4.1;1.1.1;1.3.1;1.5.1
R00827,2.1.1;2.3.1;2.5.1;2.3.3
R08197,2.6.1;1.4.99;1.4.1;2.3.1
R11784,2.7.7;2.4.2;2.7.1;6.1.1
R02929,2.7.4;2.7.1;2.4.2;6.2.1
R03102,1.1.1;1.3.1;1.5.1;1.2.1
R13163,2.3.1;3.1.1;3.1.2;2.7.1
R00913,3.5.3;3.5.1;3.2.2;3.4.19
R03176,1.8.1;1.16.1;1.1.1;1.3.1
R01425,3.5.1;3.4.19;3.5.3;3.1.1
R07950,1.10.3;1.13.11;1.14.18;1.14.99
R09715,5.5.1;5.3.3;5.4.99;4.2.3
R03371,3.1.3;3.6.1;3.1.7;4.2.3
R07612,2.5.1;4.4.1;5.3.99;4.2.1
R12865,2.5.1;2.1.1;2.7.1;5.3.99
R06772,2.1.3;6.3.4;6.4.1;1.13.99
R00762,3.1.3;3.6.1;3.1.7;4.2.3
R07962,1.6.3;1.14.13;1.14.18;1.10.3
R01449,2.8.3;2.3.1;3.1.2;6.2.1
R07149,1.8.1;1.16.1;1.8.4;1.1.1
R00181,3.5.4;2.4.2;3.5.99;1.5.99
R05801,2.7.4;2.7.1;7.5.2;2.7.6
R11053,3.1.3;3.6.1;2.7.1;2.5.1
R06913,4.2.1;4.4.1;5.4.4;2.3.1
R12969,5.4.99;4.2.2;5.4.2;3.6.1
R11218,2.1.1;2.5.1;2.3.3;2.3.1
R01515,3.1.3;3.6.1;3.1.7;3.6.5
R08604,1.14.13;1.6.3;1.14.14;4.99.1
R00501,1.1.1;1.3.1;1.8.1;2.3.1
R03422,3.1.4;3.6.1;3.1.3;5.4.2
R01447,4.1.1;4.2.1;1.3.1;1.1.1
R10059,1.8.1;1.1.1;1.16.1;1.3.1
R03433,2.7.7;2.7.4;2.4.2;2.7.1
R09296,2.7.1;2.4.2;2.7.6;3.6.1
R01259,1.4.3;1.13.12;1.5.3;1.1.3
R00554,2.7.4;2.7.1;2.7.3;7.4.2
R10718,1.1.1;1.3.1;1.2.1;1.14.13
R07976,1.14.13;1.6.3;1.1.1;1.3.1
R06574,2.1.1;2.5.1;2.3.1;2.3.3
R01862,3.5.1;3.4.19;3.2.2;3.1.1
R00286,1.1.1;1.3.1;1.8.1;2.3.1
R03376,2.6.1;6.3.5;4.1.1;2.7.2
R12501,1.14.11;6.3.4;6.4.1;2.7.2
R10883,5.1.1;5.1.2;3.4.17;5.4.3
R07387,3.1.1;2.3.1;3.1.2;3.7.1
R10692,1.14.13;1.6.3;4.1.99;4.4.1
R12286,2.5.1;5.3.99;4.4.1;2.2.1
R08366,2.7.1;2.7.6;3.1.3;3.6.1
R12617,1.14.14;1.14.13;4.99.1;5.4.4
R10051,3.7.1;4.1.1;3.1.1;3.3.2
R12639,2.5.1;5.3.99;3.1.3;3.6.1
R11842,5.5.1;4.2.3;3.1.7;3.1.3
R08370,2.5.1;5.3.99;4.4.1;2.2.1
R11393,1.14.14;1.14.13;4.99.1;5.4.4
R01286,4.4.1;2.5.1;2.1.1;4.1.99
R04071,2.4.2;4.2.2;3.2.2;2.4.1
R09483,4.1.1;2.7.11;3.7.1;1.1.1
R06797,2.3.1;3.1.1;3.1.2;1.1.1
R09675,2.4.2;7.6.2;6.3.4;3.5.4
R04073,1.14.11;1.14.13;1.6.3;6.3.5
R03635,2.4.1;5.1.3;3.2.1;3.1.3
R10558,1.14.99;1.6.3;1.14.19;1.14.13
R05551,4.4.1;3.5.1;4.2.1;3.4.19
R07938,2.3.1;3.1.1;3.1.2;4.2.1
R10192,1.13.11;1.14.99;1.6.3;1.1.3
R09950,7.2.2;3.6.5;3.1.1;2.4.2
R09149,-;5.1.3;1.1.5;1.1.1
R04279,1.1.1;1.3.1;1.8.1;1.16.1
R10228,1.8.1;1.16.1;1.1.1;1.3.1
R00484,3.5.1;3.4.19;3.2.2;4.3.3
R02889,2.4.1;3.2.1;5.1.3;2.4.2
R11237,2.4.1;2.4.2;2.7.1;2.7.8
R10255,2.7.8;2.4.1;2.4.2;2.7.1
R05412,1.13.11;1.6.3;3.3.2;1.14.99
R05084,1.1.1;1.3.1;1.2.1;1.8.1
R06466,5.4.99;5.4.3;5.4.1;5.4.2
R09230,1.16.1;1.1.1;1.6.2;1.6.99
R13310,5.5.1;2.5.1;4.2.3;5.3.3
R01265,5.1.1;3.4.17;5.1.99;4.3.1
R09711,5.4.99;4.2.1;5.5.1;4.4.1
R12385,2.4.1;3.2.1;2.4.2;3.6.1
R11229,2.7.1;2.7.6;3.6.1;2.7.11
R03349,1.8.1;1.16.1;1.1.1;1.3.1
R02227,2.7.4;2.7.1;2.4.2;3.6.1
R04514,3.1.1;2.3.1;3.1.2;3.6.1
R00608,1.13.11;1.14.99;1.1.3;1.2.3
R07270,2.5.1;5.3.99;4.4.1;4.1.1
R09387,3.3.2;1.13.11;3.7.1;5.4.4
R11692,2.1.1;2.5.1;2.3.3;2.3.1
R09726,2.4.2;2.4.1;2.7.1;2.7.7
R11339,1.8.1;1.16.1;1.1.1;1.8.4
R06770,2.4.2;2.4.1;3.2.2;3.6.1
R04198,1.1.1;1.3.1;1.16.1;1.8.1
R12686,3.5.99;3.5.3;3.8.1;3.5.4
R13011,1.13.11;1.14.99;1.2.3;1.6.3
R10096,2.4.1;2.4.2;2.4.99;3.2.2
R08018,1.7.1;1.8.1;1.1.1;1.5.1
R08728,1.8.1;1.16.1;1.1.1;1.3.1
R08823,2.3.1;3.1.1;3.1.2;-
R12023,1.14.13;1.14.14;1.6.3;4.99.1
R03084,4.2.1;4.4.1;5.4.4;1.14.14
R01523,2.7.1;2.4.2;2.7.7;3.6.1
R00339,4.2.1;4.4.1;5.4.4;1.14.14
R05654,1.14.13;1.6.3;1.14.14;1.14.18
R02773,2.6.1;2.7.2;2.3.1;5.3.1
R09499,7.1.1;1.7.2;1.11.1;1.6.5
R08084,1.8.1;1.16.1;1.1.1;1.3.1
R11328,4.3.1;5.1.1;1.4.3;3.4.17
R12806,2.7.1;3.1.3;3.6.1;2.7.6
R03963,1.2.1;1.1.1;1.3.1;1.5.1
R10254,2.3.1;3.1.1;1.1.1;3.1.2
R10636,1.6.3;1.11.1;1.8.1;1.14.13
R00697,4.3.1;5.1.1;4.1.99;4.4.1
R10644,3.1.2;2.3.1;3.1.1;2.8.3
R12843,2.1.1;2.3.1;3.1.1;2.3.3
R04486,3.5.1;3.4.19;3.4.11;3.4.13
R13025,3.5.4;3.5.99;1.5.99;3.5.3
R11891,2.7.4;7.5.2;7.4.2;7.6.2
R09946,2.7.4;2.7.1;3.6.1;7.5.2
R07877,2.4.1;2.4.2;3.2.1;2.7.8
R09123,4.2.3;5.5.1;3.1.3;2.5.1
R10891,3.4.19;3.5.1;3.4.11;3.4.13
R03401,1.1.1;1.3.1;1.8.1;1.16.1
R02404,2.7.1;2.7.6;6.2.1;2.7.11
R00304,3.1.3;3.6.1;3.1.7;4.2.3
R10524,2.1.1;2.5.1;2.3.3;4.4.1
R11457,1.13.12;1.14.13;1.14.14;4.99.1
R11659,2.7.1;2.1.1;1.16.1;2.5.1
R09358,4.1.2;4.2.1;5.4.4;1.14.14
R00113,1.11.1;1.8.1;1.16.1;1.8.4
R13096,2.3.1;3.1.2;3.1.1;2.8.3
R11585,1.8.1;1.1.1;1.3.1;1.16.1
R06863,5.3.1;4.1.2;4.1.1;2.6.1
R10508,5.5.1;2.5.1;5.3.3;2.1.1
R10288,2.7.1;2.5.1;2.4.2;2.7.4
R12437,2.5.1;5.3.99;5.5.1;4.4.1
R02602,3.7.1;4.1.1;4.1.3;3.1.1
R07747,1.8.1;1.16.1;1.1.1;1.3.1
R11672,4.3.1;4.1.99;4.4.1;5.4.4
R05499,1.97.1;1.7.2;1.7.7;1.8.2
R08645,5.4.4;1.14.14;4.2.1;4.4.1
R02536,1.1.1;1.3.1;1.2.1;1.5.1
R04185,1.1.1;1.3.1;1.8.1;2.3.1
R00416,2.4.1;2.7.8;3.1.3;3.6.1
R12539,1.16.1;1.8.1;1.1.1;1.3.1
R10448,2.1.1;2.3.1;4.4.1;2.5.1
R03450,3.1.3;3.6.1;2.7.1;3.1.7
R03761,1.8.1;1.16.1;1.1.1;1.3.1
R05207,6.3.1;6.3.4;2.3.2;6.3.2
R00346,2.7.1;2.5.1;4.1.1;2.7.9
R03346,3.1.3;3.6.1;3.1.7;4.2.3
R02087,5.1.3;3.2.1;5.3.1;2.4.1
R11894,2.7.4;2.7.1;2.1.1;3.6.1
R09844,2.5.1;5.3.99;4.4.1;2.2.1
R07758,2.3.1;3.1.1;3.1.2;2.8.3
R00754,1.2.1;1.5.1;1.17.1;1.1.1
R04480,2.3.1;3.1.1;3.1.2;2.8.3
R11959,3.1.3;3.6.1;2.7.1;2.7.6
R04567,2.3.1;3.1.2;3.1.1;2.8.3
R02085,4.2.1;4.4.1;5.4.4;1.14.14
R06917,1.17.1;1.1.1;1.3.1;2.6.1
R10093,2.7.4;2.7.1;3.6.1;2.4.2
R05273,1.6.3;1.14.13;1.14.18;1.10.3
R00248,1.4.1;1.5.1;2.6.1;6.3.5
R09450,2.3.1;3.1.1;1.1.1;3.1.2
R11122,2.4.1;2.4.2;3.2.2;3.6.1
R02551,3.1.1;2.3.1;3.5.1;3.1.2
R10109,1.13.11;1.14.99;3.3.2;1.2.1
R00435,2.7.4;2.7.1;2.1.1;3.6.1
R02294,2.4.2;3.2.2;3.5.4;7.6.2
R09910,5.4.99;5.4.3;5.4.1;5.4.2
R10672,1.14.14;1.14.13;4.99.1;1.6.3
R08283,1.1.1;1.3.1;1.2.1;1.8.1
R05636,2.2.1;4.1.3;4.1.2;2.3.3
R00625,1.2.1;1.5.1;1.1.1;1.8.1
R09463,-;1.11.2;1.11.1;3.1.1
R00615,3.6.1;3.1.3;3.6.5;3.6.4
R00984,2.1.1;2.5.1;2.3.1;4.4.1
R11251,3.1.3;3.6.1;3.1.7;4.2.3
R12353,2.5.1;2.7.1;2.4.2;2.7.7
R04538,5.2.1;1.14.19;1.14.99;5.1.2
R05169,3.2.2;3.5.3;3.5.2;3.5.1
R04596,3.2.1;4.2.2;5.4.2;5.4.1
R03956,3.4.19;3.5.1;2.3.2;4.3.3
R01057,5.4.2;5.4.1;5.4.99;3.1.4
R07971,1.6.3;1.14.13;1.14.12;1.14.18
R04153,2.1.1;2.5.1;4.4.1;2.3.3
R04104,5.1.3;5.3.1;3.2.1;5.4.2
R00012,3.2.1;5.1.3;2.4.1;3.6.1
R04051,2.7.2;2.6.1;2.3.1;3.5.1
R00277,1.4.3;1.5.3;1.2.3;1.17.3
R00441,2.7.7;2.4.2;2.7.1;2.7.4
R07437,1.1.1;1.3.1;1.2.1;1.8.1
R03230,2.3.1;3.1.1;3.5.1;2.8.3
R06637,2.3.1;2.7.8;2.4.1;2.7.1
R11323,3.6.4;2.7.4;7.4.2;3.6.1
R09036,2.3.1;3.1.2;2.8.3;3.1.1
R07618,1.1.1;1.7.1;1.14.13;1.3.1
R02467,1.13.11;1.14.99;5.4.4;3.3.2
R04659,2.4.1;2.7.8;2.4.2;2.5.1
R00334,2.7.4;2.7.1;3.6.1;2.1.1
R11095,3.5.3;3.2.2;3.5.2;3.5.1
R09421,1.14.13;1.6.3;1.14.14;4.99.1
R04634,4.2.1;4.4.1;1.1.1;2.3.1
R10008,5.5.1;5.3.3;2.5.1;4.2.3
R02336,3.8.1;4.5.1;3.5.3;4.2.2
R13265,1.8.1;1.16.1;1.1.1;1.3.1
R10344,3.1.4;3.6.1;3.1.3;5.4.2
R04102,1.14.14;4.99.1;1.14.13;5.4.4
R00993,1.13.11;2.7.2;1.2.3;1.17.3
R10815,2.4.1;2.4.2;2.7.7;2.7.1
R07339,2.4.1;2.4.2;3.6.1;3.2.1
R01160,2.3.1;3.1.1;3.1.2;1.1.1
R05219,2.1.1;2.3.3;2.3.1;3.1.1
R00892,1.8.1;1.16.1;1.8.4;1.1.1
R08356,1.8.1;1.16.1;1.1.1;1.3.1
R08955,1.1.1;1.3.1;1.16.1;1.8.1
R09781,4.2.2;4.6.1;3.2.2;2.4.2
R09589,2.7.7;6.2.1;2.4.2;2.7.1
R00856,2.7.7;2.4.2;3.6.1;2.7.1
R03826,1.8.1;1.16.1;1.1.1;1.3.1
R05236,1.3.1;1.17.1;1.1.1;1.6.2
R13139,1.4.3;1.1.3;1.5.3;1.2.3
R06498,3.2.1;5.1.3;3.1.2;3.1.1
R07113,2.5.1;4.4.1;5.3.99;4.1.99
R10988,2.4.1;2.3.1;2.7.8;2.4.2
R09331,3.2.1;2.4.1;3.1.2;4.3.3
R13125,2.4.1;2.4.2;3.2.1;4.2.2
R01264,1.14.13;1.13.12;4.99.1;1.14.14
R07310,1.4.3;1.13.12;3.A.1;3.6.3
R12729,2.3.1;3.1.1;1.1.1;3.1.2
R02985,3.2.1;3.1.2;4.3.3;5.1.3
R02912,2.1.1;3.5.4;4.99.1;1.5.99
R05233,1.1.1;1.3.1;1.8.1;1.5.1
R07258,2.4.1;3.2.1;2.4.2;3.6.1
R08232,2.7.1;2.7.4;2.7.6;2.4.2
R04405,2.1.1;2.5.1;4.4.1;4.99.1
R01214,2.6.1;1.4.1;2.7.2;1.5.1
R09033,1.11.1;1.11.2;4.99.1;3.1.6
R02892,1.1.1;1.8.1;1.3.1;1.16.1
R11665,4.4.1;2.5.1;2.3.1;4.2.1
R04266,5.1.3;5.3.1;3.2.1;2.4.1
R02914,4.2.1;4.4.1;2.3.1;1.14.14
R03286,2.7.4;2.4.2;2.7.1;3.6.1
R04145,2.1.1;2.5.1;2.3.3;2.3.1
R09405,1.14.13;1.16.1;1.1.1;1.3.1
R03457,4.2.1;3.6.1;3.1.3;4.4.1
R10784,3.2.1;2.4.1;5.1.3;3.6.1
R00428,3.5.4;2.4.2;2.1.2;4.3.2
R02194,2.3.1;2.7.1;6.2.1;2.7.7
R10985,1.1.1;1.3.1;1.4.1;1.5.1
R09078,1.1.1;1.3.1;1.2.1;1.14.13
R00145,1.16.1;1.8.1;1.8.4;1.1.1
R12401,1.1.1;1.3.1;1.8.1;1.16.1
R03037,2.3.1;3.1.1;4.4.1;3.1.2
R01886,3.2.2;3.5.3;4.2.2;4.3.3
R07998,1.1.1;1.3.1;2.3.1;1.14.13
R08095,2.3.1;3.1.2;2.8.3;3.1.1
R10172,2.3.1;3.1.1;1.1.1;1.3.1
R10135,3.1.1;2.3.1;3.5.1;3.1.2
R01776,2.3.1;3.1.1;3.1.2;4.2.1
R07763,1.8.1;1.1.1;1.3.1;1.16.1
R04420,5.3.1;5.1.3;3.5.99;4.1.2
R01460,3.2.1;5.1.3;5.4.1;3.1.2
R07082,3.3.2;1.13.11;3.7.1;5.4.4
R00381,2.7.1;2.4.1;2.4.2;2.7.7
R00647,5.3.3;1.1.1;1.3.1;1.16.1
R11100,5.1.1;3.5.4;3.5.3;3.5.99
R02997,3.1.1;2.3.1;3.1.2;-
R10141,2.6.1;1.4.99;1.4.1;2.3.1
R04747,2.3.1;2.8.3;3.1.2;1.2.4
R05843,1.1.1;1.14.13;1.3.1;1.6.3
R10933,3.4.19;3.5.1;3.4.11;3.4.13
R00660,4.1.3;2.3.3;3.1.2;4.1.2
R04783,3.2.1;5.4.1;5.4.2;5.1.3
R03348,2.4.2;2.4.1;3.2.2;3.6.1
R10865,2.4.1;2.7.8;2.4.99;2.4.2
R11087,2.5.1;4.4.1;5.3.99;4.2.1
R03573,2.4.1;2.4.2;3.6.1;3.2.1
R08341,1.14.14;1.14.13;4.99.1;5.4.4
R01904,1.16.1;1.8.1;1.1.1;1.3.1
R06392,3.1.1;2.3.1;3.1.2;3.5.1
