reactionID,predictions
14238,1.14.14;1.14.19;1.14.15;1.14.18
14266,5.4.99;4.1.3;5.3.3;5.3.2
14274,1.4.99;1.1.99;1.3.98;1.17.98
14290,6.2.1;6.3.2;2.1.3;6.3.4
14314,2.1.1;2.5.1;1.3.8;4.99.1
14342,4.1.1;1.14.11;2.6.1;5.3.2
14390,2.4.99;2.4.3;2.4.2;2.4.1
14414,1.13.11;1.13.12;1.1.3;1.3.3
14478,4.99.1;1.3.8;2.5.1;2.1.1
14494,3.10.1;3.5.4;3.4.19;3.4.17
14582,1.6.5;4.99.1;2.5.1;1.17.1
14706,1.18.1;1.8.1;1.12.1;1.17.1
14738,2.4.2;2.4.3;3.2.1;2.4.1
14750,1.17.3;1.1.3;1.13.12;1.10.3
14782,2.7.7;2.4.1;2.3.1;2.3.2
14810,2.1.1;2.5.1;1.3.8;4.99.1
14838,1.2.3;1.1.3;1.13.12;3.5.5
14866,2.1.1;2.5.1;1.3.8;4.99.1
14894,5.4.99;5.3.3;5.3.99;5.3.1
14914,2.7.7;3.6.1;2.7.9;3.1.4
14926,2.5.1;4.99.1;1.1.1;1.3.1
14966,3.1.3;3.8.1;7.1.3;3.2.1
15010,1.5.1;1.4.1;1.3.1;1.6.5
15030,1.3.1;1.1.1;1.6.5;1.2.1
15054,3.5.1;3.5.2;4.3.2;2.1.2
15082,2.7.7;6.3.2;6.3.4;1.18.6
15094,2.8.3;2.6.1;2.2.1;1.1.99
15222,3.1.4;3.1.8;3.8.2;3.6.1
15238,1.7.1;1.6.5;1.18.1;1.17.1
15266,4.1.99;1.14.99;4.7.1;1.21.98
15274,2.6.1;1.1.99;4.1.3;2.8.3
15338,3.7.1;3.1.2;3.1.1;2.3.3
15342,4.3.3;3.5.2;4.1.99;6.3.3
15422,6.3.2;6.3.4;1.18.6;2.7.9
15474,2.4.1;2.4.2;2.4.99;5.4.99
15490,1.1.3;1.11.2;1.10.3;1.14.18
15590,2.6.1;2.1.3;4.1.3;1.1.99
15750,1.1.99;1.13.11;4.1.3;4.2.1
15794,1.3.1;1.5.1;1.6.5;1.2.1
15798,1.5.1;1.3.1;1.6.5;1.2.1
15986,4.99.1;1.12.1;5.3.3;2.5.1
16050,2.5.1;4.99.1;2.1.1;5.3.99
16114,2.4.2;4.2.99;5.4.99;4.99.1
16118,2.7.7;6.3.2;6.2.1;2.4.1
16138,1.6.5;1.3.1;1.5.1;1.1.1
16142,1.1.1;1.3.1;1.2.1;1.4.1
16158,1.7.1;1.6.5;1.18.1;1.17.1
16162,1.7.1;1.3.8;1.4.1;1.17.1
16178,1.4.1;1.7.1;1.2.1;1.5.1
16190,1.13.11;1.14.11;4.1.1;1.2.3
16238,5.2.1;5.1.1;5.1.3;5.1.99
16250,5.1.3;5.1.2;5.3.1;5.1.99
16334,2.4.2;2.4.1;2.7.7;2.4.3
16366,3.1.1;3.7.1;4.1.1;3.5.1
16466,1.17.9;1.20.9;1.20.99;1.3.2
16502,2.4.2;2.7.8;3.1.4;3.2.1
16530,3.1.6;1.8.4;3.12.1;3.13.1
16710,1.14.16;1.21.3;1.14.99;3.5.99
16826,2.7.1;2.4.2;2.4.1;2.7.7
16830,1.16.3;1.1.3;1.8.3;1.11.1
16838,2.7.1;2.4.1;2.4.2;2.7.4
16918,1.14.19;1.21.3;1.14.15;1.14.99
16930,1.8.4;3.1.6;2.8.2;2.4.99
16958,2.7.8;2.4.2;3.1.4;3.2.1
17002,3.5.3;3.10.1;4.3.1;3.5.1
17050,2.1.1;2.5.1;4.99.1;1.3.8
17054,5.1.2;2.2.1;2.7.4;5.4.99
17082,2.5.1;2.1.1;1.3.8;4.99.1
17098,4.1.3;5.3.3;2.6.1;5.3.2
17118,2.1.3;6.3.2;6.2.1;1.4.7
17146,1.5.1;1.4.1;1.19.1;1.2.1
17238,2.7.7;2.4.2;2.7.8;2.4.99
17298,1.2.7;1.1.7;1.8.7;1.6.1
17310,2.3.2;3.1.1;2.3.1;3.1.2
17314,6.2.1;3.13.1;2.3.1;2.1.3
17374,5.3.99;5.4.99;5.3.3;4.1.3
17450,2.5.1;5.3.99;4.1.99;2.3.1
17498,2.4.2;2.4.1;2.4.99;2.4.3
17546,1.8.7;1.14.15;2.8.1;1.4.7
17662,2.4.1;2.3.1;2.7.7;2.3.2
17702,2.4.99;1.6.1;2.7.7;2.4.3
17722,4.99.1;1.3.8;2.5.1;2.1.1
17834,2.5.1;2.1.1;4.99.1;1.3.8
17878,2.1.1;2.5.1;4.99.1;1.3.8
17882,3.4.17;3.5.1;3.5.4;3.4.19
17950,1.13.11;1.13.12;1.1.3;1.3.3
17998,2.1.1;2.5.1;1.3.8;4.99.1
18002,3.1.1;3.7.1;4.1.1;1.1.1
18030,6.3.2;6.3.4;2.1.3;6.2.1
18034,1.14.14;1.14.19;1.14.15;1.2.7
18118,1.13.12;1.17.3;1.3.3;1.1.3
18134,1.8.4;2.4.99;3.1.6;2.4.3
18242,5.4.99;5.3.3;5.3.99;5.3.1
18258,1.13.11;1.14.11;1.13.12;1.2.3
18294,2.7.7;6.3.2;6.3.4;6.2.1
18358,1.6.5;1.5.1;1.3.1;4.99.1
18402,1.14.19;1.14.14;1.14.15;1.14.18
18414,2.4.1;2.4.2;2.4.99;2.4.3
18446,4.3.2;2.1.2;3.5.2;3.5.4
18502,1.3.1;1.6.5;1.1.1;1.5.1
18506,1.5.1;1.19.1;1.4.1;1.7.1
18522,2.1.1;2.8.4;2.5.1;4.4.1
18566,2.5.1;2.3.1;2.1.1;2.4.1
18570,1.1.3;1.16.3;1.8.3;1.11.1
18682,2.7.1;2.7.7;2.4.2;2.7.8
18738,2.7.13;6.3.2;6.2.1;2.5.1
18790,5.1.3;5.1.2;5.3.1;5.1.99
18806,2.4.1;2.3.1;2.4.2;2.4.99
18838,2.3.1;2.4.1;2.3.2;2.8.3
18898,1.3.99;1.5.99;1.17.99;1.21.99
18910,2.1.1;2.5.1;4.4.1;2.8.4
18914,2.7.8;3.1.4;2.4.2;3.6.1
19086,2.6.1;2.1.3;5.4.3;4.1.3
19130,2.7.1;2.4.2;2.7.8;2.4.1
19178,2.6.1;4.1.3;5.4.1;4.1.2
19182,4.99.1;1.3.8;2.5.1;2.1.1
19198,2.7.13;3.6.2;1.8.99;3.6.1
19218,4.5.1;4.7.1;3.11.1;3.1.8
19270,2.3.1;2.4.1;2.3.2;2.5.1
19290,3.1.3;3.2.1;3.1.4;4.2.1
19306,2.4.99;2.1.1;4.99.1;5.3.99
19358,1.14.19;1.14.12;1.21.3;1.14.13
19446,4.1.1;1.14.11;1.2.98;3.1.1
19550,3.1.1;3.1.2;4.1.1;2.3.2
19558,1.13.11;3.5.5;4.3.1;4.2.1
19714,6.3.2;6.2.1;6.3.4;2.1.3
19746,1.20.99;7.2.1;1.3.98;1.12.99
19754,2.5.1;2.1.1;6.3.4;1.17.7
19770,4.2.1;1.21.3;4.2.3;1.11.1
19782,2.8.3;2.6.1;1.2.99;1.1.98
19802,2.7.7;1.6.1;2.4.2;2.4.3
19874,3.1.6;2.2.1;5.3.99;4.4.1
19894,2.7.4;5.1.3;5.1.2;5.1.1
19910,1.2.99;1.12.99;1.12.98;1.20.99
19970,1.11.2;1.11.1;1.1.3;1.21.3
19994,1.8.4;3.1.6;2.4.1;1.6.2
20018,1.17.99;4.1.99;1.3.8;2.1.1
20114,5.4.2;5.3.1;4.2.99;5.4.4
20226,2.1.1;2.5.1;1.3.8;4.99.1
20270,5.4.99;2.4.2;4.1.3;2.4.1
20282,1.8.4;3.1.6;2.4.3;2.8.2
20374,2.7.7;6.3.2;1.18.6;6.3.4
20690,3.1.1;2.4.1;3.7.1;1.1.1
20733,2.4.1;2.4.2;2.3.1;2.4.99
20749,1.14.19;1.2.3;1.14.13;1.21.3
20765,5.4.99;2.8.3;2.4.1;2.3.1
20833,1.7.7;1.1.7;7.2.2;1.3.7
20849,1.17.3;1.13.12;1.1.3;1.14.18
20897,2.1.3;1.14.20;1.14.11;6.3.2
20929,1.5.7;1.4.5;2.8.1;2.8.4
20977,1.1.3;1.11.2;1.11.1;1.8.3
21001,2.4.99;2.4.1;1.6.1;1.1.2
21065,2.8.4;7.2.1;2.1.1;1.8.5
21097,4.2.1;1.21.3;1.11.1;4.2.3
21105,1.14.99;1.21.99;1.21.3;1.5.3
21257,2.4.2;2.4.1;2.7.7;2.7.1
21261,2.4.1;1.5.4;1.17.4;1.8.4
21337,1.3.1;1.1.1;1.2.1;1.6.5
21341,1.14.11;1.13.11;1.2.3;4.1.1
21349,2.3.1;2.5.1;2.4.99;2.4.1
21377,1.13.11;1.14.11;2.6.1;2.1.4
21381,2.4.1;2.7.7;2.4.2;2.3.1
21453,1.21.3;1.14.18;1.10.3;1.14.15
21473,6.2.1;6.3.2;2.3.2;2.1.3
21505,2.6.1;4.1.3;1.1.99;2.8.3
21541,5.3.3;4.1.3;4.1.2;5.4.99
21573,1.13.12;1.13.11;1.3.3;1.1.3
21601,2.3.1;2.3.2;2.8.3;2.4.1
21617,2.7.8;2.7.7;2.4.2;3.1.4
21633,1.13.12;1.17.3;1.14.18;1.10.3
21693,2.4.2;3.2.1;3.1.4;2.4.1
21729,1.2.1;1.4.1;1.5.1;1.17.1
21737,5.3.3;5.4.1;4.3.2;4.1.2
21745,2.5.1;2.1.1;4.4.1;5.3.99
21881,1.1.3;1.13.12;1.17.3;1.3.3
21909,1.3.1;1.1.1;1.5.1;1.6.5
21969,4.2.3;4.2.1;5.4.4;3.1.7
22029,2.3.1;2.3.2;2.4.1;2.8.3
22089,6.5.1;2.7.9;2.7.7;2.7.13
22093,2.4.2;1.6.1;4.99.1;2.4.1
22117,2.4.1;2.4.99;2.4.2;2.7.1
22121,2.4.1;2.3.1;2.3.2;2.4.2
22125,3.3.2;5.3.99;4.1.2;3.1.1
22329,2.5.1;1.6.5;2.7.7;3.1.8
22373,1.11.1;1.11.2;1.15.1;1.1.3
22469,2.3.2;2.3.1;2.3.3;6.2.1
22561,1.14.13;1.5.1;1.6.5;1.4.1
22573,1.4.99;4.3.1;1.4.9;1.1.99
22645,1.14.14;1.14.19;1.14.15;1.14.99
22729,2.4.1;2.3.1;2.4.2;2.7.1
22801,5.3.3;5.4.99;5.5.1;5.3.99
23077,1.3.1;1.1.1;2.5.1;1.6.5
23085,2.4.1;4.1.3;2.3.1;2.8.3
23101,2.7.4;2.7.7;5.1.2;2.7.8
23129,2.7.7;1.6.1;6.3.2;1.18.6
23177,6.3.2;2.7.7;6.3.4;1.18.6
23305,3.1.1;2.3.2;4.1.1;3.1.2
23425,5.4.2;4.8.1;5.4.4;4.2.99
23537,5.4.2;3.2.1;4.2.99;4.8.1
23545,2.4.1;2.4.2;2.4.99;2.4.3
23561,2.5.1;2.1.1;4.99.1;5.3.99
23577,1.14.14;1.14.19;1.14.15;1.3.7
23581,5.3.3;5.4.99;5.3.1;5.3.99
23585,4.4.1;2.1.1;3.13.1;2.8.4
23641,1.21.3;1.14.99;1.14.15;1.14.18
23697,1.1.3;1.17.3;1.13.12;1.3.3
23721,2.7.7;2.4.2;2.7.1;6.3.2
23805,5.4.2;3.2.1;5.4.4;4.2.99
23861,2.3.1;2.3.2;2.4.1;2.8.3
23881,5.4.99;2.4.2;2.4.1;5.3.2
23909,4.99.1;2.5.1;2.4.2;5.4.99
23985,1.6.5;1.3.1;1.5.1;2.5.1
24005,4.99.1;1.3.8;2.5.1;2.1.1
24077,1.3.1;1.1.1;1.6.5;1.2.1
24165,1.14.20;1.4.7;1.14.11;1.14.15
24189,1.5.1;1.6.5;1.4.1;1.7.1
24245,1.6.5;1.5.1;2.5.1;1.3.1
24265,2.6.1;5.4.1;4.1.2;4.1.3
24329,6.2.1;2.1.3;6.3.2;2.3.2
24417,1.1.3;1.13.11;1.13.12;1.8.3
24425,2.1.1;2.5.1;4.4.1;4.1.99
24441,7.4.2;7.1.2;2.7.7;1.7.5
24489,1.2.7;1.12.7;1.8.7;1.1.7
24497,2.3.1;2.3.2;2.8.3;2.4.1
24501,3.6.1;6.5.1;2.7.13;2.7.9
24537,1.13.11;1.13.12;1.3.3;3.5.3
24577,3.1.3;7.1.3;3.1.4;3.6.1
24711,2.6.1;4.1.3;5.3.2;2.1.3
24794,2.1.3;4.4.1;1.4.7;2.6.1
24826,1.2.7;1.8.2;1.1.7;1.20.4
25042,2.8.1;1.4.7;2.1.3;5.1.1
25153,2.6.1;2.8.3;1.1.99;4.1.3
25210,3.5.1;3.1.1;3.5.5;2.3.2
25226,1.2.1;1.4.1;1.5.1;1.6.5
25230,1.6.5;1.5.1;1.3.1;1.2.1
25234,5.1.3;5.3.1;5.1.2;5.1.99
25250,2.6.1;4.1.3;5.3.2;4.1.1
25270,2.1.1;2.5.1;4.4.1;1.3.8
25348,2.3.1;3.1.1;2.3.2;2.8.3
25433,5.4.2;4.8.1;5.4.4;5.3.1
25581,5.1.2;5.3.1;5.1.3;5.4.99
25585,5.3.1;5.1.2;5.1.3;4.2.99
25610,5.3.1;4.1.3;4.1.2;2.1.2
25671,2.4.1;2.4.2;2.4.99;2.7.7
25953,2.8.3;2.7.4;2.6.1;2.2.1
26020,3.1.3;3.2.1;3.1.4;4.2.1
26194,2.4.1;2.7.7;2.4.2;1.6.1
26214,3.1.7;4.2.3;2.9.1;5.4.4
26302,4.1.1;7.2.4;3.7.1;2.6.1
26322,2.1.1;2.5.1;1.3.8;4.99.1
26326,2.5.1;2.1.1;4.99.1;1.3.8
26491,1.1.3;1.16.3;1.11.1;1.11.2
26511,3.5.1;3.4.13;3.5.2;3.5.4
26535,2.7.7;6.3.2;2.4.2;6.3.4
27291,1.2.99;1.1.98;1.3.99;1.12.99
27315,1.14.99;1.14.19;1.14.15;1.2.3
27326,1.14.14;1.14.19;1.14.15;1.14.18
27330,1.14.19;1.14.13;1.14.12;1.21.3
27334,1.14.19;1.21.3;1.14.15;1.14.99
27350,2.8.1;2.8.4;1.20.4;2.1.1
27442,1.2.1;1.6.5;1.5.1;1.4.1
27446,1.6.5;1.3.1;1.5.1;1.1.1
27450,3.1.3;3.1.8;3.1.4;2.5.1
27539,4.2.1;4.1.2;4.3.1;1.13.11
27547,1.14.19;1.14.18;1.14.14;1.14.15
27575,3.5.1;3.5.4;3.5.3;3.4.13
27611,1.2.99;1.2.3;4.1.1;1.17.8
27651,1.1.1;1.3.1;3.7.1;3.1.1
27655,2.6.1;4.1.3;5.3.2;4.1.2
27675,2.7.7;2.7.4;2.7.1;6.5.1
27771,2.1.1;2.5.1;1.3.8;4.99.1
27775,2.5.1;2.1.1;1.3.8;4.99.1
27839,6.3.3;1.7.1;1.19.1;1.5.1
27843,1.14.12;1.14.16;1.14.13;1.14.19
27859,3.1.4;2.7.8;3.6.1;2.4.2
27875,4.1.3;4.1.2;5.3.3;4.1.99
28095,3.1.3;3.1.4;3.2.1;3.1.7
28139,4.3.3;3.5.4;6.3.3;3.5.2
28143,3.5.2;4.3.3;3.5.4;3.5.1
28147,1.14.19;1.14.15;1.14.18;1.14.14
28403,2.4.2;2.4.99;2.4.3;2.7.8
28515,2.7.7;2.4.2;2.4.1;1.6.1
28676,5.3.1;5.1.2;5.1.3;2.4.2
28680,2.5.1;2.1.1;4.99.1;1.3.8
28752,1.17.3;1.14.20;1.1.3;1.14.11
28808,3.5.1;3.4.13;3.5.2;3.5.3
29068,4.2.99;5.4.99;5.5.1;5.3.3
29588,1.5.1;1.2.1;1.4.1;1.6.5
29844,2.7.7;6.3.2;2.7.1;1.6.1
29900,1.7.5;7.4.2;1.6.1;7.1.2
30008,1.7.5;7.4.2;7.1.2;1.6.1
30060,5.4.99;5.3.3;5.5.1;2.5.1
30080,6.2.1;6.3.2;2.5.1;2.3.1
30280,1.2.7;7.1.1;1.7.7;1.1.7
30404,2.4.2;2.4.1;2.7.1;2.7.8
30424,4.2.3;3.1.7;4.1.99;4.2.1
30596,1.14.19;1.14.14;1.14.15;1.14.18
31348,3.1.1;4.1.1;3.7.1;2.3.1
31424,4.2.3;4.1.99;3.1.7;1.14.13
31516,1.7.1;1.20.1;1.21.1;1.17.1
31540,2.1.1;2.5.1;1.3.8;4.99.1
31564,3.5.1;3.4.13;3.5.2;3.5.4
31616,2.5.1;6.3.3;4.3.3;1.3.8
31664,2.6.1;4.1.3;4.1.2;1.1.99
31672,2.5.1;2.1.1;1.3.8;4.1.99
31724,1.14.14;1.14.19;1.14.15;1.2.7
31732,1.14.14;1.14.19;1.14.15;1.3.7
31736,1.3.1;1.6.5;1.1.1;1.5.1
31760,2.5.1;2.1.1;4.1.99;4.4.1
31768,2.6.1;4.1.3;5.3.2;4.1.2
31784,3.1.7;4.2.3;3.1.3;3.3.2
31788,4.2.3;3.1.7;3.3.2;5.4.4
31792,4.2.3;3.1.7;3.3.2;5.4.4
31856,5.4.99;5.3.3;5.5.1;5.3.99
31860,5.4.99;5.3.3;5.5.1;5.3.99
31912,2.8.3;2.6.1;2.3.1;4.1.3
31952,1.3.7;1.14.15;1.14.14;1.2.7
32000,4.2.3;3.1.7;4.1.99;2.5.1
32024,4.2.3;3.1.7;4.2.1;4.1.99
32104,2.1.1;4.4.1;2.5.1;2.4.99
32136,1.6.1;1.8.7;2.7.9;1.7.7
32140,6.3.2;6.2.1;2.7.7;6.3.4
32200,1.14.15;1.14.19;1.14.18;1.3.7
32260,2.8.3;2.6.1;2.1.3;2.3.1
32312,1.14.14;1.14.15;1.14.19;1.3.7
32488,3.1.4;2.7.8;3.6.1;2.4.2
32540,4.2.3;3.1.7;4.1.99;2.5.1
32568,4.2.3;3.1.7;4.1.99;3.3.2
32644,1.20.4;1.11.1;1.7.99;1.21.3
32704,5.3.3;5.5.1;5.4.99;5.4.4
33000,1.14.14;1.14.15;1.14.19;1.3.7
33072,4.2.1;1.21.3;4.1.99;5.3.99
33180,3.1.1;3.1.8;3.7.1;2.5.1
33264,1.14.14;1.14.15;1.14.19;1.2.7
33280,1.14.14;1.14.15;1.14.19;1.14.99
33440,1.2.3;3.5.5;1.13.12;1.13.11
33816,2.4.1;2.4.2;2.3.1;2.7.8
33840,2.5.1;2.1.1;2.3.1;5.3.99
33860,4.2.1;3.2.1;2.4.2;2.4.1
33896,1.3.1;1.1.1;1.6.5;1.5.1
33928,1.14.19;1.14.15;1.14.99;1.21.3
33952,2.4.1;2.4.99;2.4.3;2.4.2
33972,2.5.1;5.3.99;2.1.1;4.4.1
33992,4.2.3;4.1.99;3.1.7;2.5.1
34024,1.4.1;1.2.1;1.5.1;1.7.1
34028,1.4.1;1.2.1;1.5.1;1.7.1
34048,1.1.3;1.3.3;1.13.12;1.5.3
34104,5.1.3;5.1.2;5.3.1;2.7.4
34172,1.13.11;1.14.11;1.1.99;1.14.99
34212,1.3.1;1.6.5;1.1.1;1.5.1
34228,1.13.12;1.17.3;1.1.3;1.2.3
34240,5.3.3;5.4.1;5.3.1;5.4.99
34288,1.13.12;1.17.3;1.3.3;1.1.3
34412,1.3.3;1.13.12;1.21.3;1.1.3
34432,1.3.1;1.1.1;1.6.5;1.23.1
34468,4.2.3;3.1.7;4.1.99;4.2.1
34512,2.4.2;2.4.1;2.7.7;2.4.99
34848,1.6.5;1.14.12;4.99.1;1.14.13
35096,4.1.2;2.1.2;4.1.3;4.3.2
35144,2.4.99;1.6.1;2.4.1;2.7.7
35180,2.3.1;2.8.3;2.3.2;2.4.1
35264,3.1.1;4.1.1;3.7.1;3.1.2
35372,2.5.1;2.7.7;2.4.2;2.4.1
35532,1.21.3;1.3.3;1.13.12;1.5.3
35588,3.1.3;3.2.1;2.4.2;3.1.4
35768,2.1.1;2.5.1;1.3.8;4.99.1
35812,4.2.1;4.1.2;2.1.2;5.3.3
36056,3.5.4;3.5.1;4.3.1;3.5.99
36096,2.1.1;2.5.1;4.4.1;5.3.99
36100,2.1.1;2.5.1;5.3.99;4.4.1
36104,2.1.1;2.8.4;4.99.1;1.20.4
36156,2.1.1;2.5.1;4.99.1;1.3.8
36248,2.5.1;2.1.1;1.3.8;4.99.1
36396,1.6.5;1.5.1;1.3.1;1.10.1
36408,2.1.1;3.13.1;2.8.1;4.4.1
36624,2.1.1;2.5.1;4.4.1;4.99.1
36636,2.1.1;2.5.1;1.3.8;4.99.1
36696,2.4.2;2.4.1;5.4.99;2.4.99
36704,5.1.1;3.4.15;6.1.1;2.7.14
36760,2.4.2;2.7.7;2.4.1;2.7.1
36832,1.14.99;1.14.15;1.21.3;1.14.19
36904,2.5.1;2.1.1;4.99.1;1.3.8
37212,2.7.8;3.1.4;3.6.1;3.1.8
37668,2.4.2;2.4.1;2.4.99;2.4.3
37744,2.5.1;6.3.3;4.2.3;4.1.99
37796,1.14.19;1.21.3;1.14.15;1.14.99
37800,1.14.19;1.14.99;1.14.14;1.14.15
37816,1.14.11;1.14.20;1.2.3;1.13.12
37824,1.14.11;1.14.20;4.1.1;1.2.3
37828,1.14.11;1.14.20;1.2.3;1.13.11
37832,1.14.11;1.14.20;1.2.3;4.1.1
37836,1.14.19;1.21.3;1.14.15;1.14.99
37932,5.4.4;4.8.1;5.4.2;3.3.2
37940,5.4.4;4.8.1;5.4.2;5.3.99
37952,5.4.4;4.8.1;5.4.2;3.3.2
37956,5.4.4;4.8.1;5.4.2;3.3.2
37960,5.4.4;4.8.1;4.2.1;3.3.2
37964,1.6.5;1.1.1;1.3.1;1.2.1
37968,1.6.5;1.1.1;1.3.1;1.12.1
37980,2.1.1;2.5.1;4.99.1;1.3.8
38000,2.1.1;2.5.1;4.99.1;1.3.8
38008,2.1.1;2.5.1;4.4.1;4.99.1
38160,4.2.1;1.1.3;1.8.3;3.5.5
38260,4.1.3;4.1.2;2.6.1;1.1.99
38268,2.7.4;2.7.1;2.7.7;2.4.99
38348,2.6.1;2.1.3;4.1.3;4.1.2
38448,3.2.1;3.1.3;3.2.2;4.2.1
39112,1.3.1;1.6.5;1.5.1;1.1.1
39116,1.6.5;1.3.1;4.99.1;1.1.1
39652,3.1.1;3.2.1;3.3.2;4.2.99
39912,2.6.1;1.1.99;4.1.3;2.1.3
41008,2.5.1;5.3.99;2.1.1;4.4.1
41260,3.5.99;4.3.1;1.4.99;3.5.3
41429,2.1.1;2.5.1;4.99.1;1.3.8
41561,1.14.19;1.14.15;1.14.14;1.14.18
41641,6.3.2;6.3.4;2.7.7;6.2.1
41653,2.4.1;2.4.2;2.4.99;2.4.3
42081,1.2.1;1.4.1;1.17.1;1.1.1
42097,2.3.1;2.3.2;6.2.1;2.4.1
42101,2.3.1;2.3.2;2.4.1;2.5.1
42317,1.2.8;1.8.7;2.3.3;2.8.3
42413,3.5.4;4.3.3;2.5.1;3.5.2
42645,2.4.2;2.4.1;2.7.7;2.4.3
42833,5.4.99;5.3.99;5.3.3;5.5.1
42989,4.2.3;2.5.1;3.1.7;2.1.1
42993,4.2.3;3.1.7;4.1.99;4.2.1
43001,4.2.3;3.1.7;4.2.1;4.1.99
43053,6.3.2;2.7.7;6.3.4;6.2.1
43065,2.3.1;2.3.2;2.4.1;2.8.3
43345,2.4.1;2.3.1;2.4.2;2.7.7
43381,3.4.11;3.5.3;3.5.2;3.4.13
43433,1.20.9;1.16.2;1.12.2;1.17.9
