Reaction,All ECs
14478,1.3.99.3;1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.2|1.3.99.3;1.3.99.7;1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.13|1.3.99.3;1.3.3.6|1.3.8.9|1.3.99.-|1.3.99.13|1.3.99.3;1.3.99.12;1.14.19.56;1.14.14.15;1.5.1.45;1.3.8.4|1.3.99.10|1.3.99.3;2.1.1.74
14494,3.2.2.24;3.2.2.19;2.4.2.31;3.2.2.5|3.2.2.6;2.4.2.17
14582,1.6.5.4;1.1.1.411;1.1.1.410;1.1.1.129|1.1.1.45;1.2.1.72;1.1.1.130;1.1.1.125|1.1.1.127;1.1.1.389;1.1.1.69;1.1.1|1.1.1.264|1.1.1.366;1.1.1.57
14706,1.8.1.14;1.8.1.10|1.8.1.14|1.8.4.2;2.3.1.41;2.3.1.86;2.3.1.165;2.3.1.161;2.3.1.41|2.3.1.85;2.3.1.236;2.3.1.237;2.3.1.289;2.3.1.290;2.3.1.239;2.3.1.94;2.3.1.295;1.3.1.-|2.3.1.170|2.3.1.74;2.3.1.119
14738,2.7.7.41;2.7.7.38;2.7.7.90
14750,1.13.11.38;1.13.11.-|1.13.11.56;1.13.11.39;1.13.11.64;1.13.11.86;1.13.11.3;1.13.11.4;1.13.11.2;1.13.11.16;1.13.11.57|1.13.11.8;1.15.1.1
14782,6.2.1.2|6.2.1.3;6.2.1.60;6.2.1.26;6.2.1|6.2.1.1|6.2.1.2|6.2.1.3
14810,2.1.1.146;2.1.1.155|2.1.1.231;2.1.1.46;2.1.1.155|2.1.1.75;2.1.1.42;2.1.1.339;2.1.1.38;2.1.1.150;2.1.1.302;2.1.1.6;2.1.1.240;2.1.1.303;2.1.1.4;2.1.1.6|2.1.1.68;2.1.1.270;2.1.1.94;2.1.1.241;2.1.1.293;2.1.1.132;2.1.1.70|2.1.1.93;2.1.1.222
14838,1.4.3.2;1.4.3.3;1.1.3.15;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1
14866,2.1.1.345;2.1.1.132;2.1.1.53;2.1.1.103;2.1.1.49;2.1.1.-|2.1.1.340;2.1.1.334;2.1.1.156|2.1.1.162|2.1.1.20;2.1.1.222
14894,5.4.3.5;5.1.1.10|5.1.1.12|5.1.1.9;2.3.2.30;3.5.1.132;3.4.13.4;2.6.1.13;5.4.3.3;2.6.1.13|2.6.1.68;2.6.1.21;5.1.1.5|5.1.1.9;2.6.1.36;3.5.1.17;2.3.1.35
14914,2.7.1.145|2.7.1.21
14926,1.1.1.200;1.1.1.2|1.1.1.21;1.1.1.21;1.1.1|1.1.1.10|1.1.1.19|1.1.1.2|1.1.1.21|1.1.1.72;1.11.1.1|1.11.1.2;1.7.1.6;1.12.1.3|1.12.1.5;1.1.1.-|1.1.1.215;1.1.1.346;1.1.1.101;1.1.1.-|1.1.1.2|1.1.1.21|1.1.1.365;1.1.1.44
14966,3.6.1.7
15010,1.5.1.3;2.1.1.148
15030,1.1.1.21;1.1.1.255;1.1.1|1.1.1.10|1.1.1.19|1.1.1.2|1.1.1.21|1.1.1.72;1.1.1.2|1.1.1.21;1.1.1.14;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5;1.2.1.19|1.2.1.22|1.2.1.23|1.2.1.3
15054,2.1.2.2;2.1.2.13;2.1.2.9
15082,6.2.1.13;6.2.1.5
15094,2.6.1.21;2.6.1.5;2.6.1.7;2.6.1.1|2.6.1.19|2.6.1.42|2.6.1.5|2.6.1.57;2.6.1.14
15222,2.7.8.8;2.7.8.11;2.7.8.39;2.7.8.38;2.7.8.45;2.7.8.-|2.7.8.44;2.7.8.1;3.6.1.26;2.7.8.2;6.3.2.5;2.5.1.143;2.7.6.1
15238,1.16.1.9;1.14.12.17|1.16.1.7|1.5.1;1.16.1.1;1.2.1.44;1|1.14.13.39|1.14.14.1|1.16.1.7|1.18.1.2|1.6.2.2;1.3.1.32;1.13.12.-|1.14.13.210;1.8.1.13
15266,4.3.3.6
15274,2.6.1.21;2.6.1.7;2.6.1.1|2.6.1.19|2.6.1.42|2.6.1.5|2.6.1.57;2.6.1.14
15338,1.2.1.58;2.3.1.71;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
15342,6.3.5.11;6.6.1.2;6.3.5.9;6.3.2.25;6.3.2.30;6.3.2.29;6.3.4.14;6.3.4.14|6.4.1.1;6.3.4.3
15422,6.2.1.1
15474,2.4.1.236;2.4.1.273;2.4.1.239;2.4.1.-|2.4.1.297;2.4.1.254;2.4.1.159;2.4.1.69;2.4.2.50;2.4.1.351;2.4.1.22;2.4.1.87;2.4.1.-|2.4.1.284;2.4.1.38|2.4.1.90;2.4.1.338;2.4.1.-|2.4.1.301;2.4.1.122|2.4.1.307;2.4.1.13;2.4.1.354;2.4.1.85;2.4.1.245
15490,1.17.3.2;1.6.3.1;1.3.3.6;1.1.3.10;1.3.3.16;1.1.3.41;1.1.3.10|1.1.3.4;1.1.3.10|1.1.3.9;1.2.3.1;1.4.3.13
15590,2.6.1.72;2.6.1.7;2.6.1.21;2.6.1.57;2.6.1.27;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.9
15750,1.1.99.31;1.1.3.15;1.1|1.1.1.272|1.1.1.379|1.2.1.-;1.1.1.422;1.1.1.423;1.1.3.46;1.1.1.21;1.1.1.184;1.1.1.320;2.6.1.72;3.5.1.11;1.1.1.1|1.1.1.14|1.1.1.311
15794,1.3.1.24;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.6.2.4;1.5.1.3
15798,1.3.1.24;1.7.1.10|1.7.99.1;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5
15986,1.17.1.11;1.1.1.170|1.1.1.418;1.1.1.417;1.1.1.41;5.3.3.1;1.3.1.25;1.2.1|1.2.1.18|1.2.1.27;1.3.1.53;1.3.1.12;1.3.1.43|1.3.1.79;1.3.1.121;1.5.1.6;1.1.1.42
16050,2.7.8.26
16114,1.16.1.6;1.14.13.50|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8
16118,6.2.1.2|6.2.1.30;6.2.1.1
16138,1.1.1.285;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.2.1.106;1.2.1.-|1.2.1.103|1.2.1.ag;1.1.1.346;1.3.1.113;1.1.1.100;1.2.1.95;1.1.1.170;1.1.1.412;1.8.1.7
16142,1.1.1.285;1.11.1.1|1.14.12.17;1.7.1.10|1.7.99.1;1.12.1.2|1.12.1.5
16158,1.16.1.9;1.14.12.17|1.16.1.7|1.5.1;1.16.1.1;1.2.1.44;1|1.14.13.39|1.14.14.1|1.16.1.7|1.18.1.2|1.6.2.2;1.3.1.32;1.13.12.-|1.14.13.210;1.8.1.13
16162,1.14.12.17|1.16.1.7|1.5.1;1.16.1.9;1.1.1.155|1.1.1.286|1.1.1.87;1.1.1.-|1.1.1.85
16178,1.2.1.36;1.2.1.3|1.2.1.36;1.11.1.1|1.14.12.17
16190,1.14.14.117;1.13.11.46;1.13.11.27;1.13.12.24;1.13|1.13.12.19;1.13.12.6;1.2.2.4;1.14.12.10;1.14.12.13;1.14.12.1;4.1.1.108;1.14.11.4;1.14.11.18;1.14.11.60;1.14.11.6;1.14.11.31;1.14.11.32;1.14.11.8;1.14.11|1.14.11.2|1.14.11.57;1.14.11.26;1.14.11.9;1.14.11.21;1.14.11.25;1.14.11.20;1.14.11.24;1.14.11.17
16238,5.2.1.8
16250,5.4.2.8;5.1.3.15|5.3.1.9
16334,2.7.7.66;2.7.7.61;2.7.7.85;2.7.7.86;3.6.1.19;2.3.1.15|2.3.1.51|2.7.7.41|2.7.8.8|4.1.1.65
16366,1.13.11.24;2.1.1.341;1.21.3.6;3.1.1.20;3.5.2.6
16466,1.1.1|1.1.1.27|1.1.1.28
16502,3.1.4.2|3.1.4.44;2.7.7.39;2.3.1.15|2.3.1.51|2.7.7.41|2.7.8.11
16530,2.7.7.4
16710,1.14.16.1|1.14.16.4;1.14.16.7;1.14.16.2;1.14.16.5;4.2.1.96
16826,2.7.1.48
16830,1.2.3.1;1.4.3.2;1.1.3.15;1.4.3.3
16838,6.1.2.2;6.2.1.1
16918,1.14.13.223;1.14.12.-|1.14.12.10;1.14.13.245;1.14.13.69;1.14.13.131;1.14.13.87;1.14.13.25;1.11.1.1|1.14.12.17;1.14.13.26;1.14.13.113;1.14.13.246;1.14.18.9;1.6.6.9|1.7.2.3;1.12.1.2|1.12.1.5;1.7.99.6;1.14.13.225;1.14.12.14;1.14.13.240;1.3.1.25;1.6.5.2
16930,2.3.1.71;2.3.1.109;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
16958,2.7.8.26
17002,3.5.3.7;3.5.3.1|3.5.3.7;3.5.3.17|3.5.3.7;3.5.3.1|3.5.3.11;3.5.3.-|3.5.3.24;3.5.3.3;3.5.3.25;2.4.2.31
17050,2.1.1.64
17054,2.2.1.2
17082,2.1.1.146;2.1.1.323;2.1.1.68;2.1.1.169|2.1.1.68;2.1.1.104;2.1.1.116;2.1.1.-|2.1.1.291;2.1.1.6|2.1.1.68;2.1.1.118;2.1.1.89;2.1.1.338;2.1.1.336;2.1.1.132;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.222
17098,2.6.1.7;1.13.11.27;5.3.2|5.3.2.1|5.3.2.6;1.1.99.31;1.1.3.15;1.1.1|1.1.1.110|1.1.1.222|1.1.1.237|1.1.1.27|1.1.1.28|1.1.1.96;1.1.1.222|1.1.1.237|1.1.1.28;1.1.2.3
17118,6.3.1.2|6.3.1.6
17146,1.3.1.45;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1.219;1.6.5.2
17238,2.7.7.2;2.7.7.40;2.7.7.1|2.7.7.18
17298,1.2.1.105|1.2.1.52|1.2.1.M9|1.2.4.2|1.2.4.4|1.8.1.4|2.3.1.168|2.3.1.61;1.2.7.3;1.2.7.11|1.2.7.3
17310,3.1.1.2;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
17314,6.3.2.14;6.1.3.1;6.3.1.15;6.3.2.11;6.2.1.28|6.2.1.7;6.3.1.1|6.3.5.4
17374,5.3.99.8;1.14.13.90;1.13.11.84;1.14.-.-|1.14.13.-|1.14.15.24;1.14.14.158;1.14.15.21;1.13.11.65;1.10.99.3|1.23.5.1;1.13.11.63;1.13.11.75;5.3.99.9;5.2.1.-|5.2.1.14;1.13.11.51;1.14.99.63;1.14.13.129;2.4.1.276;5.2.1.-|5.2.1.13;1.13.11.71|1.14.99.-;1.3.5.6
17450,4.2.3.-|4.2.3.25|4.2.3.48;4.2.3|4.2.3.26;4.2.3.15;4.2.3.120;4.2.3.117;4.2.3.110;4.2.3.109;4.2.3.52;4.2.3.51;4.2.3.115;4.2.3.108|4.2.3.111;4.2.3.112;4.2.3.11;4.2.3.10;4.2.3.105;4.2.3.49;4.2.3.144;4.2.3.83;4.2.3.81;4.2.3.54;4.2.3.46;4.2.3.78;4.2.3.56;4.2.3.47;4.2.3.82;3.1.7.4;4.2.3.181;4.2.3.114
17498,2.4.1.81;2.4.1.286;2.4.1.237;2.4.1.-|2.4.1.284;2.4.1.173;2.4.1.91;2.4.1.234;2.4.1.115;2.4.1.170;2.4.1.186;2.4.1.-|2.4.1.298;2.4.1.358;2.4.1.116;2.4.1.35;2.4.1.126;2.4.1.46;2.4.1.315|2.4.1.336;2.4.1.337;2.4.1.47;2.4.1.297;2.4.1.376;2.4.1.86
17546,1.8.98.2;6.3.1.19;6.2.2.2|6.2.2.3;3.4.25.2
17662,6.2.1.4;6.2.1.26;6.2.1.3;6.2.1.5
17702,6.4.1.5;6.4.1.4;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
17722,1.3.99.3;1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.2|1.3.99.3;1.3.99.7;1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.13|1.3.99.3;1.3.3.6|1.3.8.9|1.3.99.-|1.3.99.13|1.3.99.3;1.3.99.12;1.14.19.56;1.14.14.15;1.5.1.45;1.3.8.4|1.3.99.10|1.3.99.3;2.1.1.74
17834,2.1.1.277;2.1.1.37;2.1.1.334;2.1.1.53;2.1.1.222
17878,2.1.1.6;2.1.1.137;2.1.1.64
17882,3.1.6.4;3.1.6.8;3.1.6.12;3.1.6.15;3.1.6.14;3.1.6.13;3.1.6.18;3.1.6.1|3.1.6.8;3.1.6.19;3.1.6.20;1.8.2.1;4.2.2.8;1.8.2.1|1.8.3.1;2.5.1.18
17950,1.13.11.47;1.13.11.53;1.13.11.52;1.13.11.11|1.13.11.52
17998,2.1.1.151;2.1.1.130;2.1.1.132;2.1.1.271;2.1.1.289;2.1.1.131;2.1.1.11;2.1.1.163
18002,2.3.1.51;3.1.1.4
18030,6.3.5.5
18034,1.14.14.3;1.14.14.-|1.14.14.13;1.14.14.5;1.14.14.28;1.14.14.8;1.14.14.15;1.14.14.30;1.14.19.56;1.14.14.46;1.5.1.39;1.14.99.46;1.14.14.22;1.14.14.92;1.13.12.16
18118,1.14.18.1;1.10.3|1.10.3.-|1.10.3.1|1.14.18.1;1.14.14.36;1.1.3.38;1.13.11.-|1.13.11.29;1.1.3.15;1.10.3.2
18134,2.7.7.4
18242,5.1.1.5|5.1.1.9;2.6.1.36;2.6.1.21;3.5.1.17;3.4.11.15|3.4.11.6;3.4.16.6|3.4.17.10|3.4.17.12|3.4.17.2|3.4.17.20|3.4.17.22;3.5.1.130|3.5.1.ai;3.4.13.4;3.4.11.2
18258,1.3.3.3
18294,6.2.1.65|6.2.1.ak;6.2.1.37;6.2.1.32;6.2.1.33;6.2.1.27;6.2.1.2;6.2.1.1
18358,1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.1.1.206|1.1.1.236;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.1.1.184;1.1.1.270
18402,1.14.14.34;1.14.14.35;1.14.14.13;1.14.14.3;1.14.14.5;1.14.14.28;1.14.14.37;1.14.14.15;1.14.14.8;1.14.14.46;1.14.19.56;1.5.1.39;1.14.14.22;1.14.99.46;1.14.14.21
18414,2.4.1.87;2.4.1.-|2.4.1.301;2.4.1.22;2.4.1.338;2.4.1.38|2.4.1.90;2.4.1.239;2.4.1.-|2.4.1.284;2.4.1.-|2.4.1.297;2.4.1.252;2.4.1.245;2.4.1.122|2.4.1.307;2.4.1.13;2.4.1.15
18446,2.1.2.3;1.1.1.205
