reaction_id,Prediction
12734,2.4.2;2.7.7;2.4.1;2.5.1;4.1.1
12738,5.1.1;1.5.1;2.3.1;4.3.2;1.5.99
12818,1.1.1;1.14.13;1.3.1;2.3.1;4.1.99
12826,3.1.2;1.11.1;2.8.1;3.1.3;2.3.3
12946,3.6.1;3.13.1;4.2.1;3.2.1;1.14.14
12974,2.7.4;2.7.1;2.7.7;2.7.2;2.7.11
12978,2.7.3;3.1.3;2.7.14;3.6.1;3.1.4
13054,2.6.1;5.1.1;4.1.3;1.13.12;4.1.2
13110,1.14.13;1.2.1;1.11.1;3.5.1;1.8.1
13114,1.14.13;1.2.1;1.11.1;3.5.1;1.8.1
13194,6.3.4;3.5.4;4.1.1;3.5.2;2.4.2
13206,2.7.7;2.7.4;3.6.1;2.5.1;6.3.2
13266,2.1.4;2.6.1;2.3.2;2.3.1;4.3.2
13390,1.3.8;4.1.1;1.14.14;1.3.99;1.2.8
13414,2.7.1;2.7.9;2.7.8;6.5.1;4.6.1
13486,2.6.1;1.14.11;2.7.4;2.7.8;4.1.1
13522,4.1.3;4.2.1;1.1.99;3.7.1;5.3.2
13590,4.1.1;6.4.1;2.7.7;6.3.4;6.3.5
13626,1.14.99;1.1.99;1.13.11;2.5.1;1.3.99
13706,2.4.1;3.6.1;2.7.1;2.4.2;2.7.7
13774,1.14.19;1.14.14;1.14.99;1.5.1;1.17.7
13906,2.4.1;2.4.2;3.6.1;2.7.1;3.2.1
13946,2.6.1;4.1.2;1.1.3;2.7.4;2.7.8
14034,3.1.4;4.6.1;2.7.1;2.7.8;2.4.3
14122,2.1.1;2.5.1;2.8.4;1.3.98;1.21.98
14126,2.7.4;2.7.8;2.6.1;2.8.3;2.3.1
14158,3.6.1;2.7.7;3.1.3;6.3.5;3.6.4
14170,6.2.1;2.3.1;3.1.2;2.3.3;2.8.3
14190,2.6.1;4.1.99;4.1.3;1.13.12;5.5.1
14218,1.8.3;2.8.1;1.8.1;1.17.4;1.8.5
14230,2.1.1;1.5.1;2.1.2;1.6.1;2.6.1
14238,1.14.14;1.14.19;1.14.99;1.3.8;3.5.99
14266,2.6.1;4.1.1;2.3.1;4.1.2;1.4.1
14274,1.5.3;1.14.99;1.5.99;1.14.19;1.3.99
14290,6.2.1;2.7.4;2.3.1;2.7.7;2.5.1
14314,2.1.1;2.8.4;1.21.98;1.17.98;2.5.1
14342,4.1.3;1.14.11;4.1.1;1.1.99;4.1.2
14390,2.4.1;2.4.2;3.6.1;2.7.1;3.2.1
14414,1.13.11;1.3.1;1.10.3;5.4.4;1.1.3
14478,1.3.8;1.3.99;1.5.1;1.14.14;1.3.1
14494,3.2.2;3.2.1;2.4.2;4.2.1;5.1.3
14582,1.12.1;1.16.1;1.21.1;1.3.1;1.8.1
14706,1.8.1;1.2.1;1.16.1;1.12.1;1.8.4
14738,4.6.1;2.7.7;3.1.7;6.5.1;2.7.4
14750,1.13.11;1.14.11;4.1.3;1.2.3;1.14.20
14782,6.2.1;2.7.4;2.3.1;2.7.7;3.1.2
14810,2.1.1;2.5.1;2.8.4;1.21.98;1.17.98
14838,1.11.1;1.5.3;1.1.3;1.8.3;1.2.3
14866,2.1.1;2.5.1;2.8.4;1.17.98;1.3.98
14894,2.6.1;5.1.1;2.1.4;4.1.1;1.4.1
14914,2.7.4;2.7.8;2.6.1;2.8.3;5.2.1
14926,1.1.1;5.3.1;1.12.1;2.7.1;5.1.3
14966,3.1.3;3.6.1;3.1.1;3.6.4;2.4.1
15010,1.5.1;1.4.1;2.1.1;1.3.1;1.7.1
15030,1.1.1;5.3.1;1.2.1;1.12.1;1.16.1
15054,2.1.2;6.3.1;3.5.4;3.5.2;4.3.1
15082,6.2.1;2.3.1;3.1.2;1.2.1;2.3.3
15094,2.6.1;1.13.12;1.14.11;4.1.1;5.1.1
15094,2.6.1;1.13.12;1.14.11;4.1.1;5.1.1
15222,3.6.1;3.1.4;2.7.9;3.1.7;2.7.1
15238,1.16.1;1.18.1;1.12.1;1.1.1;1.8.1
15266,4.1.2;4.2.3;2.5.1;3.1.3;4.2.1
15274,2.6.1;1.13.12;1.14.11;4.1.1;5.1.1
15338,3.1.2;1.2.1;6.2.1;2.3.1;2.3.3
15342,6.3.5;6.3.2;3.6.1;6.3.1;3.6.4
15422,6.2.1;1.2.1;3.1.2;2.3.1;2.7.4
15474,2.4.1;2.4.2;2.7.1;3.2.1;2.7.8
15490,1.1.3;1.2.3;1.11.1;1.11.2;1.15.1
15590,2.6.1;4.1.1;1.4.1;1.14.11;1.13.12
15750,1.1.99;1.3.99;1.1.3;1.14.99;1.17.99
15794,1.3.1;1.3.3;2.5.1;1.1.1;1.2.1
15798,1.3.1;1.3.3;2.5.1;1.1.1;1.2.1
15986,1.1.1;1.2.1;1.12.1;1.16.1;1.8.1
16050,2.5.1;2.7.8;4.6.1;6.3.5;3.6.1
16114,2.5.1;1.1.1;1.3.1;1.2.1;1.14.13
16118,6.2.1;2.3.1;1.2.1;3.1.2;2.7.4
16138,1.1.1;1.4.1;1.5.1;1.2.1;1.16.1
16142,1.1.1;1.4.1;1.5.1;1.2.1;1.16.1
16158,1.16.1;1.18.1;1.12.1;1.1.1;1.8.1
16162,1.16.1;1.18.1;1.12.1;1.1.1;1.8.1
16178,1.2.1;1.1.1;1.3.1;1.14.13;4.1.99
16190,1.2.3;1.13.12;1.13.11;4.1.1;1.14.11
16238,2.7.4;2.7.8;2.6.1;2.8.3;5.2.1
16250,3.2.1;5.1.3;5.3.1;2.4.1;2.7.8
16334,2.7.7;6.5.1;2.7.4;2.7.8;2.7.11
16366,3.2.1;3.6.1;3.1.1;4.2.1;3.1.4
16466,4.1.3;4.2.1;1.1.99;3.7.1;5.3.2
16502,3.1.4;4.6.1;3.6.1;2.7.8;3.1.7
16530,3.6.2;2.8.2;2.7.9;1.8.4;2.7.7
16710,1.14.16;3.5.4;1.7.3;1.5.1;1.14.12
16826,2.7.1;2.7.2;2.7.4;2.7.11;2.7.12
16830,1.11.1;1.1.3;1.2.3;1.5.3;3.1.1
16838,3.1.4;3.6.1;3.1.1;4.6.1;2.4.3
16918,1.14.13;1.14.12;1.3.1;4.1.99;1.6.3
16930,2.3.1;4.3.2;2.3.2;6.3.2;3.5.1
16958,3.1.4;4.6.1;3.1.7;3.6.1;2.4.3
16958,3.1.4;4.6.1;3.1.7;3.6.1;2.4.3
17002,3.5.3;4.3.2;2.1.4;3.5.1;3.5.2
17050,2.1.1;2.5.1;2.8.4;4.4.1;1.17.98
17054,2.2.1;5.3.1;4.1.2;1.1.2;1.1.99
17082,2.1.1;2.5.1;2.8.4;4.4.1;1.3.98
17082,2.1.1;2.5.1;2.8.4;4.4.1;1.3.98
17098,5.3.2;1.14.20;1.13.11;4.2.99;4.2.1
17118,6.3.1;6.3.2;6.3.5;6.3.4;3.5.2
17146,1.1.1;1.3.1;1.14.13;4.1.99;5.5.1
17238,2.7.7;2.7.4;3.6.1;2.7.1;2.5.1
17298,1.2.7;2.3.1;2.3.3;1.2.4;3.1.2
17310,3.1.1;3.7.1;3.6.1;4.1.1;3.1.2
17314,6.1.1;6.3.2;2.3.2;3.6.1;6.3.4
17374,5.3.99;1.14.15;5.4.99;3.3.2;5.4.4
17450,4.2.3;2.5.1;3.1.7;5.5.1;5.4.99
17498,2.4.1;2.4.2;3.2.1;2.7.4;3.6.1
17546,1.8.4;1.8.1;1.21.4;2.8.1;6.2.2
17662,6.2.1;2.3.1;3.1.2;2.3.3;2.8.3
17702,4.1.1;6.4.1;2.7.7;6.3.5;6.3.4
17722,1.3.8;1.3.99;1.5.1;1.14.14;1.3.1
17834,2.1.1;2.5.1;2.8.4;1.3.98;4.4.1
17878,2.1.1;2.5.1;2.8.4;4.4.1;3.13.2
17882,3.5.1;3.10.1;3.5.4;3.2.1;3.5.5
17950,1.13.11;4.1.1;4.1.99;1.13.12;1.14.12
17998,2.1.1;2.8.4;1.3.98;4.4.1;1.17.98
18002,3.1.1;3.6.1;3.1.2;3.2.1;3.7.1
18030,6.3.1;6.3.4;6.3.5;2.1.3;6.3.3
18034,1.14.14;1.14.19;1.3.8;3.5.99;1.14.99
18118,4.2.1;1.13.11;1.10.3;5.3.3;5.4.4
18134,3.6.2;2.7.7;2.8.2;6.5.1;6.1.3
18242,2.6.1;2.1.4;5.1.1;4.3.1;2.3.2
18258,1.3.98;1.13.12;1.14.13;1.14.19;1.13.11
18294,6.2.1;2.7.4;2.7.7;2.3.1;2.8.3
18358,1.1.1;1.4.1;1.16.1;1.2.1;1.8.1
18402,1.14.14;4.8.1;1.14.19;1.17.7;1.3.8
18414,2.4.1;2.4.2;3.6.1;2.7.1;2.7.7
18446,3.5.4;3.5.1;6.3.4;4.2.1;3.5.99
18502,1.3.1;1.1.1;1.2.1;1.16.1;1.8.1
18506,1.4.1;1.5.1;4.3.1;4.1.99;6.3.2
18522,2.1.1;2.5.1;2.8.4;4.4.1;1.17.98
18566,2.1.1;1.3.1;2.3.1;2.5.1;4.1.99
18570,1.11.1;1.1.3;1.2.3;3.1.1;1.5.3
18682,3.1.3;2.7.4;2.7.7;2.5.1;5.1.3
18738,3.6.1;2.7.9;3.6.4;3.6.5;6.3.5
18790,5.1.3;2.7.4;2.7.8;2.6.1;2.7.1
18806,2.7.4;2.7.8;2.6.1;2.8.3;5.2.1
18838,2.3.1;3.1.2;2.3.3;6.2.1;1.2.1
18898,1.3.99;1.1.99;1.2.99;1.16.99;1.21.99
18910,2.1.1;2.5.1;2.8.4;4.4.1;1.17.98
18914,2.4.3;2.7.1;2.7.8;2.4.99;3.1.4
19086,2.6.1;4.2.1;2.4.1;3.2.1;1.14.11
19130,2.7.1;2.7.2;2.7.4;2.7.11;2.7.12
19130,2.7.1;2.7.2;2.7.4;2.7.11;2.7.12
19178,2.6.1;5.1.1;6.3.2;4.1.1;4.4.1
19182,1.3.8;1.3.99;1.5.1;1.14.14;1.3.1
19198,2.8.2;3.6.2;1.8.4;2.7.3;3.10.1
19218,2.7.7;2.7.4;2.7.1;2.7.8;2.5.1
19270,6.2.1;2.7.4;2.3.1;2.7.7;3.1.2
19290,3.1.3;3.6.1;3.1.4;3.6.4;3.6.5
19306,2.3.1;6.2.1;3.1.2;2.3.3;4.1.1
19358,1.14.13;1.14.19;1.14.99;2.1.1;4.1.99
19446,1.13.11;4.1.1;1.14.12;1.13.12;1.2.3
19550,3.6.1;3.2.1;4.2.1;3.1.1;3.1.4
19558,1.14.99;1.14.19;3.3.2;1.17.99;1.14.13
19714,6.2.1;3.1.2;1.2.1;2.3.1;2.7.4
19746,1.3.99;1.1.99;1.16.99;1.2.99;1.21.99
19754,6.3.1;6.1.1;6.3.4;3.6.1;6.3.2
19770,4.2.1;1.17.99;5.5.1;5.4.4;4.1.3
19782,2.6.1;1.13.12;1.14.11;4.1.1;5.1.1
19802,2.7.7;2.7.4;3.6.1;2.7.1;2.5.1
19874,3.1.6;4.2.1;3.12.1;3.13.1;3.8.1
19894,2.7.4;2.7.1;2.7.7;2.7.11;2.7.2
19910,1.1.99;4.1.3;3.7.1;5.1.2;1.14.11
19970,1.14.99;1.9.6;1.16.3;1.13.12;1.14.13
19994,1.8.3;1.17.4;1.8.1;2.8.1;1.8.5
19994,1.8.3;1.17.4;1.8.1;2.8.1;1.8.5
20018,6.3.3;3.5.4;4.3.1;4.2.1;4.1.1
20114,2.7.1;2.7.8;5.3.1;5.1.3;1.1.1
20226,2.1.1;2.5.1;2.8.4;1.17.98;3.13.2
20270,3.2.1;5.3.1;5.4.99;4.2.99;5.4.1
20282,2.8.2;3.6.2;1.8.4;2.4.99;2.7.9
20374,6.2.1;3.1.2;1.2.1;2.3.1;2.7.4
20690,3.1.1;2.3.1;3.6.1;2.5.1;5.5.1
20733,2.7.4;2.7.8;2.6.1;2.8.3;5.2.1
20749,1.14.11;1.13.12;1.14.20;1.21.3;1.14.13
20765,5.4.99;4.1.3;2.3.1;2.6.1;5.3.3
20833,3.6.1;3.6.4;3.6.5;6.3.5;5.6.2
20849,4.1.1;1.1.3;1.2.3;1.5.3;1.13.11
20897,6.3.1;6.3.4;6.3.5;6.3.2;3.5.2
20929,1.8.5;1.3.5;1.1.5;2.8.1;1.21.4
20977,1.4.3;1.8.3;1.5.3;1.17.3;1.9.6
21001,2.7.4;2.7.8;5.2.1;2.8.3;2.3.1
21065,2.7.4;2.7.8;2.6.1;2.8.3;5.2.1
21097,4.2.1;3.7.1;4.1.3;3.2.1;1.17.99
21105,1.17.99;1.14.99;1.14.19;1.14.13;1.3.99
21257,2.5.1;3.1.3;2.7.7;2.7.4;3.3.2
21261,1.8.3;1.17.4;1.8.1;3.1.2;1.11.1
21337,1.1.1;1.2.1;1.4.1;1.16.1;1.5.1
21341,4.1.2;1.13.11;1.1.3;2.7.4;2.7.8
21349,2.3.1;4.4.1;2.5.1;3.1.2;2.3.3
21377,1.1.3;1.14.11;1.13.12;1.13.11;1.2.3
21381,6.2.1;3.1.2;1.2.1;2.3.1;2.7.4
21453,1.14.17;4.3.2;3.5.3;1.3.3;1.15.1
21473,6.2.1;2.3.1;3.1.2;2.3.3;1.2.1
21505,2.3.1;4.1.2;5.1.3;2.7.8;2.5.1
21541,5.3.1;1.1.1;4.1.2;2.2.1;5.1.3
21573,1.13.11;4.1.99;1.13.12;1.14.12;4.1.1
21601,2.3.1;6.2.1;3.1.2;2.3.2;2.3.3
21617,2.4.3;2.4.99;3.1.4;2.7.1;2.7.8
21633,1.13.11;1.10.3;1.21.3;1.14.15;5.4.4
21693,3.6.1;3.1.4;2.7.9;3.1.7;2.7.1
21729,1.1.1;1.2.1;1.12.1;1.16.1;1.7.1
21737,2.6.1;2.1.4;2.3.2;6.3.2;1.4.1
21745,2.1.1;2.5.1;4.4.1;1.17.98;4.3.1
21881,1.2.3;4.1.1;1.15.1;1.1.3;1.2.2
21909,1.1.1;1.14.13;1.3.1;4.1.99;1.5.1
21969,3.1.3;4.2.1;4.2.3;4.1.3;6.4.1
22029,2.3.1;3.1.2;2.3.2;2.3.3;6.2.1
22089,2.7.7;2.7.4;2.5.1;3.1.7;4.6.1
22093,1.3.7;1.1.7;1.97.1;2.8.1;1.14.15
22117,2.4.1;2.4.2;3.6.1;2.7.1;2.7.7
22121,6.2.1;2.3.1;3.1.2;2.3.3;2.8.3
22125,3.1.1;3.6.1;3.7.1;1.2.98;3.5.1
22329,2.5.1;3.5.99;2.7.7;3.6.1;4.2.3
22373,1.5.3;1.11.1;1.8.3;1.4.3;1.1.3
22469,3.5.4;6.3.4;3.6.1;2.4.2;2.7.9
22561,1.1.1;1.3.1;1.14.13;5.5.1;4.1.99
22573,1.14.99;2.1.1;1.5.99;1.5.3;1.14.19
22645,1.14.14;1.14.19;1.5.1;1.3.8;1.17.7
22729,3.1.3;3.6.4;2.7.9;3.6.5;5.6.2
22801,5.4.99;5.3.3;2.7.4;5.2.1;5.5.1
23077,1.3.1;1.1.1;1.2.1;1.16.1;1.5.1
23085,4.1.3;2.8.3;4.2.1;2.6.1;5.4.99
23101,2.7.4;2.7.1;2.7.7;2.7.2;2.7.11
23129,6.2.1;3.1.2;1.2.1;2.3.1;2.7.4
23177,6.2.1;2.3.1;1.2.1;3.1.2;2.7.4
23305,3.1.1;3.6.1;1.2.98;3.5.2;3.7.1
23425,2.7.1;2.7.8;2.7.4;5.3.1;1.1.1
23537,2.7.1;5.1.3;2.7.8;5.3.1;2.7.4
23537,2.7.1;5.1.3;2.7.8;5.3.1;2.7.4
23545,2.4.1;2.4.2;3.6.1;2.7.1;2.7.7
23561,2.5.1;2.7.8;4.6.1;6.3.5;2.4.99
23577,1.14.14;1.14.19;1.5.1;1.3.8;1.17.7
23581,5.3.99;3.3.2;1.11.1;2.5.1;4.2.99
23585,6.3.2;6.3.1;3.5.2;3.5.1;6.3.4
23641,1.11.1;1.23.5;1.2.98;1.3.3;3.5.5
23697,3.1.1;1.1.3;4.2.1;1.13.11;3.7.1
23721,4.1.1;5.4.99;2.7.7;6.4.1;2.7.4
23805,2.7.1;2.7.8;5.3.1;2.7.4;5.1.3
23861,2.3.1;2.3.3;2.3.2;3.1.2;6.2.1
23881,2.7.1;2.7.9;2.7.8;4.1.1;1.1.1
23909,2.5.1;2.1.1;4.1.99;1.3.1;1.1.1
23985,1.3.1;1.14.19;1.16.1;1.18.1;1.5.1
24005,1.3.8;1.14.14;1.3.99;1.5.1;5.3.3
24077,1.1.1;1.4.1;1.16.1;1.3.1;1.18.1
24165,1.8.3;1.8.1;1.17.4;2.8.1;4.4.1
24189,1.3.1;1.6.5;1.14.13;1.14.12;1.21.1
24245,1.1.1;1.4.1;1.16.1;1.2.1;1.3.1
24265,4.1.2;5.1.3;2.3.1;1.1.99;2.6.1
24329,6.3.4;6.3.1;2.7.4;6.3.2;6.3.3
24417,4.1.1;1.13.11;3.1.1;1.1.3;1.2.3
24425,1.11.1;1.23.5;1.21.4;1.8.4;1.17.4
24441,3.6.1;2.7.1;3.6.4;3.6.5;2.7.2
24489,2.5.1;1.17.7;1.14.15;1.14.19;1.6.1
24497,2.3.1;2.3.3;3.1.2;6.2.1;2.3.2
24501,3.1.3;3.6.1;3.6.4;3.6.5;6.3.5
24537,2.6.1;4.1.99;1.13.12;4.1.3;1.13.11
24537,2.6.1;4.1.99;1.13.12;4.1.3;1.13.11
24577,3.6.1;2.7.7;2.7.4;2.5.1;3.1.4
24711,2.6.1;1.14.11;1.1.99;4.1.1;1.4.1
24711,2.6.1;1.14.11;1.1.99;4.1.1;1.4.1
24794,5.3.1;3.5.4;6.3.4;2.6.1;5.1.3
24826,1.14.15;1.17.7;1.6.1;1.97.1;1.2.7
25042,3.1.3;3.6.1;3.5.1;6.3.2;3.1.4
25153,2.6.1;1.13.12;1.14.11;4.1.1;5.1.1
25153,2.6.1;1.13.12;1.14.11;4.1.1;5.1.1
25210,3.5.1;2.3.1;3.5.2;3.5.4;1.13.12
25226,1.1.1;5.4.99;1.3.1;1.4.1;5.3.1
25230,1.1.1;5.4.99;1.3.1;1.4.1;5.3.1
25234,2.7.4;2.7.7;2.7.8;2.5.1;2.6.1
25250,4.1.3;4.2.1;5.4.99;4.1.1;3.7.1
25270,2.1.1;2.5.1;2.8.4;1.17.98;1.3.98
25348,2.3.2;3.5.1;3.1.1;6.1.1;2.3.1
25433,5.4.1;5.3.1;1.1.1;5.4.2;1.1.3
25581,3.2.1;2.4.1;2.7.1;5.1.3;2.7.8
25585,3.2.1;5.1.3;5.3.1;2.4.1;2.7.8
25610,2.3.2;5.4.1;6.1.1;5.1.3;5.3.1
25671,2.4.1;2.4.2;2.7.1;3.6.1;2.7.7
25953,2.6.1;2.7.4;1.1.99;2.7.8;5.1.3
26020,3.1.3;3.6.1;3.1.4;3.6.4;3.6.5
26194,6.2.1;3.1.2;2.3.1;2.3.3;1.2.1
26214,4.2.3;3.1.7;4.2.1;2.5.1;5.4.99
26302,3.5.2;4.1.1;1.2.2;1.13.99;1.2.99
26322,2.1.1;2.5.1;2.8.4;1.17.98;1.21.98
26326,2.1.1;2.5.1;2.8.4;4.4.1;1.17.98
26491,1.1.3;1.4.3;1.8.3;1.5.3;1.2.3
26511,3.5.1;3.5.2;1.13.12;3.5.5;3.4.13
26535,6.2.1;3.1.2;1.2.1;2.3.1;2.7.4
27291,1.2.99;4.1.1;1.3.99;1.2.2;1.21.99
27315,1.14.13;4.1.99;1.14.12;1.2.1;1.14.19
27326,1.14.14;1.14.19;1.5.1;1.17.7;1.3.8
27330,1.7.3;1.17.1;1.14.13;4.1.99;1.3.1
27334,1.14.13;1.14.12;1.2.1;4.1.99;1.13.11
27350,3.1.2;2.1.1;1.11.1;2.3.1;3.13.1
27442,1.1.1;2.7.1;5.3.1;1.12.1;5.1.3
27442,1.1.1;2.7.1;5.3.1;1.12.1;5.1.3
27446,1.1.1;2.7.1;5.3.1;1.12.1;5.1.3
27446,1.1.1;2.7.1;5.3.1;1.12.1;5.1.3
27450,3.6.1;2.4.1;4.6.1;2.5.1;3.1.4
27539,5.4.4;1.1.99;4.1.2;4.2.1;4.1.3
27547,1.14.14;1.3.8;1.14.19;3.5.99;1.14.99
27575,3.5.1;3.5.2;3.5.5;1.13.12;4.2.1
27611,4.1.1;1.2.2;1.2.98;2.7.2;1.2.3
27651,2.7.1;2.7.2;2.7.4;2.7.11;2.7.12
27655,4.1.3;4.2.1;4.1.1;1.14.11;3.7.1
27675,2.7.4;2.7.8;2.6.1;2.8.3;5.2.1
27771,2.1.1;2.5.1;2.8.4;1.3.98;1.21.98
27775,2.1.1;2.5.1;2.8.4;4.4.1;1.3.98
27839,1.3.1;1.14.12;1.14.13;4.1.99;1.6.5
27843,1.3.1;1.14.12;1.14.13;4.1.99;1.6.5
27859,3.1.4;4.6.1;2.4.3;2.7.1;3.1.7
27875,4.1.3;5.4.4;4.2.99;3.3.2;4.4.1
28095,3.6.1;2.7.9;3.1.4;2.5.1;3.6.4
28139,3.5.2;3.1.1;3.5.1;3.1.2;1.2.99
28143,3.1.1;3.5.2;3.1.2;1.2.99;3.7.1
28147,1.14.14;1.14.19;1.17.7;1.3.8;1.5.1
28403,2.4.99;2.4.1;2.7.1;2.4.2;3.6.1
28515,6.2.1;3.1.2;1.2.1;2.3.1;2.7.4
28676,3.2.1;5.1.3;5.3.1;2.4.1;2.7.8
28680,2.1.1;2.5.1;2.8.4;4.4.1;1.17.98
28752,1.8.5;2.1.1;5.4.1;4.2.99;1.1.5
28808,3.5.1;3.4.19;3.4.13;4.3.2;3.5.2
29068,4.1.1;1.13.11;4.1.3;1.10.3;1.3.5
29588,3.1.1;1.1.1;1.2.1;1.3.1;1.14.12
29844,6.2.1;3.1.2;1.2.1;2.3.1;2.3.3
29900,3.6.1;3.6.4;3.6.5;6.3.5;5.6.2
29900,3.6.1;3.6.4;3.6.5;6.3.5;5.6.2
30008,3.6.1;3.6.4;3.6.5;6.3.5;5.6.2
30008,3.6.1;3.6.4;3.6.5;6.3.5;5.6.2
30060,1.3.5;1.3.1;3.5.2;4.3.2;3.4.13
30080,6.2.1;2.7.4;1.2.1;2.7.7;2.3.1
30280,1.18.1;1.12.1;1.16.1;1.6.1;1.12.2
30404,1.12.2;1.14.17;1.15.1;1.8.2;1.1.2
30424,4.2.3;5.5.1;2.5.1;3.1.7;5.3.3
30596,1.14.14;1.14.19;1.3.8;1.14.99;1.5.1
31348,3.1.1;3.2.1;2.4.1;4.1.1;3.7.1
31424,4.2.3;5.5.1;2.5.1;5.4.99;3.1.7
31516,1.2.1;1.1.1;1.14.13;1.16.1;4.1.99
31540,2.1.1;2.5.1;2.8.4;4.4.1;1.17.98
31564,3.4.19;3.5.1;2.3.1;3.4.13;4.3.2
31616,2.1.1;2.5.1;2.8.4;2.4.99;1.17.98
31664,2.6.1;4.2.1;1.14.11;1.4.1;4.1.1
31672,2.1.1;2.5.1;2.8.4;1.17.98;4.4.1
31724,1.14.14;1.14.19;1.5.1;1.3.8;1.17.7
31732,1.14.14;1.14.19;1.14.99;1.3.8;1.5.1
31736,1.3.1;1.1.1;1.3.99;5.3.3;1.16.1
31760,2.1.1;2.5.1;2.8.4;1.17.98;3.13.2
31768,2.6.1;1.14.11;1.4.1;4.1.1;5.1.1
31784,3.1.7;2.5.1;3.6.1;3.1.3;4.2.3
31788,4.2.3;3.1.7;5.4.4;4.2.1;3.6.1
31792,4.2.3;3.1.7;5.4.4;4.2.1;3.6.1
31856,5.4.99;5.5.1;4.2.3;4.2.1;5.3.3
31860,5.4.99;5.5.1;4.2.1;5.4.4;5.3.3
31912,4.1.2;2.2.1;5.3.1;1.1.99;1.1.1
31952,1.14.14;1.14.19;1.3.8;1.19.6;1.5.1
32000,4.2.3;2.5.1;5.5.1;3.1.7;5.3.3
32024,4.2.3;5.5.1;4.2.1;3.1.7;5.4.99
32104,2.1.1;2.5.1;2.8.4;1.17.98;4.4.1
32136,1.2.7;3.1.2;1.2.4;4.1.1;2.3.3
32140,6.2.1;2.3.1;2.7.4;3.1.2;2.7.7
32200,1.14.15;1.14.19;1.17.7;1.97.1;4.2.1
32260,4.1.2;2.2.1;5.3.1;1.1.99;1.1.1
