,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
13,64.089854,B5QZL3,Histidinol-phosphate aminotransferase,Salmonella enteritidis PT4 (strain P125109) OX=550537,9.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.64384,0.823957,-1,0.733896,34.1,30.0,21.6,19.0,39699.25,4.7729,43.733,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](CC1=CC(I)=C([O-])C(I)=C1)C(=O)[O-]>>O=C([O-])C(=O)CC1=CC(I)=C([O-])C(I)=C1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
14,64.089854,C0Q1K1,Histidinol-phosphate aminotransferase,Salmonella paratyphi C (strain RKS4594) OX=476213,9.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.64384,0.823957,-1,0.733896,34.1,30.0,21.6,19.0,39726.27,4.7729,43.733,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](CC1=CC(I)=C([O-])C(I)=C1)C(=O)[O-]>>O=C([O-])C(=O)CC1=CC(I)=C([O-])C(I)=C1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
15,63.089854,A9R2K5,Histidinol-phosphate aminotransferase,Yersinia pestis bv. Antiqua (strain Angola) OX=349746,10.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.64384,0.823957,-1,0.733896,28.4,28.1,24.3,23.5,41955.81,5.2282,42.408,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](CC1=CC(I)=C([O-])C(I)=C1)C(=O)[O-]>>O=C([O-])C(=O)CC1=CC(I)=C([O-])C(I)=C1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
16,63.089854,B8D707,Histidinol-phosphate aminotransferase,Buchnera aphidicola subsp. Acyrthosiphon pisum (strain Tuc7) OX=561501,10.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.64384,0.823957,-1,0.733896,46.6,28.7,18.2,11.1,42152.59,9.8331,46.467,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](CC1=CC(I)=C([O-])C(I)=C1)C(=O)[O-]>>O=C([O-])C(=O)CC1=CC(I)=C([O-])C(I)=C1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
17,63.089854,P57202,Histidinol-phosphate aminotransferase,Buchnera aphidicola subsp. Acyrthosiphon pisum (strain APS) OX=107806,10.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.64384,0.823957,-1,0.733896,44.6,29.3,19.3,11.4,42122.50,9.8331,46.739,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](CC1=CC(I)=C([O-])C(I)=C1)C(=O)[O-]>>O=C([O-])C(=O)CC1=CC(I)=C([O-])C(I)=C1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
18,63.089854,Q1C9R1,Histidinol-phosphate aminotransferase,Yersinia pestis bv. Antiqua (strain Antiqua) OX=360102,10.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.64384,0.823957,-1,0.733896,28.4,28.1,24.3,23.5,41955.81,5.2282,42.408,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](CC1=CC(I)=C([O-])C(I)=C1)C(=O)[O-]>>O=C([O-])C(=O)CC1=CC(I)=C([O-])C(I)=C1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
19,63.089854,A7FJH1,Histidinol-phosphate aminotransferase,Yersinia pseudotuberculosis serotype O:1b (strain IP 31758) OX=349747,10.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.64384,0.823957,-1,0.733896,26.5,30.3,23.0,24.6,41946.84,5.4795,42.670,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](CC1=CC(I)=C([O-])C(I)=C1)C(=O)[O-]>>O=C([O-])C(=O)CC1=CC(I)=C([O-])C(I)=C1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
20,62.089854,Q609W4,Histidinol-phosphate aminotransferase 1,Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath) OX=243233,11.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.64384,0.823957,-1,0.733896,35.8,29.0,17.0,22.9,39513.25,6.2470,39.216,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](CC1=CC(I)=C([O-])C(I)=C1)C(=O)[O-]>>O=C([O-])C(=O)CC1=CC(I)=C([O-])C(I)=C1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
21,62.089854,Q47XB7,Histidinol-phosphate aminotransferase,Colwellia psychrerythraea (strain 34H / ATCC BAA-681) OX=167879,11.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.64384,0.823957,-1,0.733896,44.9,24.1,18.8,16.8,40919.71,4.8018,45.924,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](CC1=CC(I)=C([O-])C(I)=C1)C(=O)[O-]>>O=C([O-])C(=O)CC1=CC(I)=C([O-])C(I)=C1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
22,62.089854,B2I5Y0,Histidinol-phosphate aminotransferase,Xylella fastidiosa (strain M23) OX=405441,11.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.64384,0.823957,-1,0.733896,39.0,36.7,13.5,15.5,39243.33,7.5325,37.260,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](CC1=CC(I)=C([O-])C(I)=C1)C(=O)[O-]>>O=C([O-])C(=O)CC1=CC(I)=C([O-])C(I)=C1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
23,62.089854,Q9PBC6,Histidinol-phosphate aminotransferase,Xylella fastidiosa (strain 9a5c) OX=160492,11.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.64384,0.823957,-1,0.733896,36.4,38.4,14.0,15.8,38966.01,6.5061,36.438,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](CC1=CC(I)=C([O-])C(I)=C1)C(=O)[O-]>>O=C([O-])C(=O)CC1=CC(I)=C([O-])C(I)=C1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
24,62.089854,Q8D8Q1,Histidinol-phosphate aminotransferase,Vibrio vulnificus (strain CMCP6) OX=216895,11.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.64384,0.823957,-1,0.733896,47.6,25.5,15.8,16.1,38260.96,4.7443,41.040,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](CC1=CC(I)=C([O-])C(I)=C1)C(=O)[O-]>>O=C([O-])C(=O)CC1=CC(I)=C([O-])C(I)=C1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
25,62.089854,A1S6Z2,Histidinol-phosphate aminotransferase,Shewanella amazonensis (strain ATCC BAA-1098 / SB2B) OX=326297,11.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.64384,0.823957,-1,0.733896,43.6,26.0,17.3,17.6,38291.03,5.2035,37.017,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](CC1=CC(I)=C([O-])C(I)=C1)C(=O)[O-]>>O=C([O-])C(=O)CC1=CC(I)=C([O-])C(I)=C1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
26,62.089854,A5UA19,Histidinol-phosphate aminotransferase,Haemophilus influenzae (strain PittEE) OX=374930,11.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.64384,0.823957,-1,0.733896,39.0,33.6,16.4,15.8,38903.97,6.6586,42.898,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](CC1=CC(I)=C([O-])C(I)=C1)C(=O)[O-]>>O=C([O-])C(=O)CC1=CC(I)=C([O-])C(I)=C1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
27,62.089854,Q4QLD1,Histidinol-phosphate aminotransferase 2,Haemophilus influenzae (strain 86-028NP) OX=281310,11.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.64384,0.823957,-1,0.733896,45.7,24.6,18.0,16.3,41034.89,5.3284,45.082,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](CC1=CC(I)=C([O-])C(I)=C1)C(=O)[O-]>>O=C([O-])C(=O)CC1=CC(I)=C([O-])C(I)=C1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
28,62.089854,P44425,Aspartate aminotransferase,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421,11.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.64384,0.823957,-1,0.733896,53.4,17.6,13.9,19.2,44321.09,5.6767,47.475,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](CC1=CC(I)=C([O-])C(I)=C1)C(=O)[O-]>>O=C([O-])C(=O)CC1=CC(I)=C([O-])C(I)=C1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
29,62.089854,Q1IE97,Histidinol-phosphate aminotransferase,Pseudomonas entomophila (strain L48) OX=384676,11.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.64384,0.823957,-1,0.733896,38.9,26.2,19.9,19.9,38648.92,4.7329,41.092,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](CC1=CC(I)=C([O-])C(I)=C1)C(=O)[O-]>>O=C([O-])C(=O)CC1=CC(I)=C([O-])C(I)=C1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
30,62.089854,Q1R089,Histidinol-phosphate aminotransferase,Chromohalobacter salexigens (strain ATCC BAA-138 / DSM 3043 / CIP 106854 / NCIMB 13768 / 1H11) OX=290398,11.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.64384,0.823957,-1,0.733896,37.9,25.1,16.4,25.4,39534.69,4.7678,44.160,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](CC1=CC(I)=C([O-])C(I)=C1)C(=O)[O-]>>O=C([O-])C(=O)CC1=CC(I)=C([O-])C(I)=C1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
31,62.089854,Q6FEC7,Histidinol-phosphate aminotransferase,Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1) OX=62977,11.0,MNXR105000,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.64384,0.823957,-1,0.733896,42.3,25.5,18.0,18.8,40590.20,4.9855,45.152,O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](CC1=CC(I)=C([O-])C(I)=C1)C(=O)[O-]>>O=C([O-])C(=O)CC1=CC(I)=C([O-])C(I)=C1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])C(=O)Cc1ccc(O)cc1
