,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
1,69.63437,P0A6F1,Carbamoyl-phosphate synthase small chain,Escherichia coli (strain K12) OX=83333,1,MNXR96485,-,6.3.4.16;6.3.5.5,1.0,0.0,0.67996,0.734727,-1,0.707342,44.5,20.5,13.9,25.4,41431.01,6.3442,44.764,*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(=O)[O-].NC(=O)CC[C@H]([NH3+])C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]>>*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(N)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC(=O)CC[C@H]([NH3+])C(=O)[O-].O=C([O-])O>>O=P([O-])([O-])O.NC(=O)OP(=O)([O-])[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]
53,54.53437,Q9RLS9,Carbamoyl-phosphate synthase arginine-specific large chain,Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) OX=220668,16,MNXR96485,-,6.3.4.16;6.3.5.5,2.0,0.0,0.67996,0.734727,-1,0.707342,39.4,30.1,12.3,19.8,108911.07,6.1710,41.765,*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(=O)[O-].NC(=O)CC[C@H]([NH3+])C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]>>*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(N)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC(=O)CC[C@H]([NH3+])C(=O)[O-].O=C([O-])O>>O=P([O-])([O-])O.NC(=O)OP(=O)([O-])[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]
54,54.53437,O08317,Carbamoyl-phosphate synthase arginine-specific small chain,Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) OX=220668,16,MNXR96485,-,6.3.4.16;6.3.5.5,2.0,0.0,0.67996,0.734727,-1,0.707342,26.0,41.0,16.5,21.2,38187.30,5.8926,40.845,*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(=O)[O-].NC(=O)CC[C@H]([NH3+])C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]>>*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(N)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC(=O)CC[C@H]([NH3+])C(=O)[O-].O=C([O-])O>>O=P([O-])([O-])O.NC(=O)OP(=O)([O-])[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]
55,54.43437,Q8CPJ5,Carbamoyl-phosphate synthase small chain,Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200) OX=176280,16,MNXR96485,-,6.3.4.16;6.3.5.5,3.0,0.0,0.67996,0.734727,-1,0.707342,28.0,30.6,19.7,26.3,40733.88,5.2653,49.180,*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(=O)[O-].NC(=O)CC[C@H]([NH3+])C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]>>*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(N)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC(=O)CC[C@H]([NH3+])C(=O)[O-].O=C([O-])O>>O=P([O-])([O-])O.NC(=O)OP(=O)([O-])[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]
56,54.43437,Q6GA11,Carbamoyl-phosphate synthase small chain,Staphylococcus aureus (strain MSSA476) OX=282459,16,MNXR96485,-,6.3.4.16;6.3.5.5,3.0,0.0,0.67996,0.734727,-1,0.707342,30.9,31.7,16.6,25.4,40393.85,6.1889,47.541,*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(=O)[O-].NC(=O)CC[C@H]([NH3+])C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]>>*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(N)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC(=O)CC[C@H]([NH3+])C(=O)[O-].O=C([O-])O>>O=P([O-])([O-])O.NC(=O)OP(=O)([O-])[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]
57,54.43437,C1CL09,Carbamoyl-phosphate synthase large chain,Streptococcus pneumoniae (strain P1031) OX=488223,16,MNXR96485,-,6.3.4.16;6.3.5.5,3.0,0.0,0.67996,0.734727,-1,0.707342,49.4,23.5,11.4,17.2,116188.78,4.5219,44.329,*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(=O)[O-].NC(=O)CC[C@H]([NH3+])C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]>>*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(N)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC(=O)CC[C@H]([NH3+])C(=O)[O-].O=C([O-])O>>O=P([O-])([O-])O.NC(=O)OP(=O)([O-])[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]
58,54.43437,Q2FZ72,Carbamoyl-phosphate synthase large chain,Staphylococcus aureus (strain NCTC 8325 / PS 47) OX=93061,16,MNXR96485,-,6.3.4.16;6.3.5.5,3.0,0.0,0.67996,0.734727,-1,0.707342,46.3,23.1,12.5,19.7,117185.59,4.6004,46.074,*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(=O)[O-].NC(=O)CC[C@H]([NH3+])C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]>>*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(N)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC(=O)CC[C@H]([NH3+])C(=O)[O-].O=C([O-])O>>O=P([O-])([O-])O.NC(=O)OP(=O)([O-])[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]
59,54.43437,Q8F832,Carbamoyl-phosphate synthase large chain,Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) OX=189518,16,MNXR96485,-,6.3.4.16;6.3.5.5,3.0,0.0,0.67996,0.734727,-1,0.707342,46.9,25.0,13.2,16.4,122849.40,4.9698,46.112,*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(=O)[O-].NC(=O)CC[C@H]([NH3+])C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]>>*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(N)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC(=O)CC[C@H]([NH3+])C(=O)[O-].O=C([O-])O>>O=P([O-])([O-])O.NC(=O)OP(=O)([O-])[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]
60,54.43437,A5VHN6,Carbamoyl-phosphate synthase large chain,Limosilactobacillus reuteri (strain DSM 20016) OX=557436,16,MNXR96485,-,6.3.4.16;6.3.5.5,3.0,0.0,0.67996,0.734727,-1,0.707342,42.7,25.7,14.0,19.1,116835.99,4.7228,46.402,*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(=O)[O-].NC(=O)CC[C@H]([NH3+])C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]>>*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(N)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC(=O)CC[C@H]([NH3+])C(=O)[O-].O=C([O-])O>>O=P([O-])([O-])O.NC(=O)OP(=O)([O-])[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]
61,54.43437,Q8G816,Carbamoyl-phosphate synthase small chain,Bifidobacterium longum (strain NCC 2705) OX=206672,16,MNXR96485,-,6.3.4.16;6.3.5.5,3.0,0.0,0.67996,0.734727,-1,0.707342,27.6,28.9,20.5,27.1,44264.64,4.5414,43.980,*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(=O)[O-].NC(=O)CC[C@H]([NH3+])C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]>>*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(N)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC(=O)CC[C@H]([NH3+])C(=O)[O-].O=C([O-])O>>O=P([O-])([O-])O.NC(=O)OP(=O)([O-])[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]
62,54.43437,C1CXR4,Carbamoyl-phosphate synthase large chain,Deinococcus deserti (strain DSM 17065 / CIP 109153 / LMG 22923 / VCD115) OX=546414,16,MNXR96485,-,6.3.4.16;6.3.5.5,3.0,0.0,0.67996,0.734727,-1,0.707342,46.2,22.6,10.9,21.9,112027.66,4.5718,42.760,*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(=O)[O-].NC(=O)CC[C@H]([NH3+])C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]>>*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(N)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC(=O)CC[C@H]([NH3+])C(=O)[O-].O=C([O-])O>>O=P([O-])([O-])O.NC(=O)OP(=O)([O-])[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]
63,54.43437,Q9RWI4,Carbamoyl-phosphate synthase small chain,Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422) OX=243230,16,MNXR96485,-,6.3.4.16;6.3.5.5,3.0,0.0,0.67996,0.734727,-1,0.707342,23.8,35.4,20.9,24.1,43518.21,6.3460,41.878,*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(=O)[O-].NC(=O)CC[C@H]([NH3+])C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]>>*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(N)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC(=O)CC[C@H]([NH3+])C(=O)[O-].O=C([O-])O>>O=P([O-])([O-])O.NC(=O)OP(=O)([O-])[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]
64,54.43437,A5D508,Carbamoyl-phosphate synthase large chain,Pelotomaculum thermopropionicum (strain DSM 13744 / JCM 10971 / SI) OX=370438,16,MNXR96485,-,6.3.4.16;6.3.5.5,3.0,0.0,0.67996,0.734727,-1,0.707342,44.3,27.4,11.9,17.9,116853.69,4.9503,39.428,*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(=O)[O-].NC(=O)CC[C@H]([NH3+])C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]>>*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(N)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC(=O)CC[C@H]([NH3+])C(=O)[O-].O=C([O-])O>>O=P([O-])([O-])O.NC(=O)OP(=O)([O-])[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]
65,54.43437,Q5M5F6,Carbamoyl-phosphate synthase large chain,Streptococcus thermophilus (strain ATCC BAA-250 / LMG 18311) OX=264199,16,MNXR96485,-,6.3.4.16;6.3.5.5,3.0,0.0,0.67996,0.734727,-1,0.707342,50.3,23.6,10.7,16.9,116444.74,4.4376,44.759,*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(=O)[O-].NC(=O)CC[C@H]([NH3+])C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]>>*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(N)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC(=O)CC[C@H]([NH3+])C(=O)[O-].O=C([O-])O>>O=P([O-])([O-])O.NC(=O)OP(=O)([O-])[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]
66,54.43437,B2A170,Carbamoyl-phosphate synthase large chain,Natranaerobius thermophilus (strain ATCC BAA-1301 / DSM 18059 / JW/NM-WN-LF) OX=457570,16,MNXR96485,-,6.3.4.16;6.3.5.5,3.0,0.0,0.67996,0.734727,-1,0.707342,42.0,27.9,13.3,18.3,122412.57,4.5250,46.745,*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(=O)[O-].NC(=O)CC[C@H]([NH3+])C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]>>*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(N)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC(=O)CC[C@H]([NH3+])C(=O)[O-].O=C([O-])O>>O=P([O-])([O-])O.NC(=O)OP(=O)([O-])[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]
67,54.43437,Q0TM79,Carbamoyl-phosphate synthase large chain,Clostridium perfringens (strain ATCC 13124 / DSM 756 / JCM 1290 / NCIMB 6125 / NCTC 8237 / Type A) OX=195103,16,MNXR96485,-,6.3.4.16;6.3.5.5,3.0,0.0,0.67996,0.734727,-1,0.707342,47.3,25.2,11.9,17.1,118939.71,4.7958,45.548,*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(=O)[O-].NC(=O)CC[C@H]([NH3+])C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]>>*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCC(N)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC(=O)CC[C@H]([NH3+])C(=O)[O-].O=C([O-])O>>O=P([O-])([O-])O.NC(=O)OP(=O)([O-])[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]
