,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
1,64.997060,P0ACC1,Release factor glutamine methyltransferase,Escherichia coli (strain K12) OX=83333,1,MNXR119058,-,2.1.1.297;2.1.1.298,1.0,0.0,0.52925,0.792691,-1,0.660971,37.9,18.8,20.3,29.1,30975.00,4.6011,44.404,*N[C@@H](CC1=CNC(CC[C@@H](C(=O)[O-])[N+](C)(C)C)=N1)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+].[H+].[H+]>>*N[C@@H](CC1=CN=C(CC[C@H]([NH3+])C(=O)[O-])N1)C(*)=O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,CNC(=O)CC[C@H](N[*])C([*])=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O>>C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[*]N[C@@H](CCC(N)=O)C([*])=O
2,64.997060,P39199,50S ribosomal protein L3 glutamine methyltransferase,Escherichia coli (strain K12) OX=83333,1,MNXR119058,-,2.1.1.297;2.1.1.298,1.0,0.0,0.52925,0.792691,-1,0.660971,37.8,29.3,16.7,21.8,35001.73,4.3678,42.903,*N[C@@H](CC1=CNC(CC[C@@H](C(=O)[O-])[N+](C)(C)C)=N1)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+].[H+].[H+]>>*N[C@@H](CC1=CN=C(CC[C@H]([NH3+])C(=O)[O-])N1)C(*)=O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,CNC(=O)CC[C@H](N[*])C([*])=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O>>C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[*]N[C@@H](CCC(N)=O)C([*])=O
35,62.234060,Q467Z4,Diphthine synthase,Methanosarcina barkeri (strain Fusaro / DSM 804) OX=269797,18,MNXR118618,MNXR186147_0.5954948758902537_0.7926912086839024|MNXR176005_0.574294434599056_0.7926912086839024|MNXR113662_0.5731681515264815_0.7926912086839024|MNXR150284_0.5713866642928799_0.7926912086839024|MNXR150285_0.5713866642928799_0.7926912086839024|MNXR151438_0.5640580861277203_0.7926912086839024|MNXR176002_0.5611500980831788_0.7926912086839024|MNXR176006_0.5403547814716141_0.7926912086839024|MNXR150283_0.5368830078966795_0.7926912086839024|MNXR108915_0.53003660181518_0.7926912086839024,2.1.1.98,3.0,0.0,0.81799,0.792691,-1,0.805340,58.4,20.0,12.4,15.6,29553.16,6.4088,43.609,*N[C@@H](CC1=CNC(CC[C@@H](C(=O)[O-])[N+](C)(C)C)=N1)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+].[H+].[H+]>>*N[C@@H](CC1=CN=C(CC[C@H]([NH3+])C(=O)[O-])N1)C(*)=O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,C[N+](C)(C)[C@@H](CCc1nc(C[C@H](N[*])C([*])=O)c[nH]1)C(=O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O>>C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[*]N[C@@H](Cc1cnc(CC[C@H]([NH3+])C(=O)[O-])[nH]1)C([*])=O
36,62.234060,A0B879,Diphthine synthase,Methanothrix thermoacetophila (strain DSM 6194 / JCM 14653 / NBRC 101360 / PT) OX=349307,18,MNXR118618,MNXR186147_0.5954948758902537_0.7926912086839024|MNXR176005_0.574294434599056_0.7926912086839024|MNXR113662_0.5731681515264815_0.7926912086839024|MNXR150284_0.5713866642928799_0.7926912086839024|MNXR150285_0.5713866642928799_0.7926912086839024|MNXR151438_0.5640580861277203_0.7926912086839024|MNXR176002_0.5611500980831788_0.7926912086839024|MNXR176006_0.5403547814716141_0.7926912086839024|MNXR150283_0.5368830078966795_0.7926912086839024|MNXR108915_0.53003660181518_0.7926912086839024,2.1.1.98,3.0,0.0,0.81799,0.792691,-1,0.805340,53.0,25.7,8.0,19.7,29440.88,5.3946,41.132,*N[C@@H](CC1=CNC(CC[C@@H](C(=O)[O-])[N+](C)(C)C)=N1)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+].[H+].[H+]>>*N[C@@H](CC1=CN=C(CC[C@H]([NH3+])C(=O)[O-])N1)C(*)=O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,C[N+](C)(C)[C@@H](CCc1nc(C[C@H](N[*])C([*])=O)c[nH]1)C(=O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O>>C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[*]N[C@@H](Cc1cnc(CC[C@H]([NH3+])C(=O)[O-])[nH]1)C([*])=O
37,62.234060,B8GIF8,Diphthine synthase,Methanosphaerula palustris (strain ATCC BAA-1556 / DSM 19958 / E1-9c) OX=521011,18,MNXR118618,MNXR186147_0.5954948758902537_0.7926912086839024|MNXR176005_0.574294434599056_0.7926912086839024|MNXR113662_0.5731681515264815_0.7926912086839024|MNXR150284_0.5713866642928799_0.7926912086839024|MNXR150285_0.5713866642928799_0.7926912086839024|MNXR151438_0.5640580861277203_0.7926912086839024|MNXR176002_0.5611500980831788_0.7926912086839024|MNXR176006_0.5403547814716141_0.7926912086839024|MNXR150283_0.5368830078966795_0.7926912086839024|MNXR108915_0.53003660181518_0.7926912086839024,2.1.1.98,3.0,0.0,0.81799,0.792691,-1,0.805340,38.3,36.2,14.5,17.9,26977.01,5.0679,36.653,*N[C@@H](CC1=CNC(CC[C@@H](C(=O)[O-])[N+](C)(C)C)=N1)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+].[H+].[H+]>>*N[C@@H](CC1=CN=C(CC[C@H]([NH3+])C(=O)[O-])N1)C(*)=O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,C[N+](C)(C)[C@@H](CCc1nc(C[C@H](N[*])C([*])=O)c[nH]1)C(=O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O>>C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[*]N[C@@H](Cc1cnc(CC[C@H]([NH3+])C(=O)[O-])[nH]1)C([*])=O
38,62.234060,C3MPQ5,Diphthine synthase,Sulfolobus islandicus (strain L.S.2.15 / Lassen #1) OX=429572,18,MNXR118618,MNXR186147_0.5954948758902537_0.7926912086839024|MNXR176005_0.574294434599056_0.7926912086839024|MNXR113662_0.5731681515264815_0.7926912086839024|MNXR150284_0.5713866642928799_0.7926912086839024|MNXR150285_0.5713866642928799_0.7926912086839024|MNXR151438_0.5640580861277203_0.7926912086839024|MNXR176002_0.5611500980831788_0.7926912086839024|MNXR176006_0.5403547814716141_0.7926912086839024|MNXR150283_0.5368830078966795_0.7926912086839024|MNXR108915_0.53003660181518_0.7926912086839024,2.1.1.98,3.0,0.0,0.81799,0.792691,-1,0.805340,37.8,39.4,17.8,11.6,28757.41,7.1942,47.082,*N[C@@H](CC1=CNC(CC[C@@H](C(=O)[O-])[N+](C)(C)C)=N1)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+].[H+].[H+]>>*N[C@@H](CC1=CN=C(CC[C@H]([NH3+])C(=O)[O-])N1)C(*)=O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,C[N+](C)(C)[C@@H](CCc1nc(C[C@H](N[*])C([*])=O)c[nH]1)C(=O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O>>C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[*]N[C@@H](Cc1cnc(CC[C@H]([NH3+])C(=O)[O-])[nH]1)C([*])=O
39,62.234060,Q8PUH9,Diphthine synthase,Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) OX=192952,18,MNXR118618,MNXR186147_0.5954948758902537_0.7926912086839024|MNXR176005_0.574294434599056_0.7926912086839024|MNXR113662_0.5731681515264815_0.7926912086839024|MNXR150284_0.5713866642928799_0.7926912086839024|MNXR150285_0.5713866642928799_0.7926912086839024|MNXR151438_0.5640580861277203_0.7926912086839024|MNXR176002_0.5611500980831788_0.7926912086839024|MNXR176006_0.5403547814716141_0.7926912086839024|MNXR150283_0.5368830078966795_0.7926912086839024|MNXR108915_0.53003660181518_0.7926912086839024,2.1.1.98,3.0,0.0,0.81799,0.792691,-1,0.805340,58.8,18.8,10.8,18.0,29396.80,5.6673,44.737,*N[C@@H](CC1=CNC(CC[C@@H](C(=O)[O-])[N+](C)(C)C)=N1)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+].[H+].[H+]>>*N[C@@H](CC1=CN=C(CC[C@H]([NH3+])C(=O)[O-])N1)C(*)=O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,C[N+](C)(C)[C@@H](CCc1nc(C[C@H](N[*])C([*])=O)c[nH]1)C(=O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O>>C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[*]N[C@@H](Cc1cnc(CC[C@H]([NH3+])C(=O)[O-])[nH]1)C([*])=O
40,62.234060,A9A6D8,Diphthine synthase,Methanococcus maripaludis (strain C6 / ATCC BAA-1332) OX=444158,18,MNXR118618,MNXR186147_0.5954948758902537_0.7926912086839024|MNXR176005_0.574294434599056_0.7926912086839024|MNXR113662_0.5731681515264815_0.7926912086839024|MNXR150284_0.5713866642928799_0.7926912086839024|MNXR150285_0.5713866642928799_0.7926912086839024|MNXR151438_0.5640580861277203_0.7926912086839024|MNXR176002_0.5611500980831788_0.7926912086839024|MNXR176006_0.5403547814716141_0.7926912086839024|MNXR150283_0.5368830078966795_0.7926912086839024|MNXR108915_0.53003660181518_0.7926912086839024,2.1.1.98,3.0,0.0,0.81799,0.792691,-1,0.805340,60.7,22.6,10.9,12.6,28793.42,5.2440,44.706,*N[C@@H](CC1=CNC(CC[C@@H](C(=O)[O-])[N+](C)(C)C)=N1)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+].[H+].[H+]>>*N[C@@H](CC1=CN=C(CC[C@H]([NH3+])C(=O)[O-])N1)C(*)=O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,C[N+](C)(C)[C@@H](CCc1nc(C[C@H](N[*])C([*])=O)c[nH]1)C(=O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O>>C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[*]N[C@@H](Cc1cnc(CC[C@H]([NH3+])C(=O)[O-])[nH]1)C([*])=O
41,62.234060,Q971V1,Diphthine synthase,Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) OX=273063,18,MNXR118618,MNXR186147_0.5954948758902537_0.7926912086839024|MNXR176005_0.574294434599056_0.7926912086839024|MNXR113662_0.5731681515264815_0.7926912086839024|MNXR150284_0.5713866642928799_0.7926912086839024|MNXR150285_0.5713866642928799_0.7926912086839024|MNXR151438_0.5640580861277203_0.7926912086839024|MNXR176002_0.5611500980831788_0.7926912086839024|MNXR176006_0.5403547814716141_0.7926912086839024|MNXR150283_0.5368830078966795_0.7926912086839024|MNXR108915_0.53003660181518_0.7926912086839024,2.1.1.98,3.0,0.0,0.81799,0.792691,-1,0.805340,47.9,31.9,19.3,7.6,29136.45,7.0067,45.276,*N[C@@H](CC1=CNC(CC[C@@H](C(=O)[O-])[N+](C)(C)C)=N1)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+].[H+].[H+]>>*N[C@@H](CC1=CN=C(CC[C@H]([NH3+])C(=O)[O-])N1)C(*)=O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,C[N+](C)(C)[C@@H](CCc1nc(C[C@H](N[*])C([*])=O)c[nH]1)C(=O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O>>C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[*]N[C@@H](Cc1cnc(CC[C@H]([NH3+])C(=O)[O-])[nH]1)C([*])=O
42,62.234060,C4KGZ7,Diphthine synthase,Sulfolobus islandicus (strain M.16.4 / Kamchatka #3) OX=426118,18,MNXR118618,MNXR186147_0.5954948758902537_0.7926912086839024|MNXR176005_0.574294434599056_0.7926912086839024|MNXR113662_0.5731681515264815_0.7926912086839024|MNXR150284_0.5713866642928799_0.7926912086839024|MNXR150285_0.5713866642928799_0.7926912086839024|MNXR151438_0.5640580861277203_0.7926912086839024|MNXR176002_0.5611500980831788_0.7926912086839024|MNXR176006_0.5403547814716141_0.7926912086839024|MNXR150283_0.5368830078966795_0.7926912086839024|MNXR108915_0.53003660181518_0.7926912086839024,2.1.1.98,3.0,0.0,0.81799,0.792691,-1,0.805340,37.8,39.4,17.8,11.6,28757.41,7.1942,47.082,*N[C@@H](CC1=CNC(CC[C@@H](C(=O)[O-])[N+](C)(C)C)=N1)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+].[H+].[H+]>>*N[C@@H](CC1=CN=C(CC[C@H]([NH3+])C(=O)[O-])N1)C(*)=O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,C[N+](C)(C)[C@@H](CCc1nc(C[C@H](N[*])C([*])=O)c[nH]1)C(=O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O>>C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[*]N[C@@H](Cc1cnc(CC[C@H]([NH3+])C(=O)[O-])[nH]1)C([*])=O
43,62.234060,Q8TXC7,Diphthine synthase,Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938) OX=190192,18,MNXR118618,MNXR186147_0.5954948758902537_0.7926912086839024|MNXR176005_0.574294434599056_0.7926912086839024|MNXR113662_0.5731681515264815_0.7926912086839024|MNXR150284_0.5713866642928799_0.7926912086839024|MNXR150285_0.5713866642928799_0.7926912086839024|MNXR151438_0.5640580861277203_0.7926912086839024|MNXR176002_0.5611500980831788_0.7926912086839024|MNXR176006_0.5403547814716141_0.7926912086839024|MNXR150283_0.5368830078966795_0.7926912086839024|MNXR108915_0.53003660181518_0.7926912086839024,2.1.1.98,3.0,0.0,0.81799,0.792691,-1,0.805340,48.2,31.6,11.7,15.0,29155.01,4.2097,41.065,*N[C@@H](CC1=CNC(CC[C@@H](C(=O)[O-])[N+](C)(C)C)=N1)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+].[H+].[H+]>>*N[C@@H](CC1=CN=C(CC[C@H]([NH3+])C(=O)[O-])N1)C(*)=O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,C[N+](C)(C)[C@@H](CCc1nc(C[C@H](N[*])C([*])=O)c[nH]1)C(=O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O>>C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[*]N[C@@H](Cc1cnc(CC[C@H]([NH3+])C(=O)[O-])[nH]1)C([*])=O
44,62.234060,C3N5D1,Diphthine synthase,Sulfolobus islandicus (strain M.16.27) OX=427318,18,MNXR118618,MNXR186147_0.5954948758902537_0.7926912086839024|MNXR176005_0.574294434599056_0.7926912086839024|MNXR113662_0.5731681515264815_0.7926912086839024|MNXR150284_0.5713866642928799_0.7926912086839024|MNXR150285_0.5713866642928799_0.7926912086839024|MNXR151438_0.5640580861277203_0.7926912086839024|MNXR176002_0.5611500980831788_0.7926912086839024|MNXR176006_0.5403547814716141_0.7926912086839024|MNXR150283_0.5368830078966795_0.7926912086839024|MNXR108915_0.53003660181518_0.7926912086839024,2.1.1.98,3.0,0.0,0.81799,0.792691,-1,0.805340,37.8,39.4,17.8,11.6,28757.41,7.1942,47.082,*N[C@@H](CC1=CNC(CC[C@@H](C(=O)[O-])[N+](C)(C)C)=N1)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+].[H+].[H+]>>*N[C@@H](CC1=CN=C(CC[C@H]([NH3+])C(=O)[O-])N1)C(*)=O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,C[N+](C)(C)[C@@H](CCc1nc(C[C@H](N[*])C([*])=O)c[nH]1)C(=O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O>>C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[*]N[C@@H](Cc1cnc(CC[C@H]([NH3+])C(=O)[O-])[nH]1)C([*])=O
