Reaction name,SIMMER pred
R06683,1.1.1
R09417,3.3.2
R01420,1.1.1
R01993,3.5.2
R01669,2.1.2
R01113,1.8.4
R01825,1.1.1
R10832,2.4.1
R03583,1.1.1
R10356,1.14.13;1.1.1
R13407,
R11298,2.6.1
R05594,3.7.1
R02167,3.1.3
R01496,2.3.1
R04967,1.5.1;1.1.1
R08543,4.2.3
R02584,2.7.4
R09561,1.8.1
R05878,1.5.1;1.1.1
R01232,2.7.7
R04951,3.4.13
R03417,3.1.1
R05649,1.14.13;1.1.1
R05277,
R07479,
R07026,3.4.19
R11070,4.1.1
R02061,2.5.1
R00161,2.7.7
R01698,1.5.1;1.3.1;1.1.1
R11266,1.1.1
R11333,5.3.1
R03738,4.3.3
R13359,2.3.1
R08342,3.5.4
R01374,1.11.1;1.10.3
R12854,2.1.1
R07324,5.5.1
R09991,5.5.1
R11094,3.5.4
R07812,
R12724,2.5.1
R10282,5.1.3
R01587,3.5.1
R12062,6.3.2
R06142,
R02423,3.5.2
R00686,3.6.1;2.7.1
R00190,2.4.2
R01472,2.4.2;2.4.1
R08340,5.3.3
R06757,2.5.1
R12290,2.4.1
R02396,2.3.1
R11790,3.2.1;2.4.1
