Reaction name,SIMMER pred
18698,4.1.1
53721,2.7.1
20717,
57357,1.14.20;1.14.11
19062,1.17.1
49001,1.14.13
42989,4.2.3
11525,1.3.1
79628,2.1.1
10569,2.4.1
32064,3.6.1
52033,3.5.1
23769,2.3.1
15582,2.3.1
32628,1.1.1
18526,1.5.1;1.1.1
58145,6.3.5
19334,
10041,3.1.4;3.1.3
42781,2.1.1
49281,1.14.14
27482,1.14.14
25095,2.7.4
50941,2.3.2
31996,4.2.3
82176,2.1.1
15350,
11597,4.1.1
22809,1.14.99
21557,2.1.1
50293,1.3.99
12297,3.5.99
33308,2.7.1
22041,3.5.3;3.5.1
33688,2.3.1
15602,4.2.1
14754,1.14.14
74932,1.14.11
34064,2.4.1
77644,3.1.4
46545,1.14.19
80660,2.1.1
13214,1.1.1;1.2.1
22249,1.3.1;1.1.1
26455,1.3.1
46953,1.8.1
74100,2.4.99;3.2.1
22601,
71408,1.14.14
10145,3.1.4;3.1.3
18634,6.3.4
42953,2.1.1
28371,
31384,5.4.99
21621,1.14.99;1.5.1
62565,1.17.99;1.14.15
12145,2.4.1
31788,4.2.3
36848,
11265,1.12.1
28343,3.6.1
32048,3.6.1
33000,1.14.14
23665,1.1.99
34784,1.1.1
11273,1.1.5
27390,1.13.11
14914,
42533,5.4.99
20817,1.1.1
74180,1.1.1
13738,1.1.1
49405,2.4.1
18182,2.3.3;2.3.1
32204,5.3.3
42753,2.1.1
11709,1.3.1;1.14.13
31616,2.1.1
21661,1.3.1
36608,1.14.11
51509,1.14.11
38868,5.4.99
17498,2.4.1
32000,4.2.3
16678,1.17.1;1.1.1
15990,1.1.1;1.2.1
14982,1.1.1
31920,1.14.14
15298,2.4.1
23965,1.1.1;1.14.13
64865,2.7.1
16758,1.8.1
45561,5.1.3;5.1.1
53949,6.2.1
31020,1.14.19
12281,2.7.1
24121,1.2.1
28611,3.6.1
15610,
46453,2.3.2
12602,2.6.1
23877,
36792,3.5.3
55449,1.14.14
15122,
31680,
12369,
43049,5.1.3;5.1.1
18258,1.3.98
14558,3.2.1
52529,2.6.1
32172,1.14.13;1.3.1
25075,1.13.11
17950,1.13.11
34484,2.3.1
14438,2.6.1
31664,2.6.1
79304,5.5.1
26069,2.3.3;2.3.1
50713,1.14.19;1.14.14
81308,5.5.1
14982,1.1.1
33368,2.7.1
16090,3.1.3
17722,1.3.8
10001,
20781,2.7.4
53341,1.3.1
23853,1.13.11
25364,1.1.1
27735,
54381,4.2.3
10457,2.3.1
11837,2.4.3;2.4.1
68329,3.1.3
27438,1.11.1
22921,2.6.1
49549,3.5.1
51713,5.1.3;5.1.1
32268,
15782,5.4.3
18646,2.5.1
19414,6.1.1
75192,1.1.1
19062,1.17.1
78272,4.2.3
61637,6.2.1
15130,1.14.14
10045,1.1.1
37412,1.1.1
48265,
18814,4.1.1
24317,5.5.1;4.2.3
83296,1.14.15
10857,2.4.1
28932,5.3.2
21653,1.14.12
27466,2.7.7;2.4.1
16942,1.17.3;4.1.1
28267,4.2.3
18766,3.1.4
14306,6.1.1
82228,2.1.4
16438,
35748,4.2.3
21977,2.8.2
10305,2.3.1
50681,
27398,3.2.1
10925,5.1.3;5.1.1
22281,2.1.1
86360,6.2.1
51797,2.5.1
10881,3.2.2
43437,1.3.3
22773,4.2.1
18014,3.5.1
34520,2.4.2
45777,1.13.11
22909,3.5.4
22329,2.5.1
17842,2.4.1
42845,2.3.1
32308,1.13.11;5.4.4
33884,1.1.1
18690,3.1.1
32160,
28611,3.6.1
22521,
30320,1.5.1;1.14.13
76468,1.14.13;1.3.1
69796,3.1.1
31460,4.4.1;5.3.3
25773,1.14.11
17826,2.7.1
68797,3.2.1
14226,1.1.1
26036,1.14.19
16010,2.7.2;2.7.11
40036,6.3.1;6.3.2
70504,3.6.1
64457,2.1.1
30920,1.3.99
32176,2.4.1
13510,2.7.7;2.4.1
11961,2.6.1
41212,1.14.13
14378,4.1.3
46237,1.14.19
35624,3.5.1
63797,3.4.11
13454,2.8.2
17210,
24157,2.7.2;2.7.1
22733,4.1.1
24485,1.1.1
16514,
42449,4.2.1
16542,1.13.11
37996,2.5.1
41425,1.10.3
12093,5.1.3;5.1.1
12073,3.8.1
44637,2.1.1
16990,3.1.3
13986,2.7.1
19226,2.5.1;2.1.1
62085,2.7.1;3.6.1
50717,1.14.14
22093,1.3.7
61501,2.4.1
60033,3.6.1;3.6.5
27366,2.1.1
24537,1.13.11
25630,2.1.1
22109,4.2.1;5.3.1
16390,1.14.13
36152,2.3.1
15674,2.3.1
32728,2.3.1
52665,4.2.1
11877,1.1.1
75880,2.1.1
27370,1.2.1
24329,6.3.4
19734,1.1.1
37088,2.1.1
12321,1.1.1;1.3.1
50529,2.3.1
46789,1.14.19
16974,5.4.4
45497,4.4.1
51153,
10829,6.2.1
25246,4.4.1
60281,2.1.1
35644,1.1.1
28507,2.7.1
19846,2.5.1
65929,2.1.1
49117,1.14.13
19154,2.4.2;2.4.1
28343,3.6.1
72620,2.1.1
44361,4.1.3
43757,2.3.1
36604,1.14.11
16234,1.1.1
79148,1.1.1
74272,2.7.1
31024,5.4.99
34784,1.1.1
42737,2.1.1
22233,2.5.1
33180,3.1.4
57957,1.8.1
35800,3.1.4
54501,4.2.3
12946,1.13.11
55705,2.7.1
30308,1.14.13
25885,2.1.3
45733,4.1.99
58197,3.5.1
30824,4.2.1
32024,4.2.3
25372,1.14.14
69740,2.8.3
52797,4.99.1
32364,1.3.3
35580,2.7.7
28583,2.7.4
26326,2.1.1
52445,2.4.1
31348,3.2.1
32168,6.3.2
25038,2.7.1
24393,2.4.1
39648,5.3.99
17998,2.1.1
33808,4.1.1;4.1.2;1.13.11
26507,
48957,
23597,1.1.1
63869,1.13.11
19102,1.14.12;1.1.1
42289,2.3.1
58913,7.3.2;7.2.2
40228,
14690,1.14.12
84640,
18414,2.4.1
26447,1.2.1
16990,3.1.3
23449,2.7.7
20426,6.4.1;2.7.1
55961,6.2.1
39884,1.1.1
55333,2.1.1
32544,4.2.3
10061,2.3.1
47633,1.4.1;1.1.1
50761,1.8.5
12101,4.2.1
21089,1.14.20
34784,1.1.1
50489,2.3.1
63337,5.1.3;5.1.1
55709,2.7.1
77964,4.2.3
43901,3.2.1
51009,5.1.3;5.1.1
24289,2.1.2;2.1.1
49533,3.1.1
11901,1.1.1
24879,
69229,4.8.1
25841,5.3.1
33276,3.1.1
16710,1.14.16
18018,4.1.1
13214,1.1.1;1.2.1
20662,3.4.13;3.5.1
69972,1.14.19;1.14.14
28607,1.14.14
33104,4.2.3
23773,1.3.1;1.1.1
12333,7.3.2;7.2.2
20725,4.2.1
10789,2.7.1
48781,2.7.1
69193,6.3.2
30600,1.3.99
23909,1.14.13
43097,2.1.1
24369,5.4.3
17166,2.7.7;2.4.1
65033,1.3.3
24145,4.2.1
19626,4.1.2
11225,6.3.2
11901,1.1.1
17426,1.2.1
37364,1.14.99
15974,2.8.2
38284,
74636,1.14.11
20534,3.1.3
76560,
15466,2.7.1
46625,5.1.3;5.1.1
16622,1.5.3
11941,3.5.3
20058,2.6.1
34568,1.1.1
23837,2.6.1
17410,2.1.1
37448,1.13.12;1.13.11
33508,
56553,2.7.11
62593,1.3.1;1.1.1
21621,1.14.99;1.5.1
43141,2.1.1
12802,2.7.11
22837,2.3.1
30688,4.1.3
20102,6.3.1;2.8.1
46261,1.14.19
33880,1.1.1
48385,
22401,1.1.1
36636,2.1.1
