Reaction,All ECs
11961,2.6.1.21;2.6.1.83;2.6.1.80;2.6.1.5|2.6.1.57|2.6.1.88;2.6.1.-|2.6.1.11
11977,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.240;1.14.13.88;1.14.13.89;1.14.14.1
12073,3.8.1.10|3.8.1.2;3.8.1.10|3.8.1.9;3.4.16.4;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
12093,2.3.1.190;1.1.1.1|1.1.1.153|1.1.1.156|1.1.1.4|1.1.1.72|1.3.1.20;1.1.1|1.1.1.-|1.1.1.4
12101,1.1.1.263;1.1.1.292;4.2.2.13;4.2.1.110|4.2.1.111;5.1.3.30|5.1.3.31;3.2.1.7;3.2.1.26|3.2.1.80;2.7.1.51;4.1.3.3
12145,2.4.1.116;2.4.1.-|2.4.1.298;2.4.1.238;2.4.1.81;2.4.1.249;2.4.1.234;2.4.1.170;2.4.1.-|2.4.1.297;2.4.1.115;2.4.1.294;2.4.1.126;2.4.1.35|2.4.1.91;2.4.1.128;2.4.1.220;2.4.1.271;2.4.1.239;2.4.1.185;2.4.1.-|2.4.1.286;2.4.1.-|2.4.1.330;2.4.1.218;2.4.1.309;2.4.1.237;2.4.1.-|2.4.1.301;2.4.1.87;2.4.1.15
12169,1.1.1.21;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.1.1|1.1.1.156|1.1.1.21|1.1.1.283|1.1.1.72;1.1.1.2|1.1.1.71;1.1.1.91;1.1.1|1.1.1.184|1.1.1.2;1.2.1.84;1.3.1.102
12197,4.1.2.22;4.1.2.22|4.1.2.9;2.5.1.54|2.5.1.55|4.1.2.15
12281,2.7.1.149;2.7.1.151;2.7.1.127|2.7.1.159;2.7.1.150;2.7.1.134|2.7.4.21;2.3.1.193;2.7.1.68;2.7.1.154;6.3.2.25;6.3.2.60|6.3.2.M4;6.3.2.-|6.3.2.43;6.3.1.14|6.3.2.22;6.3.4.14
12297,4.2.1.78;4.3.3.2;2.8.2.1|2.8.2.3|2.8.2.4;1.14.19.62;1.10.3|1.10.3.-|1.10.3.1|1.14.18.1;1.14.17.1;1.14.16.2;4.1.1.22|4.1.1.25|4.1.1.28
12321,1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.6.5.4;1.8.1.9;1.14.13.240;1.1.1.318;1.1.1.218
12333,6.3.1.2
12369,1.1.1.274;1.1.1.274|1.1.1.346;1.1.99.4;1.1.1.124|1.1.99.11|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8
12501,1.5.1.25;1.6.3.2;1.14.19.48;1.11.1.1|1.11.1.2;1.11.1.21;1.12.1.3|1.12.1.5
12581,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
12602,2.6.1.39;2.6.1.57;2.6.1.36;2.6.1.-|2.6.1.11;2.6.1.-|2.6.1.118|2.6.1.ah;2.6.1.19;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8
12654,1.1.1.83;1.1.1.38|1.1.1.39|1.1.1.40|1.1.1.42
12702,1.17.4.2;2.8.1.11;1.17.4.1
12802,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16
12826,1.21.4.3;1.21.4.2;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
12890,1.1.1.45;1.6.5.4;1.1.1.58;1.1.1.380;1.1.1.69;1.1.1.414;1.1.1.57;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
12906,2.7.7.69|2.7.7.78;2.7.7.37;2.7.7.99;2.7.7.53;2.7.7.33;2.7.7.30;2.7.7.13;2.7.7.24|2.7.7.9;2.7.7.24
12946,1.8.98.3;1.8.1.2|1.8.2.2
12970,3.1.4.46;2.7.7.39;3.1.4.2|3.1.4.46;3.1.4.2|3.1.4.44;6.1.2.2;2.8.2.1|2.8.2.3;2.7.8.5;3.1.1.5
13038,6.3.5.-|6.3.5.13;3.5.4.4
13106,2.4.1.8;2.4.1.281;2.4.1.279;2.4.1.320;2.4.1.20;2.4.1.31;2.4.1.230;2.7.2.12;3.1.4.57;1.2.1.13;2.4.1.282;2.4.1.1;3.1.3.21|3.1.3.25|3.1.3.29;3.1.3.2|3.1.3.21
13114,1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
13214,1.2.1.26|1.2.1.3;1.2.1.16|1.2.1.24|1.2.1.26|1.2.1.3|1.2.1.79|1.2.1.88
13454,2.8.2.25;2.8.2.27;1.8.4.8;2.8.2.1|2.8.2.n2;2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.36;2.8.2.1|2.8.2.3;2.8.2.24;2.8.2.-|2.8.2.39;2.8.2.-|2.8.2.38;2.8.2|2.8.2.14|2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.10;2.8.2.37|2.8.2.8;2.8.2.20
13510,2.7.7.23|2.7.7.64|2.7.7.83
13614,2.7.1.90;2.7.1.146;2.7.1.11
13634,6.3.4.24;6.3.1.2|6.3.1.6
13690,2.7.1.30
13738,1.3.1.102;1.2.1.80;1.2.1.50;1.3.1.74;1.6.3.2;1.2.1.3;1.2.1.48;1.12.1.3|1.12.1.5
13814,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.1.1.50;1.3.1.19;1.14.12.18;1.14.12.10;1.6.5.4
13930,3.5.3.-|3.5.3.24;3.5.3.1;3.5.3.7;3.5.3.17|3.5.3.7;3.5.3.22;2.1.3.3|2.1.3.6
13942,2.7.1.28;2.7.1.29;2.7.1.31;2.7.1.1|2.7.1.15|2.7.1.54;2.7.1.30
13986,2.7.1.225|2.7.1.bm;6.3.5.-|6.3.5.13;6.3.5.11;6.3.5.9;6.3.5.10;2.7.1.82;2.7.1.36;2.7.1.66;2.7.1.186;2.7.1.32;2.7.1.31;2.7.1.50
13990,2.7.7.12;2.7.7.69;2.7.7.10|2.7.7.64|2.7.7.9;2.7.7.23|2.7.7.33|2.7.7.64|2.7.7.9
14002,2.3.1.65;2.3.1.13;2.3.1.13|2.3.1.192;2.3.2.35;2.8.3.25|3.1.2.2|3.1.2.27;2.3.1.37;2.3.1.207;2.3.1.301;2.3.3.20;2.3.1.109
14026,3.5.4.-|3.5.4.26;3.5.4.15;6.3.4.1|6.3.5.2
14042,3.2.1.119;2.4.1.85;2.4.1.354;3.2.1.118|3.2.1.21
14070,1.1.1.124;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1.14;1.1.1.346;1.1.1.120;1.6.5.4;1.1.1.359;1.1.1.413;1.1.1.179;1.1.1.21;1.1.1.-|1.1.1.215;1.1.1.-|1.1.1.274;1.1.1.124|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8
14074,4.1.1.81;4.1.1.11|4.1.1.15
14106,1.5.1.2;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
14226,1.1.1.2;1.1.1.66;1.1.1|1.1.1.-|1.1.1.1|1.1.1.2|1.1.1.21
14306,6.3.1.14;6.1.1.15
14342,2.6.1.19;4.1.1.47;2.2.1.9|2.5.1.64|4.1.1.71|4.1.3.-|4.2.99.20
14358,2.7.1.26;2.7.1.161;2.7.1.60;2.7.1.2|2.7.1.59|2.7.1.60
14370,4.1.99.25;4.1.99.24;4.2.3.152;4.2.3.154;3.6.1.7
14378,4.1.3.41;4.3.1.16;4.3.1.27;2.1.2.1|4.1.2.26
14402,1.14.13.81;1.14.13.8;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.12.12
14438,1.4.3.3;1.4.3.2;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.13;1.4.3.21
14466,4.1.99.25;3.9.1.3;4.2.3.154;4.1.99.24;4.2.3.152;4.1.99.23;3.1.3.2;2.3.1.15|2.3.1.51|2.4.1.184|2.4.1.46|3.1.3.4
14474,1.3.1.38;1.3.1.8;2.3.1.86;2.3.1.41;2.3.1.41|2.3.1.85;2.3.1.236;2.3.1.165;2.3.1.237;2.3.1.161;2.3.1.94;1.3.1.-|2.3.1.170|2.3.1.74
14506,2.8.1.3;2.8.1.1;1.8.2.5;2.8.1.5;1.8.4.2;1.8.5.5;1.8.5.5|1.8.5.8;1.8.4.9;2.5.1.47|2.5.1.49
14558,3.2.1.125;2.4.1.25;3.2.1.74;3.2.1.20|3.2.1.70;2.3.1.72;3.2.1.21|3.2.1.25|3.2.1.74
14562,2.3.1.145;2.3.1.248;2.3.1.249;2.3.1.57;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
14570,4.2.1.28;1.1.1.71;1.1.99.36;1.1.1.2|1.1.1.21|1.3.1.20;1.1.1|1.1.1.21|1.1.1.71;1.1.1.1|1.1.1.21|1.1.1.55;1.1.1.77
14690,1.14.12.10;1.14.13.223;1.14.13.87;1.14.13.25;1.14.13.113;1.14.13.26;1.14.18.9;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.225;1.14.13.2|1.14.13.33;1.14.14.43|1.14.14.45
14706,1.8.1.14;1.8.1.10|1.8.1.14|1.8.4.2;2.3.1.161;2.3.1.165;2.3.1.41;2.3.1.86;2.3.1.41|2.3.1.85;2.3.1.237;2.3.1.236;2.3.1.239;2.3.1.94;2.3.1.289;2.3.1.290;2.3.1.295;1.3.1.-|2.3.1.170|2.3.1.74;2.3.1.119
14754,1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.1.99.31;1.5.1.39;1.14.14.5;1.14.99.46;1.14.14.108;1.14.19.9;1.14.14.22;1.14.14.30
14770,1.5.99.4;2.1.1.49;1.14.13.8;1.14.14.1;1.17.2.1;1.17.1.5;1.5.3.5;1.5.3.6;1.13.11.9;1.3.7.1;1.3.99.17
14814,3.5.3.1;2.1.3.3|2.1.3.8;2.1.4.3;3.5.1.17;2.3.1|2.3.1.-|2.3.1.32
14910,1.1.1.365;1.1.1.21;1.1.1.-|1.1.1.215;1.1.1.200;1.1.1.346;1.6.3.2;1.11.1.1|1.11.1.2;1.1.1.45;1.1.1|1.1.1.188|1.1.1.19|1.1.1.2|1.1.1.21|1.1.1.307|1.1.1.72;1.12.1.3|1.12.1.5;1.1.1.405;1.1.1|1.1.1.69;1.1.1.128|1.1.1.264
14914,2.7.1.145|2.7.1.21|2.7.1.76
14982,1.1.1|1.1.1.209;1.1.1.210|1.1.1.239|1.1.1.357|1.1.1.51|1.1.1.62|1.1.1.63;1.1.1.184|1.1.1.2|1.1.1.62;1.1.1|1.1.1.2|1.1.1.213|1.1.1.239|1.1.1.62|1.3.1.20
15122,2.8.1.5;2.8.1.1;1.8.5.5;1.8.5.5|1.8.5.8;1.8.2.5;2.5.1.47|2.5.1.49|4.2.99.8
15130,1.14.14.-|1.14.14.13;1.14.14.28;1.14.14.3;1.14.14.5;1.14.14.15;1.14.14.46;1.14.19.56;1.14.14.8;1.5.1.39;1.14.14.99;1.14.99.46;1.14.14.30;1.14.14.108;1.13.12.16;1.14.19.9
15298,2.4.1.133;2.4.1.90;2.4.1.13;2.4.1.366|2.4.1.367|2.4.1.dv;2.4.1.239;2.4.1.15;2.4.1.245;2.4.1.38|2.4.1.90
15350,2.6.1.13;2.6.1.21;2.6.1.-|2.6.1.76;2.6.1.83
15366,2.4.2.61;2.4.1.159;2.4.1.309;2.4.1.13|2.4.1.14;2.4.1.365|2.4.1.du;2.4.1.-|2.4.1.293;2.4.1.287;2.4.1.272;2.4.1.304;2.4.1.264;2.4.1.305;2.4.1.343;2.4.1.303;2.4.1.239;2.4.1.123;2.4.1.-|2.4.1.301;2.4.1.356;2.4.1.187;2.4.1|2.4.1.58;2.4.1.-|2.4.1.292;2.4.1|2.4.1.44;2.4.1.180
15426,1.3.98.7;1.17.98.2;1.97.1|1.97.1.4;2.8.1.8
15466,2.7.1.91;6.3.4.14;6.3.4.14|6.4.1.1;2.7.1.138;2.7.1.107;2.7.1.119;2.7.2.2
15474,2.4.1.236;2.4.1.273;2.4.1.239;2.4.1.-|2.4.1.297;2.4.1.254;2.4.1.159;2.4.1.69;2.4.2.50;2.4.1.351;2.4.1.22;2.4.1.87;2.4.1.38|2.4.1.90;2.4.1.338;2.4.1.-|2.4.1.301;2.4.1.122|2.4.1.307;2.4.1.13;2.4.1.85;2.4.1.354;2.4.1.245;2.4.1.-|2.4.1.285
15582,2.3.1.115;2.3.1.171;2.3.1.119;2.3.1.172;2.3.1.116;2.3.1.199;2.3.1.85|2.3.1.86;2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.300;2.3.1.273;2.3.1.207;2.3.1.39
15602,2.8.3.17;2.3.1.146;2.3.1|2.3.1.-|2.3.1.74;4.2.1.175;2.8.3.12;6.2.1|6.2.1.-|6.2.1.12
15610,2.7.6.1
15614,1.3.1.76;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
15674,6.2.1.16;6.3.2.50;1.13.11.80;6.2.1.4;2.3.1.164;4.4.1.26;2.3.1.171;2.3.1.13|2.3.1.192;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
15782,3.4.17.17;2.6.1.7;3.1.1.96
15954,6.3.4.22;2.7.2.2;6.3.4.16|6.3.5.5
15974,2.8.2.15;2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.1;1.8.4.8;2.8.2.1|2.8.2.3;2.8.2.25;2.8.2|2.8.2.14|2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.27;2.8.2.36;2.8.2.-|2.8.2.39;2.8.2.24;2.8.2.-|2.8.2.38;2.8.2.37|2.8.2.8;2.8.2.20
15990,1.1.1.34|1.1.1.88;2.3.1.85;2.3.1.165;2.3.1.41;2.3.1.237;1.2.1.84;2.3.1.236;1.2.1.50;2.3.1.161;1.3.1.-|2.3.1.170|2.3.1.74
15994,1.6.3.2;1.3.1.38;1.3.1.8;1.2.1.84;1.2.1.50;1.1.1.330|1.1.1.36;1.3.1.34;1.3.1.124;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
16010,2.1.2|2.1.2.-|6.3.1.21
16090,2.7.1.82;4.1.99.25;4.2.3.2;4.1.99.24;2.7.2.12;4.2.3.152;4.2.3.154;4.1.1.38;3.1.3.2
16178,1.2.1.36;1.2.1.3|1.2.1.36;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
16218,3.1.1.68;3.1.1.17;3.1.1.-|3.1.1.110|3.1.1.M11;5.5.1.27;3.1.1.104|3.1.1.25;3.2.1.144;1.6.5.4;1.14.17.1;3.1.1.99;1.1.3.9;3.1.1.65;3.1.1.31
16234,1.1.1.86
16290,1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.12.1.2|1.12.1.5;1.14.13.69
16318,1.1.1.184;1.1.1.112|1.1.1.184;1.1.1.112|1.1.1.184|1.1.1.213|1.1.1.50|1.1.1.62|1.3.1.20;1.1.1.184|1.1.1.209|1.1.1.213|1.1.1.50;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
16366,1.13.11.24;2.1.1.-|2.1.1.341;1.21.3.6;3.1.1.35;3.1.1.20;3.5.2.6
16390,1.14.13.64;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.12.1;1.14.12.13;1.14.13.2|1.14.13.33;1.14.13.114;1.14.12.10;1.6.5.2
16414,2.3.1.200;2.3.1.204;6.3.1.20;2.3.2.26
16438,2.5.1.18
16446,4.2.1.105;1.14.13.86;1.3.1.45;1.14.14.87;2.1.1.212;1.14.11.23;1.14.11.23|1.14.20.6;1.3.1.-|2.3.1.170|2.3.1.74
16514,1.2.2.4;1.1.3.15|1.1.3.2;1.2.3.3;1.2.3.4;1.14.18.12;1.14.14.38;1.13.12.24;1.13|1.13.12.19;1.14.11.44;1.14.11.43;1.14.14.42;1.14.11.21;1.14.14.40;1.14.14.36;1.13.11.46;1.13.11.27;1.14.19.52;1.14.14.156;1.13.12.6;1.14.11.18;1.14.14.117;2.6.1.114;1.14.11.9;1.14.11.6;1.14.11.17
16534,3.2.1.183;2.4.1.255;2.4.1.41;2.4.1.229;3.2.1.184;2.4.1.147;2.4.1.-|2.4.1.291;2.4.1.227
16538,2.4.1.230;2.4.1|2.4.1.320;2.4.1.1;3.1.4.57;1.2.1.13;2.4.1.282;2.4.1.281;2.4.1.279;3.1.3.-|3.1.3.4;2.4.1.329;2.4.1.20;2.4.1.8;2.5.1.54
16542,1.13.11.51;1.13.11.71|1.14.99.-;1.13.11.84|1.14.99.42;1.13.11.59;1.13.11.65;1.13.11.63;1.13.11.75|1.14.99.41;1.14.13.90;1.14.99.44;1.13.11.-|1.13.11.29;1.13.11.-|1.13.11.66;1.13.11.8;1.2.99.-|1.2.99.10;1.1.99.8;1.8.3.5;1.4.3.13;1.13.11.2
16622,1.6.3.1;1.1.3.15;1.4.3.3;1.3.3.6;1.8.3.5;1.3.3.16;1.4.3.13;1.2.3.1
16678,1.2.1.5;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
16710,1.14.16.1|1.14.16.4;1.14.16.7;1.14.16.2;1.14.16.5;4.2.1.96
16758,1.8.1.12;1.6.3.2;1.14.19.48;1.11.1.1|1.11.1.2;1.11.1.21;1.12.1.3|1.12.1.5
16942,1.13.11.11|1.13.11.52;1.13.11.38;1.1.3.15;1.13.11.48;1.14.18.1
16970,5.1.3.27;1.1.1.133;2.6.1.-|2.6.1.33|2.6.1.59;1.1.1.364;1.1.1.339|1.1.1.344;1.1.1.266;2.6.1.59;5.3.2.3;4.2.1.46;4.2.1.-|4.2.1.159;5.1.3.13;5.4.99.59;5.1.3.25;2.1.1.234;2.1.1.235;2.3.1.197;2.6.1.90;2.6.1.-|2.6.1.106;2.3.1.209;2.3.1.210;4.3.1.30;2.4.1.289;2.4.1.331;2.4.1.317;2.4.1.316;2.7.7.24;2.7.7.24|2.7.7.9
16974,1.14.16.1;1.14.16.1|1.14.16.4;1.14.11.59|1.14.20.2;1.14.16.7;1.13.11.27;1.10.3.2
16990,3.1.3.26|3.1.3.62;3.1.3.62|3.1.3.8;3.1.3.62|3.1.3.72;2.7.1.140;2.7.1.158;2.7.1.151;3.1.3.36;3.1.4.57;2.4.1.282;2.4.1.320;2.4.1.279;2.4.1.281;2.4.1.230
16994,1.16.3.1;1.16.9.1;7.2.1.3;1.8.2.6;3.1.6.20;2.8.1.8
17058,2.3.1.40;2.3.1.51;2.3.1.15
17166,2.7.7.24|2.7.7.9;2.7.7.24;2.7.7.33;2.7.7.44|2.7.7.64;2.7.7.30;2.7.7.23
