reaction_id,EC Number,BEC-Pred,CLAIRE,SelenzymeRF,SIMMER,Theia,BridgIT,E-zyme1,E-zyme2,MajorityVote,MajorityVoteCore4
R09748,1.5.1.36|1.5.1.37|1.5.1.45,1.5.1,1.1.1;1.5.1;1.3.1;1.14.13,1.1.1|1.14.13|1.14.13.7|1.5.1|1.5.1.36|1.5.1.37|1.5.1.45|1.6.99.3;1.1.1|1.14.13.7|1.5.1|1.5.1.30|1.5.1.45;2.1.1.74,1.5.1,1.5.1;1.14.13;1.19.1;1.6.99;1.14.14,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.5.1,1.5.1
R03805,2.1.1.56,2.1.1,2.1.1;2.3.1;2.5.1;2.3.3,2.1.1.56;2.1.1.57,2.1.1,2.1.1;2.4.2;3.2.2;6.3.2;3.13.1,1.14.13.128;1.13.99.1;1.13.12.1;1.13.11.54,2.1.1;1.14.14;3.1.1;2.3.1;1.5.3;1.14.11;1.5.8;2.-.-;1.16.1;1.14.99;1.14.13;1.2.7;1.5.99;3.7.1,2.-.-;2.5.1;2.3.1,2.1.1,2.1.1
R01722,2.4.1.196,2.4.1,3.2.2;2.4.2;2.4.1;2.4.99,2.4.99.20;2.4.2|2.4.2.1,2.4.1,2.4.1;3.5.1;2.3.1;1.14.13;6.3.4,,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;3.6.1;2.4.2;2.4.2;2.4.2;2.4.99;2.4.2;2.4.99;2.4.2;2.4.1;4.2.3;2.7.8,2.4.1,2.4.1
R08239,2.1.1.67,2.1.1,2.1.1;2.5.1;4.4.1;2.3.3,2.1.1.67;2.1.1.137;2.1.1.181,2.1.1,2.1.1;2.5.1;2.3.1;2.4.2;2.6.1,2.1.1.67;2.8.4.4;2.1.2.5;2.3.1.101;2.1.3.2,2.1.1;1.14.14;3.1.1;2.3.1;1.5.3;1.14.11;1.5.8;2.-.-;1.16.1;1.14.99;1.14.13;1.2.7;1.5.99;3.7.1,2.-.-;2.5.1;2.3.1,2.1.1,2.1.1
R09219,1.6.5.-,1.3.1,1.14.13;1.1.1;1.6.3;1.3.1,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.2.1;1.3.1;1.1.1,1.6.5;1.6.99;1.1.1;1.6.2;1.3.1,1.1.1.320;1.2.1.82;1.3.1.20;2.3.1.85;1.17.1.4;5.3.3.1;1.1.3.49;1.1.99.9;5.4.99.3;4.1.1.56;1.4.3.5;4.2.1.155;1.1.5.4,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.1.1,1.6.5
R07094,2.5.1.18,2.5.1,2.5.1;5.3.99;4.4.1;2.2.1,2.5.1.18,,2.5.1;6.2.1;4.2.99;5.3.3;2.7.1,4.4.1.20;2.5.1.18;2.4.1.311;1.3.1.96;2.4.2.27;2.1.3.12,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,2.5.1;2.5.1;3.1.2;2.5.1;2.5.1;4.4.1;3.1.2,2.5.1,2.5.1
R04418,1.1.1.312|1.2.1.60,1.2.1,1.1.1;1.3.1;2.3.1;1.8.1,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.14.12;1.1.1,1.1.1;5.3.3;1.3.1;5.3.2;1.2.1,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.1.1,1.1.1
R04344,1.1.1.210,1.1.1,1.16.1;1.1.1;1.8.1;1.3.1,1.1.1.184;1.1.1|1.1.1.105|1.1.1.184|1.1.1.2|1.1.1.209|1.1.1.210|1.1.1.213|1.1.1.357|1.1.1.50|1.3.1.20;1.1.1.188|1.1.1.213|1.1.1.50;1.1.1.184|1.1.1.209|1.1.1.210|1.1.1.213|1.1.1.50;1.1.1.1,1.1.1,1.1.1;1.3.1;1.14.-;2.3.1;1.14.13,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.1.1,1.1.1
R09099,2.1.2.1,2.1.2,4.4.1;4.2.1;2.3.1;3.1.1,2.1.2|2.1.2.-|2.1.2.1,3.5.4,2.1.2;4.3.1;4.2.1;1.4.4;3.4.13,2.3.1.101;2.1.2.1;2.1.1.86;2.1.3.2;2.8.4.4,2.1.2;2.1.1;6.3.4;3.5.1;1.2.99;4.1.2;2.3.1;1.8.1;1.4.4;1.5.1;3.5.4;3.5.3;6.3.3;4.3.-,2.1.2;4.1.2;4.1.2;2.3.1,2.1.2,2.1.2
R03585,1.1.1.185,1.1.1,1.8.1;1.16.1;1.1.1;1.3.1,1.1.1.21;1.6.5.4;1.14.13.102;1.14.13.115;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.12.12,1.14.13;1.1.1,1.1.1;1.3.1;1.2.1;1.-.-;2.3.1,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.1.1,1.1.1
R08117,6.2.1.33,6.2.1,2.7.7;6.2.1;2.4.2;2.7.1,6.2.1.33;3.1.2.23;6.2.1.2;6.2.1.27;6.2.1.7;3.6.1.5;6.2.1.65|6.2.1.ak;6.2.1.30;6.2.1.12,2.3.1,6.2.1;2.8.3;2.3.1;2.7.2;3.1.2,6.2.1.33;3.1.2.23;4.2.1.155;2.3.1.85,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,6.2.1;6.2.1;3.1.2;2.3.1;6.2.1;2.3.1;2.3.1;3.1.2;6.2.1,6.2.1,6.2.1
R01401,3.2.2.9|3.2.2.16,3.5.4,2.4.2;3.2.2;3.5.4;2.4.1,2.4.1.-|2.4.1.118;2.4.2.8;2.4.99.20;2.3.1.26;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.7.8.11;1.1.1.113;3.2.1.74;2.4.1.245,,3.2.2;2.4.2;3.5.1;3.1.1;2.3.1,3.2.2.16;4.3.3.5;3.2.1.22;3.1.1.93,2.4.2;3.2.2;2.4.1;1.14.14;1.14.11;2.7.8;3.5.1;6.3.4;4.3.3;4.1.3;2.6.1,2.4.2;3.2.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;3.2.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.1;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;3.2.2;2.4.2;2.4.2;3.2.2;2.4.2;2.4.1;1.14.14,2.4.2,2.4.2
R10438,1.8.1.18,1.8.1,1.16.1;1.8.1;1.1.1;1.8.4,1.1.1.37,1.14.13;1.1.1,1.1.1;1.3.1;1.8.1;1.6.5;1.2.1,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.1.1,1.1.1
R10720,1.10.3.15,1.8.3,4.4.1;2.5.1;2.7.8;4.1.1,1.10.3.15;1.13.12.24;1.14.14.42;1.14.11.4;1.10.3.4;1.14.18.12;1.13.12.17;1.14.12.1;1.13.12.5;1.14.14.117;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.11.67;1.11.1.6,,1.10.3;1.14.14;1.11.1;1.14.18;6.3.3,,1.11.1;1.14.21;1.10.3;1.14.99;1.1.3;1.1.1;1.1.99;1.2.99;1.1.2;1.8.5;1.3.2;4.1.2,1.11.1,1.10.3,1.10.3
R03134,2.5.1.51,2.5.1,4.4.1;2.5.1;2.1.1;3.4.21,2.5.1.51;1.14.14.1,2.6.99;2.5.1,2.5.1;1.14.14;4.2.1;3.1.1;3.5.1,5.5.1.1;4.2.99.12;4.3.1.17;4.2.1.31;2.5.1.119;4.1.1.2;2.3.1.85;3.5.1.110;1.1.1.276;4.2.3.3;1.2.1.31;1.4.1.18;1.3.8.6;3.5.5.4;1.1.3.47;3.2.1.22;3.7.1.21;2.7.8.23;3.1.7.9;3.3.1.1;1.14.13.109;1.17.98.2;4.3.3.3,2.6.1;1.4.1;1.4.3;1.5.1;3.8.1;4.1.3;4.1.1;4.3.1;1.4.7;1.4.99;1.14.14;3.7.1;1.5.3;3.11.1;1.4.2;1.13.12;1.14.11;2.6.3;1.4.5;1.17.4,4.1.2;4.1.2;4.1.3;4.1.3;4.1.3;4.1.3,2.5.1,2.5.1
R09980,3.5.1.110,3.5.1,3.5.1;3.4.19;3.2.2;3.4.11,3.5.1.110;2.1.3.3|6.3.5.5,3.5.1;3.5.2,3.5.1;2.7.2;3.1.1;3.2.1;3.5.3,3.5.1.110;3.5.2.16;3.5.5.7;3.5.3.21;3.4.13.22;3.4.11.1;3.1.1.1;4.2.1.48;2.3.2.2;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;1.2.7.12;3.5.4.16;3.13.1.6;3.4.19.13;3.4.17.8;3.4.14.13;3.8.1.8;3.5.99.8;2.1.2.3;4.3.2.4,3.5.1;2.3.1;6.3.2;6.3.1;6.3.4;2.3.2;6.3.5;2.1.2;3.4.13;2.1.3;3.4.11;3.5.4;3.4.19;1.4.1;4.3.3;6.2.1;1.4.7;1.2.99;3.5.5;3.1.1;4.3.2;3.5.3;4.2.1;4.3.1;2.6.1;2.4.2;4.1.3,3.5.1;3.5.1,3.5.1,3.5.1
R02144,2.1.1.22,2.1.1,2.1.1;2.5.1;2.3.3;4.4.1,2.1.1.77,2.1.1,2.1.1;2.3.1;2.5.1;6.3.2;1.3.98,,2.1.1;1.14.14;3.1.1;2.3.1;1.5.3;1.14.11;1.5.8;2.-.-;1.16.1;1.14.99;1.14.13;1.2.7;1.5.99;3.7.1,2.-.-;2.5.1;2.3.1,2.1.1,2.1.1
R05598,4.1.99.11,4.1.99,4.1.99;4.5.1;4.4.1;4.3.1,4.1.99.11;2.6.1.57;1.14.13.-|1.14.15.26;4.1.1.119;1.11.1.7,,4.1.99;2.3.1;4.3.1;4.2.1;4.1.3,4.1.99.11;4.1.2.45;4.1.1.77;4.1.3.39;4.2.99.21;1.1.1.38;4.2.1.155;2.1.2.11;1.3.8.6;3.1.1.82,4.1.99;4.2.3,4.1.99;4.1.99;4.2.1;3.5.1,4.1.99,4.1.99
R09630,4.2.3.74,4.2.3,4.2.3;5.5.1;3.1.3;3.1.7,1.1.1.71;4.2.3.50;4.2.3.197;4.2.3.204;4.2.3.158;4.2.3.163;4.2.3.157;5.4.99.17;4.2.3.-|4.2.3.129;5.4.99.52;4.2.3.136;5.4.99.40;4.2.3.69;4.2.3.68;4.2.3.146;5.4.99.8;3.1.7.7|4.2.3.194;4.2.3.37;4.2.3.42;4.2.3.7;5.4.99.35;5.4.99.34;4.2.3.39;5.4.99.39;4.2.1.137;5.4.99.49;5.4.99.50;5.4.99.32;5.4.99.36;5.4.99.33;4.2.3.82;4.2.3.172;4.2.3.98;4.2.3.56|4.2.3.58;4.2.3.79;4.2.3.159;5.5.1.13;4.2.3.6,4.2.3,4.2.3;4.2.1;5.5.1;4.3.2;3.1.7,3.1.7.6;3.1.5.1;3.1.3.74;3.6.1.7;3.2.1.42;2.4.1.17;4.2.3.1;5.1.3.14;3.1.4.46;3.11.1.1;3.1.1.59;4.6.1.13;3.1.2.28;3.7.1.8;3.1.6.1;2.3.1.85;4.2.1.155,4.2.3;4.1.99;3.1.7,4.2.3;4.2.3;3.1.7;4.2.3;4.2.3;5.4.99;4.2.3;5.5.1;5.5.1;5.5.1;5.4.99;5.4.99;5.4.99;5.4.99;5.4.99;5.4.99;4.2.1;5.4.99;4.2.3;4.1.99;5.4.99;5.4.99;4.2.3;5.4.99;5.4.99;5.4.99;4.2.3;5.4.99;4.2.1;4.2.3;5.4.99;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.1;5.4.99;4.2.3;4.2.3;4.2.3;5.4.99;4.2.1;4.2.3;4.2.3;5.5.1;5.4.99;5.5.1;4.2.3;4.2.3;5.5.1,4.2.3,4.2.3
R05885,2.1.1.94,2.1.1,2.1.1;2.5.1;2.3.3;2.3.1,2.1.1.94;2.1.1.293;2.1.1.4;2.1.1.150;2.1.1.270;2.1.1.241;2.1.1.42;2.1.1.231;2.1.1.212;2.1.1.339;2.1.1.155|2.1.1.231;2.1.1.212|2.1.1.46;2.1.1.155|2.1.1.75;2.1.1.38;2.1.1.279;2.1.1.146;2.1.1.302;2.1.1.232;2.1.1.240;2.1.1.6;2.1.1.117;2.1.1.89;2.1.1.116;2.1.1.-|2.1.1.291;2.1.1.330;2.1.1.323;2.1.1.128;2.1.1.169|2.1.1.68;2.1.1.70|2.1.1.93;2.1.1.104;2.1.1.110;2.1.1.65;2.1.1.114|2.1.1.64,2.1.1,2.1.1;1.-.-;2.3.1;3.13.1;2.5.1,,2.1.1;1.14.14;3.1.1;2.3.1;1.5.3;1.14.11;1.5.8;2.-.-;1.16.1;1.14.99;1.14.13;1.2.7;1.5.99;3.7.1,2.-.-;2.5.1;2.3.1,2.1.1,2.1.1
R00287,3.6.1.9|3.6.1.45,3.6.1,3.6.1;3.1.3;3.1.4;3.6.5,3.6.1.45;2.7.7.69;5.4.2.2;2.4.1.63;2.4.1.14;2.4.1.111;2.7.7.37|2.7.7.64;3.6.1.21;2.4.1.91;2.4.1.185;2.7.4.8,2.4.2;2.4.1,3.6.1;3.1.4;3.-.-;3.2.1;3.1.3,3.6.1.45;3.1.3.81;3.6.3.1;3.6.4.1;3.6.5.1,,,3.6.1,3.6.1
R03177,1.2.1.54,1.2.1,1.2.1;1.1.1;1.3.1;1.8.1,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.2.1;1.1.1,1.2.1;1.1.1;1.5.1;1.2.3;1.4.1,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.1.1,1.2.1
R05030,6.3.5.13,6.3.1,3.2.2;3.5.1;2.4.2;2.4.1,6.3.5.-|6.3.5.13;6.3.1.12;6.3.5.7,6.3.5,6.3.5;2.7.3;6.3.1;6.3.4;2.7.1,,,,6.3.5,6.3.5
R00771,5.3.1.9,5.3.1,5.3.1;5.1.3;4.1.2;3.5.99,5.3.1.6,5.3.1,5.3.1;2.3.1;2.2.1;1.1.1;1.1.2,2.7.1.142;2.7.8.20;2.7.7.40;2.7.2.11;2.7.6.1;2.7.99.1;2.7.11.7;6.3.5.5;2.7.10.1;2.7.12.1;2.7.3.8;2.7.4.26;2.7.14.1,5.3.1;3.5.4,5.3.1;5.3.1;5.3.1;5.3.1;5.3.1;2.6.1;5.3.1;5.3.1;5.3.1;5.3.1;5.3.1;5.3.1,5.3.1,5.3.1
R02601,4.2.1.80,4.2.1,4.2.1;4.4.1;2.3.1;5.4.4,2.6.1.57;4.1.1.77;2.3.1.-|2.3.1.85|2.3.1.86|4.2.1.58|4.2.1.59,5.3.3;4.2.1,4.2.1;3.7.1;4.1.3;3.2.1;3.3.2,1.11.1.21,4.2.1;2.3.1;4.1.2;4.3.3;3.5.5;3.2.-;2.5.1;3.5.1;3.5.2;2.8.1;2.9.1;5.4.4,4.2.1;4.2.1,4.2.1,4.2.1
R04457,2.5.1.78,2.5.1,2.5.1;4.1.99;1.5.1;4.4.1,2.5.1.78,,2.5.1;1.1.1;2.4.2;4.4.1;5.3.99,2.5.1.78;2.4.1.332;2.1.3.12;4.4.1.20;2.4.2.34;1.3.1.96,2.5.1;1.5.3;4.4.1;4.2.1;1.5.99;2.3.1;1.14.15;1.5.1;3.1.1;3.3.1;2.1.2;4.1.99;4.1.3;3.3.2;3.5.99;1.4.3;4.3.3;3.5.-;1.3.1;3.7.1;1.1.1;1.8.3,2.5.1,2.5.1,2.5.1
R03554,2.1.1.50,2.1.1,2.1.1;2.3.1;2.5.1;2.3.3,2.1.1.50;2.1.1.112;2.1.1.241;2.1.1.29;2.1.1.34;2.1.1.228|2.1.1.31;2.1.1.187|2.1.1.188|2.1.1.51,2.1.1,2.1.1;2.3.1;2.5.1;6.3.2;3.3.1,2.1.1.50;2.8.4.4;2.3.1.32;2.1.2.13;2.1.3.2,2.1.1;1.14.14;3.1.1;2.3.1;1.5.3;1.14.11;1.5.8;2.-.-;1.16.1;1.14.99;1.14.13;1.2.7;1.5.99;3.7.1,2.-.-,2.1.1,2.1.1
