reaction_id,EC Number,BEC-Pred,SelenzymeRF,SIMMER,Theia,BridgIT,E-zyme1,E-zyme2,MajorityVote,MajorityVoteCore4
R09227,1.14.12.-,1.14.12,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.12|1.14.12.12;1.14.12.7;1.14.13.223;1.6.5.4;1.14.13.69;1.14.12.-|1.14.12.10;1.14.13.87;1.14.12.19,1.14.12;1.3.1;1.1.1,1.14.12;1.14.13;1.14.-;1.3.1;1.18.1,1.14.12.7;1.14.13.227;1.14.15.3;1.14.14.1;1.14.18.1;1.2.3.9;1.14.99.2;1.14.21.11;1.14.11.40;1.14.16.4;1.10.3.4;1.14.19.17,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.14.12,1.14.12
R07190,1.14.14.36,3.5.1,1.14.14.36;1.14.13.124|1.14.14.40;1.14.13.125|1.14.14.156;4.1.1.90;1.17.98.3;2.3.1.180,,1.14.13;1.14.14;1.13.12;1.7.3;4.99.1,,1.14.13;1.14.14;1.14.11;1.14.15;1.14.16;1.14.99;1.14.-;1.14.18;1.17.1;1.1.1;1.13.11;1.10.99;1.10.3;1.97.1;3.5.3;3.7.1;1.6.6;1.17.99;1.2.1;1.3.99;1.3.7;1.14.20;4.1.99;1.-.-;1.14.12;1.17.3;1.7.3;1.14.17;1.17.7,1.14.13;1.14.13;1.14.13;1.14.13;1.14.13;1.14.13,1.14.13,1.14.14
R10622,3.1.3.94,3.1.3,5.4.2.2;3.1.3.93;2.7.1.2|2.7.1.6,3.1.3,3.1.3;3.6.1;3.1.4;2.7.1;3.2.1,3.1.3.10;3.1.4.48;3.2.1.42;2.4.1.17;5.1.3.14;4.2.3.1;3.1.1.93;3.6.1.57;4.6.1.13;3.1.5.1;3.1.7.3;3.1.6.3;3.11.1.3;3.1.2.31;2.3.1.85;3.7.1.8;4.2.1.155,2.7.1;3.1.3;2.7.8;3.6.1;3.1.4;2.7.4;2.7.11;2.7.7;3.6.3;3.1.7;2.7.6;4.6.1;2.7.2;2.7.3;3.2.1;3.6.4;2.7.9;2.6.-;2.7.-;2.7.13;3.6.5;2.4.1;5.1.3;4.2.3;2.7.99;3.1.5;2.7.12;4.1.1;2.7.10;1.3.7;1.18.6;1.19.6;3.-.-,2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;3.1.3;3.1.3;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;3.1.3;2.7.1;3.1.3;2.7.8;3.1.3;3.1.3;2.7.1;2.7.1;2.7.1;3.1.3;3.1.3;3.1.3;2.7.1;2.7.1;3.1.3;2.7.1;2.4.1;2.7.1;2.7.6;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.7;3.6.1;2.7.7,3.1.3,3.1.3
R12425,2.3.1.204,2.3.1,3.5.1.76;2.1.1.49;3.5.1.79;2.8.2.3;3.1.2.21;2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;3.1.2.14|3.1.2.21;1.3.1.9|2.3.1.-,5.1.3,2.3.1;2.7.4;2.4.1;5.1.3;2.7.8,3.5.1.99;3.5.2.11;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.5.5.4;4.2.1.48;2.3.2.2;3.4.19.13;3.4.14.13;3.4.13.22;3.4.11.1;3.4.17.21;3.1.1.1;3.5.3.11;3.5.4.1;3.13.1.6;1.2.7.12;3.5.99.6;3.8.1.8;2.1.2.3;4.3.2.4,2.3.1;3.5.1;2.3.2;6.3.2;6.3.1;6.3.4;3.4.13;3.4.11;2.1.3;3.1.1;6.2.1;6.1.1;3.1.2;1.2.1;3.4.19;3.4.17;2.7.7;4.3.2;2.3.3;3.5.3;2.3.-;3.4.15;3.2.1;1.2.7;1.-.-;3.7.1,2.3.1;2.3.1,2.3.1,2.3.1
R03197,4.1.1.37,4.1.1,4.1.1.37,4.1.1;4.99.1,4.1.1;2.3.1;2.5.1;1.17.99;1.2.4,3.1.1.82;4.1.1.48;4.1.2.8;4.2.1.20;4.1.99.11;4.1.3.17;1.1.1.286;4.2.99.21;2.1.2.11;1.3.8.6,4.1.1;6.4.1;2.1.3;1.3.8;1.1.1,4.1.1;4.1.1,4.1.1,4.1.1
R05595,4.2.1.17,4.2.1,4.2.1.-|4.2.1.134;4.2.1.17,4.2.1,4.2.1;2.3.1;3.1.1;3.1.2;2.8.3,1.11.1.8,4.2.1;2.3.1;4.1.2;4.3.3;3.5.5;3.2.-;2.5.1;3.5.1;3.5.2;2.8.1;2.9.1;5.4.4,4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;1.3.1;4.2.1;4.2.1;1.3.8;4.2.1;1.3.1;4.2.1;1.3.1;1.3.8;4.2.1;2.3.1;4.2.1;1.3.8;1.3.1;1.3.1;4.2.1;1.3.8;4.2.1;4.2.1;1.3.99;2.3.1;1.3.1;1.3.99;1.3.8;4.2.1;4.2.1;4.2.1,4.2.1,4.2.1
R06400,1.14.13.105,1.14.13,1.14.13.105;1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.14.1,1.1.1,1.14.13;1.1.1;1.14.15;1.14.14;1.-.-,1.14.13.239;1.13.11.52;1.13.99.1;1.13.12.9,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.14.13,1.14.13
R05436,1.14.12.-,1.14.13,1.14.13.240;1.14.14.1,1.5.1;1.1.1,1.14.12;1.1.1;1.14.13;1.3.1;1.11.1,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.14.13,1.14.13
R04209,4.1.1.21,4.1.1,1.14.11.54;1.14.11.53;1.1.98.6;1.3.1.79;1.2.1.18;1.1.1.417;1.1.1.170;1.14.11.33;1.14.12.1;2.3.1.119;1.14.13.64;1.14.11.51;2.3.1.199;1.17.98.3;2.3.1.161;2.3.1.244;4.1.1.90;1.2.5.1;1.4.4.2,4.1.1,4.1.1;5.4.99;1.14.11;1.1.1;1.2.4,4.1.1.21;4.1.2.19;4.1.99.12;1.1.1.262;4.2.99.21;4.1.3.6;4.2.1.20;2.1.2.11;1.3.8.6;3.1.1.82,4.1.1;6.4.1;2.1.3;1.3.8;1.1.1,4.1.1;4.1.1,4.1.1,4.1.1
R02887,3.2.1.21|3.2.1.74,3.2.1,3.2.1.21|3.2.1.25|3.2.1.74;3.2.1.74,3.2.1;2.4.1,3.2.1;3.4.11;3.1.4;3.1.1;3.4.13,3.2.1.74;3.1.1.93;3.2.2.11;4.3.3.5,2.4.1;3.2.1;2.4.2;3.1.4;4.2.2;5.1.3;6.5.1;2.4.99;6.1.1;4.2.1;3.1.3;3.6.1;2.7.8;3.1.1,3.2.1;3.2.1;3.2.1;3.2.1;3.2.1;3.2.1;3.2.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;3.2.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;3.2.1;3.2.1;4.2.2;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.2;2.4.2;2.4.1;2.4.2;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;3.2.1;3.2.1;2.4.1;3.2.1;2.4.2;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1,3.2.1,3.2.1
