reaction_id,EC Number,BEC-Pred,SelenzymeRF,SIMMER,Theia,BridgIT,E-zyme1,E-zyme2,MajorityVote,MajorityVoteCore4
R12023,1.14.19.56,1.14.19,1.14.19.56;1.14.19.9;1.14.14.15;1.14.14.13;1.3.8.1|1.3.8.4|1.3.8.7;1.3.8.2;1.14.14.46;1.1.99.21;1.1.99.31;1.14.14.3;1.14.14.5;1.14.19.60;1.14.19.49;1.14.19.58;1.14.19.59;1.1.99.1,5.4.99,1.14.19;1.14.14;1.14.13;4.1.99;1.14.15,,1.11.1;1.10.3;1.1.3;4.2.1;4.4.1;1.14.14;4.99.1;1.11.2;1.8.5;1.3.2;4.3.1;4.5.1;1.97.1,3.8.1;3.8.1;2.5.1;2.5.1;1.11.1;1.11.1;2.5.1;1.14.13;1.14.13;1.14.13;1.14.12;2.5.1;1.14.13;1.14.14,1.14.19,1.14.19
R13273,1.3.1.118,1.3.1,1.3.1.9|2.3.1.-;1.6.5.4,1.5.1;1.3.1;1.1.1,1.3.1;2.3.1;1.3.99;1.1.1;1.6.99,,1.3.1;1.3.8;1.3.99;1.3.3;2.3.1;1.1.-;1.14.12;1.3.7;1.3.5;1.3.98,1.3.1;1.3.1;1.3.1;1.3.1;1.3.1;2.3.1;1.3.1;4.2.1;1.3.1;1.3.1;2.3.1;1.3.1;1.3.1;1.3.99;4.2.1;1.3.1;4.2.1;1.3.8;1.3.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;2.3.1;1.3.3;1.3.1;1.3.99;4.2.1;1.3.8;1.3.8;1.3.1;1.3.3;4.2.1;4.2.1;4.2.1;4.2.1;2.3.1;4.2.1;1.3.1;1.3.8,1.3.1,1.3.1
R08190,3.1.2.-,3.1.2,2.3.1.301;6.2.1.3;2.3.1.41;2.3.1.207;2.3.1.26;2.3.1.23,2.3.1,3.1.2;3.1.1;2.3.1;1.2.1;1.2.3,3.1.2.2;4.2.1.155;2.3.1.85;3.1.1.85;3.1.3.4;3.1.6.3;4.2.3.1;3.6.1.7;3.11.1.3;3.1.4.46;3.2.1.175;3.1.7.3;3.1.5.1;3.7.1.8;2.4.1.17;4.6.1.13;5.1.3.14,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,3.1.2;3.1.2;3.1.2;2.3.1;3.1.2;2.3.-;3.1.2;2.3.1;3.1.2;3.1.2;2.3.1;2.3.1;3.1.2;2.3.1;3.1.2;3.1.2;2.3.1;2.3.1;2.3.1;2.3.1;3.1.2;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;3.1.2;2.3.1;2.3.1;2.3.1;2.3.1;6.2.1,3.1.2,2.3.1
R09563,1.11.1.17,1.11.1,1.11.1.17;1.11.1.9;1.11.1.12;1.11.1.27;1.4.3.13;1.11.1.12|2.5.1.18;1.21.4.5|1.8.99.-|2.5.1.-;2.8.1.3,1.20.4;1.11.1,1.11.1;5.3.4;1.8.3;1.8.1;1.11.2,,1.8.1;1.8.4;1.11.1;1.8.98;1.17.4;1.8.3;2.8.1;1.8.5;2.8.4;1.5.4,1.11.1;1.11.1;1.8.1;1.8.1;1.8.1,1.11.1,1.11.1
R09086,2.7.1.147,2.7.1,2.7.1.1|2.7.1.55;2.7.1.1;5.4.2.2;2.7.1.147;2.7.1.1|2.7.1.2,3.6.1;3.1.3,3.6.1;2.7.1;3.-.-;3.1.3;2.7.8,2.7.1.212;2.7.8.4;2.7.6.1;2.7.7.46;2.7.2.7;6.3.5.5;2.7.3.8;2.7.11.2;2.7.4.26;2.7.14.1;2.7.99.1;2.7.10.1;2.7.12.1,,,2.7.1,2.7.1
R05297,4.2.1.80,4.2.1,4.2.1.80;4.2.1.132|4.2.1.80;1.1.1.71;4.2.1.-|4.2.1.163;1.1.1.4;1.1.1.1,5.3.3,4.2.1;2.3.1;3.2.1;5.4.4;1.14.-,1.11.1.21,4.2.1;2.3.1;4.1.2;4.3.3;3.5.5;3.2.-;2.5.1;3.5.1;3.5.2;2.8.1;2.9.1;5.4.4,4.2.1;4.2.1;4.2.1;5.2.1;2.3.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;2.3.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;1.3.8;4.2.1;4.2.1;4.2.1;4.2.1;5.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;1.14.14;2.3.1;4.2.1;4.2.1;4.2.1;4.2.1;1.3.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;1.3.8;1.3.1;4.3.1;1.3.8;4.3.1;1.3.99;4.2.1;1.3.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;2.3.1;4.2.1;1.3.1;4.2.1;1.3.1;1.14.19;5.3.3;4.2.1;3.5.1;1.14.19;1.3.5;1.3.1;5.3.2;1.14.19;4.2.1;5.3.3;4.2.1;1.3.8;1.3.99;1.14.19,4.2.1,4.2.1
R00842,1.1.1.8|1.1.1.94,1.1.1,1.1.1.8|1.1.1.94|1.1.5.3;1.1.1.261,1.2.1;1.1.1,1.1.1;1.3.1;1.1.5;2.7.1;1.1.99,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.1.1,1.1.1
R11045,2.1.1.-,2.1.1,2.1.1.103|2.1.1.16|2.1.1.71;2.1.1.17;2.1.1.98;2.1.1.80;2.1.1.297|2.1.1.298,2.1.1,2.1.1;2.3.1;1.-.-;4.2.1;4.4.1,,2.1.1;1.14.14;3.1.1;2.3.1;1.5.3;1.14.11;1.5.8;2.-.-;1.16.1;1.14.99;1.14.13;1.2.7;1.5.99;3.7.1,2.5.1;2.3.1,2.1.1,2.1.1
R00821,4.1.1.46,4.1.1,4.1.1.55;1.14.13.1;1.3.1.25;4.1.1.98;4.1.1.77;4.1.1.68;2.3.1.180,4.1.1,4.1.1;2.7.11;2.7.1;2.3.1;1.17.1,4.1.1.46;4.1.2.38;1.3.8.6;4.2.99.21;4.2.1.155;1.1.1.276;4.1.3.40;4.1.99.2;2.1.2.11;3.1.1.82,4.1.1;6.4.1;2.1.3;1.3.8;1.1.1,4.1.1;4.1.1;1.14.13;1.14.13;4.1.1;1.14.13;1.14.13;4.1.1;4.1.1;1.14.13;1.14.13;4.1.1,4.1.1,4.1.1
R01225,2.1.2.7,2.1.2,2.1.2.7;2.1.2.11,2.1.2,2.1.2;3.5.4;1.4.4;4.3.1;5.1.1,2.1.2.7;2.3.1.101;2.1.1.86;2.1.3.2;2.8.4.4,2.1.2;2.1.1;6.3.4;1.8.1;1.4.4;3.5.1;4.1.2;1.2.99;2.3.1;1.5.1;3.5.4;3.5.3;6.3.3;4.3.-,1.4.4;2.1.2;2.1.1;2.1.2;2.1.2;4.3.1;1.5.1;3.5.4,2.1.2,2.1.2
R11330,5.1.3.38,5.3.1,5.1.3.38;5.3.1.33;1.1.1.402;2.7.1.5;2.7.1.3;4.1.1.121;4.1.2.13,5.1.3,5.1.3;5.3.1;3.2.1;2.4.1;2.3.1,4.1.1.88;4.2.1.155;1.1.1.276;5.4.99.3;1.1.3.13;1.1.5.4;1.4.3.5;1.1.99.9;1.2.1.23;2.3.1.85;1.3.1.20;5.3.3.1;1.17.1.4,5.1.1;5.1.2;5.1.99;5.1.3;5.-.-,5.-.-;5.1.3;4.1.2;4.1.2;4.1.2;4.1.2;5.1.3;4.1.1;4.1.2;5.3.1;1.1.1;1.1.1;3.1.3;1.1.1;5.1.2,5.1.3,5.1.3
R12823,2.4.1.-,2.5.1,4.2.3.38;4.2.3.138;4.2.3.149;4.2.3.55;4.2.3.187;4.2.3.174;2.4.2.43;2.5.1|2.5.1.31|2.5.1.M1;4.2.3.108|4.2.3.111;4.2.3.112;4.2.3.8;4.2.1.-|4.2.1.137;4.2.3.54;4.2.3.81;4.2.3.17;4.2.3.145,2.4.1;2.5.1,4.2.3;1.3.-;5.5.1;1.1.1;1.14.12,,,,4.2.3,4.2.3
R07405,5.4.99.18,5.4.99,3.6.1.5;2.7.8.41;3.6.1.26;5.1.3.9,5.4.99;3.5.4,5.4.99;2.7.2;5.4.1;3.5.2;3.1.1,1.13.99.1;1.14.13.128;1.13.12.1;1.13.11.47,5.4.99;1.1.1,4.1.1;4.1.1;5.4.99;2.1.1;2.1.1,5.4.99,5.4.99
R12817,2.4.1.-,1.2.7,1.14.13.242;3.5.4.11;1.10.3.4;2.4.2.31;2.6.1.63|2.6.1.7;1.1.1.328;2.1.1.74,,2.5.1;2.3.1;4.2.1;1.14.13;3.5.1,,,,1.14.13,1.14.13
R09765,2.4.99.15,2.4.99,2.4.99.15;2.4.99.14;2.4.99.13;2.4.99.12;2.7.7.38,2.4.1,2.4.99;2.3.2;2.4.1;2.7.7;3.1.3,2.4.99.12;2.4.1.92;2.4.2.34,2.4.99;3.2.1;2.4.1;3.1.4,2.4.99;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;4.2.3;2.4.2;2.4.2;2.4.2;2.4.2;3.6.1;2.4.2;2.4.1,2.4.99,2.4.99
R10255,2.7.8.38,2.7.8,2.7.8.38;2.7.8.8;2.7.1.20|2.7.1.74;2.7.8.46;5.4.2|5.4.2.2|5.4.2.7,2.7.7,2.7.8;3.1.3;3.1.4;2.7.99;3.6.1,2.7.8.38;2.7.1.180;2.7.7.2;2.7.6.1;2.7.2.1;2.7.99.1;2.7.11.15;2.7.4.14;6.3.5.5;2.7.3.8;2.7.14.1;2.7.10.1;2.7.12.1,,,2.7.8,2.7.8
R03558,2.4.1.172,2.4.1,3.2.1.21,2.4.1,2.4.1;2.7.7;3.2.1;3.1.1;2.7.8,2.4.1.172;2.4.2.9;2.4.99.18,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;3.6.1;2.4.2;2.4.2;2.4.2;2.4.99;2.4.2;2.4.99;2.4.2;2.4.1;4.2.3;2.7.8,2.4.1,2.4.1
R01341,1.1.3.15,1.1.3,1.4.3.2;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.1.3.15;1.4.3.3;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1,,1.4.3;1.15.1;1.1.3;6.3.3;1.8.3,1.1.3.15;1.1.5.4;4.2.1.155;4.1.1.4;1.1.1.38;5.4.99.3;1.4.3.5;1.1.99.9;1.2.1.3;2.3.1.85;1.3.1.20;1.17.1.4;5.3.3.1,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.14.13;1.1.2;1.1.-;1.14.11;1.14.-;1.4.3;1.1.98;1.-.-;5.3.3;1.2.1;1.1.9;1.14.15;4.2.1;1.3.1;1.14.12;1.6.5;1.6.99;5.1.3,1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;5.3.1;1.1.1;1.1.99;1.1.1;1.1.1;1.1.1;1.1.1;4.2.1;4.2.1;1.1.1;1.1.1;4.2.1;1.1.1;2.2.1;2.2.1;4.2.1;1.1.1;1.1.1;1.1.1;2.2.1;4.2.1;4.2.1;4.2.1;4.2.1,1.4.3,1.4.3
R03291,1.5.1.2,1.5.1,1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.5.1;1.1.1,1.5.1;1.2.1;1.3.1;1.1.1;1.19.1,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.5.1,1.5.1
R01978,2.3.3.10,2.3.3,1.2.1.18;2.3.1.169;2.3.3.10|4.1.3.5;2.3.1.199;2.3.1.16,2.3.3;2.3.1,2.3.3;4.1.3;3.1.2;2.3.1;4.2.1,2.3.3.10;2.3.1.182;6.2.1.1;2.3.2.14;1.2.1.95;6.3.1.20;2.1.3.7;6.3.4.10;6.1.2.2;2.1.2.5,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,1.1.1;2.3.1;2.3.1;1.2.1;1.2.1;1.2.1;3.1.2;6.2.1;6.2.1;2.3.1;2.3.1;1.2.7;2.3.1;1.2.7;3.1.2;1.2.1;1.2.7;1.2.1;2.3.1;1.2.4;1.2.1;6.2.1;6.2.1;2.3.1;2.3.1;2.3.1;2.3.1;6.2.1;2.3.1,2.3.1,2.3.3
R08648,2.2.1.6,2.2.1,2.2.1.6;4.1.1.1|4.1.1.7;2.3.1.-|2.3.1.179|2.3.1.180|2.3.1.41|2.3.1.85|2.3.1.86,4.1.1,2.2.1;2.3.3;1.2.4;1.2.7;4.1.2,2.2.1.6;1.2.4.1;4.1.1.1,2.2.1;4.1.2;1.2.4;2.3.1;4.1.1,2.2.1;2.2.1;2.2.1;1.1.1,2.2.1,2.2.1
R08654,4.4.1.-,4.4.1,4.4.1.-|4.4.1.13;2.7.3.9;4.3.1.15;4.1.99.1|4.4.1.1|4.4.1.3,4.4.1,4.4.1;4.1.99;4.3.1;2.5.1;1.14.-,4.4.1.8;4.5.1.2,4.4.1;2.5.1;1.8.3;4.2.1;1.1.1;1.8.1;2.1.2;4.5.1;3.3.1,4.4.1;4.4.1;4.4.1;4.4.1;4.4.1,4.4.1,4.4.1
R03787,1.3.1.41,1.5.1,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.14.13,1.3.1;6.3.3;1.6.5;1.6.2;1.11.2,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.1.1,1.14.13
R01776,2.3.1.31,2.3.1,2.3.1.180,2.3.1,2.3.1;3.1.1;1.2.1;3.1.2;2.5.1,2.3.1.31;6.2.1.1;2.3.3.9;6.1.2.2;2.3.2.30;1.2.1.95;2.1.3.12;6.3.1.20;6.3.4.10;2.1.2.13,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,1.1.1;2.3.1;2.3.1;1.2.1;1.2.1;3.1.2;1.2.1;6.2.1;2.3.1;6.2.1;2.3.1;1.2.7;2.3.1;1.2.7;3.1.2;1.2.1;1.2.7;1.2.1;2.3.1;1.2.4;1.2.1;6.2.1;6.2.1;2.3.1;2.3.1;2.3.1;2.3.1;6.2.1;2.3.1,2.3.1,2.3.1
R10840,2.5.1.119,2.5.1,5.4.4.1;4.2.1.94;4.2.1.122;5.5.1.1;1.2.1.3;1.2.1.27,,2.5.1;3.1.1;2.4.2;1.97.1;2.3.1,5.5.1.1;2.5.1.119;4.2.99.12;4.3.1.17;4.2.1.2;4.1.1.88;2.3.1.85;1.1.1.276;4.2.3.3;3.5.1.110;1.2.1.31;1.4.1.18;1.3.8.6;3.5.5.4;1.1.3.47;3.7.1.21;3.2.1.22;2.7.8.23;3.1.7.9;3.3.1.1;1.14.13.109;1.17.98.2;4.3.3.3,2.6.1;1.4.1;1.4.3;1.5.1;3.8.1;4.1.3;4.1.1;4.3.1;1.4.7;1.4.99;1.14.14;3.7.1;1.5.3;3.11.1;1.4.2;1.13.12;1.14.11;2.6.3;1.4.5;1.17.4,2.1.2;4.1.3;4.1.3;4.1.3;4.1.3,2.5.1,2.5.1
R01519,3.1.1.17,3.1.1,1.1.99.35;1.1.1.69;3.2.1.113;2.2.1.1;1.1.1.122;1.1.1.264;1.1.1.370;1.1.1.121;3.1.1.17;1.1.99.28;3.2.1.22,3.1.1,3.1.1;3.7.1;3.1.2;3.5.1;4.2.1,1.14.18.5;1.14.15.16;1.14.11.28;1.14.19.29;1.10.3.1;1.14.13.185;1.14.14.1;1.14.12.10;1.2.3.9;1.14.21.11;1.14.99.2;1.14.16.7,3.1.1;2.5.1;1.1.1;2.3.1;3.7.1;6.1.1;6.1.2;2.1.1,3.1.1;3.1.1;3.1.1;1.1.3;3.1.1;3.1.1;1.2.1,3.1.1,3.1.1
R10452,2.1.1.278,2.1.1,2.1.1.4;2.1.1.197;2.1.1.80;2.1.1.6|2.1.1.68;2.1.1.11;2.1.1.77,2.1.1,2.1.1;2.3.1;3.5.1;2.5.1;3.4.19,2.1.1.278;2.8.4.4;2.1.3.3;2.3.1.32;2.1.2.13,2.1.1;1.14.14;3.1.1;2.3.1;1.5.3;1.14.11;1.5.8;2.-.-;1.16.1;1.14.99;1.14.13;1.2.7;1.5.99;3.7.1,2.-.-;2.5.1;2.3.1,2.1.1,2.1.1
R12261,4.2.3.199,4.2.3,2.5.1.20;2.5.1.89;2.5.1.-|2.5.1.31;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.39,4.2.3,5.5.1;4.2.3;5.3.3;5.4.99;4.3.2,2.5.1.41;1.3.1.96;2.4.1.178;2.4.2.34;2.1.3.12;4.4.1.20,,4.2.3;4.2.3;2.3.1;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;4.2.3;2.5.1;4.2.3;4.2.3;4.2.3;4.2.3;2.5.1;4.2.3;4.2.3;4.2.3;2.5.1;4.2.3;4.2.3;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1,4.2.3,2.5.1
R00182,3.2.2.4,3.6.1,3.2.2.4;2.4.2.8;2.4.2.1|2.4.2.15|2.4.2.28,3.2.2,3.2.2;2.4.2;3.5.1;3.1.1;2.3.1,3.2.2.4;3.2.1.170;4.3.3.5;3.1.1.93,2.4.2;3.2.2;2.4.1;1.14.14;1.14.11;2.7.8;3.5.1;6.3.4;4.3.3;4.1.3;2.6.1,2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;3.2.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;3.2.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.1;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;3.2.2;2.4.2;3.2.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.1;1.14.14,2.4.2,3.2.2
R13159,2.4.2.-,2.4.2,2.4.2.51;2.4.1.87;2.4.1.239;2.4.1.236;2.4.1.-|2.4.1.254;2.4.1.210;2.4.1.15;2.4.1.17,2.4.2;2.4.1,2.4.2;5.1.3;2.3.1;2.7.7;2.7.6,2.4.1.309;2.4.99.9;2.4.2.35,2.4.1;3.2.1;2.4.2;3.1.4;4.2.2;5.1.3;6.5.1;2.4.99;6.1.1;4.2.1;3.1.3;3.6.1;2.7.8;3.1.1,2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.1.1;2.4.1;2.4.1;2.1.1;3.2.1;3.2.1;2.4.2;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.2;2.4.1;2.4.2;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.1.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.1.1;3.2.1;2.4.1;4.2.2;2.4.1;2.4.1;2.4.1;2.1.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;3.2.1,2.4.1,2.4.2
