reaction_id,EC Number,BEC-Pred,SelenzymeRF,SIMMER,Theia,BridgIT,E-zyme1,E-zyme2,MajorityVote,MajorityVoteCore4
R05876,2.3.1.160,2.3.1,2.3.1.160;1.2.1.18;2.3.1.180,2.3.1,2.3.1;3.1.1;1.14.11;2.6.1;6.2.1,,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,1.1.1;2.3.1;2.3.1;1.2.1;1.2.1;1.2.1;3.1.2;6.2.1;6.2.1;2.3.1;2.3.1;1.2.7;2.3.1;3.1.2;1.2.7;1.2.7;1.2.1;1.2.1;2.3.1;1.2.4;1.2.1;6.2.1;6.2.1;2.3.1;2.3.1;2.3.1;2.3.1;6.2.1;2.3.1,2.3.1,2.3.1
R02305,4.2.3.7,4.2.3,4.2.3.7;2.5.1.20;4.2.3.50;4.2.3.160;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88;2.5.1.87;3.1.7.7|4.2.3.194;4.2.3.69;4.2.3.96;4.2.3.204;4.2.3.37;4.2.3.157;4.2.3.136;4.2.3.62;4.2.3.79;4.2.3.197;4.2.3.-|4.2.3.129;4.2.3.68;4.2.3.74;4.2.3.169;4.2.3.64;4.2.3.93;4.2.3.146;4.2.3.199;4.2.3.164|4.2.3.ek;4.2.3.21;4.2.3.90;4.2.3.80;4.2.3.198|4.2.3.66;4.2.3.158;4.2.3.73;4.2.3|4.2.3.-|4.2.3.56;4.2.3.163;4.2.3.6,4.2.3,5.5.1;4.2.3;5.4.99;5.3.3;4.3.2,2.5.1.41;1.3.1.96;2.4.1.178;2.4.2.34;2.1.3.12;4.4.1.20,4.2.3;4.1.99;3.1.7,4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.1.99;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;5.4.99;5.4.99;5.4.99;5.4.99;4.2.3;5.4.99;4.2.1;5.4.99;5.4.99;4.2.3;4.2.3;3.1.7;5.4.99;4.2.1,4.2.3,4.2.3
R03055,3.5.2.2,3.5.2,3.5.1.6;3.5.2.2;1.3.1.2;1.3.1.1;3.4.11.4,3.5.2;3.5.1,3.5.2;3.5.1;3.1.1;4.2.1;3.1.2,3.5.2.2;3.5.1.95;3.5.4.1;3.4.13.4;3.5.5.4;3.4.11.1;3.5.3.21;4.2.1.48;2.3.2.2;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.4.17.8;3.4.19.13;3.13.1.6;1.2.7.12;3.4.14.13;3.1.1.1;2.1.2.3;3.8.1.8;3.5.99.6;4.3.2.4,3.5.2;4.2.1,3.5.2;3.5.2;3.5.2;3.5.2,3.5.2,3.5.2
R09986,1.1.1.323,1.1.1,1.1.1.233;1.1.1.21;1.1.1.1,1.1.1,1.1.1;1.14.13;5.3.3;1.-.-;1.3.1,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.1.1,1.1.1
R13359,2.3.1.317,2.8.3,2.8.3.-|2.8.3.8;2.8.3.10;2.8.3.5;4.2.1.17;4.2.1.-|4.2.1.134,2.3.1,2.3.1;1.14.11;1.1.1;2.6.1;4.1.2,,4.3.99;1.21.4,4.3.1,2.8.3,2.8.3
R13330,3.1.1.123,3.1.1,3.1.1.78;1.14.14.117;3.1.1.100;1.1.99.37;1.14.11.66|1.14.11.67|1.14.11.68|1.14.11.69;1.17.98.3;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67;3.1.1.82;1.14.11.33;1.2.4.1,,1.14.14;2.5.1;1.5.99;1.5.1;3.4.21,,4.2.1;1.13.11;2.3.1;4.3.1;1.1.1;4.5.1;4.3.2;4.1.99;4.2.99;4.2.2;4.2.3;1.14.11;4.1.3;1.14.13;4.3.3;3.5.1;3.5.5;1.3.1;2.2.1;5.4.4;3.5.4;1.13.99;4.1.2;4.1.1;1.2.1;1.11.1,1.14.11;1.3.1;1.3.1;1.3.1;1.3.1;1.3.1;1.3.1;5.3.3;1.3.1;1.3.1;1.3.1;1.1.1;1.1.1;1.3.1;1.1.1;3.1.1;1.3.1;1.1.1;1.1.1;1.1.1;1.1.1;1.3.1;1.3.1;1.14.21;1.14.21;1.14.21;1.14.21;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.3.1;1.3.1;1.14.11;1.14.13;1.3.1;1.14.13;1.3.1;1.3.1;1.3.1;1.14.13;1.3.99;1.14.11;1.14.13;1.14.11;5.3.3;5.3.3;5.3.3;1.14.13;1.14.13;1.1.1;1.14.13;1.14.99;1.14.99;5.5.1;2.1.1;2.1.1;1.3.1;1.3.1;3.7.1;2.1.1;4.2.1;2.1.1;2.1.1;4.2.1;2.1.1;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3,3.1.1,3.1.1
R12821,2.7.8.-,2.3.1,2.7.8.41;3.6.1.26;2.7.8.46;2.7.8.14;2.7.8.12;2.7.8.1;2.4.99.12|2.4.99.13;2.4.99.1;2.4.99.3;2.7.1.108;2.4.99.8;2.4.1.60;2.7.7.41,5.4.99,2.1.1;4.3.99;2.5.1;1.3.-;1.-.-,,,,2.7.8,2.7.8
R07898,1.1.1.35|1.1.1.211,1.1.1,1.1.1.211|1.1.1.35,1.1.1,1.1.1;1.3.1;1.2.1;2.3.1;1.18.1,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.1.1,1.1.1
R02648,3.1.4.42,3.1.4,3.1.4.46;3.1.4.-|3.1.4.3;2.3.1.198;2.3.1.15,3.1.3,3.1.4;3.1.3;3.6.1;4.6.1;3.1.11,3.1.4.42;3.1.3.19;3.6.1.7;4.2.3.1;3.11.1.1;3.1.7.6;3.1.1.23;4.6.1.13;3.1.5.1;3.1.6.17;3.2.1.42;2.4.1.17;3.1.2.16;5.1.3.14;4.2.1.155;2.3.1.85;3.7.1.8,,1.17.7;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;3.3.2;3.3.2;3.3.2;1.1.99;3.3.2;3.3.2;1.1.1;1.1.1;1.14.14;1.14.14,3.1.4,3.1.4
R06642,1.1.1.-,1.5.1,,1.14.13;1.1.1,1.14.13;1.3.1;1.1.1;1.14.14;1.14.12,1.1.1.100;2.3.1.85;1.2.1.3;1.3.1.20;1.17.1.4;5.3.3.1;1.1.3.16;4.1.1.56;5.4.99.3;1.1.99.9;1.1.5.4;4.2.1.155;1.4.3.5,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.1.1,1.14.13
R04389,5.1.3.17,5.1.3,5.1.3.17;2.4.1.224;3.2.1.18,5.1.3,1.1.1;3.2.1;1.1.99;5.3.3;4.2.1,1.13.99.1;1.13.12.2;1.13.11.56;1.14.13.239,5.1.3;1.1.1;5.3.1;5.-.-,5.1.3;5.1.3;4.2.2;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;1.1.1;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.3.3;1.1.1;1.1.1;4.1.1;1.1.1;5.3.99;4.2.1;4.2.1;1.1.5;1.1.1;1.1.1;4.2.1;5.1.3;2.2.1;1.5.1;1.1.3;1.1.1;1.1.1;1.1.1;1.1.1;4.2.3;1.1.1;1.1.1;4.2.1;5.1.3;4.2.1;1.1.1;1.1.1;1.4.3;5.1.1;4.2.1,5.1.3,5.1.3
R00577,2.3.1.68,2.3.1,2.3.1.180,2.3.1,2.3.1;6.2.1;1.2.1;3.1.2;2.3.3,2.3.1.68;2.3.3.9;6.2.1.1;2.1.3.2;2.3.2.30;1.2.1.95;6.3.4.10;2.1.1.98;6.3.1.20;6.1.2.2;2.1.2.5;2.8.4.4,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,2.3.1;2.3.1;1.1.1;1.2.1;1.2.1;3.1.2;1.2.1;6.2.1;2.3.1;2.3.1;6.2.1;1.2.7;2.3.1;3.1.2;1.2.7;1.2.1;1.2.7;1.2.1;2.3.1;1.2.4;1.2.1;6.2.1;6.2.1;2.3.1;2.3.1;2.3.1;6.2.1;2.3.1,2.3.1,2.3.1
R03465,4.1.2.34,4.1.2,4.1.2.34;4.1.2.45|4.2.1.-;4.1.3.27;2.7.3.9,4.1.2,4.1.2;4.2.1;4.5.1;2.6.1;2.3.1,4.1.2.34;4.1.1.77;4.1.99.11;1.1.1.38;4.1.3.39;2.1.2.11;4.2.99.21;1.3.8.6;4.2.1.155;3.1.1.82,4.1.2;4.2.1;4.1.3;2.2.1;2.5.1;1.13.11;1.14.99;2.3.1;4.1.1,4.1.2;4.1.2;4.1.2,4.1.2,4.1.2
R04560,2.1.2.3,2.1.2,2.1.2.3,2.1.2,2.1.2;6.3.4;4.3.1;1.4.4;1.5.1,2.1.2.3;2.1.1.282;2.3.1.101;2.1.3.2;2.8.4.4,2.1.2;6.3.4;3.5.1;2.1.1;1.2.99;1.5.1;4.1.2;1.8.1;1.4.4;2.3.1,1.5.1;2.1.1;2.1.1,2.1.2,2.1.2
R02768,2.3.1.41|2.3.1.179,2.3.1,2.3.1.179|2.3.1.41;2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.-|2.3.1.179|2.3.1.199|2.3.1.41;2.3.1.-|2.3.1.179|2.3.1.180|2.3.1.41|2.3.1.85|2.3.1.86,4.1.1,2.3.1;3.1.2;3.1.1;6.2.1;1.2.7,2.3.1.179;2.3.2.30;2.3.3.10;6.2.1.51;1.2.1.95;2.1.3.5;6.3.1.20;6.3.4.10;6.1.2.2;2.1.2.2,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;2.1.3;1.2.4;1.8.1;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;1.2.1;2.3.1;6.2.1;2.3.1;1.2.1;2.3.1;6.2.1;2.3.1;2.3.2;3.1.2;1.2.1;2.3.1;1.2.7;2.3.1;1.2.1,2.3.1,2.3.1
R08192,3.1.2.-,3.1.2,2.3.1.301;6.2.1.3;2.3.1.41;2.3.1.207;2.3.1.26;6.2.1.2|6.2.1.3,2.3.1,3.1.2;3.1.1;2.3.1;1.2.1;1.2.3,3.1.2.2;4.2.1.155;2.3.1.85;3.1.1.85;3.1.3.4;3.1.6.3;4.2.3.1;3.6.1.7;3.11.1.3;3.1.4.46;3.2.1.175;3.1.7.3;3.1.5.1;3.7.1.8;2.4.1.17;4.6.1.13;5.1.3.14,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,3.1.2;3.1.2;3.1.2;3.1.2;3.1.2;3.1.2;3.1.2;3.1.2;2.3.1;2.3.1;2.3.1;2.3.-;2.3.1;3.1.2;3.1.2;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;3.1.2;2.3.1;3.1.2;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;6.2.1,3.1.2,2.3.1
R08274,1.14.14.-,1.14.13,1.14.14.-|1.14.14.1,1.3.1;1.5.1;1.1.1,1.14.14;1.14.13;1.14.99;1.13.12;1.14.-,1.14.12.12;1.14.14.1;1.14.13.14;1.14.15.3;1.14.18.1;1.2.3.9;1.14.21.11;1.14.99.2;1.10.3.1;1.14.16.4;1.14.19.19;1.14.11.20,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.14.13|1.14.14,1.14.14
R02999,1.16.1.6,2.5.1,4.1.2.10|4.1.2.11|4.1.2.46|4.1.2.47;1.3.1.54;1.1.1.100|1.1.1.157;1.1.1.330;1.1.1.-|1.1.1.36;1.2.1.44,1.14.13;1.1.1,6.5.1;1.8.1;1.6.5;1.6.99;1.19.1,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.1.1,1.1.1
R08768,1.14.13.240,1.14.13,1.14.13.240;1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.14.43|1.14.14.45;1.14.13.84;1.14.14.91;1.14.14.1|1.14.14.25,1.14.13;1.1.1,1.14.13;1.14.14;1.14.-;1.14.15;1.-.-,1.14.13.236;1.14.12.12;1.14.14.1;1.14.18.1;1.14.15.3;1.2.3.9;1.14.21.11;1.14.99.2;1.10.3.4;1.14.16.2;1.14.11.28;1.14.19.12,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.14.13,1.14.13
R10619,5.1.3.3,5.3.1,5.1.3.3;5.1.3.44;3.2.1.22;2.7.1.1,5.1.3,5.1.3;3.2.1;2.7.7;2.4.1;5.3.1,3.2.1.108;3.1.1.93;3.2.2.24;4.3.3.5,,,5.1.3,5.1.3
