reaction_id,EC Number,BEC-Pred,CLAIRE,SelenzymeRF,SIMMER,Theia,BridgIT,E-zyme1,E-zyme2,MajorityVote,MajorityVoteCore4
R03544,1.1.1.-,1.1.1,1.1.1;1.3.1;1.14.13;1.8.1,1.1.1|1.1.1.-|1.1.1.1|1.1.1.2|1.1.1.21,1.2.1;1.4.1;1.1.1,1.1.1;1.2.1;1.-.-;1.1.-;1.5.1,1.1.1.202;1.2.1.22;2.3.1.85;1.3.1.20;1.17.1.4;5.3.3.1;1.1.99.9;1.1.3.39;4.1.1.94;5.4.99.3;1.4.3.5;4.2.1.155;1.1.5.4,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.1.1,1.1.1
R00959,5.4.2.2|5.4.2.5,5.4.2,5.4.2;5.4.1;1.13.99;4.6.1,5.4.2.2;5.4.2.6;2.7.1.1;2.7.1.1|2.7.1.55;3.2.1.21,5.4.2,5.4.2;2.7.1;3.1.3;2.7.7;2.7.8,2.4.1.339;2.5.1.55;2.4.2.25;2.1.3.12;4.4.1.20;1.3.1.96,5.4.2,2.7.1;2.7.1;2.7.1;3.1.3;3.1.3;3.1.3;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.8;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;3.1.3;3.1.3;2.7.8;3.1.3;3.1.3;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.4.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.6;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.7;2.7.1;2.7.1;3.6.1;2.7.7;3.1.7;2.7.7;2.7.7;2.7.7;2.7.7;2.7.1;2.7.1;3.1.5;2.7.6;2.7.1;2.7.1;2.7.1,5.4.2,5.4.2
R11246,2.7.7.91,2.7.7,2.4.1;2.4.2;2.7.8;2.7.1,2.7.7.91;3.6.1.15|3.6.1.5,2.7.7,2.7.1;2.7.4;6.2.1;2.1.1;2.7.2,2.7.7.2;2.7.1.71;2.7.4.8;2.7.2.7;2.7.6.1;2.7.10.1;2.7.12.1;6.3.5.5;2.7.3.8;2.7.11.31;2.7.8.19;2.7.14.1;2.7.99.1,,,2.7.7,2.7.7
R12946,2.8.4.6,1.8.4,4.4.1;2.5.1;4.1.99;1.2.4,1.8.4.2;1.11.1.27;1.11.1.12;1.17.4.1,,1.8.4;1.8.5;1.8.1;2.8.1;5.3.3,,4.4.1;2.5.1;1.8.3;3.3.1;4.2.1;3.5.99;1.1.1;1.8.1;2.1.2;4.5.1;2.3.3,2.8.1,1.8.4,1.8.4
R00243,1.4.1.2|1.4.1.3|1.4.1.14,1.4.1,1.1.1;1.4.1;1.3.1;1.5.1,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.1.1,1.4.1;1.5.1;1.5.99;1.4.3;1.7.1,1.4.1.2;1.5.1.7;1.5.3.6;1.4.3.11;1.1.3.39;1.4.4.2;1.1.99.9;1.5.99.6;1.1.5.4;1.4.9.2,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.1.1|1.4.1,1.4.1
R05790,3.1.3.70,3.1.3,3.1.3;3.6.1;3.1.7;4.2.3,3.1.3.70;3.1.3.85;2.7.1.106;5.4.2.2;3.1.3.69;5.4.2|5.4.2.2|5.4.2.7,3.1.3,3.1.3;3.6.1;3.2.1;3.1.4;4.2.1,3.1.3.70;3.1.4.51;3.1.1.17;2.4.1.17;3.2.1.42;3.6.1.20;3.1.6.9;4.6.1.13;3.1.5.1;4.2.3.1;5.1.3.14;3.1.7.2;3.11.1.3;3.1.2.31;2.3.1.85;3.7.1.8;4.2.1.155,2.7.1;3.1.3;3.6.1;2.7.8;2.7.4;2.7.7;3.6.3;2.7.11;3.1.4;2.7.2;2.7.6;2.7.3;3.6.4;3.1.7;4.6.1;2.7.9;3.6.5;3.2.1;2.7.12;2.7.13;2.6.-;2.7.-;4.1.1;2.7.10;1.3.7;1.18.6;4.2.3;3.1.5;2.7.99;2.4.1;5.1.3;1.19.6;3.-.-,3.1.3;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.2;2.7.1;3.1.3;3.1.3;3.1.3;3.1.3;2.7.1,3.1.3,3.1.3
R00430,2.7.1.40,2.7.1,2.5.1;2.7.1;2.7.4;2.1.1,2.7.1.40;2.7.9.1;2.7.3.9,2.7.7;2.7.1,2.7.1;2.7.9;4.1.1;2.5.1;2.7.4,2.7.7.96;2.7.1.40;2.7.3.3;2.7.14.1;2.7.2.2;6.3.5.5;2.7.11.7;2.7.4.26;2.7.10.1;2.7.12.1;2.7.6.5;2.7.8.28;2.7.99.1,,,2.7.1,2.7.1
R06693,2.1.1.292,2.1.1,2.1.1;2.3.1;2.5.1;2.3.3,2.1.1.292;2.1.1.283;2.1.1.110;2.1.1.222,2.1.1,2.1.1;1.-.-;2.3.1;1.14.21;2.5.1,2.1.1.283;2.8.4.4;2.1.2.13;2.1.3.2;2.3.1.101,2.1.1;1.14.14;3.1.1;2.3.1;1.5.3;1.14.11;1.5.8;2.-.-;1.16.1;1.14.99;1.14.13;1.2.7;1.5.99;3.7.1,2.-.-;2.5.1;2.3.1,2.1.1,2.1.1
R07021,1.14.14.1|1.14.14.-,1.14.13,1.14.13;1.6.3;1.14.14;1.1.1,1.14.14.-|1.14.14.1,1.5.1;1.1.1,1.14.14;1.14.13;1.14.-;1.14.99;4.2.1,1.14.13.11;1.14.14.1;1.14.18.1;1.14.12.12;1.14.15.3;1.2.3.9;1.14.21.11;1.14.99.2;1.14.16.4;1.10.3.4;1.14.11.28;1.14.19.19,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.14.13,1.14.14
R08075,2.4.1.-,2.4.1,2.4.2;3.2.2;2.4.1;3.5.4,2.4.1.-|2.4.1.118;2.4.2.1,2.4.1,2.4.1;2.4.2;2.7.7;5.2.1;6.2.1,2.4.1.35;2.4.2.40;2.4.99.18,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;3.6.1;2.4.2;2.4.2;2.4.2;2.4.99;2.4.2;2.4.99;2.4.2;2.4.1;4.2.3;2.7.8,2.4.1,2.4.1
R04707,2.1.1.119,2.1.1,2.1.1;2.3.3;2.5.1;2.3.1,2.1.1.109;2.1.1|2.1.1.291;2.1.1.128;2.1.1.146;2.1.1.68;2.1.1.292;2.1.1.6;2.1.1.212|2.1.1.46;2.1.1.42;2.1.1.150;2.1.1.155|2.1.1.231;2.1.1.94;2.1.1.38;2.1.1.11;2.1.1.50;2.1.1.276;2.1.1.116|2.1.1.121;2.1.1|2.1.1.-|2.1.1.210;2.1.1.16|2.1.1.71;2.1.1.103|2.1.1.16|2.1.1.71;2.1.1.98;2.1.1.333;2.1.1.17,2.1.1,2.1.1;1.-.-;1.14.21;2.5.1;1.3.1,2.1.1.119;2.8.4.4;2.1.2.13;2.3.1.101;2.1.3.2,2.1.1;1.14.14;3.1.1;2.3.1;1.5.3;1.14.11;1.5.8;2.-.-;1.16.1;1.14.99;1.14.13;1.2.7;1.5.99;3.7.1,2.-.-,2.1.1,2.1.1
R07082,3.3.2.9,3.3.2,3.3.2;1.13.11;3.7.1;5.4.4,3.3.2.9;1.14.14.-|1.14.14.1,3.3.2,3.3.2;3.1.3;4.2.1;3.1.4;3.2.1,3.3.2.9;1.14.14.1;2.5.1.18;4.2.1.139;3.1.1.40;3.2.1.31;3.7.1.8;3.1.2.28;2.3.1.85;3.3.1.1;3.2.2.3;2.1.1.246,3.3.2;1.14.14,3.3.2;3.3.2;1.14.14;3.3.2;1.14.14;3.3.2;2.5.1;3.3.2;3.3.2;1.14.14;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1,3.3.2,3.3.2
R08550,1.8.1.4,1.1.1,1.8.1;1.16.1;1.5.1;1.1.1,1.6.5.2,1.2.1;1.14.13,1.3.1;1.1.1;3.1.1;2.5.1;2.3.1,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.1.1,1.1.1
R00103,3.6.1.9|3.6.1.22,3.6.1,3.6.1;3.1.3;3.6.5;2.4.2,2.7.7.1;2.7.1.20|2.7.1.74;2.7.7.96;3.6.1.21|3.6.1.9,2.7.7;2.4.1,3.6.1;3.1.4;3.1.26;3.-.-;3.1.3,3.6.1.22;3.6.3.55;3.6.4.1;3.6.5.1;3.1.3.81,,,3.6.1,2.7.7
R12345,3.1.4.59,3.1.4,3.1.4;3.6.1;3.1.3;5.4.2,3.1.4.59|3.1.4.f;3.2.2.6;2.7.7.86;4.6.1.1,3.1.4;2.7.7,3.1.3;3.1.4;3.2.1;3.6.1;3.4.11,1.14.13.187;1.14.14.1;1.14.12.10;1.14.15.3;1.14.99.2;1.14.16.7;1.14.18.1;1.14.11.40;1.2.3.9;1.14.21.11;1.10.3.3;1.14.19.29,3.1.4;6.5.1;4.6.1,3.1.4;3.1.4;3.1.4;4.6.1;4.6.1;3.1.4,3.1.4,3.1.4
R06516,4.1.2.27|4.1.2.-,4.1.2,4.1.2;3.7.1;5.4.4;4.1.1,3.1.3.4;3.5.1.23;4.1.2.27;2.7.8.27;1.14.19.17;3.1.4.12,,4.1.2;4.2.1;2.3.1;3.1.3;4.1.1,4.1.2.27;4.1.3.14;4.1.1.81;1.1.1.262;1.3.8.6;4.2.1.155;2.1.2.11;4.1.99.2;4.2.99.21;3.1.1.82,4.1.2;4.1.3;2.2.1;4.2.1;2.5.1;1.14.99;4.1.1;1.13.11;2.1.2;1.11.1;1.14.13,4.1.2;4.1.2,4.1.2,4.1.2
R07503,5.5.1.24,5.5.1,5.5.1;5.4.99;5.3.3;4.2.3,1.6.5.2;5.5.1.24,5.4.99,5.5.1;1.6.5;4.5.1;1.3.5;1.14.99,1.14.13.197;4.2.3.38;4.2.1.53;3.1.7.9;4.2.99.20;5.5.1.6;4.3.3.3;2.3.1.85;1.1.1.394;3.7.1.21;4.1.1.102;1.2.1.31;1.4.1.18;4.3.1.9;3.2.1.186;1.3.8.6;2.5.1.119;3.5.5.4;3.3.1.1;1.17.98.2;1.1.3.47;3.5.1.110;2.7.8.23,,,5.5.1,5.5.1
R11469,2.1.1.-,2.1.1,2.1.1;2.3.1;3.1.1;4.4.1,2.1.1.129;2.1.1.35;2.1.1.189,2.1.1,2.1.1;2.3.1;2.5.1;6.3.2;3.3.1,2.1.1.101;2.8.4.4;2.1.2.13;2.1.3.2;2.3.1.32,2.1.1;1.14.14;3.1.1;2.3.1;1.5.3;1.14.11;1.5.8;2.-.-;1.16.1;1.14.99;1.14.13;1.2.7;1.5.99;3.7.1,2.5.1;3.2.1;3.2.1;2.1.1;2.1.1;2.1.1;3.2.1;2.1.1;4.2.1;2.1.1;3.2.1;3.2.1;3.2.1;3.2.1,2.1.1,2.1.1
R11838,4.2.3.173,4.2.3,2.5.1;5.5.1;4.2.3;3.1.3,4.2.3.173;4.2.3.98;4.2.3.67;4.2.3.62;4.2.3.-|4.2.3.127;4.2.3.-|4.2.3.133;4.2.3.175;4.2.3.170;4.2.3.-|4.2.3.162;4.2.3.-|4.2.3.125;4.2.3.92;4.2.3.-|4.2.3.126;4.2.3.77;4.2.3.64;4.2.3.146;4.2.3.171;4.2.3.24;4.2.3.75;4.2.3.204;4.2.3.-|4.2.3.128;3.1.7.7|4.2.3.194;4.2.3.184;4.2.3.176;4.2.3.50;4.2.3.96;4.2.3.166;4.2.3.143;4.2.3.70;4.2.3.88;4.2.3.74;4.2.3.39;4.2.3.145;3.1.7.10;4.2.3.160;4.2.3.165;4.2.3.56|4.2.3.58;4.2.3.7;4.2.3.97;4.2.3.13;4.2.3.191;4.2.3.157;4.2.3.197;4.2.3.80;4.2.3.82;4.2.3.158;4.2.3.22;4.2.3.37;3.1.7.4;4.2.3.182;4.2.3.42;4.2.3.68;4.2.3.169;4.2.3.73;4.2.1.128;4.2.3.167;4.2.3.199;4.2.3.164|4.2.3.ek;4.2.3.135;2.7.8.13,4.2.3,4.2.3;4.2.1;4.3.2;5.5.1;3.1.7,3.1.7.6;3.1.5.1;3.1.3.74;3.6.1.7;3.2.1.42;2.4.1.17;4.2.3.1;5.1.3.14;3.1.4.46;3.11.1.1;3.1.1.59;4.6.1.13;3.1.2.28;3.7.1.8;3.1.6.1;2.3.1.85;4.2.1.155,,4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.1.99;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;5.4.99;4.2.1,4.2.3,4.2.3
R11309,3.2.1.11,3.2.1,3.2.1;4.2.2;5.4.1;3.1.2,2.4.1.143;3.2.1.26;3.2.1.22,3.2.1,3.2.1;2.4.1;2.3.1;3.1.1;1.1.1,2.4.1.99;2.4.2.49;2.4.99.13,3.2.1;2.5.1;1.11.1;1.14.13;1.14.21;1.14.11;1.13.11;2.4.1;4.2.1;4.2.99;5.1.3;4.2.2;1.-.-;2.4.99,3.2.1;3.2.1;3.2.1;3.2.1;4.2.1;1.17.1;3.2.2;1.14.13;3.2.2;3.2.2;3.2.2;3.2.2;1.17.4;3.2.2;3.2.-,3.2.1,3.2.1
R12984,2.4.1.387,3.2.1,2.4.1;3.2.1;5.1.3;2.4.2,3.2.1.74;3.2.1.21|3.2.1.25|3.2.1.58|3.2.1.74,2.4.1,1.14.13;2.3.1;1.14.99;3.1.1;2.4.1,,,5.1.3;1.14.13;4.2.2;5.5.1;1.1.1;1.1.1;5.3.1;5.3.1;5.3.1;5.3.1;5.3.1;5.3.1;5.3.1;5.3.1;4.2.3;4.2.1;5.3.1;5.3.1;5.1.3;1.1.1;1.14.-,3.2.1,3.2.1
R11500,1.1.1.219,1.1.1,1.1.1;1.3.1;2.3.1;1.14.13,1.1.1.219;1.6.5.4;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.1.1,1.1.1;1.3.1;1.-.-;1.6.5;1.18.1,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.14.13;1.1.-;1.1.2;1.14.11;1.14.-;1.4.3;1.1.98;5.3.3;1.-.-;1.2.1;1.14.15;4.2.1;1.1.9;1.3.1;1.14.12;1.6.5;1.6.99;5.1.3;1.6.3;1.6.1;6.4.1;5.4.99;1.11.1,1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1,1.1.1,1.1.1
R11618,1.1.3.41,1.1.3,1.1.3;1.14.18;1.13.11;1.11.1,1.1.3.41;1.1.3.7;1.1.3.20;1.1.3.13;1.1.3.30;1.4.3.21;1.4.3.21|1.4.3.4;1.7.3.1;1.1.3.15;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7,1.4.3,1.1.3;1.1.99;1.8.3;1.21.3;1.7.3,1.1.3.41;1.1.5.4;4.2.1.155;4.1.1.4;1.1.1.276;5.4.99.3;1.4.3.5;1.1.99.9;1.2.1.3;2.3.1.85;1.3.1.20;1.17.1.4;5.3.3.1,1.1.1;1.1.99;1.1.3;2.3.1;1.14.13;1.1.5;1.1.-;1.1.2;5.3.3;1.14.11;1.14.-;1.1.98;1.4.3;1.-.-;1.6.5;1.6.99;1.2.1;5.1.3;4.2.1;1.14.15;1.3.1;1.1.9;1.6.3;1.6.1;1.14.12;6.4.1;5.4.99;1.11.1;4.1.1,1.1.1;1.1.1;1.1.1;4.2.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1,1.1.3,1.1.3
