reaction_id,EC Number,BEC-Pred,SelenzymeRF,SIMMER,Theia,BridgIT,E-zyme1,E-zyme2,MajorityVote,MajorityVoteCore4
R08304,1.14.14.-,1.14.13,1.14.14.-|1.14.14.1,1.14.13;1.1.1,1.14.13;1.14.14;1.14.99;1.11.1;1.14.12,1.14.12.12;1.14.13.227;1.14.15.3;1.14.14.1;1.2.3.9;1.14.18.1;1.14.21.11;1.14.99.2;1.14.11.28;1.10.3.4;1.14.16.7;1.14.19.17,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.14.13,1.14.13
R04844,1.1.1.53,1.1.1,1.1.1.53;1.6.5.4;1.1.1.146;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.1.1,1.1.1;2.7.1;5.3.1;1.-.-;1.3.1,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.1.1,1.1.1
R12636,2.4.3.10,2.4.99,2.4.99.7;2.4.99.2|2.4.99.4;2.4.99.8;2.4.99.3;2.7.8.41;3.6.1.26;3.2.1.18,2.4.1,2.4.99;2.4.1;3.1.3;3.1.4;2.7.7,1.13.99.1;1.14.13.179;1.13.11.25;1.13.12.2,2.4.99;3.2.1;2.4.1;3.1.4,2.4.99;3.6.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;4.2.3;2.4.1;2.4.1;2.4.1;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.99;2.4.1,2.4.99,2.4.99
R11072,4.2.1.160,4.2.1,4.2.1.160;3.5.4.16,,3.5.4;3.5.99;3.3.1;4.2.1;3.3.2,3.1.3.5;3.6.1.20;3.1.5.1;3.1.4.52;3.1.7.2;4.2.3.1;4.6.1.13;3.2.1.42;2.4.1.17;3.1.1.33;5.1.3.14;3.1.6.3;3.11.1.3;3.1.2.31;3.7.1.8;2.3.1.85;4.2.1.155,,3.5.4;3.5.4;5.3.1;1.17.4;1.17.4;3.5.-;1.17.4;1.17.4;1.17.4;1.17.4;5.3.1;2.6.1;1.17.4;2.6.1;2.6.1;1.17.4;1.17.1;2.6.1;2.-.-;1.17.4;2.6.1;2.6.1;2.6.1;2.6.1;1.14.11;5.3.1;2.6.1;2.6.1;5.3.1;5.3.1;5.3.1;5.3.1;5.3.1;2.6.1;4.3.1;1.5.4,3.5.4,4.2.1
R09680,3.5.1.101,3.5.1,3.5.1.101;3.5.1.1;3.5.3.1;6.3.2.3,3.5.1,3.5.1;3.4.19;3.4.17;2.3.2;4.3.2,3.5.1.101;2.3.2.2;3.5.2.11;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.4.17.8;3.4.13.4;4.2.1.48;3.4.14.13;3.4.11.1;3.5.5.1;3.4.19.13;3.13.1.6;3.5.3.8;3.1.1.1;3.5.4.1;1.2.7.12;3.5.99.6;3.8.1.8;2.1.2.3;4.3.2.4,3.5.1;2.3.1;6.3.2;6.3.1;6.3.4;2.3.2;6.3.5;2.1.2;3.4.13;2.1.3;3.4.11;3.5.4;3.4.19;1.4.1;4.3.3;6.2.1;1.4.7;1.2.99;3.5.5;3.1.1;4.3.2;3.5.3;4.2.1;4.3.1;2.6.1;2.4.2;4.1.3,6.2.1,3.5.1,3.5.1
R11953,2.1.1.346,2.1.1,2.1.1.348;2.1.1.346;2.1.1.181;2.1.1.182|2.1.1.183|2.1.1.184,2.1.1,2.1.1;2.-.-;2.5.1;1.3.98;4.3.3,2.1.1.72;2.8.4.4;2.1.2.3;2.3.1.101;2.1.3.2,2.1.1;1.14.14;3.1.1;2.3.1;1.5.3;1.14.11;1.5.8;2.-.-;1.16.1;1.14.99;1.14.13;1.2.7;1.5.99;3.7.1,2.-.-,2.1.1,2.1.1
R09099,2.1.2.1,2.1.2,2.1.2|2.1.2.-|2.1.2.1,3.5.4,2.1.2;4.3.1;4.2.1;1.4.4;3.4.13,2.3.1.101;2.1.2.1;2.1.1.86;2.1.3.2;2.8.4.4,2.1.2;2.1.1;6.3.4;3.5.1;1.2.99;4.1.2;2.3.1;1.8.1;1.4.4;1.5.1;3.5.4;3.5.3;6.3.3;4.3.-,2.1.2;4.1.2;4.1.2;2.3.1,2.1.2,2.1.2
R11589,2.3.1.230,2.3.1,2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.207;2.3.1.-|2.3.1.179|2.3.1.199|2.3.1.41;1.1.1.286|1.1.1.87;4.1.1.68;2.3.1.47,,2.3.1;4.1.1;4.2.1;1.1.1;5.3.3,2.3.1.230;2.3.3.17;6.2.1.11;2.3.2.14;1.2.1.95;6.3.1.20;6.3.4.10;2.1.3.12;6.1.2.2;2.1.2.5,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;2.1.3;1.2.4;1.8.1;1.1.1;4.1.3;2.3.-;2.5.1;2.8.3;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;1.2.4;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1,2.3.1,2.3.1
R04555,2.7.11.31,2.7.11,2.8.1.11|2.8.1.4,2.7.1,2.7.1;3.1.3;2.7.11;3.1.4;3.6.1,2.1.1.72;2.1.2.3;2.1.3.2;2.3.1.101;2.8.4.4,,,2.7.1,2.7.1
R06921,1.13.-.-,1.14.18,1.13.11.-|1.13.11.56;1.13.11.38;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.10.3.2,1.13.11,1.13.-;5.3.99;4.2.1;1.14.14;1.14.-,1.13.11.38;1.13.12.23;1.13.99.1;1.14.13.239,1.13.-;1.13.11,1.13.11;1.13.11,1.13.11,1.13.11
R00841,3.1.3.21,3.1.3,2.7.1.30,3.1.3,3.1.3;3.6.1;2.7.1;3.1.4;4.6.1,3.1.3.21;3.1.4.46;4.2.3.1;3.6.1.7;3.11.1.1;3.1.7.6;3.1.1.79;3.1.5.1;4.6.1.13;3.2.1.42;2.4.1.17;5.1.3.14;3.1.6.17;3.1.2.16;2.3.1.85;4.2.1.155;3.7.1.8,2.7.1;3.1.3;3.6.1;2.7.8;2.7.4;2.7.7;3.6.3;2.7.11;3.1.4;2.7.2;2.7.6;2.7.3;3.6.4;3.1.7;4.6.1;2.7.9;3.6.5;3.2.1;2.7.12;2.7.13;2.6.-;2.7.-;4.1.1;2.7.10;1.3.7;1.18.6;4.2.3;2.7.99;3.1.5;2.4.1;5.1.3;1.19.6;3.-.-,2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;4.2.3;3.1.3;2.7.1;2.7.1;3.1.3;2.7.1;3.1.3;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;3.1.4;3.1.3;2.7.1;2.7.1;2.7.8;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1,3.1.3,3.1.3
R12236,1.3.1.118,1.3.1,1.3.1.118;1.3.1.9;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39,1.14.12;1.3.1;1.1.1,1.3.1;2.3.1;1.1.1;1.3.99;1.3.3,,1.3.1;1.3.8;1.3.99;1.3.3;2.3.1;1.1.-;1.14.12;1.3.7;1.3.5;1.3.98;2.5.1,1.3.1;4.2.1;1.3.1;1.3.1;1.3.1;1.3.1;2.3.1;1.3.8;1.3.1;4.2.1;1.3.1;4.2.1;4.2.1;4.2.1;1.3.1;1.3.8;4.2.1;4.2.1;4.2.1;1.3.1;2.3.1;4.2.1;1.3.8;4.2.1;4.2.1;1.3.8;1.3.99;1.3.1,1.3.1,1.3.1
R04373,3.1.4.45,3.5.1,3.1.4.45;3.2.1.49;1.1.1.124|1.1.1.138|1.1.1.14|1.1.1.67|1.1.99.11|1.14.13.50|2.5.1.18|2.5.1.48|2.7.1.-|2.7.1.162|2.7.1.221|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8;2.7.1.157;2.7.1.162,2.4.2;2.4.1,3.1.4;3.1.3;3.6.1;3.2.1;3.4.11,1.11.1.8,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.99;3.6.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.2;2.4.1;2.4.2;2.4.1;2.4.2;2.4.2;2.4.99;2.4.1;2.4.2;2.4.1;2.4.2;4.2.3;2.7.8,2.4.1,3.1.4
R05409,1.13.11.-,1.13.11,1.13.11.39;1.13.11.2;1.13.11.1;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7,1.13.11,1.13.11;6.2.1;1.14.12;2.7.7;1.14.99,1.13.11.39;1.13.12.4;1.13.99.1;1.14.13.239,1.13.11;1.14.99;1.13.-;1.14.13;3.7.1;2.8.1;1.8.1;1.8.99;1.8.7,1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11,1.13.11,1.13.11
R11534,2.1.1.328,2.1.1,2.1.1.328;2.1.1.163,2.1.1,2.1.1;2.3.1;1.14.14;3.5.1;2.6.1,2.1.1.328;2.8.4.4;2.1.2.3;2.3.1.101;2.1.3.2,2.1.1;1.14.14;3.1.1;2.3.1;1.5.3;1.14.11;1.5.8;2.-.-;1.14.13;1.16.1;1.14.99;1.5.99;1.2.7;3.7.1,2.1.1;2.1.1;2.1.1;1.14.14;2.1.1;1.14.14;2.1.1;2.1.1;2.1.1;2.1.1;2.1.1;1.14.14;2.1.1;2.-.-,2.1.1,2.1.1
R10974,3.13.1.4,3.1.2,1.3.8.1;1.3.8.7|1.3.8.8;4.2.1.17;4.2.1.-|4.2.1.134,2.8.3,2.3.1;3.1.2;3.1.1;3.2.1;2.8.1,,4.1.1;6.4.1;1.1.1;2.1.3;1.14.13;3.1.1;1.3.8,4.1.1,4.1.1,1.3.8|3.1.2
R08045,1.7.1.-,1.7.1,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.14.12;1.1.1,1.7.1;1.7.-;1.1.1;1.6.6;1.19.1,1.7.1.15;1.7.99.1;1.7.3.3,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.7.1,1.1.1
R09563,1.11.1.17,1.11.1,1.11.1.17;1.11.1.9;1.11.1.12;1.11.1.27;1.4.3.13;1.11.1.12|2.5.1.18;1.21.4.5|1.8.99.-|2.5.1.-;2.8.1.3,1.20.4;1.11.1,1.11.1;5.3.4;1.8.3;1.8.1;1.11.2,,1.8.1;1.8.4;1.11.1;1.8.98;1.17.4;1.8.3;2.8.1;1.8.5;2.8.4;1.5.4,1.11.1;1.11.1;1.8.1;1.8.1;1.8.1,1.11.1,1.11.1
R02581,1.1.1.184|1.1.1.189,1.1.1,1.1.1.184|1.1.1.189;1.1.1.188|1.1.1.62|1.3.1.20;1.1.1.188|1.1.1.51;1.6.5.4;1.11.1.1|1.11.1.2;1.6.3.2,1.14.13;1.1.1,1.1.1;1.3.1;1.6.5;2.5.1;1.2.1,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.1.1,1.1.1
R11094,3.5.4.41,3.5.4,3.5.4.46;1.1.1.37,3.5.4,3.5.4;3.5.99;3.3.1;3.4.17;1.11.1,3.5.4.31;2.1.2.3;4.3.2.4;3.5.99.6;3.5.2.3;3.5.3.22;3.5.1.26;3.8.1.8;3.4.14.13;2.3.2.2;3.4.17.21;4.2.1.48;3.4.13.4;3.4.19.13;3.4.11.1;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.1.1.1;3.5.5.1;3.13.1.6;1.2.7.12,3.5.4;6.3.5;6.3.4;3.5.99;2.1.2,3.5.4;3.5.4;3.5.4;6.3.5;6.3.5;3.5.4;1.1.1;1.1.1;1.7.1;3.5.4;3.5.4;3.5.4;6.3.4;1.17.1;1.17.1;1.17.3;1.17.3;1.17.3;1.17.3;1.14.14;3.5.4;3.5.4;3.5.4;3.5.4;3.5.4;2.4.2;3.5.4;3.5.4;3.5.4,3.5.4,3.5.4
R12797,3.1.6.21,3.1.6,3.1.1.43;3.1.4.46;3.1.1.1,3.1.3,3.2.1;3.1.4;3.1.1;3.5.1;3.4.11,,2.8.2;3.1.6;1.8.4;1.8.99;3.6.2;3.6.1,2.8.2,3.1.1,3.1.1
R03045,4.2.1.17|4.2.1.116|4.2.1.-,4.2.1,1.3.8.1;4.2.1.17;4.2.1.-|4.2.1.134,4.2.1,4.2.1;5.4.4;3.1.7;4.3.1;1.-.-,3.1.7.2;3.1.3.7;3.1.4.52;3.6.1.20;3.1.5.1;4.6.1.13;3.2.1.184;2.4.1.17;5.1.3.14;3.1.1.31;4.2.3.1;3.1.6.9;3.1.2.17;4.2.1.155;3.11.1.3;3.7.1.8;2.3.1.85,4.2.1;2.3.1;4.1.2;4.3.3;3.5.5;3.2.-;2.5.1;3.5.1;3.5.2;2.8.1;2.9.1;5.4.4,4.2.1;1.3.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;1.3.1;4.2.1;1.3.8;4.2.1;4.2.1;1.3.1;4.2.1;4.2.1;4.2.1;1.3.8;4.2.1;1.3.8;5.3.3;1.3.1,4.2.1,4.2.1
R09726,2.7.7.75,2.7.7,2.7.7.96;2.7.7.2;2.7.4.3,2.7.7,2.7.4;2.7.1;2.1.1;6.2.1;2.7.2,2.7.7.75;2.7.4.12;2.7.2.6;2.7.3.8;2.7.1.82;6.3.5.5;2.7.11.15;2.7.14.1;2.7.10.1;2.7.12.1;2.7.8.38;2.7.6.1;2.7.99.1,,,2.7.7,2.7.7
R02706,3.1.3.-,3.1.3,2.7.1.60;2.7.1.193|2.7.1.69;2.7.1.59;5.4.2.2,3.1.3,3.1.3;3.6.1;2.7.1;4.2.3;3.1.4,3.1.1.53;3.1.3.31;3.1.6.1;3.1.4.2;3.2.1.183;5.1.3.14;4.6.1.13;4.2.3.1;3.6.1.7;3.11.1.3;3.1.7.2;2.4.1.17;3.1.5.1;3.1.2.30;3.7.1.8;2.3.1.85;4.2.1.155,2.7.1;3.1.3;3.6.1;2.7.8;2.7.4;2.7.7;3.6.3;2.7.11;3.1.4;2.7.2;2.7.6;2.7.3;3.6.4;3.1.7;4.6.1;2.7.9;3.6.5;3.2.1;2.7.12;2.7.13;2.6.-;2.7.-;4.1.1;2.7.10;1.3.7;1.18.6;4.2.3;2.7.99;3.1.5;2.4.1;5.1.3;1.19.6;3.-.-,2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;3.1.3;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.8,2.7.1,3.1.3
R02599,2.7.7.43,2.7.7,4.6.1.2;2.7.7.38,2.7.7;2.4.1,2.7.7;6.2.1;2.3.2;2.7.1;3.1.3,2.7.1.147;2.7.7.47;2.7.6.1;2.7.8.19;2.7.11.7;2.7.2.8;2.7.4.23;6.3.5.5;2.7.3.3;2.7.14.1;2.7.10.1;2.7.12.1;2.7.99.1,2.7.7;3.1.3;2.7.8;2.7.1;3.1.4;3.6.2;2.7.12;2.7.10;3.1.8;2.7.9,2.7.7;2.7.7;2.7.7;2.7.7;2.7.7;3.6.1;2.7.1;2.7.1,2.7.7,2.7.7
R01511,3.1.3.38,3.1.3,5.4.2.7,3.1.3,3.1.3;3.6.1;2.7.1;4.2.3;3.1.4,3.1.3.38;3.1.4.46;3.6.1.7;4.2.3.1;3.11.1.2;3.1.7.5;3.1.1.23;3.1.5.1;4.6.1.13;3.2.1.42;2.4.1.17;3.1.2.16;3.1.6.17;5.1.3.14;4.2.1.155;2.3.1.85;3.7.1.8,2.7.1;3.1.3;3.6.1;2.7.8;2.7.4;2.7.7;3.6.3;2.7.11;3.1.4;2.7.2;2.7.6;2.7.3;3.6.4;3.1.7;4.6.1;2.7.9;3.6.5;3.2.1;2.7.12;2.7.13;2.6.-;2.7.-;4.1.1;2.7.10;1.3.7;1.18.6;4.2.3;2.7.99;3.1.5;2.4.1;5.1.3;1.19.6;3.-.-,2.7.1;3.1.3;2.7.1;2.7.1;2.7.2;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;4.2.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.8;3.1.3;2.7.1;2.7.1;2.7.1;3.1.3;3.1.3;3.1.3;3.1.3;2.7.1;2.7.1;2.7.1,3.1.3,3.1.3
R12817,2.4.1.-,1.2.7,1.14.13.242;3.5.4.11;1.10.3.4;2.4.2.31;2.6.1.63|2.6.1.7;1.1.1.328;2.1.1.74,,2.5.1;2.3.1;4.2.1;1.14.13;3.5.1,,,,1.14.13,1.14.13
R12910,1.14.13.248,3.5.1,3.5.1.3;3.4.22.59|3.4.22.60|3.4.22.61;3.5.1.121;2.3.2.29,,1.14.13;1.14.14;2.3.1;1.14.-;1.13.12,3.3.2.10;3.1.2.16;3.1.1.2;2.3.1.85;1.14.14.1;2.1.1.246;4.2.1.155;3.7.1.8;3.2.1.86;3.3.1.1;3.2.2.3;2.5.1.18,5.4.3,5.1.1;4.2.1;5.4.99;4.2.1;4.1.3;4.1.3;4.2.1;4.2.1;4.2.1;5.1.1;5.1.1;5.1.1;5.4.3;5.1.1;5.1.1;4.2.1;5.1.99;5.1.99,3.5.1,3.5.1
R10496,6.3.4.22,6.3.4,6.3.5.9;3.6.1.21|3.6.1.9,2.7.7;6.3.1,6.3.4;3.5.4;3.6.1;2.4.2;3.-.-,,3.5.99;3.5.4;6.3.4,6.3.2;6.3.2;6.3.4;6.3.2;6.3.2;6.3.2;6.3.2;6.3.2;6.3.2;3.5.99;3.5.99;3.5.1,6.3.4,6.3.4
