reaction_id,EC Number,BEC-Pred,SelenzymeRF,SIMMER,Theia,BridgIT,E-zyme1,E-zyme2,MajorityVote,MajorityVoteCore4
R12274,1.14.14.170,4.2.1,3.3.2.10;1.10.3.11;1.1.5.3;1.1.5.2,3.1.1,1.14.14;3.1.1;4.2.3;3.3.2;3.1.2,3.3.2.10;1.14.14.1;3.1.1.35;2.5.1.18;4.2.1.139;3.7.1.8;3.1.2.25;3.2.1.21;2.3.1.85;3.3.1.1;3.2.2.3;2.1.1.246,,1.14.13;1.14.11;1.14.13;1.14.14;1.14.14;1.14.99;1.14.13;1.14.13;1.14.13;1.14.-;1.14.14;1.14.13;1.14.13;4.2.1;1.14.13;1.14.13;1.14.13;1.14.13;1.14.-;1.14.-;1.14.-;1.14.-;1.14.13;1.3.99;1.14.13;1.14.99;1.14.99;1.14.99;1.14.13;1.14.11;1.14.99;4.2.1;1.14.13;1.14.13;1.14.13;1.14.15;1.14.15;1.14.15;1.14.11;1.14.-;1.14.13;1.14.13;1.14.13;1.14.13;1.14.13;1.14.15;1.14.15;1.14.15;1.14.11;1.14.-;1.14.-;1.14.-;1.14.13;1.14.13;1.14.15;1.14.14;4.2.1;1.14.11;1.14.11;3.8.1;1.14.13;1.14.11;1.14.13;1.14.11;1.14.13;1.14.11;3.3.2;3.3.2;3.3.2;3.8.1;4.2.1;3.3.2;1.14.13;4.2.1;1.17.1;1.14.13;1.14.13;2.6.1;1.14.13;5.3.3;1.14.99;1.14.99;2.6.1;1.14.13;1.14.13;1.14.13;4.2.1;1.14.13;1.14.13;1.14.13;1.14.13;1.17.1,3.1.1,3.1.1
R07813,3.2.1.76,3.5.1,3.2.1.76;3.2.1.21,,3.7.1;1.14.13;4.3.3;4.4.1;4.2.1,,,,3.2.1,3.2.1
R05231,1.1.1.2,1.1.1,1.1.1.2;1.1.1.2|1.1.1.21|1.1.1.71;1.1.1|1.1.1.-|1.1.1.1|1.1.1.2|1.1.1.21,1.8.1;1.1.1,1.1.1;1.2.1;1.-.-;1.1.-;1.5.1,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.1.1,1.1.1
R09518,1.14.18.3,1.11.1,1.14.18.3;1.14.13.25;1.14.13.8;4.7.1.1;1.1.99.37;1.1.2.7;1.11.1.21|1.11.1.6|1.11.1.7,1.10.3,4.2.1;2.1.1;2.5.1;5.3.99;4.1.2,,,,1.14.13,1.14.13
R02517,1.14.13.63,1.14.13,1.14.13.63;1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.3|1.14.14.9;1.14.13.240;1.14.13.2|1.14.13.33;1.14.12.22;1.14.12.14;1.14.12.-|1.14.12.10;1.14.13.84;1.14.14.43|1.14.14.45;1.14.13.87;1.14.13.8,1.14.19;1.14.13;1.1.1,1.14.13;1.14.14;1.14.12;1.14.15;1.14.-,1.14.13.236;1.14.14.9;1.14.15.3;1.14.18.1;1.14.12.9;1.2.3.9;1.14.21.11;1.14.99.2;1.14.16.2;1.14.11.28;1.10.3.4;1.14.19.17,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.14.13,1.14.13
R05163,2.3.1.153,2.3.1,2.3.1.153;2.3.1|2.3.1.-|2.3.1.215;2.3.1.172;2.3.1.171;2.3.1.115;2.3.1.116;2.3.1.79;2.3.1.133;2.3.1|2.3.1.133|2.3.1.99|3.1.2.-;6.2.1.12;2.3.1.180,2.3.1,2.3.1;3.1.2;3.1.1;6.2.1;1.2.1,2.3.1.215;6.2.1.1;2.1.3.12;6.1.2.2;2.3.3.9;2.3.2.19;2.1.2.13;1.2.1.95;6.3.4.10;6.3.1.20,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,1.2.1;1.2.1;1.2.1;1.2.1;1.2.1;1.2.1,2.3.1,2.3.1
R01899,1.1.1.42,1.1.1,1.6.5.4;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.3.1;1.1.1,1.1.1;1.-.-;2.3.1;1.14.13;1.1.-,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.1.1,1.1.1
R04478,4.2.1.83,4.2.1,4.2.1.83;2.3.3.13|4.1.3.-,4.2.1,4.2.1;4.1.3;5.4.4;3.7.1;2.3.3,3.1.1.44;3.11.1.2;3.6.1.7;3.1.2.16;3.1.3.1;2.3.1.85;4.2.1.155;3.1.4.13;3.7.1.8;4.2.3.1;3.2.1.175;3.1.6.17;3.1.7.6;3.1.5.1;2.4.1.17;4.6.1.13;5.1.3.14,4.2.1;2.3.1;4.1.2;4.3.3;3.5.5;3.2.-;2.5.1;3.5.1;3.5.2;2.8.1;2.9.1;5.4.4,4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;1.3.5;4.3.1;4.2.1;4.2.1;3.5.1;4.2.1;4.2.1;4.2.1,4.2.1,4.2.1
R12898,2.4.1.315,2.4.1,3.1.1.3|3.1.1.34,,2.5.1;2.3.1;4.3.1;2.3.2;2.7.8,,,,2.4.1|2.4.2|2.5.1|3.1.1,2.4.1|2.5.1|3.1.1
R11100,4.1.99.1|4.1.99.2|4.3.1.17|4.3.3.8,4.3.1,1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7,,3.5.99;4.3.1;1.4.3;1.5.99;3.5.4,1.13.12.4;1.13.11.54;1.13.99.1;1.14.13.239,1.1.1;1.1.99;5.1.3;1.1.3;5.1.1;1.14.13;1.3.1;2.3.1;5.3.3;1.3.99;1.1.-;1.1.2;5.1.99;1.1.5;1.14.19;1.14.11;1.10.3;5.1.2;1.6.5;1.2.1;1.11.1;1.14.99;1.14.18;1.23.1;1.3.8;5.2.1;1.3.-;1.14.14;1.14.-;1.14.15;1.5.1;1.3.5;1.4.3;1.-.-;1.7.2;1.1.98;1.1.4;1.3.3;4.1.1;5.3.1;1.3.7;1.12.98;1.14.12;1.7.1;4.2.1;1.13.11;1.2.99;1.16.1;1.18.6;1.7.99;5.-.-;1.10.1;1.9.3;1.16.8;1.10.2;5.1.-;1.12.2;1.1.9;1.2.2;1.12.5;1.16.3,5.2.1;5.3.2;4.2.1;5.3.3;5.2.1;5.2.1;1.4.1;5.1.1;5.3.2;5.3.3;5.1.1;1.3.1;5.1.1;5.1.1;1.3.1;4.3.1;1.3.5;5.3.2;1.14.14;5.3.3;1.3.1;1.3.8;5.1.99,4.3.1,4.3.1
R12314,5.1.3.43,5.3.1,3.2.1.199;1.1.1.390;5.1.3.3;5.1.3.44;5.3.1.31;2.7.1.1;2.7.1.1|2.7.1.15;2.7.1.204;2.7.1.1|2.7.1.55;2.3.1.79;2.7.1.2,5.1.3,5.1.3;5.3.1;3.2.1;2.4.1;2.7.1,3.1.3.10;3.1.1.93;3.1.4.49;3.2.1.175;2.4.1.17;3.1.6.3;5.1.3.14;3.6.1.57;3.1.2.5;4.2.3.1;4.6.1.13;2.3.1.85;3.1.5.1;3.1.7.2;4.2.1.155;3.11.1.3;3.7.1.8,5.1.3;5.3.1;5.-.-;1.1.1,5.1.3;5.1.3;1.1.1;1.1.1;1.1.1;5.3.99;1.1.5;1.1.1;1.1.1;1.1.1;1.1.1;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;1.1.1;5.1.3;1.1.1;1.1.1;4.1.1;4.2.1;4.2.1;1.1.1;5.1.3;4.2.1;5.1.3;1.1.1;1.1.1;5.1.3;5.1.3;1.1.1;4.2.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.3;1.3.2;1.1.1;2.1.1,5.1.3,5.1.3
R06447,2.5.1.31,2.5.1,2.5.1.87|2.5.1.91;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.86;2.5.1.88;2.5.1.89;2.5.1.90;2.5.1.-|2.5.1.30;2.5.1.-|2.5.1.33;2.5.1.83;2.5.1.85;2.5.1.84;2.5.1.142;2.5.1.81;2.7.8.13,2.5.1,5.3.3;2.5.1;2.7.1;2.7.8;1.14.99,,2.5.1;1.5.3;4.4.1;4.2.1;1.5.99;2.3.1;1.14.15;1.5.1;3.1.1;3.3.1;2.1.2;4.1.99;4.1.3;3.3.2;3.5.99;1.4.3;4.3.3;3.5.-;1.3.1;3.7.1;1.1.1;1.8.3,2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1,2.5.1,2.5.1
R04812,1.1.1.-,1.1.1,1.1.1.36;1.1.1.211|1.1.1.35,1.1.1,1.1.1;1.2.1;1.1.-;2.3.1;1.3.1,,1.1.1;1.1.99;1.1.3;2.3.1;1.14.13;1.1.5;1.1.-;1.1.2;5.3.3;1.14.11;1.14.-;1.1.98;1.4.3;1.-.-;1.6.5;1.6.99;1.2.1;5.1.3;4.2.1;1.14.15;1.1.9;1.3.1;1.6.3;1.6.1;1.14.12;6.4.1;5.4.99;1.11.1;4.1.1,1.1.1;1.1.1,1.1.1,1.1.1
R10732,4.2.3.81,4.2.3,2.5.1.20;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.89;2.5.1.39,4.2.3,4.2.3;5.5.1;1.1.1;1.14.13;4.3.2,2.5.1.41;1.3.1.96;2.4.1.178;2.4.2.34;2.1.3.12;4.4.1.20,4.2.3;3.1.7;4.1.99,4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.1.99;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;3.1.7;5.5.1;5.5.1;5.5.1;5.5.1,4.2.3,4.2.3
R00424,3.5.4.16,3.5.4,3.5.4.16,,3.5.4;3.5.99;4.2.1;1.5.99;1.14.14,,,,3.5.4,3.5.4
R10549,1.2.1.50,1.2.1,1.2.1.50;1.2.1.80;1.6.5.4;1.6.3.2;1.3.1.102;1.3.1.102|1.3.1.74;1.12.1.3|1.12.1.5;1.11.1.21;1.11.1.1|1.11.1.2,1.1.1,1.2.1;1.3.1;1.1.1;1.8.1;1.5.1,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.2.1,1.2.1
R08603,3.7.1.22,3.7.1,3.7.1.-|3.7.1.22;5.3.1.30;3.2.2.1;3.2.2.8;5.3.1.12,5.3.3,3.7.1;4.2.1;1.1.1;1.2.3;1.11.1,1.14.18.5;1.14.11.17;1.14.15.18;1.14.19.17;1.10.3.3;1.14.13.181;1.14.12.25;1.14.14.1;1.2.3.9;1.14.21.11;1.14.99.2;1.14.16.7,3.7.1;1.13.11;2.3.1;1.14.13;2.1.1;2.5.1;3.1.2,3.7.1,3.7.1,3.7.1
R07673,5.1.3.-,5.1.3,2.7.7.69;1.1.1.133;1.-.-.-|1.1.1.271;5.1.3.-|5.1.3.18;5.1.3.13;3.6.1.13;3.6.1.21;1.1.1.132;2.4.1.83;2.7.7.69|2.7.7.78;2.4.1.142;2.4.1.132;2.4.1.232;2.4.1.-|2.4.1.266;2.4.1.252;2.4.1.270;2.4.1.345;2.4.1.269;2.4.1.54;2.4.1.36,5.1.3,5.1.3;1.1.1;5.3.1;2.3.1;2.7.4,2.4.2.22;2.4.1.118;2.4.99.18,5.1.3;1.1.1;5.3.1;5.-.-,5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;1.1.1;5.1.3;5.1.3;1.1.1;5.1.3;1.1.1;4.2.1;1.1.1;5.1.3;1.1.1;4.2.1;4.2.1;5.1.3;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;5.1.3;5.1.3;4.2.1;1.1.1;4.2.1;1.1.1;4.3.1;2.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.5;1.1.1;1.1.1;5.3.99;5.3.1;1.1.1;1.1.1;5.1.3;4.2.1;5.1.3,5.1.3,5.1.3
R02718,6.1.1.13,6.3.2,3.6.1.5;6.3.2.14;1.1.1.117;1.1.1.46;6.3.2.39;2.7.1.20|2.7.1.74;6.1.1.15,2.7.1,2.5.1;2.3.1;5.1.1;2.7.1;2.7.4,,2.3.1;3.1.1;6.2.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;1.2.7;3.5.1;3.7.1;3.2.1;2.1.3;1.2.4;1.8.1;1.1.1;4.1.3;2.5.1;2.3.-;2.8.3;4.4.1;2.1.1;1.-.-;6.1.2;3.5.3;1.2.3;2.6.1;6.3.1;6.3.4;2.1.2;2.2.1,6.1.1;2.3.1;3.1.1;3.1.1,2.3.1,6.3.2
R11881,1.16.3.3,1.14.18,1.14.13.9;1.14.13.225|1.6.3.1;1.14.13.-|1.14.14.-|1.14.14.1,1.13.11,1.16.3;1.9.3;1.13.12;1.14.15;1.14.19,,,,1.14.13,1.14.13
R12866,2.4.1.53,2.5.1,1.14.13.242;1.3.5.3;3.5.4.11;1.14.14.18;1.14.13.210;2.4.2.31;1.1.1.328;1.14.12.22;1.3.7.1;1.14.18.1,,2.5.1;2.3.1;4.2.1;5.3.99;1.14.13,,,,2.5.1,2.5.1
R10292,2.4.2.51,2.4.2,2.4.2.51;2.4.2.50;2.4.1.297;2.4.1.254;2.4.1.239;2.4.1.236;2.4.1.91;2.4.1.273;2.4.1.-|2.4.1.298;2.4.1.300;2.4.1.22;2.4.1.351;2.7.1.69;2.4.1.87;2.4.1.338;2.4.1.-|2.4.1.284;2.4.1.38|2.4.1.90;2.4.1.-|2.4.1.301;2.4.1.238;2.4.1.238|2.4.1.249;2.4.1.-|2.4.1.285;2.4.1.159;2.4.1.69;2.4.1.13,2.4.2;2.4.1,2.4.2;2.3.1;2.7.6;5.1.3;2.4.-,2.4.1.238;2.4.2.34;2.4.99.18,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;3.6.1;2.4.2;2.4.2;2.4.2;2.4.99;2.4.2;2.4.2;2.4.99;2.4.1;4.2.3;2.7.8,2.4.2,2.4.2
R10469,4.1.99.20,3.1.3,4.1.99.20|4.3.3;4.1.2|4.1.2.56;2.5.1.54|2.5.1.55,4.1.99,4.3.3;1.5.5;4.1.99;1.2.5;1.1.5,,,4.3.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.1;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.1.99;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;1.3.1;2.5.1;4.2.3;1.13.11;1.13.11;2.5.1;2.5.1;4.2.3,4.1.99,4.1.99
R00710,1.2.1.3|1.2.1.5,1.2.1,1.2.1.3|1.2.1.5;1.2.1.32|1.2.1.85;1.2.1.23;1.1.1.312|1.2.1.60;1.2.1.48;1.2.1.28|1.2.1.7;1.1.1.337|1.1.1.375,1.14.13;1.17.1;1.1.1,1.2.1;1.1.1;1.2.3;1.5.1;1.4.1,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.2.1,1.2.1
R09251,2.5.1.85,2.5.1,2.5.1.87|2.5.1.91;2.5.1.-|2.5.1.31;2.5.1.85;2.5.1.89;2.5.1.-|2.5.1.84|2.5.1.85;2.5.1.86;2.5.1.82;2.5.1.-|2.5.1.30;2.5.1.88;2.5.1.81;2.5.1.83;2.5.1.90;2.5.1.20;2.5.1.142;2.5.1.142|2.5.1.92;2.5.1.10,2.5.1,2.5.1;5.3.3;1.17.1;2.7.1;4.1.1,,2.5.1;1.5.3;4.4.1;4.2.1;1.5.99;2.3.1;1.14.15;1.5.1;3.1.1;3.3.1;2.1.2;4.1.99;4.1.3;3.3.2;3.5.99;1.4.3;4.3.3;3.5.-;1.3.1;3.7.1;1.1.1;1.8.3,2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1,2.5.1,2.5.1
R03898,4.2.1.35,4.2.1,4.2.1.35;4.2.1.114;4.3.1.2;4.2.1.148;3.5.1.3;1.1.3.15;1.1|1.1.1|1.1.1.27|1.1.1.272|1.1.1.28,4.2.1,3.6.1;3.1.4;4.2.1;3.1.3;3.4.11,1.11.1.21,4.2.1;2.3.1;4.1.2;4.3.3;3.5.5;3.2.-;2.5.1;3.5.1;3.5.2;2.8.1;2.9.1;5.4.4,4.2.1;4.3.1;4.2.1;4.2.1;4.2.1;4.2.1;3.5.1;4.2.1;4.2.1;4.2.1;1.3.5;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.3.2;4.3.1,4.2.1,4.2.1
R08237,2.4.2.8,2.4.2,2.4.2.1|2.4.2.15|2.4.2.28,2.4.2,2.4.2;2.7.8;2.3.1;3.2.2;1.1.1,2.4.2.14;2.4.1.35;2.4.99.18,3.2.1;1.-.-;3.1.1;2.5.1;5.1.3;3.1.4,2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;3.2.2;2.4.2;2.4.2;3.2.2;2.4.2;2.4.2;2.4.2;2.4.1;2.4.2;2.4.2;2.4.2;2.4.1;3.2.-;2.4.2;2.4.2;2.4.2;2.4.2;1.1.1;2.4.2;1.17.3;3.2.2;3.2.2;2.4.2;1.17.1;3.5.4;2.4.2;2.4.2;2.4.2;2.4.2;3.5.4;2.4.2;2.4.2;2.4.2;1.17.1;3.5.4;1.1.1;1.17.3;1.17.3;3.5.4;3.5.4;2.4.2;6.3.5;2.4.2;2.4.2;1.17.3;6.3.5;1.14.14;2.4.1;1.13.12;1.13.12;1.13.12;6.3.4;1.14.14;1.13.12;3.5.4;3.5.4;4.3.3;2.1.1,2.4.2,2.4.2
R12683,1.17.99.9,1.2.3,4.99.1.1;1.14.99.58;1.14.99.48;2.1.1.342;1.14.99.57;1.14.14.18;1.14.99.3;4.99.1.9,,1.3.-;4.4.1;4.99.1;1.14.14;4.2.1,3.3.2.9;4.2.1.139;2.5.1.18;3.2.1.31;3.1.1.1;3.2.2.1;1.14.14.1;3.1.2.32;3.7.1.8;2.3.1.85;3.3.1.1;2.1.1.246,,1.3.1;1.3.1;1.3.3;1.3.5;1.3.5;1.3.5;1.14.99;4.2.1;1.3.5;1.3.99;1.14.13;1.3.5;1.14.13;1.3.5;1.3.5;5.2.1;1.3.7;4.2.1;1.3.7;1.3.5;4.2.3;1.3.7;1.3.8;1.3.99;1.14.11;1.3.5;1.3.99;1.3.99;4.2.1;1.14.11;1.3.1;1.3.8;5.5.1;5.5.1;4.2.1;1.14.11;1.14.11;1.3.1;1.3.1;4.2.1;1.3.99;1.3.1;1.14.11;4.2.1;4.2.1;5.5.1;1.14.13;1.3.1;1.3.99;1.14.11;1.3.1;5.5.1;4.2.1;5.5.1;5.5.1;1.14.13;4.2.1;1.3.8;1.3.1;1.14.11;1.21.3;5.5.1;1.14.11,4.99.1,4.99.1
