reaction_id,EC Number,BEC-Pred,CLAIRE,SelenzymeRF,SIMMER,Theia,BridgIT,E-zyme1,E-zyme2,MajorityVote,MajorityVoteCore4
R13401,6.3.2.65,6.3.2,2.7.4;2.7.1;2.4.2;2.7.6,2.7.1.40;3.6.1.5;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,6.3.2,2.7.1;6.3.2;2.7.3;2.6.1;6.3.5,6.3.2.32;6.3.1.17;6.2.1.39;6.3.4.12;6.3.5.4;6.3.3.3;3.5.1.96;3.4.14.13;2.3.2.2;3.4.13.4;3.4.17.23;3.13.1.6;3.5.5.4;1.4.1.13;1.4.7.1;4.3.3.6;3.4.19.13;3.4.11.1;3.5.99.5;3.1.1.1;3.5.4.1;3.5.3.21,2.3.1;3.5.1;6.2.1;2.3.2;3.1.2;3.1.1;6.3.2;6.3.1;1.2.1;6.3.4;2.3.3;2.1.3;3.4.11;3.4.13;1.2.7;6.1.1;2.1.2;3.7.1;3.5.3;3.5.4;6.3.5;4.3.2;1.2.4;1.8.1;1.1.1;2.7.7;2.3.-;4.1.3;1.2.99;2.5.1;2.8.3;4.4.1;3.4.19;3.2.1;2.1.1;3.4.17;2.6.1;1.2.3;1.-.-,2.3.1;2.3.1;2.3.1;2.1.2;2.3.1;3.5.1;3.5.1;2.3.2;2.3.1;3.5.1;2.3.1;6.3.4;3.5.1;2.1.4;4.3.2,2.3.1,6.3.2
R07532,4.2.1.131,4.2.1,4.2.1;4.4.1;5.4.4;1.14.14,4.2.1.131;2.1.1.210;5.5.1.-|5.5.1.19;5.5.1.-|5.5.1.18;1.3.99.27;1.14.15.9;1.3.5.6;1.3.5.6|1.3.99.26|1.3.99.30|1.3.99.31;1.3.5.6|1.3.99.26|1.3.99.28|1.3.99.30;5.2.1.12;5.2.1.-|5.2.1.13;1.3.5.5;1.3.8.2;2.5.1.150;1.3.99.29;2.4.1.8|3.2.1.20|4.2.1.131,4.2.1;5.5.1,4.2.1;1.14.13;1.14.99;5.4.4;1.14.14,1.14.12.12;1.10.3.1;1.14.18.1;1.14.14.1;1.14.19.19;1.14.15.22;1.14.13.136;1.14.21.8;1.14.99.2;1.2.3.9;1.14.16.4;1.14.11.2,4.2.1;2.3.1;4.1.2;4.3.3;3.5.5;3.2.-;2.5.1;3.5.1;3.5.2;2.8.1;2.9.1;5.4.4,4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;1.3.99;1.3.99;1.3.5;1.3.5;1.3.99;1.3.5;1.3.5;1.3.8;1.3.8;1.3.5;1.3.99;1.3.5;1.14.99;1.3.8;1.3.5;1.3.5;1.3.5;1.3.99;1.3.8;1.14.13;1.3.1,4.2.1,4.2.1
R08891,2.6.1.101,2.6.1,2.6.1;1.4.1;2.7.2;2.3.1,2.6.1.-|2.6.1.101;2.6.1.-|2.6.1.100;2.6.1.50;1.1.1.-|1.1.1.329;2.6.1.104;4.3.1.15;2.6.1.-|2.6.1.106;2.6.1.15;4.2.1.40;4.2.1.42;4.2.1.158;4.2.1.156;2.6.1.-|2.6.1.34;4.4.1.13;2.6.1.16,2.6.1,2.6.1;1.1.99;4.6.1;1.4.1;1.4.11,,2.6.1;1.4.3;1.4.1;1.4.9;1.4.99;1.4.7;1.4.2;4.3.1;1.13.12;4.1.1;1.14.11;2.-.-;2.4.2;1.4.5,2.6.1;4.4.1;1.4.3;1.4.3;1.4.1;4.4.1;4.4.1;1.4.1;2.6.1;2.6.1;2.6.1;1.4.99;1.4.1;2.6.1;1.4.1;1.4.1;4.4.1;4.4.1;1.4.1;2.6.1;4.4.1;1.4.3;1.4.3;1.4.3;4.3.1;2.6.1;4.4.1;4.4.1;2.5.1,2.6.1,2.6.1
R01627,4.2.1.118,4.2.1,4.2.1;4.4.1;5.4.4;1.14.14,1.13.11.1;1.13.11.15;1.13.11.-|1.13.11.3;1.13.11.2;1.3.1.25;1.13.11.57|1.13.11.8;1.3.1.87;1.14.12.-|1.14.12.26;1.3.1.29;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39,4.2.1,4.2.1;1.1.1;1.1.5;1.2.1;1.1.-,3.1.1.17;3.7.1.8;3.11.1.3;3.1.3.1;4.2.1.155;3.1.2.4;3.2.1.175;3.6.1.7;3.1.6.17;3.1.4.2;2.3.1.85;4.2.3.1;3.1.7.5;3.1.5.1;4.6.1.13;2.4.1.17;5.1.3.14,4.2.1;2.3.1;4.1.2;4.3.3;3.5.5;3.2.-;2.5.1;3.5.1;3.5.2;2.8.1;2.9.1;5.4.4,4.2.1;4.2.1;1.3.1;1.14.12;1.14.12;1.14.12;1.14.12;1.14.12;1.14.12;1.14.12;1.14.12;1.14.12;1.14.12;4.2.1;1.14.12;1.3.1;4.1.3;1.3.1;1.3.5;1.14.18;4.1.3;4.2.99;1.14.12;1.3.1;1.14.12;1.3.1;1.3.1;1.14.12;1.3.1;1.14.12;1.3.1;1.14.12;1.3.1;4.1.3;1.10.3;1.14.12;1.3.1;5.3.3;1.3.1;1.3.7;1.3.1;1.3.1;1.3.1;1.3.1;1.3.1;1.14.13;1.3.1;1.3.1,4.2.1,4.2.1
R13286,1.14.13.252,1.14.13,1.17.3;1.7.1;1.6.3;1.14.13,1.14.14.1,1.7.1;1.14.13;1.1.1,1.14.13;1.14.15;1.14.14;1.13.12;1.14.99,1.14.13.227;1.14.15.3;1.14.14.1;1.14.12.12;1.14.18.1;1.2.3.9;1.14.21.11;1.14.99.2;1.14.11.28;1.14.16.7;1.10.3.4;1.14.19.17,1.14.13;1.14.14;1.14.11;1.14.15;1.14.16;1.14.99;1.14.-;1.14.18;1.17.1;1.1.1;1.13.11;1.10.99;1.10.3;1.97.1;3.5.3;3.7.1;1.6.6;1.17.99;1.2.1;1.3.99;1.3.7;1.14.20;4.1.99;1.-.-;1.14.12;1.17.3;1.7.3;1.14.17;1.17.7,1.14.13;1.14.13;1.14.13,1.14.13,1.14.13
R04321,2.7.8.2,2.7.8,2.7.8;2.4.2;2.4.1;2.3.1,2.7.8.2;2.3.1.149;3.1.1.47;2.7.8.41;3.6.1.26;2.7.8.24;2.3.1.23|2.3.1.63;2.4.99.3;3.1.1.4,3.1.4,2.7.8;6.5.1;2.7.7;3.1.3;2.7.1,2.3.1.149;2.1.3.12;6.2.1.1;6.1.2.2;1.2.1.95;2.1.2.3;2.3.2.14;6.3.1.20;6.3.4.10;2.3.3.13,,,2.7.8,2.7.8
R00626,3.1.3.1|3.1.3.2,3.1.3,3.6.1;3.1.3;7.6.2;3.1.7,3.1.3.1|3.1.3.2,3.1.3,3.1.3;2.7.1;2.3.1;4.2.1;1.1.1,,3.1.3;2.7.1;3.1.4;3.1.7;2.7.7;3.1.8;2.7.12;2.7.10;2.7.9,2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;4.2.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;3.1.4;3.1.3;3.1.3;2.7.1;3.1.3;3.1.4;2.7.1;3.1.4;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;3.1.3;3.1.3;2.7.2;3.1.4;2.7.1;2.7.8;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.8,3.1.3,3.1.3
R08510,1.5.1.-,1.5.1,1.8.1;1.16.1;1.7.1;1.6.2,,1.3.1;1.1.1,1.5.1;1.14.13;1.19.1;1.5.99;1.2.1,1.5.1.48;2.5.1.46;1.5.3.5;1.3.3.10;1.4.3.3;2.6.1.82;1.21.3.3,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.5.1,1.5.1
R00087,3.6.1.8|3.6.1.9,3.6.1,2.7.7;2.4.2;2.7.4;3.6.1,3.6.1.5;2.7.1.20|2.7.1.74;6.3.2.39;6.3.2.14;3.6.1.21;2.7.4.3,3.6.1;2.7.1,3.6.1;3.1.4;3.-.-;3.6.4;3.6.3,3.6.1.66;3.6.3.1;3.6.4.1;3.6.5.1;3.1.3.81,,,3.6.1,3.6.1
R02925,1.1.99.21,1.3.8,1.1.99;1.1.5;1.1.3;1.13.12,1.14.14.34|1.14.14.5|1.14.14.ah;1.1.1.12|1.1.1.14;1.1.1.15;1.1.1.16;1.1.99.3;1.1.1.289;1.3.8.2;1.1.5.3|1.1.99.5,,1.1.99;5.4.99;3.2.1;1.3.8;1.14.14,,1.1.1;1.1.99;1.1.3;2.3.1;1.14.13;1.1.5;1.1.2;1.1.-;5.3.3;1.14.11;1.14.-;1.1.98;1.4.3;1.-.-;1.6.5;1.6.99;1.2.1;4.2.1;1.14.15;1.1.9;5.1.3;1.3.1;1.14.12;1.6.1;1.6.3;6.4.1;5.4.99;1.11.1;4.1.1,1.1.99;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;2.2.1,1.1.1,1.1.1
R05136,4.1.2.45,4.1.2,4.1.2;4.2.1;5.4.4;4.4.1,4.1.2.45|4.2.1.-;4.1.2.34;2.7.3.9;4.1.3.27,4.1.2,4.1.2;4.2.1;4.4.1;4.5.1;4.1.99,3.1.1.2;3.3.2.15;3.7.1.8;3.1.2.23;1.14.14.1;4.2.1.22;2.3.1.85;3.2.1.126;2.5.1.18;2.1.1.246;3.3.1.1;3.2.2.3,4.1.2;4.2.1;4.1.3;2.2.1;2.5.1;1.13.11;1.14.99;2.3.1;4.1.1,4.1.2;4.1.2;4.1.2,4.1.2,4.1.2
R10243,2.1.1.258|2.3.1.169,2.3.1,2.1.1;5.1.3;3.2.1;2.3.1,2.1.1.258|2.3.1.169;1.2.1.18;2.3.1.180,2.3.1,2.3.1;2.1.1;2.3.3;1.2.7;2.1.2,,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,1.1.1;2.3.1;2.3.1;1.2.1;1.2.1;3.1.2;1.2.1;6.2.1;6.2.1;2.3.1;2.3.1;1.2.7;2.3.1;3.1.2;1.2.7;1.2.1;1.2.7;1.2.1;2.3.1;1.2.4;1.2.1;6.2.1;6.2.1;2.3.1;2.3.1;2.3.1;2.3.1;6.2.1;2.3.1,2.3.1,2.3.1
R00715,1.5.1.7,1.5.1,1.4.1;1.5.1;1.1.1;1.3.1,1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;2.5.1.46,1.5.1;1.1.1,1.5.1;1.4.1;1.5.99;1.8.1;1.1.1,1.4.1.13;1.5.1.7;1.5.3.5;1.4.3.3;1.1.3.39;1.4.4.2;1.1.99.9;1.5.99.6;1.1.5.4;1.4.9.2,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.5.1,1.5.1
R07475,2.5.1.81,2.5.1,2.5.1;5.3.99;4.4.1;2.2.1,2.5.1.-|2.5.1.31;2.5.1.-|2.5.1.33;2.5.1.-|2.5.1.30;2.5.1.87|2.5.1.91;2.5.1.81;2.5.1.89;2.5.1.142;2.5.1.88;2.5.1.83;2.5.1.20;2.5.1.86;2.5.1.-|2.5.1.84|2.5.1.85;2.5.1.142|2.5.1.92;2.5.1.10,2.5.1,2.5.1;5.3.3;1.17.1;2.7.1;4.1.1,2.5.1.81;1.3.1.96;2.4.1.326;2.1.3.12;2.4.2.34;4.4.1.20,2.5.1;1.5.3;4.4.1;4.2.1;1.5.99;2.3.1;1.14.15;1.5.1;3.1.1;3.3.1;2.1.2;4.1.99;4.1.3;3.3.2;3.5.99;1.4.3;4.3.3;3.5.-;1.3.1;3.7.1;1.1.1;1.8.3,2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;5.3.3;1.17.1,2.5.1,2.5.1
R04769,4.2.99.24,3.1.1,4.2.99;2.5.1;2.2.1;4.1.1,4.2.99.24|4.2.99.d;2.5.1.39,,4.2.99;1.14.21;1.3.3;2.5.1;1.3.99,4.2.1.51;4.3.3.3;4.2.99.20;1.14.13.197;4.2.3.5;1.1.1.394;3.2.1.21;5.5.1.2;3.1.7.9;2.5.1.119;4.3.1.9;3.7.1.21;4.1.1.25;3.3.1.1;2.3.1.85;1.1.3.47;1.2.1.31;1.4.1.18;1.17.98.2;3.5.5.4;1.3.8.6;3.5.1.110;2.7.8.23,2.4.1;6.1.1;3.1.1;3.2.1;2.4.2;3.1.4;5.1.3;6.5.1,3.1.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1,4.2.99,4.2.99
R08208,1.1.1.153,1.1.1,1.1.1;1.3.1;1.8.1;2.3.1,,1.5.1;1.14.13;1.1.1,1.1.1;1.2.1;1.14.13;1.5.1;1.1.-,1.7.1.6;1.7.99.1;1.7.3.3,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.1.1,1.1.1
R00499,3.1.2.13,3.1.2,3.1.2;3.1.1;2.3.1;2.8.3,1.8.4.2;1.8.1.12;3.1.2.6,3.4.13,3.1.2;2.3.1;3.1.1;3.2.1;2.5.1,3.1.2.13;4.2.1.155;3.1.1.48;2.3.1.85;3.1.3.102;3.1.4.12;4.2.3.1;3.11.1.3;3.6.1.20;3.1.6.10;3.2.1.175;3.1.5.1;5.1.3.14;3.1.7.2;3.7.1.8;4.6.1.13;2.4.1.17,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,3.1.2;2.5.1;2.5.1;1.2.1;2.5.1;3.1.2;4.4.1;2.5.1;6.2.1;2.5.1;2.5.1;6.2.1;2.5.1;1.2.4;2.3.1;1.2.1;3.1.2;1.2.1;6.2.1;1.2.1;1.2.7;2.3.1;1.2.7;3.1.2;4.4.1;2.3.1;1.2.1;1.1.1;2.3.1;2.3.1;1.2.1;1.2.7,3.1.2,3.1.2
R02750,2.7.1.15|2.7.1.229,2.7.1,3.6.1;3.1.3;2.7.1;2.4.2,2.7.1.15|2.7.1.229;2.7.1.40;5.4.2|5.4.2.2|5.4.2.7,2.7.1,2.7.1;2.7.2;3.1.3;3.6.1;2.1.1,2.7.1.15;2.7.2.7;6.3.5.5;2.7.3.8;2.7.7.96;2.7.11.2;2.7.4.8;2.7.14.1;2.7.10.1;2.7.12.1;2.7.6.1;2.7.8.4;2.7.99.1,,,2.7.1,2.7.1
R04264,1.1.1.181,1.1.1,1.8.1;1.16.1;1.1.1;1.8.4,1.1.1.181;1.1.1.145|5.3.3.1;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.1.1,1.1.1;5.3.3;1.14.13;1.3.1;1.6.5,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.1.1,1.1.1
R04026,3.5.2.-,3.5.4,6.3.3;1.13.12;6.3.4;2.7.3,6.3.2.2|6.3.2.3,3.5.1,3.5.2;3.4.11;1.14.13;3.5.99;3.5.3,3.5.5.1;3.5.1.4;3.5.3.16;3.4.11.1;3.5.2.10;3.13.1.6;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.4.13.22;3.1.1.1;3.4.17.8;2.3.2.2;1.2.7.12;3.5.4.1;3.4.19.13;3.4.14.13;4.2.1.48;3.8.1.8;3.5.99.6;2.1.2.3;4.3.2.4,3.5.2;4.2.1,3.5.2;3.5.2;3.5.2;3.5.2,3.5.2,3.5.1|3.5.2|3.5.4|6.3.2
R11382,1.14.13.222,1.14.13,1.14.13;1.6.3;1.14.14;1.14.99,1.14.13.222;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.223;1.14.12.10;1.14.13.87;1.14.13.26;1.6.5.4;1.14.13.246;1.14.18.9;1.14.13.25,1.14.13,1.14.13;1.14.15;1.14.-;1.1.1;1.14.14,1.14.13.176;1.14.14.1;1.14.15.3;1.14.18.1;1.14.12.9;1.2.3.9;1.14.21.11;1.14.99.2;1.14.16.4;1.10.3.1;1.14.11.40;1.14.19.18,,1.14.13;1.3.5;1.3.99;4.3.99;1.13.11;1.3.5;1.13.11;1.14.13;1.14.12;1.14.12;1.14.21;4.2.1;1.3.8;1.3.5;1.11.1;1.14.99;2.5.1;2.5.1;1.14.12;4.2.3;1.13.11;1.3.5;1.14.12;1.14.12;4.2.1;4.1.1;1.3.99;5.4.99;4.2.1;5.5.1;5.5.1;4.2.1;1.14.12;1.13.11;1.14.12;1.14.21;4.1.1;1.14.12;4.2.1;1.3.1;4.2.1;1.3.1;1.3.1;2.5.1;4.1.1;5.5.1;5.5.1;4.2.1;4.2.1;4.2.1;1.14.12;1.3.8;5.2.1;1.14.11;1.14.12;1.14.13;1.14.11;1.14.12;1.14.12;1.14.13;1.14.11;5.4.99;2.5.1;1.14.13;2.5.1;1.14.-;5.5.1;5.5.1;5.5.1;5.5.1,1.14.13,1.14.13
R10537,6.5.1.5,2.7.7,2.4.1;2.4.2;2.7.7;2.7.8,3.6.1.5;3.1.4.16;6.5.1.5;3.1.3.32;6.5.1.4;4.6.1.2,2.7.1,2.7.1;2.7.4;6.5.1;3.1.27;4.6.1,2.7.6.5;2.7.7.1;2.7.1.25;2.7.8.46;2.7.4.21;2.7.2.3;2.7.11.7;2.7.3.3;2.7.14.1;6.3.5.5;2.7.10.1;2.7.12.1;2.7.99.1,3.1.4;6.5.1;4.6.1,3.1.4;4.7.1;3.1.4;3.1.4;3.1.4;3.1.4;3.1.4;3.1.4;3.1.4,3.1.4,2.7.1
R12147,1.13.11.86,1.13.11,1.13.11;1.14.99;1.6.3;1.13.12,1.13.11.86;1.13.11.1;1.13.11.-|1.13.11.3;1.14.18.1;1.13.11.-|1.13.11.64;1.13.11.4;1.13.11.37;1.13.11.16;1.10.3|1.10.3.-|1.10.3.1|1.14.18.1,1.13.11,1.13.11;1.14.12;4.2.2;1.13.99;1.14.-,1.13.11.6;1.13.12.4;1.13.99.1;1.14.13.239,1.13.11;1.14.99;1.13.-;1.14.13;3.7.1;2.8.1;1.8.1;1.8.99;1.8.7,1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.-;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11,1.13.11,1.13.11
