Reaction name,SIMMER pred
R10231,3.5.4
R01903,1.1.1
R04260,5.3.3
R00955,5.1.3
R10404,2.1.1
R03503,6.3.5
R06485,3.2.1;2.4.1
R00474,
R07279,2.7.1
R12289,3.1.1
R07379,3.1.1
R02227,2.7.1
R09492,1.11.1
R10732,4.2.3
R02306,4.2.3
R05635,
R09637,2.5.1
R12816,2.4.2;2.4.1;2.5.1
R12828,1.5.1;1.1.1
R01942,2.1.1
R00424,
R03390,3.5.4
R00376,
R02349,1.3.1;1.1.1
R12198,2.3.1
R03186,1.11.1
R08999,1.1.1
R12879,1.14.19;1.1.1
R10350,1.3.1;1.14.13;1.1.1
R06158,
R06906,4.2.1
R03154,2.8.3
R05125,
R07997,1.14.11
R06399,1.4.1;1.1.1
R05808,
R05265,3.5.99
R04550,2.3.1
R06978,2.3.1
R00439,2.4.2
R12221,5.4.2
R08634,4.2.1;4.1.2
R08899,3.1.3
R10833,2.4.1
R09762,
R00457,2.6.1
R00325,4.1.3
R00868,1.1.1
R10110,1.13.11
R02322,3.5.1
R13419,
R09827,3.6.1
R03177,1.2.1;1.1.1
R04427,2.1.1
R03462,1.13.11
R03828,2.7.7
R02862,2.1.1
R03094,2.4.1
R11051,1.1.1
R11143,6.4.1
R10629,3.2.2
R07082,3.3.2
R03918,1.1.1
R11340,1.14.11
R07511,5.3.99
R04363,2.3.1
R02928,1.1.1
R10105,1.1.1
R11842,4.2.3
R02328,2.7.7;2.4.1
R02769,2.5.1
R05087,4.1.1
R10867,3.2.1
R07754,2.3.1
R09601,1.13.11
R08958,1.1.1
R00213,2.5.1;2.6.1
R01009,2.4.1
R10395,4.2.1
R01490,1.1.1
R10249,1.1.1
R12096,
R02649,2.7.4;2.7.1
R01019,1.13.11
R09218,1.13.11
R04405,2.1.1
R08186,2.3.1
R02329,2.7.7;2.4.1
R08354,6.3.1
R12472,2.4.1
R08603,5.3.3
R08294,1.14.13;1.1.1
R12734,3.1.2;2.3.1
R07972,1.14.13;1.1.1
R02536,1.14.13;1.1.1
R10932,2.6.1
R03032,5.3.1;4.2.1
R12629,1.3.1
R11891,2.7.4;2.7.1
R01992,3.4.13;3.5.1
R07066,1.7.1;1.1.1
R03438,2.3.1
R06447,2.5.1
R12349,3.2.1
R11440,3.1.3
R11426,1.5.1;1.14.13;1.1.1
R13007,2.5.1
R12578,1.5.4
R04315,5.4.99
R07499,1.3.1;1.14.13;1.1.1
R08894,2.4.1
R09757,2.4.1
R09946,2.7.1
R03464,3.5.4
R07250,2.3.1
R02631,3.1.4;3.1.3
R00004,3.6.1;3.1.3
R00771,5.3.1
R02517,1.14.19;1.14.13;1.1.1
R10916,1.3.1;1.1.1
R09893,4.2.3
R12298,5.4.99
R09850,2.7.4;2.7.1
R08404,3.1.3
R06831,1.3.1;1.1.1
R13182,2.1.1
R11586,2.3.1
R13334,2.3.1
R03396,1.1.1
R12721,2.7.4
R11266,1.1.1
R11363,1.13.11
R03613,3.6.1;2.7.1
R00430,2.7.7;2.7.1
R00875,1.1.1
R00421,1.1.1
R04903,1.14.13;1.1.1
R07753,2.4.1
R10343,2.8.3
R09730,2.5.1
R12982,4.1.2
R04929,2.7.7
R05287,3.8.1
R12336,2.1.1
R10075,1.3.1;1.1.1
R03176,1.1.1
R06243,
R03369,1.14.13;1.1.1
R04856,3.1.1
R00710,1.14.13;1.17.1;1.1.1
R10292,2.4.2;2.4.1
R06941,1.1.1
R00679,4.1.1
R01462,3.1.1
R11837,4.2.3
R05795,2.7.7
R05684,1.3.1;1.1.1
R04870,6.3.2
R01054,2.7.7
R09610,4.2.3
R12188,4.4.1
R01123,5.3.3
R05864,4.2.1
R12866,
R11208,3.5.1
R01648,2.6.1
R03753,1.3.1;1.1.1
R12213,2.1.1
R11089,2.5.1
R07945,
R04985,4.1.1
R07295,3.8.1
R00952,2.4.1
R03392,1.14.13;1.1.1
R13331,
R10672,1.2.1;1.5.1;1.1.1
R10242,1.3.1;1.1.1
R12921,1.5.1;1.1.1
R12041,
R07631,4.2.3
R12686,3.5.4
R07796,2.8.3
R03948,2.1.1
R03901,4.5.1
R13133,3.5.1
R00055,
R00764,3.1.3
R06976,2.7.3
R08969,
R10760,4.1.2
R03592,1.5.1;1.1.1
R03840,2.7.1
R02367,2.3.1
R07619,5.5.1
R12995,2.4.1
R12515,3.1.1
R10367,1.3.1
R12124,
R05599,4.2.1
R02484,2.4.2
R06903,4.1.99
R10470,6.3.4;2.7.1
R09598,6.3.5
R04648,2.4.1
R05878,1.5.1;1.1.1
R02243,4.1.1
R01899,1.3.1;1.1.1
R11281,3.1.3
R01377,4.1.1
R12314,5.1.3
R12568,2.7.7
R01914,1.5.3
R10734,4.2.3
R06793,
R00635,1.2.3
R06610,1.1.1
R12559,3.2.1;2.4.1
R05757,2.1.1
R13288,
R00846,5.3.1
R07478,1.3.1;1.1.1
R06312,5.5.1
R08238,2.4.2
R07651,3.5.1
R06207,3.2.1
R12405,1.1.1
R12728,2.7.1;2.7.7
R00763,3.1.4;3.1.3
R00892,1.1.1
R08908,3.5.4
R02376,
R00431,6.3.4;2.7.1
R06110,
R01131,2.7.1
R03542,3.4.17
R06353,
R03056,2.3.1
R01358,2.3.1
R00984,2.1.1
R11501,
R07804,
R09385,1.5.1;1.1.1
R04777,2.3.1
R10757,2.5.1
R13014,1.14.11
R03104,1.4.1;1.1.1
R05231,1.8.1;1.1.1
R02387,2.3.1
R01762,3.2.1
R02353,1.3.1;1.1.1
R07673,5.1.3
R04361,2.3.1
R07404,6.3.4;2.7.1
R10928,
R11595,2.1.1
R09299,
R02789,2.4.1
R09800,3.5.4
R01257,
R11206,1.3.3
R01064,4.1.2
R10549,1.1.1
R10469,4.1.99
R06927,1.14.12;1.1.1
R10565,1.1.1
R11591,1.10.3
R02489,4.1.1
R04127,2.4.1
R06801,2.3.1
R00733,1.1.1
R10463,2.7.7
R12057,3.5.1
R11926,2.3.1
R10461,2.6.99;2.5.1
R12079,3.1.1;2.5.1
R11354,1.4.3
R09689,5.4.99
R04721,5.1.3
R01385,5.1.3
R09717,4.2.1
R10508,5.5.1
R07951,4.2.1
R12997,1.1.1
R03435,3.1.4;3.2.1
R03928,5.4.99;2.4.1
R05354,1.3.1;1.1.1
R10768,2.7.1
R06371,4.1.1
R02793,1.1.1
R10016,
R09888,4.2.3
R08893,
R04051,2.6.1
R07276,2.6.1
R03896,4.2.1
R09932,1.21.1;1.14.13;1.1.1
R02969,1.14.13;1.14.12;1.1.1
R05166,3.2.1;2.4.1
R02303,2.7.7
R09752,2.7.7;2.4.1
R04537,5.3.99;5.3.3
R04598,1.2.1;1.3.1;1.1.1
R11881,1.13.11
R05626,2.7.1;6.4.1
R08295,
R09251,2.5.1
R07813,
R07398,3.1.4;2.4.1
R03178,
R02925,
R03393,3.1.4;3.1.3
R10870,3.2.1
R06719,2.1.1
R02563,4.1.2
R02537,1.1.1
R09834,3.2.1;2.4.1
R06690,1.14.13;1.1.1
R10740,1.14.11
R10539,1.14.11
R01739,1.3.1;1.1.1
R02465,3.2.1
R02011,4.2.3
R10442,3.6.1;3.1.3
R00001,5.1.3
R01870,2.4.2
R04368,2.7.7
R13011,1.14.11
R12112,1.3.1
R05137,1.13.11
R11718,4.1.2
R06802,2.4.1
R07500,2.5.1
R11150,1.14.12;1.1.1
R07273,2.5.1
R13189,6.3.2;2.7.1
R08644,2.3.3;2.3.1
R11100,
R00026,3.2.1
R10365,2.5.1
R07311,
R10303,2.4.1
R11199,2.3.1
R00434,2.7.1
R06267,1.3.1
R03898,4.2.1
R10041,5.1.3
R02271,2.6.1
R01669,2.1.2
R06131,
R11127,2.4.1;3.1.3
R08190,2.3.1
R01320,2.1.1
R12575,3.6.1;2.7.1
R09518,1.10.3
R05372,
R05295,1.13.11
R02429,5.3.1;4.2.1
R01853,1.4.3;1.1.3
R09592,6.3.2
R02447,2.3.1
R02930,3.5.1
R09739,
R00449,4.1.1
R05298,
R03996,2.4.1
R07779,1.14.13;1.1.1
R12787,
R07376,3.1.1
R11846,4.2.3
R03084,4.2.1
R06937,1.14.12;1.3.1;1.1.1
R13052,3.2.1
R04478,4.2.1
R11262,3.2.1;2.4.1
R01941,1.2.1
R05384,4.5.1
R12274,3.1.1
R02119,2.4.2;2.4.1
R05716,
R03685,3.2.1
R10663,1.2.1;1.14.13;1.1.1
R10145,1.14.20;1.14.11
R03488,2.4.1
R03482,3.5.1
R01378,5.3.2
R08237,2.4.2
R10493,4.2.3
R10666,4.1.3
R02430,2.7.1
R04273,5.1.3
R05554,3.5.3;3.5.99
