Reaction name,SIMMER pred
R06977,2.6.1
R00361,1.10.3
R08945,1.1.1
R10915,4.99.1
R11479,2.3.1
R00631,1.17.1;1.1.1
R06610,1.1.1
R07164,1.4.1;1.3.1;1.1.1
R07417,1.5.1;1.1.1
R13233,1.1.1
R02601,5.3.3;4.2.1
R04856,3.1.1
R11048,1.4.3
R04965,1.13.11
R05810,2.1.1
R10879,1.3.1
R08958,1.1.1
R08891,2.6.1
R04382,3.2.1
R06926,1.5.1;1.1.1
R07898,1.1.1
R13425,4.99.1
R04341,3.5.1
R02533,2.1.1
R08660,4.4.1
R08084,1.5.1;1.1.1
R03753,1.3.1;1.1.1
R09720,4.2.1
R03987,3.1.3
R10500,2.3.3;2.3.1
R03886,1.8.1;1.1.1
R02963,4.3.1;2.8.3
R08184,2.3.1
R12352,3.6.1;2.7.1
R09497,1.10.3
R00925,6.2.1;2.3.1
R10867,3.2.1
R12360,1.1.1
R11716,4.1.1
R13243,3.1.3
R04225,
R05372,
R08199,2.5.1
R02602,
R11096,1.3.1;1.14.13;1.1.1
R00209,1.2.1
R11672,2.6.1
R00865,5.4.99;5.3.1
R02925,
R09614,4.2.3
R09588,6.3.4;2.7.1
R12348,2.4.1
R05092,4.2.3
R11739,
R09610,4.2.3
R00483,3.6.1;2.7.1
R00659,2.7.7
R12141,1.3.1;1.1.1
R02241,2.3.1
R02119,2.4.2;2.4.1
R05637,2.7.7
R13300,4.2.3
R07149,1.14.13;1.1.1
R01286,4.4.1
R11107,1.14.13;1.1.1
R12390,
R03091,2.4.1
R01647,5.3.1
R04279,1.1.1
R11081,5.1.3
R09557,1.2.1
R12251,
R02590,2.7.7
R08869,2.7.8
R03429,2.7.1
R04264,1.1.1
R09572,1.14.11
R06983,1.2.1;1.1.1
R04890,1.4.3
R02444,1.14.11
R07640,2.7.7
R01318,2.3.1
R13258,3.1.1
R05658,3.3.2
R09723,3.2.1
R00499,3.4.13
R10520,1.1.1
R12665,5.3.1;4.2.1
R05842,3.8.1
R02489,4.1.1
R03119,1.2.1;1.4.1;1.1.1
R04208,6.3.3
R11891,2.7.4;2.7.1
R12783,5.3.1
R06963,5.5.1
R00742,6.4.1
R10892,6.3.2;2.7.1
R10451,2.1.1
R05355,1.14.12;1.1.1
R05175,5.1.3
R07657,1.13.11
R09134,5.5.1
R12488,2.8.3;4.2.1
R07477,1.5.1;1.3.1;1.1.1
R13127,
R09672,3.5.1
R11602,2.5.1
R02929,6.3.3;2.7.1
R12575,3.6.1;2.7.1
R02580,1.1.1
R04396,2.1.1
R01962,5.3.1
R11539,3.5.1
R04182,2.4.1
R09627,4.2.3
R01754,2.7.1
R00794,1.14.13;1.17.1;1.1.1
R10731,
R09242,1.14.13;1.1.1
R09881,3.6.1;2.7.7
R04077,2.1.1
R12578,1.5.4
R11941,3.6.1
R09970,4.2.3
R11937,2.4.1
R08632,4.4.1
R01394,5.3.1;4.2.1;2.6.1
R07601,
R12244,1.21.98
R02560,5.1.3
R07647,4.2.3
R07532,4.2.1;5.5.1
R00087,3.6.1;2.7.1
R08272,3.5.4
R03459,3.5.4
R08283,1.14.13;1.1.1
R04954,5.3.99;5.3.3
R12003,5.3.3;5.5.1
R13241,3.6.1
R10532,4.2.1;5.3.1
R04026,3.5.1
R07070,
R12285,2.5.1
R00952,2.4.1
R11565,4.2.1
R12729,3.1.4
R11377,1.11.1;1.10.3
R07379,3.1.1
R01023,2.3.1
R04457,
R00637,1.4.3
R00805,3.1.3
R08897,2.6.1
R03222,
R09574,4.2.3
R01317,3.1.4
R07626,2.4.2
R12443,2.1.1
R05650,5.99.1;1.13.11
R04218,2.5.1
R01627,4.2.1
R00880,1.1.1
R00159,2.7.7
R10007,4.2.3
R08941,3.1.6
R12046,2.4.1
R02735,5.1.3
R05691,1.1.1
R04259,5.5.1
R08091,2.3.1
R07649,4.2.3
R01739,1.3.1;1.1.1
R08878,1.3.1;1.1.1
R02603,3.7.1
R00626,3.1.3
R08276,
R01069,4.1.2
R01113,1.20.4;1.8.4
R12304,
R13112,5.3.99
R01293,1.14.13;1.14.12;1.1.1
R07780,
R02401,1.2.1;1.1.1
R13142,3.8.1
R02868,2.7.1
R09897,4.2.3
R02181,3.6.1
R04020,3.5.5
R06797,2.3.1
R13239,3.1.1
R07954,1.3.1;1.1.1
R05553,
R10362,1.14.13;1.1.1
R05075,2.3.1
R00155,3.6.1;3.1.3
R10446,1.14.11
R05341,5.5.1
R13286,1.7.1;1.14.13;1.1.1
R03826,1.1.1
R11868,5.4.99
R11495,4.1.1
R12420,4.2.1
R09598,6.3.5
R02789,2.4.1
R01684,2.6.1
R07990,5.5.1
R08624,4.2.1;4.1.2
R12431,2.3.1
R09219,1.2.1;1.3.1;1.1.1
R12146,1.1.1
R11616,1.1.1
R11463,3.3.2
R10278,2.3.1
R12117,2.3.1
R00462,4.1.1
R01489,4.1.1
R09771,3.1.3
R05111,2.4.1
R10840,
R03625,2.4.1
R05797,3.1.1
R01092,2.7.1
R04591,6.3.2
R05721,1.13.11
R06201,3.2.1
R01358,2.3.1
R02907,4.2.1
R05531,3.2.1;2.4.1
R06885,
R12392,5.5.1
R03286,6.3.4;6.3.2;2.7.1
R10815,2.7.7
R10835,2.4.1
R04237,2.1.1
R10758,6.2.1;2.3.1
R01096,1.1.1
R07001,1.14.13;1.1.1
R11517,2.5.1
R11622,3.5.1
R04548,2.4.1
R05697,
R03950,
R10580,3.2.1;2.4.1
R02737,2.4.1
R04022,2.3.1
R11466,3.1.8
R03887,
R00543,
R11533,2.1.1
R11382,1.14.13
R05230,3.1.1
R05574,3.5.4
R09824,2.6.1
R04115,1.3.1;1.1.1
R02360,3.2.1
R11307,2.4.1;3.2.1
R09628,4.2.3
R02297,2.4.2
R11775,3.6.1;2.7.1
R07764,
R09314,
R12207,2.4.2;2.4.1
R00031,
R10296,2.4.1;3.2.1
R12739,
R08197,
R04450,3.5.1
R12970,3.2.1
R12768,2.5.1
R10288,4.2.1
R09244,2.5.1
R05283,1.2.1;1.1.1
R02421,2.4.1
R05132,3.1.3
R03364,3.1.3;3.2.1
R02161,3.1.1
R02340,4.1.2
R08164,2.4.1
R11878,5.5.1
R01946,2.3.1
R08628,4.2.1;4.1.2
R05499,5.1.3
R07724,2.1.1
