Reaction ID,SelenzymeRF
R10292,2.4.2.51;2.4.2.50;2.4.1.297;2.4.1.254;2.4.1.239;2.4.1.236;2.4.1.91;2.4.1.273;2.4.1.-|2.4.1.298;2.4.1.300;2.4.1.22;2.4.1.351;2.7.1.69;2.4.1.87;2.4.1.338;2.4.1.-|2.4.1.284;2.4.1.38|2.4.1.90;2.4.1.-|2.4.1.301;2.4.1.238;2.4.1.238|2.4.1.249;2.4.1.-|2.4.1.285;2.4.1.159;2.4.1.69;2.4.1.13
R10469,4.1.99.20|4.3.3;4.1.2|4.1.2.56;2.5.1.54|2.5.1.55
R00710,1.2.1.3|1.2.1.5;1.2.1.32|1.2.1.85;1.2.1.23;1.1.1.312|1.2.1.60;1.2.1.48;1.2.1.28|1.2.1.7;1.1.1.337|1.1.1.375
R09251,2.5.1.87|2.5.1.91;2.5.1.-|2.5.1.31;2.5.1.85;2.5.1.89;2.5.1.-|2.5.1.84|2.5.1.85;2.5.1.86;2.5.1.82;2.5.1.-|2.5.1.30;2.5.1.88;2.5.1.81;2.5.1.83;2.5.1.90;2.5.1.20;2.5.1.142;2.5.1.142|2.5.1.92;2.5.1.10
R03898,4.2.1.35;4.2.1.114;4.3.1.2;4.2.1.148;3.5.1.3;1.1.3.15;1.1|1.1.1|1.1.1.27|1.1.1.272|1.1.1.28
R08237,2.4.2.1|2.4.2.15|2.4.2.28
R12683,4.99.1.1;1.14.99.58;1.14.99.48;2.1.1.342;1.14.99.57;1.14.14.18;1.14.99.3;4.99.1.9
R02227,2.7.1.163;6.3.5.9;2.7.1.119;3.6.1.21|3.6.1.9
R13189,2.7.11.7;3.2.1.169;6.3.5.9;3.2.2.19;3.2.2.24;3.6.1.21|3.6.1.9
R03094,2.4.1.195;2.4.1.238;2.4.1|2.4.1.-|2.4.1.298;2.4.1.35;2.4.1.17|2.4.1.95;2.4.1.91;2.4.1.239;2.4.1.111;2.4.1|2.4.1.297;2.4.1.170;2.3.1.72;5.4.2.2
R00928,2.8.3.8;2.8.3.10;2.8.3.1|2.8.3.8;2.8.3.-|2.8.3.8|2.8.3.9;2.1.3.1;1.3.8.7|1.3.8.8;1.3.8.1;4.2.1.17;4.2.1.-|4.2.1.134
R07796,2.8.3.17;4.2.1.175;1.3.8.7|1.3.8.8;4.2.1.17;4.2.1.-|4.2.1.134
R12298,1.14.12.22;1.14.14.153;2.3.1.230;1.14.18.1;1.14.13.242;1.3.8.1;1.11.1.16;2.6.1.63|2.6.1.7;1.14.13.210;1.2.99.7;1.14.19.76;1.1.1.328;1.14.14.1
R02473,6.3.5.9;3.6.1.21|3.6.1.9
R12879,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.240;1.14.13.84;1.14.13.2|1.14.13.33;1.14.13.223;1.14.13.87;1.14.14.43|1.14.14.45;1.14.14.1|1.14.14.25
R12686,1.4.3.26;3.4.21.62;3.4.17.12;3.5.1.1;3.5.2.16;1.6.5.2;1.10.5.1
R11426,1.3.1.112;1.3.1.77;1.6.5.4;1.11.1.1|1.11.1.2;1.7.1.2|1.7.1.3;1.7.1.14;1.14.13.-|1.14.13.148|1.14.13.M46;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.14.12.17;1.6.6.9|1.7.2.3;1.12.1.2|1.12.1.5
R09417,3.3.2.9;1.14.14.1
R12188,4.4.1.13;4.1.99.1|4.4.1.1|4.4.1.3;4.3.1.15;2.3.1.80;3.5.1.114|3.5.1.14;3.4.11.1|3.4.11.2|3.4.11.23|3.4.13.-
R12329,6.2.1.20;3.1.2.14|3.1.2.21;6.2.1.47;1.2.1.80;2.3.1.184;2.3.1.15
R12941,6.3.2.3;2.5.1.18|2.5.1.75
R00483,3.5.1.1;6.3.5.4;3.5.1.3;3.6.1.5;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
R06978,2.3.1.180
R01377,4.1.1.-|4.1.1.43|4.1.4.3;1.13.11.27;4.1.1.109;4.1.1.1|4.1.1.7;4.1.1.43|4.1.1.74;2.6.1.7;4.1.1.90;2.3.1.230;1.14.12.13;2.3.1.146;4.1.1.119;2.5.1.74;2.3.1.180
R03390,2.3.1.101;2.1.1.258;2.1.1.245;2.1.1.86;1.2.7.12;4.2.1.147|4.3.-.-;1.2.7.4|1.2.99.2|2.1.1.-|2.3.1.-|2.3.1.169
R11340,1.14.11.52;1.13|1.13.12.19;1.13.12.24;1.2.2.4;1.13.12.6;1.13.11.27;1.14.12.1;1.13.11.46;1.13.11.83;1.14.11.54;1.14.11.51;1.14.11.53;1.14.11.33;1.14.11.27;1.14.11.65;1.14.11.68;1.14.11.66
R10303,2.4.1.325;2.7.8.46;2.4.1.-|2.4.1.289;2.4.1.-|2.4.1.291;2.4.1.-|2.4.1.292;2.7.8.13
R02930,3.1.2.6
R09752,2.7.7.69;2.7.7.69|2.7.7.78;2.7.7.22|2.7.7.69;2.7.7.91;5.4.2.2;2.7.7.13;2.7.7.27
R06110,3.2.1.85;3.2.1.101;3.2.1.3;2.4.1.25;3.2.1.33;3.2.1.22
R03503,2.7.6.3;2.7.1.20|2.7.1.74;3.6.1.5;3.6.1.21;2.7.1.21
R03688,4.2.1.90;4.2.1.68;4.2.1.67;4.2.1.8;4.2.1.68|4.2.1.7;4.2.1.146|4.2.1.68
R11143,3.6.1.5;6.3.2.14;6.3.2.39;3.6.1.23
R11143,3.6.1.5;6.3.2.14;6.3.2.39;3.6.1.23
R08667,4.4.1.-|4.4.1.13;2.7.3.9;4.3.1.15;3.4.13.23;4.4.1.3;4.1.99.1|4.4.1.1|4.4.1.3
R10539,1.14.11.44;1.14.11.43;1.13|1.13.12.19;1.13.12.24;1.13.12.6;1.13.11.27;1.14.11.22;1.14.12.1;1.7.3.3;1.13.11.46;1.3.3.3
R01621,4.1.2.22|4.1.2.9;2.2.1.1;4.3.3.6
R03177,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R12559,3.6.1.57;2.7.4.6
R04339,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R01930,1.8.99.5;3.1.6.1;3.1.6.19;2.5.1.47;1.8.2.1|1.8.3.1;3.1.6.20;1.11.1.19
R11150,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.69;1.14.13.223;1.14.12.-|1.14.12.10;1.14.13.210;1.6.5.4;1.14.13.87;1.14.13.84;1.14.13.113;1.11.1.1|1.14.12.17
R02769,2.5.1.54|2.5.1.55
R03393,2.7.7.91;2.7.8.11;3.1.3.57|3.1.3.7;3.1.4.43|4.6.1.13;3.1.3.62;2.7.1.25
R11266,1.6.5.4;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R02011,4.2.3.117;4.2.3.116;2.5.1.39
R00483,3.5.1.1;6.3.5.4;3.5.1.3;3.6.1.5;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
R06207,4.2.99.22;4.2.99.23;2.7.1.199;2.7.1.191|2.7.1.69;2.7.1.204;2.7.1.147;2.7.1.1|2.7.1.2
R10075,1.2.1.95;1.2.1.106;1.2.1.-|1.2.1.103|1.2.1.ag;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39;1.2.1.50;1.2.1.80;1.8.1.9
R01870,2.4.2.10
R02925,1.14.14.34|1.14.14.5|1.14.14.ah;1.1.1.12|1.1.1.14;1.1.1.15;1.1.1.16;1.1.99.3;1.1.1.289;1.3.8.2;1.1.5.3|1.1.99.5
R06976,2.7.3.5;2.7.1.40;3.6.1.21;3.6.1.5
R01054,2.7.7.96;3.6.1.-|3.6.1.13|3.6.1.21|3.6.1.53;2.7.1.15;2.7.7.2;2.7.1.1
R02430,2.7.1.1;2.7.1.26;2.7.1.1|2.7.1.55;2.7.1.60
R06831,1.14.12.-|1.14.12.26;1.3.1.119|1.3.1.19|1.3.1.an;1.14.13.69;1.14.13.25;1.14.13.26;1.14.12.12;1.14.12.18;1.1.1.345;1.1.1.337|1.1.1.375;1.1.1.21;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R13305,2.6.1.1;2.6.1.21;2.6.1.83
R05354,1.3.1.19;1.3.1.87;1.6.5.4;1.3.1.119|1.3.1.19;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.12.1.2|1.12.1.5;1.6.6.9|1.7.2.3
R00733,1.3.1.43;1.3.1.121;1.6.3.2;1.3.1.78|1.3.1.79;1.6.5.4;1.4.1.27;1.5.1.6;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R12734,2.3.1.180
R07945,1.14.14.-|1.14.14.1
R07779,1.14.13.50|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8
R02478,2.4.1.17;2.4.1.173;2.4.1.192;2.8.2.15;2.4.1.52;2.4.1.-|2.4.1.254;2.4.1.276;2.4.1.368|2.4.1.dx;2.4.1.364|2.4.1.dt;2.4.1.367;2.4.1.350;2.4.1.324;2.4.1.-|2.4.1.323;2.4.1.210;2.4.1.366|2.4.1.367|2.4.1.dv;2.4.1.38|2.4.1.90
R04051,2.6.1.1;2.6.1.57;2.6.1.15;2.6.1.52
R07242,2.1.1.154;2.1.1.-|2.1.1.338;2.1.1.104;2.1.1.68;2.1.1.240;2.1.1.336;2.1.1.128;2.1.1.169|2.1.1.68;2.1.1.6;2.1.1.42;2.1.1.146|2.1.1.279;2.1.1.267;2.1.1.149|2.1.1.169|2.1.1.267|2.1.1.76;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.114;2.1.1.283;2.1.1.116|2.1.1.121;2.1.1.109;2.1.1.212;2.1.1.222
R11199,2.3.1.248;2.3.1.110;2.3.1.249;2.3.1.215;2.3.1.153;2.3.1.64;2.3.1.133;6.2.1.12;2.3.1.196;2.3.1.180
R12198,2.3.1.241;2.3.1.251;2.4.2.43;2.3.1.-|2.3.1.85|2.3.1.86|4.2.1.59
R04641,3.6.1|3.6.1.9
R02428,1.1.1.179|1.1.1.376;1.1.1.175|1.1.1.376|1.1.1.46;3.1.1.15;1.1.1.117|1.1.1.179|1.3.1.20;1.1.1.107|1.1.1.116|1.1.1.122;1.1.99.28;5.1.3.31;5.1.3.30|5.1.3.31;1.1.1.370;1.1.1.121;3.2.1.7;1.1.1.346;2.4.1.140;3.1.1.17;2.4.1.13;1.1.99.35;2.7.1.3;2.7.1.11|2.7.1.3
R03429,2.7.1.159;3.1.3.36;2.7.1.127|2.7.1.159;2.7.1.40
R11942,3.2.1.206;2.4.1.25;3.2.1.74;3.2.1.20|3.2.1.70;2.3.1.72;3.2.1.21|3.2.1.25|3.2.1.74
R05684,1.1.1.124|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8
R00265,1.3.1.8;1.3.1.38;1.1.1.36;1.3.1.34;1.3.1.44;1.6.3.2;1.1.1.330;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R12329,6.2.1.20;3.1.2.14|3.1.2.21;6.2.1.47;1.2.1.80;2.3.1.184;2.3.1.15
R09911,5.4.99.51;5.4.99.46;5.4.99.57;5.4.99.34;5.4.99.50;5.4.99.55;5.4.99.49;5.4.99.39;5.4.99.36;5.4.99.40;5.4.99.41;5.4.99.35;5.4.99.8;5.4.99.32;5.4.99.33;5.4.99.52;5.4.99.47;5.4.99.48;4.2.1.125;5.4.99.7;5.4.99.56;4.2.1.124;5.4.99.31;5.4.99.17;1.14.14.17;5.4.99.53;4.2.1.123;5.4.99.37;5.4.99.38;5.4.99.65;1.3.1.96|2.5.1.21
R03828,3.6.1.62;2.7.7.50;4.6.1.2
R07250,2.3.1.-|2.3.1.217;2.3.1|2.3.1.-|2.3.1.74;2.3.1.207;2.3.1.159|2.3.1.74;2.3.1.180
R11862,6.3.1.9;2.3.2.4|4.3.2.9;3.5.1.130|3.5.1.ai;2.3.2.2;2.3.2.19;3.4.13.18|3.4.13.4;3.5.1.12;2.6.1.57;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;4.1.1.95;1.8.1.12;2.6.1.-|2.6.1.11
R09946,2.7.1.163;2.7.7.91;6.3.5.9;2.7.4.10;2.7.1.157|2.7.1.162;3.6.1.21|3.6.1.9
R05114,2.4.99.8;2.4.99.2|2.4.99.4;2.4.99.1;2.4.99.9;2.4.99.6;3.2.1.18
R09552,1.1.99.36;1.1.5.5;1.1.2.8;1.11.1.6;1.1.2.7
R10105,1.2.1.-|1.2.1.83;1.6.5.4;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R06690,1.14.13.181;1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.237;1.14.13.88;1.14.13.240;1.14.14.1
R03438,2.3.1.23|2.3.1.63;2.3.1.62;2.3.1.51;2.3.1.26;2.3.1.180
R11926,3.1.2.20;6.2.1.7;6.2.1.2;6.2.1.33;6.2.1.30;6.2.1.17;6.2.1.12
R09613,2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.149;2.1.1.114;2.1.1.201
R03032,1.1.1.124|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8
R02631,2.7.1.204;2.7.1.-|2.7.1.69;2.7.1.191|2.7.1.69;2.7.1.199;2.7.1.205;2.7.1.193|2.7.1.69;2.7.1.207;5.4.2.2;5.4.2|5.4.2.2|5.4.2.7
R02349,1.14.13.-|1.14.14.-|1.14.14.1
R03592,1.1.1.218;1.1.1.218|1.1.1.247;1.6.5.4;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R00421,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R07376,4.1.1.65
R10242,1.3.1.-|1.3.1.22;1.3.1|1.3.1.3;1.1.1.213|1.1.1.50|1.3.1.-|1.3.1.3|1.3.1.M16|1.3.99.6;1.1.1|1.3.1.22|1.3.1.3|1.3.99.5;1.1.1|1.1.1.145|5.3.3.1;1.3.1.114;1.6.3.2;1.6.5.4;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R02119,2.4.2.40;2.4.2.51;2.4.1.159;2.4.1.17;2.4.1.-|2.4.1.118;2.4.1.111;2.4.1.35;2.4.1.91;2.4.1.170;2.4.1.63;2.4.1.210;2.4.1.236;2.4.1.87;2.4.1.239;2.4.1.15
R05757,2.1.1.285;2.1.1.163
R00434,3.6.1.-|3.6.1.19;2.7.4.6
R05635,1.14.99.1;1.14.14.1;1.14.14.14
R13133,3.7.1.9;3.7.1.8;1.8.98.2;1.1.3.15;1.3.5.2;1.1.3.38
R08190,2.3.1.301;6.2.1.3;2.3.1.41;2.3.1.207;2.3.1.26;2.3.1.23
R05864,4.1.1.77;4.2.1.80;4.1.1.68;2.6.1.57;3.7.1.9;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R12749,2.5.1.78
R02489,4.1.1.55;1.2.5.3;1.14.13.1;1.14.13.64;1.14.12.13;4.1.1.74;4.1.1.91;4.1.1.83;2.5.1.74;1.10.3.2
R11051,1.1.1.-|1.1.1.384;1.6.5.4;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R10016,2.1.1.90;2.1.1.-|2.1.1.258|2.3.1.169;2.1.1.245;1.14.15.38;1.14.14.1
R00669,1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
R03178,4.1.1.-|4.1.1.75;4.1.1.1|4.1.1.7;1.14.11.17;1.14.11.27;1.14.11.65;1.14.11.27|1.14.11.65|1.14.11.67;1.14.11.68;1.14.11.66
R10350,1.14.13.225|1.6.3.1;1.14.12.17;1.6.3.5;1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3
R10442,3.6.1.5;3.1.3.97;3.6.1.15|3.6.1.5
R01064,2.5.1.54|2.5.1.55
R02465,4.2.2.1;2.4.1.226;2.4.1.225;4.2.2.20|4.2.2.5;3.2.1.97;4.2.2.9;5.1.3.19;5.1.3.36;2.8.2.5;2.8.2.35;2.8.2.17;4.2.2.11|4.2.2.3
R04024,2.3.1.118;2.3.1.180
R01914,1.4.3.13;1.4.3.4;1.1.3.20;1.8.3.5;1.4.3.21;1.1.3.13;1.1.3.7;1.7.3.1;1.5.3.13;1.1.3.41;1.4.3.10|1.4.3.12|1.4.3.22|1.4.3.4|1.4.3.5|1.4.3.8
R03996,2.7.4.6
R03095,3.6.1.5;6.3.2.20;2.7.1.40;2.1.3.3|6.3.5.5
R02238,3.6.1.5;2.7.1.40;6.3.4.3
R01739,1.1.1|1.1.1.215;1.6.5.4;1.1.1.21;1.1.1.346;1.11.1.1|1.11.1.2;1.6.3.2;1.1.1.45;1.12.1.3|1.12.1.5;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R00635,1.2.3.1;1.4.3.2;1.1.3.15;1.4.3.3
R07279,2.7.1.64;2.7.1.40;3.1.4.3;3.1.3.25
R08404,5.4.2.2;2.7.1.204;5.4.2|5.4.2.2|5.4.2.7
R12995,2.4.1.363|2.4.1.ds;2.4.1.367;2.4.1.364|2.4.1.dt;2.4.1.13;2.4.1.14;2.4.1.63;1.11.1.13|1.16.3.-|2.4.1.25|2.4.1.63|2.4.1.8|3.2.1.20|4.2.1.131
R01941,1.2.1.44;1.3.1.8;1.3.1.38;1.3.1.34;1.3.1.44;1.1.1.36;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.6.5.4;1.3.1.93;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R01385,1.1.1.136;2.6.1.-|2.6.1.34;5.1.3.6;1.1.1.22;4.1.1|4.1.1.35;3.6.1.45;5.1.3.2
R12821,2.7.8.41;3.6.1.26;2.7.8.46;2.7.8.14;2.7.8.12;2.7.8.1;2.4.99.12|2.4.99.13;2.4.99.1;2.4.99.3;2.7.1.108;2.4.99.8;2.4.1.60;2.7.7.41
R00892,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R07295,2.3.1.26;4.2.1.17;4.2.1.-|4.2.1.134
R02709,3.2.1.-|3.2.1.21
R10470,6.3.3.5;3.6.1.5;2.7.1.40;3.5.1.54
R01669,6.3.2.17;1.5.1.3;1.5.1.3|1.5.1.33;2.4.99.6;1.2.1.106
R06131,1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.4.99.6;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7
R03478,2.7.4.21;2.7.1.40;2.7.1.159;2.7.1.140|2.7.1.151;3.1.3.62
R00846,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.4.3.19|1.4.3.3;1.14.13.-|1.17.3|1.17.3.-|1.17.3.2
R00004,6.3.4.2
R05087,4.1.1.17;2.3.1.37;1.1.1.417;4.1.1.105;4.1.1.65
R07499,1.3.1.72;1.14.13.72;1.11.1.1|1.11.1.2;1.7.1.2|1.7.1.3;1.12.1.3|1.12.1.5;1.7.1.14;1.6.3.2;1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.12.1.2|1.12.1.5
R10041,1.14.14.44;1.14.14.45;1.14.14.44|4.3.1|4.99.1.7;1.14.14.40;1.14.14.43|1.14.14.45;1.1.1.1|1.1.1.90;1.1.99.36
R00325,4.1.3.22;2.3.1.182|2.3.3.13
R03901,2.6.1.57;3.5.1.114;4.4.1.13;3.5.1.114|3.5.1.14;3.4.11.1|3.4.11.2|3.4.11.23|3.4.13.-
R05626,2.4.2.43;2.5.1.89;6.3.5.9;2.7.1.26;2.7.1.21
R12124,3.1.3.95;3.1.3.64;3.1.3.25|3.1.3.36;3.1.3.64|3.1.3.67;3.1.3.36|3.1.3.86;2.5.1.57;2.7.4.27
R09109,1.1.1.71;1.14.14.145;1.2.1.5;1.14.14.111;1.14.14.86;1.14.14.14;1.14.14.1
R09598,3.6.1.5;2.7.1.40;6.3.5.9
R03464,3.5.4.-|3.5.4.27;1.8.98.3;1.1.1.271|5|5.-.-.-;1.3.8.2;5.1.1.23|5.1.1.e;5.1.3.2;1.5.98.1;1.12.98.2;1.11.1.7
R10395,4.2.1.114;2.3.3.-|2.3.3.17;2.3.3.13|4.1.3.-
R02303,2.7.4.6
R10740,1.13|1.13.12.19;1.13.12.24;1.2.2.4;1.13.12.6;1.13.11.27;1.13.11.46;1.14.12.1;1.14.11.27|1.14.11.65;1.14.11.27|1.14.11.65|1.14.11.67;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67;1.7.3.3
R08969,2.7.8.27;3.1.4.12;3.5.1.23;3.2.1.46|3.2.1.62;3.2.1.45|3.2.1.62;3.1.4.3;3.1.3.-|3.1.3.4
R02367,2.3.1.76;2.3.1.135;2.3.1.207;2.3.1.-|2.3.1.86;2.3.1.225
R02387,2.3.1.118|2.3.1.5;2.3.1.180
R08958,1.1.1.149|1.1.1.62;1.1.1.149;1.1.1.51;1.1.1.149|1.1.1.357;1.1.1.53;1.1.1.149|1.1.1.210|1.1.1.357|1.1.1.51|1.1.1.62;1.3.1.22;1.6.3.2;1.6.5.4;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.270
R08294,1.14.13.-|1.14.14.-|1.14.14.1
R11089,2.3.1.184;2.5.1.43;4.4.1.14;2.5.1.128;2.5.1.127;2.5.1.-|2.5.1.104;2.5.1.79;2.5.1.16|2.5.1.22|2.5.1.79
R12921,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.223;1.6.5.4;1.14.12.-|1.14.12.10;1.14.13.246;1.14.13.26;1.14.13.87;1.14.13.113;1.14.18.9;1.14.13.225
R08894,2.4.1.212;2.4.1.123;2.4.1.-|2.4.1.283;2.4.1.187;2.4.1.239;2.4.1|2.4.1.297;2.4.1.-|2.4.1.301;2.4.1.250;2.4.1.272;2.4.1.365;2.4.1.356;2.4.1.-|2.4.1.285;2.4.1.180
