Reaction name,SIMMER pred
R10549,1.1.1
R10282,5.1.3
R09915,5.4.99
R09776,2.7.4;2.7.1
R10837,2.4.2
R08559,3.1.7;3.1.3
R02599,2.7.7;2.4.1
R08632,4.4.1
R10851,1.14.13;1.1.1
R06865,
R06420,1.3.1;1.1.1
R01371,1.1.1
R10857,5.3.2
R03601,2.5.1
R11495,4.1.1
R05363,3.7.1
R10133,3.5.99
R10892,6.3.2;2.7.1
R10290,2.4.2;2.4.1
R13112,5.3.99
R11094,3.5.4
R09798,
R07711,1.14.13;1.1.1
R01036,1.2.1;1.1.1
R02740,5.3.1
R12481,
R03801,3.2.1;2.4.1
R08198,1.1.1
R05585,5.4.1
R00844,1.3.1;1.1.1
R07971,1.5.1;1.3.1;1.1.1
R07447,1.3.1;1.14.13;1.1.1
R08280,3.4.13;3.5.1
R03772,3.1.1
R12741,
R11953,2.1.1
R10850,2.4.1
R06819,2.4.1
R00870,1.1.1
R07113,3.8.1
R10849,3.2.1
R05396,1.5.1;1.1.1
R07839,5.3.2
R05218,3.5.1;3.5.4
R00088,3.5.4
R02167,3.1.3
R06909,1.14.12;1.3.1;1.1.1
R09189,2.1.1
R06098,3.1.4
R07303,3.5.1
R01096,1.1.1
R08635,2.1.1;2.6.1
R07147,1.1.1
R11173,3.1.3
R07478,1.3.1;1.1.1
R08864,1.13.11
R00708,1.1.1
R12817,
R06356,5.3.3
R06602,5.4.4
R01574,1.1.1
R08304,1.14.13;1.1.1
R05437,1.14.13;1.14.12;1.1.1
R00827,2.1.1
R05222,2.7.7;3.5.1
R00540,3.5.5
R05554,3.5.3;3.5.99
R05720,1.13.11
R11724,1.1.1
R04890,1.4.3
R00710,1.14.12;1.17.1;1.1.1
R03971,3.5.1
R12801,3.4.13;3.5.1
R04315,5.4.99
R02705,2.7.1
R03857,
R13007,
R09886,4.2.3
R03018,2.7.1
R07856,5.5.1
R00197,
R12241,3.1.1
R00841,3.1.3
R05413,1.13.11
R08201,6.4.1;2.7.1
R06392,3.1.1
R13319,6.3.1
R00584,3.1.3
R01717,5.3.2
R12970,3.2.1
R09608,4.2.3
R13291,1.5.1;1.1.1
R04736,5.1.3
R08383,1.3.1;1.1.1
R02982,2.1.1
R11792,3.4.19
R00189,
R02709,2.4.1
R05721,1.13.11
R01862,3.5.1
R06846,1.3.1;1.1.1
R09563,1.20.4;1.11.1
R02341,3.2.2
R07185,1.14.11
R00775,3.5.4
R08529,3.1.4
R11462,2.8.3
R11310,5.4.2
R02377,1.2.1;1.1.1
R11156,1.14.13
R03493,4.2.1
R10358,1.14.13;1.1.1
R03537,3.1.4
R00789,1.14.13;1.1.1
R03396,1.1.1
R11008,1.1.1
R01644,1.4.1;1.1.1
R08550,1.2.1;1.14.13
R10152,1.11.1;1.10.3
R10170,4.2.1
R02516,1.14.13;1.1.1
R05635,
R08098,5.1.3
R00850,3.1.3;5.4.2
R11351,1.2.3
R05150,1.3.1
R06637,2.3.1
R03049,3.1.1
R11335,3.1.1
R10528,1.14.13;1.1.1
R12488,2.8.3;4.2.1
R05166,3.2.1;2.4.1
R03881,5.1.3
R07996,1.14.11
R09141,1.14.12;1.3.1;1.1.1
R10929,6.3.2
R10307,2.1.1
R10298,2.4.1;3.2.1
R08975,
R12672,4.2.3
R03720,2.3.1
R02954,1.5.1;1.1.1
R03620,3.5.1
R01600,2.7.1
R01205,2.4.1
R02625,6.3.4
R10470,6.3.4;2.7.1
R01663,3.5.4
R11589,
R09726,2.7.7
R05857,1.14.11
R02555,1.1.1
R06945,1.4.1;1.1.1
R11052,1.13.11
R06352,3.1.8
R03037,3.3.2
R05807,4.99.1
R07969,1.3.1;1.1.1
R11217,2.1.1
R11591,1.10.3
R06912,1.13.11
R09676,2.4.1
R09680,3.5.1
R12038,
R10847,5.5.1
R11997,2.4.1
R07181,1.14.13;1.1.1
R08109,1.14.12;1.3.1;1.1.1
R02279,4.1.2;4.2.1
R04507,2.3.1
R09684,3.1.7;4.2.3
R10869,3.6.1
R01506,1.13.11
R06272,1.3.1
R13372,2.4.1
R12236,1.14.12;1.3.1;1.1.1
R04611,3.4.17;3.4.16
R12466,2.3.1
R05213,2.1.1
R10039,3.2.1
R12359,1.1.1
R12997,1.1.1
R03835,2.1.1
R06811,2.4.2;2.4.1
R10003,6.2.1;2.3.1
R03791,5.1.3
R04091,
R02581,1.14.13;1.1.1
R02628,
R11903,3.5.1
R05289,1.1.1
R11932,4.1.1
R07729,2.4.1
R00259,2.3.1
R12420,4.2.1
R13302,2.5.1
R10974,2.8.3
R02997,3.1.1;3.2.1
R10276,4.2.3
R10959,2.1.1
R02003,2.5.1;4.2.3
R07415,1.4.3;1.5.3
R04957,3.1.1
R11338,1.2.1;1.1.1
R09663,3.2.1
R06921,1.13.11
R08468,2.1.1
R11857,4.2.3
R10817,
R11911,1.5.1;1.14.13;1.1.1
R09371,2.1.1
R00704,1.14.13;1.14.12;1.1.1
R04586,2.4.1
R10672,1.2.1;1.5.1;1.1.1
R08705,1.1.1
R04550,2.3.1
R06405,
R10257,2.4.2;2.4.1
R13236,2.1.1
R07826,
R03671,4.2.1;5.3.1
R01039,1.14.13;1.1.1
R04000,2.8.3
R09523,2.1.1
R01469,1.4.3
R05764,2.1.1
R04922,3.2.1
R05796,
R08035,3.5.99
R03840,2.7.1
R06804,2.4.2;2.4.1
R04785,3.1.1
R11197,1.14.12;1.1.1
R11045,2.1.1
R11834,4.2.3
R11103,5.1.3
R07539,4.2.1;5.5.1
R01169,2.1.1
R02076,1.13.11
R06556,5.5.1
R09458,5.3.3
R02847,1.2.1;1.14.13;1.3.1
R13306,5.3.3
R05558,3.5.4
R09099,3.5.4
R07049,1.13.11
R05164,2.4.1
R01298,1.14.19;1.14.13;1.1.1
R04981,2.1.1
R08324,
R07500,2.5.1
R06110,
R07512,5.1.3
R04456,4.2.1
R02706,3.1.3
R05295,1.13.11
R10299,2.4.1;3.2.1
R01031,4.3.1;4.4.1
R10093,2.7.4;2.7.1
R12969,3.2.1
R02132,1.4.3
R05061,3.2.1
R04756,5.3.3
R11917,4.1.1
R07797,3.1.4
R08220,
R10522,
R11582,2.7.7
R02036,4.1.2
R11393,3.5.4
R02667,2.1.1
R08381,2.3.1
R02780,3.1.3
R10692,1.3.1
R07335,2.1.2;2.4.1
R04591,6.3.2
R11616,1.1.1
R12494,5.1.99;2.3.1
R05408,3.1.1
R09129,1.1.1
R05629,2.7.7;2.4.1
R09820,1.2.1;1.14.13;1.1.1
R08772,4.1.1
R11776,1.3.1;1.1.1
R08345,
R01064,4.1.2
R06888,1.1.1
R11107,1.14.13;1.1.1
R09567,1.3.1
R01969,2.4.2
R12585,
R05625,3.6.1;2.7.1
R02561,1.14.13;1.14.12;1.1.1
R10702,1.14.13;1.17.1;1.1.1
R08527,1.13.11
R06203,3.2.1
R11521,2.1.1
R13099,4.2.3
R08714,2.6.1
R01488,1.7.1;1.1.1
R01448,3.1.3
R10178,2.6.1
R07821,3.1.4
R00665,2.1.3
R01497,2.4.1
R07212,
R09332,2.4.1
R08314,3.3.2
R05100,
R02229,1.1.1
R02946,1.14.13;1.14.12;1.1.1
R01000,1.4.1;1.1.1
R04071,2.4.1
R04204,4.2.1
R08846,1.5.1;1.1.1
R02610,1.3.1;1.1.1
R06102,3.1.3
R03703,3.2.1
R01918,3.5.1
R02973,3.5.1
R00043,1.13.11
R04470,3.2.1
R12052,1.3.1;1.14.13;1.1.1
R01511,3.1.3
R00308,3.2.1
R05244,1.1.1
R11534,2.1.1
R07402,3.4.19
R04640,5.3.1
R05440,1.14.12;1.3.1;1.1.1
R10940,6.3.2
R04059,1.1.1
R02037,2.1.1
R06927,1.14.12;1.1.1
R11601,2.4.1
R13219,1.3.1;1.1.1
R01227,3.1.3
R03148,3.1.3
R07225,1.13.11
R00390,6.2.1;2.3.1
R02491,2.8.3
R09237,1.13.11
R03728,1.3.1;1.1.1
R00897,2.5.1
R03045,4.2.1
R04202,3.1.1
R04280,4.1.1
R12718,3.10.1;3.1.1
R11508,2.1.1
R02228,3.1.3
