reaction_id,EC Number,BEC-Pred,SelenzymeRF,SIMMER,Theia,BridgIT,E-zyme1,E-zyme2,MajorityVote,MajorityVoteCore4
R01155,2.6.1.29|2.6.1.82,2.6.1,2.6.1.29;2.6.1.36;2.6.1.19;1.14.11.17;2.6.1.82;2.6.1.-|2.6.1.76;2.6.1.48;2.6.1.-|2.6.1.116|2.6.1.af;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.6.1,2.6.1;1.4.1;1.2.-;4.1.2;4.1.1,2.6.1.29;2.6.99.2;2.7.8.29,2.6.1;1.4.3;1.4.1;1.4.9;1.4.99;1.4.7;1.4.2;4.3.1;1.13.12;4.1.1;1.14.11;2.-.-;2.4.2;1.4.5,2.6.1;2.6.1;1.4.1;2.6.1;1.5.1;4.4.1;1.4.3;1.4.3;1.4.1;1.5.1;1.4.1;4.4.1;4.4.1;2.6.1;2.6.1;1.4.3;1.4.3;2.6.1;1.4.1;1.4.99;1.4.1;2.6.1;1.4.1;4.4.1;4.4.1;4.4.1;1.4.3;4.3.1,2.6.1,2.6.1
R12248,3.1.1.104,3.1.1,3.1.1.104|3.1.1.25;1.1.1.116|1.1.1.117;1.1.1.117;1.1.1.113;1.1.1.376|1.1.1.46;1.1.1.424;3.1.1.31;1.1.1.179|1.1.1.376;1.1.1.175|1.1.1.376|1.1.1.46;5.1.3.40;1.1.1.351|1.1.1.44,3.1.1,3.1.1;3.7.1;3.1.2;3.5.1;3.1.8,1.14.18.5;1.14.11.56;1.14.15.16;1.14.19.2;1.10.3.1;1.14.13.229;1.14.12.10;1.14.14.1;1.2.3.9;1.14.16.1;1.14.99.46;1.14.21.11,3.1.1;2.5.1;1.1.1;2.3.1;3.7.1;6.1.1;6.1.2;2.1.1,3.1.1;3.1.1;3.1.1;3.1.1;1.2.1;3.1.1;1.1.3,3.1.1,3.1.1
R06908,2.3.1.-,2.3.1,2.3.1|2.3.1.-|2.3.1.16,2.3.1,2.3.1;2.8.3;5.4.99;3.1.2;1.2.1,2.3.1.16;2.1.2.3;6.2.1.11;2.3.3.14;2.3.2.19;1.2.1.95;2.1.3.12;6.1.2.2;6.3.4.10;6.3.1.20,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,2.3.1;3.1.2;2.3.1;6.2.1;3.1.2;6.2.1;6.2.1;2.3.1,2.3.1,2.3.1
R00181,3.5.4.6|3.5.4.17,3.5.4,2.1.1.67;2.3.1.24;2.3.1.26;2.3.1.76;6.3.5.9;3.6.1.-|3.6.1.19;2.4.99.20;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;3.5.4.5,3.5.4,3.5.4;3.5.99;3.3.1;3.4.17;1.11.1,3.5.4.4;2.1.2.3;3.5.99.6;4.3.2.4;3.5.2.17;3.5.1.26;3.5.3.22;3.8.1.8;3.4.14.13;2.3.2.2;3.4.17.21;4.2.1.48;3.4.19.13;3.4.13.22;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.5.5.1;3.1.1.1;3.4.11.1;3.13.1.6;1.2.7.12,3.5.4;6.3.5;6.3.4;3.5.99;2.1.2,3.5.4;3.5.4;3.5.4;6.3.5;6.3.5;3.5.4;3.5.4;1.1.1;1.7.1;1.1.1;3.5.4;3.5.4;6.3.4;1.17.1;1.17.3;1.17.1;1.17.3;1.17.3;1.17.3;1.14.14;3.5.4;3.5.4;3.5.4;3.5.4;3.5.4;3.5.4;3.5.4;2.4.2;3.5.4;3.5.4,3.5.4,3.5.4
R00484,3.5.1.7,3.5.1,3.5.1.54;4.1.1.90;3.5.1.116|3.5.3.19;2.3.1.180,3.5.3;3.5.1,3.5.1;3.5.3;3.4.19;3.4.17;4.3.2,3.5.1.7;3.5.3.14;4.2.1.48;3.4.13.22;3.5.5.4;2.3.2.2;3.4.11.1;3.4.17.21;3.5.2.11;3.4.14.13;3.13.1.6;3.4.19.13;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;1.2.7.12;3.1.1.1;3.5.4.16;3.5.99.6;3.8.1.8;2.1.2.3;4.3.2.4,3.5.99;3.5.4;6.3.4,3.5.99;5.3.2;5.3.2,3.5.1,3.5.1
R09774,2.4.2.43,2.4.2,2.4.2.43;2.5.1.-|2.5.1.31;2.5.1.89;2.7.8.42;2.3.1.241;2.3.1.251,2.4.2;2.4.1,2.4.2;2.4.1;5.1.3;2.7.7;5.4.2,2.4.99.12;2.4.1.92;2.4.2.34,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.2;2.4.2,2.4.2,2.4.2
R10596,2.4.1.312,2.4.1,2.4.1.-|2.4.1.285;2.4.1.-|2.4.1.283;2.4.1.250;3.2.1.4,2.4.1,2.4.1;3.2.1;2.7.7;5.4.99;2.4.2,2.1.2.13;2.1.1.324;2.1.3.2;2.3.1.32;2.8.4.4,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.6.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.99;2.4.2;2.4.2;2.4.1;2.4.99;2.4.2;2.4.2;2.4.2;4.2.3,2.4.1,2.4.1
R04016,2.4.1.-,2.4.1,3.2.1.23,2.4.1,3.5.1;2.3.1;2.4.2;2.1.2;6.3.4,2.4.1.47;2.4.2.51;2.4.99.18,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;3.6.1;2.4.2;2.4.2;2.4.2;2.4.99;2.4.2;2.4.99;2.4.2;2.4.1;4.2.3;2.7.8,2.4.1,2.4.1
R09426,2.4.1.17,2.4.1,2.4.1.17;2.4.1.-|2.4.1.266;2.4.1.-|2.4.1.254;2.4.1.354;2.4.1.85;2.4.1.202;2.4.1.-|2.4.1.323;2.4.1.324;2.4.1.219;2.4.1.90;2.4.1.38|2.4.1.90;2.4.1.210;2.4.1.236;2.4.1.22;2.4.1.245;2.4.1.52;2.4.1.173,2.4.1,2.4.1;2.7.7;5.1.3;2.4.2;1.1.1,2.4.1.35;2.4.2.40;2.4.99.18,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.99;3.6.1;2.4.2;2.4.2;4.2.3;2.4.2;2.4.2;2.4.2;2.4.99;2.4.1;2.4.2,2.4.1,2.4.1
R08222,2.4.2.4,2.4.2,2.4.2.4;2.4.2.3|2.4.2.4;2.4.2.10,2.4.2,2.4.2;3.2.2;6.3.4;3.1.3;2.7.8,2.4.2.4;2.4.1.71;2.4.99.18,2.4.2;3.2.2;2.4.1;1.14.14;1.14.11;2.7.8;3.5.1;6.3.4;4.3.3;4.1.3;2.6.1,2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;1.14.14;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;3.2.2;2.4.2;2.4.2;3.2.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;3.2.2;2.4.1;2.4.2;2.4.2;3.2.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.1;2.4.2;2.4.2;2.4.2;2.4.2,2.4.2,2.4.2
R05338,4.1.2.43,4.1.2,4.1.2.43;5.3.1.27;1.1.99.37;1.1.99.8;1.1.2.7;1.11.1.21|1.11.1.6|1.11.1.7,4.1.2,4.1.2;5.3.1;1.1.99;1.1.1;5.1.3,4.1.2.13;4.1.1.81;4.1.99.12;4.1.3.6;1.1.1.262;4.2.1.155;2.1.2.11;1.3.8.6;4.2.99.21;3.1.1.82,1.11.1;1.10.3;4.4.1;4.3.1;4.1.2,2.2.1,4.1.2,4.1.2
R07648,4.2.3.75,4.2.3,4.2.3.77;4.2.3.75;2.5.1.20;4.2.3.67;4.2.3.123;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88;4.2.3.52;4.2.3.51;2.5.1.87;4.2.3.56;4.2.3.62;4.2.3.142;4.2.3.65;3.1.7.7|4.2.3.194;4.2.3.24;4.2.3.-|4.2.3.127;4.2.3.-|4.2.3.128;4.2.3.165;4.2.3.57;4.2.3.89;4.2.3.137;4.2.3.73;4.2.3.-|4.2.3.126;4.2.3.92;4.2.3.87;4.2.3.-|4.2.3.162;4.2.3.22;2.5.1.11,4.2.3,4.2.3;5.5.1;5.3.3;4.2.1;1.3.-,2.5.1.41;1.3.1.96;2.4.1.178;2.4.2.34;2.1.3.12;4.4.1.20,4.2.3;4.1.99;3.1.7,4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.1.99;4.2.3,4.2.3,4.2.3
R10257,2.4.2.50,2.4.2,2.4.2.51;2.4.2.50;2.4.1.-|2.4.1.254;2.4.1|2.4.1.-|2.4.1.297;2.4.1.239;2.4.1.236;2.4.1.91;2.4.1.273;2.4.1|2.4.1.-|2.4.1.298;2.4.1.22;2.7.1.69;2.4.1.351;2.4.1.87;2.4.1.-|2.4.1.284;2.4.1.338;2.4.1.38|2.4.1.90;2.4.1.159;2.4.1.-|2.4.1.301;2.4.1.-|2.4.1.285;2.4.1.69;2.4.1.13,2.4.2;2.4.1,2.4.2;2.3.1;2.7.6;5.1.3;2.4.-,2.4.2.51;2.4.1.297;2.4.99.1,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;3.6.1;2.4.2;2.4.2;2.4.2;2.4.99;2.4.2;2.4.2;2.4.99;2.4.1;4.2.3;2.7.8,2.4.2,2.4.2
R05386,4.5.1.-,3.8.1,3.8.1.5;1.14.12.11;4.2.3.160;4.2.3.7;1.14.12.-|1.14.12.26;1.3.1.119|1.3.1.19|1.3.1.an;4.2.1.110|4.2.1.111;5.5.1.7;4.1.3.27;4.2.1.151;4.2.3|4.2.3.-|4.2.3.56;4.1.3.45,3.8.1,4.5.1;3.8.1;5.5.1;1.97.1;4.1.2,5.5.1.7;4.5.1.1,4.5.1;3.8.1,4.5.1;4.5.1;3.8.1;3.8.1;3.8.1;3.8.1,3.8.1,3.8.1
R03422,3.1.4.37,3.1.4,3.1.4.16;3.1.4.37;3.1.3.6;2.7.1.77;3.1.1.1,3.1.4,3.1.4;3.1.3;3.6.1;3.2.1;3.1.11,3.1.3.31;3.1.4.17;4.6.1.13;3.6.1.20;3.1.7.2;4.2.3.1;3.1.5.1;3.1.1.3;3.2.1.42;2.4.1.17;3.1.6.1;3.11.1.3;5.1.3.14;3.1.2.4;3.7.1.8;4.2.1.155;2.3.1.85,3.1.4;6.5.1;4.6.1,3.1.4;4.7.1;3.1.4;3.1.4;3.1.4;3.1.4;3.1.4;3.1.4,3.1.4,3.1.4
R09765,2.4.99.15,2.4.99,2.4.99.15;2.4.99.14;2.4.99.13;2.4.99.12;2.7.7.38,2.4.1,2.4.99;2.3.2;2.4.1;2.7.7;3.1.3,2.4.99.12;2.4.1.92;2.4.2.34,2.4.99;3.2.1;2.4.1;3.1.4,2.4.99;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;4.2.3;2.4.2;2.4.2;2.4.2;2.4.2;3.6.1;2.4.2;2.4.1,2.4.99,2.4.99
R09723,3.2.1.175,3.2.1,3.2.1.175;2.3.1.92;2.3.1.91;2.3.1.103;3.2.1.126;2.4.1.299|2.4.1.300;3.2.1.23,3.2.1,3.2.1;3.1.1;2.3.1;2.4.1;3.7.1,3.2.1.175;3.1.1.93;3.1.3.10;3.7.1.8;3.1.4.49;2.4.1.17;5.1.3.14;3.6.1.20;3.1.6.3;4.6.1.13;3.1.2.31;4.2.3.1;2.3.1.85;3.1.5.1;3.1.7.2;3.11.1.3;4.2.1.155,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.2;2.3.3;1.2.7;3.5.1;3.7.1;3.2.1;2.1.3;1.2.4;1.8.1;1.1.1;1.-.-;4.1.3;2.3.-;2.5.1;2.8.3;4.4.1;2.1.1;6.1.2;1.2.3;2.6.1;3.5.3;6.3.2;6.3.1;6.3.4,3.2.1;2.3.1;2.3.1;2.3.1,3.2.1,3.2.1
R04125,2.1.2.10,2.1.2,2.1.2.10,2.1.2,2.1.2;1.4.4;4.3.1;3.5.4;3.5.99,2.1.2.10;2.1.1.45;2.3.1.101;2.8.4.4;2.1.3.2,2.1.2;2.1.1;6.3.4;1.8.1;1.4.4;3.5.1;4.1.2;1.2.99;2.3.1;1.5.1;3.5.4;3.5.3;6.3.3;4.3.-,1.4.4;2.1.2;2.1.1;2.1.2;4.3.1;2.1.2;1.5.1;3.5.4,2.1.2,2.1.2
R03462,1.13.11.39,1.13.11,1.13.11.39;1.13.11.25|1.13.11.39;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;1.13.11.1|1.13.11.M6;1.13.11.38;1.10.3.2,1.13.11,1.13.11;1.1.1;5.3.3;1.1.99;1.-.-,1.13.11.39;1.13.12.23;1.14.13.239;1.13.99.1,1.13.11;1.14.99;1.13.-;1.14.13;3.7.1;2.8.1;1.8.1;1.8.99;1.8.7,1.13.11;1.13.11;1.13.11;1.13.11;1.13.-,1.13.11,1.13.11
R11704,2.4.1.346,2.4.1,2.4.1.346;2.3.1.265;2.4.1.361;2.4.1.142;2.4.1.252;2.4.1|2.4.1.344;2.4.1.36;2.4.1.69;2.4.1.13;2.4.1.-|2.4.1.266;2.4.1.217;3.2.1.4,2.4.1,2.4.1;2.7.7;6.2.1;1.14.13;2.4.2,2.3.1.134;2.1.3.12;6.1.2.2;6.2.1.51;2.1.2.13;1.2.1.95;2.3.2.19;6.3.1.20;6.3.4.10;2.3.3.13,2.4.1;3.2.1;2.4.2;3.1.4;4.2.2;5.1.3;6.5.1;2.4.99;6.1.1;4.2.1;3.1.3;3.6.1;2.7.8;3.1.1,2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;3.2.1;3.2.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.2;2.4.1;3.2.1;2.4.2;2.4.1;3.2.1;2.4.2;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;4.2.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.1.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.1.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1,2.4.1,2.4.1
R04431,2.4.1.179,2.4.1,2.4.1.87;2.4.1.239;2.4.1.15;3.2.1.74;2.4.1|2.4.1.297;2.4.1.236;2.4.1.173;2.4.1.210;2.4.1.-|2.4.1.254;2.4.2.51;2.4.1|2.4.1.-|2.4.1.298;2.4.1.17,2.4.1,2.7.7;2.4.2;5.1.3;2.3.1;2.4.1,2.4.1.37;2.4.2.9;2.4.99.1,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;3.6.1;2.4.2;2.4.2;2.4.2;2.4.99;2.4.2;2.4.99;2.4.2;2.4.1;4.2.3;2.7.8,2.4.1,2.4.1
R07259,2.4.1.144,2.4.1,2.4.99.1;2.7.7.12;3.6.1.45;3.2.1.21,2.6.1;2.4.1,4.2.2;2.4.1;5.4.99;1.1.1;3.4.14,2.3.1.191;6.2.1.51;1.2.1.95;2.1.2.3;2.3.2.19;6.3.4.10;6.1.2.2;2.1.3.12;6.3.1.20;2.3.3.1,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.6.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.99;2.4.2;2.4.2;2.4.1;2.4.99;2.4.2;2.4.2;2.4.2;4.2.3,2.4.1,2.4.1
