reaction_id,EC Number,BEC-Pred,CLAIRE,SelenzymeRF,SIMMER,Theia,BridgIT,E-zyme1,E-zyme2,MajorityVote,MajorityVoteCore4
R08396,3.1.7.3|3.1.7.11,3.6.1,2.5.1;3.1.7;4.2.3;3.1.3,2.7.1.-|2.7.1.216;3.1.7.11|3.1.7.3;3.7.1.27;3.1.7.6;2.4.1|2.4.1.85;2.3.1.84;3.1.7.5;2.5.1.137;2.5.1.136;2.5.1.75,4.2.3,3.1.7;3.1.3;3.1.4;3.1.1;3.2.1,3.1.7.6;3.1.5.1;3.1.3.74;3.6.1.7;4.2.3.1;3.2.1.42;3.1.4.46;2.4.1.17;5.1.3.14;3.11.1.1;3.1.1.35;4.6.1.13;3.7.1.8;3.1.2.28;3.1.6.1;2.3.1.85;4.2.1.155,2.7.1;3.1.3;3.6.1;2.7.8;2.7.4;2.7.7;3.6.3;2.7.11;3.1.4;2.7.2;2.7.6;2.7.3;3.6.4;3.1.7;4.6.1;2.7.9;3.6.5;3.2.1;2.7.12;2.7.13;2.6.-;2.7.-;4.1.1;2.7.10;1.3.7;1.18.6;4.2.3;2.7.99;3.1.5;2.4.1;5.1.3;1.19.6;3.-.-,3.1.7;2.7.1;2.7.6;2.7.6;3.1.3,3.1.7,3.1.7
R11672,2.6.1.-,2.6.1,4.3.1;4.1.99;4.4.1;5.4.4,4.3.1.17|4.3.1.18|4.3.1.19|4.3.1.20;1.4.99.6,2.6.1,2.6.1;4.3.1;1.4.3;3.5.99;1.1.2,1.13.12.2;1.13.11.84;1.13.99.1;1.14.13.239,3.5.4;3.5.99;6.3.5;6.3.4;4.2.1;2.1.2,2.3.1;2.3.1;4.2.1;4.2.1;4.2.1;2.3.1;4.2.1;4.2.1;1.13.11;1.13.11;2.3.1;1.14.14;1.14.14;4.2.1;1.13.11;1.13.11;2.6.1;2.3.1;1.13.11;4.2.1;1.13.11;1.13.11;1.13.11;4.2.1;1.13.11;2.6.1;1.14.14;1.13.11;1.14.14;1.14.14;1.14.14,2.6.1,2.6.1
R13377,1.1.1.440,1.1.1,1.8.1;1.1.1;1.3.1;1.16.1,1.1.1.100;1.3.1.10;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.2.1.-|1.2.1.103|1.2.1.ag;1.3.1.93;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39;1.6.5.2,1.14.13;1.1.1,1.1.1;1.14.13;1.2.1;1.6.5;1.5.1,1.5.1.27;2.5.1.46;1.21.3.3;1.5.3.12;1.3.3.8;1.4.3.3;2.6.1.82,1.14.13;1.14.14;1.14.11;1.14.15;1.14.16;1.14.-;1.14.18;1.14.99;1.17.1;1.10.99;1.1.1;1.13.11;1.10.3;1.97.1;1.17.99;3.5.3;1.3.99;1.2.1;1.3.7;1.14.20;4.1.99;1.17.7;1.-.-;3.7.1;1.6.6;1.14.12;1.17.3;1.7.3;1.14.17,1.14.14;1.14.14;1.14.15;1.14.13;1.14.13;1.14.11;1.14.11;1.14.13,1.1.1,1.1.1
R03778,2.3.1.16,2.3.1,2.3.1;2.8.3;3.1.2;1.2.4,2.3.1.16,2.3.1,2.3.1;3.1.2;2.8.3;3.1.1;2.3.3,2.3.1.16;6.2.1.11;2.3.3.17;2.1.2.3;2.3.2.19;1.2.1.95;6.3.4.10;2.1.3.12;6.3.1.20;6.1.2.2,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;3.1.2;2.3.1;2.3.1;6.2.1;3.1.2;2.3.-;1.2.1;2.3.1;3.1.2;3.1.2;3.1.2;2.3.1;2.3.1;2.3.1;1.2.4;3.1.2;3.1.2;3.1.2;2.3.1;3.1.2;6.2.1;1.2.7;1.2.7;1.2.1;2.3.1;3.1.2;1.2.1;3.1.2;2.3.1;1.2.7;1.2.1;2.3.1;3.1.2;2.3.1;1.1.1;3.1.2;2.3.1;2.3.1;1.1.1;6.2.1;2.3.1;6.2.1;1.2.1;2.3.1,2.3.1,2.3.1
R05394,5.5.1.-,5.5.1,5.5.1;1.21.3;5.3.3;1.1.3,1.13.11.-|1.13.11.3;5.5.1.1;5.5.1.1|5.5.1.7;5.5.1.2;3.1.1.-|3.1.1.92;5.4.99.14;3.1.1.45;4.2.1.-|4.2.1.83;4.2.1.114;1.14.11.13;1.14.14.108;5.5.1.5;1.14.14.91;3.1.1.57;5.3.3.10;5.3.99.-|5.99.1.4;4.2.1.34;4.2.1.35;4.1.1.44;4.2.1.80;4.2.1.3|4.2.1.4,5.5.1,5.5.1;1.13.11;5.3.2;1.3.-;1.1.3,1.13.11.1;1.13.12.4;1.13.99.1;1.14.13.239,5.5.1;5.3.3,5.5.1;5.5.1;5.5.1;5.5.1;5.5.1;5.5.1;5.5.1;5.5.1;5.5.1,5.5.1,5.5.1
R12974,1.1.3.29,3.5.1,3.1.1;2.3.1;3.1.2;3.5.1,1.1.99.35;5.1.3.14;1.1.1.233;3.2.1.113;4.1.3.3;1.1.1.117;2.4.1.320;1.1.1.121;1.1.1.370;2.4.1.90;1.1.1.21;1.1.3.29,3.1.1,3.1.1;3.2.1;5.1.1;2.5.1;3.4.17,1.11.1.8,3.1.1;2.5.1;1.1.1;2.3.1;3.7.1;6.1.1;6.1.2;2.1.1,3.1.1;3.1.1;3.1.1;1.1.3;3.1.1;3.1.1;1.2.1;3.1.1,3.1.1,3.1.1
R03031,5.3.3.3,5.3.3,5.3.3;2.5.1;1.1.1;1.3.1,1.3.8.1;1.3.3.6;1.3.1.38;1.3.1.8;1.3.8.7|1.3.8.8;1.3.1.44;4.2.1.-|4.2.1.134;4.2.1.17,5.3.3,5.3.3;1.3.1;4.2.1;1.3.99;1.3.3,2.1.1.72;2.1.2.3;2.3.1.101;2.8.4.4;2.1.3.2,5.3.3;1.1.1;5.5.1;1.1.3,5.3.3;1.3.1;5.3.3;4.2.1;1.3.1,5.3.3,5.3.3
R07014,3.3.2.9,3.3.2,3.3.2;1.13.11;3.7.1;5.4.4,3.3.2.9;1.14.12.12;1.3.1.20;1.1.1.50|1.3.1.20;1.3.1.29;2.5.1.18,3.3.2,3.3.2;4.2.1;5.4.4;5.3.99;1.14.14,3.3.2.9;3.1.1.40;1.14.14.1;3.7.1.8;3.2.1.126;4.2.1.139;3.1.2.28;2.5.1.18;2.3.1.85;3.3.1.1;3.2.2.3;2.1.1.246,3.3.2;1.14.14,3.3.2;3.3.2;3.3.2;2.5.1;2.5.1;3.3.2;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;3.3.2;1.14.11;1.14.11;1.14.11;1.14.11;1.14.11;1.14.11;2.5.1,3.3.2,3.3.2
R08633,4.4.1.2,4.4.1,4.3.1;4.1.99;4.4.1;4.5.1,2.6.1.57;3.5.1.114;4.4.1.13;3.5.1.114|3.5.1.14;2.3.1.80;3.4.11.1|3.4.11.2|3.4.11.23|3.4.13.-,4.4.1,4.4.1;2.5.1;4.3.1;4.1.99;4.5.1,4.4.1.2;4.5.1.2,2.4.1;3.2.1;2.4.2;3.1.4;4.2.2;5.1.3;6.5.1;2.4.99;6.1.1;4.2.1;3.1.3;3.6.1;2.7.8;3.1.1,2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;3.2.1;3.2.1;3.2.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;3.2.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.2;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.2;2.4.2;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;4.2.2;3.2.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.1.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1,4.4.1,4.4.1
R10408,4.3.1.29,4.3.1,4.3.1;4.4.1;4.3.2;5.1.1,4.3.1.29;4.2.1.12;3.2.2.10;2.2.1.2,4.3.1;4.2.1,4.3.1;1.4.3;1.5.99;1.4.99;6.5.1,4.3.1.29;4.3.3.6;4.3.2.1;4.2.1.87;3.5.99.5,4.3.1;3.5.1,4.2.1;4.3.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;1.4.1;1.4.1;2.6.1;2.6.1;1.4.1;1.4.3;2.6.1;2.6.1;1.4.1;2.6.1;2.6.1;2.6.1;2.6.1;4.4.1,4.3.1,4.3.1
R11218,2.1.1.320,2.1.1,2.1.1;2.5.1;2.3.3;2.3.1,2.1.1.320;2.1.1.319;2.1.1.319|2.1.1.320|2.1.1.321;2.1.1.322;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60;2.1.1.60;2.1.1.59,2.1.1,2.1.1;2.5.1;2.3.1;6.3.2;4.1.1,1.14.13.128;1.13.99.1;1.13.12.1;1.13.11.54,2.1.1;1.14.14;3.1.1;2.3.1;1.5.3;1.14.11;1.5.8;2.-.-;1.16.1;1.14.99;1.14.13;1.2.7;1.5.99;3.7.1,2.5.1;2.3.1,2.1.1,2.1.1
R08738,6.2.1.7,6.2.1,2.3.1;1.1.1;1.3.1;2.7.1,6.2.1.7;6.2.1.42;6.2.1.3|6.2.1.42;6.2.1.2;3.6.1.5;6.2.1.1,2.3.1,6.2.1;2.3.1;3.1.2;2.1.1;5.1.99,6.2.1.7;3.1.2.27;2.3.1.85;4.2.1.155,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,6.2.1;6.2.1;6.2.1;6.2.1;2.3.1;2.3.1,6.2.1,6.2.1
R09660,3.5.4.31,3.5.4,3.5.4;2.4.2;3.5.99;1.5.99,3.5.4.46;1.1.1.37,3.5.4,3.5.4;3.5.99;3.3.1;3.4.17;1.11.1,3.5.4.31;2.1.2.3;4.3.2.4;3.5.99.6;3.5.2.17;3.5.3.22;3.5.1.26;3.8.1.8;3.4.14.13;2.3.2.2;3.4.17.21;4.2.1.48;3.4.13.4;3.4.19.13;3.4.11.1;3.1.1.1;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.5.5.1;3.13.1.6;1.2.7.12,3.5.4;6.3.5;6.3.4;3.5.99;2.1.2,3.5.4;3.5.4;3.5.4;6.3.5;6.3.5;1.1.1;3.5.4;1.1.1;1.7.1;3.5.4;3.5.4;3.5.4;6.3.4;1.17.1;1.17.1;1.17.3;1.17.3;1.17.3;1.17.3;1.14.14;3.5.4;3.5.4;3.5.4;3.5.4;3.5.4;2.4.2;3.5.4;3.5.4;3.5.4,3.5.4,3.5.4
R06634,2.6.1.103,2.6.1,1.1.99;2.6.1;1.4.99;1.1.5,2.6.1.103;2.6.1.72;1.1.1.42;2.6.1.7;2.3.2.2;2.6.1.2,2.6.1,2.6.1;4.1.1;1.4.1;2.3.1;2.7.8,2.6.1.103;2.6.99.2;2.7.8.29,2.6.1;1.4.3;1.4.1;1.4.9;1.4.99;1.4.7;1.4.2;4.3.1;1.13.12;4.1.1;1.14.11;2.-.-;2.4.2;1.4.5,1.4.1;2.6.1;2.6.1;2.6.1;1.5.1;4.4.1;1.4.3;1.4.3;1.4.1;1.5.1;1.4.1;4.4.1;4.4.1;2.6.1;2.6.1;1.4.3;1.4.3;2.6.1;1.4.1;1.4.99;1.4.1;2.6.1;1.4.1;4.4.1;4.4.1;4.4.1;1.4.3;4.3.1,2.6.1,2.6.1
R09625,5.5.1.17,5.5.1,5.5.1;4.2.3;5.3.3;3.1.3,5.5.1.17;4.2.3.55;1.14.14.160;1.1.1.71;4.2.3.161;4.2.3|4.2.3.-|4.2.3.56;4.2.3.204;4.2.3.6;4.2.3.78;4.2.3.73;4.2.3.76;4.2.3.160;3.1.7.7|4.2.3.194;4.2.3.79;4.2.3.180;4.2.3.-|4.2.3.104;4.2.3.169;4.2.3.85;3.1.7.10;4.2.3.198;4.2.3.90;5.4.99.54;4.2.3.136;4.2.3.44;4.2.3.35;4.2.3.7;4.2.3.80;5.4.99.55;5.4.99.49;4.2.3.61;4.2.3.9;5.4.99.35;4.2.3.159;4.2.3.198|4.2.3.66;2.9.1.3,5.5.1,5.5.1;4.2.3;5.4.99;4.3.2;3.1.7,5.3.3.11;5.3.2.1;5.3.99.2;5.3.1.30;1.1.3.8;4.2.1.159;5.99.1.4;3.1.3.77;1.1.1.153;5.5.1.9;3.5.4.16,5.5.1;5.3.3,5.5.1,5.5.1,5.5.1
R12577,6.2.1.62,6.2.1,2.3.1;3.1.1;1.1.1;4.4.1,6.2.1.62;2.3.1.244;2.3.1.161;2.3.1.111;2.3.1.252;2.3.1.221;2.3.1.-|2.3.1.235;2.3.1.51;2.3.1.40;2.3.1.15,2.3.1,6.2.1;2.3.1;3.1.2;3.6.1;2.8.3,6.2.1.50;1.2.1.95;2.3.1.196;6.3.1.20;6.3.4.10;6.1.2.2;2.1.3.7;2.3.2.30;2.3.3.6;2.1.2.13,2.3.1;3.1.1;6.2.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.7.1;1.2.7;3.5.1;3.2.1;2.1.3;1.2.4;1.8.1;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;6.3.2;1.2.3;2.6.1;6.1.2;6.3.1;3.4.13;6.3.4;1.14.14;2.1.2;3.4.11,6.2.1;6.2.1;1.2.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1,2.3.1,2.3.1
R07405,5.4.99.18,5.4.99,5.4.99;5.4.3;5.4.1;5.4.2,3.6.1.5;2.7.8.41;3.6.1.26;5.1.3.9,5.4.99;3.5.4,5.4.99;2.7.2;5.4.1;3.5.2;3.1.1,1.13.99.1;1.14.13.128;1.13.12.1;1.13.11.47,5.4.99;1.1.1,4.1.1;4.1.1;5.4.99;2.1.1;2.1.1,5.4.99,5.4.99
R00627,2.3.1.84,2.3.1,2.3.1;3.1.1;3.1.2;1.1.1,2.3.1.84;2.3.1.180,2.3.1,2.3.1;3.1.2;3.1.1;3.2.1;1.2.1,2.3.1.84;6.2.1.1;2.3.3.9;2.3.2.30;2.1.3.6;1.2.1.95;6.3.4.10;6.3.1.20;6.1.2.2;2.1.2.2,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,1.1.1;2.3.1;2.3.1;1.2.1;1.2.1;3.1.2;1.2.1;6.2.1;6.2.1;2.3.1;2.3.1;1.2.7;2.3.1;1.2.7;3.1.2;1.2.7;1.2.1;1.2.1;2.3.1;1.2.4;1.2.1;6.2.1;6.2.1;2.3.1;2.3.1;2.3.1;2.3.1;6.2.1;2.3.1,2.3.1,2.3.1
R08227,3.5.2.2,3.5.2,3.5.2;1.3.3;1.3.99;1.3.5,3.5.2.2;3.5.1.6;1.3.1.2;3.4.11.4,3.5.2;3.5.1,3.5.2;2.1.3;3.1.2;3.5.1;4.2.1,3.5.2.2;3.5.1.95;3.5.4.1;3.4.13.4;3.4.11.1;3.5.5.4;3.5.3.21;4.2.1.48;2.3.2.2;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.4.17.8;3.13.1.6;1.2.7.12;3.4.19.13;3.4.14.13;3.1.1.1;2.1.2.3;3.8.1.8;3.5.99.6;4.3.2.4,3.5.2;4.2.1,3.5.2;3.5.2;3.5.2;3.5.2,3.5.2,3.5.2
R02173,1.4.3.4|1.4.3.22,1.4.3,1.4.3;1.1.3;1.5.3;1.21.3,1.1.3.15;1.4.3.3;1.4.3.13;1.8.3.5;1.1.3.38;1.3.3.16;1.2.3.1;1.14.18.1,1.4.3,1.4.3;1.4.9;3.5.4;1.5.3;1.5.99,1.4.3.22;1.4.9.2;1.1.3.49;1.5.3.6;1.5.99.6;1.4.1.20;1.5.1.22;1.1.99.9;1.4.4.2;1.1.5.4,2.6.1;1.4.3;1.4.1;1.4.9;1.4.2;1.4.99;1.4.7;1.13.12;4.1.1;1.14.11;2.-.-;1.5.3;4.2.1;1.21.4;4.3.1,1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3,1.4.3,1.4.3
