reaction_id,EC Number,BEC-Pred,SelenzymeRF,SIMMER,Theia,BridgIT,E-zyme1,E-zyme2,MajorityVote,MajorityVoteCore4
R07475,2.5.1.81,2.5.1,2.5.1.-|2.5.1.31;2.5.1.-|2.5.1.33;2.5.1.-|2.5.1.30;2.5.1.87|2.5.1.91;2.5.1.81;2.5.1.89;2.5.1.142;2.5.1.88;2.5.1.83;2.5.1.20;2.5.1.86;2.5.1.-|2.5.1.84|2.5.1.85;2.5.1.142|2.5.1.92;2.5.1.10,2.5.1,2.5.1;5.3.3;1.17.1;2.7.1;4.1.1,2.5.1.81;1.3.1.96;2.4.1.326;2.1.3.12;2.4.2.34;4.4.1.20,2.5.1;1.5.3;4.4.1;4.2.1;1.5.99;2.3.1;1.14.15;1.5.1;3.1.1;3.3.1;2.1.2;4.1.99;4.1.3;3.3.2;3.5.99;1.4.3;4.3.3;3.5.-;1.3.1;3.7.1;1.1.1;1.8.3,2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;5.3.3;1.17.1,2.5.1,2.5.1
R00499,3.1.2.13,3.1.2,1.8.4.2;1.8.1.12;3.1.2.6,3.4.13,3.1.2;2.3.1;3.1.1;3.2.1;2.5.1,3.1.2.13;4.2.1.155;3.1.1.48;2.3.1.85;3.1.3.102;3.1.4.12;4.2.3.1;3.11.1.3;3.6.1.20;3.1.6.10;3.2.1.175;3.1.5.1;5.1.3.14;3.1.7.2;3.7.1.8;4.6.1.13;2.4.1.17,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,3.1.2;2.5.1;2.5.1;1.2.1;2.5.1;3.1.2;4.4.1;2.5.1;6.2.1;2.5.1;2.5.1;6.2.1;2.5.1;1.2.4;2.3.1;1.2.1;3.1.2;1.2.1;6.2.1;1.2.1;1.2.7;2.3.1;1.2.7;3.1.2;4.4.1;2.3.1;1.2.1;1.1.1;2.3.1;2.3.1;1.2.1;1.2.7,3.1.2,3.1.2
R04026,3.5.2.-,3.5.4,6.3.2.2|6.3.2.3,3.5.1,3.5.2;3.4.11;1.14.13;3.5.99;3.5.3,3.5.5.1;3.5.1.4;3.5.3.16;3.4.11.1;3.5.2.10;3.13.1.6;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.4.13.22;3.1.1.1;3.4.17.8;2.3.2.2;1.2.7.12;3.5.4.1;3.4.19.13;3.4.14.13;4.2.1.48;3.8.1.8;3.5.99.6;2.1.2.3;4.3.2.4,3.5.2;4.2.1,3.5.2;3.5.2;3.5.2;3.5.2,3.5.2,3.5.1|3.5.2|3.5.4|6.3.2
R10537,6.5.1.5,2.7.7,3.6.1.5;3.1.4.16;6.5.1.5;3.1.3.32;6.5.1.4;4.6.1.2,2.7.1,2.7.1;2.7.4;6.5.1;3.1.27;4.6.1,2.7.6.5;2.7.7.1;2.7.1.25;2.7.8.46;2.7.4.21;2.7.2.3;2.7.11.7;2.7.3.3;2.7.14.1;6.3.5.5;2.7.10.1;2.7.12.1;2.7.99.1,3.1.4;6.5.1;4.6.1,3.1.4;4.7.1;3.1.4;3.1.4;3.1.4;3.1.4;3.1.4;3.1.4;3.1.4,3.1.4,2.7.1
R12147,1.13.11.86,1.13.11,1.13.11.86;1.13.11.1;1.13.11.-|1.13.11.3;1.14.18.1;1.13.11.-|1.13.11.64;1.13.11.4;1.13.11.37;1.13.11.16;1.10.3|1.10.3.-|1.10.3.1|1.14.18.1,1.13.11,1.13.11;1.14.12;4.2.2;1.13.99;1.14.-,1.13.11.6;1.13.12.4;1.13.99.1;1.14.13.239,1.13.11;1.14.99;1.13.-;1.14.13;3.7.1;2.8.1;1.8.1;1.8.99;1.8.7,1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.-;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11,1.13.11,1.13.11
R10500,2.3.3.-,2.3.3,2.3.1.169;2.3.1.180,2.3.3;2.3.1,2.3.1;2.3.3;3.1.2;4.2.1;3.1.1,2.3.3.6;2.3.1.182;6.2.1.1;2.3.2.14;2.1.3.7;1.2.1.95;6.1.2.2;6.3.1.20;6.3.4.10;2.1.2.5,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,1.1.1;2.3.1;2.3.1;1.2.1;1.2.1;1.2.1;3.1.2;6.2.1;2.3.1;6.2.1;2.3.1;1.2.7;2.3.1;3.1.2;1.2.7;1.2.1;1.2.7;1.2.1;2.3.1;1.2.4;1.2.1;6.2.1;6.2.1;2.3.1;2.3.1;2.3.1;2.3.1;6.2.1;2.3.1,2.3.1,2.3.1
R12352,6.3.5.-,6.3.2,3.6.1.5;3.5.1.1;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.6.1;2.7.1,3.5.1;6.3.5;3.4.17;4.2.1;3.6.1,6.3.5.4;6.3.1.6;6.3.4.12;6.3.2.46;6.2.1.39;6.3.3.3;3.5.1.96;2.3.2.2;3.4.14.13;3.4.13.4;3.13.1.6;3.4.19.13;3.4.17.21;1.4.1.13;1.4.7.1;4.3.3.6;3.5.5.4;3.5.4.1;3.5.99.5;3.4.11.1;3.1.1.1;3.5.3.21,3.5.1;2.3.1;6.3.2;6.3.1;6.3.4;2.3.2;6.3.5;2.1.2;3.4.13;2.1.3;3.4.11;3.5.4;3.4.19;1.4.1;4.3.3;6.2.1;1.4.7;1.2.99;3.5.5;3.1.1;4.3.2;3.5.3;4.2.1;4.3.1;2.6.1;2.4.2;4.1.3,3.5.1;3.5.1;3.5.1;3.5.1;1.4.1;2.3.2;3.5.1;6.3.2;3.5.1;6.3.1;6.2.1;2.8.3;3.5.1;6.3.1;3.5.1;3.7.1;3.5.1;3.7.1;3.7.1;6.3.2;2.3.2;2.3.2;2.3.2;6.3.1;3.7.1;6.3.2;3.5.1;3.5.1,3.5.1,3.5.1
R05499,1.21.99.5,3.8.1,1.21.99.5|1.97.1.8;1.14.12.-|1.14.12.26;1.14.14.172;1.14.14.173;1.3.1.119|1.3.1.19|1.3.1.an;1.13.11.-|1.13.11.1|1.13.11.M6;2.5.1.18,5.1.3,1.21.99;1.97.1;1.21.1;3.8.1;2.5.1,1.21.99.5;1.20.9.1,1.97.1;1.11.1;1.22.1;2.5.1;1.14.14;1.3.1,2.5.1,1.97.1,1.21.99
R01962,1.1.3.-,1.1.3,1.1.3.10;1.1.99.18;1.1.3.41;1.4.3.13;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.1.3.15,5.3.1,1.1.3;1.4.3;1.13.99;1.5.3;1.14.18,1.1.3.10;1.4.3.11;1.1.5.4;1.1.99.18;1.5.3.21;1.5.99.6;1.4.9.2;1.4.4.2;1.4.1.13;1.5.1.7,1.1.1;1.1.3;1.1.99;2.3.1;1.1.5;1.14.13;1.1.-;1.1.2;1.14.11;1.14.-;1.4.3;1.1.98;5.3.3;1.-.-;1.1.9;1.14.15;4.2.1;1.2.1;1.3.1;1.14.12;1.6.5;1.6.99,1.1.3;3.1.1;3.1.1;3.1.1;3.1.1;3.1.1;1.2.1,1.1.3,1.1.3
R02815,3.5.4.11,3.5.4,3.5.4.15;6.3.4.1|6.3.5.2,3.5.4;3.5.1,3.5.4;3.5.99;1.7.1;3.5.1;1.7.2,3.5.4.24;2.1.2.3;3.5.1.19;3.8.1.8;3.5.3.2;3.5.2.2;3.1.1.1;3.4.11.1;4.3.2.4;3.4.13.22;3.13.1.6;3.4.19.13;4.2.1.48;2.3.2.2;3.4.17.8;3.5.5.7;1.2.7.12;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.4.14.13;3.5.99.8,3.5.4;6.3.5;6.3.4;3.5.99;2.1.2,3.5.4;3.5.4;1.17.1;6.3.5;1.17.1;1.17.3;6.3.5;3.5.4;1.17.3;3.5.4;3.5.4;1.7.1;1.1.1;1.17.3;1.14.14;1.17.3;6.3.4;3.5.4;3.5.4;3.5.4;3.5.4;3.5.4,3.5.4,3.5.4
R01161,2.6.1.38,2.6.1,2.6.1.38;2.6.1.1;2.6.1.27;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.9,2.6.1,2.6.1;2.3.1;2.7.8;2.3.2;3.4.13,2.6.1.38;2.6.99.2;2.7.8.29,2.6.1;1.4.3;1.4.1;1.4.9;1.4.99;1.4.7;1.4.2;4.3.1;1.13.12;4.1.1;1.14.11;2.-.-;2.4.2;1.4.5,1.4.1;2.6.1;2.6.1;2.6.1;1.5.1;4.4.1;1.4.3;1.4.3;1.4.1;1.5.1;1.4.1;4.4.1;4.4.1;2.6.1;2.6.1;1.4.3;1.4.3;2.6.1;1.4.1;1.4.1;1.4.99;2.6.1;1.4.1;4.4.1;4.4.1;4.4.1;1.4.3;4.3.1,2.6.1,2.6.1
R12339,2.4.1.361,2.4.1,2.4.1.361;2.4.1.32;2.4.1.270;2.4.1.132;2.4.1.123;2.4.1.252;2.4.1.348;2.7.7.69;2.4.1.251;2.4.1.214;2.4.1.13;2.4.1.68;2.4.1.18,2.4.1,2.4.1;2.7.7;2.4.-;6.2.1;5.1.3,2.4.1.345;2.4.2.22;2.4.99.12,2.4.1;3.2.1;2.4.2;3.1.4;4.2.2;5.1.3;6.5.1;2.4.99;6.1.1;4.2.1;3.1.3;3.6.1;2.7.8;3.1.1,2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;3.2.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.2;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.2;2.4.2;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;4.2.2;3.2.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.1.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1,2.4.1,2.4.1
R11862,4.3.2.8,4.3.2,6.3.1.9;2.3.2.4|4.3.2.9;3.5.1.130|3.5.1.ai;2.3.2.2;2.3.2.19;3.4.13.18|3.4.13.4;3.5.1.12;2.6.1.57;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;4.1.1.95;1.8.1.12;2.6.1.-|2.6.1.11,3.5.1,2.3.2;4.3.2;2.3.1;6.2.1;4.1.1,4.3.2.8;4.3.1.1;4.3.3.7;3.5.99.5;4.2.1.87,3.5.1;2.3.1;6.3.2;2.3.2;6.3.1;6.3.4;3.4.13;2.1.3;3.4.11;6.2.1;3.1.1;3.4.19;2.1.2;6.3.5;3.1.2;3.4.17;3.5.4;1.2.1;3.5.3;4.3.2;2.7.7;2.3.3;1.2.99;6.1.1;2.3.-;3.4.15;1.2.7;1.4.1;4.3.3;1.4.7;3.5.5;3.7.1,6.3.1;3.5.1;6.2.1;2.3.2;6.3.2;2.3.2;2.3.2;2.3.2;2.3.2;2.3.2;2.3.1;3.5.1;3.5.1;3.5.1;2.3.2;6.3.2;6.3.2;2.3.2;3.5.1;6.3.2;6.3.2;3.4.19;6.3.2;6.3.1;3.5.1;3.5.1;2.3.1;2.1.3;2.3.1;2.3.1;6.3.4;2.3.1;6.3.1;3.5.1;2.1.3;6.3.1;2.1.3;3.5.1;3.4.15;6.3.2;6.3.2;3.5.1;6.3.2;2.3.1;2.3.1;3.5.1,3.5.1,4.3.2
R12665,5.3.1.36,5.3.1,5.3.1.36;1.1.1.421;5.3.1.5;5.3.1.14;5.3.1.15,5.3.1;4.2.1,5.3.1;1.1.2;1.1.1;1.1.5;4.1.1,1.13.12.4;1.13.11.54;1.13.99.1;1.14.13.239,5.3.1;3.5.4,5.3.1;5.3.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;5.3.1;5.3.1;4.2.1;4.2.1;1.1.1,5.3.1,5.3.1
R12003,5.3.3.22,1.14.13,5.3.3.22;1.14.13.90;1.14.13.129;5.2.1.-|5.2.1.14;1.13.11.75;1.14.99.63;1.10.99.3|1.23.5.1;1.14.15.21;1.13.11.84;1.14.14.158;2.4.1.276;1.14.15.24;1.13.11.71|1.14.99.-|1.14.99.n4;1.13.11.65;5.3.99.8;5.5.1.18;1.3.99.39;1.3.99.40;5.5.1.19;1.13.11.63;5.2.1.-|5.2.1.13,5.3.3;5.5.1,5.3.3;5.5.1;5.4.99;2.7.8;1.1.1,4.2.1.62;1.14.13.197;4.2.3.38;4.3.3.3;4.2.99.20;5.5.1.6;1.1.1.394;3.1.7.9;3.7.1.21;2.3.1.85;3.2.1.118;4.1.1.68;4.3.1.9;1.17.98.2;1.2.1.31;1.4.1.18;3.3.1.1;1.3.8.6;2.5.1.119;3.5.5.4;1.1.3.47;3.5.1.110;2.7.8.23,1.3.1;1.3.99;1.3.8;5.3.3;1.3.3;2.3.1;1.14.11;1.3.5;1.3.-;1.14.21;1.1.1;1.1.-;1.17.99;5.5.1;1.3.7;1.14.14;1.14.12;1.14.99;1.14.-;5.2.1;1.3.98;2.5.1,1.10.99;1.10.99;1.14.13;1.14.99;1.14.13;1.14.13;1.14.13;1.14.13;1.14.13;1.14.99;1.14.13;1.14.13;1.14.13;1.14.13;1.14.13;1.14.13;1.14.13;1.14.14;1.14.14;5.3.99;5.3.99;1.1.1;1.14.99;1.3.99;1.3.99;1.3.99;1.3.8;1.3.5;1.3.5;1.3.99;1.3.8;1.3.5;1.3.5;1.3.5;1.14.13;1.3.5;1.3.8;1.3.5;1.3.1;1.14.13;1.14.13,5.3.3,5.3.3
R12640,6.2.1.61|6.2.1.65,6.2.1,6.2.1.65;6.3.2.14;6.2.1.2;2.7.7.58;4.6.1.2;6.3.2.39;6.2.1.50;6.3.2.40;3.6.1.21;2.7.7.97;2.7.7.27,2.7.7;6.3.5,6.2.1;3.6.1;2.7.1;3.-.-;6.3.2,6.3.4.4;6.3.2.6;6.3.1.18;6.3.5.1;6.3.3.3;6.2.1.39;3.5.4.41;3.5.1.10;3.4.13.4;3.4.14.13;2.3.2.2;3.13.1.6;3.5.99.5;3.4.17.23;3.1.1.1;3.4.19.13;1.4.1.13;1.4.7.1;4.3.3.6;3.5.5.4;3.4.11.1;3.5.3.21,2.7.2;2.7.1;3.6.1;6.3.4;6.2.1;2.7.4;2.7.7;3.6.3;2.7.8;1.2.1;2.7.11;3.6.4;2.7.3;2.7.6;3.6.5,6.2.1;6.2.1;1.2.1;2.7.7;6.2.1;3.6.1,6.2.1,6.2.1
R08628,4.2.1.170,4.2.1,2.3.3.-|2.3.3.17;4.2.1.114;4.2.1.3;2.6.1.88;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86,4.2.1;4.1.2,4.2.1;5.4.4;1.1.1;1.-.-;4.1.3,1.1.1.86;5.4.99.3;4.1.1.3;4.2.1.155;1.1.3.15;1.1.5.4;1.4.3.5;1.1.99.9;1.2.1.89;2.3.1.85;1.3.1.20;5.3.3.1;1.17.1.4,4.2.1;5.4.4;5.4.99;2.3.1,4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;5.4.3;1.14.14;1.14.11;1.14.14,4.2.1,4.2.1
R05230,2.1.3.7,2.1.3,3.1.1.41|3.5.2.6,3.1.1,2.1.3;6.1.2;6.3.5;2.7.3;2.7.99,2.1.3.2;2.1.2.5;2.3.1.101;2.1.1.86;2.8.4.4,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;2.1.3;1.2.4;1.8.1;1.1.1;4.1.3;2.5.1;2.3.-;2.8.3;4.4.1;2.1.1;1.-.-;1.2.3;6.1.2;3.5.3;2.6.1;6.3.1;6.3.4;6.3.2;2.1.2;2.2.1;3.4.11,2.1.3;2.3.1,2.1.3,2.1.3|3.1.1
R09646,3.5.1.97,3.1.1,3.5.1.97;3.5.1.114;3.5.1.133;3.1.1.3|3.1.1.79,3.5.1,3.5.1;3.1.1;2.3.1;3.4.11;4.2.1,1.11.1.21,2.3.1;3.5.1;6.2.1;2.3.2;3.1.2;3.1.1;6.3.2;6.3.1;1.2.1;6.3.4;2.3.3;2.1.3;3.4.11;3.4.13;1.2.7;6.1.1;2.1.2;3.7.1;3.5.3;3.5.4;6.3.5;4.3.2;1.2.4;1.8.1;1.1.1;2.7.7;2.3.-;4.1.3;1.2.99;2.5.1;2.8.3;4.4.1;3.4.19;3.2.1;2.1.1;3.4.17;2.6.1;1.2.3;1.-.-,6.3.4;3.5.1;2.3.1;3.5.1;2.3.1;3.5.1;3.5.1;2.3.1;2.3.1;2.3.1;3.5.1;2.3.1;3.5.1;2.3.2,3.5.1,3.5.1
