reaction_id,EC Number,BEC-Pred,SelenzymeRF,SIMMER,Theia,BridgIT,E-zyme1,E-zyme2,MajorityVote,MajorityVoteCore4
R09980,3.5.1.110,3.5.1,3.5.1.110;2.1.3.3|6.3.5.5,3.5.1;3.5.2,3.5.1;2.7.2;3.1.1;3.2.1;3.5.3,3.5.1.110;3.5.2.16;3.5.5.7;3.5.3.21;3.4.13.22;3.4.11.1;3.1.1.1;4.2.1.48;2.3.2.2;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;1.2.7.12;3.5.4.16;3.13.1.6;3.4.19.13;3.4.17.8;3.4.14.13;3.8.1.8;3.5.99.8;2.1.2.3;4.3.2.4,3.5.1;2.3.1;6.3.2;6.3.1;6.3.4;2.3.2;6.3.5;2.1.2;3.4.13;2.1.3;3.4.11;3.5.4;3.4.19;1.4.1;4.3.3;6.2.1;1.4.7;1.2.99;3.5.5;3.1.1;4.3.2;3.5.3;4.2.1;4.3.1;2.6.1;2.4.2;4.1.3,3.5.1;3.5.1,3.5.1,3.5.1
R09630,4.2.3.74,4.2.3,1.1.1.71;4.2.3.50;4.2.3.197;4.2.3.204;4.2.3.158;4.2.3.163;4.2.3.157;5.4.99.17;4.2.3.-|4.2.3.129;5.4.99.52;4.2.3.136;5.4.99.40;4.2.3.69;4.2.3.68;4.2.3.146;5.4.99.8;3.1.7.7|4.2.3.194;4.2.3.37;4.2.3.42;4.2.3.7;5.4.99.35;5.4.99.34;4.2.3.39;5.4.99.39;4.2.1.137;5.4.99.49;5.4.99.50;5.4.99.32;5.4.99.36;5.4.99.33;4.2.3.82;4.2.3.172;4.2.3.98;4.2.3.56|4.2.3.58;4.2.3.79;4.2.3.159;5.5.1.13;4.2.3.6,4.2.3,4.2.3;4.2.1;5.5.1;4.3.2;3.1.7,3.1.7.6;3.1.5.1;3.1.3.74;3.6.1.7;3.2.1.42;2.4.1.17;4.2.3.1;5.1.3.14;3.1.4.46;3.11.1.1;3.1.1.59;4.6.1.13;3.1.2.28;3.7.1.8;3.1.6.1;2.3.1.85;4.2.1.155,4.2.3;4.1.99;3.1.7,4.2.3;4.2.3;3.1.7;4.2.3;4.2.3;5.4.99;4.2.3;5.5.1;5.5.1;5.5.1;5.4.99;5.4.99;5.4.99;5.4.99;5.4.99;5.4.99;4.2.1;5.4.99;4.2.3;4.1.99;5.4.99;5.4.99;4.2.3;5.4.99;5.4.99;5.4.99;4.2.3;5.4.99;4.2.1;4.2.3;5.4.99;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.1;5.4.99;4.2.3;4.2.3;4.2.3;5.4.99;4.2.1;4.2.3;4.2.3;5.5.1;5.4.99;5.5.1;4.2.3;4.2.3;5.5.1,4.2.3,4.2.3
R00771,5.3.1.9,5.3.1,5.3.1.6,5.3.1,5.3.1;2.3.1;2.2.1;1.1.1;1.1.2,2.7.1.142;2.7.8.20;2.7.7.40;2.7.2.11;2.7.6.1;2.7.99.1;2.7.11.7;6.3.5.5;2.7.10.1;2.7.12.1;2.7.3.8;2.7.4.26;2.7.14.1,5.3.1;3.5.4,5.3.1;5.3.1;5.3.1;5.3.1;5.3.1;2.6.1;5.3.1;5.3.1;5.3.1;5.3.1;5.3.1;5.3.1,5.3.1,5.3.1
R02601,4.2.1.80,4.2.1,2.6.1.57;4.1.1.77;2.3.1.-|2.3.1.85|2.3.1.86|4.2.1.58|4.2.1.59,5.3.3;4.2.1,4.2.1;3.7.1;4.1.3;3.2.1;3.3.2,1.11.1.21,4.2.1;2.3.1;4.1.2;4.3.3;3.5.5;3.2.-;2.5.1;3.5.1;3.5.2;2.8.1;2.9.1;5.4.4,4.2.1;4.2.1,4.2.1,4.2.1
R02706,3.1.3.-,3.1.3,2.7.1.60;2.7.1.193|2.7.1.69;2.7.1.59;5.4.2.2,3.1.3,3.1.3;3.6.1;2.7.1;4.2.3;3.1.4,3.1.1.53;3.1.3.31;3.1.6.1;3.1.4.2;3.2.1.183;5.1.3.14;4.6.1.13;4.2.3.1;3.6.1.7;3.11.1.3;3.1.7.2;2.4.1.17;3.1.5.1;3.1.2.30;3.7.1.8;2.3.1.85;4.2.1.155,2.7.1;3.1.3;3.6.1;2.7.8;2.7.4;2.7.7;3.6.3;2.7.11;3.1.4;2.7.2;2.7.6;2.7.3;3.6.4;3.1.7;4.6.1;2.7.9;3.6.5;3.2.1;2.7.12;2.7.13;2.6.-;2.7.-;4.1.1;2.7.10;1.3.7;1.18.6;4.2.3;2.7.99;3.1.5;2.4.1;5.1.3;1.19.6;3.-.-,2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;3.1.3;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.8,2.7.1,3.1.3
R09610,4.2.3.62,4.2.3,4.2.3.62;4.2.3.-|4.2.3.126;4.2.3.92;4.2.3.67;2.5.1.20;4.2.3.24;4.2.3.-|4.2.3.162;4.2.3.-|4.2.3.125;4.2.3.165;4.2.3.77;4.2.3.-|4.2.3.127;4.2.3.-|4.2.3.128;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88;2.5.1.87;4.2.3.75;4.2.3|4.2.3.-|4.2.3.56;4.2.3.173;4.2.3.98;1.1.1.71;4.2.3.133;4.2.3.64;4.2.3.191;4.2.3.87;4.2.3.56|4.2.3.58;4.2.3.175;4.2.3.170;4.2.3.57;4.2.3.89;4.2.3.137;4.2.3.68,4.2.3,4.2.3;5.5.1;4.3.2;1.3.-;3.1.7,2.5.1.41;1.3.1.96;2.4.1.178;2.4.2.34;2.1.3.12;4.4.1.20,4.2.3;4.1.99;3.1.7,4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.1.99;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3,4.2.3,4.2.3
R03062,3.1.1.41,3.5.1,3.1.1.111|3.1.1.32;2.7.1.40,3.1.1,3.1.1;3.1.2;3.4.11;3.4.21;3.1.4,3.1.1.41;3.1.2.28;4.2.1.155;3.7.1.8;3.2.1.175;3.1.4.12;3.1.3.101;3.6.1.20;2.3.1.85;3.1.6.9;3.11.1.3;4.2.3.1;4.6.1.13;5.1.3.14;3.1.7.2;3.1.5.1;2.4.1.17,3.1.1;2.5.1;1.1.1;2.3.1;3.7.1;6.1.1;6.1.2,3.1.1,3.1.1,3.1.1
R06486,2.4.1.-,2.4.1,2.4.1.-|2.4.1.327;2.4.1.-|2.4.1.326;2.4.1.311;2.4.1.322;5.4.2.7,2.4.1,2.4.1;2.4.2;2.7.7;2.3.1;3.2.1,2.4.1.176;2.4.2.34;2.4.99.12,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.2;2.4.1;2.4.1;3.6.1;2.4.1;2.4.1;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.99;2.4.99;4.2.3;2.4.1,2.4.1,2.4.1
R04315,1.17.4.2,1.17.4,1.17.4.2;1.17.4.1,5.4.99,1.17.4;1.11.1;1.8.4;1.8.98;1.8.1,1.17.4.2;1.17.7.1;1.17.1.1;1.17.3.2,1.8.1;1.8.4;1.11.1;1.8.98;1.17.4;1.8.3;2.8.1;1.8.5;2.8.4;1.5.4,1.11.1;1.8.4,1.17.4,1.17.4
R11950,6.3.2.52,6.3.2,3.6.1.5;6.3.2.52;3.5.1.127;6.3.2.14;6.3.2.39;6.3.2.2|6.3.2.3,6.3.2,2.7.1;6.2.1;2.7.2;3.5.1;2.1.1,6.3.1.10;6.3.4.10;6.3.2.48;6.2.1.39;6.3.5.4;6.3.3.3;3.5.1.127;3.4.14.13;2.3.2.2;3.4.13.4;3.13.1.6;3.4.17.23;1.4.1.13;1.4.7.1;4.3.3.6;3.4.19.13;3.5.5.4;3.5.99.5;3.4.11.1;3.1.1.1;3.5.4.1;3.5.3.21,6.3.2;3.5.1;2.3.1;2.3.2;3.4.13;6.3.1;6.3.4;3.4.11;3.4.19;3.4.17;2.1.3;3.1.1;6.2.1;3.4.15;3.5.3;2.3.-;3.4.24;3.4.22;4.3.2;2.7.7;6.1.1;3.1.2;1.2.1,3.5.1;3.5.1;3.5.1;3.5.1;2.3.1;2.3.1;6.3.2;2.3.2;2.3.2;3.5.1;2.3.1;6.3.2;6.3.2;3.5.1;2.3.2;3.5.1;2.3.2;2.3.2;6.3.2;2.3.1;2.1.3;3.4.13;3.4.13;3.4.13;6.3.2;3.4.15;3.5.1;3.5.3;3.4.11;3.4.11;3.4.19;6.3.2;6.3.2;6.3.2;6.3.2;6.3.2;3.5.1;2.3.1;6.3.2;2.3.1;3.5.1;3.5.1;6.3.2;6.3.2;6.3.2;2.3.1;2.3.1;6.3.2;6.3.2;6.3.2;2.1.3;2.3.1;6.3.2;3.5.1;2.1.2;2.1.2;3.5.1;3.5.1;2.1.3;6.3.2;2.3.1;2.1.3;3.5.1;2.3.2;6.3.4;3.5.1;3.5.1;3.5.1,6.3.2,6.3.2
R09533,3.2.1.167,3.2.1,2.3.1.92;3.2.1.126|3.2.1.21,3.2.1,3.2.1;2.4.1;3.1.1;2.3.1;3.5.1,3.2.1.167;3.1.1.93;4.3.3.5;3.2.2.11,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.2;2.4.1;3.2.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1,3.2.1,3.2.1
R09099,2.1.2.1,2.1.2,2.1.2|2.1.2.-|2.1.2.1,3.5.4,2.1.2;4.3.1;4.2.1;1.4.4;3.4.13,2.3.1.101;2.1.2.1;2.1.1.86;2.1.3.2;2.8.4.4,2.1.2;2.1.1;6.3.4;3.5.1;1.2.99;4.1.2;2.3.1;1.8.1;1.4.4;1.5.1;3.5.4;3.5.3;6.3.3;4.3.-,2.1.2;4.1.2;4.1.2;2.3.1,2.1.2,2.1.2
R11371,2.1.1.-,2.1.1,2.1.1.197;2.1.1.181;2.1.1.348;2.1.1.346,2.1.1,2.1.1;2.3.1;2.5.1;4.2.1;6.3.2,2.1.1.97;2.8.4.4;2.1.2.13;2.1.3.2;2.3.1.32,2.1.1;1.14.14;3.1.1;2.3.1;1.5.3;1.14.11;1.5.8;2.-.-;1.16.1;1.14.99;1.14.13;1.2.7;1.5.99;3.7.1,2.5.1;2.3.1,2.1.1,2.1.1
R09126,3.5.1.106,3.5.1,3.5.1.106;3.5.2.16;6.3.4.-|6.3.4.23;1.5.99.12;3.5.1.3;3.5.1.9;2.1.2.3,3.5.1,3.5.1;3.5.3;3.5.4;4.2.1;3.5.99,3.5.1.106;3.5.2.16;1.2.7.12;3.5.5.7;3.4.13.22;3.4.11.1;3.5.3.9;3.1.1.1;4.2.1.48;2.3.2.2;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.13.1.6;3.4.19.13;3.5.4.1;3.4.17.8;3.4.14.13;3.5.99.8;2.1.2.3;3.8.1.8;4.3.2.4,6.4.1;2.3.1;4.1.1;4.1.3;4.1.2;1.1.1;2.1.1;1.14.14;3.7.1;1.14.99;2.1.3,2.3.1;2.3.1;4.1.1;6.4.1;6.4.1;6.4.1;6.4.1;6.4.1;6.4.1,3.5.1,3.5.1
R03296,5.1.1.8,5.1.1,2.3.1.271;3.5.1.119;2.1.1.233;3.1.1.89;5.1.1.8;1.14.17.3;1.14.14.-|1.14.14.1,5.1.3,5.1.1;2.6.1;3.4.17;2.3.2;3.4.16,1.13.12.2;1.13.11.54;1.13.99.1;1.14.13.239,5.1.1,5.1.1;1.4.3;5.1.1;1.5.-;1.4.3;1.5.1;1.5.1;1.5.3;5.1.3,5.1.1,5.1.1
R12596,6.3.2.-,6.3.2,6.3.1.9;3.6.1.21|3.6.1.9,6.3.1,6.3.2;2.7.1;2.7.4;6.2.1;2.1.1,6.3.5.4;6.3.2.1;6.3.1.11;6.3.4.12;6.2.1.39;6.3.3.3;3.5.1.96;2.3.2.2;3.4.14.13;3.4.13.4;3.13.1.6;3.5.5.4;3.4.17.21;1.4.1.13;1.4.7.1;4.3.3.6;3.4.19.13;3.5.99.5;3.4.11.1;3.5.4.1;3.1.1.1;3.5.3.21,3.5.1;2.3.1;6.3.2;2.3.2;6.3.1;6.3.4;3.4.13;2.1.3;3.4.11;6.2.1;3.1.1;3.4.19;2.1.2;6.3.5;3.1.2;3.4.17;3.5.4;1.2.1;3.5.3;4.3.2;2.7.7;2.3.3;1.2.99;6.1.1;2.3.-;3.4.15;1.2.7;1.4.1;4.3.3;1.4.7;3.5.5;3.7.1,6.3.2;6.3.1;6.3.2;2.3.1;6.2.1;3.5.1;6.3.1;6.3.1;2.3.2;3.5.1;3.5.1;6.3.2;2.3.1;3.5.1;2.3.1;2.3.1;3.5.1;6.3.1;3.5.1;2.3.1;2.3.2;2.3.2;2.3.2;3.5.1;1.5.3;6.3.2;2.3.2;2.3.2;2.3.2;1.5.3;2.3.2;6.3.2;3.5.1;6.3.4;3.5.1;2.3.1;2.3.1,6.3.2,6.3.1|6.3.2
R08342,1.14.14.-,1.14.13,1.14.14.-|1.14.14.1,3.5.4,1.14.13;1.14.14;2.1.1;1.14.-;1.5.1,4.2.1.78;4.3.3.3;4.2.3.38;1.14.13.197;1.1.1.394;5.5.1.6;4.2.99.20;4.1.1.105;3.1.7.9;3.2.1.118;3.7.1.21;4.3.1.9;1.2.1.31;1.4.1.18;2.3.1.85;3.3.1.1;1.17.98.2;2.5.1.119;3.5.5.4;1.3.8.6;1.1.3.47;3.5.1.110;2.7.8.23,2.1.1;1.14.14;3.1.1;2.3.1;1.5.3;1.14.11;1.5.8;2.-.-;1.16.1;1.5.99;1.14.99;1.14.13;1.2.7;3.7.1,1.14.14;1.14.14;1.14.14;1.14.14;1.14.14,1.14.14,1.14.13
R04659,2.4.1.149,2.4.1,3.2.1.18,2.4.1,2.4.1;3.2.1;2.7.1;2.7.7;3.1.3,2.1.2.13;2.1.1.307;2.1.3.2;2.3.1.32;2.8.4.4,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.6.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.99;2.4.2;2.4.2;2.4.1;2.4.99;2.4.2;2.4.2;2.4.2;4.2.3,2.4.1,2.4.1
R03940,2.1.2.9,2.1.2,2.1.2.9,2.1.2,2.1.2;3.5.1;4.3.1;2.3.1;1.5.1,1.14.13.128;1.13.11.48;1.13.12.23;1.13.99.1,2.1.2;6.3.4;3.5.1;2.1.1;1.2.99;1.5.1;4.1.2;1.8.1;1.4.4;2.3.1,1.5.1;2.1.1;2.1.1,2.1.2,2.1.2
R02490,4.2.1.56,4.2.1,1.1.1.36;2.3.1.199;4.2.1.17;4.2.1.-|4.2.1.134,2.8.3,4.2.1;3.2.1;3.7.1;5.4.4;2.3.3,3.1.7.2;3.1.3.7;3.1.4.52;3.6.1.20;3.1.5.1;4.6.1.13;3.2.1.184;2.4.1.17;5.1.3.14;3.1.1.31;4.2.3.1;3.1.2.30;3.1.6.9;4.2.1.155;3.11.1.3;3.7.1.8;2.3.1.85,4.2.1;2.3.1;4.1.2;4.3.3;3.5.5;3.2.-;2.5.1;3.5.1;3.5.2;2.8.1;2.9.1;5.4.4,4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.3.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;1.3.5;3.5.1;4.3.1;1.3.1;1.3.1;4.2.1;4.3.2;1.3.1;4.4.1;5.3.2;1.3.1;4.2.1;4.2.1;4.2.1;4.2.1;5.2.1;4.2.1;4.2.1;4.2.1,4.2.1,4.2.1
R01304,2.4.1.194,2.4.1,2.4.1.194;2.4.1.218;2.4.1.126;2.4.1.35;2.4.1.237;2.4.1.185;2.4.1.-|2.4.1.286;3.2.1.62;2.4.1.170;2.4.1.220;2.4.1.128;2.4.1.91;3.2.1.21,2.4.1,2.4.1;3.2.1;2.7.7;3.1.1;2.4.2,2.4.1.194;2.4.2.9;2.4.99.18,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;3.6.1;2.4.2;2.4.2;2.4.2;2.4.99;2.4.2;2.4.99;2.4.2;2.4.1;4.2.3;2.7.8,2.4.1,2.4.1
R10876,2.4.1.-,2.4.1,2.4.1.277;2.4.1.278;2.4.1.-|2.4.1.289;2.4.1.316;2.4.1.327;2.4.1.317;2.4.1.325;2.4.1.-|2.4.1.328;5.1.3.2;2.4.1.230;2.4.1.-|2.4.1.318;2.4.1.322;2.7.8.11;2.4.1.331;2.4.1.236;2.4.1.-|2.4.1.326;2.4.1.38|2.4.1.90,3.2.1,2.4.1;2.7.7;2.4.2;2.3.1;2.7.1,2.4.1.263;2.4.2.40;2.4.99.18,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;3.6.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.2;2.4.2;2.4.2;2.4.2;2.4.99;4.2.3;2.4.99;2.4.1,2.4.1,2.4.1
