reaction_id,EC Number,BEC-Pred,CLAIRE,SelenzymeRF,SIMMER,Theia,BridgIT,E-zyme1,E-zyme2,MajorityVote,MajorityVoteCore4
R06450,2.4.1.316,2.4.1,2.4.2;3.2.2;2.4.1;3.6.1,2.4.1.277;2.4.1.230;5.1.3.2;2.4.1.236;2.4.1.87;2.4.1.239;2.4.1.-|2.4.1.254;2.4.2.51;2.4.1.210;2.4.1.17,3.2.1;2.4.1,2.4.1;2.7.7;2.4.2;2.3.1;2.7.1,2.4.1.158;2.4.2.40;2.4.99.18,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.2;3.6.1;2.4.1;2.4.1;2.4.2;2.4.2;2.4.2;2.4.2;2.4.99;2.4.99;2.4.2;2.4.1;4.2.3,2.4.1,2.4.1
R06487,2.4.1.-,2.4.1,2.7.8;2.4.1;2.5.1;2.4.2,2.4.1.277;5.1.3.2;2.7.8.11;2.7.4.6,2.4.1,2.4.1;2.3.1;2.7.7;2.4.2;3.2.1,2.4.1.176;2.4.2.34;2.4.99.15,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.2;2.4.1;2.4.1;3.6.1;2.4.1;2.4.1;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.99;2.4.99;4.2.3;2.4.1,2.4.1,2.4.1
R10253,2.3.1.-,2.3.1,2.3.1;3.1.1;2.8.3;3.1.2,2.3.1.-|2.3.1.224;2.3.1.180,2.3.1,2.3.1;3.1.2;3.1.1;2.3.3;1.2.7,2.3.1.224;2.3.3.9;6.2.1.1;2.1.3.7;2.3.2.30;6.1.2.2;1.2.1.95;6.3.1.20;6.3.4.10;2.1.2.5,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,1.1.1;2.3.1;2.3.1;1.2.1;1.2.1;1.2.1;3.1.2;6.2.1;6.2.1;2.3.1;2.3.1;1.2.7;2.3.1;1.2.7;3.1.2;1.2.7;1.2.1;1.2.1;2.3.1;1.2.4;1.2.1;6.2.1;6.2.1;2.3.1;2.3.1;2.3.1;2.3.1;6.2.1;2.3.1,2.3.1,2.3.1
R05613,2.5.1.-,2.5.1,2.5.1;5.3.99;4.4.1;2.2.1,2.5.1.-|2.5.1.31;2.5.1.-|2.5.1.33;2.5.1.-|2.5.1.30;2.5.1.87|2.5.1.91;2.5.1.81;2.5.1.83;2.5.1.-|2.5.1.84|2.5.1.85;2.5.1.89;2.5.1.86;2.5.1.142;2.5.1.88;2.5.1.20;2.5.1.142|2.5.1.92;2.5.1.10,2.5.1,2.5.1;5.3.3;1.17.1;2.7.1;4.1.1,2.5.1.20;1.3.1.96;2.4.1.326;2.1.3.12;2.4.2.34;4.4.1.20,2.5.1;1.5.3;4.4.1;4.2.1;1.5.99;2.3.1;1.14.15;1.5.1;3.1.1;3.3.1;2.1.2;4.1.99;4.1.3;3.3.2;3.5.99;1.4.3;4.3.3;3.5.-;1.3.1;3.7.1;1.1.1;1.8.3,2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;5.3.3;1.17.1,2.5.1,2.5.1
R12826,1.14.11.24,1.14.11,5.4.4;1.1.3;1.4.3;1.14.13,1.13|1.13.12.19;1.13.12.24;1.2.2.4;1.14.11.25;1.13.12.6;1.13.11.27;1.14.11.21;1.14.11.24;1.14.11.13;1.14.11.41;1.14.11.11;1.14.11.76;1.14.11.-|1.14.11.35;1.14.11.-|1.14.11.55;1.14.11.28;1.14.11.8;1.14.12.1;1.13.11.46;1.13.11.83;1.14.11.15;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67,1.14.11,1.14.11;1.14.20;1.1.99;4.1.1;1.4.11,1.14.11.56;1.14.18.5;1.14.13.168;1.10.3.3;1.14.15.22;1.14.12.10;1.14.14.1;1.14.16.7;1.14.19.17;1.2.3.9;1.14.99.2;1.14.21.11,1.14.13;1.14.14;1.14.11;1.14.15;1.14.16;1.14.-;1.14.18;1.14.99;1.17.1;1.10.99;1.13.11;1.1.1;1.10.3;1.97.1;1.17.99;1.3.99;1.2.1;1.3.7;1.14.20;4.1.99;3.5.3;1.17.7;1.-.-;3.7.1;1.6.6;2.5.1;1.14.12;1.17.3;1.7.3;1.14.17,1.14.11;1.14.14;1.14.11;1.14.14;4.2.1;1.14.11;4.2.1;4.2.1;4.2.1;4.2.1;4.2.3;4.2.1;4.2.1;4.2.1;4.2.1;1.14.15;1.14.14;4.2.1;4.2.1;1.14.14;1.14.15;1.14.13;1.14.13;1.14.13;1.14.13;1.14.13,1.14.11,1.14.11
R10876,2.4.1.-,2.4.1,2.4.2;2.7.7;2.4.1;6.1.1,2.4.1.277;2.4.1.278;2.4.1.-|2.4.1.289;2.4.1.316;2.4.1.327;2.4.1.317;2.4.1.325;2.4.1.-|2.4.1.328;5.1.3.2;2.4.1.230;2.4.1.-|2.4.1.318;2.4.1.322;2.7.8.11;2.4.1.331;2.4.1.236;2.4.1.-|2.4.1.326;2.4.1.38|2.4.1.90,3.2.1,2.4.1;2.7.7;2.4.2;2.3.1;2.7.1,2.4.1.263;2.4.2.40;2.4.99.18,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;3.6.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.2;2.4.2;2.4.2;2.4.2;2.4.99;4.2.3;2.4.99;2.4.1,2.4.1,2.4.1
R07504,2.1.1.95,2.1.1,2.1.1;2.3.1;3.1.1;4.4.1,2.1.1.95;2.1.1.132;2.1.1.-|2.1.1.295;2.1.1.329;2.1.1.201,2.1.1,2.1.1;2.3.1;2.5.1;4.1.1;6.3.2,2.1.1.25;2.8.4.4;2.1.2.13;2.3.1.101;2.1.3.2,2.1.1;1.14.14;3.1.1;2.3.1;1.5.3;1.14.11;1.5.8;2.-.-;1.16.1;1.14.99;1.14.13;1.2.7;1.5.99;3.7.1,2.5.1;2.3.1,2.1.1,2.1.1
R03352,3.1.2.4,3.1.2,3.1.2;2.3.1;3.1.1;-,2.3.1.300;6.2.1.7;6.2.1.1,3.1.2;2.3.1,3.1.2;3.2.1;4.2.1;1.2.1;3.4.11,3.1.2.4;4.2.1.155;2.3.1.85;3.1.1.79;3.1.6.17;3.1.3.21;3.11.1.3;3.1.4.2;4.2.3.1;3.6.1.7;3.7.1.8;3.2.1.175;3.1.7.5;3.1.5.1;4.6.1.13;2.4.1.17;5.1.3.14,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,3.1.2;1.2.7;1.2.7;3.1.2;2.3.1;1.2.1;1.2.1;1.2.1;6.2.1;1.2.7;6.2.1;1.2.1;2.3.1;2.3.1;1.1.1;2.3.1;1.2.1;2.3.1;1.2.4;6.2.1;1.1.1;2.3.1;2.3.1;2.3.1;6.2.1;6.2.1;2.3.1;2.3.1;3.1.2;1.2.1,3.1.2,3.1.2
R12517,1.3.1.122,1.3.1,1.1.1;1.3.1;1.2.1;1.8.1,1.3.1.122;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.5.1;1.2.1;1.1.1,1.3.1;1.1.1;1.3.99;5.3.3;5.5.1,1.1.1.324;1.2.1.22;2.3.1.85;1.3.1.20;1.17.1.4;5.3.3.1;1.1.3.39;5.4.99.3;1.1.99.9;4.1.1.5;1.4.3.5;4.2.1.155;1.1.5.4,1.3.1;1.3.99;1.5.1;1.3.8;5.3.3;1.3.3;1.14.11;2.3.1;1.1.1;1.3.5;5.2.1;5.3.2;5.3.1;1.3.7;1.4.3;1.5.99;1.14.21;5.1.3;1.5.3;1.10.3;1.6.5;1.3.-;2.5.1;1.1.3;1.6.99;1.5.-;4.1.1;1.4.1;1.11.1;1.1.-;5.3.99;1.17.99;1.12.98;1.6.1;1.3.2;1.10.9;1.6.3;1.14.99;1.14.13;1.14.14;5.1.1;3.1.3;1.14.12;1.14.-;5.5.1;1.7.1;1.8.5;1.3.98,1.3.99;1.3.1;1.3.1;4.2.3;4.2.3;4.2.3;4.2.3;4.2.1;1.3.99;1.3.5;1.3.8;4.2.3;1.3.5;1.3.5;1.3.8;4.2.1;1.3.5;1.14.19;1.3.99;1.14.19;1.3.5;1.3.5;1.13.11;5.3.3;1.3.8;4.2.1;4.2.3;4.2.1;1.13.11;1.3.99;1.13.11;1.13.11;1.13.11;1.13.11;1.3.1;1.13.11;4.2.1;1.13.11;1.14.19;1.13.11;1.3.5;1.3.5;1.14.19;4.2.1;4.2.1;1.3.3;4.2.1;4.2.1;4.2.1;1.3.99;4.2.1;1.3.8;5.2.1;1.14.13;1.14.13;1.3.8,1.3.1,1.3.1
R01659,2.5.1.28|2.5.1.92|2.5.1.142,2.5.1,2.5.1;5.3.99;4.4.1;2.2.1,2.5.1.20;2.5.1.-|2.5.1.31;2.5.1.39,4.2.3,2.5.1;5.3.3;1.14.99;2.3.2;4.1.1,2.5.1.1;1.3.1.96;2.4.1.137;2.4.2.34;2.1.3.12;4.4.1.20,2.5.1;1.5.3;4.4.1;4.2.1;1.5.99;2.3.1;1.14.15;1.5.1;3.1.1;3.3.1;2.1.2;4.1.99;4.1.3;3.3.2;3.5.99;1.4.3;4.3.3;3.5.-;1.3.1;3.7.1;1.1.1;1.8.3,2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;5.3.3;1.17.1;2.5.1;2.5.1;2.5.1;2.5.1,2.5.1,2.5.1
R12196,3.1.1.-,3.1.3,3.1.3;3.6.1;3.2.1;2.4.1,2.7.8.43;2.3.1.243;2.3.1.241;2.3.1.251;2.4.2.43;2.7.4.29;3.2.1.144;2.7.8.42;2.4.1|2.4.1.58;2.4.1.17,2.7.1,3.1.1;3.5.1;3.4.17;3.2.1;3.1.2,3.1.1.46;3.1.4.40;3.1.3.39;5.1.3.14;3.2.1.183;4.6.1.13;3.6.1.57;2.4.1.17;3.1.6.1;3.1.7.3;3.1.5.1;4.2.3.1;3.1.2.27;3.7.1.8;3.11.1.3;2.3.1.85;4.2.1.155,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.2;2.3.3;1.2.7;3.5.1;3.7.1;3.2.1;2.1.3;1.2.4;1.8.1;1.1.1;1.-.-;4.1.3;2.3.-;2.5.1;2.8.3;4.4.1;2.1.1;6.1.2;1.2.3;2.6.1;3.5.3;6.3.2;6.3.1;6.3.4,2.3.1;2.3.1,2.3.1,2.3.1
R07265,2.4.1.231,2.4.1,3.2.1;2.4.1;5.1.3;3.6.1,2.4.1.231;2.4.1.64;2.4.1.279;2.4.1.31;2.4.1.20;2.4.1.281;2.4.1.8;2.4.1.320;2.4.1.230;2.4.1.339;2.4.1.245;2.4.1.321;3.2.1.74;5.4.99.16;2.4.1.216;2.4.1.25;3.2.1.21|3.2.1.25|3.2.1.74,2.4.1,2.4.1;3.1.3;2.4.2;2.7.1;2.7.3,2.4.1.64;2.5.1.7;2.4.2.34;2.1.3.12;4.4.1.20;1.3.1.96,2.4.1;3.2.1;2.4.2;3.1.4;4.2.2;5.1.3;6.5.1;2.4.99;6.1.1;4.2.1;3.1.3;3.6.1;2.7.8;3.1.1,2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;3.2.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;3.2.1;3.2.1;3.2.1;3.2.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;3.2.1;2.4.2;2.4.1;2.4.1;2.4.2;2.4.1;2.4.2;2.4.1;2.4.2;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;4.2.2;3.2.1;3.2.1;3.2.1;3.2.1;3.2.1;2.4.1;3.2.1;3.2.1;2.4.2;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1,2.4.1,2.4.1
R06757,2.5.1.111,2.5.1,2.5.1;5.3.99;4.4.1;2.2.1,2.5.1.111;2.5.1.39,2.5.1,2.5.1;5.3.3;1.14.-;1.14.15;1.14.13,2.5.1.122;1.3.1.96;2.4.1.85;2.1.3.12;2.4.2.34;4.4.1.20,2.5.1;1.5.3;4.4.1;4.2.1;1.5.99;2.3.1;1.14.15;1.5.1;3.1.1;2.1.2;3.3.1;4.1.99;4.1.3;3.3.2;3.5.99;1.4.3;4.3.3;3.5.-;1.8.3;1.3.1;3.7.1;1.1.1;1.8.1;4.5.1,2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1,2.5.1,2.5.1
R08188,3.1.2.-,3.1.2,3.1.2;2.8.3;3.1.1;2.3.1,2.3.1.207;2.3.1.-|2.3.1.86;2.3.1.225,2.3.1,3.1.2;3.1.1;2.3.1;1.2.1;1.2.3,3.1.2.2;4.2.1.155;2.3.1.85;3.1.1.85;3.1.3.4;3.1.6.3;4.2.3.1;3.6.1.7;3.11.1.3;3.1.4.46;3.2.1.175;3.1.7.3;3.1.5.1;3.7.1.8;2.4.1.17;4.6.1.13;5.1.3.14,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,3.1.2;3.1.2;2.3.-;3.1.2;3.1.2;2.3.1;2.3.1;3.1.2;2.3.1;2.3.1;3.1.2;3.1.2;2.3.1;2.3.1;3.1.2;2.3.1;2.3.1;3.1.2;3.1.2;2.3.1;2.3.1;3.1.2;2.3.1;2.3.1,3.1.2,2.3.1
R02010,4.2.3.113,4.2.3,2.5.1;5.5.1;4.2.3;3.1.3,4.2.3.113;2.5.1.39,4.2.3,4.2.3;5.5.1;4.3.2;5.3.3;1.3.1,2.5.1.41;1.3.1.96;2.4.1.269;2.4.2.34;2.1.3.12;4.4.1.20,4.2.3;4.1.99;3.1.7,4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.1.99;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3,4.2.3,4.2.3
R11497,2.5.1.135,2.5.1,2.5.1;5.3.99;4.4.1;2.2.1,2.5.1.135;2.7.7.69;2.4.1.214;2.4.1.68;2.4.1.33;6.2.1.13;2.4.1.308;3.6.1.72;2.4.1.251;6.3.2.34;2.4.1.142;2.4.1.132;2.4.1.131;2.4.1.83;2.7.8.26,2.5.1;2.4.1,2.4.1;2.5.1;1.14.14;2.3.1;6.2.1,2.5.1.19;2.4.1.250;2.4.2.34;2.1.3.12;1.3.1.97;4.4.1.20,2.4.2;3.2.2;2.4.1;4.3.3;6.3.4;3.5.1;2.6.99;2.4.99;2.7.8;1.14.14;1.14.11,2.4.99;2.1.2;2.1.4;3.5.1;3.5.1;2.3.1;2.3.1;2.3.1;3.5.1;2.3.1;2.3.2;3.5.1;6.3.4;2.1.2;4.3.2;2.4.2;3.5.1;2.3.1;2.3.1;2.1.2;3.5.4;2.1.2;3.5.1;6.3.4;2.4.2;4.3.2;2.5.1;2.3.-;6.3.2;2.-.-;6.3.2;6.3.2;4.3.2;6.3.2;6.3.2,2.5.1,2.5.1
R04294,1.17.4.1,1.17.4,2.7.7;1.17.4;2.4.2;1.8.4,1.17.4.1;1.17.4.2,5.4.99,1.17.4;1.11.1;1.8.4;1.8.98;1.8.1,1.17.4.1;1.17.7.1;1.17.1.1;1.17.3.2,1.8.1;1.8.4;1.11.1;1.8.98;1.17.4;1.8.3;2.8.1;1.8.5;2.8.4;1.5.4,1.11.1;1.8.4,1.17.4,1.17.4
R10596,2.4.1.312,2.4.1,2.4.1;3.2.1;2.4.2;5.1.3,2.4.1.-|2.4.1.285;2.4.1.-|2.4.1.283;2.4.1.250;3.2.1.4,2.4.1,2.4.1;3.2.1;2.7.7;5.4.99;2.4.2,2.1.2.13;2.1.1.324;2.1.3.2;2.3.1.32;2.8.4.4,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.6.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.99;2.4.2;2.4.2;2.4.1;2.4.99;2.4.2;2.4.2;2.4.2;4.2.3,2.4.1,2.4.1
R06614,4.1.1.-,4.1.1,4.1.1;2.7.11;3.7.1;2.2.1,4.1.1.17;4.1.1.65,4.4.1,2.3.2;4.1.1;2.3.1;6.2.1;2.7.8,4.1.1.86;1.1.1.381;4.2.1.155;4.1.2.35;4.1.3.39;1.3.8.6;2.1.2.11;4.1.99.2;4.2.99.21;3.1.1.82,4.1.1;6.4.1;2.1.3;1.3.8;1.1.1,4.1.1;4.1.1;4.1.1;4.1.1;4.1.1;4.1.1;4.1.1;4.1.1;4.1.1;4.1.1;4.1.1;4.1.1;2.1.3;4.1.1;4.1.1;4.1.1;4.1.1;4.1.1;4.1.1;4.1.1;4.1.1;4.1.1,4.1.1,4.1.1
R04584,2.4.1.92,2.4.1,3.1.3;3.6.1;4.1.1;2.4.1,3.2.1.52;3.2.1.23,2.4.1,2.4.2;2.3.1;2.7.7;2.7.6;5.1.3,1.13.99.1;1.14.13.239;1.13.12.2;1.13.11.48,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.6.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.99;2.4.2;2.4.2;2.4.1;2.4.99;2.4.2;2.4.2;2.4.2;4.2.3,2.4.1,2.4.1
R11311,3.2.1.65,5.4.99,5.1.3;3.2.1;2.4.1;5.3.1,5.1.3.30|5.1.3.31;2.7.1.1;2.7.1.1|2.7.1.4;2.7.1.211;2.3.1.79;2.7.1.207;2.7.1.208|2.7.1.69;2.7.1.201|2.7.1.69;2.7.1.1|2.7.1.55;2.7.1.1|2.7.1.2,3.2.1,2.3.1;2.7.4;2.4.1;5.1.3;2.7.8,2.4.1.99;2.4.2.51;2.4.99.1,3.2.1;2.5.1;1.11.1;1.14.13;1.14.21;1.14.11;1.13.11;2.4.1;4.2.1;4.2.99;5.1.3;4.2.2;1.-.-;2.4.99,3.2.1;3.2.1;3.2.1;3.2.1;3.2.1;3.2.1;3.2.1;3.2.1;3.2.1;3.2.1;3.2.1;2.1.1;3.2.1;3.2.1,3.2.1,2.7.1
R12568,2.7.7.-,2.7.7,2.4.2;2.7.8;2.7.1;3.6.1,4.6.1.2;2.7.7.38;2.7.7.90,2.7.7,2.7.7;2.7.1;2.4.99;2.3.2;2.7.4,2.7.1.48;2.7.6.5;2.7.7.47;2.7.8.28;2.7.11.7;2.7.99.1;2.7.2.4;2.7.3.3;2.7.14.1;6.3.5.5;2.7.4.14;2.7.10.1;2.7.12.1,2.7.7;3.1.3;2.7.8;2.7.1;3.1.4;3.6.2;2.7.12;2.7.10;3.1.8;2.7.9,2.7.7;2.7.7;2.7.7;2.7.7;3.6.1;2.7.7,2.7.7,2.7.7
R10835,2.4.1.324,2.4.1,2.4.1;3.2.1;2.4.2;3.1.3,2.4.1.324;2.4.1.-|2.4.1.323;2.4.1.245;2.4.1.15;2.4.1.38|2.4.1.90;2.4.1.-|2.4.1.266;2.4.1.202;2.4.1.22;2.4.1.-|2.4.1.284;2.4.1.85;2.4.1.173,2.4.1,2.4.1;3.2.1;5.1.3;2.7.7;2.4.2,2.4.1.324;2.4.2.9;2.4.99.1,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;3.6.1;2.4.2;2.4.2;2.4.2;2.4.99;2.4.2;2.4.99;2.4.2;2.4.1;4.2.3;2.7.8,2.4.1,2.4.1
R11544,3.2.1.197,3.2.1,3.2.1;2.4.1;5.1.3;5.4.1,3.2.1.74;3.2.1.21|3.2.1.25|3.2.1.74,3.2.1,3.2.1;3.1.3;3.6.1;3.1.4;3.4.11,3.2.1.63;3.1.1.93;3.2.2.11;4.3.3.5,2.4.1;3.2.1;2.4.2;3.1.4;4.2.2;5.1.3;6.5.1;2.4.99;6.1.1;4.2.1;3.1.3;3.6.1;2.7.8;3.1.1,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.2;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.2;2.4.1;2.4.2;2.4.2;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.2;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;4.2.2;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.2;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;2.1.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;2.1.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1,3.2.1,3.2.1
R02168,2.4.1.36,2.4.1,2.4.1;3.2.1;4.2.2;2.4.99,2.4.1.36;2.4.1.347;2.4.1.15;2.4.1.216;2.4.1.245;2.4.1.64;2.4.1.231;3.2.1.85;5.4.99.16;3.2.1.122|3.2.1.93,2.4.1,2.4.1;5.4.99;2.3.1;2.7.7;5.1.3,2.4.1.347;2.4.2.34;2.4.99.14,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;3.6.1;2.4.2;2.4.2;2.4.99;2.4.2;2.4.2;2.4.99;2.4.2;2.4.1;4.2.3;2.7.8,2.4.1,2.4.1
R06390,3.1.1.83,3.1.1,3.1.1;2.3.1;3.1.2;3.5.1,3.1.1.83;1.14.13.105;1.2.1.5;3.5.1.3;3.7.1.18;3.5.1.1;2.8.3.9;1.1.1.283;3.1.1.-|3.1.1.24;6.3.5.4;3.1.1.25,3.1.1,3.1.1;1.14.13;3.5.1;3.3.2;1.14.18,1.14.19.12;1.14.15.3;1.14.18.4;1.14.11.17;1.10.3.3;1.14.13.202;1.14.14.1;1.14.12.12;1.2.3.9;1.14.21.11;1.14.16.1;1.14.99.2,3.1.1;2.5.1;1.1.1;2.3.1;3.7.1;6.1.1;6.1.2;2.1.1,3.1.1;3.1.1;3.1.1;3.1.1;3.1.1,3.1.1,3.1.1
R00493,2.6.1.-,2.6.1,2.6.1;1.4.99;1.4.1;3.5.1,2.6.1.14;4.3.1.17|4.3.1.18|4.3.1.19|4.3.1.20;1.4.99.6,5.3.3,2.6.1;4.3.1;1.4.1;1.4.11;4.1.1,2.6.1.35;2.6.99.2;2.7.8.29,2.6.1;1.4.3;1.4.1;1.4.9;1.4.99;1.4.7;1.4.2;4.3.1;1.13.12;4.1.1;1.14.11;2.-.-;2.4.2;1.4.5,1.4.3;1.4.3;2.6.1;2.6.1;1.4.1;1.4.99;2.6.1;1.4.1;2.6.1;2.6.1;4.4.1;4.4.1;4.4.1;1.4.3;1.4.3;4.4.1;4.4.1;4.4.1;2.6.1;2.6.1;1.4.1;2.6.1;1.4.1;1.4.1,2.6.1,2.6.1
