reaction_id,EC Number,BEC-Pred,CLAIRE,SelenzymeRF,SIMMER,Theia,BridgIT,E-zyme1,E-zyme2,MajorityVote,MajorityVoteCore4
R03558,2.4.1.172,2.4.1,2.4.1;2.4.2;3.2.1;2.7.8,3.2.1.21,2.4.1,2.4.1;2.7.7;3.2.1;3.1.1;2.7.8,2.4.1.172;2.4.2.9;2.4.99.18,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;3.6.1;2.4.2;2.4.2;2.4.2;2.4.99;2.4.2;2.4.99;2.4.2;2.4.1;4.2.3;2.7.8,2.4.1,2.4.1
R01978,2.3.3.10,2.3.3,2.3.1;3.1.2;3.1.1;4.2.1,1.2.1.18;2.3.1.169;2.3.3.10|4.1.3.5;2.3.1.199;2.3.1.16,2.3.3;2.3.1,2.3.3;4.1.3;3.1.2;2.3.1;4.2.1,2.3.3.10;2.3.1.182;6.2.1.1;2.3.2.14;1.2.1.95;6.3.1.20;2.1.3.7;6.3.4.10;6.1.2.2;2.1.2.5,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,1.1.1;2.3.1;2.3.1;1.2.1;1.2.1;1.2.1;3.1.2;6.2.1;6.2.1;2.3.1;2.3.1;1.2.7;2.3.1;1.2.7;3.1.2;1.2.1;1.2.7;1.2.1;2.3.1;1.2.4;1.2.1;6.2.1;6.2.1;2.3.1;2.3.1;2.3.1;2.3.1;6.2.1;2.3.1,2.3.1,2.3.3
R08648,2.2.1.6,2.2.1,2.2.1;4.2.99;4.1.1;4.1.3,2.2.1.6;4.1.1.1|4.1.1.7;2.3.1.-|2.3.1.179|2.3.1.180|2.3.1.41|2.3.1.85|2.3.1.86,4.1.1,2.2.1;2.3.3;1.2.4;1.2.7;4.1.2,2.2.1.6;1.2.4.1;4.1.1.1,2.2.1;4.1.2;1.2.4;2.3.1;4.1.1,2.2.1;2.2.1;2.2.1;1.1.1,2.2.1,2.2.1
R08654,4.4.1.-,4.4.1,4.4.1;4.3.1;4.1.99;2.5.1,4.4.1.-|4.4.1.13;2.7.3.9;4.3.1.15;4.1.99.1|4.4.1.1|4.4.1.3,4.4.1,4.4.1;4.1.99;4.3.1;2.5.1;1.14.-,4.4.1.8;4.5.1.2,4.4.1;2.5.1;1.8.3;4.2.1;1.1.1;1.8.1;2.1.2;4.5.1;3.3.1,4.4.1;4.4.1;4.4.1;4.4.1;4.4.1,4.4.1,4.4.1
R01776,2.3.1.31,2.3.1,2.3.1;3.1.1;3.1.2;4.2.1,2.3.1.180,2.3.1,2.3.1;3.1.1;1.2.1;3.1.2;2.5.1,2.3.1.31;6.2.1.1;2.3.3.9;6.1.2.2;2.3.2.30;1.2.1.95;2.1.3.12;6.3.1.20;6.3.4.10;2.1.2.13,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,1.1.1;2.3.1;2.3.1;1.2.1;1.2.1;3.1.2;1.2.1;6.2.1;2.3.1;6.2.1;2.3.1;1.2.7;2.3.1;1.2.7;3.1.2;1.2.1;1.2.7;1.2.1;2.3.1;1.2.4;1.2.1;6.2.1;6.2.1;2.3.1;2.3.1;2.3.1;2.3.1;6.2.1;2.3.1,2.3.1,2.3.1
R01519,3.1.1.17,3.1.1,3.1.1;2.3.1;3.1.2;3.5.1,1.1.99.35;1.1.1.69;3.2.1.113;2.2.1.1;1.1.1.122;1.1.1.264;1.1.1.370;1.1.1.121;3.1.1.17;1.1.99.28;3.2.1.22,3.1.1,3.1.1;3.7.1;3.1.2;3.5.1;4.2.1,1.14.18.5;1.14.15.16;1.14.11.28;1.14.19.29;1.10.3.1;1.14.13.185;1.14.14.1;1.14.12.10;1.2.3.9;1.14.21.11;1.14.99.2;1.14.16.7,3.1.1;2.5.1;1.1.1;2.3.1;3.7.1;6.1.1;6.1.2;2.1.1,3.1.1;3.1.1;3.1.1;1.1.3;3.1.1;3.1.1;1.2.1,3.1.1,3.1.1
R00182,3.2.2.4,3.6.1,2.4.2;3.6.1;3.1.3;2.7.7,3.2.2.4;2.4.2.8;2.4.2.1|2.4.2.15|2.4.2.28,3.2.2,3.2.2;2.4.2;3.5.1;3.1.1;2.3.1,3.2.2.4;3.2.1.170;4.3.3.5;3.1.1.93,2.4.2;3.2.2;2.4.1;1.14.14;1.14.11;2.7.8;3.5.1;6.3.4;4.3.3;4.1.3;2.6.1,2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;3.2.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;3.2.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.1;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;3.2.2;2.4.2;3.2.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.1;1.14.14,2.4.2,3.2.2
R13159,2.4.2.-,2.4.2,2.4.2;2.4.1;3.2.2;3.6.1,2.4.2.51;2.4.1.87;2.4.1.239;2.4.1.236;2.4.1.-|2.4.1.254;2.4.1.210;2.4.1.15;2.4.1.17,2.4.2;2.4.1,2.4.2;5.1.3;2.3.1;2.7.7;2.7.6,2.4.1.309;2.4.99.9;2.4.2.35,2.4.1;3.2.1;2.4.2;3.1.4;4.2.2;5.1.3;6.5.1;2.4.99;6.1.1;4.2.1;3.1.3;3.6.1;2.7.8;3.1.1,2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.1.1;2.4.1;2.4.1;2.1.1;3.2.1;3.2.1;2.4.2;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.2;2.4.1;2.4.2;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.1.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.1.1;3.2.1;2.4.1;4.2.2;2.4.1;2.4.1;2.4.1;2.1.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;3.2.1,2.4.1,2.4.2
R10819,5.1.3.32,5.1.3,5.1.3;5.3.1;3.2.1;5.4.2,5.1.3.3;5.1.3.-|5.1.3.32;5.1.3.-|5.1.3.29;3.2.1.40;3.2.1.38,5.1.3,5.1.3;5.3.1;3.2.1;2.4.1;2.7.1,3.2.1.22;3.1.1.93;3.2.2.19;4.3.3.5,5.1.3;5.3.1;5.-.-;1.1.1,5.1.3;5.1.3;1.1.1;1.1.1;1.1.1;5.3.99;1.1.5;1.1.1;1.1.1;1.1.1;1.1.1;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;1.1.1;1.1.1;5.1.3;1.1.1;4.1.1;1.1.1;4.2.1;4.2.1;5.1.3;1.1.1;1.1.1;1.1.1;5.1.3;4.2.1;5.1.3;5.1.3;4.2.1;1.1.1;1.1.1;1.1.1;1.1.1;1.3.2;1.1.3;2.1.1;1.1.1,5.1.3,5.1.3
R13266,2.3.1.293,2.3.1,2.3.1;3.1.1;1.1.1;1.3.1,2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.-|2.3.1.179|2.3.1.199|2.3.1.41;2.3.1.-|2.3.1.179|2.3.1.180|2.3.1.41|2.3.1.85|2.3.1.86,3.5.2;3.5.1,2.3.1;3.1.1;3.1.2;4.1.1;1.2.4,2.3.1.179;2.3.2.30;6.2.1.51;2.3.3.10;1.2.1.95;6.3.1.20;6.3.4.10;6.1.2.2;2.1.3.5;2.1.2.5,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;2.1.3;1.2.4;1.8.1;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;1.2.1;2.3.1;2.3.1;2.3.1;2.3.1;3.1.2;6.2.1;2.3.1;2.3.1;1.2.1;2.3.1;6.2.1;3.1.2;2.3.2;2.3.1;3.1.2;2.3.1;1.2.4;3.1.2;2.3.1;3.1.2;3.1.2;6.2.1;2.3.-;3.1.2;3.1.2;1.2.7;2.3.1;3.1.2;1.2.1;2.3.1,2.3.1,2.3.1
R07640,6.5.1.3,6.3.4,2.7.4;2.7.1;2.1.1;2.4.2,3.6.1.5;6.5.1.3;2.7.1.20|2.7.1.74;3.6.1.62;2.7.4.3,2.7.7,2.7.4;2.7.1;6.2.1;5.1.99;2.7.2,2.7.8.34;2.7.6.5;2.7.7.96;2.7.1.86;2.7.4.21;2.7.2.3;2.7.11.7;2.7.3.3;2.7.14.1;6.3.5.5;2.7.10.1;2.7.12.1;2.7.99.1,4.3.3;4.2.1;2.3.1,2.4.1;2.4.1;2.4.1;2.4.99;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.2;2.4.2;2.4.2;2.7.8;2.4.1;2.4.1;3.6.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.2;2.4.2;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.99;3.1.4;3.1.4;4.2.3;2.5.1;2.9.1;2.4.2;2.4.2,2.4.1,3.6.1
R09810,1.13.11.61,1.13.11,1.13.11;3.3.2;1.14.99;1.2.1,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.14.13.26;1.14.18.5;1.14.12.10;1.7.2.1|7.1.1.9,1.13.11,1.13.11;1.14.99;1.14.12;1.14.14;4.2.1,1.3.3.10;1.5.3.5;1.4.3.3;2.6.1.82;1.21.3.3;1.5.1.1;2.5.1.46,1.13.11;1.14.99;1.13.-;1.14.13;3.7.1;2.8.1;1.8.1;1.8.99;1.8.7,1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.14.99;1.14.19;1.3.1;2.3.1;1.3.1;1.3.1;1.3.1;1.14.19;4.2.1;2.3.1;1.3.1;4.2.1;1.3.1;1.14.19;1.14.19;4.2.1;1.14.14;1.13.11;1.14.19;4.2.1;1.14.19;1.13.11;1.14.-;1.14.14;1.14.14;1.3.1;2.3.1;1.3.1,1.13.11,1.13.11
R13244,3.1.3.62,3.1.3,3.6.1;3.1.3;3.1.4;3.1.7,3.1.3.36;3.1.3.62;2.7.1.151;2.7.1.159;6.3.4.22;2.7.1.127;3.1.3.67;3.1.3.36|3.1.3.86;2.7.7.91;2.5.1.75,3.1.3,3.1.3;3.6.1;3.1.4;4.6.1;3.7.1,3.1.3.56;3.1.4.11;4.6.1.13;3.6.1.20;3.1.7.2;3.1.1.31;3.2.1.42;2.4.1.17;5.1.3.14;4.2.3.1;3.1.5.1;3.1.6.1;3.11.1.3;3.1.2.5;2.3.1.85;3.7.1.8;4.2.1.155,2.7.1;3.1.3;2.7.8;3.6.1;3.1.4;2.7.4;2.7.11;2.7.7;3.6.3;3.1.7;2.7.6;4.6.1;2.7.2;2.7.3;3.2.1;3.6.4;2.7.9;2.6.-;2.7.-;2.7.13;3.6.5;2.4.1;5.1.3;4.2.3;2.7.99;3.1.5;2.7.12;4.1.1;2.7.10;1.3.7;1.18.6;1.19.6;3.-.-,2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;3.1.3;3.1.3;2.7.1;3.1.3;3.1.3;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;3.1.3;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;3.1.3;3.1.3;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.7;2.7.7;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.6,3.1.3,3.1.3
R04630,2.4.3.9,2.4.99,3.1.1;2.3.1;3.1.2;3.5.1,3.2.1.18,2.4.1,2.4.1;2.4.99;3.1.3;3.1.4;3.2.1,2.4.99.9;2.4.1.92;2.4.2.49,2.4.99;3.2.1;2.4.1;3.1.4,2.4.99;3.6.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;4.2.3;2.4.1;2.4.1;2.4.1;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.99;2.4.1,2.4.99,2.4.1
R09214,1.13.11.-,1.13.11,1.13.11;1.14.99;3.3.2;1.2.1,1.13.11.-|1.13.11.1|1.13.11.M6;1.13.11.8;1.13.11.4;1.14.14.173;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.1.3.15,5.5.1;1.13.11,1.13.11;1.14.12;6.2.1;5.5.1;1.3.1,1.13.11.1;1.13.12.4;1.13.99.1;1.14.13.239,1.13.11;1.14.99;1.13.-;1.14.13;3.7.1;2.8.1;1.8.1;1.8.99;1.8.7,1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11;1.13.11,1.13.11,1.13.11
R04216,2.4.99.18,2.7.8,2.4.1;2.4.2;2.7.8;3.6.1,3.5.1.52;3.2.1.97;3.2.1.169;3.5.1.44,2.4.1,2.4.1;4.2.1;2.-.-;2.3.1;2.4.-,2.1.3.2;2.1.2.13;2.1.1.300;2.3.1.32;2.8.4.4,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.99;2.4.1;2.4.1;2.4.1;2.4.1;3.6.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.2;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.2;2.4.2;2.4.1,2.4.1,2.4.1
R03718,2.3.1.65,2.3.1,3.1.2;2.3.1;2.8.3;3.1.1,2.3.1.207;2.3.1.180,2.3.1,2.3.1;3.1.2;6.2.1;3.1.1;6.3.2,2.3.1.65;2.3.3.17;6.2.1.11;2.3.2.30;6.3.4.10;6.3.1.20;1.2.1.95;2.1.3.2;2.1.2.5;6.1.2.2,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,2.3.1;2.3.1;6.2.1;6.2.1;6.2.1;6.2.1,2.3.1,2.3.1
R11190,3.4.14.13,3.4.11,3.4.19;3.5.1;3.4.11;4.3.3,3.4.13.18|3.4.13.4;3.5.1.130|3.5.1.ai;2.3.1.-|2.3.1.183;4.3.1.15;2.3.2.4|4.3.2.9;2.6.1.57;6.3.1.9;3.5.2.2;3.1.1.61,3.5.1;3.4.19,3.5.1;3.4.17;3.4.16;3.1.1;3.4.19,3.4.14.13;2.3.2.2;3.5.1.18;3.4.17.21;3.4.19.13;3.4.13.4;4.2.1.48;3.5.2.11;3.4.11.1;3.13.1.6;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.5.3.13;3.5.5.4;3.1.1.1;1.2.7.12;3.5.4.16;3.5.99.6;4.3.2.4;2.1.2.3;3.8.1.8,6.3.2;3.5.1;2.3.1;2.3.2;3.4.13;6.3.1;6.3.4;3.4.11;3.4.19;3.4.17;2.1.3;3.1.1;6.2.1;3.4.15;3.5.3;2.3.-;3.4.24;3.4.22;4.3.2;2.7.7;6.1.1;3.1.2;1.2.1,6.3.2;2.3.2;2.3.2;2.3.2;2.3.2;2.3.2;6.3.1;6.3.2;6.3.2;6.3.2;3.4.19;3.5.1;3.5.1;6.3.2;6.3.2;6.2.1;3.5.1;2.3.1;2.3.1;6.3.2;2.3.2;6.3.2;6.3.2;6.3.2;3.5.1;3.4.15;6.3.2;3.5.1;3.5.1;3.4.13;2.3.2;6.3.2;2.3.1;3.5.1;2.3.1;6.3.1;3.5.1;2.3.2;3.5.1;3.5.1;3.5.1;6.3.1;6.3.2;3.5.1;2.3.1;3.4.13;3.4.13,3.5.1,3.5.1
